Date,TATAMOTORS-EQ O,TATAMOTORS-EQ H,TATAMOTORS-EQ L,TATAMOTORS-EQ C,TATAMOTORS-EQ V
05/11/2008,39.57,40.33,34.89,36.05,19110449
04/11/2008,36.51,39.17,35.12,38.38,18207607
03/11/2008,36.37,40.53,35.42,37.69,24472370
31/10/2008,32.65,34.83,31.67,33.55,16162300
29/10/2008,31.66,34.39,28.3,31.62,13680945
28/10/2008,30.56,31.23,29.68,30.55,2626868
27/10/2008,32.27,35.16,25.92,27.7,16688884
24/10/2008,37.96,38.51,31.66,32.17,11747905
23/10/2008,41.88,47.23,37.7,38.51,10583795
22/10/2008,45.52,52.32,44.52,45.17,4313357
21/10/2008,49.87,50.44,48.08,49.02,8658533
20/10/2008,49.49,51.24,45.94,48.28,6457351
17/10/2008,51.45,52.44,47.49,48.17,6792377
16/10/2008,54.42,55.37,47.49,49.67,10900658
15/10/2008,58.87,60.15,55.28,55.9,5314138
14/10/2008,61.28,62.33,58.39,59.25,6979331
13/10/2008,59.36,60.95,58.26,59.22,7939461
10/10/2008,58.37,59.34,52.08,57.85,7022949
08/10/2008,62.65,63.12,58.37,59.35,9772338
07/10/2008,65.26,65.26,62.13,62.65,4383289
06/10/2008,64.69,70.97,61.55,62.13,7169272
03/10/2008,69.2,69.2,64.31,65.4,2658919
01/10/2008,68.27,69.26,66.51,67.21,6886031
30/09/2008,69.26,70.38,67.14,68.05,8033454
29/09/2008,70.3,78.07,68.9,70.17,3711141
26/09/2008,75.98,75.98,72.25,74.11,2800678
25/09/2008,77.17,77.17,75.18,75.98,8228883
24/09/2008,77.96,79.55,75.93,76.68,6604225
23/09/2008,76.54,83.03,76.54,77.9,5497954
22/09/2008,84.1,85.01,81.37,82.18,4120991
19/09/2008,84.49,86.27,82.81,83.76,7938996
18/09/2008,82.12,83.41,74.45,82.33,2588218
17/09/2008,80.73,83.11,79.15,82.67,4282965
16/09/2008,74.4,79.74,72.27,78.92,3924510
15/09/2008,81.75,81.75,76.18,77.26,4758951
12/09/2008,84.1,84.89,79.94,81.75,5107035
11/09/2008,82.91,84.47,81.72,83.93,3729647
10/09/2008,82.71,83.41,82.06,83.03,3206914
09/09/2008,84.09,84.28,81.35,83.22,5375121
08/09/2008,85.78,85.78,82.67,83.62,7850646
05/09/2008,80.47,81.04,79.91,80.48,8670138
04/09/2008,80.85,83.86,79.91,81.87,6198960
02/09/2008,84.68,85.2,81.49,82.35,6326936
01/09/2008,83.34,84.28,82,83.87,2425815
29/08/2008,80.08,85.07,80.03,84.38,4827892
28/08/2008,81.43,82.19,78.08,79.6,6956705
27/08/2008,83.63,84.11,80.3,81.01,3900802
26/08/2008,80.77,83.28,80.1,82.94,4239654
25/08/2008,82.79,85.06,80.54,83.09,5913309
22/08/2008,79.65,83.63,78.55,81.88,2606314
21/08/2008,82.48,85.26,78.94,79.65,5630874
20/08/2008,80.47,82.58,80.08,81.38,1876504
19/08/2008,80.44,81.43,79.51,80.83,2321248
18/08/2008,83.28,83.28,78.88,81.48,4029002
14/08/2008,81.96,83.67,81.43,82.77,2522495
13/08/2008,85.2,85.2,81.67,83,2046898
12/08/2008,86.22,86.22,82.8,83.56,2594659
11/08/2008,87.12,87.56,84.3,85.82,3818397
08/08/2008,83.36,85.45,81.62,84.43,6704255
07/08/2008,82.19,86.06,80.47,85.53,6147125
06/08/2008,80.41,83.34,80.07,82.24,4070168
05/08/2008,76.64,79.03,75.74,78.29,4798251
04/08/2008,75.73,76.96,74.58,76.06,2428957
01/08/2008,77.02,77.5,75.43,75.73,4143063
31/07/2008,82.38,82.38,75.2,77.31,9796606
30/07/2008,75.97,81.98,75.97,79.66,4507261
29/07/2008,81.04,83.34,74.91,75.94,2329182
28/07/2008,81.81,82.67,80.67,81.69,976309
25/07/2008,81.28,83.44,78.99,81.68,2791219
24/07/2008,84.51,86.54,83.05,84.37,2082897
23/07/2008,83.34,85.83,81.43,84.46,4266054
22/07/2008,82.96,82.96,77.29,78.95,3871427
21/07/2008,80.83,82.75,78.94,80.24,2499916
18/07/2008,83.33,83.33,78.94,80.83,1314567
17/07/2008,78.55,81.25,76.89,78.72,3603178
16/07/2008,77.71,77.98,73.67,75.81,2591757
15/07/2008,77.98,78.53,74.59,77.71,2273574
14/07/2008,76.6,79.65,75.92,78.5,3183904
11/07/2008,77.59,77.98,75.13,76.69,2826319
10/07/2008,77.21,79.47,75.41,76.56,3603627
09/07/2008,73.38,78.36,73.38,78.02,5648704
08/07/2008,73.78,74.89,71.56,72.34,5828519
07/07/2008,75.1,78.15,74.34,75.2,4313562
04/07/2008,74.91,77.39,74.34,76.68,1874666
03/07/2008,77.98,78.74,73.43,75.02,1757302
02/07/2008,80.16,80.16,73.19,79.17,4674002
01/07/2008,81.23,81.81,77.84,78.26,2213952
30/06/2008,82.58,84.68,77.61,81.63,4002414
27/06/2008,89.28,89.28,83.34,85.13,4252552
26/06/2008,92.35,94.74,88.75,93.5,10559414
25/06/2008,92.73,92.88,87.37,90.84,2821935
24/06/2008,93.88,94.76,91.1,92.58,3273063
23/06/2008,93.81,95.25,91.96,93.91,3006135
20/06/2008,97.16,97.52,92.6,93.81,2833533
19/06/2008,96.8,100.01,96.24,96.68,2302192
18/06/2008,100.2,103.07,98.74,99.26,3795004
17/06/2008,99.01,100.37,98.67,99.59,2217527
16/06/2008,98.09,100.41,97.52,99.01,4344503
13/06/2008,99.71,99.97,96.81,98.89,7335037
12/06/2008,95.65,97.71,91.39,97.28,2955517
11/06/2008,99.01,101.49,95.32,96.57,8616017
10/06/2008,97.81,101.37,97,97.66,2961169
09/06/2008,103.46,103.46,96.69,99.58,3099866
06/06/2008,103.84,104.95,101.16,103.5,5213788
05/06/2008,103.66,104.23,100.68,102.12,7581808
04/06/2008,114.76,114.76,102.52,103.66,6662662
03/06/2008,107.18,110.69,106.56,109.29,2604633
02/06/2008,111.12,113.02,106.56,108.14,2905086
30/05/2008,114.19,116.68,109.61,110.3,6175191
29/05/2008,120.51,122.64,111.17,111.76,12393265
28/05/2008,120.7,123.76,117.11,121.77,5395399
27/05/2008,119.17,122.62,117.92,120.97,3042024
26/05/2008,121.95,121.95,118.4,118.91,3437241
23/05/2008,127.41,127.41,121.05,122.15,2129329
22/05/2008,129.32,129.32,125.88,126.65,3720804
21/05/2008,129.32,133.16,127.84,131.97,2365118
20/05/2008,128.65,130.65,126.48,130,1838944
16/05/2008,126.07,129.42,126.07,128.71,3070762
15/05/2008,129.21,130.24,125.12,126.44,4622188
14/05/2008,126.45,130.09,126.45,128.12,4548312
13/05/2008,129.3,129.3,125.01,127.63,3986119
12/05/2008,130.28,130.28,126.69,128.19,2305825
09/05/2008,129.32,129.32,126.64,128.24,1974708
08/05/2008,130.28,130.28,126.5,128.14,4260443
07/05/2008,130.56,131.03,127.64,130.22,3045020
06/05/2008,130.86,132.58,129.04,130.56,3872126
05/05/2008,134.11,134.11,128.17,131.43,8768702
02/05/2008,128,133.16,128,132.49,5076678
30/04/2008,123.17,128.17,123.17,127.31,4624495
29/04/2008,121.85,124.26,120.99,122.59,1438195
28/04/2008,123.39,124.13,120.13,121.49,1729743
25/04/2008,123.79,125.63,121.69,122.48,3173377
24/04/2008,122.23,124.53,119.49,122.83,4903475
23/04/2008,121.28,122.39,121.13,121.75,1415490
22/04/2008,119.74,121.6,118.4,121.24,2685968
21/04/2008,118.79,121.05,118.79,119.18,1883602
17/04/2008,118.98,119.51,117.73,118.3,3573349
16/04/2008,120.7,121.28,117.16,117.55,4551287
15/04/2008,118.21,121.45,115.4,119.47,3418837
11/04/2008,121.47,121.66,118.69,119.26,1674062
10/04/2008,118.79,122.81,118.59,119.42,12422029
09/04/2008,119.17,121.42,118.98,121.04,1844759
08/04/2008,121.68,121.68,119.17,120.63,2531013
07/04/2008,117.83,121.66,117.68,121.09,5598952
04/04/2008,120.7,121.61,115.63,117.39,3800708
03/04/2008,122.62,124.53,118.8,120.55,4593951
02/04/2008,123,123,120.89,121.8,5037474
01/04/2008,119.74,121.76,117.88,120.36,3259310
31/03/2008,122.81,123.58,118.28,119.3,6073056
28/03/2008,125.3,125.3,121.3,123.78,11994931
27/03/2008,128.37,129.06,120.39,125.56,21301911
26/03/2008,132.2,132.96,124.74,130.04,9345358
25/03/2008,128.37,131.24,128.37,130.3,2909137
24/03/2008,124.91,128.36,124.91,127.06,5570094
19/03/2008,121.3,125.49,121.09,124.66,5819067
18/03/2008,116.76,119.74,114.38,118.68,6950160
17/03/2008,119.74,120.64,114.4,116.76,4034081
14/03/2008,119.55,123.58,119.55,122.17,2572779
13/03/2008,122.62,129.32,117.67,119.04,4637147
12/03/2008,128.17,128.17,122.29,123.6,8752104
11/03/2008,129.32,129.32,124.55,125.17,4873489
10/03/2008,128.84,134.06,117.19,129.29,2752177
07/03/2008,134.32,134.32,126.07,128.71,2987089
05/03/2008,134.69,136.4,134.11,134.95,3384692
04/03/2008,134.69,135.45,131.89,134.54,4479509
03/03/2008,134.18,136.02,131.24,133.17,3718168
29/02/2008,135.99,136.99,131.49,134.18,9130530
28/02/2008,135.07,136.97,134.76,135.99,5804066
27/02/2008,135.09,137.55,135.07,135.62,5044113
26/02/2008,136.03,136.8,134.14,134.91,3715042
25/02/2008,134.13,136.99,133.16,135.23,2521775
22/02/2008,135.74,135.74,132.2,133.36,4070382
21/02/2008,136.99,139.67,134.73,135.66,2500709
20/02/2008,141.55,141.55,134.11,136.09,2448457
19/02/2008,141.78,143.85,140.84,141.71,4936337
18/02/2008,138.72,144.65,138.72,140.38,2201216
15/02/2008,138.9,144.84,136.99,144.05,2858711
14/02/2008,138.73,142.51,138.24,140.46,2920614
13/02/2008,134.11,137.93,134.11,136.95,2952573
12/02/2008,134.28,136.11,131.94,132.94,2794319
11/02/2008,135.51,138.67,131.24,134.28,2941147
08/02/2008,137.37,139.86,133.55,136.21,1502644
07/02/2008,141.78,143.48,133.74,137.01,2759129
06/02/2008,140.62,142.35,134.61,141,3379582
05/02/2008,147.52,148.29,142.74,144.46,4577400
04/02/2008,146.57,150.94,144.46,147.52,6397346
01/02/2008,135.65,145.61,135.26,144.36,7392138
31/01/2008,135.84,137.95,131.55,134.01,7492284
30/01/2008,138.69,138.69,131.48,133.53,3411499
29/01/2008,137.96,141.3,134.31,137.14,2646405
28/01/2008,135.07,141.72,128.37,136.56,3236819
25/01/2008,127.81,137.56,127.79,136.12,6361541
24/01/2008,128.94,132.85,123.58,126.17,6016488
23/01/2008,130.28,136.03,122.43,126.23,5488493
22/01/2008,121.66,132.2,101.64,124.71,7406283
21/01/2008,136.8,137.18,122.07,125.23,6549373
18/01/2008,141.14,141.34,135.32,136.85,4088092
17/01/2008,143.69,144.65,139.93,141.14,4589295
16/01/2008,143.69,144.65,139.92,143.68,6288098
15/01/2008,149,151.36,145.35,147.33,6432035
14/01/2008,146.55,149.35,145.4,146.68,5101851
11/01/2008,149.43,149.43,141.04,146.2,6704804
10/01/2008,150.02,153.66,142.56,143.54,17655573
09/01/2008,146.95,150.78,144.46,147.56,6056234
08/01/2008,151.36,153.18,146.64,148.46,7346995
07/01/2008,150.02,154.77,146.18,150.48,7608088
04/01/2008,153.27,157.89,147.75,149.76,9273642
03/01/2008,153.27,156.34,149.45,151.66,10583689
02/01/2008,146.92,152.7,144.27,152.04,10613785
01/01/2008,142.16,146.85,141.2,146.06,6916212
31/12/2007,142.54,142.74,140.44,142.14,4298399
28/12/2007,140.24,141.72,131.81,139.74,3952480
27/12/2007,144.84,145.61,140.13,141.15,5735483
26/12/2007,141.01,144.75,139.86,144.1,3849657
24/12/2007,139.29,140.57,137.37,139.94,2577534
20/12/2007,132.58,136.97,132.58,136.06,6922043
19/12/2007,137.18,137.45,130.51,132.33,8622954
18/12/2007,135.86,137.95,133.54,134.54,3499102
17/12/2007,142.51,143.64,132.2,134.45,6632504
14/12/2007,145.61,146.38,141.39,142.71,4705371
13/12/2007,147.52,150.94,143.14,146.21,5985677
12/12/2007,148.85,149.44,145.99,147.53,3474816
11/12/2007,147.52,148.92,145.8,148.52,3528858
10/12/2007,147.91,149,142.74,146.84,2721220
07/12/2007,148.48,149.77,145.71,147.01,5888695
06/12/2007,148.58,149.82,146.23,148.57,4216240
05/12/2007,142.54,150.19,142.54,147.98,7363160
04/12/2007,141.2,142.93,139.55,142.03,3294896
03/12/2007,141.01,143.5,140.5,141.04,2514321
30/11/2007,138.71,142.54,136.8,140.33,7547526
29/11/2007,138.33,142.54,136.8,137.6,10591816
28/11/2007,137.95,139.09,136.8,138.18,4042625
27/11/2007,136.03,138.42,135.26,137.9,6029301
26/11/2007,137.96,139.48,135.07,136.36,3754443
23/11/2007,134.11,138.65,133.79,136.86,4326459
22/11/2007,134.5,135.99,129.93,133.06,4851526
21/11/2007,141.62,141.62,131.45,132.45,3389207
20/11/2007,134.11,137.56,132.39,135.73,6376489
19/11/2007,135.07,137.16,133.54,134.71,2724806
16/11/2007,131.24,136.22,131.24,133.56,5350584
15/11/2007,135.07,137.66,133.26,133.91,3067735
14/11/2007,134.11,140.21,134.11,135.58,3105456
13/11/2007,132.2,135.11,128.96,132.83,4207664
12/11/2007,131.62,133.03,129.32,131.12,3345791
09/11/2007,137.64,137.64,131.62,133.12,500994
08/11/2007,136.99,138.85,134.99,135.56,2250337
07/11/2007,137.95,140.72,136.07,138,3704253
06/11/2007,141.81,142.7,137.24,137.84,3437909
05/11/2007,143.69,143.69,140.82,141.81,5754361
02/11/2007,139.86,145.42,138.9,144.61,3285230
01/11/2007,147.52,147.89,141.59,143.11,8763884
31/10/2007,147.01,154.41,143.7,145.2,15836514
30/10/2007,155.19,156.51,144.85,147.09,13525558
29/10/2007,156.49,160.32,153.46,154.66,6505994
26/10/2007,153.23,156.15,148.52,154.19,5485335
25/10/2007,150.21,156.49,148.48,153.39,5686827
24/10/2007,153.06,154.23,147.52,148.41,9309093
23/10/2007,149.63,154.88,149.63,152.43,7601188
22/10/2007,149.25,150.21,145.61,148.08,4626395
19/10/2007,149.36,153.46,145.27,150.43,4221971
18/10/2007,153.51,157.43,144.65,151.62,9500381
17/10/2007,148.8,156.11,141.97,154.6,7698692
16/10/2007,160.38,160.38,154.23,157.26,4156534
15/10/2007,154.61,158.06,154.61,156.78,4370360
12/10/2007,159.02,160.73,151.17,153.91,8765748
11/10/2007,155.38,161.3,153.29,159.13,8126103
10/10/2007,148.22,156.89,148.22,154.56,5971251
09/10/2007,142.74,153.27,142.74,152.54,5665135
08/10/2007,149.47,150.78,142.74,146.44,15236000
05/10/2007,153.17,153.28,147.52,149.26,4776267
04/10/2007,153.27,154.69,148.94,153.17,9628310
03/10/2007,149.06,155.11,144.1,150.99,8790243
01/10/2007,154.61,154.61,146.57,148.16,7885371
28/09/2007,144.65,157.49,142.18,148.85,13967672
27/09/2007,143.12,145.74,141.78,143.94,16102680
26/09/2007,141.95,143.12,138.23,141.76,3416525
25/09/2007,143.16,143.29,140.46,141.95,4949934
24/09/2007,143.65,144.65,141.27,143.16,5224482
21/09/2007,139.68,143.2,137.95,141.97,5264938
20/09/2007,139.65,143.27,138.71,140.1,6753684
19/09/2007,134.69,140.81,134.11,138.02,7107928
18/09/2007,133.73,134.31,132.61,133.37,2131485
17/09/2007,133.73,133.73,131.92,133.11,3086494
14/09/2007,134.31,135.05,132.05,132.92,3455285
13/09/2007,131.19,133.92,131.12,133.16,3527026
12/09/2007,132.58,133.9,130.47,131.19,4551459
11/09/2007,134.88,134.98,131.49,132.03,3467665
10/09/2007,131.53,135.04,130.51,134.63,4032990
07/09/2007,136.8,137.56,132.61,133.18,4001934
06/09/2007,134.31,137.35,132.2,136.42,5020730
05/09/2007,134.11,136.59,131.62,133.89,7147659
04/09/2007,134.12,135.63,130.67,132.46,7349250
03/09/2007,134.88,135.84,132.62,134.66,4994471
31/08/2007,130.28,136.22,130.28,134.45,8562977
30/08/2007,130.32,133.92,129.13,130.43,16379452
29/08/2007,126.45,129.82,123.58,129.16,14405370
28/08/2007,130.09,130.09,125.76,127.03,6423934
27/08/2007,127.47,130.66,127.47,129.4,4560567
24/08/2007,120.34,127.22,120.34,125.8,6073521
23/08/2007,120.68,123,117.45,118.94,12190724
22/08/2007,121.28,123.1,118.04,118.69,13044219
21/08/2007,124.53,125.49,120.35,121.5,10750759
20/08/2007,126.45,127.79,123.4,124.51,10716947
17/08/2007,126.55,128.17,122.31,122.84,11075357
16/08/2007,126.64,129.09,124.53,126.55,4136220
14/08/2007,133.35,133.83,130.47,132.42,4549518
13/08/2007,129.32,133.35,128.39,132.69,6351801
10/08/2007,124.28,128.84,124.28,128.25,3820302
09/08/2007,127.22,130.28,126.3,127.13,7194023
08/08/2007,127.41,128.45,125.88,126.25,7325580
07/08/2007,125.49,127.79,125.49,126.01,5044176
06/08/2007,124.53,125.49,120.93,124.3,6032903
03/08/2007,126.53,128.94,125.16,125.75,7961685
02/08/2007,127.41,129.82,123.88,124.88,12985673
01/08/2007,133.92,133.92,126.56,127.87,7294743
31/07/2007,135.26,137.72,131.35,134,15033605
30/07/2007,138.04,138.04,133.35,135.5,5311005
27/07/2007,140.82,140.82,133.16,133.95,8326452
26/07/2007,140.03,146.04,137.6,140.22,16783788
25/07/2007,143.14,143.14,138.42,139.09,6953787
24/07/2007,147.33,149.25,142.74,143.14,3645002
23/07/2007,147.52,149.44,144.84,146.87,5939360
20/07/2007,159.02,159.02,145.61,147.07,9476100
19/07/2007,143.69,150.4,142.35,148.82,8553394
18/07/2007,143.69,144.65,140.15,142.42,4676356
17/07/2007,145.51,146.95,142.75,143.46,6354604
16/07/2007,150.59,150.59,143.94,145.51,12146296
13/07/2007,143.5,147.93,142.36,146.96,11415932
12/07/2007,141.03,142.74,139.29,141.75,7190813
11/07/2007,142.16,142.4,139.32,141.03,4712506
10/07/2007,137.95,143.04,137.95,142.4,11111998
09/07/2007,136.23,138.42,136.23,137.24,4271253
06/07/2007,135.84,137.56,133.28,136.26,7439771
05/07/2007,134.11,136.59,133.22,135.94,5609161
04/07/2007,132.94,135.55,131.62,134.37,6768648
03/07/2007,131.05,133.14,129.55,131.4,9396858
02/07/2007,128.27,131.7,127.64,130.7,4877728
29/06/2007,127.61,129.32,127.6,128.4,3454789
28/06/2007,129.07,129.49,126.4,127.29,8644928
27/06/2007,130.95,131.34,127.6,128.69,3867820
26/06/2007,129.9,131.81,128.57,131.16,3533744
25/06/2007,131.24,132.29,128.97,129.93,2504107
22/06/2007,130.66,131.72,127.05,131.11,6320918
21/06/2007,133.16,133.73,130.68,131.72,12375174
20/06/2007,127.63,132.21,127.63,131.51,11072053
19/06/2007,123.38,127.4,123.38,127.12,7002986
18/06/2007,126.07,126.07,123.17,123.57,12220944
15/06/2007,123.96,131.24,123.58,124.61,9294265
14/06/2007,127.44,127.44,122.29,123.05,15644177
13/06/2007,123.58,125.93,123,123.61,9040348
12/06/2007,110.16,126.26,110.16,122.85,8708908
11/06/2007,129.53,129.53,123.77,125.15,7424895
08/06/2007,129.87,129.87,123.87,124.96,17357829
07/06/2007,129.52,135.97,128.83,129.87,6313292
06/06/2007,135.07,136.03,125.7,131.81,12529847
05/06/2007,136.95,138.19,135.59,136.13,7757578
04/06/2007,142.74,142.74,135.56,136.19,12224071
01/06/2007,144.33,145.55,142.2,143.3,7535083
31/05/2007,142.54,146.45,142.16,144.79,12466587
30/05/2007,142.91,142.91,141.01,142.18,4816603
29/05/2007,140.82,142.52,139.89,141.94,8245597
28/05/2007,139.86,141.95,139.52,140.39,5506844
25/05/2007,135.65,139.67,134.7,139.28,5258753
24/05/2007,135.43,137.37,135.12,136.55,5217050
23/05/2007,124.13,140.6,124.13,135.65,10668401
22/05/2007,139.29,142.48,138.77,139.28,9260202
21/05/2007,141.97,142.74,138.52,138.99,12267256
18/05/2007,144.08,145.03,141.78,142.12,7619800
17/05/2007,144.59,145,141.2,143.81,8041522
16/05/2007,136.99,141.37,136.99,140.75,5152219
15/05/2007,137.54,137.93,136.6,136.86,3411718
14/05/2007,139.61,139.82,135.86,137.03,5490821
11/05/2007,136.6,138.11,132.2,137.2,7832770
10/05/2007,139.5,140.58,136.41,136.96,5172810
09/05/2007,139.86,140.15,136.6,138.57,6200171
08/05/2007,139.54,140.82,137.95,138.92,3753634
07/05/2007,140.82,142.35,137.68,139.54,9467321
04/05/2007,140.63,142.68,139.09,140.15,7135153
03/05/2007,149.44,149.44,139.69,140.46,11473424
30/04/2007,141.81,145.8,140.24,144.03,7452694
27/04/2007,147.17,148.37,141.59,143.57,9950183
26/04/2007,148.87,151.33,143.21,146.87,11055956
25/04/2007,143.71,147.04,143.7,145.43,11848990
24/04/2007,139.63,144.46,138.92,142.08,10902859
23/04/2007,139.8,140.57,136.99,137.59,5308098
20/04/2007,138.33,140.52,137.96,138.5,5691780
19/04/2007,137.37,138.37,134.92,136.62,7964097
18/04/2007,136.27,141.97,136.27,138.42,3659961
17/04/2007,143.88,145.9,139.48,139.98,12875401
16/04/2007,140.82,144.63,139.86,143.74,6824073
13/04/2007,136.82,139.38,134.88,139.15,8636806
12/04/2007,137.72,137.75,135.46,136.49,7161360
11/04/2007,138.24,140.05,136.73,138.48,7525887
10/04/2007,136.32,139.02,135.68,138.24,10855748
09/04/2007,132.2,135.98,132.2,134.82,6773325
05/04/2007,130.28,133.11,130.11,131.45,11953625
04/04/2007,131.45,132.38,128.19,130.82,10440295
03/04/2007,130.22,131.4,128.56,130.55,10733681
02/04/2007,136.22,136.22,126.65,128.54,15763614
30/03/2007,138.52,140.44,137.27,139.52,6834251
29/03/2007,139.66,143.38,133.85,137.27,21542805
28/03/2007,143.69,143.88,137.18,137.87,13333080
26/03/2007,142.74,151.53,142.74,144.18,12845750
23/03/2007,154.42,154.42,150.21,151.27,6504303
22/03/2007,149.63,155.38,149.27,154.25,6741914
21/03/2007,147.91,149.21,145.66,148.64,6457970
20/03/2007,148.34,149.63,145.7,147.38,5172272
19/03/2007,143.88,148.47,143.31,147.85,3249273
16/03/2007,140.07,144.27,140.07,143.36,5615707
15/03/2007,143.69,146.07,138.53,139.09,5201198
14/03/2007,138.42,145.61,135.79,142.48,8748174
13/03/2007,146.76,149.19,145.09,148.12,3684283
12/03/2007,145.08,148.29,144.75,146.51,5193807
09/03/2007,148.47,149.9,142.75,145.06,5781158
08/03/2007,143.71,148.48,142.74,146.92,11201282
07/03/2007,143.21,147.14,136.43,141.51,12136707
06/03/2007,142.93,147.08,137.38,139.21,15058460
05/03/2007,148.31,149.25,139.48,141.76,10835163
02/03/2007,152.31,152.31,148.1,148.56,8389602
01/03/2007,153.46,155.94,146.97,151.17,10389353
28/02/2007,153.27,155.19,144.72,149.94,10530978
27/02/2007,161.61,162.63,156.18,157.75,3178742
26/02/2007,157.1,162.62,152.54,160.85,5111596
23/02/2007,161.99,161.99,152.31,156.53,8939112
22/02/2007,164.77,165.94,158.45,159.94,7682763
21/02/2007,164,167.07,163.24,164.55,4585224
20/02/2007,166.49,167.25,162.85,164,3303634
19/02/2007,168.6,170.32,165.73,166.65,3008640
15/02/2007,166.68,170.52,163.24,166.55,11123971
14/02/2007,167.45,167.45,159.6,162.89,14326264
13/02/2007,167.45,173.02,162.85,166.06,5987415
12/02/2007,178.18,178.18,165.34,167.65,8908030
09/02/2007,171.82,174.54,169.58,173.4,4584853
08/02/2007,174.73,178.18,170.75,171.82,3914853
07/02/2007,176.44,176.63,171.9,172.87,4692406
06/02/2007,176.84,177.8,173.96,176.27,3161195
05/02/2007,175.11,176.8,171.51,176.08,4886340
02/02/2007,176.23,176.74,173.2,174.32,4499703
01/02/2007,170.29,174.35,169.19,173.65,3287057
31/01/2007,174.35,178.18,166.3,168.27,6820754
29/01/2007,177.6,177.98,171.69,172.33,6034683
25/01/2007,182.78,185.61,175.31,177.73,7575409
24/01/2007,182.97,183.7,173.7,175.51,10494129
23/01/2007,184.89,185.8,181.05,182.1,3188101
22/01/2007,182.97,185.63,180.14,184.56,9405533
19/01/2007,183.52,184.83,178.18,182.15,7487816
18/01/2007,186.8,186.8,180.57,182.86,4937156
17/01/2007,184.77,186.71,181.44,184.84,6235721
16/01/2007,182.01,184.2,181.17,183.46,4502871
15/01/2007,181.96,182.43,178.79,181.72,4992775
12/01/2007,176.46,181.03,174.98,180.33,8535533
11/01/2007,174.35,176.65,172.82,175.95,6248226
10/01/2007,174.14,176.07,171.5,174.05,8958466
09/01/2007,177.99,178.95,172.81,174.56,6024886
08/01/2007,179.14,180.82,172.43,177.89,8150750
05/01/2007,182.01,182.97,178.05,179.6,7579652
04/01/2007,187.76,189.37,180.29,181.46,9241543
03/01/2007,179.1,184.31,179.1,179.76,12149354
02/01/2007,172.83,178.95,171.5,178.08,4398618
29/12/2006,174.35,175.06,170.53,172.55,4263356
28/12/2006,174.35,177.21,171.67,173.02,9622652
27/12/2006,169.75,174.9,167.69,173.72,8201378
26/12/2006,166.66,170.8,163.24,169.47,5128136
22/12/2006,162.21,165.72,162.21,164.79,2948846
21/12/2006,159.98,166.49,159.98,165.59,4891288
20/12/2006,165.34,168.78,158.7,160.26,10805292
19/12/2006,170.98,171.63,162.49,165.04,7601861
18/12/2006,164.98,171.47,159.26,171.03,10277427
15/12/2006,164.33,165.91,163.46,164.43,4003975
14/12/2006,161.42,164.58,160.19,162.56,4876068
13/12/2006,159.33,163.81,153.59,161.15,6958667
12/12/2006,160.74,163.04,144.65,157.15,11919312
11/12/2006,166.65,166.65,156.15,160.83,6395749
08/12/2006,170.52,171.28,165.39,166.07,5874059
07/12/2006,168.6,171.67,167.29,171.03,3964041
06/12/2006,167.09,170.13,165.53,168.88,4823863
05/12/2006,170.13,170.83,167.26,169.17,6701228
04/12/2006,161.99,170.48,161.99,169.05,18494934
01/12/2006,173.01,173.01,155.24,161.48,10003161
30/11/2006,156.15,157.1,154.64,155.03,7455732
29/11/2006,156.69,157.49,153.78,155.18,6741669
28/11/2006,158.02,158.02,154.63,155.27,7878597
27/11/2006,158.91,159.94,158.02,158.74,2354246
24/11/2006,158.06,159.22,156.83,158.16,3422507
23/11/2006,160.11,161.59,156.73,157.55,7541597
22/11/2006,156.16,159.98,156.16,159.58,6287132
21/11/2006,154.61,157.47,154.07,156.52,3341840
20/11/2006,155.38,155.38,151.02,153.68,8747892
17/11/2006,156.18,158.06,154.42,155.34,7299394
16/11/2006,158.45,159.4,155.19,155.99,6102139
15/11/2006,159.02,159.96,157.14,157.83,4563866
14/11/2006,160.91,160.91,156.85,158.92,5666048
13/11/2006,157.87,159.96,157.32,159.73,7056840
10/11/2006,154.23,157.39,152.7,156.76,12018294
09/11/2006,155.19,155.73,151.93,153.9,11339018
08/11/2006,158.04,158.04,151.84,153.7,9840930
07/11/2006,157.1,159.19,156.43,156.86,7418183
06/11/2006,156.53,157.45,155.01,156.34,12597622
03/11/2006,159.4,160.36,154.65,156.22,13348347
02/11/2006,159.4,161.8,158.64,158.95,10950836
01/11/2006,159.05,161.08,158.02,158.86,8054299
31/10/2006,162.66,162.85,157.87,158.59,15474524
30/10/2006,171.09,172.34,160.98,162.71,13696850
27/10/2006,168.19,170.69,168.11,169.87,4600063
26/10/2006,169.93,170.08,165.92,166.98,4099794
23/10/2006,169.56,171.28,168.06,168.43,2170317
20/10/2006,171.28,172.81,168.99,170.24,1899532
19/10/2006,171.86,171.86,168.85,170.39,3072271
18/10/2006,172.43,174.34,169.47,170.02,5973250
17/10/2006,169.05,174.73,169.05,172.31,3297099
16/10/2006,175.31,176.38,172.62,173.41,4344341
13/10/2006,173.58,175.78,171.95,174.77,5215426
12/10/2006,169.75,173.66,168.77,172.84,3812844
11/10/2006,174.05,175.61,167.42,168.72,4603242
10/10/2006,173.77,175.31,173.77,174.38,4368862
09/10/2006,170.9,173.37,162.85,172.56,4939307
06/10/2006,171.47,172.24,169.6,171.13,3452158
