Date,TATAMOTORS-EQ O,TATAMOTORS-EQ H,TATAMOTORS-EQ L,TATAMOTORS-EQ C,TATAMOTORS-EQ V
29/03/2019,171.15,177,171.15,174.25,17762616
28/03/2019,169,171.4,167.55,170.55,13203927
27/03/2019,174,175,169.15,169.85,10047628
26/03/2019,171.9,173.6,171.6,173.1,7820112
25/03/2019,173.7,173.8,170.55,171.3,11864723
22/03/2019,181.95,182,174.9,175.4,11505994
20/03/2019,183,183.45,179.6,180.2,7543753
19/03/2019,182,184.5,180.75,182.85,10318028
18/03/2019,181,184.7,179.5,182.25,14690339
15/03/2019,180.2,181.4,177.6,180,17490993
14/03/2019,181.5,182.45,177.65,179.55,15737080
13/03/2019,184.45,184.9,180.4,181.7,9769821
12/03/2019,184.4,186,183.55,184.8,18657724
11/03/2019,182,184.6,181.05,181.85,25669662
08/03/2019,187.8,187.95,180,181.2,28012914
07/03/2019,191.4,193.45,187.8,189.3,27051501
06/03/2019,195.4,195.4,187.75,188.8,22468702
05/03/2019,183.8,198.35,181.4,194.05,58138551
01/03/2019,178.65,184,177.35,180.3,20539919
28/02/2019,180,181.55,176.6,177.45,18692372
27/02/2019,183.55,186.1,176.1,177.35,19723906
26/02/2019,173,183.45,172.5,182.65,31859427
25/02/2019,175.15,177.5,173.5,175.75,15554532
22/02/2019,170,175.3,167.85,174.3,13011477
21/02/2019,165.6,170.6,165.1,169.7,14811723
20/02/2019,164.45,166.7,163.75,164.8,11610728
19/02/2019,164,165.95,161.55,163.75,14533142
18/02/2019,162.8,163.45,159.2,162.9,13503666
15/02/2019,159.8,162.3,153.15,161.65,20705576
14/02/2019,155.95,161,153.8,159.85,16348306
13/02/2019,152.95,156.65,151.5,155,15340343
12/02/2019,152.95,154.4,150.6,151.8,14174912
11/02/2019,150.15,153.25,145.85,152.65,26161867
08/02/2019,164.6,164.6,129,150.7,102256857
07/02/2019,179,185,178.9,182.85,16152722
06/02/2019,176,179.45,171.9,178.5,10334594
05/02/2019,180.7,181.15,174.7,175.8,12064426
04/02/2019,181,183.7,178.2,180.25,11854351
01/02/2019,182,185.9,179.55,181.65,14931422
31/01/2019,175.8,183.9,175.8,181.2,22277646
30/01/2019,174.3,176.75,173.3,174.6,7757847
29/01/2019,172.35,174.9,170.9,173.6,6141180
28/01/2019,173.3,175.35,169.4,172.3,8167430
25/01/2019,175.95,178.9,171.95,173.25,12136892
24/01/2019,180,180.3,173.7,175.4,13461254
23/01/2019,181.7,182.7,178.55,180.25,9778926
22/01/2019,181.5,181.5,175.95,180.85,9775717
21/01/2019,184.3,184.95,180.65,181.5,6918258
18/01/2019,185.65,185.65,181.3,183.3,6797621
17/01/2019,186,187.3,183.4,184.9,9365756
16/01/2019,186,187.35,184.05,185.45,11874245
15/01/2019,183.3,185.8,181.25,185.35,13536578
14/01/2019,180.3,198.3,177.45,182.4,18935120
11/01/2019,186.55,187.75,179.4,180.3,25902974
10/01/2019,183.65,186.85,183.55,185.75,16961888
09/01/2019,181.5,183.6,180.2,183.05,17468948
08/01/2019,176.1,180.5,176.1,179.95,20128985
07/01/2019,173.2,178.2,173.2,175.35,21438351
04/01/2019,169,171.95,168.5,170.95,17650435
03/01/2019,169,170.15,165.1,166.05,9321842
02/01/2019,170.6,171.75,168,168.55,13410104
01/01/2019,173.5,174.2,171.3,173.45,6715543
31/12/2018,172.45,173.9,171.75,172.7,8511388
28/12/2018,169.4,172.2,169.15,170.85,8669584
27/12/2018,172.75,173.4,167.7,168.25,15231581
26/12/2018,171.45,172.2,167.6,170.9,12044191
24/12/2018,176.25,177.85,171.5,172.5,11374468
21/12/2018,177,180.5,175.15,176.25,23742481
20/12/2018,173,177.3,171.75,176.4,15819006
19/12/2018,176.5,176.5,172.5,173.9,11540042
18/12/2018,174,177.6,173.1,174.75,18015933
17/12/2018,167.25,175.95,167.25,173.95,28526103
14/12/2018,166,168.4,164.85,166.95,10091732
13/12/2018,166,168,165.55,166.85,12235499
12/12/2018,159.5,167.1,158,164.1,22461175
11/12/2018,155,159.5,154.65,158.1,12094881
10/12/2018,159.9,160.5,156.5,157.1,13520495
07/12/2018,162.25,164.2,160.8,162.4,13545006
06/12/2018,168.5,168.7,161.6,162.65,15428019
05/12/2018,173,173,168.6,169.2,14960527
04/12/2018,177.95,178.75,175.3,175.75,11481923
03/12/2018,173.25,176.45,170,175.45,14068885
30/11/2018,172,174.9,170.35,171.95,18393012
29/11/2018,175.95,179.35,173.45,177.25,20892744
28/11/2018,181,181.35,174,174.45,12504717
27/11/2018,181.7,184.55,178.55,180.05,11639680
26/11/2018,183.9,184.45,177,181.75,9865426
22/11/2018,185.5,186.15,181.75,182.55,9135857
21/11/2018,184.4,186.75,183.75,184.15,8097107
20/11/2018,184.05,188.3,183.2,183.75,13114982
19/11/2018,180.6,185.5,179.1,184.6,14522581
16/11/2018,180.9,181.85,177.85,179.9,10022823
15/11/2018,178,182.7,177.5,180.2,18740276
14/11/2018,180.5,183,176.25,176.8,15795883
13/11/2018,180.75,183,178.35,179.5,22189598
12/11/2018,194.45,194.45,185.2,186.05,20789180
09/11/2018,192.9,200.75,192,195.25,22341961
07/11/2018,194.95,195.75,193.35,194.85,3932893
06/11/2018,192.45,199.95,191.75,193.25,35339222
05/11/2018,191.3,191.3,186.65,189.8,14818506
02/11/2018,180.95,191.85,180.9,190.3,29425248
01/11/2018,182,186.05,178.2,179.45,28947802
31/10/2018,178.3,180,173.45,179.1,12579712
30/10/2018,177,181.5,176.05,177.25,15602414
29/10/2018,169.95,176.5,167.7,175.35,14171750
26/10/2018,166,172.8,165.9,168.5,19584723
25/10/2018,168.95,169.75,164.6,165.35,14877057
24/10/2018,173.9,175,169,170.65,15421903
23/10/2018,170,175.7,169.55,170.65,15588511
22/10/2018,176.4,176.85,170.05,170.75,11721075
19/10/2018,178.95,179.75,174,174.7,10469358
17/10/2018,187.6,187.8,179.1,179.95,12004524
16/10/2018,185.2,187.25,184.55,185.85,9695745
15/10/2018,186.5,186.5,182.7,184.35,11658409
12/10/2018,185.95,188.4,182.6,183.75,18014894
11/10/2018,180.65,187.75,178,182.95,19323517
10/10/2018,186,190.95,185.05,188.75,35670907
09/10/2018,205.7,206,170.3,184.35,142760251
08/10/2018,217.8,218.5,208.1,212.35,11854170
05/10/2018,222.75,226.45,214.75,216.25,10471026
04/10/2018,224,230.8,221.75,223.25,13898979
03/10/2018,230,232.8,225.8,227.6,9094685
01/10/2018,225,230.45,220,229.35,9743094
28/09/2018,227.9,230.7,219.5,223.7,14196824
27/09/2018,234.8,236.55,223.1,225.25,17430781
26/09/2018,242.3,243.2,229.55,233.35,17810869
25/09/2018,241,243.5,235.45,240.8,9030367
24/09/2018,250.2,251,239.35,240.2,8889259
21/09/2018,255.05,257.7,228.85,250.35,18547453
19/09/2018,253.55,255,251,252.6,7845650
18/09/2018,257.75,259.8,250.6,251.5,11554420
17/09/2018,263.35,264.1,259.65,260.25,9461420
14/09/2018,265,269.6,263.4,266.6,10710620
12/09/2018,268.2,268.2,258.85,262.4,14456273
11/09/2018,277.25,278.85,265.7,267.3,13444031
10/09/2018,276,282,271.75,275.7,21322969
07/09/2018,269.55,279.9,269.25,277.4,26189156
06/09/2018,269.7,272,263.85,269.95,14736214
05/09/2018,261,271,255.4,266.5,10084307
04/09/2018,270.5,270.8,260.35,261.95,14775900
03/09/2018,271.4,273,265.25,266.6,14597832
31/08/2018,259.1,268.25,258.1,267.5,12360078
30/08/2018,262.3,263,259,259.35,6333570
29/08/2018,261.05,263.5,261,261.7,5117552
28/08/2018,261.7,263.25,259.05,260,8506857
27/08/2018,257,259.5,256.5,258.8,6127707
24/08/2018,257,258.65,255,255.5,8703468
23/08/2018,269.2,269.2,256,256.9,18667622
21/08/2018,271.85,274.7,266.7,268.8,19505584
20/08/2018,261.85,271.85,259.2,270.1,25576718
17/08/2018,253.7,260.1,253,258.25,16117660
16/08/2018,245.8,252.8,245.25,251.3,14148347
14/08/2018,248.6,249.85,247.2,248.8,9171033
13/08/2018,249.25,249.7,243.1,248.7,13877900
10/08/2018,257.25,258.65,249.55,250.1,14606037
09/08/2018,256.65,260.4,255.5,257.85,7777719
08/08/2018,253.5,258.25,251.85,255.15,16125867
07/08/2018,255.2,256,250.55,251.6,14490829
06/08/2018,259.95,261.8,252.5,254.05,11371744
03/08/2018,262.15,263.85,257.6,258.45,9044248
02/08/2018,263.45,266.45,258.7,260.85,17421472
01/08/2018,250,268,250,265.05,53282545
31/07/2018,268.95,270.45,262.2,264.1,10026055
30/07/2018,267.75,271.65,266.2,267.5,7801098
27/07/2018,259.1,269.7,258.55,268.15,15275469
26/07/2018,260.1,263,257.5,258.25,8817721
25/07/2018,260,261.7,256.1,257.85,6721386
24/07/2018,258.75,263.75,257.1,258.8,9906160
23/07/2018,254.95,259.5,251.1,258.75,8891743
20/07/2018,252.7,254,251,253.4,6422014
19/07/2018,254,257.85,251.2,252.5,9556686
18/07/2018,259.45,259.45,247.3,251.85,9348644
17/07/2018,253,259,252.3,257.95,6350966
16/07/2018,260.5,260.8,250.5,252.1,11067012
13/07/2018,267.3,269.4,262.7,263.6,8352827
12/07/2018,269.6,272,265.5,266.1,8573517
11/07/2018,276.4,276.4,267.1,267.8,7356582
10/07/2018,274.9,276.9,272.9,275.45,6351033
09/07/2018,274.6,277,272.05,273.5,9387556
06/07/2018,262,272.5,261.85,270.85,19215897
05/07/2018,263.5,263.75,252.55,261.55,20820454
04/07/2018,270,271.5,265.65,267.05,7394858
03/07/2018,269.5,271.5,267.2,269.45,11484332
02/07/2018,276,276.05,265.6,266.7,16495647
29/06/2018,265.45,270.5,262.65,269.3,14765516
28/06/2018,272,272.65,261.85,263.35,19507165
27/06/2018,278.5,279.5,270,271.05,19077416
26/06/2018,288.4,288.4,275.1,276.85,30728620
25/06/2018,306.3,306.3,287.6,289.4,16392183
22/06/2018,306.85,308.9,303.2,308,6033095
21/06/2018,307.9,308.5,305.5,307,5085379
20/06/2018,304.9,308.25,304.05,305.6,6607472
19/06/2018,309.6,312.8,303.3,305.05,10498362
18/06/2018,302.9,311,302.1,308.8,8787098
15/06/2018,305.75,307.65,300.55,302.95,8224497
14/06/2018,308.5,309.6,303.8,305.9,6532693
13/06/2018,309.2,311.25,307,308.4,7280886
12/06/2018,310.95,313.65,307.2,307.8,7932388
11/06/2018,310.9,313.9,306.65,309.75,14650133
08/06/2018,305.7,315.55,302.4,309.95,27249374
07/06/2018,296.3,306.9,295.25,305.4,22839023
06/06/2018,286.85,296.9,285.25,295.65,19754001
05/06/2018,286.65,288.25,283.6,284.95,7456195
04/06/2018,292.5,293.85,286,286.65,10835487
01/06/2018,284.5,290.35,283.05,287.2,15840810
31/05/2018,289.95,290.85,281.6,282.5,28771987
30/05/2018,289.95,292.25,286.15,288.9,11649429
29/05/2018,296.8,300,293,294.65,9816561
28/05/2018,293.75,299.9,290.3,296.3,8516862
25/05/2018,290.4,297.45,286.25,294.15,19240172
24/05/2018,300,307.65,284.1,288.65,46104103
23/05/2018,311.1,317.25,305.4,309.45,17698475
22/05/2018,296.55,312.5,296.55,307.7,17199292
21/05/2018,304.75,307.2,294.7,295.9,11549490
18/05/2018,314.75,315,303.5,304.6,11688577
17/05/2018,313.1,319.5,309.3,314.9,10214660
16/05/2018,309.95,315.75,306.7,310.25,12051269
15/05/2018,324,324.05,305.7,310.1,15323964
14/05/2018,333,333,323,323.6,8312976
11/05/2018,334,334,330,330.8,7365579
10/05/2018,343.75,343.75,332.75,333.6,11158000
09/05/2018,331,347.25,331,341.95,19019847
08/05/2018,336.3,336.6,330.25,332.15,8114997
07/05/2018,337.85,337.85,333.7,335.15,3888627
04/05/2018,333.75,337.3,329.5,334.4,6660062
03/05/2018,335.5,335.9,329.15,333.5,6870513
02/05/2018,349.2,351.65,335,336.05,16022148
30/04/2018,338.5,342.75,337.25,340.4,5937740
27/04/2018,333,337.65,331.05,336.9,8804236
26/04/2018,329.9,335.95,326,330.25,16647689
25/04/2018,330.8,334,327.75,328.6,6306039
24/04/2018,334.8,335,330.6,331.55,9210931
23/04/2018,335.95,339.5,333,334.05,8056732
20/04/2018,335.95,343.25,334.6,336,11908652
19/04/2018,336.5,337,332.5,334.25,7087115
18/04/2018,338.2,339.75,333.4,334.8,6699271
17/04/2018,342.3,344.2,332.6,336.45,14241074
16/04/2018,350.8,352.8,337.55,339.15,19157051
13/04/2018,357.9,361,354.4,357.05,5935628
12/04/2018,358,364.4,357,358.4,13145938
11/04/2018,355,357.15,350.5,355.8,5622957
10/04/2018,360.5,362.35,351.5,353.25,8201215
09/04/2018,361.9,368.6,357,358.3,9555113
06/04/2018,362,368.35,356.45,364.1,13297051
05/04/2018,362.6,372.35,359.8,362.2,28886070
04/04/2018,346.8,363.7,346.25,355.6,27157199
03/04/2018,338.4,344.5,337.15,343.1,6989584
02/04/2018,335,340.8,332.7,339.15,9874486
28/03/2018,331.5,333.65,325.2,326.85,10975624
27/03/2018,333.95,335.8,330.1,331.15,6822448
26/03/2018,328.8,333.9,324.3,332.35,8907023
23/03/2018,330,334.8,329.6,330.85,8578297
22/03/2018,338.5,340.25,334.8,338.2,9255091
21/03/2018,339.9,342.25,332.25,333.85,6812442
20/03/2018,335.5,340.4,333.55,338.8,5080453
19/03/2018,341.2,342.1,332.55,335.7,9391347
16/03/2018,352.05,352.6,338.4,339.75,14205582
15/03/2018,354.05,358.4,351.1,353.1,4331145
14/03/2018,351,354.9,349.6,354.05,3820313
13/03/2018,352.6,356.45,350,353.15,6184241
12/03/2018,345,353.8,340.35,352.6,8238960
09/03/2018,345.55,348.7,340.15,341.5,5519224
08/03/2018,350.8,351.9,341.05,345.15,7674221
07/03/2018,345,355.3,343.25,347.8,15599393
06/03/2018,355.15,357.95,345,346.5,8876632
05/03/2018,368.75,368.75,350.1,352.05,14665325
01/03/2018,369.75,376.3,369.05,370.75,6991806
28/02/2018,370,373.65,367.15,369.9,8009429
27/02/2018,375,376.6,370.35,372.55,6156672
26/02/2018,362,373.5,362,372.05,10576794
23/02/2018,360.1,364.6,358.75,360.2,6751064
22/02/2018,363,363,357.5,358.5,10870704
21/02/2018,372.5,372.5,362.85,364.45,8640166
20/02/2018,370.35,370.9,366.5,369.3,3972114
19/02/2018,373.7,374.7,362.8,368.75,5658765
16/02/2018,378,379.4,367.6,370.75,8545282
15/02/2018,379.8,382.2,373.1,375.8,10225880
14/02/2018,372.9,382.3,370.6,376.85,9623436
12/02/2018,373.4,376.2,370.2,371.8,6002369
09/02/2018,369.9,373.2,368,368.75,8816777
08/02/2018,379.9,380,372.2,374.85,12452396
07/02/2018,380.4,385.4,375.2,377.8,12706795
06/02/2018,363,379.85,356.5,375.45,25294860
05/02/2018,381,398,380,395.8,9876017
02/02/2018,392,397.4,381.3,383.75,10070356
01/02/2018,399.9,403.8,390.55,393.65,7259426
31/01/2018,395.5,400.95,395.25,399.5,5111454
30/01/2018,400,402.3,395,395.85,6963005
29/01/2018,402.5,405.9,398.1,399.25,5789602
25/01/2018,403.45,407.65,398,400.3,16312167
24/01/2018,416,416.25,402.65,403.6,10789570
23/01/2018,422.8,422.8,414.75,418,6185011
22/01/2018,419.05,424.4,418.45,421.9,4643782
19/01/2018,415.2,421.95,415.05,418.05,3894062
18/01/2018,424,428.3,414.45,418.95,9579830
17/01/2018,422.05,424.5,410.1,422.95,10204447
16/01/2018,433,435.2,419.5,421.9,5623745
15/01/2018,438.05,440.05,431.05,432.35,4042775
12/01/2018,437,441.45,432.1,437.1,7408870
11/01/2018,433.5,437.6,432.9,434.75,4565005
10/01/2018,438,439.3,431.3,433.3,4702579
09/01/2018,434.25,443.5,433,437.55,12629045
08/01/2018,432,436.2,431.65,433.55,4635214
05/01/2018,431.25,436.35,429.8,431.6,7021611
04/01/2018,430,433.3,425.75,429.95,8395377
03/01/2018,440.4,441.4,431.95,433.9,9794953
02/01/2018,428.85,440.85,422,439.3,15331261
01/01/2018,430.95,436.4,422.25,424.45,6807536
29/12/2017,418,433.45,417.15,431.85,8640908
28/12/2017,423.5,423.7,416,418.6,5018893
27/12/2017,423.5,428.45,420.3,422.45,3673355
26/12/2017,422,425.15,421.15,424.2,3700655
22/12/2017,422.05,426.4,420.9,422,5345261
21/12/2017,424,426.05,419.55,420.8,4885225
20/12/2017,421.95,427.75,419.25,422.6,11191127
19/12/2017,407.35,421.7,407.35,420.1,9686883
18/12/2017,399,409.9,389.3,405.8,5356208
15/12/2017,406.5,409,404.2,405.1,5614113
14/12/2017,404,404.55,398.2,402.4,4674026
13/12/2017,407,409.85,400,401.95,5140689
12/12/2017,411.55,415.5,405.95,406.85,6151197
11/12/2017,412,415.2,409.05,410.15,5066242
08/12/2017,406,413.75,406,411.15,12288946
07/12/2017,398,405.3,397.15,402,7998863
06/12/2017,400.2,404,395,397.05,5573968
05/12/2017,404.55,405.5,396.55,402.25,7144542
04/12/2017,405.8,411.25,401.7,403.65,10043491
01/12/2017,407.9,410.25,396.5,398.9,7959197
30/11/2017,410.4,412.25,402.25,404.15,25646262
29/11/2017,415.9,419.45,412.05,413.95,4327453
28/11/2017,419.8,422.25,414.5,415.95,6217480
27/11/2017,423,424.75,417.8,421.4,7946028
24/11/2017,427,429.95,424.25,425.5,5108182
23/11/2017,428.6,431.05,422.45,426.25,7374216
22/11/2017,425.45,433,424.5,428.6,7899417
21/11/2017,424.45,430,422.5,424.25,6745407
20/11/2017,421,425.7,420.1,423,4051153
17/11/2017,419.45,423.45,417,421.8,6191428
16/11/2017,411.35,415.9,411.35,413.45,6291441
15/11/2017,414.3,417.55,407,408.65,9867270
14/11/2017,418.55,421.85,410.65,414.3,8987515
13/11/2017,423,427.5,416.1,418.1,9857544
10/11/2017,438.95,438.95,420,422.55,22534490
09/11/2017,442.1,450.9,425.65,440.15,40547266
08/11/2017,448,455,431.3,438.2,11193613
07/11/2017,458.2,465.9,450.05,451.85,13266543
06/11/2017,445.75,468,443.55,462.9,19456789
03/11/2017,434,449.35,432.65,447.7,8116263
02/11/2017,435.7,440.4,429.9,434.9,8262211
01/11/2017,430.95,439.95,428.45,437.75,7310931
31/10/2017,438.85,438.85,427.3,428.4,6214996
30/10/2017,428.25,440.95,428.25,436.55,7675104
27/10/2017,422.05,434.35,422.05,429.9,7414741
26/10/2017,421.7,422.4,417,419.4,6207936
25/10/2017,421,424.4,415.1,421.95,5666968
24/10/2017,422.75,423.8,415.05,416.05,4541742
23/10/2017,429.1,430.85,421,422.75,4013418
19/10/2017,433,433.1,424.25,426.95,1313380
18/10/2017,432.25,437.3,426.6,433.2,5539785
17/10/2017,435.75,435.75,430.2,432.3,5135763
16/10/2017,426.3,438,425.85,437.05,8476709
13/10/2017,421,429.3,418.9,424.8,6969434
12/10/2017,415.5,421.8,409.35,420.15,5442846
11/10/2017,424.9,424.9,414.1,415.5,4320451
10/10/2017,425.6,428.9,421.4,423.6,5057869
09/10/2017,424,432.1,423.05,425.6,4414381
06/10/2017,422,426,416.2,424.85,5308695
05/10/2017,423,425.8,420.1,423.3,4606192
04/10/2017,417.55,426,412.7,423.55,7663143
03/10/2017,428,428,415,416,9696920
29/09/2017,401.4,405,397.4,401.5,7520906
28/09/2017,406.95,406.95,399,401.4,4850748
27/09/2017,413.5,414.25,402,404.9,4727360
26/09/2017,409.4,413.9,403.3,411.25,5077291
25/09/2017,413.65,415.3,404.6,408.2,6957357
22/09/2017,414,422.15,408.85,411.8,9781308
21/09/2017,415.4,418.45,408.8,413.65,6946502
20/09/2017,422.75,422.75,413,414.8,5179160
19/09/2017,415,427.7,414,423.65,28208471
18/09/2017,411.85,413,403.2,404.95,8966503
15/09/2017,402.85,406.75,400,401.75,9675506
14/09/2017,390.75,406.6,390.25,404.4,11476571
13/09/2017,391,393.95,387.2,389.65,6537279
12/09/2017,378.7,390,375.5,388.25,9266823
11/09/2017,380,380,374.2,375.3,5402725
08/09/2017,381,381.8,374.05,375.05,7471355
07/09/2017,383.7,384.4,376,378.15,7938665
06/09/2017,385,386.7,381.85,382.7,5953907
05/09/2017,385.7,389.5,383.4,388.15,4477993
04/09/2017,393,396.05,380.5,383.4,8433560
01/09/2017,379.35,392.85,378.65,390.85,7380325
31/08/2017,380.05,380.45,375.8,376.55,4685511
30/08/2017,380.85,382.75,377.45,378.5,3734824
29/08/2017,379,382.35,374.45,376.1,4689547
28/08/2017,385.85,387.4,378.3,379.3,4403872
24/08/2017,380.1,385.95,380.1,384.15,5208541
23/08/2017,376,381.15,373.35,379.95,4448871
22/08/2017,378.8,379.95,372.25,373.6,4163794
21/08/2017,382,382.55,371.3,374.35,5123101
18/08/2017,381.75,383,377,380.4,5856198
17/08/2017,392.45,392.45,384.5,385.3,5971420
16/08/2017,379.45,390.7,375.5,389.25,11019760
14/08/2017,380,381.8,372.6,375.4,8216208
11/08/2017,376,379.1,358.5,374.5,14699477
10/08/2017,401,403.6,375.25,380.2,28114017
09/08/2017,428.8,429.9,415,416.05,10849567
08/08/2017,432,435.5,426,430,7134979
07/08/2017,438.6,439.8,425.3,430,6461815
04/08/2017,435.1,438.75,433.45,435.6,4166729
03/08/2017,441,441.5,429.6,431.45,6197142
02/08/2017,449.5,449.95,438.15,440.35,4045533
01/08/2017,446.55,452.35,445.7,446.9,4012791
31/07/2017,446.25,449.7,443.7,444.6,3804621
28/07/2017,444.6,447.45,442.45,445.85,3365171
27/07/2017,459,460.95,440.3,445.4,13738611
26/07/2017,457.2,458.7,455,457.3,3641559
25/07/2017,462.15,464.7,454.7,456.1,7052112
24/07/2017,464.95,468.35,461,464,3773074
21/07/2017,460,465.9,457.6,464.6,3150269
20/07/2017,463.5,464.35,457.35,460.15,3318626
19/07/2017,453,462.9,453,460.6,3395937
18/07/2017,452.6,459.5,452.6,456.15,2349268
17/07/2017,455,458.35,453.25,454.15,4922453
14/07/2017,460,460,450.4,451.3,3974269
13/07/2017,464.5,464.5,455.55,459.05,4382063
12/07/2017,461,463.8,456.6,461,6051540
11/07/2017,452,462.3,451,456.95,12069006
10/07/2017,460,460,442.55,446.95,1189020
07/07/2017,434.45,441.45,432.25,436.85,5311730
06/07/2017,435.4,438.8,433.8,437.1,4038188
05/07/2017,428.9,433.95,427.4,431.75,5050749
04/07/2017,434.2,436.4,426,426.9,5020683
03/07/2017,431.5,434.7,426.25,430.25,6230025
30/06/2017,433.9,435.6,428.05,432.55,4776892
29/06/2017,444.5,446.25,434,435.6,11085101
28/06/2017,443.9,446.8,440.15,442.5,4960238
27/06/2017,443.8,444.5,434.4,442.3,5915274
23/06/2017,454,456.5,442.4,443.15,6753648
22/06/2017,458.85,463,451.6,452.7,5008885
21/06/2017,466,466,455.5,457.3,5436141
20/06/2017,457,470.75,456,467.4,12014975
19/06/2017,453.8,456.4,450.5,452.35,3869675
16/06/2017,454.7,458.4,452,455.75,7042094
15/06/2017,452,457.85,446.95,448.3,3879154
14/06/2017,450.8,453.4,447.05,451.95,3605931
13/06/2017,457.15,458.75,448,449.55,3577406
12/06/2017,463.75,465.25,455.2,456.25,4341696
09/06/2017,459.95,468,455,467.1,4598706
08/06/2017,459.5,463.45,457.35,460.8,4066322
07/06/2017,462.55,463.65,453.5,458,5250544
06/06/2017,482.9,484.35,457.6,461,8016939
05/06/2017,478.3,481.9,475.2,478.15,2464819
02/06/2017,480,485.95,477.7,478.75,4319080
01/06/2017,476.95,479.7,473.55,476.65,3001232
31/05/2017,482.3,483,474.8,476.15,5393856
30/05/2017,482.7,487,480,481.3,3101380
29/05/2017,482.5,485,471.8,481.5,4253044
26/05/2017,474.1,488.25,473.5,481.1,7692869
25/05/2017,470,479,464.7,476,15108872
24/05/2017,470,473.35,458.1,469.55,27370795
23/05/2017,451.45,456.45,444.3,450.5,10330814
22/05/2017,446,452.75,442.6,449.65,6145914
19/05/2017,439,444.95,434.6,443.35,4387481
18/05/2017,442,448.7,436,437.95,6158546
17/05/2017,436.5,452.5,435.1,449.1,6572678
16/05/2017,432.25,439.5,432.25,437.25,3452072
15/05/2017,434,434,430.1,431.9,1885702
12/05/2017,429.65,433.8,427.45,430.85,3850940
11/05/2017,434,434.5,425.4,427.45,4049649
10/05/2017,427.8,433,424,432.3,5378402
09/05/2017,424.75,428.8,422.7,426.8,2833132
08/05/2017,424.75,428.7,417.25,422.65,7427873
05/05/2017,436.5,436.5,418,419.6,9487539
04/05/2017,446.65,448.1,435.15,436.5,6204022
03/05/2017,451.35,456,444.65,446.6,5158586
02/05/2017,456.6,457.2,448.55,451.25,6071958
28/04/2017,457.1,462,454.4,458.9,5126904
27/04/2017,455,460.9,452.7,455.35,10589249
26/04/2017,446,454.4,445.5,450.8,8438042
25/04/2017,445.85,447.75,443.3,445.65,5894090
24/04/2017,439.8,449,438.75,443.85,6214069
21/04/2017,446.75,448.45,437.6,440.6,5325590
20/04/2017,447.85,447.85,442.1,443.95,3288900
19/04/2017,443,449.5,438.3,443.05,6319332
18/04/2017,452,455.75,442.5,443.7,4235130
17/04/2017,452,455.7,447.3,449.2,4913930
13/04/2017,461.85,463.35,451.2,453.35,5930185
12/04/2017,468.7,471.55,461.6,464.55,5991598
11/04/2017,477.9,478.35,471.1,472.25,4887918
10/04/2017,471.65,478.3,467.55,474.9,5437523
07/04/2017,468.45,480.55,466.65,468.3,8089461
06/04/2017,474.3,478.5,470.6,473.2,6703078
05/04/2017,470.4,475,467.25,473.5,5287168
03/04/2017,468.25,472.3,467.6,470.4,2951896
31/03/2017,466.5,472.5,464.5,465.85,6400088
30/03/2017,463.5,469.8,462.85,468.4,9482785
29/03/2017,474.9,475,463.6,469.05,6680569
28/03/2017,467.5,473,467.5,472.4,2982614
27/03/2017,469,469.15,462.1,464.75,4417413
24/03/2017,470.75,474.8,467.55,470.4,4296510
23/03/2017,461.3,477,461.3,472.9,8665384
22/03/2017,469.95,469.95,458.5,459.9,4695648
21/03/2017,478,478.05,470.65,473.75,4685410
20/03/2017,476.55,478.2,470.75,476,2871104
17/03/2017,481.35,484.2,471.7,476.5,6338248
16/03/2017,478.7,482,476.15,480.95,6272947
15/03/2017,475,476.55,470.65,473.45,4801312
14/03/2017,481,483,468.45,469.75,6348198
10/03/2017,471,471.85,465.1,469.1,5766815
09/03/2017,462.45,469.7,462,467.6,3837624
08/03/2017,469.4,469.6,461.15,462.8,5351597
07/03/2017,469.5,475.9,466.05,467.55,7114541
06/03/2017,462.5,472.7,462.1,470.8,4036291
03/03/2017,463.3,466.85,458.6,459.95,7085620
02/03/2017,457.85,467.9,453.2,461.7,13667695
01/03/2017,455.9,455.9,448,449.45,8367579
28/02/2017,460,460,454.1,456.75,5722402
27/02/2017,464,464,455.1,457.8,5510484
23/02/2017,464,464.7,457.25,462.35,9492419
22/02/2017,460.25,466.7,455.8,460.05,7315280
21/02/2017,456.9,462.8,454.5,458.65,6875914
20/02/2017,451.5,458.45,449,455.45,5866707
17/02/2017,447.9,456.6,442.4,452.95,10063504
16/02/2017,442.55,447.6,435.4,446,11622714
15/02/2017,449.05,453,434.35,436.45,38638630
14/02/2017,503,506.7,466.55,482.05,14901414
13/02/2017,512.7,512.7,503.3,505.3,4700518
10/02/2017,513,514.8,506.5,509.55,4732032
09/02/2017,515.4,518,505.75,512.85,4099871
08/02/2017,512.35,514.95,506.3,513.05,5975054
07/02/2017,524.8,524.8,502,506.8,7987282
06/02/2017,527.9,531.45,523.2,525.85,3642527
03/02/2017,531.9,531.9,519.5,522.6,5298261
02/02/2017,537.6,537.6,526.8,531.5,6579801
01/02/2017,527.5,544.5,522.9,542.25,4786720
31/01/2017,530.2,531.5,518,523.55,6035022
30/01/2017,542,543.5,530.8,532.3,4163428
27/01/2017,549,552,539.75,541.95,4493803
25/01/2017,543.25,551.9,541.55,548.9,4504941
24/01/2017,533,543,532.35,541.55,5183630
