Date,TECHM-EQ O,TECHM-EQ H,TECHM-EQ L,TECHM-EQ C,TECHM-EQ V
03/03/2014,467.5,480.25,467.5,476.61,4467620
28/02/2014,460.75,472.74,459.28,466.81,17263412
26/02/2014,460,461.44,453.34,455.24,3393952
25/02/2014,458.81,461.75,458.75,459.9,1487976
24/02/2014,461.25,462.03,456.2,457.86,2017476
21/02/2014,457.5,462.5,457.5,462.05,1601648
20/02/2014,458.51,464.99,455.04,458.06,1749768
19/02/2014,457.5,462.74,454.8,460.71,2200696
18/02/2014,457.25,458.53,453.85,455.51,1553416
17/02/2014,458.75,460.93,453.21,455.94,1461116
14/02/2014,457.25,462.78,454.75,457.96,2972888
13/02/2014,467.49,468.98,451.56,453.45,3491476
12/02/2014,468.5,470.98,466.31,468.91,2903348
11/02/2014,455.88,469.25,455.88,465.43,4193188
10/02/2014,455.81,460.19,450.25,458.04,2472804
07/02/2014,462.5,467.5,453.78,455.79,3547404
06/02/2014,459.75,462.85,455.38,461.38,3016132
05/02/2014,456.45,462.49,453.76,459.96,10358796
04/02/2014,436.99,446.01,424.1,442.71,3782528
03/02/2014,449.25,452.75,440.15,440.78,3975364
31/01/2014,436.25,450,431.04,446.74,3665588
30/01/2014,437.06,437.06,425.9,429.58,3146452
29/01/2014,437.5,442.81,435.99,437.39,2850888
28/01/2014,440.25,444.74,430.06,434.69,1896884
27/01/2014,447.5,448.25,439.38,440.06,3250360
24/01/2014,455.03,461.5,446.75,448.39,1847484
23/01/2014,460.5,462.36,453.89,457.66,2466672
22/01/2014,456.98,464,456.25,460.54,1580516
21/01/2014,457.66,463.75,452.75,457.16,2171752
20/01/2014,442.33,458.68,438.2,457.18,3220348
17/01/2014,466.88,467.4,442.5,443.81,3568576
16/01/2014,471,472.88,462.5,466.56,2719424
15/01/2014,475,476.44,464.36,471.01,2997644
14/01/2014,472.21,476.53,470,473.31,2811512
13/01/2014,470.23,476.25,468.29,471.13,2825948
10/01/2014,461.18,472.95,458.48,469.73,4740028
09/01/2014,462.46,463.48,452.83,457.26,2114704
08/01/2014,452.25,464.95,451.25,460.15,3080984
07/01/2014,454.14,456.34,446.5,451.01,1914320
06/01/2014,460,460.88,452.5,453.96,1485056
03/01/2014,454.5,461.48,452.56,458.88,1327296
02/01/2014,457.03,460.44,448.34,454.03,1395500
01/01/2014,461.25,461.25,456.28,457.03,698232
31/12/2013,464.5,464.5,457.94,459.46,992016
30/12/2013,467.5,468.74,459.68,461.78,1293328
27/12/2013,459.18,467,458,465.31,2549024
26/12/2013,459.25,460.96,454.8,456.6,2012532
24/12/2013,458,461.44,456.83,458.05,1306388
23/12/2013,461.28,465.44,455.61,459.14,1956612
20/12/2013,449.93,468.88,449.25,461.5,13409204
19/12/2013,435,449.75,433.39,448.66,5167240
18/12/2013,432.25,435.75,429.55,431.93,2068648
17/12/2013,436.25,438.85,430.79,431.48,3001040
16/12/2013,419.18,437.96,419.18,436.26,3518708
13/12/2013,418.13,424.5,417.86,422.86,2080024
12/12/2013,421.5,423.26,416.56,417.54,2993436
11/12/2013,429.23,431.89,417.64,421.35,3833632
10/12/2013,420.25,429.98,418.75,427.51,3877504
09/12/2013,420.8,422.45,415.5,418.43,2617148
06/12/2013,418,424.01,417.83,418.69,1901340
05/12/2013,426.25,427.48,418.06,420.58,2762988
04/12/2013,422.25,427.49,421.26,424.06,2981268
03/12/2013,422.61,426.16,420.8,422.73,1664504
02/12/2013,422.39,427.25,421.85,422.46,1892848
29/11/2013,421.83,430.08,421.83,424.39,1954816
28/11/2013,424.2,426.39,417.83,423.05,3307500
27/11/2013,427.36,428.2,420.09,422.36,2498768
26/11/2013,417.08,433.01,415.59,429.89,41095392
25/11/2013,414.54,424.65,414.04,418.3,4176196
22/11/2013,418.75,421.86,412.03,416.84,3717380
21/11/2013,423.76,425.66,410.25,414.48,5210432
20/11/2013,437.5,440.69,420,421.55,5962104
19/11/2013,433.75,438.75,429.55,437.1,3150080
18/11/2013,418.75,435,418.75,433.46,4208356
14/11/2013,417.75,423.68,415.75,418,2710692
13/11/2013,418.04,424.25,413.75,415.11,2317452
12/11/2013,425,427.65,419.55,421.39,2817096
11/11/2013,418.75,429.13,418.75,424.33,7020720
08/11/2013,402.25,421.83,402.25,418.75,16198272
07/11/2013,393.75,401.63,386.25,395.11,8744772
06/11/2013,381.25,394.86,381.25,393.3,5852168
05/11/2013,387.5,389.4,379.03,379.78,2709328
03/11/2013,382.5,388.75,382.5,387.64,452352
01/11/2013,387.88,390.53,380.75,381.46,2539252
31/10/2013,389,391.84,383,387.76,1907192
30/10/2013,382.5,390.33,381.34,388.84,2726588
29/10/2013,377.75,383.45,376.99,380.59,1615648
28/10/2013,385.5,390.5,375.38,378.78,3311492
25/10/2013,380,388,366.75,385.35,8259256
24/10/2013,387,394.41,382.5,384.28,4819892
23/10/2013,386.19,392.48,381.94,388.14,2294056
22/10/2013,387.5,392.25,385.01,386.6,3032356
21/10/2013,383.03,389.75,373.25,386.38,4034012
18/10/2013,381.75,386.25,379.05,384.06,3580628
17/10/2013,397.5,398.5,376.65,382.45,5559084
15/10/2013,391.49,398.63,391.49,395.9,4488788
14/10/2013,390,396.38,388.5,389.71,4217272
11/10/2013,385,390.85,381.25,387.46,6437288
10/10/2013,370,380.38,369.75,378.28,4846024
09/10/2013,357,371,357,369.01,4200324
08/10/2013,361.75,364.06,356.76,360.59,5413788
07/10/2013,351.23,362.15,350.59,360.81,5358412
04/10/2013,343.25,353.18,342.5,350.18,5269548
03/10/2013,335,347.48,333.84,343.25,7402820
01/10/2013,335,335,329,331.43,1703012
30/09/2013,331.1,336.23,328.26,333.94,3513176
27/09/2013,330.19,333,325.25,326.61,2909736
26/09/2013,332.43,336.11,327,328.4,3244452
25/09/2013,334,334.94,329.71,333.95,2423328
24/09/2013,335,338.75,331.3,334.28,4449612
23/09/2013,324.51,337.16,324.51,331.6,4832724
20/09/2013,321.33,335.91,321.33,324.1,5641860
19/09/2013,327,330.43,318.89,323.73,3136720
18/09/2013,329.75,332.25,326.5,328.48,2652176
17/09/2013,321.39,331.25,320.25,328.2,5773968
16/09/2013,324.35,325,314.36,319.54,8412544
13/09/2013,329.5,330.13,320,322.33,7408376
12/09/2013,334.98,335.43,323.75,327.84,6873240
11/09/2013,338.25,349.25,331.28,333.33,5393056
10/09/2013,339.51,342.5,333.1,339.2,4428808
06/09/2013,344.5,351.03,338.25,340.08,2991140
05/09/2013,350.39,351.03,343.85,345.6,3071968
04/09/2013,352.5,356.03,347.66,349.8,3642560
03/09/2013,348.3,358.75,346.51,350.1,6256104
02/09/2013,345,348.71,338.46,343.76,2625912
30/08/2013,343,357,341.25,343.75,5942356
29/08/2013,342.2,347.5,337.5,341.39,4311672
28/08/2013,337,351.25,336.55,342.56,4111024
27/08/2013,345.18,352.48,337.18,340.73,4399208
26/08/2013,342.5,352.5,340.18,344.91,6304768
23/08/2013,321.35,343.2,319.09,341.55,7482564
22/08/2013,309.75,319.94,306.65,317.73,4350392
21/08/2013,312.5,320,307.79,309.94,5495908
20/08/2013,322.23,324.24,310.33,312.45,5285768
19/08/2013,330,333.44,320.5,323.5,5220728
16/08/2013,328.75,333.75,324.38,331.11,5017596
14/08/2013,335,336.71,325.38,330.29,4027120
13/08/2013,320.18,334.63,319.55,332.76,6483108
12/08/2013,312.5,323,310.3,316.63,7414256
08/08/2013,307.25,313.75,304.95,311.16,4629664
07/08/2013,308.5,314.99,302.58,307.35,4400120
06/08/2013,316,316.3,307.51,308.35,3710664
05/08/2013,307.75,319.25,307.2,315.95,3169924
02/08/2013,314.13,318.75,300.13,308.3,4426048
01/08/2013,312.15,315.2,307.7,312.9,2827760
31/07/2013,308.75,313.68,306,311.58,3372392
30/07/2013,313,315.5,304.21,308.06,4929400
29/07/2013,302.06,312.75,302.06,312.15,3542040
26/07/2013,295.7,306.4,295.25,304.44,4271748
25/07/2013,300.79,304.75,292.33,294.93,9851600
24/07/2013,293.49,305.38,292.51,301.91,6371408
23/07/2013,295,298.5,290.13,294.79,5640780
22/07/2013,283,296.16,282.5,292.93,6764312
19/07/2013,278.38,285.36,275.7,283.08,7496204
18/07/2013,275.93,279.08,270.54,272.83,3634500
17/07/2013,272.5,282.48,270.59,273.6,3903792
16/07/2013,273,277.48,270.5,273.1,2340128
15/07/2013,280.53,283.06,275.49,277.98,4288428
12/07/2013,268.75,281.96,268,280.48,13563240
11/07/2013,271.5,272.06,263.79,266.61,3318772
10/07/2013,261.5,272.88,260.68,269.81,3622536
09/07/2013,262,264.5,258.91,260.68,1433184
08/07/2013,258,262.69,254,261.43,1445516
05/07/2013,264.38,264.38,257.95,259.66,2688100
04/07/2013,256.5,259.25,252.98,257.86,4093568
03/07/2013,252.14,256.75,241.25,249.78,7461580
02/07/2013,259.75,260.56,244.08,250.55,6041132
01/07/2013,264,267.35,256.38,258.61,2511240
28/06/2013,273.75,273.75,262.53,264.95,2368636
27/06/2013,262.99,274.5,260.06,270.2,4884608
26/06/2013,253.75,262.23,253.75,259.7,4262064
25/06/2013,253.49,256.1,250.81,252.46,3499744
24/06/2013,246,253.36,246,250.5,3723316
21/06/2013,246.03,252.48,245.28,248.88,2749988
20/06/2013,253.25,256.86,245.15,246.09,3189196
19/06/2013,244.5,255.43,243.99,253.08,2670276
18/06/2013,241.75,246.18,241.75,244.46,914452
17/06/2013,241.38,243.66,237.75,242.85,701076
14/06/2013,245.26,247.25,240.55,241.44,1402700
13/06/2013,242.74,244.25,237.81,242.91,1603524
12/06/2013,244.45,248,240.75,244.7,3230292
11/06/2013,234.75,244.43,230.88,242,3673796
10/06/2013,237.23,237.5,233.28,235.09,1997832
07/06/2013,232.63,237.86,232.25,234.24,1684840
06/06/2013,227.75,235.73,227.28,231.25,2205108
05/06/2013,234.63,237.38,228.03,229.4,2322816
04/06/2013,235.25,237.5,235,235.63,2076636
03/06/2013,240.63,243.75,231.31,235.06,1137708
31/05/2013,244.75,246.75,240.28,241.88,478088
30/05/2013,244.25,248.5,243.53,244.7,1574152
29/05/2013,246.75,249.38,243.08,245.84,1390380
28/05/2013,239.25,246.75,238.04,245.9,2392500
27/05/2013,237.75,239.79,236.25,238.41,872084
24/05/2013,239.68,241.21,236.34,237.86,893304
23/05/2013,236.74,240.2,234.43,238.13,2547880
22/05/2013,240.5,244.86,233.33,235.83,10670120
21/05/2013,231.28,233.73,223.76,227.46,5450172
20/05/2013,232.93,234,229.5,230.53,1694632
17/05/2013,237.5,238.75,230.29,231.96,1635352
16/05/2013,238,240,234.39,235.58,1301320
15/05/2013,240.56,241.99,235.38,238.5,2196868
14/05/2013,239.25,243.5,237.89,239.61,1013372
13/05/2013,249.49,250.91,237.59,238.71,989880
11/05/2013,243.5,249.25,243,248.7,209472
10/05/2013,246.25,247.48,242,244.01,566044
09/05/2013,245.95,247.81,244.54,245.85,758536
08/05/2013,252,253.69,244.5,245.95,1211580
07/05/2013,251.71,254.5,249.84,251.39,844288
06/05/2013,247.48,253.2,246.66,250.41,2079144
03/05/2013,241.63,248.45,239.53,246.66,1447848
02/05/2013,239.74,244.75,239.74,241.41,1134208
30/04/2013,236.25,240.94,232.05,238.31,1217432
29/04/2013,232.68,238.5,231.01,236.45,854772
26/04/2013,232.25,236.63,230.25,231.58,1232772
25/04/2013,231.25,233.48,228.86,231.89,2447340
23/04/2013,232.18,237.38,226.7,231.03,1360908
22/04/2013,235,240.75,231.31,232.73,1118852
18/04/2013,238.76,238.76,234.13,237.58,726348
17/04/2013,244.45,245.73,238,238.8,830496
16/04/2013,242.25,245,240.25,243.16,776852
15/04/2013,243.5,245.69,241.25,242.49,766528
12/04/2013,242.5,247.13,238.29,245,1530756
11/04/2013,251.25,252.5,245.56,249.18,892204
10/04/2013,244.03,251.25,242.01,249.64,1055748
09/04/2013,248.04,248.46,240.81,241.79,1417476
08/04/2013,241.45,247.85,240.88,245.99,1787424
05/04/2013,245.73,245.73,239.28,240.46,1188644
04/04/2013,244,248.23,240.66,244.25,3446784
03/04/2013,254.33,258.75,243.13,244.26,2612396
02/04/2013,267.19,267.19,254.88,256.55,2020564
01/04/2013,264.06,268.49,263.01,265.29,747780
28/03/2013,261.09,269.25,259.23,264.88,4002396
26/03/2013,260.53,261.95,253.81,259.79,1237004
25/03/2013,263.75,265.76,259.38,261.46,1542324
22/03/2013,265.75,267.09,260.28,261.9,1137068
21/03/2013,268.74,270.68,265,266.21,1099500
20/03/2013,272.68,273.83,266.28,267.15,1077604
19/03/2013,274.5,277.5,271.5,272.68,1587016
18/03/2013,274.63,276.13,271.7,272.48,1194200
15/03/2013,275,279.4,273.84,275.5,1438240
14/03/2013,269.76,277,269.76,276.08,1384524
13/03/2013,272.53,274.81,269.55,271.28,1452048
12/03/2013,277.75,278.74,273.75,274.35,1785908
11/03/2013,279.74,280.7,274.54,277.05,2375440
08/03/2013,274.98,280.78,274.98,277.6,2703008
07/03/2013,270,278.16,268.78,274.06,3608420
06/03/2013,268.45,274.2,268.45,269.9,2326956
05/03/2013,276.25,276.85,266.26,266.93,1615136
04/03/2013,277.25,279.75,269.58,271.45,2211628
01/03/2013,263,278,263,275.75,5004444
28/02/2013,257.49,267.5,257.49,262.76,3691908
27/02/2013,257.5,261.95,256.04,257.18,1789236
26/02/2013,259.18,261.13,255.54,256.68,824396
25/02/2013,259.88,264.75,257.68,259.5,1683880
22/02/2013,258.5,262.73,257.76,259.86,1661144
21/02/2013,261.24,265.73,258.61,259.53,3075060
20/02/2013,259.73,267.36,259.73,263.06,5371924
19/02/2013,247.44,260.24,245.98,258.63,2535504
18/02/2013,249.83,249.84,245.75,246.65,1051144
15/02/2013,252.5,252.5,242.1,249.66,2042084
14/02/2013,249.99,254,249.99,250.5,1641432
13/02/2013,248.75,251.25,246.74,250.15,1910584
12/02/2013,248.96,251.23,242.99,247.51,1352164
11/02/2013,251.24,252.75,241.39,249.83,1468188
08/02/2013,248.75,254.88,240.4,250.49,2837520
07/02/2013,245.04,251.21,243.75,247.48,2912724
06/02/2013,242.01,247.9,242.01,244.89,1471792
05/02/2013,248.01,248.88,239.5,241.64,700316
04/02/2013,250.75,253.48,246.25,247.59,412560
01/02/2013,249.74,253.75,248.25,251.2,1615692
31/01/2013,252.85,255.75,248.06,249.74,1546092
30/01/2013,252.5,255.23,250.56,252.75,1836600
29/01/2013,254.48,255.84,248.7,250.39,1100908
28/01/2013,252.41,257.9,250.38,254.01,2316044
25/01/2013,248.01,252.5,246,251.63,1737524
24/01/2013,242.39,253.88,241.5,247.64,3062560
23/01/2013,245.26,245.5,241.06,241.75,1365436
22/01/2013,249.54,251.7,244.38,245.2,1920612
21/01/2013,250.51,254.25,248.54,251.09,1627760
18/01/2013,255,256.73,248.18,249.74,1831904
17/01/2013,250.01,256.99,249.25,254.6,4187708
16/01/2013,248.81,253.68,246.44,249.48,2558020
15/01/2013,252.09,255.44,248.26,249.95,2345300
14/01/2013,247.75,252.25,245,250.5,3108168
11/01/2013,245.61,252.99,244.75,247.34,3472872
10/01/2013,236.84,246.19,236.31,243.9,4860944
09/01/2013,232.9,236.21,231.64,234.85,1256708
08/01/2013,231.48,232.45,228.13,231.6,996520
07/01/2013,237.35,237.35,230.31,231.76,989776
04/01/2013,236.24,239.39,231.88,235.63,1099620
03/01/2013,232.29,239.26,232.29,235.34,1138816
02/01/2013,233.25,235.55,231.34,234.93,1199844
01/01/2013,234.66,234.66,232.31,233.41,543928
31/12/2012,232.48,233.73,229.75,233.06,1509632
28/12/2012,232.35,232.35,228.2,230.19,900880
27/12/2012,228.78,234.19,227.38,229.91,4514996
26/12/2012,225.91,229.98,225.91,228.69,939260
24/12/2012,228.71,230.75,224.59,225.91,1083132
21/12/2012,230.41,233.25,225.83,226.6,1617832
20/12/2012,236.64,236.99,230.4,231.54,4809536
19/12/2012,237.49,241.73,235.26,236.11,2237088
18/12/2012,238.19,238.55,235,236.64,1179128
17/12/2012,238,239.13,231.25,238.18,4174144
14/12/2012,225.75,237.96,225.75,237.05,3587752
13/12/2012,228.75,231.19,227.13,229.59,3580800
12/12/2012,219.25,232.89,218.75,228.53,16469336
11/12/2012,217.51,222.45,217.5,219.88,1683172
10/12/2012,220,221.5,217.25,218.54,1118428
07/12/2012,218.5,223.33,216.38,220.09,2303496
06/12/2012,222,222.74,219.29,220.59,864668
05/12/2012,224.44,224.44,219.53,221.96,900008
04/12/2012,223.26,225.13,221.25,222.26,886344
03/12/2012,220.54,225.55,219.6,222.98,1826440
30/11/2012,219.01,224.41,216.9,220.03,2775572
29/11/2012,221.25,223.81,218.88,220.18,2374248
27/11/2012,226.98,228.38,220.51,223.53,1884840
26/11/2012,226.94,228.48,226.08,226.98,786476
23/11/2012,229.64,229.64,224.63,225.91,784276
22/11/2012,226.23,228.85,222.33,227.53,1140924
21/11/2012,222.38,226.85,216.78,226.16,1496864
20/11/2012,221.56,224.66,218,221.05,1279712
19/11/2012,227.7,229.24,218.16,220.81,2404956
16/11/2012,229.5,231.86,226.34,227.73,1109112
15/11/2012,234.86,235.76,228.25,229.55,775376
13/11/2012,236.75,237.5,235.25,236.15,103740
12/11/2012,234,237.5,233.5,236.91,482944
09/11/2012,239.75,240.25,234.28,234.76,687592
08/11/2012,240.65,241.25,237.5,238.66,833632
07/11/2012,241,243.99,239.03,242.28,1027464
06/11/2012,248.75,248.75,239.98,240.83,2328976
05/11/2012,236.25,240.73,232.5,238.86,1545380
02/11/2012,236.75,241.6,236.31,237.9,1195196
01/11/2012,236.75,238.61,235,235.83,689504
31/10/2012,235,238.48,232.78,237.11,1290900
30/10/2012,232.5,234.46,229.78,233.44,941708
29/10/2012,229.86,233.73,228.23,232.4,1036496
26/10/2012,227.58,230.69,224.73,227.43,712616
25/10/2012,232.63,233.56,226.79,227.91,1656920
23/10/2012,235.04,235.94,232,232.85,569720
22/10/2012,231.5,235.98,230.63,234.41,590340
19/10/2012,235.49,235.5,229.69,231.99,1515140
18/10/2012,238,238.73,232.55,234.64,1194004
17/10/2012,237.48,239.85,236.26,237.64,919592
16/10/2012,231.26,238.49,228.89,236.16,1166736
15/10/2012,236.25,242.38,233.88,235.14,1050480
12/10/2012,242.24,247.84,239.53,240.46,1593976
11/10/2012,236.25,246,236,244.88,2088296
10/10/2012,238.45,244.73,237.23,241.33,3788188
09/10/2012,236.43,239.46,234.16,238.11,1628612
08/10/2012,235.5,242.93,233.75,235.01,2084888
05/10/2012,244.95,244.95,235.75,236.7,1687348
04/10/2012,250,251.25,241.76,242.95,3335868
03/10/2012,254.85,257,247.66,248.55,4442868
01/10/2012,243.89,260.74,243.88,256.39,10472304
28/09/2012,239.24,245,239.24,243.01,3267252
27/09/2012,234.75,239.88,234.75,238.04,4034876
26/09/2012,230.76,235.21,228.83,234.56,2255392
25/09/2012,230.01,236,228.75,231.88,3831228
24/09/2012,221.5,230.25,221.5,229.04,1804136
21/09/2012,225.83,229.54,225.74,228.34,1905180
20/09/2012,225,228.7,223.75,224.75,2953324
18/09/2012,228.96,231.75,223.8,225.34,3539172
17/09/2012,229.98,229.98,221.75,225.88,4180036
14/09/2012,230.44,232.6,225.18,227.66,4477880
13/09/2012,229.26,233.04,227.84,228.5,3873488
12/09/2012,223.85,233.36,223.53,231.41,8177076
11/09/2012,218.59,223.99,218.59,223.14,4099092
10/09/2012,214.49,222,214.26,220.01,6114304
08/09/2012,213.75,215,212.75,213.28,122424
07/09/2012,210.98,215.25,210.78,214.71,3653920
06/09/2012,208.75,211.55,207.36,209.55,4123596
05/09/2012,205.25,209.74,203.75,207.98,4720592
04/09/2012,204.26,208.75,203,205.29,4984824
03/09/2012,200.7,203.98,200.5,202.64,2430328
31/08/2012,197.78,201.75,195.65,199.65,4078732
30/08/2012,205,205,195.28,198.26,35747140
29/08/2012,216.11,216.11,208.15,208.73,687604
28/08/2012,218.75,220.75,208.31,210.74,1941728
27/08/2012,218.55,221.6,216.61,218.78,1486032
24/08/2012,217.03,219.5,215.51,217.84,1229212
23/08/2012,216.08,217.5,212.68,216.41,845940
22/08/2012,217.44,219.25,213,213.93,996760
21/08/2012,211.96,217.88,211.01,217.25,1312896
17/08/2012,211.5,214.63,210.21,212.25,1610672
16/08/2012,203.66,212,203.66,211.36,1961200
14/08/2012,204.5,205,201.53,204.15,714936
13/08/2012,201.5,204.98,199.75,204.34,1980944
10/08/2012,192.8,201.45,192.38,199.95,4218500
09/08/2012,189.75,193.5,189.21,190.6,1096372
08/08/2012,188.74,191.64,188.43,189.98,533392
07/08/2012,189.49,192.86,187.54,188.75,1093080
06/08/2012,193.06,193.06,187.04,187.73,897928
03/08/2012,183.75,193.15,180.25,190.4,4063436
02/08/2012,180.18,182.5,179.28,180,294784
01/08/2012,177.75,182.49,177.75,181.99,389480
31/07/2012,181.99,181.99,177.11,178.28,327340
30/07/2012,176.25,181.13,176.25,178.21,248276
27/07/2012,180.26,184.5,178.49,179.01,508980
26/07/2012,181.3,182.19,178.01,178.99,537068
25/07/2012,179.61,183,179.1,181.3,574344
24/07/2012,179.53,180.48,177,179.48,199588
23/07/2012,177.09,179.83,175.79,179.21,320096
20/07/2012,180.03,181.25,176.9,178.28,365648
19/07/2012,178.16,180.5,177.58,179.29,208668
18/07/2012,177.21,178.16,174.33,177.19,280412
17/07/2012,177.24,177.73,172.55,176.64,441284
16/07/2012,178.25,180.61,175.53,176.61,287460
13/07/2012,177.98,179.49,176.81,178.19,160276
12/07/2012,175.5,179.75,175.5,177.69,419192
11/07/2012,179.74,182.95,178.5,179.5,428296
10/07/2012,179.05,182.75,179.05,180.38,238304
09/07/2012,180.5,181.73,177.15,179.65,605920
06/07/2012,183.93,184.73,179.29,180.48,551500
05/07/2012,183.19,185.28,181.43,184.15,528652
04/07/2012,182.5,186.11,181.9,182.75,1119920
03/07/2012,184.01,185.08,180.36,181.76,454396
02/07/2012,177.5,187.13,176,183.59,1159112
29/06/2012,175.01,178.23,175.01,177.08,434964
28/06/2012,174.08,176.75,172.03,175.33,727148
27/06/2012,172.5,174.93,171.25,173.7,935348
26/06/2012,194,194,170.25,171.84,222012
25/06/2012,172.5,173.75,171.5,172.31,242108
22/06/2012,170.46,173.23,168.81,172.09,210160
21/06/2012,172.06,173.25,170,171.5,211376
20/06/2012,171.25,173.75,170.76,171.43,196264
19/06/2012,171.25,172.95,170.14,171.34,201108
18/06/2012,199.5,199.5,170.29,171.33,778688
15/06/2012,168.78,176,168.08,175.25,1719284
14/06/2012,167.45,170.23,165.75,169.43,594604
13/06/2012,168.08,169.23,166.25,166.78,324232
12/06/2012,165.14,170.25,165.14,169.08,274180
11/06/2012,169.56,172,166,166.7,341236
08/06/2012,168.7,172,167.06,169.73,749984
07/06/2012,170,170.61,165.75,167.64,368648
06/06/2012,167,170.44,167,168.44,341740
05/06/2012,166.74,168.7,165,167.31,416464
04/06/2012,163.76,167.75,159.64,165.14,385004
01/06/2012,167.73,167.73,163.75,164.14,380272
31/05/2012,170.5,172.21,166.59,168.39,930808
30/05/2012,166.03,174.5,164.3,172.35,2149044
29/05/2012,163.01,168.5,162.66,166.06,423528
28/05/2012,166.73,171.1,165.58,166.88,525832
25/05/2012,166.5,168.35,164.43,166.73,1518544
24/05/2012,157.46,169.73,153.28,166.51,6549440
23/05/2012,155.19,156.13,151.35,152.9,663216
22/05/2012,153.08,157.1,152,154.48,571648
21/05/2012,153.63,154.38,151.88,152.79,326472
18/05/2012,153.68,159.93,150,152.76,1776844
17/05/2012,159.84,161.49,151.34,151.98,488380
16/05/2012,156.28,163.25,156.28,158.94,308768
15/05/2012,153.68,160.18,153.68,159.24,280496
14/05/2012,158.75,158.94,155.3,156.76,187512
11/05/2012,165.28,166.05,155.03,159.3,472092
10/05/2012,165.5,166.2,161.49,164.58,349360
09/05/2012,166.75,168.38,162.78,163.73,179368
08/05/2012,171.99,171.99,166.13,166.84,233412
07/05/2012,168.84,171.75,166.73,170.89,312536
04/05/2012,173.5,173.5,167.5,170.56,270324
03/05/2012,173,174.25,170.75,172.41,483112
02/05/2012,178,178,172.01,173.06,315044
30/04/2012,173.49,176.2,173.13,175.44,228300
28/04/2012,174.7,174.7,172.51,173.08,7684
27/04/2012,174.98,176,171.88,174.24,354856
26/04/2012,172.25,180.48,171.5,178.44,962024
25/04/2012,173.75,175.74,170.75,172.48,192612
24/04/2012,175.26,177.04,173.3,174.51,210448
23/04/2012,179.24,179.24,173.44,174.2,184256
20/04/2012,176.55,181.41,176.55,177.81,395968
19/04/2012,178.35,179.05,176.54,177.43,130516
18/04/2012,179.95,180.7,177.14,177.86,429472
17/04/2012,175.38,179.35,175.38,177.05,198240
16/04/2012,178.96,180.23,176.89,177.88,231292
13/04/2012,177,179.99,170.01,176.51,261208
12/04/2012,179.81,182.23,178.06,180.89,648644
11/04/2012,176.24,180,174.95,177.8,332532
10/04/2012,175.88,181.49,175.88,178.03,355940
09/04/2012,175.56,179.94,175.56,178.23,266792
04/04/2012,180.48,182,177.38,181.14,458500
03/04/2012,182.11,182.11,178.3,179.28,296716
02/04/2012,179.49,182.88,177.75,179.14,461116
30/03/2012,178.1,181.71,178.1,180.19,593776
29/03/2012,167.55,182.14,167.55,177.41,1599640
28/03/2012,170.05,179.55,170.05,175.69,1282588
27/03/2012,181.26,182.5,173.89,175.44,1440796
26/03/2012,185.63,186.99,178.78,180.13,1756080
23/03/2012,181.25,187.25,176.13,185.39,5956136
22/03/2012,172.5,182.48,169.76,181.21,8163896
21/03/2012,162.25,174,162.05,171.28,10232104
20/03/2012,156.25,163.5,154.44,162.18,1184772
19/03/2012,152.23,156,151.55,154.64,520436
16/03/2012,155.01,156.55,150.75,151.36,248036
15/03/2012,162.5,162.99,153.83,154.58,393824
14/03/2012,160.1,163.6,158.16,159.21,437776
13/03/2012,159.23,162.03,158.56,161.09,394064
12/03/2012,162,163.45,157.28,158.51,541696
09/03/2012,152.9,163.35,152.51,160.24,893276
07/03/2012,150.31,153.04,149.5,151.84,336616
06/03/2012,151.73,155.25,150,150.95,480852
05/03/2012,149.5,152.5,148.6,151.76,394340
03/03/2012,148.8,150,148.8,149.09,8192
02/03/2012,150.26,152.25,148.8,149.48,750164
01/03/2012,149.5,151.25,147.53,149.13,399540
29/02/2012,149.26,153.5,148,150.13,289368
28/02/2012,148,152.28,147.75,150.04,268844
27/02/2012,156.16,156.16,146.25,147.78,310876
24/02/2012,155.46,156.61,152,153.01,404812
23/02/2012,156.53,161.99,152.75,153.45,836704
22/02/2012,163.75,166.91,156.39,158.09,434332
21/02/2012,167.48,167.74,163.03,165.68,583392
17/02/2012,165.24,168.61,163.61,165.35,1338784
16/02/2012,165.51,167.85,163.25,164.71,766852
15/02/2012,165.51,166.5,163.75,165.15,400240
14/02/2012,165,166.98,161.01,164.64,656968
13/02/2012,161.75,164.21,160.58,163.11,224096
10/02/2012,164.28,166.73,161.06,162.56,544600
09/02/2012,161.85,165.75,158.5,164.81,1200612
08/02/2012,161.38,164.93,159.11,162.58,1337008
07/02/2012,161.76,163.48,160.25,160.9,542180
06/02/2012,164.01,166.46,160.41,160.9,886624
03/02/2012,170.5,170.5,161.7,163.35,625840
02/02/2012,165.88,172.95,164.65,166.95,1287240
01/02/2012,163.81,166.24,161.25,163.99,603880
31/01/2012,159.45,164,157.65,163,737496
30/01/2012,158.75,159.75,156.3,157.34,451824
27/01/2012,157.76,160.5,155.41,159.34,500280
25/01/2012,153.75,159.38,150.08,157.25,1558384
24/01/2012,150.01,152.93,150,152.11,439520
23/01/2012,152.25,152.83,148.9,149.89,439700
20/01/2012,153.75,153.75,149.11,150.58,223476
19/01/2012,149.94,154,148.8,152.5,662140
18/01/2012,152.5,152.5,146.75,148.11,269788
17/01/2012,150,154.5,150,152.33,458308
16/01/2012,148.94,152.89,148.94,150.84,280344
