Date,TECHM-EQ O,TECHM-EQ H,TECHM-EQ L,TECHM-EQ C,TECHM-EQ V
31/05/2016,544.1,548,536.65,540.35,2896981
30/05/2016,535.8,564,535,543.55,2901801
27/05/2016,539,541,533.6,535.9,1572528
26/05/2016,530,547,520.25,542.3,3270866
25/05/2016,499.1,532,494.5,528.5,10804773
24/05/2016,476,485.7,464.6,480.25,2610091
23/05/2016,478.1,481,472.8,476.45,1069529
20/05/2016,482.3,489.45,474.85,475.85,741237
19/05/2016,484.2,487.5,481.15,484,1292336
18/05/2016,481.05,486.25,480,484.75,1371699
17/05/2016,489,493.9,481.8,483.8,868879
16/05/2016,479,494.9,477.85,486.95,1732776
13/05/2016,482,483.5,476.2,479.8,1078921
12/05/2016,471.5,484.4,471.5,481.2,1123199
11/05/2016,477.9,483.6,471.5,473.9,1749723
10/05/2016,479.45,485.6,475.65,482.7,2296911
09/05/2016,475.1,480.65,474,478.6,827632
06/05/2016,475.2,479,470.4,473.05,948747
05/05/2016,466.8,482,465,479.35,1484568
04/05/2016,464,471.1,459.7,466.95,1379336
03/05/2016,477.2,483.4,465,467.2,1721645
02/05/2016,485,485,475.6,477.2,1076011
29/04/2016,477,489,476,486.15,2295767
28/04/2016,480,483.8,468.2,480.15,4152895
27/04/2016,477,484.1,473.4,479.25,955123
26/04/2016,472.2,477,465.7,475.5,1123091
25/04/2016,481.8,484.7,469.1,472,784214
22/04/2016,477.05,487.75,474.6,479.9,2058353
21/04/2016,484,486.5,474.1,476.35,1179377
20/04/2016,480,488.5,476,483.55,1450742
18/04/2016,475,482,472.25,476.7,1780726
13/04/2016,469.5,472.6,465.9,471.4,1062026
12/04/2016,469.75,472.7,460.1,464.45,1901106
11/04/2016,455.85,471.4,451,469.6,1008816
08/04/2016,444.4,457.8,444,455.85,2043759
07/04/2016,454.8,459,442.9,444.45,1891494
06/04/2016,463.5,465.35,448.4,453,2671558
05/04/2016,472.5,473,460.1,462.25,1430387
04/04/2016,468,474,466.2,470.55,1708093
01/04/2016,476,476.05,460,463.1,2394963
31/03/2016,475,483,473.2,474.95,4630177
30/03/2016,471,478.8,465.75,472.85,3203825
29/03/2016,475.1,479.85,464,467.6,2044000
28/03/2016,482,485.25,464,474.7,3609846
23/03/2016,484,484.65,474.65,479.9,1458923
22/03/2016,490.1,492.75,480.2,484.2,2064995
21/03/2016,492.45,498.4,486,490.1,1653354
18/03/2016,488,496,483.15,492.45,3064899
17/03/2016,471,490,471,486.75,2474194
16/03/2016,457,469.15,456.5,465.8,1223337
15/03/2016,472.6,475.25,459,460.3,996244
14/03/2016,460,472.3,458,470.2,5115313
11/03/2016,467.95,470,455.6,458.05,1025718
10/03/2016,469.85,473.2,464.2,466.15,3266594
09/03/2016,443.9,467.5,442.1,464.15,4030260
08/03/2016,455,459.55,445,448.85,2050957
04/03/2016,460,462,449.95,451.25,2756908
03/03/2016,459.7,464,452.2,461.75,2371409
02/03/2016,438.45,460.75,434.05,455.55,2339747
01/03/2016,417,435,416,432.25,1570024
29/02/2016,417.5,424,407.4,415.55,1555018
26/02/2016,419.25,424.95,411.3,417.75,1912583
25/02/2016,421.9,423.8,411,416.3,2406282
24/02/2016,425,428,418.35,422.05,822293
23/02/2016,431.7,432.4,424,428.6,1074713
22/02/2016,440.55,441.9,426.55,431.7,1155619
19/02/2016,428.6,442.55,426.55,440.5,1644603
18/02/2016,434.95,435.9,422.9,429.4,1262032
17/02/2016,422.35,431.5,415.15,429.55,1169666
16/02/2016,434.95,436.4,419.65,422.85,979478
15/02/2016,432.15,439.1,428.1,430.3,1888109
12/02/2016,438,439.15,425.25,430,1443312
11/02/2016,440.4,443.1,429,431.95,1731120
10/02/2016,447.9,447.9,436.75,440.4,2686031
09/02/2016,465,467.85,446.45,448.25,2352111
08/02/2016,471.5,482,468.2,470.65,598666
05/02/2016,471.9,476.3,468.1,475.1,1196754
04/02/2016,478.9,478.9,465.1,469.45,1465102
03/02/2016,471,476.8,465.5,472.2,2019903
02/02/2016,496,499.35,472.1,474.45,5733789
01/02/2016,504.95,518.4,496.15,497.6,2717866
29/01/2016,500,505.65,492.95,501.4,1583928
28/01/2016,505,509.25,495.9,500.05,2091098
27/01/2016,514,515.6,501,503.05,2171390
25/01/2016,517,523.75,513.5,514.55,689789
22/01/2016,513,516.75,503.7,514.25,894565
21/01/2016,508,516.3,506.55,507.35,1873696
20/01/2016,507.25,512.8,503.6,507,2002842
19/01/2016,518,521.6,510.1,512.5,978429
18/01/2016,516,526.95,514.2,517.4,1035936
15/01/2016,519,529.95,511.85,520.55,1612782
14/01/2016,497,516,494.05,514,2022474
13/01/2016,508,512.25,496.75,504.45,1431164
12/01/2016,507.95,509.3,498,507.4,1836753
11/01/2016,517,517,505.85,507.3,1791903
08/01/2016,516,526.25,512.75,522.15,1426135
07/01/2016,521.1,522.45,504,510.8,2014798
06/01/2016,522,527,520.8,525.1,1456740
05/01/2016,516.95,523.3,516.6,521.9,1707124
04/01/2016,520.05,521.3,505,516.4,2684305
01/01/2016,524.9,524.9,518.5,520.05,312042
31/12/2015,523.3,526,520.35,521.65,421683
30/12/2015,519.5,528,519.25,525.15,1227498
29/12/2015,520.95,522,518,518.95,570433
28/12/2015,516.05,520.5,512.4,518.8,1083432
24/12/2015,520,521.75,516,516.95,453150
23/12/2015,525,525.05,516.6,518.05,697224
22/12/2015,524,526.8,518.9,519.55,666767
21/12/2015,519.4,524.4,514.05,521.85,874232
18/12/2015,525.7,528,521.5,523.25,1534964
17/12/2015,525.5,532.15,520.6,530,2067366
16/12/2015,522.55,531,520.1,523.35,1399927
15/12/2015,548,548,516.6,519.95,2697637
14/12/2015,527,545,527,543.65,773988
11/12/2015,540,543.9,535.1,536.95,926348
10/12/2015,530.4,540.5,523.8,538.75,702931
09/12/2015,531,537.5,525.1,527.35,1223560
08/12/2015,544.95,546,528.6,530.7,1061492
07/12/2015,536,546.5,535.15,544.65,788606
04/12/2015,539.95,544.6,534,536.35,938866
03/12/2015,539.6,544.5,536,542.6,852540
02/12/2015,543,545.6,537.15,540,715680
01/12/2015,533,543.1,533,542.15,1079295
30/11/2015,534.9,541.2,530,533.45,2080681
27/11/2015,529.9,536.85,528.5,534.3,772320
26/11/2015,538,544,527.05,529.6,3051131
24/11/2015,535.1,543.75,532.45,537.55,985303
23/11/2015,536,544.75,535.1,539,839938
20/11/2015,534.95,540,531,534.9,1126241
19/11/2015,521.5,535.8,520,534.4,1214934
18/11/2015,523.5,530.4,515,516.7,892774
17/11/2015,516.05,527.75,516.05,523.5,2175347
16/11/2015,518,518.55,508,515.95,1347660
13/11/2015,520,525.55,518,520.05,860928
11/11/2015,529.9,529.9,524.2,525.55,101167
10/11/2015,532.4,532.95,523.55,524.95,860680
09/11/2015,524,534.85,519.05,532.4,2136740
06/11/2015,537,537.35,526.15,533.45,1218451
05/11/2015,545.5,546.95,532.95,534.95,1057337
04/11/2015,568,568.5,540.1,542.9,3424936
03/11/2015,558.3,563,548.5,556.75,1884815
02/11/2015,541,557.5,532.45,556.05,1862983
30/10/2015,549,550.25,537.1,539.15,879393
29/10/2015,550,556.55,545.15,549,3049427
28/10/2015,536.7,554,536.5,549.55,1731286
27/10/2015,543.3,544.25,536.1,538.8,839550
26/10/2015,540.1,545,539.6,542.65,814364
23/10/2015,542.5,547,539,540.1,1229160
21/10/2015,548,549.2,535.5,539.45,1566054
20/10/2015,544.9,550.3,541,548.1,1060182
19/10/2015,545.8,560,534.1,541.6,1446786
16/10/2015,550,551.5,543.25,545.8,1934451
15/10/2015,549.4,555,539.75,545.3,1833925
14/10/2015,559,564.35,545.2,548.05,950851
13/10/2015,562,564.85,555.25,561,639491
12/10/2015,562.6,570,558,562.75,758836
09/10/2015,561.8,568,556.2,561.2,1124964
08/10/2015,570,572.8,560.4,563,1534024
07/10/2015,566.15,569.65,560.6,566.3,1150506
06/10/2015,575,578.85,558,564.75,1834106
05/10/2015,564.5,575,561.1,569.9,2111594
01/10/2015,558.7,566.5,537.05,563,2014882
30/09/2015,575.7,575.7,553.2,557.35,2795413
29/09/2015,572.45,576.1,562.6,570.4,1765081
28/09/2015,573.35,582,570.2,573.4,1603999
24/09/2015,560,570,549.95,567.35,1226153
23/09/2015,551,561,540.55,556.1,943910
22/09/2015,573.8,577.5,553.35,557.8,1172885
21/09/2015,553,578.9,549,567.5,995389
18/09/2015,545.25,564.35,545.25,561.5,1907266
16/09/2015,543.75,547.7,540.7,544.15,722804
15/09/2015,528.9,543.4,527.55,541.5,1366805
14/09/2015,526,529.5,516.05,525.8,1784462
11/09/2015,533,539.55,522,525.05,873940
10/09/2015,532,537.5,525.6,533.8,929833
09/09/2015,547.7,547.7,530.8,533.4,1271196
08/09/2015,538,543.85,531,537.2,1074692
07/09/2015,529,541.15,520,538,1222028
04/09/2015,540,547.55,526.1,529.3,1438221
03/09/2015,542,552.7,528.05,540.4,2220020
02/09/2015,519,539.9,514.2,536,2308033
01/09/2015,510,523.5,506.1,512.3,1340532
31/08/2015,516.4,525,512,515,2104443
28/08/2015,526,529.45,512,516.3,1642669
27/08/2015,513.5,528,513.5,519.55,2967588
26/08/2015,530,532.95,505,507.3,2169411
25/08/2015,530,543.5,492.7,528,3057676
24/08/2015,549,557.85,519.55,523.65,3422600
21/08/2015,554.6,569.15,545.05,563.05,1329500
20/08/2015,575,575.75,555.1,558.9,2873282
19/08/2015,565.3,565.3,557.05,560.3,1599058
18/08/2015,552,564,552,562.45,2130201
17/08/2015,559.9,564.7,549,551.9,2144457
14/08/2015,546,562.2,538,555.05,2257748
13/08/2015,557,567.5,543.5,551.3,2714434
12/08/2015,545,559.25,536.15,557.55,3674098
11/08/2015,532.3,545,531,540.65,1434009
10/08/2015,536.45,542.15,526.85,530.95,600681
07/08/2015,534.8,545.4,531.45,535.15,1367440
06/08/2015,556,557.05,531.1,533.9,1547635
05/08/2015,543.9,558.8,542,550.6,2640419
04/08/2015,525,549,524.15,542.05,2145670
03/08/2015,529,533.5,521.5,523.6,811778
31/07/2015,527.9,532,525.45,530.7,1229591
30/07/2015,529,532.8,519.4,524.35,6558111
29/07/2015,523.95,529,522.6,525.55,2061983
28/07/2015,522,529.7,517.7,523.55,6316959
27/07/2015,511,525,508.1,519.55,4208795
24/07/2015,498.5,514.95,495,511.05,2285622
23/07/2015,506.9,512.3,499,500.05,2670981
22/07/2015,510.5,513.45,497.7,510.15,2086049
21/07/2015,502.9,520.5,499.75,509.4,3506058
20/07/2015,502.5,504.2,491.35,500.8,3004605
17/07/2015,493.95,505.8,493,502.15,5006283
16/07/2015,483.4,495.75,480.2,491.8,2547683
15/07/2015,478,485,477.55,479.95,1691337
14/07/2015,478.95,481,475,476.9,2094711
13/07/2015,474.05,477,469.6,475.8,2244361
10/07/2015,478,478,469,474,1847909
09/07/2015,474,478.9,471.1,474.3,2410385
08/07/2015,469.8,472.75,460.3,470.3,3449261
07/07/2015,465,476.7,464.55,471.4,2972045
06/07/2015,465,469.65,458.5,464.55,2655385
03/07/2015,480,482,469,471.6,2800735
02/07/2015,489,489.9,477.35,479.3,2751848
01/07/2015,476.65,488.35,475.8,486.15,4380793
30/06/2015,475,491.7,472,477.8,12372399
29/06/2015,515,517.6,467.1,483.35,11484481
26/06/2015,528.85,535.8,520.05,521.8,3503690
25/06/2015,544,545.45,528,529.8,5294305
24/06/2015,553,553,541.15,545.3,3296386
23/06/2015,552,558.6,548.65,553.6,760738
22/06/2015,545,552.5,543.05,551.45,1939726
19/06/2015,544.95,550.6,542.05,544.15,2307788
18/06/2015,547.2,549.65,540.1,541.2,3012586
17/06/2015,553.5,556.4,546.2,549.15,1913683
16/06/2015,555,555,546.35,551.45,1591051
15/06/2015,551,561,546,554.05,1749558
12/06/2015,552,558.5,543.4,551.45,1974142
11/06/2015,555.3,564.3,552.4,557.55,2140594
10/06/2015,540.5,558.8,540.5,556.3,2135795
09/06/2015,549.45,550.9,519.05,540.5,3680213
08/06/2015,554.9,555.45,546.4,550.55,1412942
05/06/2015,558,559,551,553.5,1385964
04/06/2015,551.85,559.8,548,557.25,2352012
03/06/2015,552.9,554.8,540.05,547.35,3675701
02/06/2015,551,557.9,544.25,549.4,2276829
01/06/2015,559,559,548,550.6,1842699
29/05/2015,549.95,556.9,546.9,554.4,4961544
28/05/2015,550,559.9,541,545.1,11498735
27/05/2015,576.25,578.6,545.1,549.1,22929044
26/05/2015,630,653.75,629,640.25,2608856
25/05/2015,664.85,668.9,630.65,648.45,1795055
22/05/2015,654.9,669,648,667.05,1589768
21/05/2015,643.15,659.5,641,655.6,2427489
20/05/2015,620.95,643,620.95,640.8,2353164
19/05/2015,612,623.95,609.3,619.25,1760702
18/05/2015,616.4,621,605,612.6,2241358
15/05/2015,612.55,621.95,612.1,618.35,1245727
14/05/2015,615,617.45,606.7,615.45,1443799
13/05/2015,620.95,622,611.05,616.35,2839628
12/05/2015,633,638.8,612.05,616.2,2539734
11/05/2015,625,639.9,618,631.3,2019842
08/05/2015,622,624.9,616,621.4,1400231
07/05/2015,602,618,600,614.25,1954517
06/05/2015,612,616.35,600,608.9,3148933
05/05/2015,617,620,604.85,609.95,2826920
04/05/2015,622.9,624.85,603,611.75,2859253
30/04/2015,616,625.8,598.3,621.35,2983762
29/04/2015,608,626.85,602.1,616.9,1729917
28/04/2015,587.9,612,580,608.6,1776573
27/04/2015,591.1,596.45,565.1,587.25,4643882
24/04/2015,611.7,614.7,578.1,587.5,3375425
23/04/2015,632.3,637.3,611.15,615.2,3887545
22/04/2015,635,635.9,622.6,629.8,3464944
21/04/2015,624.05,644.25,622,637.5,1504719
20/04/2015,641,641,622.5,632.3,2301636
17/04/2015,652,653,634.15,641.05,2224178
16/04/2015,662.7,664.25,644.5,656.05,1850395
15/04/2015,664.4,671.65,656,659.85,3785304
13/04/2015,664.7,674.4,650.65,664.4,1357726
10/04/2015,670.8,673.45,655,660.2,1675314
09/04/2015,679.9,680.6,662.8,670.4,1882337
08/04/2015,656.95,676,656,672.3,3505745
07/04/2015,646.35,656,644.95,652.85,1922672
06/04/2015,635.1,647.5,635.1,643.35,5050758
01/04/2015,630.5,638.7,629,632.7,4892589
31/03/2015,633.1,639.6,626.5,629.7,3125329
30/03/2015,647.9,652.75,618.65,626.95,3887546
27/03/2015,654,661.4,639,645.9,3223159
26/03/2015,656,665,648.15,651.15,3774322
25/03/2015,663,663,651,656.35,3053431
24/03/2015,661,667.5,652,659.65,3793847
23/03/2015,684,685.45,650.2,656.8,3672301
20/03/2015,688.95,690,673,678.3,3616042
19/03/2015,695,700.9,685,687.15,5621879
18/03/2015,718.5,720,697.5,700.13,15227544
17/03/2015,711,720.45,707.73,715.73,5144028
16/03/2015,709.5,710.11,703.75,706.99,4702048
13/03/2015,719.5,719.5,702,704.6,2839984
12/03/2015,734.59,735.01,713.06,714.25,4443664
11/03/2015,710.03,735.94,703.75,730.41,5020084
10/03/2015,688.36,711.5,688.36,709.95,2513260
09/03/2015,715.5,715.5,695.25,702.84,2569948
05/03/2015,720,728.2,712.78,719.54,1725044
04/03/2015,727.5,734.75,716.4,719.88,2200520
03/03/2015,720.5,728.4,708.76,727.13,2013832
02/03/2015,719.7,723.75,712.21,715.01,1640164
28/02/2015,714.1,717.5,700.35,715.83,818432
27/02/2015,688.24,712.5,685.43,708.94,2109468
26/02/2015,693.7,693.7,685,687.03,4260476
25/02/2015,701.25,702,688.05,690.64,2624308
24/02/2015,697.51,702.01,695.25,697.83,1746308
23/02/2015,702.5,710.5,690.58,694.69,2152512
20/02/2015,702.5,706.59,698.56,702.55,1555608
19/02/2015,725,725,706.28,707.54,2996608
18/02/2015,719.75,728.75,714.25,723.06,4645928
16/02/2015,723.75,736.99,722.94,724.89,1739352
13/02/2015,730,730.6,720.58,721.64,1367488
12/02/2015,715,728.75,711.4,727.33,1398956
11/02/2015,692.5,714.5,692.46,710.44,2885288
10/02/2015,701.25,701.65,687.13,690.63,2848392
09/02/2015,710,718.5,702.78,705.11,1355964
06/02/2015,717.5,730.24,712.49,715.09,1711276
05/02/2015,712.78,725.24,711.25,716.94,1602784
04/02/2015,731.25,731.25,710.03,713.06,1751448
03/02/2015,729.75,731.25,717.5,729.79,2436904
02/02/2015,743,748.78,718.04,723.76,7806000
30/01/2015,732.75,747.88,709.29,717.13,4703872
29/01/2015,719.5,732.5,718.75,726.1,3780160
28/01/2015,701.58,721.25,701.58,718.34,2378628
27/01/2015,694.96,704.98,690.13,704.16,1976488
23/01/2015,692.71,701,690,695.19,1997508
22/01/2015,699.18,701.25,687.25,689.53,2468964
21/01/2015,700.25,703.98,696.95,699.13,2102312
20/01/2015,698.76,704.99,698.76,700.45,1248036
19/01/2015,703.75,705,695.78,700.06,1066204
16/01/2015,696.25,704.99,692.65,704.24,3840948
15/01/2015,699.26,700,691.78,695.45,2348088
14/01/2015,691,698.99,687.88,697.89,1642216
13/01/2015,691,693.05,683.75,690.28,3020512
12/01/2015,674.25,689.75,671.25,688.5,3457052
09/01/2015,642,672.48,642,670.09,3004040
08/01/2015,632,644.98,632,641.66,1760940
07/01/2015,636.25,643.7,628.3,631.1,1331532
06/01/2015,638.76,642.25,628.84,634.06,1959932
05/01/2015,650,654.93,638.75,640.94,770804
02/01/2015,646.75,654.75,646.75,651.81,1025204
01/01/2015,647.25,653.36,645.19,648.64,489388
31/12/2014,655,655.71,646.25,648.39,1329576
30/12/2014,647.6,657.6,647.5,652.91,1233104
29/12/2014,640.5,648.5,640.5,647.44,721036
26/12/2014,632.25,642.5,625.28,641.68,882336
24/12/2014,643.24,643.24,625.91,629.4,3103100
23/12/2014,648.75,653.99,637.74,643.19,997612
22/12/2014,645,652.34,636.35,648.61,1311992
19/12/2014,641.33,651.64,640.51,644.85,1863828
18/12/2014,624.75,639.49,618.2,637.35,1215440
17/12/2014,635.03,640.49,615.35,623.94,1571076
16/12/2014,619.25,645.74,619.25,633.64,2944652
15/12/2014,640,642.25,622.14,623.94,2821872
12/12/2014,650.25,654.98,644.76,647.14,1372812
11/12/2014,639.03,657.21,639.03,654.69,1667116
10/12/2014,651.25,656.69,638.75,642.88,1716748
09/12/2014,650.25,657.26,647.99,653.04,1537048
08/12/2014,654.5,655.5,646.25,653.2,1163392
05/12/2014,672.99,672.99,652.53,654.54,1689756
04/12/2014,673.51,676.25,663.14,669.81,1318264
03/12/2014,665,674.4,663.11,673.15,1829004
02/12/2014,660.5,669.73,660.25,664.35,1221536
01/12/2014,661.26,664.85,660,663.26,1340856
28/11/2014,663,667.25,657.75,660.01,1236440
27/11/2014,665,665,656.25,661.56,1402944
26/11/2014,653.75,663.46,650.29,661.78,1119612
25/11/2014,665,672.25,651.75,655.1,2313100
24/11/2014,668.76,673.19,661.84,665.33,1475164
21/11/2014,682.5,683.5,665.51,669.09,3280004
20/11/2014,661.73,679.5,655.41,676.43,3592256
19/11/2014,650,661.11,645.13,656.81,1765724
18/11/2014,652.11,653.74,643.08,649.11,1547480
17/11/2014,657.5,659.5,644.51,649.04,1741444
14/11/2014,664.35,669.5,656.2,659.5,1339388
13/11/2014,659.5,665,649.5,661.25,1560076
12/11/2014,654,664.25,652.76,655.11,2148172
11/11/2014,659.25,665.98,653.83,657.5,1817552
10/11/2014,664,665,651.25,658.53,1840376
07/11/2014,646.25,666.23,646.25,662.91,3481492
05/11/2014,642.54,661.73,633.19,652.65,3268284
03/11/2014,629.5,649.75,628.33,645.09,3487236
31/10/2014,624.5,630.9,620.79,629.43,1993268
30/10/2014,615,628,613.06,619.89,9863780
29/10/2014,596.25,601.73,588.33,599.24,3175384
28/10/2014,580.25,595,580.25,592.81,4710340
27/10/2014,589,592.5,580.09,581.6,1630816
23/10/2014,585.5,591.25,585.5,589.81,142928
22/10/2014,587.44,591.81,580.75,583.69,2513140
21/10/2014,572.53,587,570.3,582.68,1495492
20/10/2014,577.43,579.98,562.75,574.01,2540512
17/10/2014,573.75,584.14,541.5,568.25,7714064
16/10/2014,595.23,597.73,571.01,576.34,3497976
14/10/2014,592.5,595.85,587.03,593.03,2960960
13/10/2014,585.5,596.2,581.75,592,4106676
10/10/2014,581.25,596.08,577.83,584.76,4513560
09/10/2014,599.03,606,576.68,584.11,7460188
08/10/2014,628.5,628.75,586.25,599.05,5465380
07/10/2014,629.25,635.88,625.28,628.53,1830552
01/10/2014,617.51,635.13,617.51,630.2,2554252
30/09/2014,622.5,624.6,613.93,622.43,1766360
29/09/2014,619.99,626.25,615.75,621.66,885952
26/09/2014,625.75,632.5,617,618.31,1414720
25/09/2014,622.13,631.25,622.13,625.49,3073644
24/09/2014,618.75,626.16,613.75,621.26,1275440
23/09/2014,620,628.51,611.65,618.45,2117928
22/09/2014,619.56,622.24,613.75,617.3,615060
19/09/2014,610,623.84,609.01,619.56,3422044
18/09/2014,605,609.45,599.26,606.53,1757388
17/09/2014,607.5,610.63,604.25,606.2,1593768
16/09/2014,612.78,619.6,602.75,605.81,1373812
15/09/2014,607.78,618.89,607.01,617,1436064
12/09/2014,611.25,615.15,605.61,611.44,1156840
11/09/2014,611.25,613.75,600.26,610.98,1847676
10/09/2014,612.25,618.74,607.75,611.09,1050500
09/09/2014,621.75,621.75,608.75,609.75,1687300
08/09/2014,623,624.8,615,621.93,1170068
05/09/2014,619.48,630.8,615,617.06,1715668
04/09/2014,610.79,618.13,606.94,617.13,1344788
03/09/2014,601.5,612.5,600.15,610.79,1904628
02/09/2014,595.36,605.2,589.6,601.66,1714096
01/09/2014,586.26,595.38,586.26,592.96,1056464
28/08/2014,585.03,594.38,582.5,590.75,4039112
27/08/2014,587.34,590.41,580.78,582.4,2040288
26/08/2014,577.75,591.13,577.75,588.34,2520348
25/08/2014,578.5,579.91,576.75,578.41,2411252
22/08/2014,557.5,581.75,556.28,576.61,2949260
21/08/2014,556.99,561.75,556.25,559.06,1916544
20/08/2014,552.53,556.25,548.25,555.43,3033864
19/08/2014,551.5,553.75,547.5,552.79,1916104
18/08/2014,537.5,552.05,533.43,550.65,1574388
14/08/2014,539.98,544.36,535.63,537.68,1217764
13/08/2014,542.5,543.74,535.25,536.98,2036336
12/08/2014,544.5,544.5,537.5,541.4,1044036
11/08/2014,551.25,551.5,539.13,540.3,1317556
08/08/2014,551.75,556.24,544.21,547.16,2032508
07/08/2014,550,557.88,542.95,552.69,1936348
06/08/2014,550,553.31,542.55,551.21,1820816
05/08/2014,542.5,547.5,538.75,546.93,1626824
04/08/2014,532.5,545,527.29,541.78,3036296
01/08/2014,510,533.96,507.54,531.81,7392920
31/07/2014,543,543.73,534.03,537.65,9444104
30/07/2014,544.5,547.1,536.5,540.35,1987956
28/07/2014,545.48,549.63,541.78,547.76,1591140
25/07/2014,541.88,545.5,532.88,544.18,1562068
24/07/2014,539.25,548.13,538.86,544.66,1842172
23/07/2014,536.25,539.98,532.53,537.58,1892776
22/07/2014,530,536.05,525.53,533.84,1130700
21/07/2014,531.5,534.36,526,527.29,1003220
18/07/2014,526.5,534.75,526.5,530.45,1426672
17/07/2014,520,529.24,518,525.11,1460288
16/07/2014,517.48,522.96,514.28,519.36,1701596
15/07/2014,509.75,519.73,509.75,515.69,1056720
14/07/2014,512.5,515.38,505,509.65,1020688
11/07/2014,512.5,521.5,506.86,512.48,1783152
10/07/2014,513.28,515,500,505.36,3417100
09/07/2014,526.43,527.43,513.5,516.84,1698812
08/07/2014,539.63,539.63,520.31,526.43,2877452
07/07/2014,534.24,537.49,529.5,534.33,2532544
04/07/2014,532.25,533.24,525.5,528.98,1164380
03/07/2014,529.5,538.73,526.25,528.36,2628796
02/07/2014,532,532,522.1,525.18,2511296
01/07/2014,537.5,541.6,525,527.23,5962584
30/06/2014,531.88,540.43,530.25,538,6308064
27/06/2014,512.5,533.88,512.5,531.43,4967764
26/06/2014,505.5,514.5,504.99,511.8,3502040
25/06/2014,498.64,505.5,498.61,504.55,2773580
24/06/2014,501.5,501.75,496.79,498.64,951432
23/06/2014,502.5,504.66,498.15,500.64,1071016
20/06/2014,503,511.25,497.21,502.26,1446776
19/06/2014,503.93,512.41,500.54,507.64,2268420
18/06/2014,505.5,509.25,500.94,502.96,1263288
17/06/2014,507.5,510.89,503.25,506.76,1480304
16/06/2014,505.23,511.25,500.25,505.66,2919528
13/06/2014,497.5,507.3,495.49,505.34,2117324
12/06/2014,506,507.5,497.5,499.7,2975516
11/06/2014,503.25,512.05,502.68,504.76,4282500
10/06/2014,492,506.25,490.3,501.04,5324376
09/06/2014,473.75,497.29,473.75,488.94,3511524
06/06/2014,478.5,480.75,469.75,477.54,1984008
05/06/2014,467.03,480.25,467.03,476.1,2567424
04/06/2014,474.75,485.8,470.23,471.53,6500784
03/06/2014,473,478.56,471.71,475.3,2552716
02/06/2014,482.81,484.5,470.06,473.98,2151900
30/05/2014,467.28,484.75,467.28,480.75,5580708
29/05/2014,472.5,476,464.6,469.44,6109444
28/05/2014,461.78,474.23,461.78,471.71,4078172
27/05/2014,447.55,465.5,447.55,463.61,4400452
26/05/2014,450,457.13,445,451.35,2282744
23/05/2014,437.75,451.5,434.5,446.59,3266264
22/05/2014,436.25,441.18,435.01,436.96,2339980
21/05/2014,442.75,445.93,433.75,436.63,4090308
20/05/2014,435,451.14,432.5,442.76,3493332
19/05/2014,459,459,432.66,434.69,21047348
16/05/2014,461.25,465,441.26,455.64,9898872
15/05/2014,460.56,468.28,453.65,457.56,4349324
14/05/2014,457.5,463,450,459.4,2603540
13/05/2014,450,458.63,449.03,455.64,2272692
12/05/2014,444.75,450,441.53,448.6,2550420
09/05/2014,433.75,445.98,433.75,444.11,1520704
08/05/2014,433.25,440,431.66,436.33,2097408
07/05/2014,449.5,451.25,431.66,434.11,2861884
06/05/2014,452.55,455.5,445.6,450.35,1698704
05/05/2014,458.75,461.91,452.65,455,1680004
02/05/2014,457.5,462.5,455.03,459.4,1522832
30/04/2014,459.41,464.5,455,458.04,2315740
29/04/2014,456.75,464.75,451.93,461.58,3228552
28/04/2014,453.5,459.7,449.38,456.31,2686628
25/04/2014,438,453,437.25,451.19,2664884
23/04/2014,441.25,446.5,438.88,441.25,3186596
22/04/2014,442.75,447,441.54,443.43,2232556
21/04/2014,447.49,448.33,441.89,443.5,2115596
17/04/2014,437.5,445.19,436.25,442.95,2343092
16/04/2014,442.5,444.25,434.76,437.65,3022520
15/04/2014,436.25,442.75,433.3,441.05,5604608
11/04/2014,425,437.48,419.09,434.89,9009652
10/04/2014,434.44,434.5,425,427.05,6020084
09/04/2014,449,451.75,433.13,434.44,6646300
07/04/2014,451.5,452.74,446.75,448.25,1867688
04/04/2014,453.75,457.25,451.59,453.28,2009040
03/04/2014,457.5,457.8,451.25,452.84,1980852
02/04/2014,457.75,461,454.69,457.95,2538864
01/04/2014,451.5,457.75,449.03,454.89,5192828
31/03/2014,454.31,456.9,446.74,448.84,3370412
28/03/2014,462.2,462.5,455.5,459.19,4413904
27/03/2014,452.25,468.93,447.75,458.36,9480328
26/03/2014,458.5,462.33,448.81,453.84,2969424
25/03/2014,459.29,460.45,452.8,457.2,1699352
24/03/2014,455.25,462.25,453.01,461.08,3069820
22/03/2014,450,456.5,450,454.91,231856
21/03/2014,456.75,462.48,450.38,452.24,4484292
20/03/2014,440.18,457.25,440.18,455.54,3855660
19/03/2014,448.75,449.71,432.75,444.38,3824476
18/03/2014,445.8,452.05,441.31,448.59,2845732
14/03/2014,447.25,452.46,443.75,446.31,2415784
13/03/2014,450,456.25,439.2,445.14,2931680
12/03/2014,446.56,452,444,450.69,3084372
11/03/2014,452.15,457.19,440.56,445.44,3200908
10/03/2014,459.61,461.3,447.78,449.9,3840996
07/03/2014,483.75,483.75,456.31,459,5247672
06/03/2014,480.48,484.23,475.03,480.8,3514700
05/03/2014,476.25,482.5,473.14,475.96,2369100
04/03/2014,475.88,480.2,470.79,475,2343364
