Date,WABCOINDIA-EQ O,WABCOINDIA-EQ H,WABCOINDIA-EQ L,WABCOINDIA-EQ C,WABCOINDIA-EQ V
06/12/2016,5002,5084,5000,5004.65,2306
05/12/2016,5100,5100,5011.75,5029.95,4341
02/12/2016,5036,5134.95,5001,5110,3795
01/12/2016,5131.95,5132,5000.5,5035.1,2585
30/11/2016,4980,5100,4980,5086.8,4746
29/11/2016,4960.05,5099.9,4960.05,5004.45,4093
28/11/2016,4968,5132,4952.55,4977.95,13289
25/11/2016,5079.95,5085,4915.05,4934.6,9095
24/11/2016,5265,5270,5000.05,5035.7,6182
23/11/2016,5368,5368,5111,5188.2,6625
22/11/2016,5000.1,5270,4915.05,5231.65,7911
21/11/2016,5028,5050,4900,5008.3,5628
18/11/2016,5169.95,5173.95,4976.95,5028.9,4562
17/11/2016,5102,5130.3,5056.05,5119.6,18844
16/11/2016,5100,5131.05,5026,5067.55,10034
15/11/2016,5299.95,5299.95,5001,5098.85,16536
11/11/2016,5300,5370,5182.05,5244.45,4088
10/11/2016,5544.9,5544.9,5290,5319.6,8396
09/11/2016,5300,5440,4836,5389.25,12427
08/11/2016,5590,5751,5345,5456.1,28490
07/11/2016,5669.95,5700.05,5500,5534.05,4631
04/11/2016,5585.2,5632,5474,5605.4,4162
03/11/2016,5629,5650,5546.55,5572.4,3756
02/11/2016,5659.95,5700,5570.05,5579.7,4273
01/11/2016,5751.95,5798.7,5611.5,5657.9,3319
30/10/2016,5720,5774,5698.7,5752.35,2469
28/10/2016,5619.95,5700,5581.35,5663.3,8315
27/10/2016,5571,5620,5557,5572.05,7720
26/10/2016,5654,5660,5570,5594.4,8006
25/10/2016,5659.25,5677.95,5600,5602.55,15354
24/10/2016,5860,5900,5580,5625.45,27978
21/10/2016,5950,5950,5800,5817.05,8552
20/10/2016,5968.9,5968.9,5880,5897.6,2999
19/10/2016,5999.85,5999.9,5875,5899.9,22051
18/10/2016,5940.05,5997,5875,5923,14430
17/10/2016,6040,6060,5903,5921.55,3735
14/10/2016,6113.2,6113.25,5951,5968.4,4655
13/10/2016,6185.35,6190,6010.1,6035.25,3720
10/10/2016,6209,6209,6080.5,6095.85,3499
07/10/2016,6187,6260,6110,6117.3,4082
06/10/2016,6142.05,6230,6102.05,6211.35,3005
05/10/2016,6234.8,6234.8,6111.4,6142.3,3852
04/10/2016,6282.05,6318,6101,6166.3,9905
03/10/2016,6300,6300,6176,6285.6,15209
30/09/2016,6136.05,6249.65,6080,6222.6,2528
29/09/2016,6299.95,6345,6051.5,6136.75,11221
28/09/2016,6298,6325,6190,6268.35,4947
27/09/2016,6201.35,6299,6163.95,6219.7,3813
26/09/2016,6220.15,6311.6,6175,6197.45,1436
23/09/2016,6349.95,6430.15,6201.1,6220.15,5049
22/09/2016,6439.9,6518.15,6336,6354.5,8440
21/09/2016,6235,6524.6,6162.5,6362.75,10027
20/09/2016,6185.05,6230,6130,6155.25,1405
19/09/2016,6196.6,6239,6109,6130.5,4442
16/09/2016,6156.15,6450,6150,6184.55,7568
15/09/2016,6266,6315,6216,6249.65,1575
14/09/2016,6222.05,6278.25,6150,6203.15,1564
12/09/2016,6281.1,6315,6200,6221,2760
09/09/2016,6452.3,6455.15,6306.5,6336.1,8453
08/09/2016,6227.6,6469.3,6207.6,6410.65,7327
07/09/2016,6234.4,6305.05,6222,6258.05,2098
06/09/2016,6183,6300,6164.9,6276.35,3473
02/09/2016,6191.05,6225.45,6180,6194.1,10951
01/09/2016,6216.6,6300,6180,6191.15,3173
31/08/2016,6246.3,6349,6162,6237.2,3734
30/08/2016,6158.9,6420,6154.2,6244.55,8533
29/08/2016,6198.35,6229,6090,6152.9,2756
26/08/2016,6217.65,6300.1,6141.5,6198.35,3510
25/08/2016,6200.25,6278,6200.2,6233.15,2288
24/08/2016,6219.95,6300,6172,6193.85,3631
23/08/2016,6272.25,6272.25,6136.75,6164.1,2232
22/08/2016,6344.95,6344.95,6190,6205.8,3280
19/08/2016,6282.8,6349.75,6250,6280,4295
18/08/2016,6285,6285,6221,6243.35,3200
17/08/2016,6248.75,6282.95,6205,6253.75,2158
16/08/2016,6255.8,6262,6149.95,6243.3,6561
12/08/2016,6234.85,6252,6180.15,6213.35,2699
11/08/2016,6207.05,6259.8,6106,6236.5,2839
10/08/2016,6300,6350,6177,6207.5,5377
09/08/2016,6213.5,6324,6182,6300.35,25732
08/08/2016,6349,6349,6161.2,6213.5,6606
05/08/2016,6191,6228.95,6120,6149.2,4512
04/08/2016,6227,6227,6050,6191.4,5654
03/08/2016,6220,6290,6100.1,6156,11773
02/08/2016,6378.95,6430,6110,6162.75,8518
01/08/2016,6360,6525,6183,6320.25,11522
29/07/2016,6115,6504.6,6115,6344.9,26131
28/07/2016,5720.05,6110,5715,6088.15,54562
27/07/2016,5759,5827.3,5696,5715.45,1728
26/07/2016,5786,5839.85,5720,5751.7,1247
25/07/2016,5689,5900,5689,5786.4,12106
22/07/2016,5550,5788,5550,5689.9,7835
21/07/2016,5585.1,5649.8,5527.6,5563.35,20490
20/07/2016,5645,5649.7,5555,5584.75,15934
19/07/2016,5670,5684.45,5543,5598.9,24173
18/07/2016,5669,5696,5582.35,5674.15,7231
15/07/2016,5809.95,5810,5590,5619.1,11996
14/07/2016,5746.25,5790.25,5652.3,5752.15,3922
13/07/2016,5735,5791,5665.5,5697.8,3755
12/07/2016,5800,5845,5722.5,5754.75,1718
11/07/2016,5760,5856.85,5760,5794.65,2259
08/07/2016,5876.9,5876.95,5730,5738.2,5983
07/07/2016,5968.95,5969,5801,5813.15,5326
05/07/2016,5950,5952.5,5866,5889.2,2362
04/07/2016,5989.95,6024.35,5859.5,5891.8,3690
01/07/2016,5792,5987.9,5776.9,5942.6,7959
30/06/2016,5741.35,5869.95,5735,5821.8,5189
29/06/2016,5655.1,5780,5655.1,5744.2,2506
28/06/2016,5750,5760,5661.05,5684.45,6201
27/06/2016,5691,5789,5610.1,5727.85,3317
24/06/2016,5547,5712,5301.05,5692.2,6131
23/06/2016,5573.6,5645,5560,5589.45,2880
22/06/2016,5597.6,5649.5,5555.55,5568.45,2924
21/06/2016,5750,5780,5611,5629.5,2078
20/06/2016,5627.3,5829.4,5550,5701.25,3643
17/06/2016,5610,5655.35,5599,5609,3221
16/06/2016,5667.6,5667.6,5601,5621.45,3353
15/06/2016,5680.15,5695,5615.5,5666.15,4954
14/06/2016,5725,5775,5640,5647.45,3054
13/06/2016,5665,5790,5665,5718.1,2104
10/06/2016,5728,5792,5645,5760.3,2624
09/06/2016,5815,5815,5680,5688.25,3204
08/06/2016,5739,5775,5725,5751.85,2168
07/06/2016,5712,5770,5675,5739.2,4283
06/06/2016,5798.05,5798.05,5701,5711.5,1604
03/06/2016,5771.35,5824.95,5723,5741.25,2457
02/06/2016,5804.9,5829.95,5766,5769.65,5944
01/06/2016,5737.45,5845,5731.05,5752.8,2833
31/05/2016,5844,5849.3,5701,5705.65,4911
30/05/2016,5850,5865,5780.05,5812.45,3099
27/05/2016,5790,5848,5770,5816.55,3657
26/05/2016,5850,5857,5764.2,5791.1,8886
25/05/2016,5875.05,5900,5780,5805,4213
24/05/2016,5893.7,5921,5793,5857.3,2902
23/05/2016,5900,5939.25,5760,5793.1,2245
20/05/2016,6100,6220,5751,5815.8,14286
19/05/2016,5880,6040,5812,5874.4,4422
18/05/2016,5950,6011,5900,5935.2,1674
17/05/2016,5948,6043.5,5905,5946,1808
16/05/2016,6015,6099,5929.65,6008,5709
13/05/2016,5856.3,6018,5856.3,5981.85,4405
12/05/2016,5699.9,5912.6,5575,5856.3,5691
11/05/2016,5700,5700,5605.5,5642.8,2910
10/05/2016,5704.05,5776.95,5694.5,5701.2,5058
09/05/2016,5586,5809.9,5571,5712.25,9389
06/05/2016,5615,5669.95,5566.45,5586.45,2389
05/05/2016,5775.15,5790,5567,5580.6,5888
04/05/2016,5764.95,5800.05,5722,5762.6,3308
03/05/2016,5780,5870.05,5726,5798.05,3712
02/05/2016,5734.95,5873.95,5690,5779.65,3250
29/04/2016,5734.95,5870,5664.95,5799.1,4238
28/04/2016,5851.95,5940,5666,5699.45,4076
27/04/2016,5844.95,5900.05,5780,5812.8,1420
26/04/2016,5950.05,6000,5830.1,5844.8,4768
25/04/2016,5897,5985.05,5850,5876.4,8096
22/04/2016,5950,5990.1,5864.75,5896.9,2400
21/04/2016,6040,6120,5910.55,5947.05,1394
20/04/2016,6174.95,6174.95,6005.3,6048.1,3512
18/04/2016,5880,6057,5844.95,6036.45,7264
13/04/2016,5898.25,5949.85,5832.5,5873.7,8656
12/04/2016,5843.85,6029,5800,5838.9,3955
11/04/2016,5889.5,5889.5,5751,5777.3,2865
08/04/2016,5869.95,5896,5775.1,5808.95,1340
07/04/2016,5948,5950,5814.7,5852.2,1320
06/04/2016,5975.5,6087.95,5840,5859.2,2058
05/04/2016,5840,6030,5760.35,5973.1,15748
04/04/2016,5799,5893.3,5600,5829.8,54727
01/04/2016,6191.1,6261.9,6160,6203.45,11535
31/03/2016,6247.4,6318,6136.6,6247.9,6344
30/03/2016,6030,6239,6005,6188.9,6238
29/03/2016,6175.5,6279.95,5956.15,6074.5,4377
28/03/2016,6174,6277.9,6075,6138.35,4620
23/03/2016,5940,6185,5850,6127.45,9671
22/03/2016,5802,6100,5694,5936.25,8154
21/03/2016,5411,5850,5411,5751.2,10708
18/03/2016,5434.95,5525.95,5361,5455.1,6434
17/03/2016,5362.1,5533,5362,5395.95,15496
16/03/2016,5498.95,5498.95,5315,5347.4,5975
15/03/2016,5437.55,5471,5390.05,5407.7,14901
14/03/2016,5465.05,5600,5370,5470.65,5952
11/03/2016,5510.15,5595,5411.85,5433.3,2917
10/03/2016,5399.95,5618,5380,5560.1,6122
09/03/2016,5399.95,5399.95,5322.5,5353.65,2672
08/03/2016,5369.05,5434.1,5345,5365.15,1795
04/03/2016,5402.7,5478.95,5316,5386.2,5875
03/03/2016,5600,5600,5373,5391.55,5497
02/03/2016,5765,5765,5481.25,5531,3143
01/03/2016,5349,5775,5252,5580.2,15936
29/02/2016,5315,5390,5251.35,5299.45,3302
26/02/2016,5345,5374.9,5280,5297.5,2237
25/02/2016,5490,5498.95,5251,5308.7,2347
24/02/2016,5538,5538,5430,5459,1092
23/02/2016,5545.1,5593.85,5424.95,5538.35,9166
22/02/2016,5614.95,5614.95,5473.05,5543.5,1171
19/02/2016,5580,5616.1,5473.4,5548.65,2678
18/02/2016,5650,5689.9,5550,5642.7,5696
17/02/2016,5610,5640.4,5420,5606,1759
16/02/2016,5620,5699.2,5511.1,5570.95,1628
15/02/2016,5503,5725,5503,5667.3,2579
12/02/2016,5301,5490,5183.55,5459.25,3370
11/02/2016,5591.1,5662,5165.6,5301.1,10182
10/02/2016,5572,5698.95,5500,5662.8,2811
09/02/2016,5598,5654.85,5505.75,5572.15,2865
08/02/2016,5737.7,5739.5,5564,5598.7,3921
05/02/2016,5594.95,5720,5566.75,5664.85,7413
04/02/2016,5679,5679,5499.95,5552.1,20409
03/02/2016,5565,5599,5510,5532.4,3432
02/02/2016,5747,5795.35,5575,5624.5,7288
01/02/2016,5699.95,5837.95,5625.2,5747.1,21869
29/01/2016,5394.9,5777,5331,5637.5,56301
28/01/2016,5559,5559,5301,5329.5,3836
27/01/2016,5500,5500,5385.1,5470.8,2330
25/01/2016,5440.05,5578,5380,5483.75,2496
22/01/2016,5348,5420.9,5321,5368.1,4393
21/01/2016,5399.95,5460,5233.2,5248.65,3274
20/01/2016,5485,5485,5225.1,5340,3311
19/01/2016,5320,5538,5320,5478.55,3342
18/01/2016,5480.05,5500,5185,5423.95,5687
15/01/2016,5650,5665,5401,5428.6,5979
14/01/2016,5605,5660.1,5564.95,5574,9306
13/01/2016,5778.05,5845,5592,5686.95,6340
12/01/2016,5751.05,5839.95,5751.05,5799.65,6448
11/01/2016,5895,5909.4,5703.7,5788.75,7865
08/01/2016,6010,6099.9,5806.1,5850.45,6483
07/01/2016,5985.05,6040,5870,5890.05,4448
06/01/2016,6130.05,6174.95,5966,5993.2,3739
05/01/2016,6115.05,6158.8,6021.6,6056.4,5022
04/01/2016,6125,6234,6033,6101.4,3845
01/01/2016,6145.05,6244,6052.35,6182.85,3998
31/12/2015,6075,6170,6000,6090.3,26248
30/12/2015,6103.3,6225,6014,6131.4,6622
29/12/2015,6198,6260,6103,6130.75,2267
28/12/2015,6270,6364.95,6175.65,6198.65,5231
24/12/2015,6315,6424.95,6220.05,6338.6,7618
23/12/2015,6120.05,6450,6120.05,6378.8,5837
22/12/2015,5964,6275,5964,6185.7,6855
21/12/2015,5900,6083,5899.95,6025.1,1921
18/12/2015,6000.05,6058.3,5850,5966.2,8211
17/12/2015,5999.9,6070,5850,6041.85,5370
16/12/2015,5878,6015.9,5853,5913.7,2765
15/12/2015,5650,5950,5625,5938.35,7607
14/12/2015,5826.5,5826.5,5675,5684.8,4727
11/12/2015,6000,6000,5785,5831.5,4459
10/12/2015,5960,6076.6,5820,5917.1,9176
09/12/2015,6111.5,6184.95,5963.2,5975.4,3092
08/12/2015,6070,6249.8,6007.05,6141.85,4396
07/12/2015,6137,6180,5994,6048.3,3852
04/12/2015,6052.15,6093.85,5911.6,6065.8,6728
03/12/2015,6170.05,6185.05,6050,6094.4,7847
02/12/2015,6280,6315,6150,6170.1,3870
01/12/2015,6249.95,6290,6205,6261.25,2145
30/11/2015,6230,6317.25,6140,6268.25,4010
27/11/2015,6100,6349.95,6040,6253.4,10042
26/11/2015,6380,6380,6060,6088.55,9748
24/11/2015,6521,6521,6180,6283.15,28757
23/11/2015,6700,6735,6500,6524.65,1759
20/11/2015,6513,6699.5,6480.9,6672.45,6187
19/11/2015,6510,6640,6432.15,6468.9,5473
18/11/2015,6490,6573.95,6400,6423.6,3744
17/11/2015,6500,6500,6400,6425.2,2131
16/11/2015,6597.95,6597.95,6351.65,6462.2,2785
13/11/2015,6665.05,6670,6501,6533,2798
11/11/2015,6600,6640,6530,6617.2,562
10/11/2015,6600,6687.95,6506.7,6527.8,4010
09/11/2015,6584.95,6783,6461,6557.85,14588
06/11/2015,6660.05,6849.95,6562,6657.6,1678
05/11/2015,6815.05,6818.1,6650,6683.45,22631
04/11/2015,6825.05,6900.05,6710,6748.9,2255
03/11/2015,6599,6849,6525.4,6813.25,15895
02/11/2015,6670,6680,6450.05,6500.95,5751
30/10/2015,6734.95,6750.05,6582.05,6632.8,8448
29/10/2015,6870.1,6905.05,6703,6777.4,16958
28/10/2015,7040.05,7045.05,6900,6914.3,2633
27/10/2015,7134.95,7199,6989.95,7024.25,4008
26/10/2015,7249.95,7249.95,7055,7085.6,1123
23/10/2015,7270,7355.05,7121.05,7165.4,3735
21/10/2015,7090.05,7250,7070,7195,7012
20/10/2015,7108.05,7150,7022,7090.35,4382
19/10/2015,7100,7156,7006,7122.55,2340
16/10/2015,7122,7122,6950,7010.55,3315
15/10/2015,7065.05,7122,7050,7075.35,6527
14/10/2015,7157.95,7247.9,7012.5,7057.95,5532
13/10/2015,7320,7350,7155,7184.05,2065
12/10/2015,7374,7398.7,7160.05,7219.95,3370
09/10/2015,7200,7389,7145,7318.7,8986
08/10/2015,6880,7397.35,6860.65,7189.25,11819
07/10/2015,6907.9,6945,6827.95,6883.95,8491
06/10/2015,6910,6910,6781.05,6835.15,3773
05/10/2015,6930,6930,6778,6845.9,14476
01/10/2015,6930.15,6930.15,6805.1,6882.95,2989
30/09/2015,6878,6900,6811.4,6873.85,2534
29/09/2015,6990,6990,6749,6811.35,5172
28/09/2015,6975,7158.55,6970,6992.45,8546
24/09/2015,7034.9,7085.25,6970,7047.3,2570
23/09/2015,6880.05,7015,6700,6970.55,2845
22/09/2015,6875,6923,6801,6823.8,3962
21/09/2015,6845,7045,6750,6821.15,3688
18/09/2015,7094.55,7119.1,6885,6908.2,4444
16/09/2015,7005,7055,6876.15,6952.1,2192
15/09/2015,7119,7150,6875,6946.1,3663
14/09/2015,7000,7185,6944.95,7071.3,6330
11/09/2015,6998.9,7000,6900,6996.1,5170
10/09/2015,6600,7000,6600,6978.75,5651
09/09/2015,6634.95,6750,6563,6724.6,2238
08/09/2015,6519.95,6550.05,6294.65,6453.8,2795
07/09/2015,6699.95,6749.2,6450,6489.7,5108
04/09/2015,6640,6734.95,6550,6640.05,2149
03/09/2015,6513.95,6838,6513.95,6753.2,3019
02/09/2015,6559.95,6650.1,6500,6505.15,3712
01/09/2015,6874.95,6874.95,6540,6613.6,8169
31/08/2015,6800,6900,6660,6831.6,6852
28/08/2015,6764.95,6850,6661,6696.3,3104
27/08/2015,6660,6839.9,6610,6690,5958
26/08/2015,6670.05,6749.95,6501,6528.75,3923
25/08/2015,6701.7,6950,6450,6712.75,40593
24/08/2015,7125,7125,6475,6655.65,18837
21/08/2015,7045,7300,6830,7273.4,6263
20/08/2015,7201,7333.75,7050,7072.05,4249
19/08/2015,7000,7450,6960,7268.7,24434
18/08/2015,6761,6947.1,6761,6909.25,10957
17/08/2015,6650,6810,6480,6742.95,10708
14/08/2015,6450.25,6685,6399.45,6521.25,7332
13/08/2015,6352,6532,6352,6379.4,3044
12/08/2015,6699.9,6699.9,6311,6361.4,4799
11/08/2015,6580,6678.4,6550,6609.05,3002
10/08/2015,6660,6750,6580,6624.15,5039
07/08/2015,6657.1,6718.6,6585,6655.7,3203
06/08/2015,6879.9,6888,6650,6657.25,7236
05/08/2015,6890,7038,6710,6823.95,26537
04/08/2015,6459.65,6987.95,6374.75,6826.6,31528
03/08/2015,6080,6500,6044.3,6384.2,25971
31/07/2015,6066.8,6342,5943.35,6057.5,35557
30/07/2015,5750,6179.8,5662,5999.8,105319
29/07/2015,5419.95,5450,5375.5,5415.35,4296
28/07/2015,5401,5429.45,5375,5394.5,4462
27/07/2015,5395.05,5409.85,5355.25,5394.2,4638
24/07/2015,5370.8,5405.2,5370.8,5387.55,1654
23/07/2015,5410,5424.95,5360,5380.05,3341
22/07/2015,5448,5448,5373.95,5402.7,5539
21/07/2015,5401.95,5408.95,5375,5398.4,4647
20/07/2015,5478,5478,5365.2,5389.75,9256
17/07/2015,5350.75,5426.8,5350.75,5391.35,12242
16/07/2015,5450,5450.05,5356.6,5392.65,3090
15/07/2015,5450.05,5455.9,5400,5411.05,10627
14/07/2015,5439.95,5457,5420.35,5435.05,5392
13/07/2015,5498.8,5498.8,5400,5414.15,2451
10/07/2015,5390.75,5399,5330,5382.75,2330
09/07/2015,5368.8,5395,5351.05,5371.45,1308
08/07/2015,5339.2,5400.05,5332.5,5362,1747
07/07/2015,5400,5400,5336,5366.9,4954
06/07/2015,5400,5495,5353.8,5385.2,1667
03/07/2015,5331.25,5400.05,5331.15,5385.65,18709
02/07/2015,5420,5432.8,5327,5349.35,4750
01/07/2015,5400,5430,5330.1,5344.6,3297
30/06/2015,5370,5395,5327.7,5342.1,5613
29/06/2015,5330,5419,5230.7,5367.45,12502
26/06/2015,5466.95,5466.95,5340,5354.65,7526
25/06/2015,5457.95,5457.95,5356,5368.1,1878
24/06/2015,5498.95,5498.95,5355,5383.25,2502
23/06/2015,5400,5500,5399.95,5416.95,4204
22/06/2015,5498.8,5498.8,5351,5372.85,13405
19/06/2015,5404.55,5444.35,5350,5391.6,1510
18/06/2015,5522.8,5522.8,5356.5,5371.95,1473
17/06/2015,5449.85,5450.4,5375.05,5431.45,2101
16/06/2015,5441,5498.05,5330,5358.8,13927
15/06/2015,5425,5544.65,5328.05,5467.95,3452
12/06/2015,5500,5544,5250,5324.25,12873
11/06/2015,5600,5648.75,5430.05,5464.15,2168
10/06/2015,5589.95,5600,5500,5554.1,2496
09/06/2015,5400,5600,5349.95,5510.1,2776
08/06/2015,5410,5448,5330.05,5405.5,22893
05/06/2015,5531.95,5540,5322,5415.85,3435
04/06/2015,5525.25,5639,5351.3,5474.05,5051
03/06/2015,5590,5706.25,5489.35,5521.65,3580
02/06/2015,5694,5699,5615.15,5646.3,2234
01/06/2015,5745,5768.95,5599.95,5675.25,2393
29/05/2015,5637.95,5833,5491.15,5706.7,49018
28/05/2015,5589.8,5640.1,5326.5,5579.3,10063
27/05/2015,5470,5689.9,5470,5599.3,5012
26/05/2015,5640,5649,5589.95,5627.35,2259
25/05/2015,5560,5649.7,5560,5608.3,2896
22/05/2015,5599.95,5648.95,5510.05,5601.65,6605
21/05/2015,5684.9,5685,5485,5539.8,26174
20/05/2015,5759.95,5790,5650,5691.35,15230
19/05/2015,5778.95,5847.1,5700,5720.5,12469
18/05/2015,5634.95,5778.95,5549.95,5745.2,8856
15/05/2015,5485,5634.6,5466,5550.15,7630
14/05/2015,5625,5625,5450,5471.3,5147
13/05/2015,5499.95,5640,5490.7,5548.65,4646
12/05/2015,5601.05,5601.05,5400,5421.45,6985
11/05/2015,5585.1,5640,5481.1,5591.65,3648
08/05/2015,5500,5700,5455.5,5480.2,3107
07/05/2015,5674.55,5674.55,5366,5508.35,10533
06/05/2015,5632,5789,5525.05,5555.6,2680
05/05/2015,5700,5825,5654.2,5719.85,5725
04/05/2015,5531.5,5700,5221,5668.35,6254
30/04/2015,5520,5629.95,5437.35,5594,3729
29/04/2015,5320,5599,5246.95,5506.1,4669
28/04/2015,5205.64,5340,5151,5284.8,21620
27/04/2015,5373.75,5373.75,4971,5207.25,16775
24/04/2015,5638.45,5638.45,5290,5339.4,5958
23/04/2015,5385,5724.85,5385,5578.15,11764
22/04/2015,5599.95,5599.95,5187,5342.3,12283
21/04/2015,5645,5646.8,5522,5540.6,3319
20/04/2015,5700,5849,5510,5645.2,14920
17/04/2015,5720,5800,5627.2,5699.85,6795
16/04/2015,5699,5739.35,5560.55,5684.1,4780
15/04/2015,5845,5845,5650,5682.75,3065
13/04/2015,5800,5834.35,5700,5747.8,12313
10/04/2015,5964.45,5964.45,5707.1,5722.1,13267
09/04/2015,6038.7,6038.7,5805.55,5919.85,6407
08/04/2015,5866.4,6030,5866.4,5990,3168
07/04/2015,5890,6029.95,5850,5913.9,5531
06/04/2015,5851,5922,5805,5880.75,4913
01/04/2015,5719.95,5860,5700.95,5817.55,4100
31/03/2015,5698.6,5810,5666.5,5710.85,58530
30/03/2015,5570,5700,5550,5669.6,13396
27/03/2015,5549,5596.15,5455,5527.7,5211
26/03/2015,5578.95,5597.8,5460,5506.55,2979
25/03/2015,5500.6,5670,5480.1,5625.05,6490
24/03/2015,5617,5617,5450,5496.5,4407
23/03/2015,5597.6,5624,5475,5566.05,7694
20/03/2015,5581.15,5639.05,5505.5,5588,47803
19/03/2015,5550,5710,5506,5560.25,11868
18/03/2015,5595,5595,5462.5,5504.45,10101
17/03/2015,5597.1,5699.9,5491.05,5587.05,7469
16/03/2015,5615,5690,5490,5500.15,4692
13/03/2015,5625,5660,5570,5603.5,4885
12/03/2015,5500,5626,5419.95,5585.95,10134
11/03/2015,5466.2,5475,5375,5392.4,6625
10/03/2015,5500,5524.65,5406,5426.25,4375
09/03/2015,5564.1,5564.1,5465,5492.95,10965
05/03/2015,5325,5635,5325,5515.5,18315
04/03/2015,5451,5490,5226.14,5320.25,10025
03/03/2015,5165,5515,5106.35,5468,18589
02/03/2015,5050,5177.64,5003.7,5123.35,4562
27/02/2015,5088.95,5174,5088.95,5148.95,1414
26/02/2015,5084.5,5162,4965.64,5071.8,8440
25/02/2015,5050,5090,4950.45,5048.75,11505
24/02/2015,5179.95,5180,4950,4969.1,5140
23/02/2015,5210.1,5275,5129.05,5172.1,3296
20/02/2015,5263.95,5290,5207.25,5241.85,2052
19/02/2015,5368.5,5440,5191.1,5259.45,7156
18/02/2015,5290,5444,5251.1,5379.6,13753
16/02/2015,5349.95,5349.95,5269,5295.25,1980
13/02/2015,5283.75,5320.25,5120,5279.4,5944
12/02/2015,5069.35,5239,5064.3,5198.3,5687
11/02/2015,4925,5090,4887.6,5047.3,3239
10/02/2015,4777.95,5001,4750,4936.95,12870
09/02/2015,4980,4980,4751,4784.3,3121
06/02/2015,5080.14,5089.5,4772.05,4920.75,4510
05/02/2015,5138,5200.1,5060,5088.45,4175
04/02/2015,5220,5339.95,5015.64,5056.35,6427
03/02/2015,5326.95,5383,5108.7,5212.2,7224
02/02/2015,5400,5400,5265,5282.1,10462
30/01/2015,5310,5400,5258.5,5341.45,17102
29/01/2015,5369.95,5369.95,5265,5288.15,4450
28/01/2015,5269.3,5360.45,5220.5,5267.5,16503
27/01/2015,5100,5378,5036,5269.3,23764
23/01/2015,5079,5110,4997.14,5049.5,11621
22/01/2015,5088,5130,4949.95,5000.2,8965
21/01/2015,5134,5194.95,4949.95,4988.5,7900
20/01/2015,5024.95,5190,4999.64,5132.7,53925
19/01/2015,4782.35,5019,4753.3,4977.64,9613
16/01/2015,4809.95,4809.95,4754.05,4781.45,2314
15/01/2015,4880,4897,4705.25,4835.75,5670
14/01/2015,4824.89,4899,4762.25,4868.95,5937
13/01/2015,4767.2,4878,4748.85,4816.75,4723
12/01/2015,4660.85,4825,4612.6,4756.45,8418
09/01/2015,4614,4723.95,4612.05,4701.75,11141
08/01/2015,4549.1,4669.95,4540.7,4597.39,2134
07/01/2015,4473.45,4547.25,4470,4508.55,5477
06/01/2015,4700,4700,4420,4473.45,6819
05/01/2015,4601,4788,4601,4696.85,9778
02/01/2015,4489,4770,4470,4661.39,3746
01/01/2015,4494,4598.7,4460.75,4516.35,1109
31/12/2014,4576.7,4670.05,4402,4477.75,9229
30/12/2014,4690,4693,4600,4618.8,2655
29/12/2014,4624,4713,4565,4692.2,2226
26/12/2014,4535,4621,4535,4596.2,6431
24/12/2014,4484.1,4600,4430,4561.4,3241
23/12/2014,4400,4550,4400,4484.45,2640
22/12/2014,4463,4497.9,4371.05,4396.25,3267
19/12/2014,4450.55,4479,4370,4446.4,2679
18/12/2014,4426,4500.05,4271,4394.2,7191
17/12/2014,4288.4,4430.4,4100,4399,4368
16/12/2014,4422.05,4435,4225.5,4346.85,7196
15/12/2014,4370,4497.2,4354.95,4475.1,11883
12/12/2014,4558.75,4558.75,4370,4407.4,2569
11/12/2014,4449.9,4500.1,4410,4470.5,3589
10/12/2014,4485.1,4620,4410,4452.8,3141
09/12/2014,4640,4660.05,4413.25,4476.85,8534
08/12/2014,4685.35,4687,4591.05,4617.25,4085
05/12/2014,4522,4780,4505,4608.65,8786
04/12/2014,4415,4589,4390,4535.15,10807
03/12/2014,4480,4510,4354.5,4397.5,7433
02/12/2014,4416.8,4460,4390,4420.85,2360
01/12/2014,4431.35,4510,4374.7,4416.85,5296
28/11/2014,4350,4548,4290,4407.9,10861
27/11/2014,4400,4400,4303.7,4336.75,2537
26/11/2014,4330.65,4399,4300,4393.95,3018
25/11/2014,4345,4400,4266,4311.15,3829
24/11/2014,4325,4430,4313,4386.35,3439
21/11/2014,4393.2,4440,4300,4318.55,4611
20/11/2014,4384,4405,4335,4394.4,9618
19/11/2014,4400,4440,4302.05,4389.7,16430
18/11/2014,4291.9,4442.35,4184.95,4360.45,7408
17/11/2014,4130,4399,4130,4291.9,17481
14/11/2014,4120,4350.9,4080,4099.85,28965
13/11/2014,3968,4110.05,3927.1,4087.55,15293
12/11/2014,3820.05,3949,3816.15,3911.05,22162
11/11/2014,3778.95,3910,3723.75,3861.2,21052
10/11/2014,3800,3800,3683,3700.4,16814
07/11/2014,3656,3759.7,3605,3730.45,7425
05/11/2014,3610,3725,3610,3656.85,8336
03/11/2014,3651,3689.95,3534,3585.05,7159
31/10/2014,3630.05,3678.65,3619.15,3643.1,8149
30/10/2014,3729.75,3730,3580,3619.15,5909
29/10/2014,3749,3749,3660,3701.7,3411
28/10/2014,3750,3814.55,3630,3689.1,5450
27/10/2014,3849,3850,3713.1,3753.6,2143
23/10/2014,3800,3839,3761.75,3799.5,1367
22/10/2014,3693.9,3750,3674.95,3724.2,2267
21/10/2014,3660,3714,3601.1,3669.65,2994
