Date,WABCOINDIA-EQ O,WABCOINDIA-EQ H,WABCOINDIA-EQ L,WABCOINDIA-EQ C,WABCOINDIA-EQ V
24/08/2012,1561,1574.8,1530,1561,7169
23/08/2012,1598.85,1598.85,1551.15,1558.35,1029
22/08/2012,1600,1639.95,1570,1578.8,2391
21/08/2012,1608.8,1655,1580.5,1594.85,52799
17/08/2012,1569.9,1571.8,1531.05,1568.9,7928
16/08/2012,1572.8,1572.8,1501.1,1539.25,1723
14/08/2012,1500.1,1509.75,1475,1487.2,1328
13/08/2012,1533,1533,1497.05,1500.95,13477
10/08/2012,1515.3,1529.8,1506,1510.3,415
09/08/2012,1515.3,1548,1515.25,1515.7,1198
08/08/2012,1530,1547,1515.25,1521,740
07/08/2012,1528.5,1549.95,1497.2,1528.95,496
06/08/2012,1508.8,1540,1492.35,1507,93637
03/08/2012,1500.05,1510,1495.1,1509.9,6744
02/08/2012,1492.15,1519.5,1492.15,1517.5,475
01/08/2012,1520,1520,1510,1510.45,1121
31/07/2012,1574,1574,1515,1519.75,970
30/07/2012,1535,1550,1521.15,1545.45,681
27/07/2012,1529.95,1585,1476.5,1539.7,4685
26/07/2012,1497.7,1520,1472.1,1504.3,1250
25/07/2012,1481.15,1485,1465,1477,533
24/07/2012,1460.05,1480.95,1453,1459.75,243
23/07/2012,1462,1476.9,1450,1454.55,450
20/07/2012,1470,1495,1462,1476.9,528
19/07/2012,1474.9,1495,1453,1489.45,5948
18/07/2012,1476.9,1476.9,1451.25,1466.4,884
17/07/2012,1473.95,1479,1445.6,1459.75,808
16/07/2012,1466.1,1485,1441,1450.2,895
13/07/2012,1465.1,1490,1450,1481,960
12/07/2012,1497.9,1497.9,1463.05,1480.4,1389
11/07/2012,1528.95,1528.95,1487.1,1492.2,13678
10/07/2012,1495.1,1517.75,1490,1507.15,19347
09/07/2012,1489,1525,1480,1491.5,365
06/07/2012,1486.1,1499,1476.1,1481.15,610
05/07/2012,1474.3,1513,1460,1500.8,540
04/07/2012,1499.95,1499.95,1472,1474.4,8552
03/07/2012,1508.8,1517.8,1487,1488.2,689
02/07/2012,1529,1537,1502,1505.85,308
29/06/2012,1539.9,1547.6,1501,1524,2309
28/06/2012,1535,1554.9,1512.3,1524.5,559
27/06/2012,1550,1550,1522,1535.65,140
26/06/2012,1540,1558.45,1519.7,1529.9,15703
25/06/2012,1570.05,1578.95,1536,1558.6,265
22/06/2012,1564.8,1596,1556.05,1588.5,851
21/06/2012,1550,1579.7,1532.2,1562.15,1311
20/06/2012,1550,1550,1525.1,1543.7,1136
19/06/2012,1535,1552,1525,1547.6,835
18/06/2012,1536.1,1560,1520,1533.7,1348
15/06/2012,1512,1519,1490,1506.95,824
14/06/2012,1545,1560,1480,1534.35,1874
13/06/2012,1528,1574.95,1528,1536.35,318
12/06/2012,1489,1616.6,1449.95,1572.75,4005
11/06/2012,1522.9,1523,1475,1490,6946
08/06/2012,1475,1540,1475,1493.45,9948
07/06/2012,1465.1,1505,1410,1492.05,867
06/06/2012,1450,1480,1450,1473.15,370
05/06/2012,1430,1455,1414.05,1446.1,2220
04/06/2012,1420,1441,1400,1431.25,4004
01/06/2012,1496.95,1496.95,1415.05,1421.9,1062
31/05/2012,1500,1519.9,1470,1479.1,1289
30/05/2012,1553,1555,1467.1,1506.75,688
29/05/2012,1580,1580,1553,1555.5,474
28/05/2012,1552.5,1585,1552.5,1583.35,179
25/05/2012,1599,1605.05,1551,1559.8,386
24/05/2012,1566,1628,1516.7,1584.55,2360
23/05/2012,1583,1598,1574,1582.1,619
22/05/2012,1599.95,1600,1576.35,1599.45,2328
21/05/2012,1555,1600,1555,1588.7,382
18/05/2012,1560.5,1589.6,1560.5,1570.7,296
17/05/2012,1600,1600,1575.1,1595.05,628
16/05/2012,1585,1599.75,1580,1584.4,732
15/05/2012,1589.9,1611.85,1560.05,1604.85,851
14/05/2012,1590.2,1605,1550,1570.8,871
11/05/2012,1582.1,1609.95,1582.1,1599.85,2459
10/05/2012,1620,1625,1592,1599.35,1374
09/05/2012,1580,1620,1580,1606,847
08/05/2012,1586.1,1619,1571,1598.85,1068
07/05/2012,1630,1630,1570.2,1599.95,3568
04/05/2012,1636,1640,1605.2,1630,31261
03/05/2012,1685.1,1685.1,1605.05,1626.7,9500
02/05/2012,1711,1735,1671,1688.4,8625
30/04/2012,1700,1720,1681.1,1710.85,213
27/04/2012,1700,1715.55,1655,1680.05,268
26/04/2012,1699.95,1700,1680,1698.85,14912
25/04/2012,1690,1738,1690,1699.7,2724
24/04/2012,1691,1719.9,1691,1702,1437
23/04/2012,1745.5,1836.8,1690,1705.75,941
20/04/2012,1785,1790,1750,1765.15,1462
19/04/2012,1797.7,1797.7,1752.05,1778.55,2040
18/04/2012,1670,1738,1660,1727.7,27818
17/04/2012,1605,1674,1605,1640.7,6132
16/04/2012,1598,1617.9,1581.95,1603.8,1481
13/04/2012,1668,1679,1555.05,1578.25,8101
12/04/2012,1595,1640,1586.2,1629.85,3032
11/04/2012,1590,1608,1580,1596.55,787
10/04/2012,1578.1,1618.7,1574,1580.75,448
09/04/2012,1648.9,1655,1561.3,1596.4,3502
04/04/2012,1609,1658,1609,1649.95,31392
03/04/2012,1579,1689.5,1576.1,1625.05,27348
02/04/2012,1521,1620,1521,1589.55,2087
30/03/2012,1480.1,1538.95,1480,1530.7,5679
29/03/2012,1533.3,1533.3,1500,1500.1,219
28/03/2012,1525,1539.8,1511.5,1516.8,485
27/03/2012,1522,1540,1521.55,1536.7,1715
26/03/2012,1521,1539,1521,1533.2,291
23/03/2012,1515,1543.9,1515,1536.05,401
22/03/2012,1550,1550,1510.5,1536.65,1678
21/03/2012,1550,1559.85,1540,1550,346
20/03/2012,1528.5,1550,1528.5,1549.7,790
19/03/2012,1520,1550,1516,1548.7,50359
16/03/2012,1550,1550,1520,1530.8,650
15/03/2012,1515,1550.05,1505.05,1549.1,1465
14/03/2012,1525.1,1530,1515.5,1526.9,3904
13/03/2012,1527,1540,1510,1537.5,1064
12/03/2012,1545,1546,1525,1540,435
09/03/2012,1534,1546.05,1508,1519.25,827
07/03/2012,1531.1,1555,1502.5,1546.05,11042
06/03/2012,1576.85,1577.45,1530.15,1541.2,11838
05/03/2012,1536,1560,1530,1530.1,1595
02/03/2012,1510,1559.9,1509,1537.35,1145
01/03/2012,1500,1514,1500,1501.45,1127
29/02/2012,1560,1560,1499,1506,1427
28/02/2012,1430,1588,1426,1524.45,2696
27/02/2012,1427.55,1455,1390,1423.45,2370
24/02/2012,1484,1484.95,1432,1447.15,1939
23/02/2012,1450.05,1465,1450,1451.75,1073
22/02/2012,1425,1500,1425,1460.15,1732
21/02/2012,1431.1,1440,1420,1425.25,529
17/02/2012,1484,1484,1420.05,1442.6,1747
16/02/2012,1479.9,1500,1410,1448.6,24719
15/02/2012,1365,1490,1350,1444.8,109721
14/02/2012,1351.15,1363,1340.2,1351.15,2360
13/02/2012,1345,1345,1330,1340.1,2988
10/02/2012,1311.55,1365,1311.55,1330.5,1869
09/02/2012,1342,1370,1310,1331.1,1789
08/02/2012,1374.95,1374.95,1343,1357.4,5681
07/02/2012,1362,1375.1,1315.1,1362.35,27744
06/02/2012,1359.85,1370,1350,1358.95,10347
03/02/2012,1312.25,1345.8,1312.25,1335.55,1479
02/02/2012,1326,1335.1,1303.1,1330,1422
01/02/2012,1339,1367,1271.3,1313.85,4894
31/01/2012,1336.05,1375,1300,1343.5,6807
30/01/2012,1336.55,1360,1336.55,1343.5,8113
27/01/2012,1375,1385,1335.05,1348.15,27751
25/01/2012,1357.35,1395,1357,1380.95,1480
24/01/2012,1325,1376.8,1325,1366.65,564
23/01/2012,1339.9,1346.75,1330,1336.35,91
20/01/2012,1348.45,1360,1315,1322.7,241
19/01/2012,1303.1,1340,1296,1326.8,556
18/01/2012,1291.1,1311,1291.1,1302.05,709
17/01/2012,1290,1308,1290,1299.6,1475
16/01/2012,1275,1280,1253,1275.5,817
13/01/2012,1275.4,1288.45,1275,1280.4,209
12/01/2012,1287.75,1295,1274.95,1290,344
11/01/2012,1276,1297.7,1266,1279.15,16624
10/01/2012,1262.8,1318.9,1232,1281.9,3364
09/01/2012,1237.8,1250,1225.1,1229.55,441
06/01/2012,1191,1210,1190.05,1197.65,4388
05/01/2012,1200,1204,1189.5,1192.05,31572
04/01/2012,1170.1,1200,1170,1192.8,28170
03/01/2012,1218,1218,1160,1184,882
02/01/2012,1187.7,1221.95,1170,1199.8,465
30/12/2011,1194.35,1194.35,1150,1169.5,940
29/12/2011,1197.8,1199,1170,1171.9,356
28/12/2011,1189,1193.75,1175,1185.85,236
27/12/2011,1195,1195,1175,1175.45,243
26/12/2011,1198,1198,1176.3,1176.3,65
23/12/2011,1187,1199.5,1165,1189.1,253
22/12/2011,1148.95,1168.9,1135,1163.15,593
21/12/2011,1189,1200,1132.3,1138.1,419
20/12/2011,1142,1180,1140,1160.8,854
19/12/2011,1194.9,1194.9,1140.2,1161.75,738
16/12/2011,1209.9,1209.9,1170,1176.15,783
15/12/2011,1220.6,1230,1170.3,1206.7,728
14/12/2011,1250,1250,1240,1248.85,234
13/12/2011,1259.9,1259.9,1235,1240.8,332
12/12/2011,1280,1280,1230.1,1242.05,585
09/12/2011,1266,1295,1261.25,1277.5,1936
08/12/2011,1261.5,1283,1257.2,1264,281
07/12/2011,1283.75,1284,1270,1271.35,333
05/12/2011,1273.8,1284.9,1260.1,1277.55,413
02/12/2011,1264.85,1320,1236.5,1281.05,922
01/12/2011,1340,1340,1250,1250.1,710
30/11/2011,1251.3,1265.6,1242.3,1256,613
29/11/2011,1238,1272,1238,1268,388
28/11/2011,1298.25,1298.25,1221.3,1237.85,1758
25/11/2011,1245.1,1282,1213,1270.8,400
24/11/2011,1251.15,1283.95,1211,1279.8,493
23/11/2011,1290,1290,1240,1258.85,1084
22/11/2011,1271.85,1297,1260.05,1290.3,365
21/11/2011,1261,1297.3,1260,1277.4,773
18/11/2011,1245,1284,1230,1269.15,967
17/11/2011,1298,1322.95,1245,1260.3,1440
16/11/2011,1310,1318,1206.25,1298.4,859
15/11/2011,1352.2,1360,1323,1327.55,647
14/11/2011,1459.9,1459.9,1370.05,1375.5,576
11/11/2011,1490,1499,1327.7,1409.6,2675
09/11/2011,1500,1509.7,1480,1499.95,1507
08/11/2011,1424.15,1500,1414.15,1494.75,1799
04/11/2011,1420,1435,1395,1424.15,1112
03/11/2011,1425,1425,1390.05,1407.9,346
02/11/2011,1371,1418,1370,1402,1275
01/11/2011,1408.9,1408.9,1356,1392.8,451
31/10/2011,1389.9,1389.9,1345,1383.7,779
28/10/2011,1369,1372,1345,1349.15,600
25/10/2011,1366,1399.85,1346,1379.85,1314
24/10/2011,1370,1400.1,1351,1360,1761
21/10/2011,1329.8,1364,1320,1344.6,2582
20/10/2011,1294.45,1319.95,1291.8,1303.75,796
19/10/2011,1287.2,1298.7,1280.05,1287.7,669
18/10/2011,1293.5,1299,1258,1278.4,32606
17/10/2011,1250,1289.5,1250,1282.15,171
14/10/2011,1231,1269.9,1231,1269.9,347
13/10/2011,1254.9,1254.9,1220,1223.9,7211
12/10/2011,1240,1259.95,1237,1239.95,603
11/10/2011,1249.3,1279.95,1238.1,1241.35,313
10/10/2011,1250,1250,1230,1239.2,334
07/10/2011,1270,1270,1235,1241.45,694
05/10/2011,1233.3,1258,1233.3,1250.55,71
04/10/2011,1292,1292,1222.5,1232.4,806
03/10/2011,1275,1289.95,1265.1,1281.85,50284
30/09/2011,1274.4,1290,1252.8,1277.6,1512
29/09/2011,1260,1276.9,1245.1,1250.75,680
28/09/2011,1319.95,1319.95,1252.25,1269.25,924
27/09/2011,1320,1324.65,1315,1318.3,618
26/09/2011,1328.8,1328.8,1300,1304,1276
23/09/2011,1300,1319,1300,1300.55,769
22/09/2011,1285,1332,1265.1,1309.05,1653
21/09/2011,1309.8,1309.8,1300,1305.9,521
20/09/2011,1277,1309,1277,1301.25,744
19/09/2011,1280,1296,1278,1289.7,507
16/09/2011,1277.15,1296.6,1277.1,1280,217
15/09/2011,1309.65,1309.7,1279,1289.05,386
14/09/2011,1290,1297.9,1260,1280.65,28946
13/09/2011,1284.4,1355,1265,1278.4,22960
12/09/2011,1278,1280,1241.65,1255.5,382
09/09/2011,1268,1285,1268,1272.6,173
08/09/2011,1297,1308.55,1276,1282,271
07/09/2011,1290,1313.8,1280,1295.15,974
06/09/2011,1319.85,1319.85,1276,1285.8,872
05/09/2011,1274.4,1308.9,1250.5,1304.65,878
02/09/2011,1399.95,1399.95,1215.1,1269.45,465
30/08/2011,1222.9,1300,1203,1247.5,1064
29/08/2011,1212,1226.8,1200.7,1204.75,523
26/08/2011,1230,1230,1180,1201.5,2906
25/08/2011,1210,1230,1205,1218.7,546
24/08/2011,1230,1230,1190.5,1208.7,5737
23/08/2011,1225,1230,1207,1226.55,467
22/08/2011,1189.5,1225,1189.5,1223.75,521
19/08/2011,1240,1240,1176.25,1184.35,2082
18/08/2011,1295,1295,1240,1250.4,21034
17/08/2011,1315,1330,1295,1298.55,804
16/08/2011,1299,1330,1299,1316.05,2444
12/08/2011,1266.4,1299,1266.1,1285.7,644
11/08/2011,1250,1283,1245,1280.7,860
10/08/2011,1265,1270,1246.2,1265.45,306
09/08/2011,1250,1269.95,1226,1246.75,850
08/08/2011,1241.1,1290,1203.5,1274.35,1818
05/08/2011,1260,1290,1236.1,1279.6,834
04/08/2011,1281,1317.95,1280.15,1286.4,1283
03/08/2011,1246.1,1287.65,1236.1,1261.95,573
02/08/2011,1283.85,1299,1280,1291.6,605
01/08/2011,1293,1310,1282,1294.9,681
29/07/2011,1224.2,1324.8,1224.2,1291.9,4158
28/07/2011,1229,1256.8,1180,1247.65,2617
27/07/2011,1200,1233.35,1200,1212.8,4874
26/07/2011,1219,1219.2,1190,1191.5,709
25/07/2011,1199.95,1211.3,1185.3,1202.05,1229
22/07/2011,1171.1,1216,1165,1182.2,1999
21/07/2011,1182.05,1218.5,1181.2,1200.2,61528
20/07/2011,1235,1235,1201,1206.05,679
19/07/2011,1210,1238.8,1210,1229.15,1843
18/07/2011,1246.8,1246.8,1177,1210,759
15/07/2011,1220,1226,1195.5,1207.55,2483
14/07/2011,1155.75,1222,1155.75,1212.35,3219
13/07/2011,1168.1,1187,1156,1165.8,1327
12/07/2011,1155,1184.8,1136.15,1167.5,1773
11/07/2011,1121.1,1160,1121.1,1151.65,1478
08/07/2011,1116.1,1164.9,1084.95,1150.05,2937
07/07/2011,1139,1145,1092,1139.9,1537
06/07/2011,1075,1120,1071.85,1116.2,2219
05/07/2011,1082.05,1115,1016.15,1067,5671
04/07/2011,1115,1124.8,1097,1100.85,1922
01/07/2011,1098.4,1144.8,1082,1121.4,2378
30/06/2011,1041.65,1098,1041.65,1062.05,1692
29/06/2011,1040,1068.9,1040,1049.7,1406
28/06/2011,1030,1059,1030,1049.5,20956
27/06/2011,1020,1040,1006.25,1030.65,1743
24/06/2011,1020.1,1028,1011,1023.9,1200
23/06/2011,1005,1035,1003.05,1021.9,988
22/06/2011,1014.1,1025,1012.6,1020,135
21/06/2011,1025,1029.9,1011,1020,1485
20/06/2011,1099,1099,1019,1020,1100
17/06/2011,1038,1040,1026,1032.55,1564
16/06/2011,1038,1041.75,1025.1,1038.7,758
15/06/2011,1038.15,1054.7,1031.1,1038.15,199
14/06/2011,1020,1078,1020,1046.85,3243
13/06/2011,1020,1025,1019.9,1021.3,842
10/06/2011,1011.65,1029,1011.65,1025,211
09/06/2011,1006.35,1030,1006.35,1026.8,1009
08/06/2011,1006,1030,1003,1029.4,1109
07/06/2011,1010.7,1020,995,1014.85,1617
06/06/2011,1030,1030,981.2,1001.55,573
03/06/2011,986.05,1009.9,983.6,990.7,1153
02/06/2011,999,1004.95,996,999.8,452
01/06/2011,995.15,1010.55,993.2,1000.45,540
31/05/2011,1000.2,1010.9,995.15,996.35,1180
30/05/2011,1015,1015,997.35,1007.2,126
27/05/2011,995.7,1026.75,994,1002.6,1066
26/05/2011,990,1009,989.8,1005.15,3149
25/05/2011,989.6,999.85,977.05,979.6,959
24/05/2011,1018,1018,996,999.65,2078
23/05/2011,980,1013,971.1,1000.85,417
20/05/2011,1019.9,1019.9,994.55,1004.2,254
19/05/2011,990.5,1009,990.45,1002.75,703
18/05/2011,1010,1015.5,992,1000.1,224
17/05/2011,1025.6,1031,1005.1,1010,53947
16/05/2011,1049,1055,1020,1032.25,806
13/05/2011,1034.25,1040.65,1007,1035.8,32034
12/05/2011,1015,1015,990,995.45,468
11/05/2011,1000,1014.9,1000,1001.45,459
10/05/2011,981.3,1018.75,981.3,1000.75,604
09/05/2011,1010,1018.75,1000,1003.9,1530
06/05/2011,1021.75,1021.75,1004,1005.6,408
05/05/2011,1015.65,1029.9,999.95,1003.3,613
04/05/2011,1010.1,1028.1,1004.5,1020.2,2290
03/05/2011,1012,1049.85,1012,1029.55,3850
02/05/2011,1025,1039.9,1024.95,1025.85,852
29/04/2011,1025,1049,1006.15,1025.75,1410
28/04/2011,1014.9,1027.8,1001,1015.65,1535
27/04/2011,1000.4,1016.9,1000.3,1004.35,596
26/04/2011,1000.2,1011.95,1000,1004.75,676
25/04/2011,1005,1031.9,1000,1005.95,21540
21/04/2011,1017.9,1020,999.75,1000.2,19008
20/04/2011,1008,1018,1000.2,1004,390
19/04/2011,1014,1020,988.15,998.2,1211
18/04/2011,1058.8,1058.8,1011,1025.25,325
15/04/2011,1025,1040,1016.15,1028.85,10998
13/04/2011,1024.6,1042,1016,1035.75,2067
11/04/2011,1000.1,1018.2,1000.1,1010.45,1060
08/04/2011,1001,1032.1,1001,1013.5,252
07/04/2011,1005.1,1023.8,995,1003.2,1777
06/04/2011,1029.9,1029.9,1017.5,1017.65,613
05/04/2011,1031.6,1031.6,1018,1029.65,133
04/04/2011,1030,1030,1016.05,1021.65,337
01/04/2011,1049.8,1049.8,1010,1028.9,843
31/03/2011,999.05,1080,995,1039.25,5790
30/03/2011,1015,1020,995.05,996.4,976
29/03/2011,1035,1048.95,1002.25,1012.35,773
28/03/2011,1035,1050,995.1,1035.15,2148
25/03/2011,1005,1035.15,1005,1029.75,1692
24/03/2011,999.7,1007,999.7,1003.55,415
23/03/2011,1000,1055,980,992.45,4511
22/03/2011,915,1015,912,979.8,7039
21/03/2011,937.7,937.7,905,906.95,977
18/03/2011,908,923,908,922.1,1270
17/03/2011,923.85,923.85,910,917.5,129
16/03/2011,881.1,936,881.1,928.1,732
15/03/2011,904.1,920,895.05,903.5,1716
14/03/2011,907.1,939.9,907.05,918.25,580
11/03/2011,942.85,942.85,912,920.25,290
10/03/2011,939.9,944,927,940.55,70
09/03/2011,944,950,930,934.35,159
08/03/2011,942.25,955,941,943.65,409
07/03/2011,980,980,936.1,950,276
04/03/2011,951.35,975,951.35,974.9,4127
03/03/2011,950,981,940.1,969.35,1721
01/03/2011,931.25,975,923.2,957.3,2483
28/02/2011,903,937,903,932.35,417
25/02/2011,915.5,920,897.45,910.4,1289
24/02/2011,916.5,930,900,917.85,450
23/02/2011,916,938,916,923.3,496
22/02/2011,948.7,957.95,915,927.75,400
21/02/2011,950,955,930,930.6,557
18/02/2011,970,978.8,945,950.5,1107
17/02/2011,915,963.9,915,946.05,1084
16/02/2011,931.5,950,930,934.9,623
15/02/2011,940,947.7,925,939.05,759
14/02/2011,919.5,934.95,910,923,884
11/02/2011,885.25,910,885.25,905.15,632
10/02/2011,895,912.85,856.2,909.9,8557
09/02/2011,915,920,900,911.95,2908
08/02/2011,915,939.8,910,920,7584
07/02/2011,900.05,939.8,900,916.9,1046
04/02/2011,914.95,914.95,900,901.85,4358
03/02/2011,899.9,925,890,915.05,1870
02/02/2011,924.2,925,880,892.9,2222
01/02/2011,925,930,893,898.5,4527
31/01/2011,945,945,900.05,939,1658
28/01/2011,965,965,930,953.25,4001
27/01/2011,975,975,951.2,966.55,937
25/01/2011,969.75,989,965,971.15,1196
24/01/2011,981,1002,961.1,969.75,3607
21/01/2011,950.15,989,950.15,976.1,1508
20/01/2011,986.8,1140,951,958.1,4753
19/01/2011,988.95,988.95,955,955.2,259
18/01/2011,942.25,967.8,941.55,953.75,270
17/01/2011,950.6,973.65,950.5,957.25,327
14/01/2011,980,990,970,972,253
13/01/2011,985,1001,970,981.25,1768
12/01/2011,980,1000,910.1,982.15,58869
11/01/2011,989,1015,955,975.1,1871
10/01/2011,1034.95,1035,991.15,995.35,1032
07/01/2011,1030,1040.65,1015,1023.7,969
06/01/2011,1050,1050.2,1030,1030.2,1010
05/01/2011,1084.9,1084.9,1050,1051.4,494
04/01/2011,1066.1,1077.55,1060,1062.4,447
03/01/2011,1075,1094.3,1060,1060.75,4671
31/12/2010,1085.15,1108,1060,1071.55,5726
30/12/2010,1090,1105,1090,1100.2,16417
29/12/2010,1076,1104.8,1076,1090,8328
28/12/2010,1060,1076,1050,1074.35,1992
27/12/2010,1060,1063.95,1046,1059.75,1631
24/12/2010,1056.1,1068,1035,1050.95,1637
23/12/2010,1051.3,1068,1050,1062.45,1322
22/12/2010,1053.5,1065,1053.5,1060.1,1601
21/12/2010,1051,1079.9,1035.6,1060.15,983
20/12/2010,1021.2,1060,1021.2,1049.15,1010
16/12/2010,1040,1044,1014.1,1024.85,809
15/12/2010,1044.8,1044.8,1030,1034.05,1177
14/12/2010,1027,1049.65,1027,1040,12784
13/12/2010,1051,1055,1016,1037.7,531
10/12/2010,1035,1063,1000.2,1049.05,2130
09/12/2010,1145,1145,1020,1033.9,2463
08/12/2010,1105,1119.8,1090.1,1100.05,7332
07/12/2010,1100,1130,1085,1120.7,1723
06/12/2010,1077,1118.8,1076,1106.3,1618
03/12/2010,1120,1120,1073.75,1093.45,2260
02/12/2010,1091.2,1109.95,1062.1,1101.35,1192
01/12/2010,1055,1099,1047.25,1092.3,1778
30/11/2010,1028,1072,1028,1064.45,3695
29/11/2010,1035,1065,961.4,1048.65,2704
26/11/2010,1042,1065,1002.5,1052.45,7893
25/11/2010,1023.15,1063.95,1011.1,1058.6,2557
24/11/2010,1013.25,1060,991.15,1034.4,4502
23/11/2010,1044,1050,991.1,1025.45,4016
22/11/2010,1005.1,1048.95,1000,1035.75,5828
19/11/2010,1004.9,1011,970,1001.15,4244
18/11/2010,1002,1020.1,990,998.1,3741
16/11/2010,1049.15,1068,1006.05,1012.35,2077
15/11/2010,1061.4,1071,1031.3,1049.15,866
12/11/2010,1067.3,1083.9,1050,1078.4,1570
11/11/2010,1068,1094,1061,1068.95,1688
10/11/2010,1062.9,1082.8,1060,1068.25,3143
09/11/2010,1074.9,1074.9,1052,1055.95,2353
08/11/2010,1075,1080,1062.05,1074.9,3544
05/11/2010,1078.65,1080,1072,1075.85,332
04/11/2010,1073.25,1084.7,1050.1,1066.45,1836
03/11/2010,1080,1085,1058,1065.2,4110
02/11/2010,1118.8,1118.8,1075,1081.05,3407
01/11/2010,1149,1149,1100,1104.85,2411
29/10/2010,1146.9,1146.9,1110.1,1119.2,13041
28/10/2010,1132,1155.8,1131.5,1134.2,195210
27/10/2010,1130,1148,1125,1131.75,193539
26/10/2010,1169.9,1199.9,1115,1126,6511
25/10/2010,1122.8,1134,1112,1119.95,1021
22/10/2010,1130.05,1138.8,1117.15,1124.55,889
21/10/2010,1132,1148,1111.1,1138.75,1441
20/10/2010,1135.35,1135.35,1125.25,1131.9,771
19/10/2010,1136.2,1150,1120,1135.35,3507
18/10/2010,1116,1143.7,1103,1136.2,869
15/10/2010,1144,1145,1116.85,1120.5,1448
14/10/2010,1131.9,1140,1120,1134.05,49948
13/10/2010,1124,1133.7,1117.75,1131.9,2088
12/10/2010,1116.85,1121.35,1111,1120.6,382
11/10/2010,1130,1135,1110,1116.85,6549
08/10/2010,1130,1138.1,1104,1125.35,1113
07/10/2010,1106,1131,1103,1127.1,2436
06/10/2010,1113.2,1126.8,1100,1119.35,3007
05/10/2010,1145,1145,1106,1112.7,3360
04/10/2010,1112,1148,1112,1134.3,8105
01/10/2010,1070.05,1245,1070.05,1111.35,6092
30/09/2010,1066,1087,1056,1068.35,4084
29/09/2010,1078.95,1096.5,1058,1065.25,3317
28/09/2010,1080,1085,1060,1070.1,18610
27/09/2010,1124,1129,1068,1075,4496
24/09/2010,1097.95,1115,1085,1104.25,3910
23/09/2010,1120,1136,1075.6,1081.8,13093
22/09/2010,1124,1124,1075,1087.75,5651
21/09/2010,1121.1,1135,1081.4,1105.9,2770
20/09/2010,1124.95,1160,1102,1120.5,2318
17/09/2010,1144.95,1144.95,1102,1108.55,1568
16/09/2010,1156,1156,1125,1130.1,1054
15/09/2010,1168.3,1168.3,1133,1142.65,3110
14/09/2010,1187.9,1187.9,1147.1,1159.65,23483
13/09/2010,1188,1199,1135.1,1172.3,13686
09/09/2010,1166.5,1170,1132.1,1155.6,4545
08/09/2010,1180,1180,1129.05,1133.65,4148
07/09/2010,1128.9,1224,1128.9,1171.3,55789
06/09/2010,1076.65,1124,1040,1115.85,14043
03/09/2010,1080,1080,1052,1068.85,2362
02/09/2010,1029,1084,1025,1073.2,17797
01/09/2010,1010,1030.8,1000,1027.2,9025
31/08/2010,1025,1030,967,1015.1,11879
30/08/2010,1024.2,1032,1009,1023.3,5496
27/08/2010,1032,1032,987.55,1001.65,4310
26/08/2010,1010,1024,997.5,1018.4,6109
25/08/2010,1020,1026,995,1006.95,5939
24/08/2010,1021.1,1038,1017,1034,8668
23/08/2010,1038.95,1044.4,1019,1034.45,3204
20/08/2010,1005,1038.95,1000.1,1031.75,19830
19/08/2010,988,1023,969,995.85,40341
18/08/2010,952.1,988.4,952,982.05,1400
17/08/2010,975,986.95,965,969.35,1505
16/08/2010,981.1,1005,960,969.75,19045
13/08/2010,984.95,1003,975,994.75,3475
12/08/2010,960,1004.95,924.6,976.85,7563
11/08/2010,1010,1059.45,975,986,79906
10/08/2010,980,1016,967.25,1000.15,20385
09/08/2010,939.95,978,924,972.2,15219
06/08/2010,926,968.8,921.25,932.9,5922
05/08/2010,927.15,943.85,925,926.4,2329
04/08/2010,930,950,930,936.9,1714
03/08/2010,938,955,928,938.15,8101
02/08/2010,922,940,922,935.8,4110
30/07/2010,901,947.1,901,920.95,14687
29/07/2010,900,944.8,900,925.5,92130
28/07/2010,868,883,866.2,877.7,15842
27/07/2010,874.8,874.8,850.5,857.65,3054
26/07/2010,864.8,885,851.1,861.4,9374
23/07/2010,877.55,889.5,855,864.1,9598
22/07/2010,894,909.9,868,877.55,10591
21/07/2010,900.3,932,888,894,20324
20/07/2010,915,939,872,893.55,44618
19/07/2010,855,983,855,908.25,190716
16/07/2010,860,874,841.5,867.9,4990
15/07/2010,875,887,845.4,851.5,858
14/07/2010,880,886.5,866,875.4,2915
13/07/2010,870,892,855.2,878.65,10496
12/07/2010,854.1,888.9,854.1,865.95,22273
09/07/2010,880,891.95,844,852.7,43243
08/07/2010,788.95,925.75,770,884,204452
07/07/2010,782.1,814,766.6,771.45,11869
06/07/2010,784,789,770,786.3,980
05/07/2010,795,804.3,775,779.7,613
02/07/2010,801,819,775.05,782.3,2295
01/07/2010,800.25,814,782.35,785.25,3724
30/06/2010,784.95,820,770.05,814.1,7249
29/06/2010,775,795,770,774.75,5910
28/06/2010,775,784.95,765.15,774.8,1891
25/06/2010,812,812,760,767.6,3275
24/06/2010,810,813.6,801.1,804.3,2417
23/06/2010,803.9,809.9,790,806.9,2822
22/06/2010,810,810,776,801.45,1992
21/06/2010,766,807.45,766,795.45,2731
18/06/2010,753.15,775,753.15,756.65,726
17/06/2010,780,780,761,765.95,495
16/06/2010,761.05,780.9,750,769.1,1483
15/06/2010,746,777,740,765.2,5179
14/06/2010,745,749,730,739.45,13259
11/06/2010,750,750,739.95,740,1963
10/06/2010,735,755,735,740,4593
09/06/2010,735,746.95,733,742.4,1954
