Date,PFC-EQ O,PFC-EQ H,PFC-EQ L,PFC-EQ C,PFC-EQ V
03/02/2017,134.5,137.3,134.5,136.1,4485967
02/02/2017,135.3,136.85,134.1,134.45,4820447
01/02/2017,130.9,136.3,130.25,135.65,8622644
31/01/2017,134.4,134.95,129.3,130.15,13073410
30/01/2017,137.4,139.2,134.2,135.1,2809899
27/01/2017,139.1,140.25,137.1,138.25,6972671
25/01/2017,135.45,139.8,133.6,138.7,11183195
24/01/2017,132.5,135,129.6,134.45,3850307
23/01/2017,131.2,134.5,130.65,133.7,3083400
20/01/2017,132.1,134.2,129.85,130.55,4094233
19/01/2017,133.6,134.85,132.1,132.7,3932244
18/01/2017,137.3,137.6,133,133.4,4520701
17/01/2017,138.6,139.5,135.55,137,3485769
16/01/2017,136.2,138.85,136,138.35,4070377
13/01/2017,137.25,137.3,134.25,136.75,4796731
12/01/2017,132,137,132,136.05,6574963
11/01/2017,129.55,133.4,129.55,132.35,3718794
10/01/2017,131.6,132.8,128.05,129.2,4938633
09/01/2017,129.95,130.95,129.35,130.6,3117622
06/01/2017,128,131.9,127.5,129.45,8102822
05/01/2017,124.15,129.1,124,128.5,2487056
04/01/2017,125.2,126.2,123.1,123.65,1852228
03/01/2017,124,125.9,123.2,125.2,1360151
02/01/2017,122.95,124.3,120.65,124,1673821
30/12/2016,121.3,123.5,121.1,121.95,1379616
29/12/2016,119.35,122,118.5,120.7,4795398
28/12/2016,117.5,123.25,117.35,119.8,4674926
27/12/2016,115.5,117.65,112.9,117.15,3050826
26/12/2016,118.5,118.8,115.1,115.65,1851369
23/12/2016,124.5,124.85,118.9,119.7,3177057
22/12/2016,127,127.5,123.85,124.75,1382420
21/12/2016,131,131.25,127,127.3,2568003
20/12/2016,128.65,130.3,124.8,128.55,4471781
19/12/2016,125,130.05,123.6,127.4,4851716
16/12/2016,129,129.05,125.1,125.5,2362240
15/12/2016,127.3,129.85,126,128.2,1615247
14/12/2016,131.4,131.95,127,127.85,4985017
13/12/2016,131.65,132.75,129.4,130.95,2258493
12/12/2016,135.2,135.4,130.65,131.7,1874890
09/12/2016,133.5,136.4,133.5,135.2,3400498
08/12/2016,131.45,133.8,130.4,132.65,2048697
07/12/2016,130,132.9,127.25,129.15,2609455
06/12/2016,130,131.45,129,129.85,1548277
05/12/2016,131,131.4,127.55,129.55,3211226
02/12/2016,132,133.25,130.25,131.45,3193167
01/12/2016,134.6,135.7,132.8,133.6,2502376
30/11/2016,132,135.6,131.5,134.2,5304808
29/11/2016,129.95,132.7,129.9,131.7,3760205
28/11/2016,133.4,133.8,128.9,129.8,4043370
25/11/2016,128,132.95,127.4,132.6,7270682
24/11/2016,126.1,127.7,124.2,127.3,14299449
23/11/2016,126,127.45,123,126.95,3368746
22/11/2016,119.15,125.45,119.15,124.35,3516669
21/11/2016,126.05,126.05,118.1,118.55,3342490
18/11/2016,122.05,125.75,121.35,125.05,5150155
17/11/2016,118.5,121.9,117,120.95,2966847
16/11/2016,118.1,121.9,116.5,117.7,4351833
15/11/2016,119.6,120.9,115.2,116.1,4897189
11/11/2016,119.9,122.85,117.5,118.25,4429038
10/11/2016,118.4,123.4,118.4,121.45,3826357
09/11/2016,110,117.65,103.15,116.4,4852876
08/11/2016,115.4,116.4,113.8,114.6,1710886
07/11/2016,116,117.25,114.8,115.2,2103401
04/11/2016,115.6,115.75,110.55,113.85,2989498
03/11/2016,117.85,119.4,115.2,115.6,2282480
02/11/2016,120.9,120.9,118,118.2,1575225
01/11/2016,124.6,124.95,121.6,122.2,2661206
30/10/2016,125.65,125.65,124.2,124.5,206889
28/10/2016,124.35,125.7,123,124.1,2491793
27/10/2016,124.6,125.2,121.3,124.3,5758201
26/10/2016,126.35,128.2,124,124.65,2227331
25/10/2016,128.2,128.35,125.75,126.4,1942847
24/10/2016,128.9,130.4,126.5,127.3,4192135
21/10/2016,124.9,127.9,123.4,127.65,4559437
20/10/2016,123.9,125,123.1,123.95,1275051
19/10/2016,123.95,125.1,122.3,122.85,3519362
18/10/2016,123.5,124.45,121.45,123.6,3539897
17/10/2016,122.7,125.4,121.8,122.95,3493217
14/10/2016,124,124.45,121.4,122.3,1307994
13/10/2016,122.65,125.35,120.2,123.45,4708792
10/10/2016,123.9,124.55,121.5,121.95,2172677
07/10/2016,124,125.3,121.85,123.05,2668875
06/10/2016,127.1,127.4,123.05,123.75,5112008
05/10/2016,126.5,127.6,124.9,126.45,4722711
04/10/2016,123.2,126.3,122.1,125.7,6135694
03/10/2016,120.5,123.15,120.5,122.35,2567455
30/09/2016,114.4,120.65,113.95,120.3,4601244
29/09/2016,119.9,120.7,112.3,114,5128509
28/09/2016,120,120.75,118.35,119.05,4581589
27/09/2016,121.8,122.4,118.3,119.85,3773152
26/09/2016,122,123.6,121,121.75,2494508
23/09/2016,123.3,124.2,122.1,122.65,3296934
22/09/2016,121.7,123.5,121.7,122.75,2976040
21/09/2016,121.5,122.95,120.3,120.6,4032165
20/09/2016,119.4,121.95,119.4,120.85,2699462
19/09/2016,119,120.3,118.1,119.9,2670728
16/09/2016,119.4,121.4,117.9,118.35,4847500
15/09/2016,119.25,120.65,117.7,118.95,1319345
14/09/2016,119.4,121,118.6,120,5529485
12/09/2016,122.85,122.85,118,118.35,4414025
09/09/2016,126.95,127.65,124,124.85,2894612
08/09/2016,123.95,127.1,123.7,126.7,3278600
07/09/2016,122.7,125.35,122.3,123.95,3609256
06/09/2016,123.4,123.9,121.7,122.85,3811474
02/09/2016,121.6,123.35,119.4,122.9,4076650
01/09/2016,124.25,124.9,120.6,121.4,7060695
31/08/2016,114.8,124.5,114.7,123.7,11032897
30/08/2016,114.9,115.5,113.7,114.75,2058575
29/08/2016,116,116.8,112.2,114.35,4425508
26/08/2016,119.35,120.05,115.3,115.75,3688741
25/08/2016,122.28,123.23,118.15,119.28,12942498
24/08/2016,119.2,121.28,118.75,120.85,6413248
23/08/2016,118.83,120.1,118.25,119.58,4889046
22/08/2016,118.95,120.38,117.25,118.73,4223088
19/08/2016,119.95,120.45,117.7,118.53,4161636
18/08/2016,116.95,119.95,116.95,119.6,3964314
17/08/2016,113.95,117,113.8,116.68,4823708
16/08/2016,111.3,114.45,111.18,114.05,6137740
12/08/2016,109.45,111.8,108.75,111.03,5459010
11/08/2016,108.75,109.9,106.13,108.95,7203616
10/08/2016,112.5,113.93,108.2,108.73,8246928
09/08/2016,112.75,114.33,110.98,112.1,6532228
08/08/2016,110,112.8,110,111.78,11104520
05/08/2016,108.7,110.4,108.63,109.88,4512482
04/08/2016,108.9,108.9,106.98,108.2,3988320
03/08/2016,109.63,110.3,107.33,107.9,3699200
02/08/2016,112.5,113.5,108.18,109.68,4745318
01/08/2016,109.4,113.3,109.3,111.63,6355242
29/07/2016,109.7,110.43,108.3,109.03,3228664
28/07/2016,110.35,111.6,109,109.65,4550160
27/07/2016,108.73,110.83,108.05,110.23,3632992
26/07/2016,111.7,111.78,107.75,108.15,4418924
25/07/2016,108.5,112.2,108.03,111,5105724
22/07/2016,103.8,109.35,103.68,108.48,6014138
21/07/2016,104.98,105.95,103.28,103.78,4763354
20/07/2016,103,105.45,102.05,104.73,5851034
19/07/2016,100.75,103.7,98.78,103.15,5758492
18/07/2016,103.9,104.25,100.3,100.6,4102314
15/07/2016,106.83,106.83,103.18,103.53,9416292
14/07/2016,100.5,106.4,100.03,104.95,13285896
13/07/2016,100,101.88,98.35,100.35,4671792
12/07/2016,101.75,101.93,98.75,99.38,5065364
11/07/2016,99.23,102.15,97.88,101.43,9975330
08/07/2016,93.75,98.25,90.75,96.98,11657482
07/07/2016,94,95.33,93.28,93.83,4100432
05/07/2016,91.43,94.4,90.93,93.65,6318112
04/07/2016,90,92.88,89.35,91.63,5448084
01/07/2016,86,89.05,85.75,88.68,6222722
30/06/2016,83.5,85.83,83.5,84.7,19896336
29/06/2016,82.05,83.63,82.05,83.23,2412228
28/06/2016,81.13,82.28,80.93,81.83,3568996
27/06/2016,81.2,82,80.78,81.2,3288678
24/06/2016,81.5,81.63,78.25,81.2,3478996
23/06/2016,83.48,83.63,82.43,83.4,1748376
22/06/2016,83.9,85,82.8,83.18,4619984
21/06/2016,82.7,84.6,82.33,83.5,4682022
20/06/2016,81.6,82.73,80.63,82.33,2887366
17/06/2016,81.95,82.1,81.18,81.63,2997958
16/06/2016,81.5,81.95,80.03,81.38,3479574
15/06/2016,81.35,82.15,80.63,81.75,2715086
14/06/2016,80.05,81.25,80.05,80.95,2417054
13/06/2016,80.7,81.4,79.5,80.05,2759868
10/06/2016,82.55,83.1,81.5,81.8,2017426
09/06/2016,82.45,83.5,81.6,82.3,3514298
08/06/2016,82.33,82.5,81.9,82.15,2033440
07/06/2016,82.5,82.83,81.78,82.15,2223164
06/06/2016,83,83.15,81.95,82.18,1997672
03/06/2016,83.35,84.45,82.33,82.95,3493940
02/06/2016,82.25,83.38,81.35,83.05,3743356
01/06/2016,82.2,83.55,81.9,82.2,4818174
31/05/2016,84.38,84.68,81.45,81.85,10429752
30/05/2016,83.28,85.45,82.9,84.38,3570884
27/05/2016,83.75,85,82.6,83.15,2979294
26/05/2016,84,84.35,82.38,83.68,4088222
25/05/2016,85.75,86,82.6,84.53,6454016
24/05/2016,84.4,85.8,83.83,85.15,3942008
23/05/2016,84.75,85.43,83.4,83.88,1880546
20/05/2016,85,85.58,83.55,83.95,2211802
19/05/2016,88,88.03,84.2,84.6,2399476
18/05/2016,85,88,84.1,87.48,2558918
17/05/2016,87.2,87.38,85.03,85.2,2925090
16/05/2016,87.7,88.13,85.28,86.93,4995680
13/05/2016,82.75,87.78,82.45,87.25,8484198
12/05/2016,82.15,82.9,81.1,82.38,3189692
11/05/2016,83.45,84.4,81.5,81.68,6081458
10/05/2016,85.75,86.23,84.4,84.73,2082452
09/05/2016,83.43,86.13,83.05,85.73,2883556
06/05/2016,84.5,84.5,82.55,82.93,2034168
05/05/2016,87,87.23,83.7,84.25,4197248
04/05/2016,87.5,88.75,86.13,86.48,3083550
03/05/2016,89.63,90.45,86.8,87.75,2896270
02/05/2016,88.2,90.7,88.2,89,1615326
29/04/2016,91,91.4,87.5,89.68,3894478
28/04/2016,90.15,91.5,88.95,90.5,4822544
27/04/2016,91.25,91.9,89.18,89.65,5165330
26/04/2016,86.85,91.35,85.63,91,8089664
25/04/2016,88.25,88.9,86.5,86.75,2620336
22/04/2016,87.63,89.45,86.9,88.08,7045824
21/04/2016,84.38,89.3,84.23,87.6,8945802
20/04/2016,84.75,84.8,83.3,83.85,2752904
18/04/2016,86,86.25,83.75,84.15,1979248
13/04/2016,84.5,86.55,84.3,85.8,3863206
12/04/2016,84.5,85.2,83.4,83.65,2947850
11/04/2016,84.5,84.7,83.08,84.2,1894950
08/04/2016,84.8,85.25,83.7,84.03,1377828
07/04/2016,83.68,85.63,83,84.63,3093482
06/04/2016,82.8,85,82.35,83.83,2689934
05/04/2016,83.5,84.88,82,82.83,2423210
04/04/2016,85.45,85.45,82.83,84.03,2717230
01/04/2016,85.5,85.5,83.05,84.25,3366630
31/03/2016,85.85,86.68,84.13,85.68,4933410
30/03/2016,84,86.25,83.68,85.95,2640862
29/03/2016,83.75,84.45,82.53,82.85,2409238
28/03/2016,86.95,86.95,83.85,84.15,2178778
23/03/2016,85.65,86.98,85.35,86.13,2169562
22/03/2016,86.05,87.13,84.83,85.58,2566260
21/03/2016,85.45,87.18,84.98,86.88,3127830
18/03/2016,85.63,85.7,83.8,84.85,2897846
17/03/2016,84.9,86.08,83.58,84.93,4682678
16/03/2016,84.58,85.6,82,83.85,3224560
15/03/2016,85.95,87.28,84.13,84.53,4853354
14/03/2016,84.85,86.15,84,85.55,2857252
11/03/2016,84.43,85,82.15,83.53,2802910
10/03/2016,85.55,86.45,82.68,83.6,2704242
09/03/2016,82,85.4,81.23,84.8,3032578
08/03/2016,84,84.65,81.25,82.25,2617578
04/03/2016,81.35,85.8,80.8,84.03,4735540
03/03/2016,82.3,83.45,80.1,81.28,2288228
02/03/2016,79.75,83,79.3,81.55,3426100
01/03/2016,77.4,78.85,76.43,78.23,4231488
29/02/2016,78.1,79.1,75.55,77.13,4588104
26/02/2016,79.4,79.5,76.25,77.8,4742426
25/02/2016,75.65,78.9,75.23,78.35,10594028
24/02/2016,75.25,76.4,74.18,75.28,3954742
23/02/2016,75.45,76.83,74.55,75.73,6578646
22/02/2016,76.53,77.15,74.25,75.28,2971244
19/02/2016,72.78,76.95,72.05,76.53,5932834
18/02/2016,76.33,77.7,71.55,73.15,8339342
17/02/2016,71.05,75.95,70.13,75.58,9693222
16/02/2016,75.43,77.23,71.55,71.95,5266888
15/02/2016,74.3,78.2,74.3,77,4043932
12/02/2016,75,76.43,70.5,73.08,8459250
11/02/2016,79.75,79.95,74.23,75.2,7792250
10/02/2016,85.9,87,77.85,79.03,7864536
09/02/2016,89,90.88,85.05,85.78,20253490
08/02/2016,88.85,93.1,88,90.28,4160058
05/02/2016,84.5,89.1,83.9,88.53,2661764
04/02/2016,84.13,85.8,81,84.28,3507142
03/02/2016,82.95,85.58,80.6,82.65,10194324
02/02/2016,86.98,87.85,84.3,84.58,6664654
01/02/2016,88,88.9,85.9,86.73,2594962
29/01/2016,83.95,88.2,82.13,87.55,7604652
28/01/2016,83.55,85.28,82.6,83.53,18887956
27/01/2016,82,84.53,80.73,83.53,6832604
25/01/2016,80.4,82.25,79.95,81.1,3615508
22/01/2016,76.25,80.15,75.45,79.63,6422442
21/01/2016,78.35,78.75,74.1,74.53,10472222
20/01/2016,78.7,78.7,75.58,77.13,5959070
19/01/2016,81.7,82.2,78.5,79.45,8460368
18/01/2016,85.5,85.5,80.03,80.5,6136842
15/01/2016,90.7,91.1,85.05,85.35,4252482
14/01/2016,90,91.28,88.73,90.23,3909660
13/01/2016,94.43,94.93,90,91.83,3207394
12/01/2016,94.75,95.93,93.03,93.73,1841194
11/01/2016,93.45,95.58,92.28,94.3,3726800
08/01/2016,95.28,95.98,94.3,95.08,3050970
07/01/2016,98.5,99.1,93.55,94.2,4186430
06/01/2016,100.83,102.73,99.45,100.35,3312958
05/01/2016,99.43,101.63,98.55,100.85,3954796
04/01/2016,101.2,101.25,97.6,98.18,3841028
01/01/2016,100.5,101.75,100.5,101.25,2051278
31/12/2015,101.65,102.25,100.3,100.7,16317220
30/12/2015,102.4,102.6,101.5,101.73,1906508
29/12/2015,101.7,102.75,100.58,101.88,5567098
28/12/2015,102.75,103.25,101.1,101.43,2417188
24/12/2015,104.85,104.85,101.75,102.4,1761312
23/12/2015,104.45,104.93,103.5,104,2533132
22/12/2015,109.2,110.5,107.6,108.1,3107640
21/12/2015,107,109.5,106.58,109.1,2869926
18/12/2015,107.98,107.98,106,106.45,3536978
17/12/2015,105.4,108.25,104.6,107.85,5654662
16/12/2015,103.5,105.78,103.05,103.4,3536568
15/12/2015,104,104.68,102.65,103.38,3840580
14/12/2015,99.93,103.85,99.53,103.48,3884840
11/12/2015,99.25,102.98,99.1,100.55,7275498
10/12/2015,102.5,103.13,98.3,99.3,5912384
09/12/2015,100.1,103.75,99.15,102.2,8175084
08/12/2015,103.05,104,100,100.3,7438684
07/12/2015,105.05,105.5,103.08,103.6,2021836
04/12/2015,106,106.88,104.33,104.63,2287908
03/12/2015,106.05,108.5,105.83,106.83,3373406
02/12/2015,107.2,107.48,106,106.5,1449466
01/12/2015,107.18,107.6,105.38,106.68,3020958
30/11/2015,105.9,107.48,105.63,106.65,3944632
27/11/2015,104.78,106.38,104.25,105.35,3427934
26/11/2015,104.25,105.1,103.78,104.15,3936464
24/11/2015,105,105.43,103.8,104.05,5081564
23/11/2015,107,108.13,103.88,104.68,7539642
20/11/2015,106.75,108.1,106.18,106.65,1919970
19/11/2015,105.88,107.7,105.58,106.78,2485536
18/11/2015,109.9,110.25,105.03,105.33,4672344
17/11/2015,112,112.05,108.58,109.43,4456824
16/11/2015,112.8,113.73,110.18,111.08,3629970
13/11/2015,113.75,114.9,110.75,112.63,6315290
11/11/2015,114.15,115,113.63,114.05,246406
10/11/2015,112.2,115.75,110.43,112.73,6974724
09/11/2015,114.38,116.33,112.25,112.78,3468516
06/11/2015,123.5,123.5,111.78,116.05,12013640
05/11/2015,126.55,128.1,124.13,125.93,3866150
04/11/2015,125.43,128.38,124.05,126.35,7967512
03/11/2015,122.03,126.25,122,124.83,8883138
02/11/2015,119.8,122.93,119.48,121.4,3561110
30/10/2015,118.23,121.88,117.75,119.9,4615378
29/10/2015,121.75,122.25,117.25,118.25,5788696
28/10/2015,121.58,123.25,120.38,121.75,2233250
27/10/2015,121.5,123.8,120.35,122.73,1832436
26/10/2015,124.03,124.9,120.6,121.4,2325234
23/10/2015,124.5,125,122.75,124.4,3866614
21/10/2015,122.8,124.13,121,123.65,1943352
20/10/2015,122,125.4,121.63,122.6,3926524
19/10/2015,122.5,122.75,120.45,121.93,2049220
16/10/2015,121.33,121.7,118.33,120.88,3018126
15/10/2015,119.88,121.93,119.65,121,2439148
14/10/2015,121,121.35,118.03,119.28,2948622
13/10/2015,120.23,122.5,118.3,122,5327292
12/10/2015,117.5,120.2,116.73,119.63,3403476
09/10/2015,119,120.13,116.3,116.98,2596448
08/10/2015,120.33,121.2,116.1,117.6,3430732
07/10/2015,122.95,123.18,118.5,119.15,5058076
06/10/2015,126.95,126.95,121.2,122.33,5468042
05/10/2015,115.13,126.83,115.13,125.63,10274576
01/10/2015,116.95,117,111,113.18,4802648
30/09/2015,115,116.25,114.05,115.05,5304302
29/09/2015,113.88,115.95,112.2,113.75,5889836
28/09/2015,118,119.28,113.63,114.68,2000066
24/09/2015,117,120.95,117,118,6767986
23/09/2015,117,118.65,116.4,117.4,2961378
22/09/2015,122.5,122.75,118.3,119.13,4707444
21/09/2015,115,122.9,114,122.05,3460834
18/09/2015,114.5,117.2,113.93,115.25,4634060
16/09/2015,111.73,113.95,111.08,113.33,3039196
15/09/2015,110,112.93,109.55,110.48,4334910
14/09/2015,110.73,113.18,108.6,110.08,3600042
11/09/2015,111.93,112.35,108.4,109.6,1756890
10/09/2015,108.5,112.08,106.68,110.63,3763608
09/09/2015,108,112,107.13,111.25,3277850
08/09/2015,105,108.38,103.05,106.1,2529488
07/09/2015,103.28,105.95,100.5,104.23,2791838
04/09/2015,110.5,110.73,101.73,102.75,5717112
03/09/2015,109.85,111.13,107.93,110,4672928
02/09/2015,112.55,114.25,107.68,108.85,3129054
01/09/2015,110.15,114.98,109.35,111.5,7069520
31/08/2015,109.4,113.18,106.88,112.08,3848316
28/08/2015,112.2,112.85,107,109.9,2755202
27/08/2015,108.2,110.5,106.9,109.6,5611002
26/08/2015,105,113,102.75,105.7,7755408
25/08/2015,99.5,107.6,92.75,106.68,5987462
24/08/2015,111.85,111.85,95.4,97.55,4672098
21/08/2015,115.2,115.43,111.35,113.93,4103590
20/08/2015,116.85,117.95,115.28,115.7,2348052
19/08/2015,119.68,120.3,116.8,117.45,1575458
18/08/2015,120.65,121.73,119.03,119.9,1558538
17/08/2015,121.65,122.65,119.78,120.18,2605312
14/08/2015,120.33,122.35,119.35,121.58,4481708
13/08/2015,119.98,121.25,119.05,119.8,3016074
12/08/2015,123.45,124.45,115.55,119.25,7290802
11/08/2015,123.58,124.35,122.7,123.73,4044328
10/08/2015,125.83,126.63,122.25,123.18,3694562
07/08/2015,124.35,125.8,123.5,125.5,4616922
06/08/2015,124.48,125.45,123.75,124.53,3354034
05/08/2015,125.68,125.93,124,124.25,2880878
04/08/2015,123.7,125.5,122.63,125.2,4445372
03/08/2015,123.08,124.23,122.6,123.1,3784074
31/07/2015,122.5,123.45,120.58,123.08,4983012
30/07/2015,122.23,123.95,120.53,121.63,7923108
29/07/2015,123.1,123.45,119.85,121.88,9421274
28/07/2015,125.98,126.38,122.5,122.83,21056832
27/07/2015,129.03,129.78,125.85,127.13,5613314
24/07/2015,130.95,131.5,128.8,129.78,3135422
23/07/2015,131.55,132.25,129.55,130.05,2463656
22/07/2015,128.55,133.1,128.1,131.68,2091058
21/07/2015,134,135.25,128,128.75,1925752
20/07/2015,132.35,134.15,132.2,133.57,1567012
17/07/2015,134.9,135.35,132.6,133.03,1629290
16/07/2015,130.5,135.2,130,134.55,3169842
15/07/2015,131.43,131.82,129.07,129.65,1308040
14/07/2015,131.3,132.35,129.28,130.53,1819118
13/07/2015,129.35,131.48,129.35,131.05,2044910
10/07/2015,129.1,130.35,127.75,128.88,3156794
09/07/2015,127.68,129.43,126.75,128.53,1826780
08/07/2015,128,128.38,125,127.68,3514212
07/07/2015,131,132.18,128.5,128.95,3471390
06/07/2015,129.5,131.18,127.6,130.73,2672306
03/07/2015,129.03,131.38,129.03,130.65,1768258
02/07/2015,130.38,131.3,128.45,128.65,2177824
01/07/2015,129.35,130.8,128.05,129.63,2968992
30/06/2015,129.93,130.88,127.15,128,3751292
29/06/2015,131.05,131.85,127.63,129.2,2734116
26/06/2015,135.63,136.35,132.57,133.75,2241886
25/06/2015,137,137.73,135.25,136.4,3634212
24/06/2015,140.03,140.75,136.5,137.88,1720118
23/06/2015,136.5,139.75,136.38,138.8,2378466
22/06/2015,133.8,137.4,131.73,135.6,2945532
19/06/2015,132.32,133.8,131.13,133.1,3193182
18/06/2015,132.85,133.6,130.23,130.48,1901236
17/06/2015,132.53,135.28,132.53,133.43,2083454
16/06/2015,131.35,132.48,130.63,132.07,2032912
15/06/2015,129.3,132.4,128.88,130.78,1735672
12/06/2015,128,131.1,127.78,129.48,1548002
11/06/2015,133.1,134.15,128,129,2548996
10/06/2015,131.45,134.48,131,132.32,3042712
09/06/2015,129.05,132.5,128.9,130.57,1672924
08/06/2015,131.65,132.43,127.7,130.2,2276108
05/06/2015,127.95,132.25,126.5,131.63,3833692
04/06/2015,131.5,131.5,125.53,127.88,2998462
03/06/2015,134.57,134.57,128,130.43,3510230
02/06/2015,135,135.93,133.13,133.88,4249546
01/06/2015,136,136,133.6,135.03,3381206
29/05/2015,141.45,141.45,135.95,136.3,3811860
28/05/2015,138.63,141.7,136.5,140.2,5777968
27/05/2015,136.2,139.7,135.7,138.63,1689424
26/05/2015,140.48,140.88,137.23,138.13,1343258
25/05/2015,138.1,141.43,137.23,140.53,1741702
22/05/2015,136.5,139.82,136.3,138.93,2720192
21/05/2015,136.53,137.8,135.03,136.38,3669058
20/05/2015,136.5,137.9,135.63,136.53,2006302
19/05/2015,135.5,137.5,134.2,135.3,1968410
18/05/2015,135.75,137.2,134.05,136.48,1763686
15/05/2015,136,136.57,132.35,134.9,2757156
14/05/2015,132.45,136,130.82,135.18,2698264
13/05/2015,131.03,133.3,128.07,132.55,2573182
12/05/2015,132.48,132.78,127.95,130.4,6398126
11/05/2015,128.55,132.85,126,132.4,4793118
08/05/2015,128,130.88,127.58,128.23,3973932
07/05/2015,135.65,135.65,124.9,126.3,4623846
06/05/2015,139,139,128.95,135.48,8482434
05/05/2015,137.5,139.82,136.32,138.13,4405300
04/05/2015,133,137.93,133,137.38,3476626
30/04/2015,131.3,133.95,127.53,132.82,6568918
29/04/2015,135.75,136.25,130.65,131.8,5277250
28/04/2015,135.55,137.95,133.48,135.4,4380262
27/04/2015,137.25,137.35,133.5,135.63,2834360
24/04/2015,138.75,138.75,135.75,136.48,2266788
23/04/2015,139.07,141,137.45,138.1,3042774
22/04/2015,138.45,138.9,136.35,138.15,2657902
21/04/2015,138.48,139.25,134.73,137.85,2686064
20/04/2015,139.45,139.95,136.75,137.98,2655680
17/04/2015,137.75,140,136.73,139.2,2659610
16/04/2015,140.4,140.55,136.03,137.65,3537002
15/04/2015,144.23,144.5,138.5,139.82,3550088
13/04/2015,144,144.4,141.8,143.3,2761496
10/04/2015,143.8,146.1,142.28,143.8,4983066
09/04/2015,142.65,144.28,140.38,143.8,4031536
08/04/2015,137.57,140.48,136.13,138.98,3887390
07/04/2015,136.9,137,134.45,136.63,2999172
06/04/2015,143.4,143.4,137.43,139.05,3762890
01/04/2015,137.55,142.45,136.25,141.32,3225508
31/03/2015,136.13,138.32,135.5,136.53,2929978
30/03/2015,133,136.25,132.65,135.68,2202784
27/03/2015,135.5,137.4,128.7,132.15,4570816
26/03/2015,138.93,140.73,134.75,135.28,5982044
25/03/2015,140.5,141.13,137.9,140.2,3769090
24/03/2015,137.98,140.95,137.88,139.53,2457188
23/03/2015,138.75,139.68,135.88,137.98,2984194
20/03/2015,140.8,144.1,136.6,137.5,4399860
19/03/2015,143.35,144.9,139.35,140.3,4326158
18/03/2015,140.2,143.18,138.07,141.7,4684594
17/03/2015,136.98,140.5,136.05,139.35,8633582
16/03/2015,136.53,139.73,134.78,135.6,2555538
13/03/2015,146,146,135.38,136.18,4316118
12/03/2015,144.5,145.9,143.65,144.73,3599136
11/03/2015,142.5,145.9,141.1,143.63,4978794
10/03/2015,145.57,146.5,141.78,142.65,3071062
09/03/2015,146.7,147.7,143.57,144.8,3587760
05/03/2015,147.1,148.68,145.43,147.45,5956522
04/03/2015,152,153.43,145.25,146.25,6635214
03/03/2015,154.57,156.6,151,153.07,7971698
02/03/2015,147.8,155.5,146.75,154.35,8398684
27/02/2015,140.5,147.48,138.45,146.82,7333208
26/02/2015,137.2,140.1,136.07,139.5,6022252
25/02/2015,136.25,137.25,135.3,136.5,2898752
24/02/2015,136.75,137.38,134.18,135.15,4013456
23/02/2015,140.18,140.5,135.8,136.5,3375734
20/02/2015,138.63,141,136.53,139.15,3405990
19/02/2015,138.73,139.35,135,137.88,3819276
18/02/2015,140.85,141.15,137.07,137.57,3329134
16/02/2015,138.25,141.68,137.53,140.85,4980236
13/02/2015,139.98,141.45,136.65,137.35,7527800
12/02/2015,141.25,143,139.13,141.18,2958360
11/02/2015,142.8,143.85,138.7,140.53,4918092
10/02/2015,137.75,143.5,136.78,142.3,4697440
09/02/2015,140.63,140.63,137.1,138.57,2645716
06/02/2015,140,143,138.15,141.63,3341898
05/02/2015,140.6,143.82,138.88,139.75,3833412
04/02/2015,143.6,146.8,140.25,140.6,8003324
03/02/2015,156,156.75,142.5,143.48,7103134
02/02/2015,149.03,155.98,148.3,154.93,8801934
30/01/2015,148.98,152.95,147.05,149.23,7519324
29/01/2015,146.75,150.25,145.5,148,10054460
28/01/2015,141.5,147,140.65,146.32,7371218
27/01/2015,141.55,142.75,138.1,141.38,3657384
23/01/2015,141.5,143.95,137.8,140.75,7237446
22/01/2015,142.5,144.82,138.25,139.75,5142360
21/01/2015,145,147.4,141.5,143.2,6937656
20/01/2015,147.85,148.7,144.03,144.9,3886568
19/01/2015,146,149.5,146,146.5,5594082
16/01/2015,145.75,147.45,143.38,145.35,3910670
15/01/2015,143.05,147.85,141.5,145.75,9351306
14/01/2015,137.98,140.9,137.5,140.05,3759368
13/01/2015,141.5,142.25,136.8,137.65,3150336
12/01/2015,140.5,142.25,137.15,141.73,2781656
09/01/2015,141.45,141.9,139.3,140.35,4932710
08/01/2015,141.8,142.3,136.55,139.75,9176246
07/01/2015,144,145.2,137.75,138.8,8843688
06/01/2015,150.68,151,143,143.88,5914194
05/01/2015,153.8,155.75,151.9,152.23,3729254
02/01/2015,153.18,157.45,152.28,153.4,6129038
01/01/2015,150.7,153.45,149.13,152.93,2617484
31/12/2014,149.55,152,149.05,150.7,2538142
30/12/2014,150.1,151.4,147.62,150.47,2546288
29/12/2014,151,153.28,149,149.38,2846246
26/12/2014,146.3,151.35,145.05,150.4,3420518
24/12/2014,147.45,147.75,143.53,145.95,5606616
23/12/2014,151.5,152.5,146.75,147.22,3537510
22/12/2014,150,152.95,148.07,151.53,4200328
19/12/2014,150,151.95,146.4,149.68,7767012
18/12/2014,138.55,150.75,138.55,148.03,11205054
17/12/2014,132.9,139.7,131,136.05,7396058
16/12/2014,138,139.45,130.85,132.25,5188208
15/12/2014,137.12,141.3,134.6,139.38,3118502
