Date,PFC-EQ O,PFC-EQ H,PFC-EQ L,PFC-EQ C,PFC-EQ V
27/08/2008,66.03,66.75,65.05,65.33,415286
26/08/2008,65.17,66.25,65,65.92,375188
25/08/2008,67,67.22,65.6,66.08,609840
22/08/2008,65,66.25,62.83,65.45,1954418
21/08/2008,66.6,67.5,65.28,65.67,442926
20/08/2008,67.4,68.5,66.78,67.92,867898
19/08/2008,64.25,67.33,64.03,66.45,1518832
18/08/2008,65,66.9,64,65.03,1210550
14/08/2008,69.5,69.62,64.88,65.22,2440354
13/08/2008,72.5,73.42,68.4,69.42,1788512
12/08/2008,72.5,74.95,70.53,73.42,2650416
11/08/2008,73.92,73.92,71.25,72.22,1893308
08/08/2008,73.5,74,70.28,70.7,1268230
07/08/2008,69.35,73.65,69.12,72.88,3486900
06/08/2008,71.5,72.75,69.28,69.95,2924104
05/08/2008,66.47,71.25,66.47,70.22,3050932
04/08/2008,66.47,70.33,66.17,66.72,2195758
01/08/2008,65.5,68,64.53,67.62,1573374
31/07/2008,67.5,68.28,64.28,66.83,4862172
30/07/2008,62.5,66.2,62,65,1724604
29/07/2008,64.97,64.97,58.75,61.88,2570400
28/07/2008,65.47,66.7,64.25,64.97,1652730
25/07/2008,64.5,67.2,63.35,65.35,1891396
24/07/2008,68,68.25,64.12,65.95,1427304
23/07/2008,68.5,70,66.5,67.62,4269524
22/07/2008,64.5,67.45,62.5,65.15,4057352
21/07/2008,62.95,66.92,59.92,65.08,2189456
18/07/2008,59.88,63.45,59.25,61.73,3030558
17/07/2008,57,60.45,57,59,3933210
16/07/2008,54.5,57.3,52.52,55.52,3330048
15/07/2008,55.52,56.35,53.27,53.8,1218262
14/07/2008,56.98,58.5,55.5,56.48,1368362
11/07/2008,62.48,62.48,56.92,57.65,1142442
10/07/2008,61,63.23,60,61.65,2241112
09/07/2008,57,62,57,61.4,3584168
08/07/2008,54.55,57.95,52.62,56.08,1646364
07/07/2008,54.9,58.48,53.55,56.42,1720776
04/07/2008,49.02,55.75,49.02,53.15,1585744
03/07/2008,52.55,53.5,50.65,51.7,1628518
02/07/2008,51.15,55,48.52,53.7,1847446
01/07/2008,51.5,51.95,48.85,51.15,1350616
30/06/2008,54.5,54.5,50.52,51.2,2256996
27/06/2008,53.25,54.6,52.6,53.52,2043364
26/06/2008,55.5,56.2,53.9,55.27,2339540
25/06/2008,55.5,55.5,53.83,54.83,1176808
24/06/2008,54.5,56.75,53.05,55.58,1731004
23/06/2008,56.4,57.7,53.52,54.27,2403258
20/06/2008,61,61,57.6,58.08,1575592
19/06/2008,61.1,61.6,59,59.75,1054234
18/06/2008,64,65.25,60.92,61.92,3481520
17/06/2008,60.02,63.2,60,62.9,2276224
16/06/2008,60.25,62.4,59.83,60.88,1970006
13/06/2008,59.05,60.6,58.5,59.15,3639908
12/06/2008,56.08,59.23,56.08,58.17,3151370
11/06/2008,59,61.62,58.58,58.98,2427934
10/06/2008,59.5,61,58.88,59.4,1877262
09/06/2008,51.67,63.05,51.67,60.98,1186106
06/06/2008,65.55,67.22,64.05,64.33,1947840
05/06/2008,63.5,65.9,62.62,65.08,1469938
04/06/2008,67,68,62.55,63.62,1731140
03/06/2008,65,68.35,63.77,67.15,2014626
02/06/2008,70.25,71.7,65.35,66.4,2593970
30/05/2008,67.5,71.35,67,70.12,3275404
29/05/2008,69.5,70.35,65.9,67.22,3099084
28/05/2008,68.5,69.22,67.33,68.88,2294562
27/05/2008,70.38,71.5,67.7,68,1625970
26/05/2008,72.5,72.5,68.3,69.12,2525932
23/05/2008,71.1,73.45,71.1,71.53,3210048
22/05/2008,72.5,72.62,70.4,70.7,5159392
21/05/2008,74.8,74.8,72.65,73.38,6327696
20/05/2008,77,77.5,74.03,74.6,4853854
16/05/2008,78,78.83,76.8,77.25,3285394
15/05/2008,78.05,79.47,77.1,77.9,3697238
14/05/2008,76.38,78.7,75.03,78.03,2414524
13/05/2008,79.92,81.03,76.08,76.38,3073062
12/05/2008,82,82,78.15,78.95,2214010
09/05/2008,86.42,87.45,81,81.9,2266256
08/05/2008,87,89.22,84.5,86.72,1974788
07/05/2008,89.65,90.95,86.28,87.22,1536180
06/05/2008,93.8,94.85,88.05,88.75,5401400
05/05/2008,83.03,94.47,82.75,93.28,11896928
02/05/2008,81.95,84.22,81.83,82.92,1696288
30/04/2008,81.9,82.7,80.75,81.17,1849772
29/04/2008,80.33,81.75,79.5,81.08,1393254
28/04/2008,79.2,80.88,77.95,79.53,1250552
25/04/2008,78.92,79.3,76.65,78.58,625346
24/04/2008,80.42,80.42,76.38,76.83,1314176
23/04/2008,81,84,78.05,78.85,1767042
22/04/2008,78.45,81.1,77.25,80.25,2066522
21/04/2008,77,78.95,76.95,78.25,1664278
17/04/2008,79,79.72,75.55,77.12,4360730
16/04/2008,82.95,85.72,75.62,77.6,6111026
15/04/2008,78.8,83.1,77.62,81.65,1331550
11/04/2008,79.85,79.88,77.75,78.8,973572
10/04/2008,80.5,81.47,78.5,78.83,723016
09/04/2008,79.72,80.75,78.3,79.9,562568
08/04/2008,81.92,81.92,78.12,78.97,572066
07/04/2008,80.92,81.42,77.6,79.47,865688
04/04/2008,77.6,80.47,77.6,79.55,987222
03/04/2008,79.25,79.4,77.28,78.8,770960
02/04/2008,82.35,82.42,78.28,78.9,435112
01/04/2008,82,82.88,78.15,79.47,774466
31/03/2008,81.75,83.75,79.5,81.08,2643746
28/03/2008,83.85,84,80.08,82.25,4276154
27/03/2008,80,84.97,80,82.85,2972590
26/03/2008,79.42,82.4,78.6,81.62,1555114
25/03/2008,76.25,80,75.08,79.42,1401706
24/03/2008,76.67,77.45,73.38,74.92,1803128
19/03/2008,77.45,79.95,74.58,75.28,2988424
18/03/2008,69.5,78.1,69,72.72,3661294
17/03/2008,72.5,73,70,70.5,1682208
14/03/2008,77.5,77.5,71.83,75.12,3359520
13/03/2008,80,81.5,75,76.65,2008864
12/03/2008,89.92,92.47,83.5,84.05,1858770
11/03/2008,80.5,88.47,80.12,87.3,8024096
10/03/2008,77.5,82.9,74.3,81.55,4170826
07/03/2008,79.62,81.7,73.25,79.65,4162348
05/03/2008,84.5,84.95,79.6,80.5,3490790
04/03/2008,87.35,89.5,79.35,83.78,3370010
03/03/2008,90.6,92.45,86.55,87.35,1830210
29/02/2008,90.38,94.95,88.53,93.72,2722330
28/02/2008,95.5,96,88.38,90.38,5441928
27/02/2008,96.75,98.88,93.8,95.65,1658270
26/02/2008,96.25,97,94,95.47,844286
25/02/2008,94,96,91.03,95.67,918434
22/02/2008,95.75,96.5,92.1,92.5,1443458
21/02/2008,97.53,100.5,94.3,96.5,2013440
20/02/2008,96.25,98.42,95.55,96.58,2381920
19/02/2008,96,101.35,95,97.05,5596078
18/02/2008,94.2,94.95,90.12,93.92,1792384
15/02/2008,90,94.6,87.58,92.2,3662998
14/02/2008,77.92,93.5,77.58,92.2,5549684
13/02/2008,82.5,84.25,72.55,75.35,4643358
12/02/2008,85.85,90,80,81.67,1266224
11/02/2008,89.5,91.65,82.5,85.5,970958
08/02/2008,92.5,93.95,88.05,91.38,934878
07/02/2008,96.25,97.5,90.85,92.08,1839952
06/02/2008,93.5,97.5,91,95.85,2681174
05/02/2008,93.7,98.95,93,96.9,2511980
04/02/2008,98.75,98.75,92.8,94.28,1648214
01/02/2008,96.5,98.47,94.1,95.03,1487320
31/01/2008,97.85,97.85,92.03,95.22,3930944
30/01/2008,99,101.35,94.5,97.85,4167072
29/01/2008,99.47,100.55,96.5,98.55,1972388
28/01/2008,96,99.2,91.55,97.55,1491616
25/01/2008,97.47,100.45,95.25,97.12,2259546
24/01/2008,100.5,104.5,86,92.62,2067152
23/01/2008,92.5,103.75,87.5,95.12,2044526
22/01/2008,97.5,109,75,87.25,2462032
21/01/2008,116,116,96,104.58,2142596
18/01/2008,126,126.2,113.55,115.55,1142084
17/01/2008,128.45,129.5,125,125.78,786256
16/01/2008,127.5,128.75,121.25,126.78,1135804
15/01/2008,137.5,139.45,127.03,128.38,1756912
14/01/2008,131.85,134.95,127.45,133.75,1354550
11/01/2008,120.5,131.5,120.5,130.45,1745714
10/01/2008,131,132.45,124.12,125.22,790614
09/01/2008,128.5,132.75,126.12,129.6,1065154
08/01/2008,134.97,134.97,126,127.38,2221960
07/01/2008,132.5,136.5,131.07,132.7,2011962
04/01/2008,139.82,141,134.55,135.55,2632998
03/01/2008,134,138.9,132,138.18,4634806
02/01/2008,134,135.95,130,132.85,888738
01/01/2008,132.8,135.35,131.35,133.93,861754
31/12/2007,132.5,135.75,130.5,131.82,1129754
28/12/2007,126.25,133,123,131.85,1557722
27/12/2007,131.5,131.5,125.1,126.25,1268804
26/12/2007,125.95,131.95,124.65,129.1,1244004
24/12/2007,124.9,126.95,123.88,124.42,909062
20/12/2007,126.12,126.72,121,123.4,1191406
19/12/2007,129.95,130.72,122,124.25,706832
18/12/2007,124.5,129.7,118.25,125.67,1415968
17/12/2007,130.57,131,121.03,124.35,956210
14/12/2007,132.5,133.8,129.5,130.57,904602
13/12/2007,135.03,136.8,131.65,132.5,726350
12/12/2007,135,136.5,132.12,134.1,1597430
11/12/2007,134,136.78,133,134.82,1765650
10/12/2007,135.45,135.5,131.3,132.62,938048
07/12/2007,137.15,139.4,130,134.12,1938090
06/12/2007,134.9,138.8,132,136.15,5575050
05/12/2007,125.28,133.7,110.1,132.07,3914386
04/12/2007,127.47,127.75,124,125.12,1383982
03/12/2007,123,127.2,122.6,125.62,2113496
30/11/2007,99,122.75,99,122.1,1807132
29/11/2007,124.95,124.95,115.12,117.22,2655132
28/11/2007,125.92,126.22,119.12,121.08,1087990
27/11/2007,126,128.95,116.33,123.45,2633088
26/11/2007,123,128.25,121.75,127.12,3166114
23/11/2007,120,129.5,112.75,120.9,4947824
22/11/2007,120,121.5,108.92,114.3,2903956
21/11/2007,131.6,133,117.5,119.25,2648172
20/11/2007,132,136.95,130.12,131.6,2795492
19/11/2007,139.75,142.5,131.55,133.62,3554308
16/11/2007,140,144.85,133.53,136.07,3611044
15/11/2007,145.5,148.7,141,142,2869712
14/11/2007,141.5,148.35,137.55,144.18,6185426
13/11/2007,132.5,140.45,130,136.85,4819314
12/11/2007,129,132.45,122.25,130.38,8276730
09/11/2007,137.12,138.5,132.5,135,347620
08/11/2007,136,141.75,135.03,136.8,5087604
07/11/2007,139,144.95,130.53,141.75,9651582
06/11/2007,123.95,146,123,136.68,10957708
05/11/2007,118.5,125.45,118.5,122.45,2904174
02/11/2007,112.5,121.25,112.5,120.1,2900464
01/11/2007,125.1,126.97,119.28,120.15,1774670
31/10/2007,118.75,125.9,116.5,123.4,4529802
30/10/2007,118.4,122.5,115.5,119.25,3993018
29/10/2007,119.2,119.75,115.7,117.35,2955574
26/10/2007,110,117.95,108.5,116.62,5704638
25/10/2007,107.95,111.88,106,110.47,8937806
24/10/2007,107.5,109.95,106.15,107.15,5198938
23/10/2007,99.45,107.5,98.4,106.1,8360090
22/10/2007,97.05,97.5,93.08,96.03,6662646
19/10/2007,109.5,111.17,98,99.33,4953446
18/10/2007,111,116.25,105,109.4,10585016
17/10/2007,105.5,111.25,92.5,110.1,7103774
16/10/2007,108.65,111.95,103.62,110,7207236
15/10/2007,107,109.1,106,108.17,4439866
12/10/2007,105,109.5,103,106.22,8656258
11/10/2007,104,107.1,102,105.67,3335938
10/10/2007,103.95,108.35,101.25,104.17,17538996
09/10/2007,97.25,103.95,92.55,102.6,8860028
08/10/2007,105,106.75,95.7,97.2,6366502
05/10/2007,112.5,117.5,102.62,104,8491182
04/10/2007,103.5,110.9,102.5,110.42,14116358
03/10/2007,104.9,107.45,94.15,103.97,7200714
01/10/2007,101.12,104.85,100.92,104,4850612
28/09/2007,100,102,98.75,100.92,3471780
27/09/2007,102.5,103.85,98,99.08,5489056
26/09/2007,103.35,104.2,100.83,101.45,2060524
25/09/2007,105.25,105.85,99.8,102.4,4274970
24/09/2007,105,105.75,103.3,104.28,4742284
21/09/2007,101.25,104.6,101,103.25,5443484
20/09/2007,100.75,103,99.1,101.22,5719782
19/09/2007,99.5,101,98.6,99.95,3295166
18/09/2007,96.65,99.08,95.88,97.9,2630724
17/09/2007,97.85,98.2,95.83,96.42,2453826
14/09/2007,101.5,102.4,96.65,97.22,5723224
13/09/2007,97.05,101.25,96.03,99.88,7004600
12/09/2007,98.5,98.7,96.33,96.6,2719624
11/09/2007,96.25,98.45,95.78,97.53,6732480
10/09/2007,94.5,96.75,93.75,95.4,6508210
07/09/2007,99,100,96.1,96.78,6035394
06/09/2007,94.5,99.62,94.5,98.7,9388116
05/09/2007,94.5,97.6,94.25,95.58,9264060
04/09/2007,95,95.67,92.95,94.08,6566216
03/09/2007,89.25,95,88.38,94.4,13421882
31/08/2007,87.25,88.92,86.83,88.08,6967874
30/08/2007,89.6,90.03,86.25,87.12,4010834
29/08/2007,86.28,88.88,86.28,88.38,1779704
28/08/2007,88.5,90,87.1,88.72,3439474
27/08/2007,87.5,88.33,86.33,88.03,4025446
24/08/2007,85.38,87.75,82.65,85.38,7052306
23/08/2007,90,90.9,85.15,85.9,3723282
22/08/2007,87.5,89.05,84.42,88.22,3665500
21/08/2007,91.8,92.17,86.65,87.28,4091288
20/08/2007,88,92.25,88,91.1,5334046
17/08/2007,87.25,89.47,82.9,87.33,6240214
16/08/2007,89,90.67,86.5,87.72,6676258
14/08/2007,92.53,93.62,90.75,91.92,7684646
13/08/2007,89,91.85,89,91.2,5404074
10/08/2007,82.5,89,82.5,87.97,7201784
09/08/2007,96.2,96.45,89,89.78,8565986
08/08/2007,89.88,95.7,89.05,94.3,10830572
07/08/2007,89.35,90.42,87.8,88.28,2734076
06/08/2007,87.5,87.8,84.75,87.35,3272034
03/08/2007,89.4,91.2,88,88.33,4914932
02/08/2007,87.45,90.62,86.83,88.53,4406718
01/08/2007,91.97,91.97,86.75,87.17,5986174
31/07/2007,88.95,93.47,87.5,93.05,11026526
30/07/2007,87.25,89.95,85.05,86.67,6726314
27/07/2007,93,93,84.15,86.7,11805166
26/07/2007,94.95,95.45,91.55,92.5,7637882
25/07/2007,95.1,96.65,91.3,94.05,5591420
24/07/2007,96.22,98.4,95.5,96.12,10160260
23/07/2007,94.47,96.88,93,95.7,4675146
20/07/2007,97.5,97.5,94,94.47,3678348
19/07/2007,97.4,99.25,96.05,96.6,10075744
18/07/2007,95.83,99.25,90.67,96.7,17821172
17/07/2007,102.5,103.35,94.55,95.28,22675816
16/07/2007,88.9,99.95,88,97.83,35624152
13/07/2007,86,89.15,84.4,87.58,12097104
12/07/2007,85.5,85.97,84.1,84.65,8482342
11/07/2007,79.5,84.83,79.25,84.35,10380002
10/07/2007,81.45,81.45,79.28,80.8,4457152
09/07/2007,82.5,82.5,79.5,81.25,4282210
06/07/2007,81.25,82.5,79.28,80.1,6200726
05/07/2007,80.5,82.12,76.25,81.47,8894262
04/07/2007,79,80.22,77.75,79.55,10279380
03/07/2007,76.8,78.12,76.4,77.62,11318740
02/07/2007,74.4,77.35,74.15,75.95,8922220
29/06/2007,73.88,74.9,72.78,73.95,4720098
28/06/2007,72,75.22,70.83,73.33,14349160
27/06/2007,73.35,73.6,70.42,71.15,7700306
26/06/2007,72.5,74.2,71.75,73.35,2778836
25/06/2007,75.03,75.03,71.03,72.15,5252508
22/06/2007,75.5,75.5,74.35,74.75,2575132
21/06/2007,75.42,75.95,73.75,74.9,3909462
20/06/2007,74,76.15,73.6,74.95,7604698
19/06/2007,72.5,74.22,72.5,73.97,2282128
18/06/2007,73.5,74.88,71.95,72.35,3867454
15/06/2007,75.05,75.85,71.8,72.3,4728678
14/06/2007,70.5,74.7,70.5,74.1,4017150
13/06/2007,71.97,71.97,69.9,70.08,1886784
12/06/2007,73,73.4,70,71.38,3550790
11/06/2007,75.75,75.75,72.12,72.78,6461268
08/06/2007,74.4,75.08,71.65,72.75,6916614
07/06/2007,76,78.45,73.65,74.55,5573418
06/06/2007,79.1,81.28,76.58,77.12,5524012
05/06/2007,79,79.53,78.1,78.92,3453402
04/06/2007,80.12,81.2,77.5,79,7657248
01/06/2007,80.5,81.35,79.03,79.5,4505646
31/05/2007,80.33,82.2,79.03,79.35,11234110
30/05/2007,80.38,83.4,77.5,79.75,15615384
29/05/2007,75.05,82.72,74.6,81.88,9980402
28/05/2007,74.95,76.15,74.8,75.25,3172572
25/05/2007,71.62,75.45,71.62,74.22,3443398
24/05/2007,73.53,74.62,73.17,73.83,3590840
23/05/2007,73.75,76.2,72.05,73.97,4772806
22/05/2007,74.5,74.5,72.75,73.25,3899192
21/05/2007,75.4,76.22,74.1,74.3,1584464
18/05/2007,76.5,76.7,73.67,74.67,5967434
17/05/2007,73.55,77.3,73,76.7,13376330
16/05/2007,68.7,74.45,68.3,72.95,17419400
15/05/2007,69.95,70.92,67.5,68.03,6232900
14/05/2007,69.9,70.35,67.8,69.62,6565168
11/05/2007,65.5,70.22,64.15,68.65,23582228
10/05/2007,61.4,67.83,61.12,66.3,20857764
09/05/2007,60.05,61.4,60,60.88,1248850
08/05/2007,61.2,61.33,60,60.25,2438772
07/05/2007,61.5,62.42,60.4,60.67,1973698
04/05/2007,61.5,62.7,60.5,60.77,2949456
03/05/2007,63.2,63.25,61.1,61.35,1519012
30/04/2007,61.75,62.7,60.67,62.2,2247008
27/04/2007,63.05,63.9,61.1,61.77,3778836
26/04/2007,64.62,65.42,62.62,63.27,7796414
25/04/2007,61.83,64.5,60.25,63.98,10937754
24/04/2007,59.23,62.5,59,61.73,11337754
23/04/2007,57.55,60.9,56.33,58.73,13715818
20/04/2007,55.95,58.2,55.5,57.92,4800566
19/04/2007,56,56,54.4,54.98,3176680
18/04/2007,56.3,58.17,54.05,55.92,7356522
17/04/2007,54.5,56.3,53.58,55.12,6570806
16/04/2007,52.5,54.92,52.5,54.3,739360
13/04/2007,53.45,54.45,52.85,53.98,1797302
12/04/2007,54.98,55.75,52.45,52.8,3140050
11/04/2007,53.75,56.23,53.55,55.3,4633458
10/04/2007,53.3,54.08,52.52,53.62,2185042
09/04/2007,51.75,53.5,51.75,53.08,3288684
05/04/2007,51.5,52.38,50.85,51.55,2326662
04/04/2007,51.35,52.55,50.77,51.08,2454024
03/04/2007,50.88,51.45,50.5,50.52,2061862
02/04/2007,50.62,51.65,50.5,50.75,2496126
30/03/2007,52.25,52.75,51.9,52.15,1615508
29/03/2007,52.3,53.35,51.33,51.62,2662504
28/03/2007,52.1,53,51.62,51.98,1882584
26/03/2007,55,56.45,53,53.38,1945202
23/03/2007,53,56.6,52.38,55.6,4453394
22/03/2007,53.5,53.5,52.5,52.67,1610870
21/03/2007,53.5,53.5,52.48,52.75,789156
20/03/2007,53.95,54.05,52.75,53.08,1774888
19/03/2007,52.2,53.23,51.52,53.02,1068868
16/03/2007,52,52.35,51.2,51.45,818560
15/03/2007,52.4,53.4,51.55,51.8,2199790
14/03/2007,52.1,52.4,51,51.52,1129814
13/03/2007,52.17,53.75,51.5,53.35,2893574
12/03/2007,51.73,52.7,50.85,51.45,3893220
09/03/2007,55,56.2,51,51.65,2840580
08/03/2007,52.38,55.5,51.62,55,4454868
07/03/2007,53.62,53.75,50.75,52.12,3675434
06/03/2007,51.75,53.85,51,52.55,4394762
05/03/2007,52.85,54.25,50.6,51.02,7689574
02/03/2007,55.7,56.7,54,54.5,8015884
01/03/2007,56.02,56.95,54.25,55.27,8789572
28/02/2007,56,57.9,51.5,55.52,20756868
27/02/2007,60,60,57.42,58.7,33494710
26/02/2007,56,58.85,52.38,57.65,40321302
23/02/2007,56.5,59.7,52.77,55.83,184227964
