Date,VEDL-EQ O,VEDL-EQ H,VEDL-EQ L,VEDL-EQ C,VEDL-EQ V
20/11/2003,10.25,10.62,9.78,9.95,9047480
19/11/2003,10.75,10.75,10.03,10.23,6404960
18/11/2003,10.81,11.02,10.55,10.7,9468720
17/11/2003,10.4,11.15,10.28,10.88,19880280
14/11/2003,10.03,10.43,9.75,9.86,12556280
13/11/2003,10.3,10.42,9.93,10.06,14312120
12/11/2003,9.34,10.72,9.31,10.32,35695760
11/11/2003,9.3,9.62,9.13,9.21,8384120
10/11/2003,9.04,9.43,8.72,9.22,3709960
07/11/2003,9.4,9.62,8.85,8.95,13242560
06/11/2003,8.25,9.47,8.22,9.35,35035200
05/11/2003,7.74,8.34,7.72,8.2,19482440
04/11/2003,8,8,7.55,7.69,5451480
03/11/2003,7.76,7.97,7.76,7.92,8064000
31/10/2003,7.74,7.92,7.66,7.78,8729360
30/10/2003,6.95,7.71,6.88,7.61,19159440
29/10/2003,7.2,7.3,6.83,6.98,9853480
28/10/2003,6.84,7.22,6.5,7.04,22426240
27/10/2003,7.04,7.12,6.72,6.77,4629400
24/10/2003,6.88,7.12,6.53,6.99,5862080
23/10/2003,6.77,6.9,6.62,6.82,5855760
22/10/2003,6.75,7.2,6.44,6.66,6557240
21/10/2003,7.12,7.28,6.45,6.62,5815800
20/10/2003,7.42,7.42,7.07,7.14,2854840
17/10/2003,7.65,7.7,7.33,7.38,5997320
16/10/2003,7.4,7.75,7.4,7.59,13600000
15/10/2003,7.15,7.4,6.98,7.3,5045840
14/10/2003,7.42,7.49,7,7.07,5565880
13/10/2003,7.39,7.53,7.33,7.36,4837760
10/10/2003,7.55,7.62,7.28,7.33,4215960
09/10/2003,7.22,7.63,7.22,7.44,10142160
08/10/2003,7.38,7.42,7.1,7.22,7443160
07/10/2003,7.66,7.72,7.23,7.32,7608520
06/10/2003,7.72,7.8,7.53,7.58,4847880
03/10/2003,7.7,7.84,7.6,7.65,6691360
01/10/2003,7.55,7.79,7.45,7.64,14910680
30/09/2003,7.16,7.67,7.09,7.59,23025640
29/09/2003,7.09,7.38,6.95,7.1,12166120
26/09/2003,7.1,7.22,6.97,7.06,7369200
25/09/2003,6.85,7.21,6.75,7.09,10704240
24/09/2003,6.99,7.06,6.75,6.83,5388240
23/09/2003,6.53,6.97,6.5,6.89,9641320
22/09/2003,6.8,6.88,6.51,6.56,8333040
19/09/2003,6.88,6.99,6.51,6.79,12824160
18/09/2003,7.16,7.25,6.69,6.75,18283080
17/09/2003,7,7.5,7,7.22,37732040
16/09/2003,6.67,7,6.53,6.95,21004840
15/09/2003,6.42,6.79,6.35,6.68,16612320
12/09/2003,7.07,7.11,6.25,6.43,13889600
11/09/2003,6.52,7.08,6.5,6.98,20067160
10/09/2003,6.84,6.85,6.3,6.66,19968560
09/09/2003,6.97,7.12,6.71,6.87,20039000
08/09/2003,6.69,7,6.42,6.88,24495480
05/09/2003,6.34,6.72,6.34,6.57,17754600
04/09/2003,5.92,6.47,5.92,6.23,26085200
03/09/2003,6,6.37,5.66,5.8,25209440
02/09/2003,5.69,6.08,5.58,5.93,21450000
01/09/2003,5.36,5.62,5.17,5.58,10832600
29/08/2003,5.25,5.47,5.2,5.26,5060480
28/08/2003,5.45,5.54,5.23,5.27,5167320
27/08/2003,5.61,5.7,5.33,5.4,3835200
26/08/2003,5.3,5.62,5.26,5.57,6081840
25/08/2003,5.47,5.56,5.1,5.32,8694720
22/08/2003,5.47,5.54,5.36,5.4,5191520
21/08/2003,5.46,5.59,5.36,5.38,6570400
20/08/2003,5.61,5.72,5.35,5.38,13540960
19/08/2003,5.47,5.75,5.28,5.54,29567160
18/08/2003,4.77,5.65,4.77,5.36,46517760
14/08/2003,4.62,4.92,4.61,4.71,12706760
13/08/2003,4.61,4.65,4.53,4.63,8889240
12/08/2003,4.62,4.67,4.46,4.58,8487720
11/08/2003,4.35,4.7,3.79,4.57,17653840
08/08/2003,4.46,4.6,4.4,4.46,11004360
07/08/2003,4.1,4.45,4.07,4.39,10940320
06/08/2003,4.05,4.1,3.97,4.06,3312360
05/08/2003,4.24,4.3,4,4.03,5780280
04/08/2003,4.17,4.24,4.09,4.18,4714480
01/08/2003,4.35,4.38,4.09,4.14,4736360
31/07/2003,4.48,4.58,4.24,4.29,7365120
30/07/2003,4.51,4.55,4.4,4.47,4077440
29/07/2003,4.59,4.62,4.35,4.5,8942800
28/07/2003,4.31,4.62,4.29,4.5,18319720
25/07/2003,4.08,4.35,4.05,4.23,12180520
24/07/2003,4.11,4.14,3.94,4.02,7288880
23/07/2003,4.28,4.38,4.01,4.07,5921000
22/07/2003,4.31,4.35,4.11,4.22,3971680
21/07/2003,4.6,4.6,4.3,4.33,2552440
18/07/2003,4.17,4.57,4.17,4.51,5495040
17/07/2003,4.62,4.62,4.28,4.34,3677680
16/07/2003,4.7,4.7,4.54,4.6,4210400
15/07/2003,4.95,4.95,4.5,4.63,8983520
14/07/2003,4.67,5.09,4.67,4.85,16353320
11/07/2003,4.57,4.77,4.46,4.59,13217440
10/07/2003,4.55,4.7,4.5,4.55,3855240
09/07/2003,4.7,4.7,4.47,4.51,5392440
08/07/2003,4.7,4.88,4.58,4.67,5725360
07/07/2003,4.61,4.96,4.57,4.78,22898840
04/07/2003,4.15,4.64,4.13,4.54,25003120
03/07/2003,4.24,4.25,4.08,4.09,2830200
02/07/2003,4.25,4.29,4.08,4.12,5103440
01/07/2003,4.22,4.36,4.13,4.19,10753720
30/06/2003,4.01,4.3,4,4.15,16636360
27/06/2003,3.9,4.24,3.9,3.94,16655800
26/06/2003,3.77,4.06,3.77,3.83,10110240
25/06/2003,3.79,3.84,3.69,3.75,4396600
24/06/2003,3.67,3.84,3.61,3.75,6993720
23/06/2003,3.85,3.94,3.62,3.67,2957320
20/06/2003,3.65,3.92,3.65,3.79,3382160
19/06/2003,3.76,3.97,3.76,3.81,4726680
18/06/2003,3.95,3.95,3.8,3.81,2949480
17/06/2003,3.96,4.09,3.9,3.95,12385600
16/06/2003,3.54,3.98,3.45,3.91,23500840
13/06/2003,3.59,3.59,3.49,3.54,2145960
12/06/2003,3.27,3.6,3.27,3.51,4547800
11/06/2003,3.54,3.58,3.4,3.43,2776160
10/06/2003,3.58,3.69,3.44,3.5,8267800
09/06/2003,3.42,3.62,3.39,3.54,5075440
06/06/2003,3.54,3.6,3.38,3.41,2696920
05/06/2003,3.52,3.73,3.46,3.5,10221120
04/06/2003,3.35,3.58,3.35,3.45,6672400
03/06/2003,3.42,3.45,3.29,3.31,760280
02/06/2003,3.23,3.42,3.2,3.37,2579480
30/05/2003,3.46,3.48,3.05,3.33,1770960
29/05/2003,3.48,3.52,3.4,3.42,1560400
28/05/2003,3.5,3.57,3.35,3.42,2475440
27/05/2003,3.51,3.7,3.45,3.48,4352840
26/05/2003,3.4,3.56,3.4,3.5,6675880
23/05/2003,3.3,3.41,3.29,3.37,6076760
22/05/2003,3.48,3.48,3.04,3.28,17984680
21/05/2003,3.56,3.62,3.35,3.39,11488920
20/05/2003,3.16,3.63,3.1,3.55,24559480
19/05/2003,2.95,3.29,2.95,3.14,12662680
16/05/2003,2.98,3.09,2.85,2.94,4702480
15/05/2003,2.98,3.1,2.89,3.02,15132520
14/05/2003,2.66,2.98,2.66,2.95,16604120
13/05/2003,2.38,2.75,2.36,2.67,16645320
12/05/2003,2.42,2.45,2.33,2.35,8540200
09/05/2003,2.26,2.4,2.23,2.36,2479640
08/05/2003,2.38,2.38,2.25,2.27,1433360
07/05/2003,2.41,2.42,2.29,2.35,3078040
06/05/2003,2.25,2.38,2.25,2.35,4202480
05/05/2003,2.08,2.3,2.08,2.25,10236800
02/05/2003,2.04,2.09,2.04,2.07,669800
30/04/2003,2.05,2.06,2.04,2.06,312200
29/04/2003,2.05,2.08,2.02,2.04,267920
28/04/2003,2.05,2.1,2.03,2.07,1290960
25/04/2003,2.15,2.17,2.01,2.06,4436360
24/04/2003,2.25,2.25,2.12,2.15,2572960
23/04/2003,2.09,2.19,2.09,2.17,3006400
22/04/2003,2.1,2.12,2.06,2.08,2490000
21/04/2003,1.89,2.08,1.89,2.06,4518920
17/04/2003,1.82,1.94,1.81,1.89,1134600
16/04/2003,1.85,1.9,1.82,1.83,383480
15/04/2003,1.88,1.95,1.85,1.86,703840
11/04/2003,1.93,1.96,1.88,1.89,983560
10/04/2003,1.99,2.01,1.88,1.89,2114040
09/04/2003,1.93,2.07,1.93,2.05,8897520
08/04/2003,1.74,1.98,1.74,1.93,6084240
07/04/2003,1.65,1.77,1.65,1.75,1830120
04/04/2003,1.6,1.67,1.59,1.64,675360
03/04/2003,1.59,1.6,1.57,1.58,469840
02/04/2003,1.54,1.59,1.54,1.57,206000
01/04/2003,1.56,1.57,1.54,1.55,250360
31/03/2003,1.6,1.6,1.52,1.53,356160
28/03/2003,1.62,1.66,1.57,1.58,272440
27/03/2003,1.56,1.61,1.56,1.58,133640
26/03/2003,1.56,1.62,1.56,1.59,278320
25/03/2003,1.6,1.65,1.55,1.58,380800
24/03/2003,1.7,1.7,1.6,1.61,623200
21/03/2003,1.75,1.75,1.59,1.67,861720
20/03/2003,1.58,1.6,1.57,1.59,351480
19/03/2003,1.59,1.62,1.57,1.6,364520
17/03/2003,1.67,1.67,1.56,1.57,568960
13/03/2003,1.63,1.65,1.6,1.61,368360
12/03/2003,1.66,1.68,1.61,1.64,411720
11/03/2003,1.6,1.64,1.59,1.62,356880
10/03/2003,1.6,1.67,1.6,1.64,148040
07/03/2003,1.69,1.69,1.63,1.64,579920
06/03/2003,1.72,1.72,1.68,1.69,176040
05/03/2003,1.73,1.74,1.7,1.73,640880
04/03/2003,1.77,1.77,1.76,1.76,388680
03/03/2003,1.81,1.82,1.76,1.79,2220800
28/02/2003,1.84,1.86,1.78,1.79,971320
27/02/2003,1.82,1.85,1.81,1.83,372440
26/02/2003,1.83,1.85,1.81,1.83,543080
25/02/2003,1.82,1.87,1.77,1.81,1291960
24/02/2003,1.8,1.88,1.79,1.8,842800
21/02/2003,1.83,1.88,1.81,1.84,695800
20/02/2003,1.83,1.94,1.83,1.85,1634120
19/02/2003,1.87,1.94,1.84,1.93,4828960
18/02/2003,1.75,1.84,1.73,1.81,1815360
17/02/2003,1.7,1.75,1.69,1.73,629480
14/02/2003,1.7,1.7,1.64,1.65,325600
12/02/2003,1.66,1.68,1.64,1.65,416600
11/02/2003,1.69,1.71,1.65,1.66,419440
10/02/2003,1.68,1.7,1.65,1.67,549200
07/02/2003,1.73,1.74,1.69,1.7,481920
06/02/2003,1.71,1.75,1.69,1.71,508080
05/02/2003,1.71,1.74,1.71,1.72,780640
04/02/2003,1.73,1.76,1.72,1.74,1690440
03/02/2003,1.66,1.72,1.66,1.72,991760
31/01/2003,1.58,1.65,1.57,1.63,1323880
30/01/2003,1.71,1.71,1.61,1.65,3457200
29/01/2003,1.74,1.81,1.73,1.75,1304320
28/01/2003,1.74,1.75,1.68,1.74,1243320
27/01/2003,1.75,1.75,1.52,1.68,1300920
24/01/2003,1.88,1.89,1.76,1.79,1577760
23/01/2003,1.89,1.9,1.81,1.86,1710800
22/01/2003,1.93,1.94,1.89,1.9,1974320
21/01/2003,1.91,1.97,1.9,1.91,3319600
20/01/2003,1.93,1.99,1.88,1.9,3820000
17/01/2003,1.93,2,1.89,1.94,9032720
16/01/2003,1.69,1.93,1.69,1.91,15645880
15/01/2003,1.71,1.71,1.67,1.69,647560
14/01/2003,1.66,1.69,1.66,1.68,402240
13/01/2003,1.68,1.69,1.65,1.66,495720
10/01/2003,1.7,1.71,1.68,1.68,791240
09/01/2003,1.72,1.72,1.69,1.7,350080
08/01/2003,1.67,1.72,1.67,1.7,445240
07/01/2003,1.71,1.71,1.68,1.69,743440
06/01/2003,1.72,1.72,1.68,1.68,308800
03/01/2003,1.76,1.76,1.68,1.69,845640
02/01/2003,1.73,1.76,1.71,1.72,706840
01/01/2003,1.77,1.77,1.73,1.74,731040
