Date,VEDL-EQ O,VEDL-EQ H,VEDL-EQ L,VEDL-EQ C,VEDL-EQ V
25/03/2008,154.77,160,152.25,158.69,3857879
24/03/2008,160,161,149.26,151.16,4531439
19/03/2008,151.22,161.5,149.06,158.86,13569059
18/03/2008,148.5,152.4,140,145.47,6287499
17/03/2008,161,162.45,143,146.85,6062679
14/03/2008,163.9,168.47,162,166.5,4591959
13/03/2008,177.5,179.7,160.05,161.97,8098079
12/03/2008,175,181.5,175,179.55,6217639
11/03/2008,162.5,174.25,162.25,172.76,2862239
10/03/2008,157.5,167.25,152.5,165.8,2780419
07/03/2008,163.28,167.49,158.5,160.07,2837939
05/03/2008,172.4,174.4,167.55,168.78,2757499
04/03/2008,168,174.7,167,172.39,4399759
03/03/2008,167.15,173.5,163,166.81,3826759
29/02/2008,162,176,154.5,173.23,13150639
28/02/2008,157.5,165.95,155.62,162.34,11930559
27/02/2008,160,160.95,155.05,156.15,2333779
26/02/2008,160,161.5,155.9,157,1649639
25/02/2008,165.5,168.7,157.5,158.36,2197759
22/02/2008,166.75,169.92,163.5,165.47,1381819
21/02/2008,169.4,170.95,166.37,168.26,1524779
20/02/2008,165.15,171,164,166.19,2281559
19/02/2008,172.5,174.02,166,166.78,2905099
18/02/2008,158.5,172.24,158.5,166.79,6594879
15/02/2008,157.25,161,155.7,157.64,993139
14/02/2008,159.35,161.22,156.28,157.73,1790419
13/02/2008,152.5,157.95,151.25,155.87,2879859
12/02/2008,146.25,153.44,140.6,150.66,3764039
11/02/2008,150,150,140,142.23,1026239
08/02/2008,154.2,157.25,145.5,148.26,1342759
07/02/2008,159.95,162,152.25,153.58,1089459
06/02/2008,158.99,159.9,150.5,158.51,1181599
05/02/2008,161.5,167,156.65,160.92,1524559
04/02/2008,154.5,164.5,152.7,162.82,2376919
01/02/2008,153.97,159,150,151.63,1498079
31/01/2008,151.55,155.5,140,151.92,5857039
30/01/2008,160,160,147.5,149.9,1325479
29/01/2008,164.25,164.25,157,158.5,1628419
28/01/2008,151.55,164.5,151.55,160.44,1917239
25/01/2008,151.3,166.5,151.3,165.32,2725499
24/01/2008,147.5,160,144.5,153.18,4315539
23/01/2008,130,156.55,130,149.81,2207499
22/01/2008,113.78,144,105,130.5,10838779
21/01/2008,160,160.25,96.25,124.08,8042659
18/01/2008,168,169,155.3,160.12,1298199
17/01/2008,168,171.6,163.75,168.78,5223219
16/01/2008,169,169,160.28,166.75,2197359
15/01/2008,175,175.95,167.5,169.03,1029819
14/01/2008,175,175.9,171,172.75,1124459
11/01/2008,178.75,179.4,169.57,173.31,787939
10/01/2008,182.55,184.95,174.2,175.5,1817819
09/01/2008,187.5,187.5,178.55,178.84,1973799
08/01/2008,190,190,185,185.88,681499
07/01/2008,190,190,184.5,187.38,889879
04/01/2008,193.46,193.5,187.31,189.87,1938099
03/01/2008,192.5,193.5,188.25,190.34,1709559
02/01/2008,195,195.6,189.75,192.8,1645899
01/01/2008,191,198.45,190.75,193.54,3915079
31/12/2007,190.5,194.99,188.5,191.06,2318579
28/12/2007,182.81,190.5,182.81,189.84,2715039
27/12/2007,190,190,182.5,183.57,3456199
26/12/2007,191.01,191.25,186.25,187,2527199
24/12/2007,184.05,189.75,182.75,189.07,1799879
20/12/2007,183,184.9,180.05,181.25,1737479
19/12/2007,180,186.85,177.35,181.36,2605879
18/12/2007,181.3,185.25,171.94,177.25,3920619
17/12/2007,196.2,196.2,182,183.85,3012339
14/12/2007,189,195.5,187.75,194.56,3594419
13/12/2007,183.75,191,183.75,188.77,3960979
12/12/2007,180,184.05,176,183.54,1796719
11/12/2007,185,185,178.75,179.09,923619
10/12/2007,179.5,181.5,175.5,179.3,1115499
07/12/2007,182.4,183.49,176,177.83,1484219
06/12/2007,183.7,185.25,178.06,179.66,2515159
05/12/2007,181.25,183.99,178.55,179.45,2931979
04/12/2007,176.25,182.15,175.51,180.37,3060779
03/12/2007,174.5,177.42,171.95,175.03,1514859
30/11/2007,166.1,173.5,163.75,172.53,3314519
29/11/2007,170,172.45,160.05,163.03,6222899
28/11/2007,172.25,173.95,165.15,166.62,3423919
27/11/2007,169.5,172.4,168.25,169.35,1450919
26/11/2007,171.25,172.9,168.75,170.53,1274299
23/11/2007,166.75,174.75,165.35,167.75,1841979
22/11/2007,172.45,172.45,160.65,165.22,3471739
21/11/2007,179.75,179.95,164.71,166.27,2212999
20/11/2007,183.75,183.75,178,178.94,2856639
19/11/2007,188.8,190,183.5,184.29,1715299
16/11/2007,182.55,189.75,182.45,186.23,3700599
15/11/2007,182.5,188.5,178.05,185.62,3452579
14/11/2007,177.5,193.1,177.5,182.01,3520179
13/11/2007,180,182.35,174.5,176.18,7163419
12/11/2007,170,181.95,165.05,179.87,5136359
09/11/2007,180,188.24,176,177.63,535239
08/11/2007,175.82,182.4,174.5,177.19,3836019
07/11/2007,185.85,185.85,185.85,185.85,1999999
06/11/2007,182.5,185.97,170,174.47,5162899
05/11/2007,177.5,188.25,172.25,180.42,5971039
02/11/2007,181.25,185.9,172,181.81,7277799
01/11/2007,192.45,194.95,179.5,181.87,6696099
31/10/2007,182.5,197,181,186.62,6823379
30/10/2007,180,184.15,171.01,181.36,4549359
29/10/2007,172.5,179.5,172.5,178.12,4598799
26/10/2007,166,174.85,165.15,170.06,5892919
25/10/2007,165,171,163.25,166.71,6618219
24/10/2007,157,166.2,156.5,163.23,5854899
23/10/2007,141.25,157.45,141.25,154.57,6156939
22/10/2007,139.95,149.75,130,139.74,9074819
19/10/2007,155,158.75,133.75,137.21,4660699
18/10/2007,164.7,172.5,145.5,151.26,4223679
17/10/2007,165,165,136.5,160.04,5655159
16/10/2007,165.35,178.4,160.5,168.66,7773099
15/10/2007,144.95,168.95,144.95,165.12,9340179
12/10/2007,142.5,148.35,141.25,146.32,3320099
11/10/2007,141,144.25,141,143.01,1121859
10/10/2007,142.5,147.49,117.56,142.11,4595019
09/10/2007,135,142.5,128.75,141.05,3568919
08/10/2007,143.45,144.4,130,135.03,3627859
05/10/2007,139.38,146.5,137,140.74,4906499
04/10/2007,135.5,140.75,133.5,138,4194279
03/10/2007,130.5,141.25,130.5,135.25,6097639
01/10/2007,127.5,130.75,126.55,130.02,4862599
28/09/2007,117.45,127.7,117.45,126.21,7594699
27/09/2007,113.35,121.25,111.61,118.01,11948939
26/09/2007,109.95,113.38,109.95,111.44,1150399
25/09/2007,113.85,114.5,110.55,112.3,2960759
24/09/2007,114.75,117.4,112.5,113.86,2169899
21/09/2007,113.3,117,113.25,116.03,2648499
20/09/2007,111.55,117.1,111.25,115.4,5006559
19/09/2007,109.35,112.95,108.91,110.92,5983659
18/09/2007,107.45,109.75,107.45,108.29,1922659
17/09/2007,105.5,110.2,105.5,108.31,4208439
14/09/2007,107.5,108.5,105,105.5,4349759
13/09/2007,107.75,109,105.75,106.56,5189959
12/09/2007,104.95,109.5,104.25,107.71,11869379
11/09/2007,100.75,105.75,100.06,103.51,16584579
10/09/2007,98,100.34,97.5,99.75,1635219
07/09/2007,97.5,99.8,96.5,97.97,4321519
06/09/2007,101.5,101.5,99,99.61,1572959
05/09/2007,98.5,101,97.75,99.75,5461959
04/09/2007,97.5,98.5,97.33,98,5761079
03/09/2007,97.03,97.65,96.45,97.31,4381059
31/08/2007,97.25,97.75,96.78,97.22,1867319
30/08/2007,96.7,97.5,96,97.31,5976199
29/08/2007,90.05,97.45,90.05,96.31,6304839
28/08/2007,91,95.2,90.5,93.52,3882299
27/08/2007,87.25,91.35,87.25,90.58,947439
24/08/2007,85.4,88.4,85.4,87.95,338959
23/08/2007,89,89.5,87,87.14,331259
22/08/2007,85,87.3,85,86.74,370639
21/08/2007,87.25,87.25,85,85.8,707919
20/08/2007,87.9,87.9,85.75,86.07,116359
17/08/2007,87,88,84.5,85.13,1870459
16/08/2007,88.85,88.85,87.4,87.53,548819
14/08/2007,89.7,90.1,89.2,89.79,178979
13/08/2007,90.75,90.75,89.31,89.66,163519
10/08/2007,87.5,90,87.5,89.74,843619
09/08/2007,92,92.25,90.5,91.35,834439
08/08/2007,90.75,91.4,90.03,91.09,521879
07/08/2007,90.5,91.3,89.75,89.89,425819
06/08/2007,88.72,90.75,88.22,90.44,346079
03/08/2007,92.5,92.5,88,90.23,907159
02/08/2007,89.5,89.95,88.18,89.19,563619
01/08/2007,89.17,91,87.92,88.56,779479
31/07/2007,90,90.94,89.37,90.06,735739
30/07/2007,89.75,91.4,88.75,90.3,932439
27/07/2007,90.75,91.65,89.2,90.06,1110839
26/07/2007,93.5,93.9,91.61,92.16,2145899
25/07/2007,91.95,93.73,90.55,92.19,1214119
24/07/2007,92.95,93.75,92.15,92.38,879719
23/07/2007,93.8,94.5,91.25,92.92,1595459
20/07/2007,94.05,95.85,94,94.92,2080659
19/07/2007,94.65,94.95,93.55,93.76,631759
18/07/2007,94.3,95.55,92.75,93.66,1713259
17/07/2007,96,96.5,93.56,93.97,1331079
16/07/2007,95.67,98.23,94.27,95.22,5149379
13/07/2007,90.75,96.1,90.5,95.56,8149079
12/07/2007,89.9,90.5,89.52,89.97,920019
11/07/2007,88.4,89.95,88.25,89.3,519719
10/07/2007,90,90.35,88.51,88.74,943679
09/07/2007,89.77,90.5,89.25,89.39,681679
06/07/2007,90,91.24,89.25,89.53,1499399
05/07/2007,90.53,91.2,89.31,89.91,960299
04/07/2007,90.5,91.75,90.25,90.58,3336539
03/07/2007,89.25,90.41,88.81,90.19,1604239
02/07/2007,89.5,89.5,88.81,89.03,731379
29/06/2007,88.95,89.5,88,88.83,1770339
28/06/2007,88,89.2,87.4,88.09,3518759
27/06/2007,87.75,87.99,87.5,87.71,384179
26/06/2007,88.39,88.39,87.5,87.67,393679
25/06/2007,88,88.05,87.26,87.8,644339
22/06/2007,86.35,88,86.35,87.38,398099
21/06/2007,87,88.19,87,87.67,854399
20/06/2007,89,89,86.91,87.19,1683799
19/06/2007,88.5,88.99,86.9,87.97,1707459
18/06/2007,91,91,87.5,88.98,6191879
15/06/2007,88.5,89.5,86.53,87.68,6753279
14/06/2007,85.4,88.5,85,88.08,7199759
13/06/2007,84.5,85.44,84.4,84.57,635839
12/06/2007,85.1,85.75,84.38,84.66,1230499
11/06/2007,85,86.19,84.75,85.06,1689999
08/06/2007,83.75,85.89,83.75,84.68,2264699
07/06/2007,77.5,85.8,77.5,84.61,2724339
06/06/2007,83,83.75,82.25,82.38,651139
05/06/2007,83.78,84.05,82.88,83.05,813699
04/06/2007,84.5,84.5,83.6,83.68,588379
01/06/2007,84.4,84.75,83.7,83.79,730499
31/05/2007,84.75,84.97,83.2,83.86,3645159
30/05/2007,83.55,85.15,82.5,84.15,1734959
29/05/2007,84.95,84.95,83.51,83.73,539479
28/05/2007,86.05,86.59,83.5,83.79,731779
25/05/2007,84.45,84.45,82.75,83.48,2275919
24/05/2007,84.38,85.25,84.1,84.36,2316919
23/05/2007,85.45,85.75,83.75,84.38,9404419
22/05/2007,84.6,85.65,84,85.15,3007939
21/05/2007,85,85.25,83.5,83.95,1611279
18/05/2007,85.2,85.49,84.5,84.64,1186179
17/05/2007,86,86.4,85,85.16,1281899
16/05/2007,84.5,86.45,84.5,85.83,1883399
15/05/2007,85,85.95,84.5,85.48,1097339
14/05/2007,85.75,85.75,84.75,84.88,1213999
11/05/2007,82.5,85.25,81.1,84.62,2063839
10/05/2007,85.25,86.25,84.55,84.8,2397539
09/05/2007,85.85,85.85,83.7,84.99,2856919
08/05/2007,87.2,87.2,84.5,84.94,2872259
07/05/2007,88.45,88.45,85.78,86.28,2017759
04/05/2007,90,90,87.06,87.44,4643359
03/05/2007,89.75,90.5,87,87.49,6026659
30/04/2007,88,89.75,86.5,89.09,5321179
27/04/2007,91.25,91.25,87.61,88.28,11375099
26/04/2007,90,91.42,87.51,88.5,27696219
25/04/2007,85.2,88.74,84.85,88.21,24883099
24/04/2007,92.5,92.5,83.8,85,34582759
23/04/2007,89,89,86.7,87.11,4280139
20/04/2007,88.89,89.35,86.5,87.61,3700639
19/04/2007,86.5,87.2,82.68,86.33,3161579
18/04/2007,87.5,88.5,86.56,86.98,5394599
17/04/2007,85,87.6,84.25,86.88,9293819
16/04/2007,85.2,85.95,84.28,84.53,4617159
13/04/2007,84.25,86.1,83.5,84.63,6523539
12/04/2007,85.17,85.17,80.92,83.03,14579199
11/04/2007,88.7,89.4,86.5,87.47,8823859
10/04/2007,86,89.95,86,87.84,14501579
09/04/2007,87,87.34,85.58,85.81,4691599
05/04/2007,85.95,87.5,85.25,85.97,5211459
04/04/2007,87,90.5,85.06,85.55,6315379
03/04/2007,84,86.42,84,85.76,5143499
02/04/2007,85.26,85.94,81.18,83.78,10325739
30/03/2007,89.1,89.75,84.11,85.17,14071159
29/03/2007,90.4,92.25,86.18,87.13,12733499
28/03/2007,87.45,91.33,86.75,89.92,14513399
26/03/2007,86,88,85.5,87.24,8298899
23/03/2007,86.95,87.45,84.45,85.09,6627859
22/03/2007,86.75,88.4,86.3,86.77,5878579
21/03/2007,82.75,86.94,82.75,86.09,12577079
20/03/2007,81.5,85.69,81.5,83.78,17666679
19/03/2007,80.5,81.5,80.17,81.08,4912159
16/03/2007,80,80.9,78.25,80.14,7625179
15/03/2007,80,82,79.31,79.82,7515579
14/03/2007,78.4,81.9,76.75,79.33,14066939
13/03/2007,80.5,80.5,77,79.25,14127919
12/03/2007,79.6,81.2,79.5,79.75,6790999
09/03/2007,80.85,82.69,78.8,79.57,9657179
08/03/2007,80.65,81.45,77.69,80.07,14947539
07/03/2007,87.4,87.4,79,80.69,14919799
06/03/2007,82.5,87.05,79.51,84.16,19454179
05/03/2007,84,85.72,79.31,81.94,21132999
02/03/2007,82.75,88.7,80.1,83.12,26256299
01/03/2007,90.45,90.55,74.25,82.42,37370439
28/02/2007,95,96.95,87.75,89.15,15972159
27/02/2007,100.6,101.2,93.5,97.44,16581279
26/02/2007,94.8,100.85,93.45,99.71,18690979
23/02/2007,94.9,95.19,92.5,94.06,7312619
22/02/2007,96.75,97.05,93.75,94.23,9642519
21/02/2007,97.2,98.1,96.05,96.52,9290639
20/02/2007,95.69,96.95,95.5,96.39,9359699
19/02/2007,95.5,97,94.75,95.09,8111299
15/02/2007,94.76,97.25,94.25,95.19,6555879
14/02/2007,92,96.75,90.25,93.99,25173379
13/02/2007,91.05,93.65,89.45,92.14,7704639
12/02/2007,91.94,93.8,90.01,90.93,10475419
09/02/2007,94.35,94.9,91,91.53,5253679
08/02/2007,94.67,96.75,93.41,93.83,6670859
07/02/2007,96.9,97.19,93.83,94.16,10200479
06/02/2007,93.25,97.45,91.45,96.23,18090839
05/02/2007,93.7,93.7,91.91,92.42,3751959
02/02/2007,95.5,96.24,92.5,93.07,7882459
01/02/2007,95.75,97.1,93.67,94.92,10399939
31/01/2007,98.09,98.9,92.61,94.83,13088539
29/01/2007,98.5,99.9,96,97.41,16148519
25/01/2007,92.69,98.2,91.75,96.52,25244279
24/01/2007,82.5,91.75,82.5,90.84,24789439
23/01/2007,84,84.75,82.2,82.36,2942119
22/01/2007,83.12,84.25,81.9,83.94,2057659
19/01/2007,82.5,83.45,81.25,82.08,2102799
18/01/2007,83,84.25,80.7,81.99,3254959
17/01/2007,85.25,85.75,82.1,82.61,5647959
16/01/2007,85.5,86,83.8,85.14,3029279
15/01/2007,89,89.25,84.87,85.31,6133319
12/01/2007,84.85,85.5,83.35,84.94,4939939
11/01/2007,85,85.5,82.51,84.29,4954939
10/01/2007,85,86.25,84.08,84.63,7003739
09/01/2007,84,86.75,83.16,85.19,14976219
08/01/2007,86.4,87.45,82.51,82.83,12427359
05/01/2007,78,87.85,76.75,86.3,43892119
04/01/2007,78.5,79.95,76.5,77.61,15233559
03/01/2007,72.2,76,71.29,74.93,8019779
02/01/2007,70.75,72.96,70,71.64,4131859
29/12/2006,70.42,72.4,70,70.55,4388799
28/12/2006,70,70.95,69.55,69.93,2579519
27/12/2006,71.25,71.28,68.75,69.51,3239039
26/12/2006,79.95,79.95,70.06,70.67,8337059
22/12/2006,63.5,71.24,63.05,69.81,18911039
21/12/2006,59.36,62.55,58.25,61.86,2078139
20/12/2006,62.35,62.35,58.8,59.31,1113179
19/12/2006,60.95,61.75,58.7,59.93,1199559
18/12/2006,61.75,62.65,60.5,60.94,2683079
15/12/2006,62.05,63.2,61.26,61.53,1529359
14/12/2006,62.7,62.95,60.75,61.16,1271599
13/12/2006,58.55,61,56.25,60.8,855759
12/12/2006,62.25,62.25,56.3,58.05,1405999
11/12/2006,62.45,63.75,60.35,62.03,1427639
08/12/2006,63.5,63.5,62.45,62.6,900959
07/12/2006,63.75,64.24,62.25,63.26,890359
06/12/2006,64.95,64.95,63.25,63.27,1562159
05/12/2006,63.88,65.5,63.25,64.36,2827499
04/12/2006,63.64,63.64,62.05,62.99,815319
01/12/2006,63.5,63.86,63.18,63.64,694499
30/11/2006,63,63.7,62.6,63.21,1274419
29/11/2006,62.6,63.7,62.5,63.11,1028419
28/11/2006,62.25,62.85,61.05,62.46,932999
27/11/2006,63.25,63.75,62.25,63.06,889359
24/11/2006,63.75,63.75,61.9,63.22,910479
23/11/2006,63,63.85,61,63.52,1427619
22/11/2006,61.5,63.75,61.5,63.28,2842979
21/11/2006,59.08,62.25,59,61.6,3153999
20/11/2006,60.5,60.95,58,58.83,2296639
17/11/2006,60.25,62.92,58.78,59.77,2070199
16/11/2006,63.44,63.99,62,62.43,3095599
15/11/2006,66.15,66.15,62.1,62.95,2464259
14/11/2006,63.25,64.5,62.5,63.76,3003839
13/11/2006,63.49,63.5,62,63.03,3131559
10/11/2006,63.5,64.39,62.1,63.43,4796839
09/11/2006,62,64.14,61.75,63.7,8258899
08/11/2006,65,66.14,60.3,61.22,7813639
07/11/2006,60.5,64.75,56,63.86,5529859
06/11/2006,61,61.95,60.6,60.95,1431959
03/11/2006,62,62.5,60.75,60.91,2241479
02/11/2006,63,64,61.3,62.02,5682279
01/11/2006,59.75,63.4,59.02,62.84,11029019
31/10/2006,57.26,62.9,57.15,59.41,10653179
30/10/2006,56.25,59,56.25,57.14,5368599
27/10/2006,57,60.99,56.75,60.29,7089999
26/10/2006,55.19,56.7,54.75,56.33,2782379
23/10/2006,55.12,56.48,54.15,54.45,1605719
20/10/2006,53.8,54.85,53.8,54.45,696339
19/10/2006,56.13,56.4,53,54.03,1816439
18/10/2006,57.5,57.5,55.61,56.13,1506399
17/10/2006,56.99,56.99,55.76,56.14,1276759
16/10/2006,53.78,56.85,53.78,56.56,994239
13/10/2006,56.27,57.23,56.25,56.44,1591239
12/10/2006,55.75,56.56,54.99,56.27,1695639
11/10/2006,54.9,55.48,54.3,55.11,3491599
10/10/2006,53.5,54.7,53.3,54.29,2435399
09/10/2006,52.25,53.74,51.5,53.12,2937599
06/10/2006,51.5,53.9,51.45,53.39,4839279
05/10/2006,52,52.98,50.55,51.13,3683379
04/10/2006,53.14,53.14,50.15,50.81,3496019
03/10/2006,49.25,53.95,49.25,53.1,15000719
29/09/2006,48.35,49.1,48.35,48.79,718679
28/09/2006,49.45,49.5,47.87,48.27,1383659
27/09/2006,49.5,49.75,48.5,49.09,1714139
26/09/2006,48.2,49.34,47.85,48.89,2782359
25/09/2006,48.1,48.38,47.5,47.78,948479
22/09/2006,48.25,48.8,47.85,48.1,650179
21/09/2006,48.25,49,48,48.82,1154619
20/09/2006,47.09,48,46.75,47.8,733939
19/09/2006,48.05,48.5,47.5,47.72,1478279
18/09/2006,48.88,48.9,47.6,47.75,866099
15/09/2006,49.19,49.19,48.25,48.38,837139
14/09/2006,49.95,49.95,48.75,48.81,964979
13/09/2006,49.75,50,49.01,49.18,1122479
12/09/2006,48.65,49.25,48.25,48.92,2440979
11/09/2006,49.3,49.8,48.26,48.65,2425399
08/09/2006,49.5,49.98,49.1,49.24,1615439
07/09/2006,49,50.39,48.75,49.15,4122479
06/09/2006,47.75,49.49,47.66,49.27,5276119
05/09/2006,47.25,48.1,46.85,47.47,2339119
04/09/2006,47.7,47.8,46.5,46.71,2898979
01/09/2006,47.85,48.2,46.37,46.75,4233719
31/08/2006,49.74,49.75,47.51,47.7,3306179
30/08/2006,50,50.35,48.6,48.98,1821319
29/08/2006,51.5,51.65,49.31,49.41,1976739
28/08/2006,49.9,50.94,49.7,50.48,1183199
25/08/2006,50.2,50.55,49.25,49.54,1609759
24/08/2006,50.1,50.1,48.9,49.85,1512079
23/08/2006,50.65,51.24,49.85,50.23,1435879
22/08/2006,51.8,52.45,50.1,50.61,1310359
21/08/2006,50.75,52.1,50.25,51.8,1481839
18/08/2006,51.2,51.25,50.1,50.48,784419
17/08/2006,52,52.4,50.5,50.92,1265139
16/08/2006,51.56,53,51.16,51.45,2155599
14/08/2006,50.7,52.19,50.55,51.28,3017099
11/08/2006,48.9,50.38,48.9,50.01,4016959
10/08/2006,48,49.75,47.75,48.78,2137639
09/08/2006,46.25,48.5,46.25,48.14,1899479
08/08/2006,44.95,46.95,44.95,46.53,859119
07/08/2006,46.77,47.1,45.75,46.17,1737219
04/08/2006,48,48.69,45.73,46.27,4479519
03/08/2006,49,49.12,47.1,47.74,1586199
02/08/2006,48.5,49,47.8,48.63,854819
01/08/2006,48.2,48.95,47,48.46,1854439
31/07/2006,47.42,49.25,46.75,48.45,3332579
28/07/2006,46.5,47.38,46,46.92,2406439
27/07/2006,46.2,46.8,44.44,46.39,6999099
26/07/2006,46.2,48.7,45.25,47.52,5928119
25/07/2006,46.3,46.75,45.15,45.2,2652679
24/07/2006,45.15,46.24,44.06,45.68,3211619
21/07/2006,46.55,46.55,44.3,45.43,3396439
20/07/2006,44.99,46.9,44.11,46.45,5728379
19/07/2006,48.75,48.75,42.25,42.73,5951359
18/07/2006,47.75,49.5,46.19,46.42,2279499
17/07/2006,49.75,50.9,47.5,47.92,2146159
14/07/2006,51,51.49,49.05,50.41,1366559
13/07/2006,52.25,52.8,51.25,51.49,2201679
12/07/2006,51.5,52.95,51,52.27,2523479
11/07/2006,53.25,53.75,51.51,52.84,1827099
10/07/2006,54.25,55.05,52.42,53.2,1654019
07/07/2006,54.75,55.39,54.2,54.43,2324839
06/07/2006,54,54.75,53.3,54.2,1561819
05/07/2006,54.25,55.55,52.6,54.67,2848519
04/07/2006,57.05,57.05,53.8,54.2,2595679
03/07/2006,56.2,56.95,54.55,55.41,1575999
30/06/2006,55.75,56.65,55.05,55.84,3383019
29/06/2006,53.75,54.99,53.55,54.34,1953259
28/06/2006,54.75,54.75,51.55,52.34,3281839
27/06/2006,53.5,57.2,50.11,55.35,5324199
26/06/2006,57.5,59.83,54.01,54.77,5587459
23/06/2006,52,57,51,56.74,9436259
22/06/2006,52.5,57.75,52,52.5,8594579
21/06/2006,48.5,52.89,48.5,52.36,5047939
20/06/2006,48.5,50.5,45.91,48.14,3080719
19/06/2006,52.05,52.05,48.55,49.23,4183859
16/06/2006,48.55,53.7,48.55,51.45,7500819
15/06/2006,43.75,48.99,42.4,46.66,9169359
14/06/2006,44.5,46,40.45,40.98,5387379
13/06/2006,45,45,41.5,42.73,4167519
12/06/2006,51,51.5,45.35,46.36,5357799
09/06/2006,51.5,52.5,47.25,50.91,4429999
08/06/2006,50.4,55.95,47,51.63,8013419
07/06/2006,55.05,57.5,49.51,50.93,4626459
06/06/2006,59.4,60.9,56.25,57.25,2021499
05/06/2006,58.6,61.59,58.6,61.12,2379719
02/06/2006,62.25,62.25,57.5,58.14,3040199
01/06/2006,63.25,63.45,59.75,60.18,2742259
31/05/2006,63.5,63.5,59.01,60.97,3433399
30/05/2006,63.59,66,62.32,64.42,6533879
29/05/2006,64.39,67,62.6,62.95,2802239
26/05/2006,61.74,65.1,61.74,63.4,4276099
25/05/2006,61.05,61.74,57.5,60.45,3400639
24/05/2006,63.5,67.4,59.5,61.06,4553339
23/05/2006,64,64,56.8,62.48,4201239
22/05/2006,66.03,66.03,51.26,61.98,4125839
19/05/2006,67.49,70,63,63.94,4544019
18/05/2006,69.11,69.11,60,62.09,8020539
17/05/2006,67.5,71.05,67.5,70.28,7580819
16/05/2006,64.5,68.75,63.05,66,8561039
15/05/2006,76.24,76.24,60.15,64.46,6674999
12/05/2006,75.75,77.5,72.5,73.25,3727119
11/05/2006,76.31,77.5,75,75.67,2254439
10/05/2006,77.65,79,75.95,76.69,4384959
09/05/2006,79.75,79.75,75.55,76.27,5507639
08/05/2006,74.94,80.75,74.25,79.66,7660759
05/05/2006,76.5,77.45,74,74.94,4031159
04/05/2006,70.71,77.94,69.75,76.42,9516619
03/05/2006,66.25,71.7,66.25,71.08,8237419
02/05/2006,66.25,67.35,63.65,66.56,5311139
28/04/2006,59.12,64.5,52.55,62.42,3706899
27/04/2006,65.85,66.5,65.06,65.37,2494359
26/04/2006,66,66.95,63.7,64.41,2239239
25/04/2006,65.56,67,63.75,64.69,1659019
24/04/2006,68,68.01,65.35,66.5,1832499
21/04/2006,65.3,71.3,64,67.01,7511999
20/04/2006,65.75,67.65,65,66.22,4802139
19/04/2006,62.25,66.25,62.25,65.34,3919039
18/04/2006,58.75,64.1,58.75,61.69,2162659
17/04/2006,59.95,61.5,59.65,60.86,1794159
13/04/2006,62.5,62.5,58.75,59.21,4282779
12/04/2006,66.75,68.25,60.55,62.41,4425979
10/04/2006,66.15,68.75,65.25,66.39,3466419
07/04/2006,68,68.65,67.49,67.89,2963559
05/04/2006,67.28,68.25,65.55,67.93,2689259
04/04/2006,65.95,67,65.46,66.56,3537199
03/04/2006,64.7,65.64,64.25,65.37,3278499
31/03/2006,63.49,64.7,63,64.23,4585119
30/03/2006,63.35,64.5,62.4,62.91,5086279
29/03/2006,61.8,63.42,59.7,62.03,5041459
28/03/2006,59.25,62.45,58.55,61.82,6856019
27/03/2006,59,59.5,58.42,58.99,2655319
24/03/2006,58.99,59.9,57.95,58.29,2444839
23/03/2006,60.15,61.45,58.05,58.31,3828759
22/03/2006,61.35,61.38,59,59.86,3164659
21/03/2006,62.4,63.74,58.63,61.39,5593799
20/03/2006,58.5,62.5,58.06,62,10204719
17/03/2006,58,59.42,57.5,58.13,4567419
16/03/2006,54.75,58.65,54.1,57.73,6692559
14/03/2006,55.75,56.09,53.75,54,1923939
13/03/2006,56.2,57.45,55,55.19,2314599
10/03/2006,57.85,58.44,56.55,56.75,2790079
09/03/2006,57.05,57.65,53.11,57.05,2111259
08/03/2006,57.5,59,56.6,56.95,4012519
07/03/2006,58.4,60.6,56.25,57.22,5607039
06/03/2006,58.15,58.88,57.31,58.05,2439259
03/03/2006,60.4,61,57.2,58.09,6157359
02/03/2006,57,59.94,56.75,59.58,6273859
01/03/2006,56.75,57.25,52.5,56.48,3627019
28/02/2006,54,56.94,53,56.39,14290839
27/02/2006,51.95,53.2,51.95,52.91,4833699
24/02/2006,51.3,52.37,50.05,51.69,2532699
23/02/2006,52.2,52.75,51.16,51.38,4407939
22/02/2006,50.95,51.9,50.9,51.58,2126819
21/02/2006,50,51.2,49,50.74,3519559
20/02/2006,50,50,48.25,48.72,4409519
17/02/2006,51.8,52,49.77,50.01,6081079
16/02/2006,48.91,52.5,48.91,51.68,3410859
15/02/2006,52.1,52.7,51.5,52.15,2870959
14/02/2006,51.55,52.91,51.25,51.84,2494259
13/02/2006,52.5,52.75,51,51.88,3795339
10/02/2006,51.35,52.8,51.35,52.26,2890979
08/02/2006,54.05,54.05,50.5,51.34,7491699
07/02/2006,52.9,54,52.7,53.84,6259459
06/02/2006,50.3,52.85,50,52.4,4962639
03/02/2006,51.67,51.67,49.8,50.26,6176659
02/02/2006,52,52.24,51.11,51.67,3546559
01/02/2006,53.3,53.3,51.5,52.08,3153919
31/01/2006,52.7,53.5,52.55,52.95,2695379
30/01/2006,52.7,53.5,51.05,53.27,4211679
27/01/2006,53.17,53.2,51.64,52.46,7710079
25/01/2006,50,52.67,49.95,52.28,10537079
