Date,WIPRO-EQ O,WIPRO-EQ H,WIPRO-EQ L,WIPRO-EQ C,WIPRO-EQ V
22/02/2007,132.5,135.18,127.11,128.82,4833310
21/02/2007,131.2,134.3,130.05,132.5,3040446
20/02/2007,132.81,135.44,131.06,131.67,1313572
19/02/2007,134.99,136.98,134.13,135.04,2496316
15/02/2007,128.85,135.44,128.85,134.2,3740690
14/02/2007,126.43,129.64,123.96,128.89,2334072
13/02/2007,124.68,128.65,123.69,126.43,2314182
12/02/2007,125.59,128.45,124.09,124.96,1728476
09/02/2007,126.67,128.42,125.87,127.48,1714000
08/02/2007,127.42,127.83,125.53,125.96,1035306
07/02/2007,126.08,128.05,125.11,127.42,1936400
06/02/2007,125.68,126.89,124.14,125.83,1332356
05/02/2007,127.86,128.23,125.08,125.65,1458280
02/02/2007,124.88,128.85,124.09,127.48,5003650
01/02/2007,123.85,124.38,122.53,123.35,2604620
31/01/2007,125.08,126.61,120.92,121.56,2325646
29/01/2007,129.11,129.41,123.5,124.94,2165080
25/01/2007,126.74,133.8,125.1,129.11,4408030
24/01/2007,122.5,125.87,122.31,125.46,1336972
23/01/2007,123.89,123.9,122.03,123.05,1407550
22/01/2007,121.32,124.68,121.32,123.25,2303862
19/01/2007,126.27,127.46,121.81,123.03,2744792
18/01/2007,126.27,128.45,125.87,127.18,3140590
17/01/2007,129.26,129.26,125.18,125.65,5946586
16/01/2007,124.88,126.62,123.93,126.25,2840396
15/01/2007,125.16,125.58,123.29,124.28,1886380
12/01/2007,122.9,124.78,122.9,124.18,2909472
11/01/2007,116.95,123.29,114.97,122.81,5734452
10/01/2007,115.96,118.14,111.27,116.96,4581430
09/01/2007,115.77,116.26,112.99,114.95,2235686
08/01/2007,118.14,118.64,114.18,114.68,2781666
05/01/2007,120.72,120.92,117.95,118.55,2078840
04/01/2007,123.29,123.29,119.92,120.23,2878140
03/01/2007,121.32,123.26,120.35,122.94,3620516
02/01/2007,119.53,121.87,119.39,121.23,1601396
29/12/2006,121.11,121.69,119.14,120.11,1584246
28/12/2006,120.72,121.47,119.14,120.61,3776410
27/12/2006,118.83,120.88,117.25,120.35,3649446
26/12/2006,113.98,118.88,113.19,118.44,2841290
22/12/2006,111,114.97,109.86,113.88,3474152
21/12/2006,110.41,112,108.05,110.66,2879400
20/12/2006,113.09,114.74,108.29,110.07,4515020
19/12/2006,115.77,115.96,110.13,112.35,3519030
18/12/2006,103.41,116.16,103.41,115.56,2512346
15/12/2006,113.38,115.17,111.8,112.32,4097560
14/12/2006,111.2,113.96,107.84,112.9,2374676
13/12/2006,110.71,112.35,107.24,110.11,3469116
12/12/2006,112.97,113.92,109.42,110.71,2991300
11/12/2006,115.81,115.81,110.62,112.44,2462732
08/12/2006,115.81,115.81,113.65,114.37,2842210
07/12/2006,116.75,117.15,115.02,115.81,2918820
06/12/2006,117.74,119.14,116.41,116.94,1738522
05/12/2006,118.93,119.14,117.25,117.61,1530016
04/12/2006,119.14,119.33,116.56,117.11,1888496
01/12/2006,119.92,120.89,118.74,119.14,3115772
30/11/2006,118.93,132.81,115.59,118.92,5597612
29/11/2006,116.95,117.34,115.22,115.53,1734766
28/11/2006,118.15,118.15,115.27,116.03,3584600
27/11/2006,116.94,119.89,115.18,119.2,3489960
24/11/2006,115.96,117.53,111.27,116.98,2660812
23/11/2006,116.95,117.92,114.02,115.52,3530202
22/11/2006,112,117.35,112,115.98,5643386
21/11/2006,112.59,113.18,110.04,112.85,3342050
20/11/2006,109.02,110.61,107.28,109.92,2120816
17/11/2006,109.99,110.02,108.24,109.08,2000706
16/11/2006,108.64,110.02,108.28,109.74,4386160
15/11/2006,89.11,112,89.11,108.64,2476470
14/11/2006,108.23,109.11,107.45,108.11,2210082
13/11/2006,106.65,107.77,105.85,107.45,1623012
10/11/2006,106.35,106.65,104.66,106.38,1840166
09/11/2006,106.55,106.94,104.86,105.83,2317070
08/11/2006,105.26,106.45,98.02,106.11,1931452
07/11/2006,106.25,106.83,104.86,105.25,2123252
06/11/2006,106.84,106.84,105.08,105.46,1917500
03/11/2006,106.62,106.62,103.79,104.92,4417950
02/11/2006,106.25,107.64,105.31,105.68,4119560
01/11/2006,107.24,107.83,105.65,106.55,3098422
31/10/2006,110.21,110.61,106.27,106.71,4105620
30/10/2006,111.2,111.2,109.05,109.92,2982502
27/10/2006,110.6,112,109.92,111.64,2855422
26/10/2006,108.63,110.69,108.63,110.43,6415482
23/10/2006,110.29,110.61,107.81,108.49,2438600
20/10/2006,109.42,111.88,109.23,110.32,2648066
19/10/2006,113.84,113.84,108.4,109.14,10544080
18/10/2006,115.37,116.64,110.04,110.52,9455412
17/10/2006,117.89,117.89,112.66,114.01,4691212
16/10/2006,111.01,113.59,111.01,113.11,4399276
13/10/2006,109.02,110.98,108.43,110.52,4886762
12/10/2006,105.26,108.43,104.07,108.08,3753696
11/10/2006,104.07,106.25,104.07,104.83,6076376
10/10/2006,104.03,104.03,102.29,103.04,1874592
09/10/2006,101.89,102.64,101.1,102.22,1878660
06/10/2006,103.47,104.07,101.49,101.95,2316212
05/10/2006,102.09,103.67,101.32,103.25,2484482
04/10/2006,103.53,103.53,100.13,100.47,3042720
03/10/2006,104.05,104.05,102.23,103,1221102
29/09/2006,103.98,105.04,103.35,104.05,2323280
28/09/2006,103.65,104.44,103.08,103.44,2477366
27/09/2006,104.71,104.97,102.75,103.2,2955162
26/09/2006,101.89,104.54,101.17,104.34,4658530
25/09/2006,102.88,103.35,100.17,101.1,2188762
22/09/2006,104.07,104.07,102.63,102.93,2953786
21/09/2006,102.09,104.07,102.09,103.79,3907156
20/09/2006,101.2,103.02,100.2,102.6,1625172
19/09/2006,101.85,103.08,100.95,101.64,2829700
18/09/2006,100.92,102.48,100.92,101.85,2176846
15/09/2006,101.49,101.85,100.3,100.88,2709042
14/09/2006,102.11,102.78,100.91,101.55,1998550
13/09/2006,101.29,102.29,100.11,101.78,1884782
12/09/2006,99.21,100.3,96.93,99.8,3744200
11/09/2006,101.1,101.49,98.12,99.05,3408800
08/09/2006,101.69,101.82,100.13,100.94,2033356
07/09/2006,103.45,103.45,101.1,101.51,1939682
06/09/2006,102.48,104.07,101.54,103.59,2133900
05/09/2006,103.62,104.07,102.02,102.2,2117922
04/09/2006,102.78,104.07,102.78,103.62,1531260
01/09/2006,102.88,103.23,101.56,102.74,2550826
31/08/2006,104.37,105.26,102.09,102.81,4874656
30/08/2006,104.56,105.78,103.71,104.34,5228312
29/08/2006,102.48,104.66,102.09,104.19,3086502
28/08/2006,101.1,102.48,100.83,101.74,2206660
25/08/2006,102.29,102.94,100.89,101.24,2590146
24/08/2006,100.11,103.08,100.11,102.17,4970152
23/08/2006,102.05,102.05,100.5,101.29,2788906
22/08/2006,100.4,102.68,100.4,101.52,4569066
21/08/2006,101.29,101.85,99.91,101.24,3367352
18/08/2006,102.09,102.1,100.8,101.53,1792300
17/08/2006,102.09,103.02,100.88,101.35,2253340
16/08/2006,102.48,104.03,101.36,102.03,4303752
14/08/2006,100.11,101.47,99.74,101.13,1858766
11/08/2006,102.29,102.61,99.14,100.1,3860342
10/08/2006,101.1,102.76,100.11,102.16,3022130
09/08/2006,99.11,101.49,97.18,100.32,3083192
08/08/2006,99.98,99.98,98.14,99.52,1514840
07/08/2006,99.11,100.67,97.53,97.93,3040800
04/08/2006,100.3,102.05,99.63,100.67,4110070
03/08/2006,100.3,101.59,99.61,100.76,6086882
02/08/2006,98.12,99.91,96.78,99.63,2772252
01/08/2006,97.13,98.68,95.98,98.15,2326592
31/07/2006,96.93,99.11,96.01,97.29,3872856
28/07/2006,97.13,97.92,95.15,95.77,2537710
27/07/2006,95.55,98.89,94.56,97.87,8437382
26/07/2006,93.38,94.75,92.29,94.43,7649642
25/07/2006,95.13,97.11,92.41,93.13,4020412
24/07/2006,88.8,93.66,87.68,92.95,7587566
21/07/2006,92.17,93.15,88.03,89.01,6782202
20/07/2006,93.17,94.83,92.17,93.16,7510210
19/07/2006,97.36,98.86,89.6,90.86,10129956
18/07/2006,94.35,96.74,93.37,96.19,3542772
17/07/2006,96.72,97.53,94.16,94.89,4187136
14/07/2006,98.71,99.11,95.34,96.95,4600042
13/07/2006,102.48,102.88,99.11,99.63,4091652
12/07/2006,98.12,102.64,95.35,102.36,7552386
11/07/2006,100.1,100.3,95.37,98.22,4304296
10/07/2006,93.42,98.8,92.17,97.89,3913422
07/07/2006,97.83,98.99,92.2,92.94,4728026
06/07/2006,97.92,98.7,96.25,97.35,5705022
05/07/2006,101.08,101.08,97.05,98.49,9716042
04/07/2006,100.3,102.01,98.92,99.24,2429582
03/07/2006,102.56,102.56,98.44,99.61,4070266
30/06/2006,99.14,102.88,99.14,101.76,4531132
29/06/2006,95.97,99.11,95.55,98.46,8786620
28/06/2006,92.77,97.13,90.65,95.97,5394370
27/06/2006,92.17,95.94,89.99,93.94,5051972
26/06/2006,95.15,95.35,91.19,91.95,2769860
23/06/2006,89.02,96.14,85.31,93.09,3185182
22/06/2006,88.21,91.19,88.21,89.29,2718660
21/06/2006,84.43,88.19,84.25,87,4456266
20/06/2006,85.63,86.03,82.89,83.63,2929912
19/06/2006,86.26,89.2,83.38,86.4,4230332
16/06/2006,84.25,90.67,84.25,87.32,4788622
15/06/2006,80.68,84.13,79.29,83.26,2995396
14/06/2006,77.5,83.45,75.57,77.21,7445080
13/06/2006,83.26,83.26,77.5,78.36,3286480
12/06/2006,85.65,86.62,83.08,83.71,3292520
09/06/2006,83.26,87.34,81.29,86.21,3203136
08/06/2006,87.42,87.62,81.86,83.17,3656052
07/06/2006,87.7,89.95,86.03,88.28,3687832
06/06/2006,90.2,93.08,86.47,88.25,6346582
05/06/2006,93.64,95.13,89.6,90.69,3355526
02/06/2006,88.62,93.96,87.18,93.15,3897642
01/06/2006,89.6,92.57,85.85,88.15,6013400
31/05/2006,92.38,92.38,86.43,89.14,4082270
30/05/2006,93.56,95.94,92.19,93.38,3566682
29/05/2006,96.1,96.74,92.77,93.29,2589466
26/05/2006,94.95,98.32,91.19,94.16,5269220
25/05/2006,89.2,98.06,86.23,96.39,9800592
24/05/2006,97.13,97.13,89.2,90.08,4410480
23/05/2006,79.29,96.08,79.29,93.99,5594070
22/05/2006,97.33,99.11,84.84,87.58,5640976
19/05/2006,103.08,104.62,93.41,96.68,5534062
18/05/2006,106.65,106.83,97.92,100.61,2784560
17/05/2006,106.05,108.03,106.05,107.83,1533320
16/05/2006,107.05,107.42,102.91,105.88,5184230
15/05/2006,108.03,108.03,104.09,105.97,6146416
12/05/2006,106.94,108.83,105.8,107.95,3706442
11/05/2006,108.03,109.01,106.94,108,3087512
10/05/2006,106.65,108.53,106.65,107.56,2570126
09/05/2006,107.05,107.05,104.07,106.78,1682110
08/05/2006,108.08,108.23,105.78,106.74,2347636
05/05/2006,109.02,110.05,106.65,106.93,2190280
04/05/2006,108.03,108.8,106.05,107.21,1949656
03/05/2006,108.03,108.03,106.05,106.89,1513920
02/05/2006,106.33,108.98,106.27,106.9,1515016
28/04/2006,107.05,107.86,91.38,106.47,2289630
27/04/2006,109.31,111.59,106.05,108.48,5674152
26/04/2006,104.47,109.31,103.59,108.8,4788576
25/04/2006,105.06,106.61,103.62,104.46,2978592
24/04/2006,109.8,109.8,104.29,105.53,4646136
21/04/2006,110.38,111.33,106.07,108.8,3847130
20/04/2006,112,112,109.09,109.83,6590920
19/04/2006,116.75,118.74,110.11,111.05,13552936
18/04/2006,108.03,113.88,107.45,113.17,7918476
17/04/2006,102.76,108.03,101.89,107.25,4894616
13/04/2006,103.28,103.87,100.89,102.16,4220002
12/04/2006,106.45,106.45,101.82,102.5,6235216
10/04/2006,108.96,108.96,104.73,106.39,4127142
07/04/2006,112.22,112.87,106.69,107.19,4478500
05/04/2006,112.73,112.73,110.21,110.65,1771046
04/04/2006,112,112.94,110.51,110.95,2343270
03/04/2006,112,112.75,110.11,111.01,2335022
31/03/2006,113.98,113.98,109.5,110.95,2525320
30/03/2006,108.43,116.14,108.43,112.96,10386542
29/03/2006,105.11,108.02,105.11,107.58,3016522
28/03/2006,104.27,105.65,103.54,104.87,2666096
27/03/2006,106.05,106.05,102.7,103.11,3077572
24/03/2006,104.66,106.02,103.48,105.33,1721150
23/03/2006,104.6,104.8,103.09,103.64,2635490
22/03/2006,105.06,107.26,102.8,103.56,3424056
21/03/2006,107.24,109.02,104.66,105.5,2752512
20/03/2006,103.87,108.38,103.47,107.89,6141476
17/03/2006,104.05,104.05,102.88,103.16,1955150
16/03/2006,104.05,104.05,102.2,102.56,2943592
14/03/2006,107.05,107.05,102.78,103.41,2617390
13/03/2006,103.28,105.85,95.87,105.53,4949020
10/03/2006,101.69,103.65,100.75,103.16,3617656
09/03/2006,101.1,101.89,98.57,101.38,3957916
08/03/2006,103.67,103.67,100.11,100.58,4574222
07/03/2006,105.06,105.06,103.1,103.65,3025902
06/03/2006,105.26,106.02,104.08,104.79,1632832
03/03/2006,105.46,105.46,103.53,105,3142380
02/03/2006,105.38,107.44,104.51,105.17,4313376
01/03/2006,103.08,106.19,101.41,104.74,6814740
28/02/2006,103.38,104.05,101.89,103.17,4973552
27/02/2006,103.04,103.38,102.09,103.12,2035820
24/02/2006,103.47,103.47,101.92,102.38,2077860
23/02/2006,101.55,104.03,101.55,103.56,6677546
22/02/2006,102.09,103.02,99.2,102.35,2600930
21/02/2006,103.02,104.05,101.3,101.66,3917616
20/02/2006,99.11,101.69,97.97,101.27,4346806
17/02/2006,98.11,100.3,97.53,98.93,4170742
16/02/2006,98.34,99.29,96.78,97.16,3015890
15/02/2006,99.86,100.11,97.15,98.22,2582812
14/02/2006,100.11,101.27,97.13,97.37,4270746
13/02/2006,101.74,102,99.91,100.23,2393756
10/02/2006,102.6,103.87,100.39,101.56,4293566
08/02/2006,103.08,103.08,100.13,100.61,3895956
07/02/2006,102.48,104.07,102.31,103.15,3737050
06/02/2006,102.09,103.02,100.35,101.98,3578142
03/02/2006,107.44,108.11,101.76,102.29,7885082
02/02/2006,103.53,106.49,102.35,104.56,5910936
01/02/2006,105.06,105.65,102.68,103.53,2030580
31/01/2006,103.47,105.75,103.28,105,4488616
30/01/2006,100.3,104.38,99.11,103.56,4074900
27/01/2006,101.49,103.02,99.33,100.14,2536876
25/01/2006,98.12,102.19,98.12,100.74,6755186
24/01/2006,97.73,99.27,97.41,97.89,2519106
23/01/2006,98.25,98.32,95.66,97.59,3614616
20/01/2006,98.71,108.63,98.25,98.86,6953972
19/01/2006,92.17,100.5,92.17,98.73,10558782
18/01/2006,76.32,94.95,76.32,91.39,5906042
17/01/2006,90.8,92.66,88.32,88.87,2893390
16/01/2006,92.17,92.91,90.8,91.19,1630910
13/01/2006,91.19,92.13,90.65,91.2,3031912
12/01/2006,89.99,92.17,88.81,91.45,3194130
10/01/2006,91.48,92.35,90.42,91.11,3836126
09/01/2006,94.16,94.68,89.65,91.38,2894856
06/01/2006,94.16,94.16,89.4,93.7,3314536
05/01/2006,95.55,95.94,93.61,93.97,2798786
04/01/2006,94.26,96.14,94.26,95.37,3838882
03/01/2006,91.38,94.35,90.86,93.76,3834820
02/01/2006,91.58,92.08,90.26,91.52,2152270
30/12/2005,91.76,92.57,90.59,91.85,3649136
29/12/2005,90.95,92.17,89.43,91.84,4869142
28/12/2005,91.98,92.57,89.6,90.47,2297212
27/12/2005,89.66,91.97,88.9,91.63,2219336
26/12/2005,92.58,92.58,89.66,89.95,3068312
23/12/2005,92,93.17,76.32,92.26,4901932
22/12/2005,91.58,92.77,90.46,91.67,2667910
21/12/2005,92.38,92.77,89.89,90.86,3657150
20/12/2005,91.19,92.52,90.79,92.13,8460022
19/12/2005,87.93,90.67,87.93,90.39,6068156
16/12/2005,87.22,87.93,86.25,87.56,4538236
15/12/2005,88.24,89.01,86.36,86.9,4885436
14/12/2005,89.01,90.14,87.62,88.24,3564700
13/12/2005,86.62,89.2,85.97,88.98,5419036
12/12/2005,87.8,88.57,85.24,86.59,2813416
09/12/2005,86.43,87.8,86.01,87.5,2791672
08/12/2005,86.63,87.19,84.26,86.31,6254456
07/12/2005,84.94,87.2,84.65,86.5,3700522
06/12/2005,84.05,85.92,83.1,84.8,5192080
05/12/2005,85.81,86.19,83.39,83.8,2842862
02/12/2005,86.23,87.35,84.86,85.57,3198266
01/12/2005,84.21,86.23,83.06,85.81,7181536
30/11/2005,86.03,88.73,83.26,83.9,5006036
29/11/2005,88.25,88.61,86.24,88,2961530
28/11/2005,88.02,89.2,87.05,88.25,3783092
25/11/2005,87.1,87.8,86.34,87.13,3324960
24/11/2005,86.03,87.62,85.35,86.93,5256330
23/11/2005,82.86,86.13,82.77,85.52,4945282
22/11/2005,83.26,84.63,82.13,82.75,3905332
21/11/2005,85.04,85.04,82.47,83.5,4030970
18/11/2005,82.47,85.08,82.47,84.04,7956550
17/11/2005,81.27,82.47,79.59,81.91,3442910
16/11/2005,80.82,81.27,80.26,81.08,2630550
14/11/2005,81.47,81.47,78.56,80.15,3617322
11/11/2005,76.91,80.29,76.77,80.11,8131916
10/11/2005,76.33,76.91,75.62,76.44,2938680
09/11/2005,77.5,78.24,75.53,76.22,2845042
08/11/2005,75.32,78.3,74.38,77.47,4176656
07/11/2005,73.14,75.07,73.14,74.76,2876126
02/11/2005,72.26,73.64,70.86,73.28,2714192
01/11/2005,73.14,73.84,71.97,72.26,619460
31/10/2005,73.14,73.14,70.52,72.27,1722260
28/10/2005,73.35,74.04,70.37,70.74,3407040
27/10/2005,74.53,76.12,72.39,74.06,6900240
26/10/2005,74.77,75.31,73.84,74.67,1893346
25/10/2005,73.84,76.22,73.84,74.77,2451462
24/10/2005,77.71,77.71,73.74,73.89,2691986
21/10/2005,73.35,76.71,73.14,76.41,4760240
20/10/2005,74.69,75.92,72.35,73.09,4384152
19/10/2005,74,74.69,72.2,73.01,5836080
18/10/2005,76.5,76.87,73.41,74,3200182
17/10/2005,76.5,77.11,74.99,75.83,1929300
14/10/2005,77.71,77.89,75.75,76.5,3210836
13/10/2005,79.29,79.29,76.71,77.18,3758810
11/10/2005,79.09,80.08,76.96,79.11,4340362
10/10/2005,77.31,78.99,76.95,78.18,3991890
07/10/2005,77.5,78.54,75.81,76.96,5115746
06/10/2005,79.89,80.08,76.55,77.38,6764680
05/10/2005,79.89,82.03,79.68,80.17,6887892
04/10/2005,75.53,79.68,75.32,79.49,9613260
03/10/2005,74.38,75.72,74.14,75.34,3057562
30/09/2005,74.34,74.93,73.41,73.63,2683702
29/09/2005,73.89,75.31,73.54,74.53,12913820
28/09/2005,74.53,74.53,69.77,73.79,4969366
27/09/2005,74.14,75.12,73.54,74.57,2828546
26/09/2005,71.36,74.23,71.29,74.09,2186716
23/09/2005,71.33,71.92,69.87,70.92,1565472
22/09/2005,74.37,74.37,69.58,70.58,2823742
21/09/2005,74.34,75.32,73.35,74.06,2807902
20/09/2005,75.53,75.85,74.14,74.6,4009430
19/09/2005,76.12,76.31,75.14,75.31,2461546
16/09/2005,76.12,76.31,75,75.83,2057536
15/09/2005,75.37,76.29,75.37,75.82,2289456
14/09/2005,74.12,75.66,73.9,75.37,5167026
13/09/2005,74.34,74.93,73.39,73.93,4118072
12/09/2005,74.34,74.51,73.55,73.75,1786686
09/09/2005,75.09,75.09,72.86,73.63,2160550
08/09/2005,75.31,75.49,73.74,73.98,1813616
06/09/2005,75.03,75.31,74.34,74.93,2887800
05/09/2005,74.2,75.32,73.45,74.82,4159262
02/09/2005,73.74,74.63,72.62,74.2,4277516
01/09/2005,73.14,74.34,72.86,73.78,5152906
31/08/2005,70.96,72.53,69.82,72.29,2646702
30/08/2005,69.98,71.76,69.98,71.15,2433780
29/08/2005,71.92,71.92,69.51,69.73,2421446
26/08/2005,72.71,73.33,70.4,71.27,2727976
25/08/2005,70.17,73.47,69.44,72.84,4324970
24/08/2005,71.86,71.86,69.58,70.02,2231652
23/08/2005,72.75,73.14,69.92,70.71,3779490
22/08/2005,73.05,75.43,71.36,71.86,3429190
19/08/2005,72.35,72.74,71.08,71.37,3383506
18/08/2005,71.95,72.45,71.49,72.25,2873638
17/08/2005,72.32,74.12,70.71,71.78,2815618
16/08/2005,71.83,72.32,70.89,71.41,2850746
12/08/2005,72.65,73.35,69.98,70.85,3156292
11/08/2005,72.16,72.94,71.86,72.65,2741866
10/08/2005,71.35,72.16,70.77,72.12,2903318
09/08/2005,70.83,71.36,69.42,70.97,3452752
08/08/2005,71.76,71.83,69.54,69.83,3446032
05/08/2005,72.75,72.75,71.36,71.53,2474692
04/08/2005,73.05,73.25,71.86,72.51,2182626
03/08/2005,72.65,73.25,72.16,72.54,3296732
02/08/2005,74.29,74.29,71.36,71.78,2201032
01/08/2005,72.35,73.14,70.88,71.74,2884432
29/07/2005,71.46,73.84,71.46,72.98,4798246
27/07/2005,70.37,72.35,69.87,72.14,3101932
26/07/2005,69.87,70.89,69.64,70.23,3355652
25/07/2005,71.31,71.35,69.87,70.69,4384040
22/07/2005,70.86,71.17,68.43,70.89,6323158
21/07/2005,71.56,71.66,69.98,70.53,1525432
20/07/2005,70.96,71.56,70.87,71.1,1838018
19/07/2005,71.24,71.24,70.41,70.82,2718852
18/07/2005,70.17,71.17,70.17,70.47,3935638
15/07/2005,70.17,70.17,68.59,69.82,2546580
14/07/2005,70.37,70.86,68.89,69.01,2702226
13/07/2005,69.68,71.04,69.39,70.29,4943540
12/07/2005,70.96,71.17,69,69.61,6931172
11/07/2005,72.95,73.35,70.88,71.04,2866726
08/07/2005,71.86,73.11,71.17,71.65,3443258
07/07/2005,74.04,75.82,69.38,70.42,6168512
06/07/2005,73.84,74.14,72.16,72.87,3669626
05/07/2005,74.83,75.13,72.75,72.95,3228178
04/07/2005,74.26,74.47,73.35,73.98,2591000
01/07/2005,74.34,75.32,72.48,73.82,4287772
30/06/2005,73.05,76.91,72.35,75.95,18161146
29/06/2005,73.32,75.14,72.05,74.7,5744778
28/06/2005,74.63,75.11,72.95,73.41,4880840
27/06/2005,74.32,75.43,74.29,74.77,4027686
24/06/2005,74.83,74.98,73.57,74.32,3939566
23/06/2005,74.83,75.53,74.53,74.98,3203586
22/06/2005,74.93,75.82,74.49,75.25,6164158
21/06/2005,75.03,76.31,74.44,74.95,5051920
20/06/2005,73.35,75.29,73.35,74.98,4555366
17/06/2005,67.65,73.94,67.65,73.72,3197666
16/06/2005,71.86,73.14,71.86,72.8,3663172
15/06/2005,71.66,73.05,71.36,72.71,3497458
14/06/2005,71.56,72.11,70.96,71.68,1747832
13/06/2005,71.76,72.14,70.96,71.55,1752178
10/06/2005,72.47,73.3,71.47,71.74,3011612
09/06/2005,71.98,72.85,71.86,71.95,2163366
08/06/2005,70.23,73.01,70.23,72.79,2491526
07/06/2005,70.95,73.33,70.93,72.5,5909946
06/06/2005,70.86,71.7,70.57,70.98,3343006
03/06/2005,70.26,71.86,69.49,71.53,4170132
02/06/2005,70.86,71.24,69.38,69.46,2311346
01/06/2005,71.07,71.46,69.77,70.5,2677726
31/05/2005,70.38,71.46,70.08,70.94,2158812
30/05/2005,71.76,71.86,69.87,70.12,3112278
27/05/2005,70.91,72.75,70.91,71.77,5982612
26/05/2005,65.51,71.41,61.97,70.99,10456140
25/05/2005,67.1,68.29,66.71,68.09,3148286
24/05/2005,66.95,67.83,66.03,67.64,4132126
23/05/2005,65.71,66.65,65.14,66.05,4130986
20/05/2005,64.93,66.3,64.72,65.74,2864558
19/05/2005,65.41,66.11,64.55,65.23,2895052
18/05/2005,65.1,65.1,63.73,64.65,2919738
17/05/2005,65.32,66.39,64.82,65.17,2742266
16/05/2005,63.48,65.81,63.06,65.32,4097438
13/05/2005,63.93,63.93,62.74,63.06,1851438
12/05/2005,63.22,63.87,63.14,63.75,1425332
11/05/2005,61.09,64.13,61.09,63.22,2260680
10/05/2005,64.32,64.51,63.65,64.2,3142432
09/05/2005,63.83,64.53,63.14,64.05,3145012
06/05/2005,53.92,63.44,53.92,63.05,2199892
05/05/2005,63.63,63.83,62.84,63.17,2188900
04/05/2005,62.39,62.93,62.24,62.53,2007546
03/05/2005,63.68,63.68,61.95,62.18,2763498
02/05/2005,63.33,63.87,62.62,63.23,1879092
29/04/2005,63.63,63.63,62.44,62.52,3848938
28/04/2005,62.94,64.32,62.94,63.77,11930218
27/04/2005,63.44,63.93,62.26,62.94,4147798
26/04/2005,63.93,64.59,63.16,63.43,3887206
25/04/2005,64.82,65.78,63.98,64.27,6780758
22/04/2005,63.44,66.88,61.95,63.83,18788072
21/04/2005,60.26,60.26,57.49,59.87,4675026
20/04/2005,57.49,59.37,56.89,58.97,4897666
19/04/2005,58.97,60.25,56.5,57.18,4297826
18/04/2005,57.51,63.63,57.51,58.95,3928312
15/04/2005,63.44,63.44,59.57,60.02,6149012
13/04/2005,64.42,64.82,63.44,63.97,3196046
12/04/2005,63.93,65.01,62.96,64.01,5610952
11/04/2005,66.41,66.41,64.23,64.68,1502386
08/04/2005,67.25,67.25,65.71,65.93,2531612
07/04/2005,66.41,68.58,66.41,67.41,8503446
06/04/2005,65.53,66.77,65.02,66.35,1991218
05/04/2005,66.41,66.88,65.17,65.47,2667226
04/04/2005,66.85,68.98,65.91,66.83,5447606
01/04/2005,66.8,67.37,64.84,66.67,3887632
31/03/2005,65.06,67.99,63.44,66.5,9075540
30/03/2005,63.44,64.03,61.86,62.47,4587786
29/03/2005,63.75,64.05,63.14,63.55,5556392
28/03/2005,64.42,65.68,62.94,63.75,4297920
24/03/2005,65.41,65.91,63.46,63.97,3056558
23/03/2005,66.52,67.05,64.53,64.99,2304686
22/03/2005,68.39,68.39,66.8,67.02,1560478
21/03/2005,68.49,68.74,67.41,67.88,1486586
18/03/2005,67.41,68.29,66.43,67.99,2283626
17/03/2005,67.4,68.26,67.01,67.35,1794066
16/03/2005,67.8,68.47,67.41,67.69,2071166
15/03/2005,68.68,69.18,67.51,67.77,2423646
14/03/2005,69.38,69.86,68.24,68.78,2951172
11/03/2005,69.98,70.67,68.94,69.14,3280586
10/03/2005,70.86,70.86,69.28,69.83,2114620
09/03/2005,71.36,71.94,69.79,70.72,3751032
08/03/2005,71.66,72.84,70.88,71.11,5409498
07/03/2005,71.46,71.95,70.59,71.55,2561606
04/03/2005,69.41,71.76,69.08,71.37,7552946
03/03/2005,66.5,69.58,66.5,69.04,4744840
02/03/2005,67.4,67.69,66.01,66.52,3563718
01/03/2005,69.38,69.38,66.71,66.97,3171746
28/02/2005,67.8,69.68,66.21,69.33,5003926
25/02/2005,67.41,67.8,65.6,66.68,5825586
24/02/2005,67.69,67.89,66.9,67.14,3058512
23/02/2005,67.3,67.69,66.8,67.34,2132580
22/02/2005,67.89,67.98,66.71,67.74,2334546
21/02/2005,68.48,68.48,67,67.26,1804272
18/02/2005,68.78,69.17,68.22,68.51,2184852
17/02/2005,69.68,69.68,68.41,69.23,2877466
16/02/2005,70.38,70.85,69.53,70.06,4300366
15/02/2005,70.67,70.77,69.68,70.04,3079366
14/02/2005,70.86,71.36,69.68,70.73,6660486
11/02/2005,68.39,69.28,67.8,68.91,3831046
10/02/2005,68.49,68.49,67.44,67.88,1575566
09/02/2005,68.98,69.08,68.3,68.54,2485680
08/02/2005,69.28,69.28,67.81,68.7,2108846
07/02/2005,70.17,70.17,67.99,68.23,4213892
04/02/2005,72.16,72.16,68.89,69.69,5650432
03/02/2005,68.39,69.14,67.59,68.81,3598386
02/02/2005,69.28,69.87,67.66,68.02,6110292
01/02/2005,70.37,70.83,68.61,69.01,4579152
31/01/2005,70.38,70.57,68.59,69.91,5303678
28/01/2005,67.2,69.82,66.9,69.23,8413266
27/01/2005,67.27,67.3,65.41,66.87,7965746
25/01/2005,63.93,65.35,60.5,65.09,6726398
24/01/2005,67.1,67.3,63.83,64.2,6224392
20/01/2005,67.4,67.69,66.01,66.86,2929986
