Date,WIPRO-EQ O,WIPRO-EQ H,WIPRO-EQ L,WIPRO-EQ C,WIPRO-EQ V
29/03/2019,257.1,259.6,254.35,254.8,5234343
28/03/2019,255.9,257.9,254.1,254.75,7104836
27/03/2019,255.2,256.4,253.75,254.55,3357731
26/03/2019,257.1,258.6,253.4,255,3850516
25/03/2019,262,262,256,256.5,3373962
22/03/2019,262.45,263.75,258.5,260.55,3198029
20/03/2019,258.4,263,258.4,261.55,6114562
19/03/2019,257.8,258.9,255.1,257.45,5051847
18/03/2019,264.75,264.75,256.05,257.6,5748614
15/03/2019,258,264.25,257.2,263.45,8720097
14/03/2019,259.35,259.7,255,256.85,4489473
13/03/2019,262.5,265.6,256.2,257.9,7219723
12/03/2019,261,263.35,260.15,261.35,6290354
11/03/2019,259,260.9,257.45,259.75,7354227
08/03/2019,261.1,262.25,256.55,257.7,27344869
07/03/2019,280,280.3,267.5,268.85,8100134
06/03/2019,274.4,285.9,273.1,277.45,21507060
05/03/2019,281.2,281.69,272.18,273.38,13515990
01/03/2019,278.87,284.47,274.81,282.48,7036417
28/02/2019,281.88,283.23,275.64,277.37,9428265
27/02/2019,285.9,288.61,280,281.5,8009017
26/02/2019,289.1,292.44,286.65,291.47,3802537
25/02/2019,286.32,290.75,285.15,289.77,4678470
22/02/2019,281.95,285.71,280.83,284.77,3194664
21/02/2019,280.3,283.31,278.8,281.62,2573085
20/02/2019,273.08,281.2,271.58,279.85,4410484
19/02/2019,280.11,282.26,272.33,273.27,3064358
18/02/2019,284.81,284.81,278.76,282.41,3480075
15/02/2019,282.14,283.72,278.31,282.78,3522673
14/02/2019,283.01,284.51,281.17,282.03,3074852
13/02/2019,281.8,285.49,280.64,283.8,3297274
12/02/2019,281.32,282.89,276.95,281.95,2977246
11/02/2019,278.87,283.76,277.97,280.49,2972778
08/02/2019,279.32,281.88,277.22,280.23,1400929
07/02/2019,279.7,281.58,277.93,280.9,2243431
06/02/2019,277.56,281.92,277.26,279.85,2179261
05/02/2019,278.2,279.85,275.04,277.03,2456401
04/02/2019,278.2,281.73,276.77,279.14,3143722
01/02/2019,278.27,280.04,273.31,279.36,3366604
31/01/2019,275.19,279.25,273.16,277.59,7694071
30/01/2019,269.92,276.43,269.17,273.12,7408937
29/01/2019,267.67,271.28,265.45,270.23,4620099
28/01/2019,266.43,272.71,266.35,267.03,6899957
25/01/2019,261.84,269.44,261.65,265.75,5236553
24/01/2019,263.31,265.41,260.53,264.47,4230546
23/01/2019,262.14,267.52,261.65,264.32,9937426
22/01/2019,253.23,262.86,252.63,260.53,6681724
21/01/2019,255.64,259.32,250.53,253.98,15621848
18/01/2019,252.63,261.28,250.68,260.26,10091966
17/01/2019,253.38,254.59,249.32,252.18,5289184
16/01/2019,249.47,255.49,247.41,253.05,9896290
15/01/2019,239.85,249.85,236.88,247.97,15070795
14/01/2019,248.16,248.95,234.1,235,6913323
11/01/2019,244.81,248.05,243.23,247.14,1598939
10/01/2019,248.72,248.91,242.86,244.92,3099392
09/01/2019,244.02,250.08,244.02,247.37,3927881
08/01/2019,244.36,246.24,242.56,244.77,2084659
07/01/2019,245.19,245.68,242.33,243.8,1903604
04/01/2019,243.98,245.75,240.34,243.95,2405278
03/01/2019,245.86,246.58,242.89,244.74,3542281
02/01/2019,247.22,249.1,242.86,244.77,3308303
01/01/2019,248.68,250.19,244.66,245.6,1513704
31/12/2018,248.87,250.98,247.41,248.76,2136121
28/12/2018,245.26,250.3,244.96,248.16,2229453
27/12/2018,246.47,249.14,243.61,246.2,5072651
26/12/2018,244.89,246.09,240.11,245.23,2355520
24/12/2018,242.63,248.5,241.65,245.64,4231888
21/12/2018,250.53,251.73,241.17,242.18,9828513
20/12/2018,252.82,255.64,249.89,250.56,2408153
19/12/2018,251.92,257.33,249.17,256.17,3741754
18/12/2018,252.07,254.44,250.04,251.92,3699153
17/12/2018,252.59,256.95,251.43,255.34,3435752
14/12/2018,254.89,257.89,249.85,250.45,4797032
13/12/2018,248.87,258.61,247.37,254.62,5148093
12/12/2018,247.97,249.62,246.58,248.16,2635669
11/12/2018,244.66,250.98,244.21,246.62,4423215
10/12/2018,246.84,253.01,244.44,245.56,3198111
07/12/2018,250.23,252.89,243.95,250.6,3474102
06/12/2018,250.56,252.97,247.37,249.36,2337100
05/12/2018,250.38,254.66,246.73,252.97,3849080
04/12/2018,246.8,256.58,244.89,251.84,5971913
03/12/2018,244.36,247.74,242.89,246.8,2668224
30/11/2018,236.88,245.41,235.86,244.1,6371721
29/11/2018,236.09,238.08,232.78,236.77,2922520
28/11/2018,236.05,237.26,232.52,233.31,6347516
27/11/2018,238.23,242.33,233.83,234.62,4296839
26/11/2018,228.12,240.53,227.56,239.44,6996420
22/11/2018,236.84,239.7,230.08,230.9,3089809
21/11/2018,240.6,240.6,235.53,236.2,2603932
20/11/2018,248.8,248.8,240.68,241.58,2590244
19/11/2018,244.74,252.18,241.73,250.26,2817505
16/11/2018,243.23,248.42,243.23,245.26,2728443
15/11/2018,243.72,248.5,241.84,242.97,3353550
14/11/2018,244.36,245.19,239.59,244.02,1831417
13/11/2018,243.23,246.39,241.35,245.23,2288150
12/11/2018,244.17,245.49,241.95,243.12,2586579
09/11/2018,246.62,246.62,238.83,244.25,4623479
07/11/2018,244.66,246.43,244.02,244.62,142541
06/11/2018,244.21,245.75,241.43,244.29,2290933
05/11/2018,236.92,244.74,236.17,243.68,2554071
02/11/2018,247.37,249.32,238.38,239.4,3660725
01/11/2018,250.34,250.34,242.48,247.86,2505700
31/10/2018,246.77,250.94,242.18,249.02,3004968
30/10/2018,247.37,251.62,244.85,246.24,3705132
29/10/2018,239.85,249.77,238.08,247.74,2475139
26/10/2018,239.7,242.48,237.59,241.05,4427137
25/10/2018,222.56,242.97,222.56,239.51,14176566
24/10/2018,232.48,234.32,225.56,232.18,4679957
23/10/2018,239.77,240.79,229.4,232.41,3816253
22/10/2018,244.06,246.05,240.6,242.26,1815802
19/10/2018,243.12,245.19,238.72,242.97,2644369
17/10/2018,242.63,247.44,237.97,242.97,4740737
16/10/2018,240.6,241.13,237.67,239.89,3120343
15/10/2018,238.61,242.14,236.2,240.56,3128553
12/10/2018,237.71,240.56,232.71,237.82,3360276
11/10/2018,231.58,237.18,229.21,235.38,2676772
10/10/2018,240.9,241.17,233.2,237.56,3661605
09/10/2018,238.35,242.71,234.36,241.84,3724535
08/10/2018,241.65,243.16,235.11,238.72,3549522
05/10/2018,244.21,246.58,241.5,244.59,3351631
04/10/2018,244.44,248.42,241.8,244.85,4611187
03/10/2018,247.63,248.12,242.48,246.24,3581472
01/10/2018,243.61,249.96,242.86,248.23,4079726
28/09/2018,239.85,245.6,237.14,243.61,6912444
27/09/2018,242.03,243.35,238.12,239.81,17997289
26/09/2018,246.77,247.33,237.89,240.04,7864825
25/09/2018,250.38,251.8,245.3,246.84,3389131
24/09/2018,248.31,254.14,248.31,250.15,3740868
21/09/2018,249.55,254.06,246.62,252.03,6637721
19/09/2018,250.68,250.79,245.9,250.15,2924075
18/09/2018,247.67,250.79,244.36,250.04,2718255
17/09/2018,249.81,252.63,246.69,248.05,4632353
14/09/2018,247.18,250.38,243.76,248.27,4276779
12/09/2018,244.4,248.5,244.4,247.18,6264065
11/09/2018,245.83,246.62,242.97,243.57,4766569
10/09/2018,243.91,246.62,243.01,244.36,6362612
07/09/2018,242.03,246.8,239.92,244.14,8602776
06/09/2018,240.6,242.48,239.1,241.5,10096625
05/09/2018,236.5,240.6,236.47,239.74,0
04/09/2018,233.42,236.84,232.56,235.6,8185732
03/09/2018,245.86,245.86,230.3,231.84,25734670
31/08/2018,225.56,230.45,225.19,226.5,6782746
30/08/2018,223.68,225.56,221.05,224.77,3400412
29/08/2018,222.97,223.72,220.38,223.12,1607049
28/08/2018,223.12,224.06,221.13,222.26,1519200
27/08/2018,219.55,223.53,218.83,222.44,2554272
24/08/2018,217.07,221.69,215.71,219.66,4225138
23/08/2018,218.05,220.38,216.84,217.86,2729236
21/08/2018,214.17,221.43,213.53,217.26,6071109
20/08/2018,211.13,215.34,210.53,214.32,1609461
17/08/2018,210.08,211.28,208.61,210.56,2728968
16/08/2018,214.29,214.29,209.06,210.11,2255730
14/08/2018,214.29,215.79,211.28,214.32,1965719
13/08/2018,209.02,213.87,208.65,211.92,2430428
10/08/2018,210.45,210.45,207.89,209.66,1349318
09/08/2018,209.1,210.79,207.18,209.55,2395696
08/08/2018,210.11,210.11,206.32,209.4,1432933
07/08/2018,207.22,210.15,207.22,208.61,1722163
06/08/2018,209.77,210.3,206.95,208.31,1702524
03/08/2018,210.86,210.86,208.35,209.02,1636066
02/08/2018,208.27,211.13,206.47,209.85,3003757
01/08/2018,207.52,209.4,205.79,208.53,1582340
31/07/2018,205.64,208.46,203.91,207.82,2788567
30/07/2018,205.86,206.02,202.63,205.38,2727347
27/07/2018,204.51,207.14,204.51,206.39,1811083
26/07/2018,205.56,206.84,202.74,204.06,4333086
25/07/2018,206.77,208.05,204.96,206.54,2486066
24/07/2018,209.17,209.4,202.41,205.23,3459105
23/07/2018,212.41,212.41,198.01,207.86,8843493
20/07/2018,216.17,218.5,210.9,212.78,5237399
19/07/2018,215.04,216.8,211.73,214.89,2787897
18/07/2018,215.04,216.02,213.27,214.14,2297219
17/07/2018,212.78,217.26,211.84,213.46,5426840
16/07/2018,209.96,215.79,209.66,212.86,4703923
13/07/2018,210.38,217.89,209.21,211.17,7734425
12/07/2018,204.85,211.65,202.89,210.11,4462606
11/07/2018,205.23,206.62,202.56,204.59,3958697
10/07/2018,200,204.74,198.27,203.46,4965837
09/07/2018,197.97,199.44,197.11,199.21,2187251
06/07/2018,197.74,198.8,196.62,197.59,2842723
05/07/2018,197.37,199.1,195.6,198.57,4677308
04/07/2018,197.03,197.41,194.06,196.95,3834319
03/07/2018,196.58,197.59,194.4,196.92,3934114
02/07/2018,196.02,197.18,194.06,195.94,3770856
29/06/2018,194.74,197.37,191.73,196.62,3619783
28/06/2018,192.78,194.7,192.26,193.31,3904763
27/06/2018,194.81,195.41,191.13,192.52,3198964
26/06/2018,193.61,195.45,192.59,193.68,1983623
25/06/2018,193.91,196.43,192.48,193.61,1639454
22/06/2018,194.55,195.19,191.73,194.17,2612052
21/06/2018,196.24,196.47,193.31,194.47,3815401
20/06/2018,196.47,197.41,194.25,195.26,1921955
19/06/2018,199.96,199.96,195.56,196.24,3667556
18/06/2018,202.26,202.26,198.42,199.81,3119539
15/06/2018,202.07,202.07,199.25,200.68,4835437
14/06/2018,200.86,202.33,198.98,200.3,2336679
13/06/2018,202.26,203.01,200.64,202.11,1537840
12/06/2018,200.56,202.37,199.66,200.34,2274737
11/06/2018,198.87,200.19,197.93,198.8,2077925
08/06/2018,198.95,199.25,197.37,198.5,1884800
07/06/2018,194.02,199.89,194.02,198.95,2002310
06/06/2018,193.35,195.86,190.6,194.92,1904820
05/06/2018,195.64,196.99,190.98,191.92,2464517
04/06/2018,196.58,197.33,194.02,195.6,1583746
01/06/2018,197.71,198.87,194.77,195.94,1425020
31/05/2018,196.84,198.87,193.98,196.92,5148537
30/05/2018,197.67,198.08,194.4,196.13,2924795
29/05/2018,196.73,198.87,196.73,197.74,1788224
28/05/2018,197.48,199.06,197.48,197.97,1174145
25/05/2018,199.25,199.74,198.23,198.95,2349381
24/05/2018,198.57,200,196.95,198.76,2350421
23/05/2018,199.66,199.77,197.44,198.08,3525447
22/05/2018,198.5,200.71,197.82,199.21,1487525
21/05/2018,202.33,202.59,198.57,199.14,3045146
18/05/2018,207.89,207.89,201.54,202.18,4816593
17/05/2018,206.77,211.13,206.28,209.29,2606144
16/05/2018,203.68,209.74,203.01,206.54,3155210
15/05/2018,205.11,205.9,201.62,203.76,1688107
14/05/2018,204.06,205.98,203.01,204.77,1539271
11/05/2018,204.14,205.71,201.73,205,1525070
10/05/2018,203.68,204.21,201.8,203.35,1803318
09/05/2018,205.26,206.32,202.71,203.2,1937183
08/05/2018,206.92,207.48,203.01,205.08,1957943
07/05/2018,203.01,207.26,200.9,206.58,1974705
04/05/2018,204.89,205,198.53,202.93,3096047
03/05/2018,206.77,207.33,202.67,204.1,3356041
02/05/2018,209.77,209.77,206.28,207.18,2383103
30/04/2018,207.63,212.29,207.59,209.59,2118289
27/04/2018,207.82,210,206.28,207.63,2444786
26/04/2018,206.77,212.78,206.02,211.54,9581301
25/04/2018,216.47,220.9,212.89,215.9,6448168
24/04/2018,221.35,222.29,215.15,215.75,3541285
23/04/2018,225.41,226.32,220.9,223.57,3997685
20/04/2018,221.65,225.56,220.98,224.1,3351507
19/04/2018,220.3,220.9,217.78,219.89,957095
18/04/2018,216.69,220.9,215.41,220.04,2650004
17/04/2018,216.62,217.14,213.01,214.1,2195268
16/04/2018,217.29,221.05,216.13,217.97,2346056
13/04/2018,217.67,221.77,215.68,221.17,3184290
12/04/2018,215.26,218.42,214.36,215.68,2246208
11/04/2018,216.54,217.44,213.42,214.81,1300675
10/04/2018,210.98,216.84,208.83,215.04,4377685
09/04/2018,214.06,215.08,212.97,214.32,1119910
06/04/2018,215.04,215.04,213.01,213.5,675853
05/04/2018,212.78,215.56,212.78,215.23,1055111
04/04/2018,214.29,215.41,210.53,211.73,1634266
03/04/2018,216.02,216.05,212.82,213.46,1612729
02/04/2018,213.16,218.65,209.62,217.78,2453933
28/03/2018,206.02,213.16,205.26,211.39,5194922
27/03/2018,209.74,211.13,205.45,206.05,5339857
26/03/2018,213.98,214.74,204.77,206.02,7029093
23/03/2018,213.57,216.24,212.82,214.02,3289391
22/03/2018,220.9,221.8,215.9,216.88,1888816
21/03/2018,221.43,222.78,218.95,221.99,3143562
20/03/2018,215.71,221.95,214.02,220.75,3024209
19/03/2018,220.71,222.93,215.49,217.03,1486227
16/03/2018,221.8,223.42,218.83,222.37,4834160
15/03/2018,222.14,227.07,219.55,220.6,4942929
14/03/2018,221.8,223.01,220.3,220.94,2080252
13/03/2018,219.92,225.11,219.92,223.01,3204842
12/03/2018,215.26,219.55,215.11,218.57,1746849
09/03/2018,214.29,216.47,213.61,214.32,1005546
08/03/2018,215.38,216.35,212.89,214.44,2020258
07/03/2018,216.88,218.68,213.76,214.55,1825628
06/03/2018,218.98,219.51,215.15,215.75,4726588
05/03/2018,220.75,220.86,217.89,218.76,3748745
01/03/2018,220.15,221.13,218.95,219.92,4085785
28/02/2018,220.3,220.9,217.29,220.15,5146717
27/02/2018,219.89,221.32,218.91,219.36,3925139
26/02/2018,221.65,222.33,218.35,219.25,5032102
23/02/2018,222.18,222.52,219.77,221.8,3667414
22/02/2018,220.23,221.24,218.83,220.04,4814439
21/02/2018,221.05,221.69,218.46,219.7,5155603
20/02/2018,218.05,220.49,217.37,219.14,3435235
19/02/2018,220.3,220.3,217.14,218.01,1657827
16/02/2018,220.26,222.48,218.08,218.8,3078393
15/02/2018,222.26,222.26,218.38,219.92,1655650
14/02/2018,218.05,223.12,217.71,220.64,3023672
12/02/2018,216.47,218.76,214.96,217.26,2520859
09/02/2018,217.29,217.29,213.53,214.29,3151977
08/02/2018,218.12,221.54,215.83,217.89,5297067
07/02/2018,224.21,224.21,216.54,217.56,2498537
06/02/2018,219.32,222.67,218.12,221.54,2433492
05/02/2018,224.06,229.74,222.52,224.62,2194146
02/02/2018,225.04,227.41,221.95,226.02,2517624
01/02/2018,229.36,232.41,225.56,226.13,2202328
31/01/2018,230.15,232.29,226.73,229.1,2823913
30/01/2018,232.74,234.81,229.1,231.05,2279998
29/01/2018,236.17,237.67,232.78,233.95,3523977
25/01/2018,237.37,239.1,232.14,234.55,8298689
24/01/2018,237.97,243.16,234.74,236.05,6578273
23/01/2018,242.18,242.82,235.64,237.03,3230027
22/01/2018,238.35,247.33,238.35,241.77,4572569
19/01/2018,245.86,248.12,240.98,247.33,1608101
18/01/2018,245.86,246.8,242.22,244.62,1770781
17/01/2018,250.38,250.75,244.36,244.89,3042506
16/01/2018,238.27,251.13,237.59,249.59,6166445
15/01/2018,239.74,243.8,235.64,236.84,1195210
12/01/2018,241.35,243.42,238.5,239.7,3162664
11/01/2018,243.27,245.15,239.85,241.43,2116462
10/01/2018,237.89,246.5,236.92,245.64,3811138
09/01/2018,235.04,240.6,230.38,238.5,4575572
08/01/2018,233.08,235.26,232.41,233.95,1785248
05/01/2018,235.34,236.02,231.35,232.74,1613205
04/01/2018,233.16,235.34,231.17,234.32,1464584
03/01/2018,240.9,240.9,232.14,233.05,2197677
02/01/2018,237.48,243.61,236.43,239.62,2874518
01/01/2018,234.21,240.6,232.67,238.01,3350397
29/12/2017,229.62,237.89,227.82,236.28,3776248
28/12/2017,230,233.01,227.44,231.58,5047272
27/12/2017,228.5,231.58,225.6,230.53,1815733
26/12/2017,226.5,230.83,224.17,227.74,1855536
22/12/2017,224.06,228.12,222.59,226.77,1758584
21/12/2017,222.41,224.81,221.35,223.87,1391731
20/12/2017,221.69,224.44,219.85,222.93,2655605
19/12/2017,221.8,223.27,218.46,219.85,3818939
18/12/2017,215.79,223.87,213.72,222.41,2583941
15/12/2017,216.99,218.61,215.56,217.82,1849115
14/12/2017,216.84,218.42,212.29,216.99,1265680
13/12/2017,216.84,217.63,214.47,215.94,1091782
12/12/2017,218.42,219.06,214.44,216.39,1242956
11/12/2017,213.68,218.05,213.68,217.59,1547204
08/12/2017,212.56,215.04,211.73,212.71,1816424
07/12/2017,213.2,214.1,210.53,211.43,2524500
06/12/2017,213.01,213.87,210.98,212.41,2159973
05/12/2017,216.99,216.99,212.56,213.12,1858587
04/12/2017,215.75,218.87,212.59,218.01,3296492
01/12/2017,219.55,220.94,216.58,217.59,1428280
30/11/2017,225.08,225.9,217.56,219.47,6849560
29/11/2017,221.8,224.96,220.68,224.55,2525804
28/11/2017,221.8,222.48,220.53,221.69,1503548
27/11/2017,218.98,222.07,218.8,221.65,1048839
24/11/2017,221.35,221.35,218.8,220.08,1608493
23/11/2017,221.95,221.95,220.38,220.71,676444
22/11/2017,222.33,222.33,220.3,221.28,1271922
21/11/2017,223.42,224.06,220.41,221.05,2060394
20/11/2017,221.88,223.23,219.85,221.32,1928445
17/11/2017,224.21,224.7,221.43,221.92,1740080
16/11/2017,224.06,224.92,221.58,223.8,1817307
15/11/2017,224.44,225.38,221.13,222.93,1469507
14/11/2017,225.41,225.68,222.14,224.44,1329646
13/11/2017,225.79,228.87,224.1,224.51,777589
10/11/2017,227.48,228.57,224.25,227.56,1580252
09/11/2017,227.82,228.91,225.26,227.44,957389
08/11/2017,228.38,230.53,226.35,227.37,1970831
07/11/2017,225.45,232.14,224.25,227.26,5685446
06/11/2017,220.98,226.32,220.64,225.45,1453699
03/11/2017,220.86,222.44,220.75,221.47,790322
02/11/2017,220.68,222.33,220.26,220.49,961626
01/11/2017,222.56,223.05,220.34,220.71,854059
31/10/2017,220.49,222.89,220.08,221.09,1082300
30/10/2017,222.78,222.78,219.59,220.49,1428720
27/10/2017,225.11,225.53,221.8,223.27,1229178
26/10/2017,223.91,228.53,223.42,227.29,3776497
25/10/2017,223.53,226.95,222.56,224.74,1726066
24/10/2017,222.89,224.74,221.88,223.16,1492008
23/10/2017,220.08,223.61,219.77,223.23,2799741
19/10/2017,221.65,221.65,218.87,219.59,277319
18/10/2017,217.74,224.89,217.74,221.62,5449623
17/10/2017,219.55,220.04,215.15,217.93,3690358
16/10/2017,219.47,219.89,215.98,218.57,2601918
13/10/2017,221.47,222.37,218.65,219.47,1583494
12/10/2017,218.8,221.8,217.97,220.64,1728000
11/10/2017,215.75,219.44,215.19,218.53,1917664
10/10/2017,215.64,216.77,214.29,215.79,913273
09/10/2017,215,216.02,213.95,215.64,506365
06/10/2017,214.29,215.79,213.35,215.49,1493349
05/10/2017,213.23,214.29,211.99,213.23,580154
04/10/2017,212.71,215.23,211.73,212.59,875598
03/10/2017,211.58,214.77,210.71,212.74,1286305
29/09/2017,215.98,216.47,209.92,210.71,1588557
28/09/2017,217.78,218.23,214.21,214.96,3991666
27/09/2017,218.53,218.65,216.02,216.77,2288571
26/09/2017,218.8,219.77,217.33,218.23,1552002
25/09/2017,220.45,221.47,218.12,219.47,1342043
22/09/2017,218.53,221.77,218.38,221.39,3036437
21/09/2017,218.5,220.23,217.82,219.47,1857914
20/09/2017,217.18,219.66,215.23,219.47,2142355
19/09/2017,217.52,219.14,216.17,217.48,1708963
18/09/2017,213.16,218.05,213.16,217.52,1822747
15/09/2017,215.79,215.98,211.77,214.85,5625481
14/09/2017,211.65,217.22,211.43,213.12,5813915
13/09/2017,224.14,225.34,222.03,222.48,6631530
12/09/2017,227.14,227.74,223.68,224.14,7841809
11/09/2017,226.62,228.12,225.75,226.43,5353348
08/09/2017,225.56,226.84,224.44,225.94,4517471
07/09/2017,224.06,225.49,223.68,224.77,3341280
06/09/2017,223.31,223.98,222.63,223.46,3091237
05/09/2017,223.61,224.36,222.86,223.5,2920881
04/09/2017,223.27,224.06,222.33,223.53,3007517
01/09/2017,224.06,224.29,222.41,222.89,3200862
31/08/2017,221.8,225.94,221.13,224.89,10344646
30/08/2017,219.14,219.55,218.5,218.95,1837382
29/08/2017,218.65,219.55,218.12,218.61,1759428
28/08/2017,218.05,219.4,217.82,218.57,2143420
24/08/2017,218.38,218.8,217.14,217.59,2780093
23/08/2017,218.87,219.4,217.74,218.05,2333779
22/08/2017,218.42,220.3,217.22,218.23,2714521
21/08/2017,217.56,218.95,216.02,216.32,2855010
18/08/2017,216.58,218.8,216.47,216.62,2980838
17/08/2017,218.72,218.8,216.54,216.8,2637344
16/08/2017,217.59,218.12,216.54,218.01,2011284
14/08/2017,218.08,218.72,215.98,216.92,1609558
11/08/2017,216.54,221.47,216.32,217.82,3549897
10/08/2017,215.04,217.63,214.85,216.65,2708344
09/08/2017,215.86,216.95,214.96,215.41,1089850
08/08/2017,219.02,219.21,214.21,216.09,2729913
07/08/2017,217.74,217.97,215.86,216.35,1470499
04/08/2017,217.89,220.45,217.29,217.59,2548522
03/08/2017,221.58,222.11,216.99,217.37,3645825
02/08/2017,221.05,223.83,220.3,220.9,2426114
01/08/2017,217.29,222.52,217.29,221.65,4035172
31/07/2017,218.05,218.42,216.09,216.88,2550406
28/07/2017,218.05,218.68,216.47,217.33,2433017
27/07/2017,218.05,220.49,215.98,217.82,5905630
26/07/2017,218.05,219.17,216.39,217.56,2970592
25/07/2017,220.19,220.26,217.29,217.71,3372477
24/07/2017,218.2,220.68,217.48,219.21,6554857
21/07/2017,213.46,218.72,210.71,215.08,16392253
20/07/2017,203.57,206.2,201.69,202.37,2676624
19/07/2017,203.01,204.55,200.98,203.83,2973058
18/07/2017,200.98,205,200.38,202.26,2753504
17/07/2017,200.3,206.02,198.91,200.64,7769247
14/07/2017,198.61,199.21,194.74,195.38,2454505
13/07/2017,198.42,199.89,196.58,198.53,1624316
12/07/2017,198.27,199.85,196.47,198.35,1189091
11/07/2017,200.15,205.64,197.07,197.89,4060405
10/07/2017,195.49,202.22,193.23,201.69,667332
07/07/2017,191.8,194.17,191.73,193.76,1458678
06/07/2017,193.83,195.53,192.37,193.8,1649570
05/07/2017,195.49,195.79,192.82,193.83,1886501
04/07/2017,193.98,196.2,191.73,195.49,2200628
03/07/2017,195.49,195.79,189.47,195.19,2089768
30/06/2017,193.08,196.13,192.63,194.25,2715958
29/06/2017,195.49,196.17,192.52,194.96,4854364
28/06/2017,193.98,195.04,191.17,194.29,1668027
27/06/2017,192.11,194.02,190.56,192.89,3577687
23/06/2017,190.98,195.41,190.23,193.12,2269483
22/06/2017,192.48,194.62,190.38,191.77,1441215
21/06/2017,191.17,192.86,189.47,192.41,1835890
20/06/2017,191.73,192.74,190.6,191.17,773797
19/06/2017,192.48,193.91,190.49,191.39,1459377
16/06/2017,195.56,197.82,190.08,191.92,3011359
15/06/2017,195.49,196.92,191.77,196.13,3119177
14/06/2017,196.47,196.47,189.7,192.56,3030195
13/06/2017,195.49,200.53,193.05,194.74,3354767
12/06/2017,201.35,201.35,195.74,197.88,4648530
09/06/2017,204.53,204.53,199.85,201.86,3519230
08/06/2017,206.73,207.89,203.63,205.23,3000674
07/06/2017,210.6,211.09,201.23,206.54,5160832
06/06/2017,209.02,213.53,207.35,210.74,4143730
05/06/2017,207.35,209.74,205.47,208.86,3612740
02/06/2017,204.16,208.23,203.31,207.39,2410528
01/06/2017,201.3,204.89,200.98,203.44,1594058
31/05/2017,202.09,203.01,200.38,201.32,5866126
30/05/2017,199.25,203.01,199.02,201.56,2489018
29/05/2017,202.63,202.65,199.25,200.98,1187604
26/05/2017,200.75,204.85,199.85,202.63,2912192
25/05/2017,197.62,202.52,197.62,201.68,7537540
24/05/2017,198.38,200.08,195.44,197.37,2488872
23/05/2017,196.24,198.87,195.56,197.89,3275754
22/05/2017,196.13,196.75,190.44,195.94,2149902
19/05/2017,198.12,198.44,194.76,195.4,1911606
18/05/2017,190.59,198.44,190.15,197.52,6421368
17/05/2017,194.36,194.55,190.98,191.94,2760986
16/05/2017,190.04,194.06,190.04,193.74,2680068
15/05/2017,191.73,191.73,188.59,190.34,1331126
12/05/2017,190.1,190.9,189.55,190.62,2261664
11/05/2017,189.05,190.14,188.12,189.72,1272674
10/05/2017,190.75,191.79,187.47,187.84,1672150
09/05/2017,189.47,191.64,188.18,191.32,2843188
08/05/2017,187.97,189.59,186.5,188.83,1875766
05/05/2017,187.86,188.35,186.6,187.71,1021090
04/05/2017,186.9,188.46,185.68,187.95,1518348
03/05/2017,187.26,187.86,185.81,186.64,1524518
02/05/2017,186.53,187.2,185.56,186.05,2088186
28/04/2017,186.84,187.11,184.23,185.81,4532500
27/04/2017,185.68,187.28,183.61,186.49,7449040
26/04/2017,189.1,192.67,183.68,184.53,22692768
25/04/2017,185.53,187.97,183.89,185.83,4414016
24/04/2017,183.23,186.09,182.18,184.8,2582758
21/04/2017,187.97,189.25,181.58,184.68,3167176
20/04/2017,187.22,189.89,186.49,187.88,1884618
19/04/2017,187.03,187.8,184.32,187.32,2453798
18/04/2017,184.59,187.13,184.44,185.71,2356992
17/04/2017,186.38,186.38,184.25,185.08,2924348
13/04/2017,188.26,189.46,185.08,186.24,3628038
12/04/2017,191.62,191.68,187.71,188.26,2721872
11/04/2017,189.4,192.26,188.05,191.79,2363998
10/04/2017,193.59,194.66,188.91,189.62,5174554
07/04/2017,193.01,193.05,191.32,192.44,4573868
06/04/2017,190.64,193.82,190.4,193.5,2992610
05/04/2017,190.23,192.48,188.76,191.98,2438556
03/04/2017,194.16,194.17,190.1,190.64,1560108
31/03/2017,192.56,194.61,191.65,193.87,3023118
30/03/2017,192.02,195,190.38,193.97,5358872
29/03/2017,191.15,193.2,188.8,192.58,2017766
28/03/2017,189.85,192.11,188.98,190.81,1246220
27/03/2017,191.11,192.65,189.02,189.47,1962268
24/03/2017,191.53,193.23,191.53,192.95,3023272
23/03/2017,189.1,192.48,188.31,191.73,5596078
22/03/2017,185.53,189.25,184.96,188.18,3982532
21/03/2017,185.38,188.72,185.38,187.47,2231772
20/03/2017,189.47,189.57,186.17,187.03,1406956
17/03/2017,189.47,190.6,187.58,189.57,3328432
16/03/2017,186.95,189.06,186.09,188.18,3318334
15/03/2017,190.11,190.19,185.11,186.02,3602854
14/03/2017,184.21,189.7,183.98,188.48,2457468
10/03/2017,182.37,183.82,181.8,183.11,1092902
09/03/2017,185.34,185.34,181.71,182.14,1409790
08/03/2017,185.96,186.54,183.95,186.13,1149252
07/03/2017,185.53,187.82,184.92,186.15,3300406
06/03/2017,184.7,185.21,183.68,184.92,1178738
03/03/2017,184.51,186.34,183.16,185.66,1480236
02/03/2017,185.71,186.26,183.5,184.29,2033654
01/03/2017,183.46,186.15,182.63,183.67,2034864
28/02/2017,184.21,185.04,183.11,183.76,2025428
27/02/2017,180.45,185.19,180.32,184.12,2823076
