Date,UBL-EQ O,UBL-EQ H,UBL-EQ L,UBL-EQ C,UBL-EQ V
19/07/2012,501,510,491.35,494.6,92702
18/07/2012,502.2,509,492.05,499.6,108192
17/07/2012,518.95,526.85,498.35,499.75,114669
16/07/2012,542.35,542.5,512.5,517.55,80894
13/07/2012,649,649,535,537.05,126267
12/07/2012,531.1,563.95,529,544.55,334449
11/07/2012,541.3,549.9,534.05,537.05,32873
10/07/2012,536.7,553.35,535.3,544.45,117984
09/07/2012,534.9,543.4,529,533.65,54247
06/07/2012,544.35,554.75,530.2,535.2,126259
05/07/2012,546.45,557.4,541,544.8,143956
04/07/2012,560,560,542.45,543.6,60984
03/07/2012,546.75,567.9,546.75,555.65,204807
02/07/2012,541,555,540.95,546.75,71835
29/06/2012,549.9,553.9,541.45,544.55,98061
28/06/2012,533.5,550,533.5,545.2,294758
27/06/2012,499.85,535,499.85,529.9,451768
26/06/2012,499.45,505.9,497.05,498.8,27908
25/06/2012,503,508.4,495.05,497.35,33367
22/06/2012,491,503,482.5,498.35,28216
21/06/2012,503,507.45,497.5,502.1,44493
20/06/2012,497,514.65,494.35,500.75,119454
19/06/2012,497.55,502.45,490.7,492.95,35577
18/06/2012,512,518.7,495,499,58310
15/06/2012,517.6,523,506.5,512.85,120151
14/06/2012,513.95,524.6,510,514.6,316791
13/06/2012,482.35,527.65,482.15,515.5,870229
12/06/2012,480,488.5,478,481.75,42798
11/06/2012,480.15,491.7,479,482.15,48237
08/06/2012,496,496,480.1,485.1,36544
07/06/2012,495,506.7,491,494.2,75285
06/06/2012,485,509.9,480.05,492.4,97109
05/06/2012,487.7,493.7,471.35,479.9,24061
04/06/2012,500,500,470.3,483.65,20446
01/06/2012,475.4,489.85,466.65,484.4,82846
31/05/2012,466,488,441.35,481.7,128249
30/05/2012,480.55,485,467,470,77226
29/05/2012,483.9,488.9,477,480.5,43716
28/05/2012,475,486,472.5,481.45,24203
25/05/2012,484,486.6,475,478.7,34865
24/05/2012,478.6,486.5,470.5,481,45855
23/05/2012,472.45,480,464.2,476.2,56554
22/05/2012,487.55,499,465.25,472.45,61159
21/05/2012,484.05,489.1,476.5,479.9,40891
18/05/2012,478.05,488,472,481.75,219289
17/05/2012,484.95,521.75,475,482.05,413290
16/05/2012,492.4,492.4,471.15,482.6,177445
15/05/2012,499,502,488,493.05,106050
14/05/2012,508,516,495.95,499,80972
11/05/2012,513.1,524,506,511.75,33415
10/05/2012,526.2,534.45,511.5,520.55,40380
09/05/2012,532,545.95,520,523.45,70325
08/05/2012,532.8,545.9,528,532.65,80397
07/05/2012,547.8,549.6,509.5,527.75,116730
04/05/2012,559.2,584.85,545.3,553.2,213782
03/05/2012,558.2,564.95,543.15,562.9,159625
02/05/2012,537,564.9,534.05,556.9,401157
30/04/2012,529.95,541.45,522.1,536.3,91472
27/04/2012,527,535,523,527.15,71642
26/04/2012,534.85,542.5,520,522.4,100373
25/04/2012,532.45,538.5,523.2,533.15,95669
24/04/2012,510.5,530,508.05,527.15,92350
23/04/2012,518.15,523.45,505.2,515.3,86252
20/04/2012,524.85,534,512,518.25,105272
19/04/2012,520,529.95,516.1,526.55,153584
18/04/2012,515,522.95,513,515.85,134259
17/04/2012,500.9,517,500.9,514.6,127103
16/04/2012,491.5,514.4,482.1,501.9,151848
13/04/2012,500.95,516.9,491,494.4,317098
12/04/2012,514.95,524.2,482,494.4,448361
11/04/2012,542.8,551.5,505.2,512,207943
10/04/2012,548,548,537,539.2,90781
09/04/2012,552.65,554,537.7,542.05,168357
04/04/2012,544,549.9,540,548.4,123232
03/04/2012,555,563.7,540.1,542.7,453181
02/04/2012,549.95,553.1,535.1,546.2,105463
30/03/2012,554.2,556.4,535.25,539.2,179713
29/03/2012,546.9,561,515.95,548.7,348790
28/03/2012,536.1,574.9,532.05,545.5,806741
27/03/2012,540.95,549.4,530.25,538.9,75137
26/03/2012,545.3,555.7,535.1,540.25,114980
23/03/2012,552.45,574.05,534,542.05,649169
22/03/2012,550.15,563,541,544.25,205707
21/03/2012,552.35,559,540.1,550.2,162981
20/03/2012,532.5,553.7,532.5,546.9,239979
19/03/2012,553.7,561.6,535,540.7,222728
16/03/2012,553,569.95,540,547,382181
15/03/2012,543.95,577.4,517.8,554.45,1964983
14/03/2012,618.5,620,531.1,544.45,1291830
13/03/2012,555,648.95,543.45,613.85,2497126
12/03/2012,460.85,549.75,458.95,541.85,1214891
09/03/2012,452.05,467.5,452.05,458.15,28755
07/03/2012,452.5,459.4,448,455.1,33032
06/03/2012,452.25,463,450.55,458,26927
05/03/2012,451.55,462,451.55,456.75,26870
02/03/2012,467.9,471.4,453,457.75,26254
01/03/2012,457,473.5,452,467.6,74920
29/02/2012,453.05,473.5,452,458.5,134903
28/02/2012,440.85,459.8,440.85,449.75,30269
27/02/2012,434.65,454.5,434.65,440.85,62508
24/02/2012,455.85,457.4,436.5,442.75,37065
23/02/2012,464.6,464.6,452,454.1,53903
22/02/2012,450,476,432,462.4,392034
21/02/2012,455,458.05,445,452.05,68879
17/02/2012,459.7,464.6,448.6,454.95,68201
16/02/2012,457.15,462,450.9,454.65,56865
15/02/2012,457.05,469.05,450,456.7,99642
14/02/2012,455.15,461.9,451.5,455.15,55896
13/02/2012,462.8,463.05,448.1,454.8,46954
10/02/2012,464,464.6,451.6,458.65,75573
09/02/2012,460,472.05,453,460.15,62814
08/02/2012,460.05,469.7,450,455.15,183552
07/02/2012,463.7,484.85,451,456.15,288374
06/02/2012,445.05,458,445,454.5,140413
03/02/2012,440,449.9,437.2,442.9,163319
02/02/2012,415,448.5,415,439.95,310903
01/02/2012,413.2,435.95,410.5,428.2,572974
31/01/2012,418,418.4,407,409.7,139433
30/01/2012,417.4,422,408.05,410.55,236621
27/01/2012,415,426,413,415.75,306407
25/01/2012,410,429.75,410,412.3,448208
24/01/2012,417.35,423.4,406,407.85,197347
23/01/2012,443.1,446.55,413.1,418.35,155940
20/01/2012,449.8,461.55,433.1,442.1,199496
19/01/2012,455,459,431.05,445,159063
18/01/2012,470.15,478.3,438.55,444.45,253157
17/01/2012,469.95,480,457.1,465.5,369102
16/01/2012,444,471,440.3,462.75,845292
13/01/2012,478.4,507,422.85,444,1458294
12/01/2012,419.55,481.8,418,473.35,1935756
11/01/2012,421.15,429,410.1,419.35,198398
10/01/2012,422.85,429,412.2,417.8,146859
09/01/2012,407,432,402.4,414.4,357980
06/01/2012,425,433.8,408.6,412.65,448245
05/01/2012,392,449.9,392,426.85,1767906
04/01/2012,388.2,400,382.4,391.95,123692
03/01/2012,393.7,394,383.2,388.15,47696
02/01/2012,384,393.3,381.1,388,51020
30/12/2011,393,396,380,383.9,40263
29/12/2011,380.55,392.8,380.1,385.05,45430
28/12/2011,386,397.05,377.05,387.7,112207
27/12/2011,402,402,385.1,388.5,46862
26/12/2011,398.9,405.7,396,397.25,60616
23/12/2011,399,406.9,391.1,395.75,85424
22/12/2011,379.9,406.7,379.15,396.75,358377
21/12/2011,385,390.45,373.35,380.55,60176
20/12/2011,399,403,372.6,378.75,98701
19/12/2011,449.9,449.9,388.8,392.7,110710
16/12/2011,419,430,396,401.5,140820
15/12/2011,400,423.9,391.2,414.8,363855
14/12/2011,430,433.7,401.8,404.55,331340
13/12/2011,409.55,433,406,426.75,750699
12/12/2011,459.8,464.7,405.55,410.2,528387
09/12/2011,478.1,498,449.2,456.8,1545241
08/12/2011,436.4,502.8,425,478.1,1747818
07/12/2011,406,446.8,399,436.45,207115
05/12/2011,395,410,391,404.9,38771
02/12/2011,401.1,402.9,396.3,399.95,44347
01/12/2011,395.3,438.5,390.5,400.55,62847
30/11/2011,396.4,398.9,392,395.85,12044
29/11/2011,398.95,403.3,391,397.65,19672
28/11/2011,392.95,410.3,391.25,394.5,158472
25/11/2011,390,395.95,390,393.2,20833
24/11/2011,391,397,363.35,390.25,28775
23/11/2011,395,404,385.5,394.9,27821
22/11/2011,392.95,397.85,390.5,395.3,28619
21/11/2011,404.95,404.95,376.6,395.25,21894
18/11/2011,393.3,404.8,393.3,400.6,32249
17/11/2011,392.55,402.5,392.5,399.15,26144
16/11/2011,390.9,407.85,388,398.25,148291
15/11/2011,395,397.5,377.25,395.25,139502
14/11/2011,391,397,374.95,390.1,61274
11/11/2011,400.15,400.45,361.55,392.1,133297
09/11/2011,401.05,410,397,399.05,44346
08/11/2011,405,409,394.6,401.1,20717
04/11/2011,406.4,406.45,399.45,401.95,25425
03/11/2011,404,405,396.1,399.9,25328
02/11/2011,404.3,409.75,402.05,402.6,28623
01/11/2011,413.9,421.95,401.25,404.35,50043
31/10/2011,423,427,415.15,416.5,32713
28/10/2011,425,433.6,418.05,419.6,21044
25/10/2011,424,424,416.1,419.15,32828
24/10/2011,427.4,429,418,420.15,58520
21/10/2011,413.75,442.9,408.25,419.15,285457
20/10/2011,419.8,419.8,405.5,408.2,37079
19/10/2011,412.6,428.95,408.6,419.15,28090
18/10/2011,427.95,434.9,416.1,417.6,42388
17/10/2011,420.65,438.8,420,433.95,95494
14/10/2011,422,423.7,411.9,420.35,57682
13/10/2011,430,442.4,422.35,425.1,316970
12/10/2011,379.8,433.7,379.8,427.25,775801
11/10/2011,381.45,381.95,374.5,378.25,16063
10/10/2011,373.95,378,360.35,372.4,22185
07/10/2011,360.1,372,357.25,368.15,22213
05/10/2011,364,367.85,352.25,354.9,40151
04/10/2011,370.05,372.95,360,362.5,17533
03/10/2011,369.8,375,362,372.75,32036
30/09/2011,376,388,370.5,374.5,28950
29/09/2011,391.05,396.45,375.25,378.85,35427
28/09/2011,397.9,403,390.25,394.45,60236
27/09/2011,394.95,396,388.8,393.75,16559
26/09/2011,390.15,396.9,376,387.3,43463
23/09/2011,380,396.95,370.1,390.2,37940
22/09/2011,400.1,401,387.1,390.2,36481
21/09/2011,404.4,404.4,398.25,402.55,21836
20/09/2011,404.95,414,396.5,400.2,50832
19/09/2011,402.05,405.75,395,399.55,85532
16/09/2011,395.1,408.8,393.1,403.45,171346
15/09/2011,395,398,390,392.1,60895
14/09/2011,398,416.9,385.1,392.6,299187
13/09/2011,410.15,416.25,390.1,394.1,100076
12/09/2011,427,427.45,404.25,408.55,32168
09/09/2011,431,440,426,429.8,30039
08/09/2011,433,438,425.4,433,19463
07/09/2011,433,440,424,431.55,35309
06/09/2011,424,452,424,429.9,78682
05/09/2011,428,428,421.1,424.05,7893
02/09/2011,425,435,421,429.25,50294
30/08/2011,424.95,435,416.1,422.95,24973
29/08/2011,420.45,424.3,413.9,418.6,17752
26/08/2011,431.05,435,406.1,413.9,16166
25/08/2011,441.9,445,430.25,434.95,26059
24/08/2011,432,446.9,427,438.35,66846
23/08/2011,430,435.7,421.1,430.9,37585
22/08/2011,424.3,434,416.15,430.35,24257
19/08/2011,430,430,405,415.35,62811
18/08/2011,439.9,443,428.65,432.2,35926
17/08/2011,442.1,448.9,430.1,437.65,71363
16/08/2011,450.15,464,435.1,442.2,81443
12/08/2011,474,478,443.1,446.35,74581
11/08/2011,473.45,478,465.1,468.45,62379
10/08/2011,478.4,488.7,466,474.8,62896
09/08/2011,466.6,479.95,463,475.85,54796
08/08/2011,465,478.05,462,472.45,55655
05/08/2011,468,484,458,473.65,138527
04/08/2011,474.45,505,471.1,475.4,179037
03/08/2011,474,476.9,468,470.65,75789
02/08/2011,496,496,479,484.65,34484
01/08/2011,508.8,512.4,490,496.5,88552
29/07/2011,469.95,521,466.05,501.9,555575
28/07/2011,467,472.1,466,468.7,100218
27/07/2011,478,478,468.8,470.55,24576
26/07/2011,480,482,471.55,475.15,42465
25/07/2011,481.1,490,475,478.2,50147
22/07/2011,488.5,490.9,477.1,480.85,37603
21/07/2011,495.05,495.95,480.25,486,168970
20/07/2011,499.9,503.5,492.4,494.3,484537
19/07/2011,502,502.9,489,496.5,53738
18/07/2011,504,504,495.1,497.5,56032
15/07/2011,499,507.5,496,499.65,102067
14/07/2011,495,504.75,494.55,497.85,75990
13/07/2011,506.7,508,494.65,496.8,71403
12/07/2011,481.1,510,472.05,501.65,266907
11/07/2011,490.65,530,475,496.75,6591862
08/07/2011,509.05,509.05,494.05,495.6,87261
07/07/2011,510.05,511.7,500.3,502.5,147640
06/07/2011,519.95,524.7,504.15,507.65,116387
05/07/2011,519.55,527.9,515.1,517.55,86653
04/07/2011,534.75,537.4,512.25,518,82830
01/07/2011,534.5,543,526.1,529.65,148519
30/06/2011,537.8,539,522.35,530.2,58007
29/06/2011,530.8,549.85,524.05,533.1,66955
28/06/2011,512.55,530.9,511,522,152820
27/06/2011,511,524.5,505.1,511.7,65868
24/06/2011,505,518,498.15,509.25,96421
23/06/2011,507.95,508.85,494.95,498.7,106532
22/06/2011,500,514.65,497,507.2,144180
21/06/2011,520.1,547,495,501.45,145544
20/06/2011,562.05,565,489.95,522,146287
17/06/2011,562.25,567,551,561.6,80151
16/06/2011,568.05,580.75,551.05,558.6,92131
15/06/2011,576.8,591,567,572.75,163478
14/06/2011,587.05,591.5,571.8,575.55,110293
13/06/2011,603,603,581.25,585.6,146615
10/06/2011,602,614,593,606.95,719951
09/06/2011,588,609.45,576.35,602.65,876571
08/06/2011,553.2,612.75,545.55,587.05,1188611
07/06/2011,543,560.5,538,550,75570
06/06/2011,536,550.4,536,541,45321
03/06/2011,548,556,534.5,547.1,62476
02/06/2011,559.1,559.1,540,544.7,68086
01/06/2011,568.3,568.4,553.5,563.65,66270
31/05/2011,552.3,564.8,548.7,561.55,101459
30/05/2011,548.6,567,545,547.55,137841
27/05/2011,526.1,555,523.55,544.5,207999
26/05/2011,503.1,531.9,503.1,521.6,294445
25/05/2011,496.95,508,491.15,500.15,212214
24/05/2011,507.05,516.8,495.1,499.2,158825
23/05/2011,537,537.9,502.2,505.7,101752
20/05/2011,547,548.5,535.5,538.25,90920
19/05/2011,549.9,557.05,534,536.9,110858
18/05/2011,556.5,567,542.65,545.7,138825
17/05/2011,554.8,575,546.25,550.3,180318
16/05/2011,561.05,582,551.35,558.95,263193
13/05/2011,559,585.95,543.55,560.45,526466
12/05/2011,594,599.05,551.6,558.6,852549
11/05/2011,543,604,530,595.5,2417888
10/05/2011,502,549.8,501.95,537.55,1131146
09/05/2011,503.7,507.4,490,502.85,28579
06/05/2011,495,506,485.65,499.45,64389
05/05/2011,515,518.9,490.95,493.35,171380
04/05/2011,475,532.7,469,513.85,593042
03/05/2011,467.5,476.5,467.5,473.8,138802
02/05/2011,463.5,482,461.15,470.25,52317
29/04/2011,471.8,472.35,460,463.3,38317
28/04/2011,470,479,468,469.7,250125
27/04/2011,471,477.9,462,464.95,76437
26/04/2011,460.05,469.75,455,465.2,158127
25/04/2011,463,468.9,458,459.55,21563
21/04/2011,463.9,476,455,461.05,77171
20/04/2011,455.55,466.8,454,459.9,59248
19/04/2011,460.05,464,446.6,452.85,18205
18/04/2011,467,474.4,451.25,457.75,23968
15/04/2011,472.05,475.8,462,463.85,18866
13/04/2011,464,475,464,471.15,17193
11/04/2011,475,475,463.05,466.35,24516
08/04/2011,478,482.9,471.55,474.15,23851
07/04/2011,481.7,488,475.85,477.3,53116
06/04/2011,485,490,480.6,483.75,38528
05/04/2011,482.05,488,476.05,480.8,43133
04/04/2011,489,496.7,480,481.75,77716
01/04/2011,479.95,500,479.95,488.3,172598
31/03/2011,480.05,488.7,475,480.05,484040
30/03/2011,475.65,479.3,471,475.75,35760
29/03/2011,473.5,479.5,469,469.85,47028
28/03/2011,473.5,480,468,468.9,46004
25/03/2011,471.55,491,464,469.75,299601
24/03/2011,477.4,477.4,468.55,469.95,63763
23/03/2011,472.85,485,465.45,470.6,130996
22/03/2011,478.3,478.3,466,469.1,28975
21/03/2011,479,480,465.2,467.25,62374
18/03/2011,495,495,469.8,470.6,29936
17/03/2011,476,494,474.25,475.75,57722
16/03/2011,482,509.9,480.1,481.65,86526
15/03/2011,470.05,485.5,463.5,473.75,86493
14/03/2011,472,493.4,471.1,484.65,154915
11/03/2011,470,495,461,470.3,110920
10/03/2011,475,479.45,469,472.9,34418
09/03/2011,494,500,473.4,476.5,65664
08/03/2011,485,506.85,480,488.95,193858
07/03/2011,466.6,490.9,453.6,487.2,200363
04/03/2011,474.5,479.9,465,469.25,74639
03/03/2011,469.7,484,452,475.3,479732
01/03/2011,407.4,478.2,406.25,471.1,632738
28/02/2011,403.1,414.7,397,405.8,32668
25/02/2011,412.3,412.3,392.5,402.05,57645
24/02/2011,431,431,401,405.1,62942
23/02/2011,414.8,416.5,405,407.25,19705
22/02/2011,408.5,424.8,403,412.45,24409
21/02/2011,428.5,428.5,402.2,418.45,29599
18/02/2011,427,436.8,420.55,424.9,78592
17/02/2011,429.7,433.2,420,422.55,45601
16/02/2011,434.35,443.95,425,426.6,71809
15/02/2011,447.85,451.75,422.5,430.4,84138
14/02/2011,462.15,466,405.15,445.35,242762
11/02/2011,380,407,371,402.45,159740
10/02/2011,365,389.9,345,378.85,134603
09/02/2011,396,400,363,366.55,61569
08/02/2011,428.3,435.75,392.25,396.15,107294
07/02/2011,432,442,421,424.4,26856
04/02/2011,451.3,458.1,431.1,436.8,55924
03/02/2011,453,463.95,442.5,445.35,93695
02/02/2011,462.9,467,453,455.45,33422
01/02/2011,487.95,487.95,446,452.25,45886
31/01/2011,435.55,484,425.2,474,110067
28/01/2011,454.7,454.9,420.15,443.65,137505
27/01/2011,483,488.6,435.5,449.95,105384
25/01/2011,488,497.9,465.5,476.5,120848
24/01/2011,469.25,486.8,469.25,483.1,73991
21/01/2011,474.3,478,462,468.95,27977
20/01/2011,471,475,466.1,468.05,17726
19/01/2011,474.3,484.6,467,470.5,50184
18/01/2011,473,482.3,465.05,468.75,29716
17/01/2011,470,483.9,470,471.9,25765
14/01/2011,484.2,491,470,473.9,52720
13/01/2011,492,503,481,483.65,54601
12/01/2011,477.85,494.95,470.55,491.9,88735
11/01/2011,500,502,473,477.85,96153
10/01/2011,480,509.35,466.3,495.9,376490
07/01/2011,488.1,498,468.2,473,164658
06/01/2011,499,501.85,483.65,491.35,79839
05/01/2011,508,515.95,492,496.1,99940
04/01/2011,516.6,520,505,511.05,153381
03/01/2011,506,520.95,502,517.35,334353
31/12/2010,505.9,518.6,498,504.35,481566
30/12/2010,500,518.8,489.3,503.35,493338
29/12/2010,520,536.4,495.8,500.5,1281832
28/12/2010,457,529.7,457,517.8,1404343
27/12/2010,478.3,481.8,451.5,457.35,20026
24/12/2010,468,485.6,462.2,473.8,45903
23/12/2010,482,487.45,463.1,466.6,34545
22/12/2010,480.1,492.85,477,480.7,80178
21/12/2010,485.2,502.7,480,482.1,234036
20/12/2010,439,487,436.6,482.2,350448
16/12/2010,422.5,449,422.5,444.5,77097
15/12/2010,414,432,411.35,427.3,69021
14/12/2010,407.95,416.6,406,411.85,19104
13/12/2010,407,409.95,400,402.75,14502
10/12/2010,400,408.65,400,406.95,32887
09/12/2010,408,409.9,378.1,393.8,56148
08/12/2010,394,414,391.5,403.65,55460
07/12/2010,399.1,408.15,395,398,26181
06/12/2010,406,421.6,395,402.1,64719
03/12/2010,413.2,414.4,395.5,403.55,30904
02/12/2010,420,429.9,407,415.15,58121
01/12/2010,384.6,414.8,375,406.5,155958
30/11/2010,390,399,370.3,378.2,229786
29/11/2010,400,406,383.6,389.65,80061
26/11/2010,404,414.6,391.1,396.95,34956
25/11/2010,424.9,424.9,400.1,407.35,17096
24/11/2010,420.6,425,414.1,418.75,26773
23/11/2010,426,430,397.2,414.1,65386
22/11/2010,433,438,424,428.75,352277
19/11/2010,419.8,438.9,406,431.95,136448
18/11/2010,424.6,426.95,373.7,414.6,172416
16/11/2010,426.4,433.95,412.1,418.45,107804
15/11/2010,382,434.6,382,417.4,40926
12/11/2010,430,431.95,415.3,419.85,61281
11/11/2010,444.5,444.95,425.25,427.6,43974
10/11/2010,455,457.75,436.6,440.4,58866
09/11/2010,428,480.05,428,453.35,652621
08/11/2010,422,435.9,379.9,426.9,47418
05/11/2010,427,438.4,423.15,426.65,6970
04/11/2010,431.8,435.9,422,426.25,43324
03/11/2010,448,448,423.5,427.9,42233
02/11/2010,449,449,432,439,780166
01/11/2010,450,452.8,441.2,445.25,26607
29/10/2010,450,459,437.55,447.3,96356
28/10/2010,458,458,440.05,442.55,36963
27/10/2010,442.05,458.95,428,444.85,60070
26/10/2010,445.1,449.35,441.05,443.6,30569
25/10/2010,449.7,455,444,445.85,27086
22/10/2010,450,459.5,445,445.45,53931
21/10/2010,456.2,456.2,447,449.2,38714
20/10/2010,448.8,456,444.85,448.9,45121
19/10/2010,462,462,444.8,448,46762
18/10/2010,455.55,455.55,445,450.35,47083
15/10/2010,450.6,466,446.2,450.15,81208
14/10/2010,450,478,450,453.05,109414
13/10/2010,456.5,494.7,456.5,472.75,528155
12/10/2010,451,464,450,460.55,78865
11/10/2010,456,464,447,459.95,153029
08/10/2010,449,460.8,442.9,449.85,290448
07/10/2010,447,463.7,439.05,448.25,470784
06/10/2010,441,449,441,444.25,90875
05/10/2010,420,446.9,420,439.9,383077
04/10/2010,419.05,433.5,419,420.5,96408
01/10/2010,414,424.1,408.55,418.7,74969
30/09/2010,426.9,426.9,410.2,412.6,205316
29/09/2010,423,431,415.8,422.7,105891
28/09/2010,429.65,431.95,421.3,423.2,75230
27/09/2010,433,436,390.05,425.45,97651
24/09/2010,424.7,442,421,431.85,180474
23/09/2010,432.8,432.8,420.3,422.55,85355
22/09/2010,436,437.65,411.7,429.2,99705
21/09/2010,443,444.9,431.9,434.05,130605
20/09/2010,443.95,451.8,439,441.85,250932
17/09/2010,432,453,428.25,441,602515
16/09/2010,436.7,440.05,427,429.6,176380
15/09/2010,440,445.9,432,436.7,220879
14/09/2010,440.5,448,435,437.5,261843
13/09/2010,437,447.8,432,435.3,274895
09/09/2010,437,443.65,426.9,433.95,232548
08/09/2010,434,446.75,426,434.45,336666
07/09/2010,458,461.45,431.15,434.35,385612
06/09/2010,462,478.8,453.15,457.8,729476
03/09/2010,437,472,426.35,457.15,980895
02/09/2010,423,441,421.5,436.2,1523342
01/09/2010,341,433.95,341,421.6,2486179
31/08/2010,365,414.65,351.2,398.85,1892143
30/08/2010,356.35,377,354.05,364.25,631192
27/08/2010,347,367,347,352.45,434849
26/08/2010,348.45,356.2,342,346.8,74827
25/08/2010,349.45,353.1,342.1,345,87453
24/08/2010,354.75,359.9,345,350.6,102608
23/08/2010,351.45,359.85,348.5,352.9,207270
20/08/2010,346,356.95,343,349.1,265496
19/08/2010,352.3,360.5,342.3,344.15,347472
18/08/2010,357.65,366,347.35,349.75,547930
17/08/2010,327.95,373.85,321.1,355.65,1986505
16/08/2010,344,344,325,325.65,88373
13/08/2010,350,355,333,339.35,272553
12/08/2010,342,359.5,340,343,730846
11/08/2010,313.6,360,311,338.5,1729340
10/08/2010,317,318,312.75,313.65,62701
09/08/2010,315.1,319.75,313.05,315,91420
06/08/2010,314.5,320.6,314.05,316.8,276325
05/08/2010,315,320.5,312,313.9,188158
04/08/2010,315.05,321.5,311.6,313.85,157406
03/08/2010,321.5,325,312.6,314.45,256810
02/08/2010,320.65,324.85,316.3,320.45,336950
30/07/2010,316,337.3,316,319.2,1290025
29/07/2010,315.7,325,302.1,316.15,1136887
28/07/2010,325,330,311,314.9,412894
27/07/2010,320,334.3,320,325.55,1629720
26/07/2010,290.1,342.8,290.1,324.55,4383262
23/07/2010,251.2,337.95,251.2,322.55,6014664
22/07/2010,236.5,281.6,236.5,281.6,1120208
21/07/2010,235.15,240.8,230.15,234.65,28209
20/07/2010,234,238,233.05,234.65,16561
19/07/2010,222.25,237,222.25,233.5,43495
16/07/2010,221.05,236.9,221.05,232.8,41512
15/07/2010,221.05,226,220,225.55,11946
14/07/2010,224.9,227.9,220,221.95,17482
13/07/2010,222,226,219.5,221.3,12256
12/07/2010,220,225.95,219.5,223.15,11901
09/07/2010,227.25,229.9,217.05,218.55,43069
08/07/2010,227.5,231,226.1,228.3,10982
07/07/2010,227,228.95,225,226.75,4882
06/07/2010,234,234,226,227.05,10542
05/07/2010,216.25,235,216.25,230.85,38903
02/07/2010,217.05,225.95,215,216.25,8709
01/07/2010,225,225,218.25,220.25,5036
30/06/2010,220,227,219.6,222.55,25513
29/06/2010,228,228.05,222,225,12685
28/06/2010,230.25,233.65,225.25,226.65,6748
25/06/2010,235,238,229.25,231,18071
24/06/2010,238.4,242,233,234.95,34045
23/06/2010,240.05,245.9,237.05,238.4,41655
22/06/2010,231,249,231,244.45,103719
21/06/2010,240.45,243.7,236.05,241.9,323691
18/06/2010,209.8,242.5,209.8,236.05,900239
17/06/2010,209,210.8,206,207.6,4283
16/06/2010,211.9,215.05,205.05,206.9,17470
15/06/2010,212.35,212.35,206.5,211.45,17674
14/06/2010,218,218,205,212.35,20319
11/06/2010,212,212,204.1,207.6,19557
10/06/2010,200.05,209,200.05,206.4,29604
09/06/2010,200,201.45,198.5,200.05,12059
08/06/2010,198,201.7,196.1,198.8,3559
07/06/2010,197,202,195.3,198.3,649420
04/06/2010,203,203,196.6,198.75,13753
03/06/2010,203,203,195,200.75,5805
02/06/2010,198.8,198.8,193.15,195.6,7396
01/06/2010,200,204,195.15,195.95,15511
31/05/2010,204,204,196.5,198.15,5570
28/05/2010,200.95,207.1,195.15,196.45,25273
27/05/2010,202,203.6,199,200.95,7894
26/05/2010,191,209.9,186.5,203.6,41557
25/05/2010,191.05,199.4,186.55,189.65,12373
24/05/2010,195,206,194.8,195.65,7746
21/05/2010,190.25,194.95,188,193.95,7425
20/05/2010,198,204.75,192.15,193.75,13904
19/05/2010,205.05,211.1,198,201.6,13934
18/05/2010,205.9,212.45,203.1,210.35,11544
17/05/2010,215.95,216,204.5,207.75,11426
14/05/2010,211.05,214.9,208.1,211.75,340538
13/05/2010,212.5,217,211.5,212.15,22924
12/05/2010,215,218.2,208.2,211.15,36130
11/05/2010,202.95,220.4,202.05,211.95,94812
10/05/2010,204,204.85,201.7,203.2,26628
07/05/2010,197,207,195,201.85,46339
06/05/2010,202,202,196.75,201.15,56797
05/05/2010,197.5,205.95,196,203.25,43667
04/05/2010,202.25,206,197.2,201.1,34228
03/05/2010,201.95,203.75,200.05,201.2,17086
30/04/2010,194.95,206,193.8,200.5,108205
29/04/2010,195,195,192.05,193.45,15846
28/04/2010,196,196.6,192.5,194.25,12003
27/04/2010,198,199.95,195.7,196.8,8258
26/04/2010,196,201,194.1,200.3,24201
23/04/2010,198,200.95,195.5,196.4,29339
22/04/2010,198,201,192.15,198.2,27288
21/04/2010,199,202.65,197,198.7,14700
20/04/2010,197.5,203.9,195,201.15,30879
19/04/2010,197.5,198,192.25,197.1,18610
16/04/2010,200,202,196.25,198.6,26617
15/04/2010,203.75,207.5,198.25,200.5,40724
13/04/2010,205.3,206.6,200.15,202.35,16040
12/04/2010,207,208.6,203.2,205.1,37396
09/04/2010,204,208,202,206.45,222047
08/04/2010,200,211.85,197.8,201.05,264633
07/04/2010,207.3,207.3,195,196.4,31337
06/04/2010,198.6,204.9,196,201,66824
05/04/2010,194,198.65,193.35,197.95,233376
01/04/2010,193.9,195,191.7,192.6,29251
31/03/2010,193.2,195.95,189,191.9,70851
30/03/2010,196.5,196.5,189.1,194.65,337349
29/03/2010,195,196,190.05,194.1,33381
26/03/2010,190,195,187.25,192.9,82519
25/03/2010,184.7,192.95,183.8,190.3,36635
23/03/2010,185.95,187.5,183.8,184.7,142462
22/03/2010,186,187.5,183.65,185.3,73137
19/03/2010,186.9,186.95,184.75,185.15,11621
18/03/2010,185,187,185,185.2,8659
17/03/2010,187,188,183.2,186.6,28453
16/03/2010,183.1,188,183,185.85,33010
15/03/2010,185.85,188,181.15,185.35,31947
12/03/2010,183.95,184.95,182.35,184.75,25191
11/03/2010,185,186.5,179,183.1,53093
10/03/2010,183,188,180.5,185.4,15442
