Date,UBL-EQ O,UBL-EQ H,UBL-EQ L,UBL-EQ C,UBL-EQ V
29/03/2019,1383.25,1398.85,1376.05,1394.8,1957997
28/03/2019,1361.25,1399,1337.55,1374.9,1206268
27/03/2019,1353.5,1464.65,1344.75,1354.45,1917438
26/03/2019,1323.4,1354.9,1292,1347.6,737753
25/03/2019,1365,1365,1313.05,1319.25,823017
22/03/2019,1389.85,1391,1362.55,1368.1,177118
20/03/2019,1381.6,1393.7,1374.5,1384.65,626688
19/03/2019,1399.35,1399.5,1375,1381.6,438164
18/03/2019,1388.25,1401,1381.1,1389.75,355515
15/03/2019,1383,1402.9,1372.3,1388.1,712343
14/03/2019,1379,1387.75,1359.4,1378.15,530227
13/03/2019,1395.15,1413,1357.2,1373.25,630853
12/03/2019,1388.9,1406,1385.8,1399.2,589216
11/03/2019,1395,1397.15,1376.1,1381.1,326381
08/03/2019,1397.3,1404,1375.55,1381.8,573826
07/03/2019,1396,1418,1383.5,1388.3,971459
06/03/2019,1382.8,1407.95,1380,1392.4,1408458
05/03/2019,1375.95,1392.95,1370.95,1377.8,729379
01/03/2019,1351.6,1385,1346,1377.95,466142
28/02/2019,1349,1356,1336.05,1343.7,328201
27/02/2019,1339,1359.5,1328.3,1335.7,351905
26/02/2019,1349.2,1353.65,1323,1333.6,386196
25/02/2019,1365.1,1370,1343.65,1357.35,336125
22/02/2019,1360,1371.85,1351.05,1366.8,278676
21/02/2019,1362.9,1378,1352.85,1359.3,350999
20/02/2019,1350,1364,1345.55,1360,394949
19/02/2019,1337,1355.1,1331,1346.3,567112
18/02/2019,1330,1356.05,1325.2,1344.15,341080
15/02/2019,1404,1404.35,1311.65,1337.75,1539798
14/02/2019,1400.1,1413,1388,1403.7,1072882
13/02/2019,1392.6,1409,1385.65,1394.4,1080052
12/02/2019,1383,1393,1378,1389.25,318592
11/02/2019,1377,1397.05,1356.1,1375.2,829992
08/02/2019,1384.5,1401,1364.95,1380.5,485676
07/02/2019,1404,1409.85,1385.7,1389.2,580784
06/02/2019,1426.3,1427.5,1394,1401.95,713513
05/02/2019,1443,1450.45,1407.35,1419.5,594362
04/02/2019,1445,1452.2,1423.05,1438.85,383584
01/02/2019,1430,1469.9,1418.1,1447.15,288391
31/01/2019,1429.1,1450.45,1396.5,1428.8,494458
30/01/2019,1430.1,1446.05,1412.5,1428.45,215269
29/01/2019,1387.15,1453,1387.15,1437.05,453380
28/01/2019,1438.2,1439.85,1378.3,1404.35,318205
25/01/2019,1456.9,1464.95,1419,1427.8,423833
24/01/2019,1442.3,1466.95,1440.6,1448.3,672662
23/01/2019,1464,1464,1442.05,1444.9,415921
22/01/2019,1478.9,1478.9,1447,1459.4,962109
21/01/2019,1410.1,1491.4,1410.1,1485.75,1816942
18/01/2019,1412.15,1420,1388.8,1414.8,163769
17/01/2019,1416.2,1425.45,1402,1410.55,240642
16/01/2019,1425,1430,1412.05,1416.65,371896
15/01/2019,1380.2,1425,1376.45,1419.2,478190
14/01/2019,1370.15,1389.2,1369.1,1380.05,379743
11/01/2019,1371.1,1383.4,1370.2,1377,259158
10/01/2019,1381,1385.7,1367.3,1378.45,620011
09/01/2019,1406.5,1410,1377.1,1385.3,619475
08/01/2019,1390.5,1417.3,1385.05,1410.85,853257
07/01/2019,1373.2,1394.4,1373.2,1389.8,453214
04/01/2019,1377.9,1377.9,1352.2,1371.15,550072
03/01/2019,1352,1382,1352,1368.5,653334
02/01/2019,1355.05,1371.9,1345.6,1355.45,272136
01/01/2019,1372.5,1378.3,1351,1362.7,304025
31/12/2018,1389.9,1395.45,1370.75,1377,645534
28/12/2018,1371.9,1385.35,1364.65,1377.55,578814
27/12/2018,1370,1379,1346.95,1364.95,657703
26/12/2018,1348,1367,1313.1,1358.15,567055
24/12/2018,1374.7,1374.7,1330.4,1350.35,562257
21/12/2018,1372,1381.35,1340.05,1346.4,510834
20/12/2018,1366.7,1388,1341,1369.85,703969
19/12/2018,1380.1,1411.9,1360.45,1368.2,1761931
18/12/2018,1303.1,1384,1300.2,1375.9,2518166
17/12/2018,1267.4,1319.9,1260.25,1303.1,1091604
14/12/2018,1283,1287.15,1251.15,1257.4,997875
13/12/2018,1239.1,1267,1238,1258.2,612052
12/12/2018,1235,1257,1225.3,1236.6,857915
11/12/2018,1202,1238.75,1195.05,1235,283958
10/12/2018,1185.35,1216.8,1185,1207.1,304582
07/12/2018,1230,1238.5,1213.6,1230.6,313253
06/12/2018,1205,1239,1190.35,1226.3,576337
05/12/2018,1236,1236,1193,1207.8,369193
04/12/2018,1238,1240.1,1227.55,1236,257013
03/12/2018,1247,1250.25,1230.5,1237.35,309490
30/11/2018,1238.1,1251.3,1232,1239.9,787082
29/11/2018,1248.7,1253.45,1226,1236.45,305192
28/11/2018,1264,1276.6,1235,1242.65,299198
27/11/2018,1287,1297.7,1258.1,1265,653091
26/11/2018,1314.9,1315,1271.95,1291.5,523403
22/11/2018,1319.45,1337,1291.3,1301.2,621655
21/11/2018,1290,1325,1282.25,1319.95,450819
20/11/2018,1313,1323.7,1276.1,1292.65,416615
19/11/2018,1314.9,1328,1305.2,1317.65,382220
16/11/2018,1320,1326.95,1301.75,1315.6,545565
15/11/2018,1344,1349.45,1292.85,1312.45,1766264
14/11/2018,1310,1313.7,1285,1301.45,864781
13/11/2018,1267,1307,1255,1300,788835
12/11/2018,1260,1287.2,1253.55,1276.65,687139
09/11/2018,1260,1269.3,1248.45,1260.9,446623
07/11/2018,1258.2,1273.1,1250.25,1255.3,32180
06/11/2018,1268.7,1268.7,1235.5,1248.65,304373
05/11/2018,1259,1276.55,1236,1256.5,297433
02/11/2018,1249.9,1287,1239,1258.65,704948
01/11/2018,1239.9,1262.35,1218,1236.15,742300
31/10/2018,1178.9,1231.25,1152,1219.9,758890
30/10/2018,1156.1,1177.95,1145.55,1170.95,727322
29/10/2018,1104.75,1163.8,1104.75,1155.1,684478
26/10/2018,1157,1172.55,1106,1114.75,687569
25/10/2018,1153.9,1177.4,1134.75,1163.75,604555
24/10/2018,1181.1,1194,1151.1,1166.9,482683
23/10/2018,1187,1197,1137,1174.05,606191
22/10/2018,1192.35,1213.5,1175.6,1192.8,728074
19/10/2018,1204.9,1206.9,1164.8,1185.2,554991
17/10/2018,1169,1232.75,1163,1209.75,1330931
16/10/2018,1183,1191.95,1118.3,1159.05,1160904
15/10/2018,1190,1195.25,1160.15,1179.5,609776
12/10/2018,1172.55,1202,1152.55,1172.6,975150
11/10/2018,1160,1218.15,1147.55,1187.9,653187
10/10/2018,1170,1206.9,1166,1195.7,543647
09/10/2018,1145,1182.4,1122,1163.6,852994
08/10/2018,1125,1164.8,1083,1131.55,834582
05/10/2018,1227,1228,1083.8,1135.25,876797
04/10/2018,1283,1286.85,1212,1240.35,549158
03/10/2018,1328,1339.8,1276,1287.5,786156
01/10/2018,1360,1364.9,1266,1328,823724
28/09/2018,1430,1466.95,1327.4,1357.35,1336300
27/09/2018,1417,1443.45,1388.65,1417,981794
26/09/2018,1406,1449.4,1374.05,1418.2,1350711
25/09/2018,1320,1395,1315.25,1385.15,772585
24/09/2018,1317,1337.95,1297.7,1317,1181460
21/09/2018,1330,1339.95,1253.85,1311.9,990966
19/09/2018,1315.9,1333.5,1291.05,1307.65,592805
18/09/2018,1315.05,1354.95,1300.1,1306.15,1117924
17/09/2018,1315,1333.5,1292,1322.4,494772
14/09/2018,1323.5,1334,1302.8,1316,426219
12/09/2018,1285,1321.7,1274,1315.45,655664
11/09/2018,1293.1,1334.65,1273.7,1281.05,941304
10/09/2018,1342.9,1342.9,1285.15,1295.1,438667
07/09/2018,1348.95,1348.95,1308.4,1338.45,599499
06/09/2018,1330,1362.5,1318.2,1340.45,1009110
05/09/2018,1310.4,1325,1273.1,1315.5,826123
04/09/2018,1384,1393.7,1290,1312.65,849658
03/09/2018,1390,1417.4,1371.25,1381.4,467432
31/08/2018,1420,1426.95,1390.05,1404.1,533557
30/08/2018,1387.5,1439.9,1387.4,1420.95,1338629
29/08/2018,1382.95,1402.85,1370.1,1387.7,564874
28/08/2018,1398.25,1399.95,1368.05,1373.9,504841
27/08/2018,1401,1409.65,1378.65,1387.55,567083
24/08/2018,1452,1462,1380,1395.7,1341832
23/08/2018,1384,1454.7,1362.1,1444.85,1382200
21/08/2018,1381.1,1400,1366.15,1374.3,779837
20/08/2018,1379.9,1406.75,1370,1385.1,853609
17/08/2018,1390,1420,1360.15,1385.75,2117411
16/08/2018,1326,1413.7,1316.1,1395.35,1590506
14/08/2018,1297.75,1342.95,1273.75,1336.05,1415376
13/08/2018,1184.8,1306.65,1181.35,1297.8,2967369
10/08/2018,1204.9,1219.9,1173.65,1204.75,1035718
09/08/2018,1157,1202.5,1152.25,1199.65,672671
08/08/2018,1160,1175,1151.85,1160.9,353834
07/08/2018,1162.15,1173.3,1143.25,1153.55,439328
06/08/2018,1147,1176.35,1142.1,1161.95,1242937
03/08/2018,1107.9,1138,1089.25,1132.8,1018087
02/08/2018,1114.75,1116.4,1096.75,1100.5,438661
01/08/2018,1103.5,1125,1091.2,1116.95,699538
31/07/2018,1128.9,1141,1057.3,1090.85,906218
30/07/2018,1116,1125,1103,1119.35,310234
27/07/2018,1101.4,1124.8,1094.75,1117,438065
26/07/2018,1103.8,1109.95,1084,1094.8,543359
25/07/2018,1113,1124,1090.1,1110.55,274334
24/07/2018,1067.95,1115,1051.75,1107.1,507022
23/07/2018,1074,1090.25,1050,1071.45,370161
20/07/2018,1115.05,1123.95,1065.2,1070.9,774568
19/07/2018,1109.7,1131.45,1031.8,1120.65,1297769
18/07/2018,1173.7,1175.1,1101.2,1109.7,654916
17/07/2018,1153,1187.75,1146.75,1168,396082
16/07/2018,1195,1203,1138,1146.75,400547
13/07/2018,1188.4,1200,1165.1,1193.95,302023
12/07/2018,1195.7,1201.95,1166.75,1183.65,299577
11/07/2018,1196.3,1205,1177.5,1187.15,204507
10/07/2018,1176.1,1209,1170,1203.4,408179
09/07/2018,1179.7,1189,1151.5,1175.5,257288
06/07/2018,1123.5,1185,1123.5,1170.4,641844
05/07/2018,1178.35,1182.8,1138.75,1143.7,616614
04/07/2018,1171.4,1182.6,1133.1,1178.35,407555
03/07/2018,1122,1174.75,1121.6,1168.15,773468
02/07/2018,1158.3,1159,1100,1116.2,338265
29/06/2018,1145,1158,1130.5,1151.4,478760
28/06/2018,1156.5,1180,1115.8,1123.05,538957
27/06/2018,1224.7,1224.7,1143.45,1156.3,787450
26/06/2018,1220,1233.7,1205.2,1217.35,733391
25/06/2018,1269,1274,1194.15,1218.25,609374
22/06/2018,1277,1300.35,1262.15,1267.7,936711
21/06/2018,1267,1284.5,1261.5,1276.1,501579
20/06/2018,1290,1294.5,1250.6,1262.7,634163
19/06/2018,1285,1314,1270.85,1278.6,894495
18/06/2018,1270.8,1288.25,1257.85,1284.25,342342
15/06/2018,1292.45,1309.7,1256.2,1270.8,874924
14/06/2018,1277,1299,1266.1,1290.35,604478
13/06/2018,1290.25,1294.9,1270.45,1278.95,309465
12/06/2018,1279.95,1294.95,1272,1289.8,527556
11/06/2018,1245,1291,1233,1270.8,1269404
08/06/2018,1232.1,1244.85,1215.05,1227.55,514175
07/06/2018,1192,1234.05,1186.5,1226.45,530908
06/06/2018,1154.05,1191.95,1154.05,1186.4,260621
05/06/2018,1172,1197.9,1112.1,1157.85,682759
04/06/2018,1165.25,1184.95,1153.1,1172,316225
01/06/2018,1176,1194.7,1160,1164.8,409506
31/05/2018,1194.85,1194.85,1161.1,1170.5,347727
30/05/2018,1196,1223,1178.25,1184.4,822709
29/05/2018,1151,1204.9,1137.8,1198.25,868780
28/05/2018,1194.75,1207.95,1132,1150.95,819189
25/05/2018,1227.2,1270,1166.35,1183.35,4488541
24/05/2018,1187.95,1189.7,1171.45,1180,339188
23/05/2018,1174.8,1191.9,1168,1177.65,304256
22/05/2018,1148.95,1182,1140,1174.15,469048
21/05/2018,1138.8,1165.35,1126.4,1144.65,631561
18/05/2018,1129,1141.75,1116.55,1133.85,694407
17/05/2018,1121,1130.55,1114.15,1120.7,240458
16/05/2018,1112,1119.45,1103.5,1115.1,226124
15/05/2018,1104.2,1134,1097,1121.4,531231
14/05/2018,1118.9,1120.35,1090.3,1105.25,162405
11/05/2018,1094,1121.25,1083,1112.25,342090
10/05/2018,1115.5,1132.25,1088,1096.7,261178
09/05/2018,1125,1130.1,1111,1120.2,198525
08/05/2018,1132,1144.4,1120.15,1129.55,232824
07/05/2018,1129.05,1153.2,1110.55,1130.55,417287
04/05/2018,1132.45,1146.5,1119,1128.4,242721
03/05/2018,1160,1176.8,1122.55,1133.4,220867
02/05/2018,1200,1227.45,1145.2,1162.1,430543
30/04/2018,1197,1205,1167.8,1200.55,262488
27/04/2018,1137.1,1197,1137.1,1186.55,676393
26/04/2018,1120,1147.7,1113.7,1136.85,233970
25/04/2018,1114.8,1137.05,1101.45,1114,270875
24/04/2018,1119,1129.9,1095,1113.65,202603
23/04/2018,1128,1134.3,1111.4,1117.2,152906
20/04/2018,1105,1132.2,1102.2,1127.6,377756
19/04/2018,1095,1118,1078.4,1113,297127
18/04/2018,1099.4,1117.8,1086.2,1091.85,554007
17/04/2018,1053,1112,1044.15,1084.25,243812
16/04/2018,1037,1049.9,1022.1,1047,174255
13/04/2018,1053.5,1053.5,1028.35,1039.9,331859
12/04/2018,1023.85,1045.7,1013.05,1037,523429
11/04/2018,1000,1022.3,991.1,1018.8,299013
10/04/2018,1005.9,1015,992,994.85,220453
09/04/2018,997.65,1021.95,997.65,1003.8,330392
06/04/2018,996,1019.65,991.5,1001.55,603570
05/04/2018,971.5,999.85,971.5,991.65,219937
04/04/2018,982,996.55,957.2,964.2,207400
03/04/2018,963.4,985,963.4,979.5,194714
02/04/2018,950,977.65,942.5,972.1,364910
28/03/2018,955,961.7,940.8,947.85,429873
27/03/2018,960,970,943.25,964.85,703991
26/03/2018,941.85,966.15,908.35,962.9,884740
23/03/2018,950,954.05,922,941.85,300126
22/03/2018,956.6,975,941,963.85,1142639
21/03/2018,1013,1018,949.85,959.25,866841
20/03/2018,994,1008.35,982.35,1003.4,266710
19/03/2018,1005.1,1013.25,974.05,995.25,312559
16/03/2018,1027.7,1033.25,1002,1005.05,242118
15/03/2018,1016.15,1034.8,1015.3,1023.55,270427
14/03/2018,1019,1028,1005.95,1018,294566
13/03/2018,1032,1042.6,1017.2,1020.85,206353
12/03/2018,1026,1049.5,1021.5,1033.2,404929
09/03/2018,1029.75,1040,1014,1016.8,192726
08/03/2018,1040.85,1048,1016.75,1025.3,405998
07/03/2018,1026.9,1029.65,1005.05,1021.65,207787
06/03/2018,1029,1049.9,1011,1030.35,490345
05/03/2018,1055,1055,1014.1,1038.35,231443
01/03/2018,1068.8,1073.8,1049.15,1054.2,163160
28/02/2018,1060,1081.9,1036.5,1059.4,186355
27/02/2018,1082.1,1096,1055.8,1065.15,196601
26/02/2018,1090.2,1109.95,1077.05,1081.6,392457
23/02/2018,1060,1087.75,1051.8,1080.3,280657
22/02/2018,1037,1066,1031.5,1056.35,244527
21/02/2018,1056.25,1065,1030.65,1036.2,193979
20/02/2018,1050,1079,1026.2,1051.35,516866
19/02/2018,1012,1060,1005,1052.45,564732
16/02/2018,1045,1049.6,999.7,1010.4,422993
15/02/2018,1060,1072,1023,1040.15,346688
14/02/2018,1088.95,1088.95,1046.2,1056.1,225913
12/02/2018,1078,1089,1068.9,1077.45,181105
09/02/2018,1020,1072,1020,1063.35,252701
08/02/2018,1094,1094.4,1051.5,1059.4,439293
07/02/2018,1135.3,1151.1,1078.15,1094.45,280848
06/02/2018,1100,1149.45,1100,1126.95,1007077
05/02/2018,1111,1243,1104.7,1180.2,1652212
02/02/2018,1185,1185,1128.4,1139.85,585838
01/02/2018,1146.55,1200,1135,1193.55,432108
31/01/2018,1134,1155.5,1131,1146.55,181780
30/01/2018,1145.05,1157.35,1111.2,1137.9,201397
29/01/2018,1148,1170.85,1143,1158.5,212668
25/01/2018,1136,1179,1125.75,1142.75,604084
24/01/2018,1130,1155,1118,1144.4,776020
23/01/2018,1166.25,1183,1130.05,1160.15,490576
22/01/2018,1097,1175,1090,1155.55,664035
19/01/2018,1090,1105,1071.2,1096.05,295009
18/01/2018,1133.05,1144.75,1059.85,1081.15,277784
17/01/2018,1087.8,1139.95,1055.35,1131.15,457964
16/01/2018,1154,1154.95,1077.65,1087.05,323975
15/01/2018,1164,1178.1,1137.55,1146.95,233751
12/01/2018,1176.8,1186.75,1155,1159.9,499255
11/01/2018,1128,1198.75,1126,1178.1,738631
10/01/2018,1148.7,1154.65,1123.5,1130.4,256271
09/01/2018,1158.95,1178.65,1131.2,1140.15,397993
08/01/2018,1169,1169,1141.3,1155.55,542395
05/01/2018,1095,1164,1090,1151.35,1422783
04/01/2018,1092.2,1097.95,1071.15,1078.85,356222
03/01/2018,1032,1096,1021.3,1077.55,540133
02/01/2018,1070,1070,1025.75,1030.7,196102
01/01/2018,1079,1089.5,1054,1060.3,135482
29/12/2017,1076,1097,1065.3,1079,359069
28/12/2017,1089.85,1089.85,1066.05,1073,333197
27/12/2017,1069.95,1075,1057.6,1070.35,193200
26/12/2017,1074.9,1077.5,1051,1059.65,261794
22/12/2017,1068.95,1079.5,1055.35,1061.65,170410
21/12/2017,1079.95,1085,1060.05,1063,138563
20/12/2017,1095,1095,1066,1073.05,312377
19/12/2017,1043,1085.5,1035,1080.6,649398
18/12/2017,1024.85,1047,991.3,1039.1,250808
15/12/2017,1026.15,1040,1015,1021.3,356200
14/12/2017,1037.15,1038.35,1008.35,1018.5,238836
13/12/2017,1016,1055.5,1016,1025,567916
12/12/2017,1057,1060,1003.95,1012.65,159941
11/12/2017,1067,1070.15,1052.35,1057.7,119083
08/12/2017,1037,1063,1037,1058.15,238078
07/12/2017,1031.7,1042,1022.35,1037.25,228981
06/12/2017,1059.35,1072.45,1013.85,1021.7,322818
05/12/2017,1050.7,1065.95,1030.15,1060.95,271842
04/12/2017,1063.95,1067.95,1040.75,1050.75,194654
01/12/2017,1091.55,1097.95,1046.05,1060.65,161979
30/11/2017,1108,1108.9,1076.7,1083.4,286109
29/11/2017,1130,1147,1098,1107.65,307736
28/11/2017,1093.95,1132,1055.15,1121.65,419695
27/11/2017,1086.5,1125,1080.5,1090.65,186909
24/11/2017,1080,1101.95,1080,1086.5,245688
23/11/2017,1118.3,1119.8,1069.45,1079.65,294495
22/11/2017,1082,1118.75,1070,1110.6,492724
21/11/2017,1080,1103.15,1061.3,1071.2,419408
20/11/2017,1097.25,1097.25,1068.25,1075.7,397062
17/11/2017,1137,1176.5,1085,1101.85,833452
16/11/2017,1090.75,1134.8,1084.3,1125.25,254391
15/11/2017,1120,1120,1080.8,1086.45,193727
14/11/2017,1111.9,1123.05,1106.35,1113.9,189761
13/11/2017,1121,1130.5,1099,1105.8,290706
10/11/2017,1121.95,1133.35,1102.05,1114.35,506653
09/11/2017,1144.95,1144.95,1052.2,1100.9,1387905
08/11/2017,1154.65,1189,1110.55,1137.15,2057284
07/11/2017,1137.05,1169.6,1118.05,1147.85,725221
06/11/2017,1119,1190.4,1112.6,1141.65,1302020
03/11/2017,1077,1141.8,1067.8,1122.05,1339457
02/11/2017,1047,1083.85,1042.75,1080.1,299527
01/11/2017,1015,1066.4,1015,1054.1,471705
31/10/2017,1045,1048,1023.2,1027.35,257111
30/10/2017,986,1063.45,980.15,1041.85,1790830
27/10/2017,941,1047,941,986.6,2224446
26/10/2017,926.1,945,905.05,941.65,363773
25/10/2017,852.25,928,852,920.65,1081094
24/10/2017,843.9,860,838.3,856.5,410708
23/10/2017,841,855,832.55,837.8,277892
19/10/2017,842.2,845.8,832.1,836.1,22835
18/10/2017,831.85,844.2,822.8,840,128574
17/10/2017,844.85,844.85,824,831.1,460170
16/10/2017,849,849.9,831.3,839.3,118609
13/10/2017,855.75,855.75,838.75,844.2,166378
12/10/2017,842,856.45,840.1,850.3,131861
11/10/2017,854.45,871,835.9,843.9,1073685
10/10/2017,850,854.7,838.3,851.05,324558
09/10/2017,857,872,835,842.15,529433
06/10/2017,843.45,866,829,856.65,661889
05/10/2017,845,847.3,828.35,839.35,105403
04/10/2017,847.6,847.9,827.45,842.3,82631
03/10/2017,826,847.9,826,837.25,144755
29/09/2017,856.6,858.45,817.2,821.45,273316
28/09/2017,826.8,858.45,818.8,851.15,641105
27/09/2017,850.5,855.5,818.5,824.2,98421
26/09/2017,850,860.4,842.4,849.05,199427
25/09/2017,809.8,867,804.15,857.85,883150
22/09/2017,813.8,827.75,806.65,809,359433
21/09/2017,803,813.9,799,803.4,173872
20/09/2017,800.5,808.15,799,803,124367
19/09/2017,798,809.05,798,800.2,245594
18/09/2017,792.2,801.7,792,797.95,162772
15/09/2017,782.9,793.5,778.75,791.3,345097
14/09/2017,783.8,787,776.2,784,85075
13/09/2017,781.5,793,777,781.2,195947
12/09/2017,785,790.8,777,780.4,223298
11/09/2017,791,795.75,777,779.15,143685
08/09/2017,787,788.7,775.25,785.15,336204
07/09/2017,799.1,803.65,780.55,783.85,244079
06/09/2017,799.95,803,792,797.1,220325
05/09/2017,806.8,814.2,797.95,801.9,195106
04/09/2017,805,810.85,794.4,800.7,141279
01/09/2017,796.85,810.25,791.7,804.15,263253
31/08/2017,806.9,809.85,785,788.05,302126
30/08/2017,797.5,808.9,794.65,801.65,217702
29/08/2017,818,827,796.5,802.1,199608
28/08/2017,815,828,809.1,820.2,108954
24/08/2017,815,820.75,805.55,812.7,303403
23/08/2017,811.85,812.4,801.65,804.85,181656
22/08/2017,806.9,818,795,805.45,158541
21/08/2017,808.8,808.8,797,803.25,105028
18/08/2017,790,808.9,787.05,802.4,159333
17/08/2017,810.1,819.8,803.2,805.9,101493
16/08/2017,798.15,814,791.75,808.65,153191
14/08/2017,787,807,787,797.45,200091
11/08/2017,825,825.55,778.7,787.6,438643
10/08/2017,825,849.05,806.3,824.2,395016
09/08/2017,817.95,859,815.3,832.35,758790
08/08/2017,825,834.3,810,820.95,172012
07/08/2017,814,830,810.65,823.05,135035
04/08/2017,804.95,819,801.8,815.7,123891
03/08/2017,813,814.85,798.6,801.8,90500
02/08/2017,820.95,820.95,805.95,809.5,152739
01/08/2017,815,826.9,814.45,816.7,212498
31/07/2017,815,823,809.35,820.6,108734
28/07/2017,813.85,823.8,804,817.2,110884
27/07/2017,820.05,824.4,806.4,810.8,159742
26/07/2017,814.95,819.9,808.75,817.45,102653
25/07/2017,817.95,820.95,807.5,811.4,97000
24/07/2017,820,824.4,807.6,815.15,229167
21/07/2017,826.4,826.4,803.05,814.7,170710
20/07/2017,840.7,842.45,815.1,818.3,410140
19/07/2017,825,836.1,819.35,833.75,378637
18/07/2017,817.95,826.9,812.8,823.6,174685
17/07/2017,811,834,809.55,820.7,383383
14/07/2017,813.95,818,805.25,810.95,108813
13/07/2017,821,824,810,812.1,171155
12/07/2017,814,820.4,802.25,817.55,302187
11/07/2017,811.95,814.75,799.4,802.15,97036
10/07/2017,802.1,812,800,807.6,20995
07/07/2017,805,814.55,796,806.55,286588
06/07/2017,809.2,814.75,801.05,802.8,111888
05/07/2017,796,825.9,796,806.25,545361
04/07/2017,784,814.9,784,804.85,535095
03/07/2017,785.55,790,780.15,783.7,55530
30/06/2017,779,785.45,777.5,781.65,74154
29/06/2017,787.7,789,776.3,781.2,86509
28/06/2017,785,796,780,785.85,119966
27/06/2017,777,789,773.95,786.45,90613
23/06/2017,781.25,786.8,776.3,780.85,75665
22/06/2017,789.9,790.5,778.95,781.55,84627
21/06/2017,783.9,790.5,780.3,783.2,108509
20/06/2017,785.2,792.65,777.7,781.15,170216
19/06/2017,787.9,790.2,782.35,785,53555
16/06/2017,796.85,796.85,780.8,782.85,113650
15/06/2017,794.8,797.9,789.6,793,82319
14/06/2017,795,798,790,792.2,90734
13/06/2017,795,803.75,788.5,791.9,301679
12/06/2017,790,814.9,772.65,792.2,550131
09/06/2017,827.7,827.8,786,790.25,392292
08/06/2017,803.85,845,800,820.9,630398
07/06/2017,812.95,814.2,797,801.5,114809
06/06/2017,827,830.35,807.15,811.25,126398
05/06/2017,806,834.9,806,826.55,316627
02/06/2017,806.95,816,802.85,809.15,116499
01/06/2017,808.9,814.95,793.4,806.95,183250
31/05/2017,798,827.45,797.2,801.05,394523
30/05/2017,794,799.55,783.75,789.9,72481
29/05/2017,794.6,803.1,776.8,793.85,152998
26/05/2017,780,799.5,777.7,786.75,122009
25/05/2017,787.75,787.75,772.25,779.45,83391
24/05/2017,785.45,786.4,768.55,772.05,179221
23/05/2017,778.1,798,766.8,777.65,447747
22/05/2017,777.5,808,773.4,776.25,676829
19/05/2017,799,808.45,773.55,774.95,236437
18/05/2017,776,805,773.35,794.3,695799
17/05/2017,810,826.85,797.65,812.15,504017
16/05/2017,829.15,834.55,798,805.25,271473
15/05/2017,826.9,844.6,822.2,828.1,267887
12/05/2017,845.8,861,817.3,827.3,512736
11/05/2017,807,878.4,795.15,850.6,1379809
10/05/2017,796.1,813.45,791.95,803.85,171565
09/05/2017,782.25,800,778,797.1,139750
08/05/2017,785,788,771,782.25,107382
05/05/2017,789.5,790,769,778.05,263925
04/05/2017,781,792.25,771.3,785.6,214124
03/05/2017,791,819,775.75,778.1,805846
02/05/2017,770,772.95,763.25,771.3,84788
28/04/2017,775,786,764.15,769,126810
27/04/2017,767.1,784.9,758.5,777.95,292893
26/04/2017,764,769.2,756.1,766.65,174615
25/04/2017,756,764,755.5,759.95,174844
24/04/2017,754.8,765.5,744.85,763.15,240170
21/04/2017,750,758.6,748,751.9,121681
20/04/2017,741,752.05,737.05,750,104957
19/04/2017,726,745.8,726,740.15,105743
18/04/2017,751.05,762.4,717.2,731.75,258023
17/04/2017,754.2,759.75,749.05,751.05,155493
13/04/2017,745.45,759.2,745,753.7,304793
12/04/2017,740.35,752,739.05,745.45,216646
11/04/2017,737,759,731.95,753.1,352248
10/04/2017,767.95,770,733.5,744.6,513176
07/04/2017,764,778.45,764,770,139741
06/04/2017,763.95,776,759.7,767.2,122924
05/04/2017,765,769.2,760,762.4,83820
03/04/2017,763,773.5,740.1,764.7,369090
31/03/2017,777.1,782,767.7,770.8,83197
30/03/2017,782.4,786.5,773.5,779.15,310702
29/03/2017,777.4,787.5,774.1,777.3,221388
28/03/2017,770,789.95,768,779.7,220690
27/03/2017,764,773.7,764,770,57581
24/03/2017,769.8,779.5,767.55,774.65,116349
23/03/2017,770.5,776,765.5,769.5,175376
22/03/2017,770.75,778.65,763.7,770.2,131768
21/03/2017,778.95,779,765,773.3,73187
20/03/2017,781,784.2,773,774.8,121169
17/03/2017,772,783.9,772,778.3,239139
16/03/2017,777,781.55,768.05,771.7,107809
15/03/2017,776,798,770,776.35,386384
14/03/2017,774.9,777.05,770.55,774.5,143093
10/03/2017,774,782.2,765,768.35,318026
09/03/2017,780,783.2,766.25,770.3,176188
08/03/2017,781.2,787.85,773.5,778.4,171168
07/03/2017,779,784.8,777,779.95,61818
06/03/2017,782.8,785,775.5,778.5,455245
03/03/2017,777,782.6,772.2,780.3,78121
02/03/2017,786,790.7,770.5,777.4,162920
01/03/2017,780.85,788.7,776,782.5,105110
28/02/2017,788,789.4,775,777.6,61373
27/02/2017,790,796,778.75,782,249920
23/02/2017,786,798,781,786.05,173060
22/02/2017,806.9,810,786.1,791.25,98492
21/02/2017,778,816.7,778,806.9,335557
20/02/2017,790,806.2,783.3,792.6,330825
17/02/2017,787.9,793.5,781.5,790.05,79979
16/02/2017,790,794.5,781,784.4,144211
15/02/2017,781.7,790.55,779,785.15,179153
14/02/2017,786,794.1,773.1,780.6,227732
13/02/2017,800,805.65,775.5,785.1,277953
10/02/2017,785,803.9,785,791.75,287059
09/02/2017,795,810,792.55,804.95,573359
08/02/2017,803,810,785,801.6,418357
