Date,SUNTV-EQ O,SUNTV-EQ H,SUNTV-EQ L,SUNTV-EQ C,SUNTV-EQ V
26/03/2010,402.35,430,402.35,428.35,326704
25/03/2010,415,418.45,408.05,411.35,83570
23/03/2010,416.05,423.5,413,415.3,101921
22/03/2010,410,417.7,409.95,414.3,54975
19/03/2010,419.7,423.5,416.1,419.75,180987
18/03/2010,424.7,424.7,414.1,415.4,120177
17/03/2010,435,437.2,417.25,418.85,438310
16/03/2010,411,428.8,407.35,427.5,476537
15/03/2010,407.95,416.5,405,413.3,231841
12/03/2010,418,418,407.65,408.9,209912
11/03/2010,402.35,414.9,402.35,413.25,215348
10/03/2010,409.75,420.9,404.9,409.5,482129
09/03/2010,410.25,412.85,403.1,409.75,228524
08/03/2010,422,422.9,406.2,409.05,1339339
05/03/2010,383.65,424.9,383.65,418.95,2456044
04/03/2010,380,389,380,386.1,70550
03/03/2010,381.9,386.9,377,384.9,129081
02/03/2010,369.2,380.85,369,376.05,124905
26/02/2010,356,371.65,356,369.2,302121
25/02/2010,369.9,369.9,354.35,356.35,142507
24/02/2010,368.45,370.95,362.25,364.75,216583
23/02/2010,372,373.9,367,368.1,117286
22/02/2010,379,379,368.5,370.05,185167
19/02/2010,374,376.85,366.5,372.15,118823
18/02/2010,380.4,382.6,368.25,371.3,119364
17/02/2010,376,382.4,371.6,377.55,201529
16/02/2010,375.25,377.6,370.1,373.8,132656
15/02/2010,383,383,370.15,373.25,366694
11/02/2010,375.9,384.6,371.55,379.5,907437
10/02/2010,408.5,408.5,366.1,370.65,1684577
09/02/2010,395.2,411.9,395.15,404.4,493890
08/02/2010,394.9,401.7,378.25,395.2,117420
05/02/2010,379.95,388.85,373.05,383.6,147414
04/02/2010,393,401.3,387,390.1,128175
03/02/2010,390,404.4,390,396.65,175929
02/02/2010,402,415.3,385.1,388.3,348768
01/02/2010,383.75,404.8,373.4,400.45,172565
29/01/2010,380,389.95,373,386.5,143004
28/01/2010,374,395,367.6,386.55,220318
27/01/2010,379.9,381.7,366.15,370.1,151608
25/01/2010,385,391,371.3,380,266000
22/01/2010,388,409,377,380.25,977010
21/01/2010,390,411.05,382.25,392.6,581575
20/01/2010,375,421.5,368.05,408.6,2525943
19/01/2010,370.25,376,343.7,370.6,172605
18/01/2010,371.5,375,366.2,372.2,183273
15/01/2010,368.9,378,365.6,370.05,444387
14/01/2010,368.95,373.3,361.55,365.3,111782
13/01/2010,367.5,373.7,363,368.95,140815
12/01/2010,370.75,380.95,366.1,367.75,311285
11/01/2010,362,381.5,362,370.75,493602
08/01/2010,348,361.65,348,358.95,224908
07/01/2010,350,350,343.5,348.2,85619
06/01/2010,351,354,345.05,347.45,94172
05/01/2010,349.9,353.95,346.25,349.95,281910
04/01/2010,340.15,350,340.15,349.35,97817
31/12/2009,339.5,346.9,339.5,343.8,126042
30/12/2009,338.9,350.05,333,338.4,255606
29/12/2009,343.3,344.95,331.25,335.55,58083
24/12/2009,345,345,334,336.25,75020
23/12/2009,336,336.9,332.4,333.95,68564
22/12/2009,331,339.95,329.15,332.55,189005
21/12/2009,329.45,333.8,326.4,329.15,60646
18/12/2009,320.25,329.75,320.25,327.4,80626
17/12/2009,323.05,327.85,319.55,323.1,51163
16/12/2009,329,331,318.15,323.05,40691
15/12/2009,330,331,323.6,326.7,42020
14/12/2009,327.7,332,326.15,328.1,34875
11/12/2009,327.65,332.7,326.2,327.95,107377
10/12/2009,329.95,330,326,327.65,36060
09/12/2009,325,333.9,322,329.1,86058
08/12/2009,326,329.3,325.3,327.4,115480
07/12/2009,333.3,336,322.1,324.6,277615
04/12/2009,331.15,341.9,328,330.35,192600
03/12/2009,337,342.05,334.1,337.6,95099
02/12/2009,347.9,347.95,332,335.2,92890
01/12/2009,342,346.6,336.4,344.1,204628
30/11/2009,323.4,340,323.4,332.75,98967
27/11/2009,316.25,325,310.15,322.75,90417
26/11/2009,333,337,318.9,326.75,267213
25/11/2009,344.45,344.45,331.3,333.2,100398
24/11/2009,334,340.95,325.3,336.9,421652
23/11/2009,333,338.95,328.3,333.2,478886
20/11/2009,316.05,331.5,314.55,327.45,188291
19/11/2009,315.15,327.9,314.1,316.9,300113
18/11/2009,310,323,306.15,319.4,214420
17/11/2009,313,313.25,304.55,309.7,253766
16/11/2009,316.2,324,310,311.8,299518
13/11/2009,308.3,324.95,308.3,312,360354
12/11/2009,315.15,333,313.2,314.85,432258
11/11/2009,319.5,324.45,310,310.25,1302010
10/11/2009,331.9,335,312.25,318.1,111315
09/11/2009,325.9,333,320.1,327.95,105920
06/11/2009,330,333,324.8,325.9,59091
05/11/2009,312.6,327.65,312,324.45,75510
04/11/2009,315,319.95,311,315,61063
03/11/2009,315.5,323.95,308.45,314.1,84986
30/10/2009,329.95,335.9,312,314.65,59546
29/10/2009,330.85,331.95,312,319.95,83331
28/10/2009,328,336,314,333,388537
27/10/2009,330,330,320,322.65,54040
26/10/2009,330,334,328.5,329.85,41339
23/10/2009,331.9,337,327.25,329.35,80920
22/10/2009,325,341.5,322.25,326.3,219798
21/10/2009,335,335,326,328.2,72903
20/10/2009,345.55,349.4,331.5,333.85,259580
16/10/2009,363,364,343.6,346.5,440123
15/10/2009,329.6,373.3,325.1,360.65,994322
14/10/2009,327.8,327.8,322.25,325.55,38105
12/10/2009,327.5,327.5,315,321.9,51736
09/10/2009,321,327.5,316.5,317.75,53474
08/10/2009,320,325.95,318.45,319.7,39257
07/10/2009,324.45,328.25,315.3,318.1,68977
06/10/2009,324.5,326,314.15,324.45,158798
05/10/2009,326.7,334,316.15,318.8,41926
01/10/2009,330,330.5,323,328.6,51429
30/09/2009,331.55,337.4,325.6,327.8,100644
29/09/2009,331.8,342,328.2,329.9,185611
25/09/2009,318,333.7,315.5,327.7,178404
24/09/2009,305.55,332,305.15,322.5,421079
23/09/2009,309,315,302.25,307.1,127051
22/09/2009,310,320,306.4,307.65,164430
18/09/2009,303,310.15,301.15,308.7,258972
17/09/2009,308,318.8,307.1,309.9,279567
16/09/2009,294,311.5,290.15,306.65,731718
15/09/2009,282.9,297,281.4,292.6,172435
14/09/2009,279.8,282.65,273.15,279.3,97825
11/09/2009,282,284.65,276.5,278.15,81666
10/09/2009,289,294.2,279.6,280.95,71713
09/09/2009,297.35,300,288,288.8,191028
08/09/2009,296.8,305,294.5,295.9,243218
07/09/2009,277.8,298.3,276.1,296.8,587687
04/09/2009,282,282,271.5,274.5,803029
03/09/2009,277.7,281.95,277,278.2,50005
02/09/2009,273.95,279.75,269.5,277.7,318755
01/09/2009,273.9,282.7,271.05,272.7,152961
31/08/2009,260,274.65,260,271.8,107863
28/08/2009,271,279.65,268,269.65,260788
27/08/2009,278,280.5,270.2,274.05,272569
26/08/2009,269.9,281.4,265.3,275.2,187844
25/08/2009,270,274.9,266.15,268,203642
24/08/2009,267,271.95,266.1,269.3,367705
21/08/2009,265.2,269,261,263.75,117166
20/08/2009,279.8,279.8,267.2,269.2,134273
19/08/2009,279,280,272.3,274.55,1528645
18/08/2009,272,279.7,266.15,275.45,32784
17/08/2009,273,278.4,271.25,274.8,63550
14/08/2009,284.8,284.8,276.05,280.3,92805
13/08/2009,270.05,285,270.05,281.35,536179
12/08/2009,267.85,272.8,265.7,270.6,68788
11/08/2009,268.9,272.65,261,269.3,91546
10/08/2009,267.9,269.75,245,264.85,74377
07/08/2009,271.8,271.8,260.1,266.15,234364
06/08/2009,271,278.9,268.05,272.95,211482
05/08/2009,265.4,281.9,265,272.15,279264
04/08/2009,274,274,262.05,264.25,81971
03/08/2009,270.9,272.5,267.5,271.45,86977
31/07/2009,264.85,272.5,262.55,268.85,167289
30/07/2009,262,276,252.3,261.75,595486
29/07/2009,250,266,250,262,332429
28/07/2009,248,255,248,253.75,71545
27/07/2009,245,259,242.55,252.55,617096
24/07/2009,245,249.5,240.35,244.55,175349
23/07/2009,247.2,249,243.1,243.85,54752
22/07/2009,245,249.9,241.35,246.2,175478
21/07/2009,239,247,237.5,243.5,257169
20/07/2009,244.5,252.95,236,237.1,966701
17/07/2009,235.1,246.45,230.2,243.9,209302
16/07/2009,227.5,239.75,225,232.25,596790
15/07/2009,224.5,229,221.15,223.95,153681
14/07/2009,219.3,223.5,218.9,220.05,242797
13/07/2009,225.3,225.9,210.1,217.25,1999388
10/07/2009,229,233,225,225.3,35585
09/07/2009,227.35,229,223.4,227.35,45935
08/07/2009,220.5,232,219,227.35,175458
07/07/2009,227,229.95,219,227.8,82916
06/07/2009,240,240.8,222.05,225.2,184185
03/07/2009,228,238.8,228,237.2,341716
02/07/2009,236,238,229,230.3,87966
01/07/2009,235.95,239.45,228,233.35,99612
30/06/2009,250,251,232.6,234.15,188229
29/06/2009,240.5,251.65,240.1,245.1,2318147
26/06/2009,236.7,240.8,233,237.45,141971
25/06/2009,249.85,255,229,233.45,507145
24/06/2009,239.9,255,238.15,243.8,437540
23/06/2009,230.1,238.3,227,234.85,69487
22/06/2009,242.05,247.85,235,236.75,51881
19/06/2009,240,248,239,242,87235
18/06/2009,248.1,252.95,226,236.3,146715
17/06/2009,254.8,256.4,247,249.4,140470
16/06/2009,252.5,262.25,246.5,251.6,259965
15/06/2009,254.4,257,249.1,250.9,94291
12/06/2009,257,263.9,250.3,254.55,528042
11/06/2009,264,266.75,254.15,255.7,232996
10/06/2009,275,275,262.5,263.95,183550
09/06/2009,255,272,245,270.05,361121
08/06/2009,273.6,273.6,251.05,258.5,246084
05/06/2009,275,279,256.6,269.05,541205
04/06/2009,270,285,266.2,274.9,849323
03/06/2009,251.8,276.8,245.25,272.25,1202690
02/06/2009,259.75,259.75,243.5,247.25,348573
01/06/2009,260,262,253,254.2,115096
29/05/2009,259,260,250,252.25,148619
28/05/2009,252.25,264.6,252.25,254.3,267221
27/05/2009,260,265,250,261.25,277513
26/05/2009,270,272,250.55,252.15,177983
25/05/2009,267.9,273.45,261,263.5,334617
22/05/2009,270.45,270.45,251.5,258.55,270442
21/05/2009,275,279.7,255.2,272.45,404346
20/05/2009,260,272,258,268.6,265905
19/05/2009,259,275,228,257.4,466564
18/05/2009,233,242,222,241.2,3710
15/05/2009,206,207,200.25,202,327180
14/05/2009,202.05,206.9,198,202.4,114535
13/05/2009,209,215,203,205.65,294422
12/05/2009,205.5,209,197.25,203.6,246306
11/05/2009,221,224.95,203,204.9,189237
08/05/2009,220,244,214.35,217.25,356199
07/05/2009,207,227,205.3,221.2,395217
06/05/2009,203,208.5,200,204,259565
05/05/2009,187.7,204.9,187.7,200.25,177115
04/05/2009,192.6,201.95,189.1,194.8,194098
29/04/2009,189.8,203.6,182,184.3,226379
28/04/2009,184.1,191,181,183.55,87663
27/04/2009,187.9,195.1,185.1,186.05,37649
24/04/2009,192.5,193.85,190.3,192.05,92240
23/04/2009,195.2,198,186.3,188.45,112871
22/04/2009,198.2,204,193,194.8,78323
21/04/2009,190.15,206.75,167.3,201.2,182204
20/04/2009,196,205.25,196,199.9,122481
17/04/2009,190.25,202,190,196.6,278370
16/04/2009,205.8,210.7,185.1,187.45,269933
15/04/2009,199,212,199,202.45,270414
13/04/2009,194.25,209.9,190,202.8,303314
09/04/2009,193.2,198.8,183.15,192.4,321772
08/04/2009,172.2,194.35,167.15,190.1,952293
06/04/2009,175,178.6,172.3,174.45,96963
02/04/2009,173.3,175,171.2,171.6,89978
01/04/2009,171.45,171.45,166,170,33825
31/03/2009,169,171.3,165.2,167.1,68759
30/03/2009,167,172.3,164,166,51802
27/03/2009,169.75,174.8,169,170.5,68865
26/03/2009,172.2,179.95,166,169.75,169817
25/03/2009,171,181.95,169.6,173.3,245793
24/03/2009,168.1,177.65,168.1,173.7,139353
23/03/2009,168.95,169.9,166.2,167.7,33074
20/03/2009,164.6,172.5,160.25,163.75,81555
19/03/2009,173.35,174.85,164.55,166.35,125801
18/03/2009,167.8,172.45,165.5,170.1,122386
17/03/2009,169,172,163,163.55,137998
16/03/2009,152.5,173.8,152,169.1,170103
13/03/2009,139.1,153.95,137,150.2,248713
12/03/2009,149,151,136,137.7,105288
09/03/2009,154,158.05,144,146.5,34060
06/03/2009,158,158,155.3,155.75,33032
05/03/2009,160,160.45,155.25,158.4,50996
04/03/2009,158.1,161.5,157.15,158.5,28364
03/03/2009,155,161.7,147,158.85,109483
02/03/2009,161,163,158.1,160.15,97667
27/02/2009,162.1,165.5,159,161.25,91817
26/02/2009,162.05,166.5,157.1,165.1,215346
25/02/2009,163,166,160.15,162.5,44876
24/02/2009,164,167.85,160.05,161.85,100165
20/02/2009,165.5,170.35,162,162.55,80878
19/02/2009,172,173.9,168.25,169.55,56215
18/02/2009,165.05,173.3,165.05,170.2,120685
17/02/2009,170,176,167.6,170,1094774
16/02/2009,172.1,180,170.3,175.3,333706
13/02/2009,167,173.7,167,172.1,206451
12/02/2009,163,170.75,163,166.2,165244
11/02/2009,164,165.85,161.1,164.5,133662
10/02/2009,167.5,169.75,163.1,164.75,96800
09/02/2009,169,170.9,164.5,165.6,189322
06/02/2009,169.9,171.5,165,167.2,139229
05/02/2009,169.9,174.4,166,167.8,232183
04/02/2009,163.05,172.4,160.15,168.45,361326
03/02/2009,166.4,167.5,160.05,161.8,165979
02/02/2009,158.2,167.9,158.2,164.9,144121
30/01/2009,155.1,165.1,155.1,164.3,168869
29/01/2009,153.7,163.5,151,162.4,393975
28/01/2009,156.55,159,149.7,151.1,274247
27/01/2009,150.95,160.45,150.95,155.15,231455
23/01/2009,150,153,146.55,148.75,89433
22/01/2009,161.1,161.5,147,151.45,393310
21/01/2009,167,169.8,160.05,161.4,149435
20/01/2009,165,174.3,165,169,345206
19/01/2009,169.9,169.9,165.05,168.15,59611
16/01/2009,170,175,166.05,166.8,115667
15/01/2009,160.1,174.8,160,171.9,112829
14/01/2009,168.4,171,165.35,166.3,79797
13/01/2009,166.25,170.5,163.2,164.85,60385
12/01/2009,171,175,161,164.2,96387
09/01/2009,160.25,173,157,170.3,180126
07/01/2009,183.15,185.8,162,164.8,285810
06/01/2009,185,192.55,180.2,183.05,518537
05/01/2009,188.5,189.7,183.5,184.55,98767
02/01/2009,189.95,192.05,184.1,185.4,240076
01/01/2009,182.65,189.95,181.55,188.5,776636
31/12/2008,188,189.5,177.25,180.45,697138
30/12/2008,173.75,190.7,173.75,184.05,2435735
29/12/2008,163,173.2,162.05,169.2,402722
26/12/2008,159.9,165.95,158.55,164.55,271643
24/12/2008,160,166.8,158.35,163.15,776557
23/12/2008,158,167.4,150,160.3,331820
22/12/2008,169.4,173.7,160.5,162.35,471649
19/12/2008,162,167.9,146.65,166.1,935367
18/12/2008,156,163.9,155.95,162.2,323483
17/12/2008,158.95,163.9,152.15,154.3,303591
16/12/2008,159.3,163,156.25,157.2,414201
15/12/2008,169.95,170.9,158,161.1,421689
12/12/2008,164.9,169.4,160.1,166.05,380508
11/12/2008,171.5,174,160.55,166.35,466531
10/12/2008,167,174.7,156.3,170.9,726498
08/12/2008,165,171.6,162.1,165.25,290739
05/12/2008,170,175.9,164,166,1456780
04/12/2008,174.9,178.65,160.2,171.65,2734404
03/12/2008,148,178.7,146.25,172.55,3524689
02/12/2008,127.7,158.4,125.75,142.3,1518843
01/12/2008,126.05,129,125,126.1,56290
28/11/2008,127,131.95,122.15,127.05,74214
26/11/2008,132.4,134,126,128.85,131803
25/11/2008,139,141,129.15,131.6,42926
24/11/2008,139.1,144.9,133.7,134.7,35676
21/11/2008,136,146.7,135.5,142.15,33997
20/11/2008,135.95,141.9,131.2,137.65,58979
19/11/2008,142.3,146.85,134.05,136.65,67006
18/11/2008,156.15,160.9,138,141.1,162727
17/11/2008,157,163,157,159.4,358271
14/11/2008,163,168.9,157,161.15,19121
12/11/2008,164.95,169.45,155.05,162.7,30659
11/11/2008,159.9,173.4,156.95,166.05,73187
10/11/2008,161,166.75,156.5,160.5,55309
07/11/2008,141.3,164,141.15,156.7,76490
06/11/2008,146.15,149.45,143.3,144.95,38855
05/11/2008,159.9,159.95,152,153.05,64862
04/11/2008,150,156,145.15,154.3,49926
03/11/2008,158.75,158.85,146,148.45,34163
31/10/2008,141,155,139,149.05,57660
29/10/2008,150.2,155,125.3,135.1,107566
28/10/2008,148,150,143.1,144.95,7002
27/10/2008,160,160,131.1,138.85,44307
24/10/2008,167,170,155.25,159.95,154316
23/10/2008,166.15,171,164.1,168.8,13156
22/10/2008,171.2,174,168,173.25,9500
21/10/2008,170,178.8,170,174.65,30219
20/10/2008,173,177,164.5,169.25,17342
17/10/2008,170,174.8,162.15,167.2,187501
16/10/2008,170,175,163.5,168.8,35790
15/10/2008,179.9,182,175,180.6,43335
14/10/2008,174,190,174,181.75,51239
13/10/2008,168,172,161.5,168.5,32138
10/10/2008,175.3,175.3,153.8,160.2,37228
08/10/2008,180,183,170,176.7,43466
07/10/2008,188.9,194.8,178,188.95,31887
06/10/2008,198.9,198.9,185,188.9,47773
03/10/2008,199.85,209.8,198.2,203.05,323177
01/10/2008,203.9,205,199,199.65,390920
30/09/2008,189.2,203,180.2,199.95,329937
29/09/2008,198.2,199.5,190.5,193.2,152319
26/09/2008,206.4,206.95,197.4,199.5,144304
25/09/2008,215.05,217.4,200.15,204.7,217058
24/09/2008,217.15,221.85,215.15,218.4,17856
23/09/2008,224.25,226,217.35,219.35,80133
22/09/2008,222,229.75,222,227.55,141446
19/09/2008,221,227,217.2,224.55,86140
18/09/2008,209,218,202,213.6,96144
17/09/2008,223.1,224.85,220,222,268519
16/09/2008,212.2,224.95,212.2,222.85,129222
15/09/2008,227.25,228,207,222.75,133290
12/09/2008,233,234,227.6,230.3,63358
11/09/2008,235,235,230,230.1,52359
10/09/2008,233.5,236.85,230,232.35,273673
09/09/2008,233.9,239,232,233.15,195643
08/09/2008,240,241.9,231.25,232.6,132460
05/09/2008,235.5,237.3,232,234.8,103955
04/09/2008,236.15,239,236.15,236.85,86867
02/09/2008,239.7,239.7,235.15,236.65,96632
01/09/2008,236.05,239.45,235.5,236.2,61773
29/08/2008,241,243.75,237.05,238.15,142509
28/08/2008,241,245,236.45,238.6,271020
27/08/2008,241.1,244.85,241.1,243.4,77217
26/08/2008,238.25,242.8,236.25,241.5,36662
25/08/2008,248.8,248.8,240.05,241,29086
22/08/2008,237,242.2,232.3,241.75,75521
21/08/2008,240.6,242.7,235.5,237.05,24726
20/08/2008,243,245,240.05,241.65,37156
19/08/2008,236,243,233,240.6,85654
18/08/2008,246.5,246.5,238.1,239.8,38482
14/08/2008,250,253.5,245.45,246.6,47580
13/08/2008,251.5,254.8,250,251.5,78518
12/08/2008,252.4,261,251,252.05,197060
11/08/2008,252,255,251,252.5,84421
08/08/2008,246.5,250.9,243.5,249.85,190106
07/08/2008,250,252.5,246,248.8,82879
06/08/2008,250,254,246.6,248.8,162908
05/08/2008,248,252,246.05,248.35,185582
04/08/2008,239,249.1,236,245.6,252837
01/08/2008,230.1,238.95,230.1,237.7,227801
31/07/2008,236.8,237.7,230.15,235.5,389360
30/07/2008,240.1,249.5,229.05,232.85,1119361
29/07/2008,261.15,261.15,229.15,231.7,1306568
28/07/2008,270,274,264.1,271.1,77928
25/07/2008,262.1,274.95,262.1,267.7,106931
24/07/2008,285.05,286,275,276.65,71594
23/07/2008,289,298,277,282.3,98815
22/07/2008,279.95,280.9,273.55,278.05,29796
21/07/2008,271.15,278.3,266,277,37417
18/07/2008,264.5,279.85,263,273.15,77276
17/07/2008,262.9,274.8,258.5,262.5,68787
16/07/2008,272,276,255,257.2,71782
15/07/2008,277.95,277.95,264.1,265.85,62482
14/07/2008,280.1,290,276.25,285.9,80428
11/07/2008,288.55,297,282,286.25,79025
10/07/2008,298,298,283.15,286,86489
09/07/2008,280,298.9,272,295.8,340500
08/07/2008,265,273.8,255.95,268.7,248099
07/07/2008,252.5,274.9,252.5,270.6,196086
04/07/2008,242.1,260,225,253.55,370866
03/07/2008,262,262,239.5,240.5,285483
02/07/2008,260.1,268.7,244.05,259.25,587333
01/07/2008,284.85,297.7,240.9,264.35,418329
30/06/2008,306,313.95,279,283.9,303073
27/06/2008,305,312.7,297.2,307.25,221458
26/06/2008,319.5,324,308.05,314.8,263609
25/06/2008,280.3,320.1,272.55,317.25,266950
24/06/2008,310.1,317.7,285,288.5,119661
23/06/2008,329.9,329.9,308.15,311.55,113712
20/06/2008,335.8,350,319.4,341.9,262622
19/06/2008,325,337.35,321.25,331.45,253552
18/06/2008,349,361,325,328.45,640598
17/06/2008,338.15,349.85,338.15,347.9,69660
16/06/2008,341.8,350,335.35,339.85,219637
13/06/2008,345.7,349.95,335,337.35,216926
12/06/2008,335.15,351.9,335.15,342.9,111832
11/06/2008,350,353,318.75,343.1,72032
10/06/2008,337,350,326.15,344.6,74234
09/06/2008,336.15,341.95,300,336.15,180049
06/06/2008,360,368,346,352.2,403014
05/06/2008,335.85,364.5,331.15,356,328893
04/06/2008,345,353.75,328.1,333.1,147959
03/06/2008,332.25,345.6,332.25,344.25,48566
02/06/2008,371,371,344,345.6,145382
30/05/2008,330,400,330,361.3,213579
29/05/2008,318,336,312.3,327.95,444781
28/05/2008,328.75,328.75,308.25,314.55,226754
27/05/2008,343,347,318.5,321.5,64623
26/05/2008,345,350,335.55,339.45,31408
23/05/2008,357,366.8,345,354.9,103126
22/05/2008,352.15,363.8,352,360.05,281081
21/05/2008,348.4,364,340.15,361.35,162841
20/05/2008,355.55,357,346.05,348.35,94183
16/05/2008,349.95,364.4,349.95,355.55,146698
15/05/2008,337,352,337,350.3,191259
14/05/2008,325.25,343.9,325.25,337.4,126323
13/05/2008,333.2,340,326.35,329.55,58341
12/05/2008,314.25,339,314.25,331.95,124057
09/05/2008,330,336,318,320.1,100545
08/05/2008,323.15,340,323.15,333.7,113908
07/05/2008,337,338.8,328,332.3,87847
06/05/2008,346.1,354.9,330.15,333.25,184274
05/05/2008,348.9,367.4,340.3,344.9,733725
02/05/2008,323,353.15,323,346.1,824485
30/04/2008,315,325,310.5,319.45,743240
29/04/2008,310.4,319.8,306.2,312.6,281297
28/04/2008,313.8,313.8,307.05,309.8,55118
25/04/2008,303.25,315,303.25,307.15,155049
24/04/2008,307,317.95,304,306.85,131042
23/04/2008,299.75,312,297.5,306.65,129220
22/04/2008,295,307.95,294.05,295.3,171764
21/04/2008,293.15,311,293.15,296.6,104873
17/04/2008,302.9,303,293.75,296.7,53623
16/04/2008,299.75,305,297,298.05,36187
15/04/2008,260.9,300,260.9,297.6,14213
11/04/2008,299.85,299.9,295,295.75,9320
10/04/2008,298.95,300,293,294.6,317312
09/04/2008,294.15,298,293.3,295.55,7725
08/04/2008,296.75,299.9,296.15,296.85,18480
07/04/2008,293.25,299,293,294.15,15419
04/04/2008,300,304.5,295,296.5,36315
03/04/2008,309.7,309.7,296.25,298.9,137204
02/04/2008,315,315,298,299.6,28657
01/04/2008,305,308.4,297.55,302.35,60376
31/03/2008,290.5,310,286.15,302.4,245963
28/03/2008,294.7,294.7,290,291.15,75145
27/03/2008,288.15,296,286,289.85,57562
26/03/2008,303.9,303.9,291.15,294.4,22565
25/03/2008,282,300,280.2,298.65,70157
24/03/2008,299.7,299.7,280,283.4,22464
19/03/2008,299.7,303.7,285.5,297.15,139201
18/03/2008,284.15,296,278,289.45,91999
17/03/2008,280,294.9,280,290.2,213487
14/03/2008,293,306.95,293,301.85,25952
13/03/2008,309,309,295,298.6,31150
12/03/2008,321,323.9,302,308.65,65585
11/03/2008,293.5,315,290.3,310.8,37045
10/03/2008,297.85,299.25,278.05,295.5,69876
07/03/2008,310,310,290,297.85,45159
05/03/2008,303.2,313.9,303.2,308.45,21086
04/03/2008,321.45,324,306.05,308.65,30495
03/03/2008,302.15,322.85,302.15,319.05,152368
29/02/2008,308,322,302.5,315.55,52763
28/02/2008,321,322,307,310.15,52384
27/02/2008,325,328,316.2,319.1,26357
26/02/2008,316.5,325,316.15,318.25,32605
25/02/2008,305.2,323,305.2,320.55,45725
22/02/2008,317,322.95,305.45,310.2,69449
21/02/2008,317.8,320,311,312.75,16467
20/02/2008,317,323,308,310.9,32258
19/02/2008,325,328,317,320.95,42649
18/02/2008,325.95,329.5,320.15,322.45,32859
15/02/2008,318,326.85,316,323.95,26911
14/02/2008,335,336.95,321,324.05,97956
13/02/2008,330,337,316.1,324.7,72401
12/02/2008,312.05,329.75,302,323.9,67841
11/02/2008,324.25,327.65,302,306.45,30390
08/02/2008,330.1,334,320,324.05,40628
07/02/2008,339.8,343,329.35,331.05,29575
06/02/2008,325,345,321.25,336.25,67885
05/02/2008,349,352.7,345,346.5,44247
04/02/2008,346.1,355,346.1,348.1,52278
01/02/2008,349.85,349.85,335,343.7,129452
31/01/2008,342,385,318.95,356.4,526428
30/01/2008,359.8,359.8,336,342.25,101208
29/01/2008,326.15,355,326.15,352.1,129922
28/01/2008,350.4,350.4,310,333.15,315013
25/01/2008,305.65,374,305.65,351.15,1067482
24/01/2008,365,380,335,352.65,136173
23/01/2008,315,399.9,310,370.95,160555
22/01/2008,330.9,355,265,298.55,120295
21/01/2008,366.2,402,303.15,360.25,183064
18/01/2008,388,392.9,351.05,366.2,91834
17/01/2008,408,408.9,382.3,385.95,191408
16/01/2008,385,408,375.05,403.45,291266
15/01/2008,408.05,410.9,386.05,389.35,150689
14/01/2008,412,414.9,400,406.45,49770
11/01/2008,417.5,424,405.25,413.7,162899
10/01/2008,418.25,433,410.6,416.05,300692
09/01/2008,422,424,414,417.5,167450
08/01/2008,426.9,438,414,422.1,459036
07/01/2008,427.95,443,410,420.15,817358
04/01/2008,404.9,432,396.7,421.15,604068
03/01/2008,395,411,395,400.9,210923
02/01/2008,408,416,401.6,406.35,86509
01/01/2008,411.85,415,406.2,409.4,92423
31/12/2007,414,415,401,405.8,245184
28/12/2007,409,412,396,406.1,295842
27/12/2007,408,417.9,392,409,1021517
26/12/2007,396,408.4,392,404.25,249962
24/12/2007,387,394,379,382.15,796131
20/12/2007,403,403,376,379.25,226701
19/12/2007,407,419.35,391,394.3,254142
18/12/2007,407,409,376,405.15,262909
17/12/2007,410,413.9,382,388.75,203083
14/12/2007,410,425,405.15,410,307727
13/12/2007,415,415,400,405.75,128468
12/12/2007,399,417,385.25,407.95,292764
11/12/2007,397,405.8,390,398.5,242229
10/12/2007,374,398,372.5,387.45,516755
07/12/2007,377.2,377.2,362,371,96335
06/12/2007,385,385,368,369.8,136181
05/12/2007,373,382,367.5,377,89387
04/12/2007,383.85,384.65,370,372.05,61016
03/12/2007,390.6,399.85,370.55,380.1,179770
30/11/2007,361.05,385,361.05,380.05,662761
29/11/2007,379.9,394.75,350.4,359.8,786558
28/11/2007,318,349.9,315,344.05,586733
27/11/2007,318,318,310.7,315.15,43093
26/11/2007,313.5,318,311.15,313.45,46035
23/11/2007,316,318,300,307.9,141367
22/11/2007,314.95,318,309,312.2,123641
21/11/2007,317.85,324.1,311,312.55,84876
20/11/2007,315,325,314,316.65,135468
19/11/2007,319.9,319.9,314.55,314.9,74926
16/11/2007,315,321,308,310.3,113882
15/11/2007,328.8,330,314,315,123927
14/11/2007,313,329.8,310,325.7,183549
13/11/2007,313.4,313.4,307.1,309.9,76503
12/11/2007,300.1,312,300.1,310.55,55259
09/11/2007,302,314.8,301.05,308.2,7653
08/11/2007,310,312,302.05,310.35,34346
07/11/2007,311.9,315,309.75,310.05,38237
06/11/2007,314,321.95,310,310.9,200680
05/11/2007,314.1,319.6,310,311.25,156704
02/11/2007,317.5,324,312.05,317.95,62114
01/11/2007,334.8,334.8,315.05,317.25,92093
31/10/2007,321,340,320,326.5,352012
30/10/2007,319,324,312,319.75,120013
29/10/2007,320,328.85,318,318.55,103897
26/10/2007,315,321,306.15,318.7,122146
25/10/2007,333,333,306.75,314.1,331010
24/10/2007,349.9,349.9,321,325.35,239445
23/10/2007,316,355.3,316,333.85,514192
22/10/2007,300.1,328,299,314.8,94580
