Date,SUNTV-EQ O,SUNTV-EQ H,SUNTV-EQ L,SUNTV-EQ C,SUNTV-EQ V
19/11/2014,320.05,322.85,312.05,315.95,585034
18/11/2014,324,324,315.25,319.95,675520
17/11/2014,300.75,319,300.75,316.45,803203
14/11/2014,327,327,315.55,316.55,568559
13/11/2014,328.95,330,322.35,325.8,458478
12/11/2014,324.8,329,323.75,327.85,554566
11/11/2014,325.95,329,320.1,324,342148
10/11/2014,330,336,320.8,324.05,1209346
07/11/2014,335,335,321,324.65,435058
05/11/2014,331,334.75,328.2,331.1,361770
03/11/2014,328,333.95,326.7,330.25,389291
31/10/2014,319.9,327.85,319.9,326.55,311123
30/10/2014,319.05,328.65,316,319.25,1168026
29/10/2014,308.7,320.5,308.7,319.45,1522965
28/10/2014,316,317.7,307.8,309.75,396174
27/10/2014,312.5,319.5,308.65,314.7,435267
23/10/2014,312.1,314,309.9,310.7,74232
22/10/2014,312,318.1,307.1,309.15,854389
21/10/2014,307.7,312.5,305.75,309.95,750362
20/10/2014,312,313,300,310.15,483468
17/10/2014,303.25,311.7,303.25,307.8,468440
16/10/2014,304.75,312,301.95,306.1,794848
14/10/2014,324,327.8,306.95,307.75,971416
13/10/2014,331,334,324.5,326.2,614142
10/10/2014,336.7,338,331.4,334.7,589826
09/10/2014,340.65,344.9,336,340.1,470662
08/10/2014,334.45,344,331.15,341.75,509191
07/10/2014,340.35,346.75,332.2,335.5,519327
01/10/2014,341,344.5,335.8,342.75,664193
30/09/2014,335.95,339.1,329.8,338.15,457852
29/09/2014,328.4,334.4,328.4,332.75,856080
26/09/2014,319,330,315,322.75,633440
25/09/2014,322.05,335,319.3,321.65,1018710
24/09/2014,331.7,335.6,319.55,322.05,338543
23/09/2014,332.3,338.8,329.25,331.6,543251
22/09/2014,342,342.9,319.4,332.8,1457852
19/09/2014,343.1,346.5,340.05,343.6,1485302
18/09/2014,340.9,344,336.5,341.85,1076149
17/09/2014,348.95,353,334.6,340.9,794495
16/09/2014,359.5,363.9,345.85,348,518660
15/09/2014,345.1,360.5,345,359.55,872967
12/09/2014,346,351.45,343.5,348.6,509842
11/09/2014,351.1,354.15,345.45,346.85,564450
10/09/2014,348.05,355.7,348.05,351.45,2417759
09/09/2014,350.85,360.9,348,350,1038650
08/09/2014,365,368.65,349.35,353.2,1546988
05/09/2014,361.9,371.4,360.35,362.2,543117
04/09/2014,372.5,375.5,362.65,365.45,1855372
03/09/2014,360.8,374.6,360.8,371.35,1229802
02/09/2014,364.4,370,360.4,364.4,799835
01/09/2014,345.55,369.7,340.1,368.05,1574092
28/08/2014,352,359,344.5,352.2,2622943
27/08/2014,359,362,351.75,354.55,1005419
26/08/2014,358.5,364.1,357.55,359.5,771894
25/08/2014,366,367.9,360,362.1,464125
22/08/2014,369.15,371.95,362.4,364.75,931460
21/08/2014,374.25,380,366.3,368.6,1376930
20/08/2014,367.1,377,365.1,372.95,1940519
19/08/2014,372.1,377.65,364.8,365.2,1491477
18/08/2014,369.4,377.05,360,369.95,1435949
14/08/2014,373.8,378,367.1,369.35,1096361
13/08/2014,392,393.2,370.25,373.75,716239
12/08/2014,403.7,404.25,390.8,395.85,719496
11/08/2014,411.55,412.65,395.6,397.75,593047
08/08/2014,421,426.9,413,419.2,752553
07/08/2014,415.65,425.9,415.65,422.4,634423
06/08/2014,412,421.7,410.2,419,490652
05/08/2014,405.1,418.5,405.1,417.05,502158
04/08/2014,405,414.4,405,408.25,461234
01/08/2014,414,417.85,404.15,405.9,621950
31/07/2014,406.9,426.85,406.15,424.75,1663858
30/07/2014,402.25,409,400,405.8,1007905
28/07/2014,408,417.8,400,401.65,593865
25/07/2014,410,418.35,406,410.45,1447046
24/07/2014,430,431,404.35,407.05,2293924
23/07/2014,453,453,405,426.45,3899800
22/07/2014,466.05,469,455.95,461.3,258060
21/07/2014,449.5,472,447.75,463.75,228365
18/07/2014,446.2,455,443.75,447.5,135927
17/07/2014,443.8,454.3,443.8,452.35,289132
16/07/2014,438.7,451.15,437.2,448.6,433223
15/07/2014,436.15,440.5,429.4,439.4,199274
14/07/2014,438.3,442.5,427.05,431.95,298332
11/07/2014,450,453.35,427.35,442.7,339118
10/07/2014,451,466.8,441.3,449.75,240250
09/07/2014,456,467.8,452,455.8,503974
08/07/2014,477,477,457.6,465.75,395907
07/07/2014,470.05,472,460.95,470.35,333492
04/07/2014,459.1,476.05,459.1,468.95,566527
03/07/2014,464,468.1,460.6,462.8,289286
02/07/2014,463,468.05,457.05,464.4,277266
01/07/2014,452.3,470,452.3,461.35,304116
30/06/2014,449.25,464.25,449.25,458.95,196700
27/06/2014,454.35,459.65,446.3,452.9,678974
26/06/2014,440.6,455.8,440.6,452.55,875975
25/06/2014,436.2,443.4,436,441.4,338247
24/06/2014,442.4,447.85,435.1,440.1,504415
23/06/2014,432.9,444,432.1,442.4,736071
20/06/2014,415.1,435.05,415.1,429.9,714643
19/06/2014,421.2,427,411,419.95,601434
18/06/2014,429,439,420,421.5,884031
17/06/2014,444.9,444.9,427,434.6,489311
16/06/2014,443.8,450.95,429.5,443.8,273271
13/06/2014,449,459.7,436.8,443.75,509067
12/06/2014,445.15,457,443.4,448.1,367399
11/06/2014,459,464.9,442.95,445.4,562331
10/06/2014,469.6,469.9,452,459.85,904864
09/06/2014,427,476.4,413,464.7,2063724
06/06/2014,437,437,425.2,427.25,569477
05/06/2014,427,437.1,427,431.4,723911
04/06/2014,428,431,417.3,425.85,615430
03/06/2014,416.5,432.1,416.5,424.95,692939
02/06/2014,415.5,422,401,419.05,661362
30/05/2014,416.6,429.75,411.7,413.25,647439
29/05/2014,410.3,424.95,407,415.85,735759
28/05/2014,414.05,418,404.1,410.3,211155
27/05/2014,418.9,419.2,408.3,413.65,264963
26/05/2014,430.85,431.9,402.45,413.9,1462857
23/05/2014,436,437.6,419.35,426.1,596295
22/05/2014,414.9,438,413,434.6,600078
21/05/2014,425,431.65,406.5,412.25,308004
20/05/2014,403.8,428.25,397.55,425.9,844182
19/05/2014,391.5,411.9,377.8,402.95,850254
16/05/2014,368.9,392,368.9,388.2,921952
15/05/2014,373.25,379.9,365.65,370.65,783798
14/05/2014,377.3,380,369.5,371.15,641807
13/05/2014,362,381.9,362,378.95,954281
12/05/2014,360.2,372,358.45,360.1,823943
09/05/2014,360.1,368,360.1,363.6,338326
08/05/2014,362.05,370,361,363.75,267364
07/05/2014,363.2,369.75,361.05,363.85,246554
06/05/2014,369,369.4,363.3,366.65,169442
05/05/2014,374,378,365.7,368.45,406989
02/05/2014,374,382.3,374,377.5,332507
30/04/2014,381,384.65,370,376,498409
29/04/2014,392.7,395.55,376.05,378.3,485074
28/04/2014,394.45,399.4,391,393,267694
25/04/2014,394.3,402.25,393.25,397.7,730665
23/04/2014,386.05,400.75,386.05,394.95,561113
22/04/2014,393.5,395,382.45,388.65,516082
21/04/2014,399.15,400.95,390.85,392.25,206839
17/04/2014,394,402,393.2,400.15,252856
16/04/2014,396,401.9,388.3,394.8,199849
15/04/2014,396,404.8,395,399.45,327997
11/04/2014,398.1,402.95,392.15,395.95,379675
10/04/2014,401.65,407,398,399.8,396593
09/04/2014,400.9,405.6,397.8,403.55,428031
07/04/2014,400,406.55,397,400.9,262145
04/04/2014,397.6,409,396.1,404.95,359630
03/04/2014,405,411.85,394.5,396.85,1139115
02/04/2014,405,409,403.5,405.9,275552
01/04/2014,408,413.95,401.6,405.4,696152
31/03/2014,395.3,406.65,390.4,401.75,1124405
28/03/2014,398,400.6,385.2,390.4,992090
27/03/2014,388.3,403.9,388.3,397.7,818887
26/03/2014,391.65,397.8,387.95,390.95,422086
25/03/2014,375.95,392,375.95,390.65,286466
24/03/2014,379.5,385,374.2,378.5,464640
21/03/2014,383.5,388.9,378.8,379.9,561742
20/03/2014,382,390,380.8,386.1,557655
19/03/2014,391,391,377,378.85,754229
18/03/2014,375.25,389.9,375.25,388.15,665555
14/03/2014,375.15,382,374.7,376.85,341245
13/03/2014,394.75,395.6,378.25,380.85,493057
12/03/2014,392,400.55,391.85,394.9,569186
11/03/2014,387.5,395,385,391.65,470117
10/03/2014,387.15,397.3,385.85,387.8,395118
07/03/2014,388,394,387,390.8,511990
06/03/2014,377.9,387,375.8,386.05,879076
05/03/2014,371,379.9,366.6,375.4,580809
04/03/2014,362.1,372.45,362.1,370.05,302911
03/03/2014,370,375,361.65,365.1,342305
28/02/2014,355.3,372,355.3,370.6,940171
26/02/2014,369.3,369.95,356.55,358.2,1057523
25/02/2014,365.45,370,358.4,369.1,444649
24/02/2014,354,368.7,354,364.9,1142451
21/02/2014,344.4,354.1,343,353.2,2492760
20/02/2014,334.25,342.6,332.65,340.1,1343539
19/02/2014,326,338.75,326,337.05,1121644
18/02/2014,331,334.5,324.05,326.05,626550
17/02/2014,331,334.75,326.1,331,535691
14/02/2014,336,338.8,324.15,329.2,999382
13/02/2014,351.9,351.9,332.7,336.05,536284
12/02/2014,353,355.6,349.5,350.9,277815
11/02/2014,358.5,360.3,351.5,352.65,288795
10/02/2014,365,366,356,358.6,302346
07/02/2014,364,368.6,359.6,362.8,417851
06/02/2014,364,367,358.65,363.45,262091
05/02/2014,354.2,365,354.2,363.85,563694
04/02/2014,357.1,359,353.05,355.75,240408
03/02/2014,357,368.4,356.45,360.75,649236
31/01/2014,355,365.65,355,360.5,243576
30/01/2014,349.3,361.9,347.4,354.7,1327565
29/01/2014,348.6,361,348.35,355.85,342633
28/01/2014,351.4,354.8,345,350.15,1238894
27/01/2014,355.5,357,350.25,351.6,764991
24/01/2014,359,364.25,356.35,356.7,353175
23/01/2014,363,366.45,362,362.45,115580
22/01/2014,362,369.8,362,366.45,318224
21/01/2014,363.1,368,362.25,365.7,344737
20/01/2014,359.1,363.9,357.45,362.45,255261
17/01/2014,363.1,364.25,357.25,357.8,415850
16/01/2014,359.25,367.5,359.25,364.2,328709
15/01/2014,363.5,365.75,359.2,360.8,423067
14/01/2014,363.15,367.25,359.35,362.4,369836
13/01/2014,361.75,369.6,361.75,365.15,201869
10/01/2014,371.95,375.05,362.5,365.05,415588
09/01/2014,369.05,382.9,369.05,371.55,962960
08/01/2014,375,377.9,370.1,372.25,465927
07/01/2014,378.3,379.95,370.95,374.15,786321
06/01/2014,373,378.4,367.6,377.1,615387
03/01/2014,368,372,365.1,370.25,491780
02/01/2014,384.6,388.9,364.15,367.25,1025525
01/01/2014,382.3,388.5,378.3,384.6,761958
31/12/2013,372.6,381.2,372.6,380.3,413186
30/12/2013,379,380,372.8,373.85,182433
27/12/2013,375.4,378.2,372,376.35,450923
26/12/2013,375,383,370.25,374.25,878147
24/12/2013,372,381.45,371.5,375.75,835320
23/12/2013,372.1,376.55,369,369.95,413668
20/12/2013,364.05,375.8,364.05,373.05,497969
19/12/2013,364,368.75,360.6,367.1,558652
18/12/2013,362,365.4,359.4,361.45,353759
17/12/2013,363.85,366.8,359.4,360.5,375870
16/12/2013,361,368,360.9,363.4,349722
13/12/2013,363,370.25,363,364.25,729821
12/12/2013,372.05,374.45,364.1,365.4,701174
11/12/2013,373.1,380.45,368.4,371.4,421815
10/12/2013,376.25,382.4,373,376.2,616557
09/12/2013,383,383,372,378.5,415737
06/12/2013,373.6,380.5,370.25,371.65,753124
05/12/2013,384.1,386.15,372.3,373.6,547697
04/12/2013,388,390.35,377.2,378.65,1358339
03/12/2013,366.55,387.45,366.55,385.45,3140305
02/12/2013,370,373.4,366.05,367.4,1152822
29/11/2013,372.65,376.4,369.1,370,841344
28/11/2013,365.35,375,363.65,370.05,2282404
27/11/2013,375.05,379,364,366.35,926542
26/11/2013,382.1,384.4,372.3,375.55,770944
25/11/2013,376.55,387.8,376.55,383.2,1011008
22/11/2013,376.25,380.9,375.1,377.7,472685
21/11/2013,378,384.4,370,373.9,645937
20/11/2013,381.1,386,378.2,382.25,691272
19/11/2013,379.25,388.75,379.25,383.7,870610
18/11/2013,391.05,398.9,380.1,382.4,1079458
14/11/2013,383.05,396.85,383.05,392.7,525805
13/11/2013,380.45,393.9,380.45,383.55,433134
12/11/2013,400.1,402,382.6,385.9,1936803
11/11/2013,411.4,414,393.55,396.75,1399746
08/11/2013,438,442.65,404.85,413.45,1446633
07/11/2013,450,456.85,437.1,440.25,687419
06/11/2013,449.7,454.8,446,449.7,384788
05/11/2013,440.4,452.35,434,449.6,765359
01/11/2013,420,437.15,419.1,430.6,1314422
31/10/2013,419,424,417.15,420.15,350627
30/10/2013,424.05,426,418.5,423.25,175594
29/10/2013,421.7,425.9,412.2,423.5,214923
28/10/2013,425.05,427.2,420.05,421.15,128290
25/10/2013,420.65,428.5,419,425.05,229198
24/10/2013,421.7,430,421.7,424.15,340063
23/10/2013,428.4,429,418.5,426.6,449750
22/10/2013,418.5,432,417,425.05,698362
21/10/2013,418,423.3,416.55,418.6,227550
18/10/2013,421.8,424,416.35,422.15,279984
17/10/2013,422.25,425,417.15,420.6,330286
15/10/2013,425,426.5,416.2,418.65,319334
14/10/2013,428.75,432.65,420.65,422,186259
11/10/2013,425.05,433,421.55,428.2,441915
10/10/2013,425,430.9,418,423.65,427990
09/10/2013,425,438.5,418.65,425.55,1113711
08/10/2013,434.95,435.3,424,426.75,1074056
07/10/2013,407,434.5,407,431.85,1371758
04/10/2013,407.55,413,405.5,408.65,357451
03/10/2013,401.15,418.95,395.65,409.9,1489905
01/10/2013,396.7,405.75,383.9,403.35,1193809
30/09/2013,392.9,400.4,391.5,393.2,210310
27/09/2013,399.5,409,397.25,399.85,452206
26/09/2013,395,403.1,395,399,559554
25/09/2013,399.6,402.8,395,398.1,381624
24/09/2013,399.8,403,394.15,399.1,1198478
23/09/2013,398.9,407.55,395.75,400.05,1406434
20/09/2013,402,409.35,394.65,400.65,577894
19/09/2013,408.2,414.95,400,402.7,1929093
18/09/2013,407.95,410.5,401.05,405.5,434543
17/09/2013,400,412,400,407.1,1607985
16/09/2013,396,402,389.1,396.4,1211750
13/09/2013,390,397.65,388.05,390.85,466922
12/09/2013,397.95,402.9,385,390.05,751852
11/09/2013,402,416,390.6,394.8,928492
10/09/2013,395,406,390.45,402.65,666295
06/09/2013,405,407.45,386.3,388.65,886338
05/09/2013,395,407.45,394.05,401.35,608040
04/09/2013,396,405.05,382.2,390.05,687579
03/09/2013,421.55,425,390.05,394.45,763747
02/09/2013,389,421.5,389,419.05,794187
30/08/2013,388.9,398.2,380.3,389.9,652059
29/08/2013,364.8,393,364.65,389.15,1502869
28/08/2013,370.65,374.8,362.85,363.55,781523
27/08/2013,373.5,379.7,369.15,375.9,523099
26/08/2013,374,378.8,371.5,376.2,342727
23/08/2013,379.7,384,368,371.5,526898
22/08/2013,387.9,387.9,365.1,373.3,1140567
21/08/2013,382,394,370.95,381.6,868255
20/08/2013,377,388,365.6,379.8,946825
19/08/2013,380,398,370,381.2,805799
16/08/2013,425,427,382.3,385.15,1034029
14/08/2013,425.25,428.95,415.05,424.7,535597
13/08/2013,404,427,402.85,424.7,792265
12/08/2013,410.5,417,401.45,405.15,775945
08/08/2013,417,419.05,408.6,411.9,253587
07/08/2013,415.8,427.6,405.4,417.25,1035047
06/08/2013,427.5,429,409.55,413.9,616049
05/08/2013,428,435,424.1,429.15,760234
02/08/2013,409,434.8,394.7,425.15,2392796
01/08/2013,411.8,424.9,395.1,410,1387337
31/07/2013,376,412.85,365,404.85,1804308
30/07/2013,380.1,384.95,370.6,373.6,836331
29/07/2013,377.45,383.4,375,377.6,240627
26/07/2013,387,392.85,373.65,377.6,485192
25/07/2013,380.35,391,380,386.4,1013187
24/07/2013,408.3,409.6,373.1,382.6,935834
23/07/2013,397.6,416,397.6,410.5,712253
22/07/2013,398.5,404,394,395.9,661411
19/07/2013,412,412,395.05,400.5,810660
18/07/2013,395.35,411.8,395,404.4,541728
17/07/2013,394,408,386.9,397.1,1263556
16/07/2013,410.05,421.65,388,396.5,1801494
15/07/2013,415.7,422,411,418.6,763879
12/07/2013,401,419.8,395.5,413.45,632154
11/07/2013,393.1,403.4,392.75,400.15,487528
10/07/2013,390.2,394,384.35,390.2,450216
09/07/2013,395,395,388.7,392.25,295183
08/07/2013,378,394.75,378,392,659610
05/07/2013,388.45,390.45,383.7,386.25,280441
04/07/2013,381.9,389,380,385.55,328539
03/07/2013,378.9,387.9,375,380.15,700119
02/07/2013,391.7,393.4,381.25,382.35,505901
01/07/2013,376,393.35,374,391,635502
28/06/2013,371,383.85,368.75,379.6,997801
27/06/2013,372,372.5,358.05,368.85,1332577
26/06/2013,362,372.4,362,368.8,818164
25/06/2013,359,368.5,350.4,361.75,664645
24/06/2013,365.1,370.3,351.2,354.4,982139
21/06/2013,355.5,372.7,351.15,366.7,728210
20/06/2013,358.95,363.8,348,360.2,885580
19/06/2013,360.35,364.3,353.35,359.25,1045985
18/06/2013,354.3,366,354.3,361.5,1436362
17/06/2013,347.65,359.5,340.4,350.5,2282653
14/06/2013,329,369.4,324.5,347.05,8811309
13/06/2013,389,405.5,328.8,349,4014983
12/06/2013,415.1,419,378.1,399.95,2129231
11/06/2013,421,426.4,413.2,417.35,299512
10/06/2013,426,431.95,420.65,422.8,307891
07/06/2013,431.2,435.3,424.1,426.45,393842
06/06/2013,430.5,438.4,430.5,434.95,617654
05/06/2013,428,436.95,425,434.35,581492
04/06/2013,422,435,422,427.7,762220
03/06/2013,416.1,425.1,414.2,422.75,399440
31/05/2013,417,427.3,414.1,416.25,796510
30/05/2013,422.9,425.3,417.5,421.05,2438850
29/05/2013,411,433.75,410,428.3,3057433
28/05/2013,415,418,407.15,411.05,796940
27/05/2013,412.25,422.3,404.6,418.75,449055
24/05/2013,411,416.9,403.3,411.85,381146
23/05/2013,416.3,416.3,398.15,409.75,893060
22/05/2013,425.95,428.5,413,418.45,602300
21/05/2013,422.55,433.75,421.15,423.8,1347399
20/05/2013,430.35,438.7,420.25,422.5,575987
17/05/2013,445,450,422.8,427.85,1920048
16/05/2013,432.6,449.7,432.6,443,623416
15/05/2013,423.7,444.8,423.7,437.15,858170
14/05/2013,417,426,414.95,423.1,375003
13/05/2013,427.65,427.65,413.2,415.55,487849
10/05/2013,418,428.5,418,422.45,497939
09/05/2013,436.25,439.7,418.3,422.55,667570
08/05/2013,433.5,443.65,431.35,439.85,600722
07/05/2013,426.7,435.75,426.5,433.45,497217
06/05/2013,425.3,429.8,421.4,426.65,228876
03/05/2013,431.7,435,419,423.15,529346
02/05/2013,413,432,408.6,429.7,642126
30/04/2013,424.9,426.8,402.2,416.9,630300
29/04/2013,420.95,426.95,416.35,422.95,692700
26/04/2013,417,426.5,414.95,420.95,807451
25/04/2013,403,417.95,403,415.35,1968026
23/04/2013,412.55,412.8,397.9,403.25,1204410
22/04/2013,393.1,414.7,388.55,410,3026985
18/04/2013,378,394.15,374.1,391,3055358
17/04/2013,368,382.3,366.25,378.05,2884867
16/04/2013,347,372.9,347,369.25,2574823
15/04/2013,358.5,362.2,349,351.75,1140683
12/04/2013,364.75,364.75,355,361.3,623551
11/04/2013,368.55,370.9,356.5,362.9,878735
10/04/2013,360.05,370.1,354,367.1,1215620
09/04/2013,364,369.6,358.75,361.15,1085065
08/04/2013,374,377.95,358.15,362.6,1209341
05/04/2013,368,385,367.5,375.9,647592
04/04/2013,377.1,379.45,370,371.7,1050930
03/04/2013,389,395.5,379.3,380.85,1054070
02/04/2013,392.7,398,386.05,393.2,906071
01/04/2013,394.5,399.7,385.15,389.4,909539
28/03/2013,377.5,397,377.5,390.5,1684175
26/03/2013,390,398.9,374.95,378.4,1972186
25/03/2013,392.1,406,390.5,395.05,1422682
22/03/2013,387,391,376.05,387.65,2352556
21/03/2013,418,422.9,380.5,384.2,3499190
20/03/2013,412.4,423.9,399.6,418.1,1704989
19/03/2013,437.8,440.35,404.3,412.4,1507201
18/03/2013,442,447.4,432.8,437.5,599693
15/03/2013,449.55,457,443.6,445.9,1221604
14/03/2013,430.95,452,425.1,449.5,1240884
13/03/2013,425,437.25,422.15,430.85,1321231
12/03/2013,424.1,428.55,421.2,426.7,432304
11/03/2013,431.25,432.7,422.05,423.85,599862
08/03/2013,434.4,435.3,426.55,430.15,573607
07/03/2013,420,430.7,380,428.95,973782
06/03/2013,440,440,418,421.45,1418658
05/03/2013,431.4,437.65,425.45,431.1,869957
04/03/2013,438.7,440.9,424.5,431.8,1249352
01/03/2013,411.05,443.5,411,438.7,2017072
28/02/2013,427,434.8,407.55,411.05,2041338
27/02/2013,424,430.55,406.7,424.25,1620142
26/02/2013,425.8,427.5,419.2,423,1046997
25/02/2013,414.6,429.4,411.95,427.05,1928298
22/02/2013,413.6,417,403.25,410.4,2284294
21/02/2013,435.8,436.6,409.35,411.3,1957682
20/02/2013,447,451.8,440.6,443.65,554573
19/02/2013,445,447.25,434.75,445,796878
18/02/2013,441.8,443.6,431.5,440.05,1213281
15/02/2013,446.5,450.8,436.5,442.75,617793
14/02/2013,439.5,450,435.3,447.25,774357
13/02/2013,457.85,457.95,435.75,438.45,1116092
12/02/2013,462.75,466.35,447.9,455.55,1779548
11/02/2013,470,470.8,462.5,465.9,2243520
08/02/2013,469,475,460,468.45,1222967
07/02/2013,479.95,479.95,465.65,467.25,979628
06/02/2013,477.35,485.75,476.5,479.75,650394
05/02/2013,493,494.4,472,475,1422967
04/02/2013,483.7,494.9,481,492,1893672
01/02/2013,470.25,484.35,468,479.95,1237829
31/01/2013,471,475,465.5,472.1,1114755
30/01/2013,469.65,478,449.1,469.45,1526760
29/01/2013,456,478.8,453.1,469.65,2735530
28/01/2013,447.1,457.5,441.6,455.95,1118390
25/01/2013,432.6,447.5,428,444.9,707836
24/01/2013,440,445.5,426.65,431.35,1382757
23/01/2013,428.35,444.3,427.4,439.2,2085250
22/01/2013,425.7,434.9,422.05,424.1,557571
21/01/2013,420,426.5,419,423.95,231891
18/01/2013,427.5,429.8,418.1,419.4,698420
17/01/2013,417.05,427.9,416.75,426.4,361229
16/01/2013,436.7,440,414.6,417.35,781592
15/01/2013,438.65,439,430.35,435.25,413804
14/01/2013,426.6,438.85,417.75,437.25,692755
11/01/2013,431.7,435,421.1,423.7,615863
10/01/2013,441.6,441.6,426.5,429.8,706354
09/01/2013,442.75,446.5,433.65,435.9,693827
08/01/2013,438.3,445.6,436.7,442.15,1258752
07/01/2013,439.2,443.3,435.5,436.85,523046
04/01/2013,442.65,443.55,436.2,439.15,553018
03/01/2013,444.9,445.35,439.25,442.65,694207
02/01/2013,437.1,441.2,428.5,440,884873
01/01/2013,429.05,432,425.1,430.85,458857
31/12/2012,422.6,428.5,419.1,427.1,990505
28/12/2012,424.85,427.8,418.25,420.7,478350
27/12/2012,431,434.05,420.1,421.9,1168196
26/12/2012,421.2,434.25,420.1,430.2,1180711
24/12/2012,410.9,420.55,401.85,418.65,883795
21/12/2012,425,427.5,407.5,409.65,924320
20/12/2012,413.3,425.5,413.3,424.35,1216113
19/12/2012,417,419,411.45,413.55,1055616
18/12/2012,408.95,415.45,403.1,414.1,1206204
17/12/2012,403.55,410.6,401.7,407.75,573363
14/12/2012,403.2,407.35,393.1,403.5,1473571
13/12/2012,406,411.75,397.6,400.6,887453
12/12/2012,407,407.2,397.45,404.6,858033
11/12/2012,413,418.9,391.7,405.25,2161078
10/12/2012,418.55,422.95,411.5,412.75,1475866
07/12/2012,426.7,431.2,417,419.45,969477
06/12/2012,420.55,427,411.6,424.55,1320763
05/12/2012,416,422.4,414,419.4,1085812
04/12/2012,408,419.9,404.3,412.9,1250845
03/12/2012,405,416,405,409.95,548172
30/11/2012,409.25,411.75,400.25,408.8,1849781
29/11/2012,388,414.1,386.9,407,2521780
27/11/2012,381.7,393.15,379.1,388.45,2066961
26/11/2012,385.25,391.5,378.05,379.55,1815837
23/11/2012,377.85,387.75,370.1,383.75,877799
22/11/2012,384.3,388.4,375.5,378.1,980654
21/11/2012,377.8,384.95,373,382.75,2271452
20/11/2012,368.4,383,364.7,376.4,2848564
19/11/2012,360,372.4,356,367.25,1471864
16/11/2012,371.8,373.2,355,357.15,1109859
15/11/2012,344.05,373.8,340.65,368.95,2664172
13/11/2012,338.7,345.5,338,344.05,278669
12/11/2012,328,340,321.25,337.1,1535287
09/11/2012,328,340,325.65,328.25,920996
08/11/2012,341.9,341.9,324.15,332.05,658752
07/11/2012,344.8,344.9,339.5,341.8,560889
06/11/2012,339.6,345,335.35,343,594778
05/11/2012,342.7,342.7,334.1,338.65,330319
02/11/2012,331.75,344.65,331.15,343.1,1989087
01/11/2012,329,334,325.4,329.95,1129269
31/10/2012,320.1,330.5,317,329.3,2443071
30/10/2012,314.35,323.15,311,318.7,2187867
29/10/2012,321.2,325.4,314.1,315.15,1981687
26/10/2012,341,345,317.25,319.05,3085900
25/10/2012,356,358.3,339.25,343.45,2335094
23/10/2012,360.6,362.6,355.5,356.6,189411
22/10/2012,357.7,362.15,355.6,359.3,240477
19/10/2012,354.9,373.35,350.95,362.6,810544
18/10/2012,364.25,366.9,360.2,362.05,508183
17/10/2012,358.1,366.5,355,360.45,491494
16/10/2012,366,370.85,361.1,363.15,833352
15/10/2012,353.25,366,351.7,364.4,907230
12/10/2012,349.9,359.5,346.05,351.8,536791
11/10/2012,344.95,352.9,336.3,350.2,859164
10/10/2012,350.7,355.75,338.2,340.55,800801
09/10/2012,353.55,358.6,348.7,352.15,523847
08/10/2012,358.6,360,346.75,350.6,952063
05/10/2012,368,368.95,351.2,354.5,844747
04/10/2012,365.75,370.6,360.5,364.85,724990
03/10/2012,363,371.35,350.15,364.9,1098910
01/10/2012,350,360.45,348.25,358.9,1901905
28/09/2012,340.3,361.8,340.3,349.05,2198127
27/09/2012,329.25,342.5,326.2,338.25,1992692
26/09/2012,320.8,334.9,315.95,327.35,1186781
25/09/2012,329.65,331.15,320,322.85,587111
24/09/2012,324.2,332,320.6,327.9,635271
21/09/2012,321.8,344.75,321.8,325.15,704879
20/09/2012,325.75,326.2,315,319,549701
18/09/2012,320,336.65,315,329.85,1004529
17/09/2012,310,325.9,308,324.2,1400580
14/09/2012,309.4,311.9,304.35,307.9,407583
13/09/2012,310.25,316.4,303.3,306.5,1269351
12/09/2012,306.7,312.6,304.9,310.1,798434
11/09/2012,307,308.85,303.05,304.9,344861
10/09/2012,312,312,306.1,306.85,417148
07/09/2012,306.6,310.65,304.3,308.05,708726
06/09/2012,298.05,307.4,295.1,303.95,703081
05/09/2012,293.5,298.8,293.5,297.55,231358
04/09/2012,291.45,298.5,291.45,295.3,274327
03/09/2012,292.7,296.8,290.5,292.9,187761
31/08/2012,294.7,303,286.4,290.6,676998
30/08/2012,284.6,300.9,281.1,295.4,411154
29/08/2012,287,289.9,280.1,284.6,184970
28/08/2012,294.95,295.2,282.4,287.6,270907
27/08/2012,293.45,299.9,291.8,294.8,327449
24/08/2012,297.75,302.6,296.15,298.4,285065
23/08/2012,301.2,308.55,298.3,299.5,462482
22/08/2012,300.7,309.8,298.85,304.7,649992
21/08/2012,301.2,304.9,296.35,301.65,404062
17/08/2012,305.1,308.4,299.45,301.75,335840
16/08/2012,304.05,310.7,304,305,475216
14/08/2012,303,311.2,300.25,307.7,440100
13/08/2012,312,314.7,299.55,301.95,795644
10/08/2012,302,312.45,301.6,310.8,1099609
09/08/2012,296.95,304.9,291.4,302.5,1184350
08/08/2012,295,299.6,292.4,297,1239512
07/08/2012,285.05,294,285.05,290,1706414
06/08/2012,272,284.8,272,282.1,1568472
03/08/2012,269.7,278.7,265.3,271.15,1937125
02/08/2012,273.6,277.55,270.05,271.75,732219
01/08/2012,265.7,274.3,265,272.1,1411848
31/07/2012,260.45,277,256.7,263.95,7435923
30/07/2012,263,267.1,254.2,256.55,2397024
27/07/2012,292,292,227.9,261.35,10278905
26/07/2012,289,299,282.75,295.9,1117203
25/07/2012,287,292.35,282,286.1,1030516
24/07/2012,281,289,278.6,287.2,365911
