Date,BHARTIARTL-EQ O,BHARTIARTL-EQ H,BHARTIARTL-EQ L,BHARTIARTL-EQ C,BHARTIARTL-EQ V
31/07/2006,202.4,202.4,190,191.53,1292224
28/07/2006,197.62,199,190.62,192.82,1360268
27/07/2006,192,200,192,197.82,3781018
26/07/2006,186,192,183.5,191.3,4353132
25/07/2006,183.5,187.4,182.53,184.72,1386378
24/07/2006,178.5,184.5,174.05,182.62,1381586
21/07/2006,182,182,177.12,178.93,679526
20/07/2006,179.95,185,179.25,182.22,2250670
19/07/2006,182.47,182.93,172.7,176.95,1182010
18/07/2006,179.5,182.45,175.5,180.2,1168398
17/07/2006,181,181,175.5,177.72,1425066
14/07/2006,181.82,185,179,181,2172630
13/07/2006,191.7,192,183,185.65,2201610
12/07/2006,187,195.5,187,191.43,1205964
11/07/2006,193,194.5,190,191.12,1373864
10/07/2006,186.25,195.75,185,194.82,3573706
07/07/2006,185.95,189.12,180.5,185.5,2280778
06/07/2006,183.5,185.75,182.2,183.53,1040748
05/07/2006,184,186,180,185,1463680
04/07/2006,182.6,186.5,180.5,182.2,986876
03/07/2006,185.03,185.95,180.62,184.95,1422370
30/06/2006,186.65,187.5,183.12,185,1712162
29/06/2006,176.75,189.5,176.75,179.75,4168218
28/06/2006,180.5,183.5,175.5,181.12,2034692
27/06/2006,181.5,185,175.25,180.5,2460876
26/06/2006,182.5,186,178.53,180.43,1103578
23/06/2006,177.5,187,173.5,185.2,3352814
22/06/2006,189.55,192,180,182.35,2043020
21/06/2006,174,185.47,170.5,184.38,1516768
20/06/2006,177.5,178.95,172.53,176.1,1338342
19/06/2006,179,185,177.57,181.07,705698
16/06/2006,175,186,173.55,182.93,1408952
15/06/2006,167.5,174,165.07,170.72,1622684
14/06/2006,162.53,173,160.12,163.35,3342920
13/06/2006,159,164,153.65,160.68,1033434
12/06/2006,169.5,169.5,161.25,162.07,1027152
09/06/2006,167.45,171,162.53,168.15,1466670
08/06/2006,174.5,175,162,164.25,2485286
07/06/2006,171,180,167.5,176.43,2018570
06/06/2006,165,182.45,165,172.82,1190048
05/06/2006,177.55,185,174.15,176.15,1159006
02/06/2006,174,184.5,167,182.97,1681864
01/06/2006,184.7,188.45,170.28,173.3,2340160
31/05/2006,185,186.47,180.5,183.3,1684934
30/05/2006,192,192.5,185,187.3,1217102
29/05/2006,199.95,199.95,188.75,191,1016458
26/05/2006,196.9,198.47,190,194.15,916434
25/05/2006,182.5,200.4,175,196.9,6452306
24/05/2006,186,196,175.78,185.2,3559618
23/05/2006,188.5,192.5,172.5,184.82,1545596
22/05/2006,204.9,207.2,175,180.5,1966052
19/05/2006,202.5,207.7,182.57,195.1,1340846
18/05/2006,207,207.5,197.5,200.2,1709516
17/05/2006,200.03,210.75,199.5,208.07,1496452
16/05/2006,202.5,204,193.07,201.57,996316
15/05/2006,206,207.88,196.5,201.45,1198286
12/05/2006,207.45,208.45,203.38,207.6,769936
11/05/2006,208.95,210.5,205.82,207.35,996688
10/05/2006,211.2,211.2,207.1,208.57,1816972
09/05/2006,212.45,212.45,203.07,207.62,865392
08/05/2006,210.38,212.7,207.5,210.97,938042
05/05/2006,213.9,213.9,209,210.38,836268
04/05/2006,214.2,216.25,208.5,212.3,1404498
03/05/2006,206.5,212.7,203.5,212.35,1655748
02/05/2006,205.97,207.75,203.78,204.4,763216
28/04/2006,200.75,205.5,188,202.85,2465356
27/04/2006,209,211.45,199.2,200.55,2833376
26/04/2006,200.05,207.25,196,205.9,1648162
25/04/2006,205.75,206.45,168.43,199.8,995802
24/04/2006,207,207,202.82,205.85,409924
21/04/2006,208.62,209.3,201.45,205.28,1058414
20/04/2006,207.6,207.6,203,206.22,555568
19/04/2006,205.4,207.5,203,206.5,1121982
18/04/2006,200.8,203.95,198.25,203.35,1284756
17/04/2006,199.5,200,191.1,197.62,979184
13/04/2006,199,201,195.03,197.55,587258
12/04/2006,202.5,205.43,197.5,198.28,1111046
10/04/2006,205.5,206,198.5,202.15,1546206
07/04/2006,211,211.47,202.25,204.78,2243792
05/04/2006,208.55,212.18,207,209.38,1285780
04/04/2006,213.5,213.5,205.12,208.7,1398864
03/04/2006,204.9,212.47,204.5,210.82,1606902
31/03/2006,207.25,209.75,201.25,206.38,1895648
30/03/2006,198.95,214.45,197.53,206.93,5966952
29/03/2006,195.47,198.68,195.47,197.38,661886
28/03/2006,197.5,199.45,194.45,195.85,1230708
27/03/2006,191.5,197.3,191.5,196.3,1646672
24/03/2006,191,192.45,187.5,190.78,904152
23/03/2006,193.12,194.5,189,190.32,1206734
22/03/2006,195.5,196.22,192.25,193.4,875788
21/03/2006,192.25,195.38,192.25,195,1131548
20/03/2006,194.35,194.62,190.65,192.1,544468
17/03/2006,196.25,196.7,192,193.3,1089864
16/03/2006,194.95,196.7,193.03,195.53,954382
14/03/2006,187.95,195.25,187.95,193.18,1078908
13/03/2006,194.05,197.75,194.05,194.68,1400706
10/03/2006,192,197.4,190.78,192.9,2609218
09/03/2006,194,195.7,187.53,191.2,2303258
08/03/2006,202.5,203.2,193.5,195.78,2377292
07/03/2006,202,205.93,200.25,201.5,1742126
06/03/2006,205.5,207.5,201.15,202.38,2787634
03/03/2006,198.7,205.85,198.7,204.05,3974138
02/03/2006,190.5,200.25,190.5,198.4,4406074
01/03/2006,179,190,179,188.7,2418990
28/02/2006,180.95,181.6,177.93,180.53,785426
27/02/2006,183.7,183.7,179.1,180.38,673938
24/02/2006,183.75,185.2,181.5,182.03,538460
23/02/2006,183.85,184.95,181.53,183.88,1946486
22/02/2006,185,186.47,182.25,182.75,747148
21/02/2006,183.4,185,181.65,184.32,648176
20/02/2006,182.03,183,178.5,181.62,580906
17/02/2006,182.47,184.25,181.78,182.57,827790
16/02/2006,183,184.38,180,181.6,1000648
15/02/2006,185,189,181.45,182.85,2121948
14/02/2006,183,186.45,181.47,183.75,1368680
13/02/2006,182,182.47,178.78,181.62,1251078
10/02/2006,186.5,186.75,181.25,181.9,2041020
08/02/2006,184.88,187,181.25,186.1,1039994
07/02/2006,185,188.72,182.38,185.43,1652104
06/02/2006,184.5,187.43,181.5,184.72,1482204
03/02/2006,182,188.2,178.03,183.53,3263516
02/02/2006,175.6,182.5,175,181.82,1895792
01/02/2006,178.5,179.45,175.05,175.6,710324
31/01/2006,179.5,180.95,176.8,178.62,795610
30/01/2006,180.5,182.4,178.75,179.25,1614886
27/01/2006,179,179.95,176.38,177.85,1872036
25/01/2006,174.32,182.75,171.5,177.93,3661238
24/01/2006,174,177.88,172.1,173.82,3283438
23/01/2006,161.8,174,161.8,172.12,455850
20/01/2006,170.5,174.5,170.5,172.18,1441992
19/01/2006,166.5,174,166,173.15,1334924
18/01/2006,166.5,197.45,161.38,165.45,1587376
17/01/2006,168.45,168.95,163.53,165.55,1104902
16/01/2006,167.6,168.75,165.12,167.2,960808
13/01/2006,167,169.4,166.5,167.12,1140200
12/01/2006,169,171.45,167.05,167.55,1176002
10/01/2006,175.75,175.75,170.03,170.6,771690
09/01/2006,174.5,177.5,173.53,175.7,1731844
06/01/2006,173,175.75,172,173.62,1419474
05/01/2006,174.7,174.7,170.5,171.22,818862
04/01/2006,175.5,175.5,171.97,172.47,806512
03/01/2006,171.5,174.22,169.5,173.22,1266000
02/01/2006,172.8,173,167,170.03,1761308
30/12/2005,170.95,174.47,170.1,172.75,2088310
29/12/2005,171,176,169,172.07,2022306
28/12/2005,170.68,174.22,163.3,170.97,6829612
27/12/2005,165,173.72,163.78,172.25,2120576
26/12/2005,177.25,177.25,165,166.55,1501406
23/12/2005,179.93,179.95,174.05,175.78,1981504
22/12/2005,178.05,179.7,177.5,178.62,1128234
21/12/2005,178.5,182.8,176.75,178.28,3386196
20/12/2005,181,182.2,177.62,178.65,1998410
19/12/2005,175.1,180.8,175.1,179.68,2483518
16/12/2005,172.05,176,172.05,175.05,1163956
15/12/2005,176,177.25,173.28,174.07,2499600
14/12/2005,176.5,177.9,174.12,174.97,1653648
13/12/2005,177.25,177.25,173.55,176.68,1768770
12/12/2005,177.15,179,173.28,175.4,1303438
09/12/2005,167.57,178.4,167.57,177.75,1613884
08/12/2005,174.95,176.5,172.25,175.78,2772204
07/12/2005,171.5,174.9,170.32,172.97,2353046
06/12/2005,173.78,175,169.5,170.68,2432820
05/12/2005,175.5,180.5,173.03,173.78,1997736
02/12/2005,181.4,183.75,178.32,178.93,2119974
01/12/2005,177.5,181.5,175,180.47,2145468
30/11/2005,185,185.75,176.88,178.47,2059770
29/11/2005,186,187,181.38,183.72,2177974
28/11/2005,187.25,188.5,184.78,186,1603622
25/11/2005,179.07,182.5,179.07,181.95,1062540
24/11/2005,176.5,180.53,176.5,178.97,2486646
23/11/2005,176.55,178.22,174.57,176.5,2095970
22/11/2005,175.25,178.53,174.03,176.45,2376618
21/11/2005,180,181.5,174.53,176.4,1547318
18/11/2005,181,182.5,177.75,179.88,2279636
17/11/2005,180.25,181.75,177.72,180.43,2633132
16/11/2005,178.5,180.5,176.72,180.07,2232746
14/11/2005,176.5,180.43,175.57,178.32,2323666
11/11/2005,174,177.38,173,176.18,2098048
10/11/2005,172.5,173.5,169.75,171.97,1276858
09/11/2005,169.9,174.5,168.15,171.7,2901672
08/11/2005,170.05,172.45,168.5,169.9,1931656
07/11/2005,165.45,169.4,163.5,168.88,1585792
02/11/2005,162.5,165.5,160.22,164.57,1970560
01/11/2005,162,165.1,161.5,162.32,716996
31/10/2005,157.5,167.45,157.5,161.35,4247912
28/10/2005,156,165.9,156,164.18,14133518
27/10/2005,169.32,170.22,152.57,155.28,11564908
26/10/2005,164,169.47,164,168.38,1620936
25/10/2005,162.5,167.38,161.8,164.78,1409162
24/10/2005,166,167.4,161.12,161.88,1623708
21/10/2005,161,166.97,160,165.55,3688812
20/10/2005,157.5,159.45,154.8,157.35,2092046
19/10/2005,160,161.5,154.5,156.38,3186060
18/10/2005,160.88,164.5,159.5,161.35,2376488
17/10/2005,165.5,166.5,155.25,159.8,4920210
14/10/2005,172.55,172.55,163.5,164.32,3374892
13/10/2005,175.4,175.4,171,171.4,1603384
11/10/2005,176.45,176.45,171.5,174.78,1662782
10/10/2005,171.5,176.05,171.5,174.95,1916250
07/10/2005,169.45,173.5,167,170.8,1651122
06/10/2005,172.45,172.5,166,168.62,1780146
05/10/2005,175.45,175.45,172,173.28,1316382
04/10/2005,173.75,175.7,173.57,174.62,937292
03/10/2005,174.43,175.95,172.62,173.45,1003088
30/09/2005,174.15,177.47,172.3,174.43,2667430
29/09/2005,172.5,174.45,171,173.38,3821070
28/09/2005,173.5,174.47,169.82,172.05,2072016
27/09/2005,174.88,176.95,169.85,172.43,5231408
26/09/2005,174.57,175.72,170.5,174.88,2443820
23/09/2005,169.47,174.45,163.85,169.6,3022668
22/09/2005,176.5,176.5,164.28,167.47,1713410
21/09/2005,181,181,167.55,175.53,2387112
20/09/2005,180.45,183,177.57,179.4,1490878
19/09/2005,182.47,183.62,179.5,180.3,1559252
16/09/2005,172.25,182.72,170.5,181.72,5050988
15/09/2005,168.57,172.25,167.57,171.3,1703896
14/09/2005,172,172.97,167,168.57,1553246
13/09/2005,167.7,172.6,165.12,171.6,2451178
12/09/2005,166,168,165.97,167.8,776588
09/09/2005,166.45,167.2,164.1,166,1448078
08/09/2005,163.2,166.45,162.6,165.2,2831984
06/09/2005,158.53,163.75,158.53,162.65,1828328
05/09/2005,161.5,163.12,158.62,159.35,2051880
02/09/2005,158.05,161.12,151.07,160.1,1839430
01/09/2005,157.9,159.8,157.65,158.07,691246
31/08/2005,158.45,159,150.55,157.62,1228248
30/08/2005,159,159.95,157.12,157.88,1013832
29/08/2005,157.45,161.72,151.35,158.68,3291834
26/08/2005,158,158.47,153.5,155.6,1611370
25/08/2005,157.35,157.75,154.6,157.12,3611030
24/08/2005,152.72,156.5,150.62,155.5,1953422
23/08/2005,155,155.03,150.6,151.78,1562636
22/08/2005,157.45,158.85,151.8,153.18,2403696
19/08/2005,160,162.25,155,156.32,2628308
18/08/2005,161.4,162.12,157.75,159.45,2082552
17/08/2005,159.75,161.22,156.5,160.03,2117764
16/08/2005,156.95,161,155,159.22,3506276
12/08/2005,155,156.75,152.75,155.3,2656260
11/08/2005,152.5,156.97,150.3,155.7,4586872
10/08/2005,148.18,152.45,147.5,151.75,5057794
09/08/2005,146.75,149.45,143.5,145.45,3560950
08/08/2005,150,150,144.25,145.12,4689436
05/08/2005,143.53,151.2,143.53,146.8,8555876
04/08/2005,142.05,144,139.78,142.1,2554330
03/08/2005,144.4,144.4,140.12,141.8,2377714
02/08/2005,144.45,145,141.6,143.12,2253864
01/08/2005,141.57,156.5,140.53,143.18,3019482
29/07/2005,136.5,143.5,135,141.57,7575522
27/07/2005,139,139,135.97,136.8,2245374
26/07/2005,134.5,139.45,134.05,137.65,8715306
25/07/2005,130.05,135.5,130.05,133.7,3957968
22/07/2005,126.78,133.5,125.5,133.32,7847340
21/07/2005,127.5,127.85,124.05,126.9,1599998
20/07/2005,128.4,128.4,124.25,124.95,1262010
19/07/2005,128.5,130,127.03,127.45,890990
18/07/2005,127.55,132.4,127.5,128.9,1435336
15/07/2005,126.5,129.45,125.25,128.05,1556532
14/07/2005,127.1,128.5,126,126.55,1253434
13/07/2005,130.45,131.25,126.05,127.1,1993026
12/07/2005,129,131.5,124.55,129.22,5466214
11/07/2005,126.5,132.5,126.5,128.1,4256148
08/07/2005,121,129.97,120.25,126.6,7657798
07/07/2005,123,123.45,118.8,120.47,1550986
06/07/2005,120.5,122.75,120.05,121.9,2551704
05/07/2005,123.47,124.12,120.55,120.83,1309762
04/07/2005,123,124.25,114.9,123.83,2687224
01/07/2005,123.9,123.9,117.5,122.7,2303136
30/06/2005,121.75,123.45,121,121.55,2983344
29/06/2005,120,122.5,119.58,121.65,4590104
28/06/2005,120.5,122.12,119.65,120.67,4989852
27/06/2005,118.97,120.75,118.47,119.8,3238638
24/06/2005,119,119.45,116.12,119.03,1300978
23/06/2005,119.5,120.9,118.03,119.2,3105320
22/06/2005,119,120.12,117.53,119.2,2623412
21/06/2005,117.95,118.88,115.6,118.35,1199784
20/06/2005,117.95,120.45,116.5,117.65,3122896
17/06/2005,116.55,118.17,115.75,116.85,1595118
16/06/2005,121,122,116.15,117.38,2806708
15/06/2005,114,121,113.75,119.88,8173580
14/06/2005,111.8,114.2,111.12,113.72,5359808
13/06/2005,110.1,111.8,108.78,111.08,1861356
10/06/2005,110.88,111.22,109,110.05,705604
09/06/2005,111.05,112,109.5,110.4,972236
08/06/2005,110.5,111,110,110.62,837084
07/06/2005,112.4,112.4,109.4,110.42,1257386
06/06/2005,110,111,109.25,109.67,860012
03/06/2005,111.2,111.2,109.38,110.45,398516
02/06/2005,111.5,112.35,109.65,110.12,956730
01/06/2005,112.45,112.5,110.62,111.25,1488396
31/05/2005,110.05,112.4,110,111.97,1961554
30/05/2005,112.5,112.95,109.58,110.38,714062
27/05/2005,114,114.15,111.05,112.5,4676390
26/05/2005,108,116,102.62,113.9,3396840
25/05/2005,110.12,110.95,108.83,110.5,836488
24/05/2005,109.5,110.97,108.75,109.97,1331174
23/05/2005,108,110,107.5,109.65,923274
20/05/2005,107.5,109.5,106.7,107.35,787598
19/05/2005,107.5,109.3,107.25,108.55,1261848
18/05/2005,109.5,109.5,106.55,107.17,3198480
17/05/2005,111,112,108.5,109.75,1563604
16/05/2005,107.5,111.95,107.5,111.25,1563360
13/05/2005,109.9,109.9,107.5,108.3,1259430
12/05/2005,110,110.5,108.75,109.7,1057934
11/05/2005,109.5,110.2,107.5,109.97,2018302
10/05/2005,111,112.25,109.8,110.67,2433376
09/05/2005,109,111.97,107.78,111.42,2571208
06/05/2005,109,110,106.5,109.28,1249778
05/05/2005,108.55,109.47,108.1,108.9,1006678
04/05/2005,105.5,108.55,105.5,108.1,2243386
03/05/2005,103.85,105.95,103.55,105.47,1478234
02/05/2005,103.5,104.95,103,103.45,1472270
29/04/2005,103.75,105,102.17,103.2,3055104
28/04/2005,100.97,104.2,99.6,103.72,8936972
27/04/2005,103,103,100.25,101.17,1601570
26/04/2005,104.67,104.67,102.5,102.8,751644
25/04/2005,104.33,104.95,102.58,103.95,1382578
22/04/2005,103.17,104.35,102.55,103.62,1721664
21/04/2005,104.2,104.65,102.1,102.75,915760
20/04/2005,103.8,104.9,101.5,102.72,1288530
19/04/2005,104,106.25,103,103.67,3621494
18/04/2005,103,104.5,96.25,101.97,6186530
15/04/2005,103.3,103.3,100,102.08,1591390
13/04/2005,104.53,106.17,102.75,103.45,841582
12/04/2005,104.95,104.95,103.53,104.22,753794
11/04/2005,106.4,106.5,103.05,104.3,769688
08/04/2005,105.35,106.72,105.03,106.4,892242
07/04/2005,106.15,106.88,104.5,104.9,885148
06/04/2005,109.45,109.45,105.08,105.95,879560
05/04/2005,112.5,112.5,105,108.47,1702006
04/04/2005,106.8,109.28,106,107.85,1865668
01/04/2005,104.92,109.28,102.6,108.28,2695430
31/03/2005,101.5,105.45,101.5,103.7,1108622
30/03/2005,104,104,99.62,100.83,2322966
29/03/2005,105.75,105.75,102.05,102.92,1395020
28/03/2005,106.25,107.28,104.38,105,1838222
24/03/2005,107,107.5,105,106.05,3191834
23/03/2005,105.5,108.25,105.25,107.1,4187052
22/03/2005,106.97,106.97,104.25,105.65,1993140
21/03/2005,114.65,114.65,104.7,105.97,1877578
18/03/2005,99.08,104.45,99.08,103.6,3876162
17/03/2005,104.95,104.95,98.5,99.33,5214304
16/03/2005,108,108,104.5,104.85,2844608
15/03/2005,112.4,112.4,107,107.7,3488754
14/03/2005,112,117,107.3,110.78,7638614
11/03/2005,115,115,110.5,111.88,4211916
10/03/2005,115.1,115.1,111.33,111.72,6127668
09/03/2005,115.5,116.5,113.5,115.08,2873360
08/03/2005,116.5,116.75,114.05,114.97,4614490
07/03/2005,119.25,119.95,114,115.17,5760636
04/03/2005,117.95,119.95,116.55,117.92,5703794
03/03/2005,118.95,118.95,115,117.58,5855226
02/03/2005,113.25,120.25,113.25,117.88,21232520
01/03/2005,125,125,108.78,112.3,4286274
28/02/2005,110.5,113,105.62,112.6,7709098
25/02/2005,107.5,110.38,107.3,109.78,8075016
24/02/2005,108.45,108.45,105.28,106.75,7169656
23/02/2005,107.92,109,106.5,107.45,3530216
22/02/2005,107.2,108.45,107,107.47,1971116
21/02/2005,110,110,107,107.38,4191950
18/02/2005,106.5,110.25,104.38,109.1,12960270
17/02/2005,108,108,104.28,105.2,4645800
16/02/2005,109.6,110,106.55,107.38,4620520
15/02/2005,107.3,110,106.53,109.3,9641364
14/02/2005,105.22,109.1,105.22,107.47,7254880
11/02/2005,103.05,104.75,103.05,104.4,3618650
10/02/2005,106.42,106.67,101.33,102.75,7215614
09/02/2005,108.05,108.25,104.12,104.65,7573448
08/02/2005,110.3,110.3,107.38,107.53,5036470
07/02/2005,110,112.5,109.5,110.4,6900010
04/02/2005,110.75,111.75,107.55,109.2,7818776
03/02/2005,113.95,113.95,109.42,109.92,8130164
02/02/2005,114,114,108.55,109.5,30109450
01/02/2005,116,116,109.6,111.3,7309444
31/01/2005,110.65,118.12,110.5,115.25,12773448
28/01/2005,105.1,110.75,105,109.72,8597956
27/01/2005,103.5,105.62,99,104.8,14207474
25/01/2005,99.28,102.5,98.62,101.75,2585554
24/01/2005,100.25,103.4,98.12,99.25,5232032
20/01/2005,105.75,106,98.17,100.67,4303308
19/01/2005,107.25,107.25,105,105.97,1663232
18/01/2005,106.4,107.7,105.55,107.42,7507922
17/01/2005,106.5,107.2,104.6,105.42,5960386
14/01/2005,104,110.25,101.9,104.83,15699268
13/01/2005,99.4,107.45,97.15,103.8,8409852
12/01/2005,100.28,101.47,97,97.97,3053326
11/01/2005,101.9,102.5,98.47,99.5,3945940
10/01/2005,105,105,100.1,101.78,6445880
07/01/2005,107,107,99.75,105.08,10188530
06/01/2005,107.5,108.95,104.85,105.6,10922158
05/01/2005,113.45,114.5,102.03,105.17,9973564
04/01/2005,115,116.25,110,113.05,5348144
03/01/2005,109.25,115.12,108.75,114.15,4170364
31/12/2004,122.5,122.5,106.25,108.17,2415058
30/12/2004,107.75,122.5,104.45,106.47,5568564
29/12/2004,106.2,107.5,103.88,106.62,2553482
28/12/2004,105.5,107.45,105,106.2,4478936
27/12/2004,103.75,105.55,102.38,104.88,2086018
24/12/2004,105,106.85,102.5,104.42,3179046
23/12/2004,102.5,104.92,102.03,104.45,4235148
22/12/2004,100.42,103.7,100,101.67,5333926
21/12/2004,98.03,100.2,98.03,99.53,2938824
20/12/2004,99.7,100.5,97.12,97.78,5094980
17/12/2004,106.85,106.85,98.03,99.28,9394968
16/12/2004,107.05,110,101.03,106.7,19150150
15/12/2004,100.5,107,100.1,106.08,15134622
14/12/2004,96.72,100.95,96.58,99.9,10099148
13/12/2004,94.5,96.8,93.85,95.6,2118508
10/12/2004,96.5,96.5,93,94.1,4136192
09/12/2004,94,98.95,94,96.35,9361566
08/12/2004,90.75,96,90.75,94.17,15519052
07/12/2004,89.45,90.1,87.85,89.05,1751752
06/12/2004,91.95,92,88.6,89.42,1740840
03/12/2004,93.5,93.95,92,93,6107748
02/12/2004,92,95,91.2,93.28,10823060
01/12/2004,87,93.5,86.78,91.7,19412204
30/11/2004,84.88,87.25,84.58,86.85,8827584
29/11/2004,83.9,84.88,83.03,84.3,5053974
25/11/2004,82.75,84.25,81.22,83.8,7115484
24/11/2004,82,83.42,81.25,82.4,4817912
23/11/2004,82,83.97,81.53,82.03,5524158
22/11/2004,80.28,81.4,79.33,80.62,2605250
19/11/2004,80.95,81.4,80,80.3,2543012
18/11/2004,81.15,81.75,80.17,80.65,3149330
17/11/2004,82.4,82.4,80,80.65,3657574
16/11/2004,82.47,82.5,80,81.38,4446236
12/11/2004,82.85,83.2,82.15,82.38,874874
11/11/2004,81.9,85.25,81.62,82.25,10924740
10/11/2004,79.75,81.8,79.15,81.5,4347836
09/11/2004,80,80.12,78,79.85,1777824
08/11/2004,77.8,79.83,77.8,79.4,2677072
05/11/2004,80,80,77.5,77.95,2749954
04/11/2004,80.5,80.5,78.62,79.83,3071042
03/11/2004,79.5,80.22,78.78,79.9,4330898
02/11/2004,79.5,79.7,78.5,79.47,4343842
01/11/2004,79,79.5,76.83,79.15,3330550
29/10/2004,80.92,83.45,78.03,78.58,6524806
28/10/2004,79.62,81.95,76.62,80.05,11221984
27/10/2004,78,79.3,77,78.8,3729762
26/10/2004,75.97,77.62,75.58,77.42,5463500
25/10/2004,74.95,76.5,74,75.33,4455004
21/10/2004,75,75.33,74.1,74.6,919888
20/10/2004,76,76.5,74.3,74.78,1938412
19/10/2004,74.45,75.95,73.9,75.67,3092304
18/10/2004,75.55,76.9,73.55,73.88,2230542
15/10/2004,74.95,76.25,74.5,75.38,2503686
14/10/2004,76.25,76.9,73.55,74.12,2413398
12/10/2004,78.67,78.75,75.55,76,4089150
11/10/2004,77.5,79.75,77.25,78.4,5282812
08/10/2004,77.08,79.2,77.08,78.65,7361452
07/10/2004,75.5,78.6,75.28,77.33,11396162
06/10/2004,74.5,76.47,74,74.5,6371540
05/10/2004,72.5,74.75,72.25,74.47,3743866
04/10/2004,72.03,73.22,72,72.17,2927364
01/10/2004,73,73.42,70.9,71.5,3214212
30/09/2004,70.6,73.75,70.38,73.15,5222708
29/09/2004,71,71,69.88,70.28,4771750
28/09/2004,73.5,73.5,70.05,70.85,4925618
27/09/2004,74.3,74.6,71.75,72.53,4006204
24/09/2004,71.75,75,71.75,74.8,2971790
23/09/2004,74.7,74.9,73.5,73.95,4445292
22/09/2004,75.25,75.85,74,75.03,4825928
21/09/2004,74,75.25,73.75,74.88,3870910
20/09/2004,74.9,75.38,72.33,74.03,5775438
17/09/2004,73,75,72.8,74.6,7286672
16/09/2004,73,73.38,71.25,72.75,4677758
15/09/2004,73.25,74.75,70.58,71.67,8558252
14/09/2004,70,73.45,69.12,73.17,11960628
13/09/2004,69.72,70.9,68.2,69.92,5821258
10/09/2004,66.75,69.85,66.05,69.4,7683390
09/09/2004,68.78,68.88,65.42,66.42,6779142
08/09/2004,67.65,68.5,66.88,68.22,5744376
07/09/2004,67.83,68.15,66.6,66.95,3792036
06/09/2004,68,68.62,67.33,67.55,3386866
03/09/2004,68.25,68.5,67,67.2,5129556
02/09/2004,68.75,69.25,68,68.22,3430646
01/09/2004,70,70.15,68.17,68.53,4088618
31/08/2004,68.5,70.22,68.45,69.95,6511806
30/08/2004,70.25,70.25,67.8,68.03,7942472
27/08/2004,68.7,70,68.42,69.95,6874138
26/08/2004,69,71.08,68,68.33,17632992
25/08/2004,72.5,72.5,67.58,68.38,9710550
24/08/2004,69.95,70.75,67.33,67.75,12690844
23/08/2004,71,71.95,69.25,69.8,5803764
20/08/2004,72,72.9,70.2,71.33,8615112
19/08/2004,69.75,73.17,67.8,72.67,18229266
18/08/2004,75.5,75.5,69.33,70.7,16016976
17/08/2004,75.5,76.6,75.08,75.53,3997420
16/08/2004,78.5,79,73.6,75.35,17043712
13/08/2004,78.5,79,73.6,75.35,17043712
12/08/2004,78.7,80.4,78.5,79.3,6398334
11/08/2004,78.7,79.85,78.1,78.65,8275154
10/08/2004,76.5,79.2,76.3,78.75,11469492
09/08/2004,74.9,76.35,74.6,76.08,4560952
06/08/2004,76,76,74,74.5,4168862
05/08/2004,75.5,75.85,73.62,75.2,5682308
04/08/2004,75.3,76.92,74.75,75.3,4154072
03/08/2004,75.88,75.88,74.55,75.03,2995180
02/08/2004,76.05,76.5,74.35,75.67,3243588
30/07/2004,75.88,76.67,74.65,76.17,5713070
29/07/2004,75.5,75.5,72.5,74.72,6313398
28/07/2004,74.97,75.72,74.55,74.92,4744756
27/07/2004,75.5,75.75,73.25,74.25,7038104
26/07/2004,74.5,77.33,74.5,75.38,10787944
23/07/2004,82.78,85.38,71.5,76.15,27937214
22/07/2004,80.5,83.25,79.5,82.28,10719488
21/07/2004,78.65,80.12,77.5,78.8,7523874
20/07/2004,75.88,78.38,75.6,77.67,5267286
19/07/2004,75.75,77.88,74.05,75.88,4861550
16/07/2004,74.95,75.62,74.05,75.03,4081100
15/07/2004,73.5,75.72,73.3,75.1,3657300
14/07/2004,76.95,84,74.05,74.85,4887704
13/07/2004,77,78.67,75.15,75.97,5343234
12/07/2004,77,78.7,66.5,77.47,8432684
09/07/2004,75,79.85,71.5,79.03,12678520
08/07/2004,73,82.65,71.1,74.33,26007506
07/07/2004,75,75.75,72.25,72.75,5708174
06/07/2004,73.95,75.22,72.7,74.7,5646712
05/07/2004,72.35,74.25,71.8,73.83,6291208
02/07/2004,70,72.47,68.75,71.83,8028354
01/07/2004,69,69.97,67.7,69.7,3674846
30/06/2004,68.92,70.88,67.55,68.28,5494514
29/06/2004,68.95,69.25,67.25,68.85,4192522
28/06/2004,67.28,69.28,66.53,68.5,5012998
25/06/2004,63.73,67,62.67,66.83,6369468
24/06/2004,65.9,65.9,61.95,63.08,7796058
23/06/2004,66.85,66.85,64.17,65.17,4208274
21/05/2004,75.9,75.9,72.1,73.97,4857996
20/05/2004,79.38,80.95,74.25,75.12,5569504
19/05/2004,75,79.17,74.45,77.4,10982530
18/05/2004,69.05,75,68.1,73.12,8709454
17/05/2004,71,73.95,57,67.53,8200470
14/05/2004,80.62,81.47,67.25,70.7,11350274
13/05/2004,80.7,84.08,70.28,79.97,13698270
12/05/2004,75.55,78,73.67,76.72,5811080
11/05/2004,76.5,76.75,71.38,75.42,10039944
10/05/2004,85.5,85.5,78,79,8440986
07/05/2004,86.97,86.97,82.92,83.8,8342888
06/05/2004,87.45,88.42,87.12,87.2,4187462
05/05/2004,84.75,87.1,84.65,86.53,7048758
04/05/2004,85,86.38,83.1,83.67,6002724
03/05/2004,89.35,89.35,81.3,83.75,4765304
30/04/2004,85.95,87.22,84.03,84.9,6532042
