Date,BHARTIARTL-EQ O,BHARTIARTL-EQ H,BHARTIARTL-EQ L,BHARTIARTL-EQ C,BHARTIARTL-EQ V
30/12/2014,353.4,354,347.1,349.75,1023382
29/12/2014,353,359.45,350,351.2,1209977
26/12/2014,356,356.7,349.45,354.3,1158205
24/12/2014,357.4,357.4,350.5,353.1,5499222
23/12/2014,350,356.5,349.05,355.2,4616451
22/12/2014,344.95,349.65,344,348.8,3084702
19/12/2014,348.55,348.85,335.8,343.1,5042121
18/12/2014,344.15,349.2,343.55,348.2,4860053
17/12/2014,345.1,349.45,340.1,342.05,5479412
16/12/2014,347,351.75,341,350.05,3402781
15/12/2014,344.5,351.45,341,349.95,3400040
12/12/2014,345.05,351.25,345.05,347.95,3889039
11/12/2014,352.7,357.5,342,343.3,4516550
10/12/2014,360,361.65,348.65,353.3,5255721
09/12/2014,366.2,372.25,352.6,354.15,5885614
08/12/2014,367,374.9,366.5,369.75,3842163
05/12/2014,373,375.75,365.05,367.8,4345536
04/12/2014,380,382.6,368.1,369.9,5287286
03/12/2014,387,387.35,377,378.4,6746545
02/12/2014,377.65,385.8,377.15,384.35,3314665
01/12/2014,384.75,385.5,376.1,377.8,2862826
28/11/2014,386,390.3,379.15,382.3,5459500
27/11/2014,394.2,394.2,383.4,385.4,4778964
26/11/2014,402.4,403.2,391.55,393.35,3751109
25/11/2014,405.9,407.8,398.5,403.6,5803928
24/11/2014,401,404.2,396.1,399.45,2569167
21/11/2014,398.4,402.3,394.75,401.55,2871746
20/11/2014,402.5,404.85,393.05,397.75,2968833
19/11/2014,401.2,407.8,395.35,401.75,5714750
18/11/2014,394,404.4,391,399.5,7502325
17/11/2014,387.8,395,385.2,393.2,2082320
14/11/2014,387.55,394.3,387,388.35,2589236
13/11/2014,389.25,391.95,376,390.9,4637907
12/11/2014,384.35,389.05,383.5,387.3,2813945
11/11/2014,392.1,393.4,382.95,385,4153180
10/11/2014,392,395.2,385.9,391.25,3359013
07/11/2014,386.4,392.15,379,390.85,7472243
05/11/2014,399,399.3,382.55,384.55,10701361
03/11/2014,401.45,403.85,393.5,395.75,5172544
31/10/2014,412.2,414,396.1,398.9,15235707
30/10/2014,405.6,410,401.45,407.5,5752458
29/10/2014,411,411.5,403.3,405.1,2318074
28/10/2014,415,415,400.15,407.7,3071829
27/10/2014,411.1,416.85,411.05,414.55,2483615
23/10/2014,411,411.8,407.5,410.25,147416
22/10/2014,413.9,415,407.2,409.45,2572965
21/10/2014,403.9,415,403.7,410.65,4093622
20/10/2014,400,403.35,398.35,401.7,3290184
17/10/2014,390,400,390,395.95,4579166
16/10/2014,398.4,402.25,384.1,388.15,3873643
14/10/2014,392.6,400.3,392.6,398.4,2446930
13/10/2014,391.7,393.55,380,391.55,4218158
10/10/2014,400.85,402,390.5,392.3,2656346
09/10/2014,399.1,407.95,399.1,404.95,2861002
08/10/2014,400,406.5,397.1,399.7,6020242
07/10/2014,400,405.55,400,403.4,4891817
01/10/2014,404,407.4,401.7,403.2,4183952
30/09/2014,403.25,408.95,401,405.2,3738643
29/09/2014,403.85,406.9,399.6,403.25,2194904
26/09/2014,405,408.75,401.55,405.05,3621353
25/09/2014,403.2,418,399.35,406.25,5762594
24/09/2014,405.1,408.5,395.2,403.15,3131273
23/09/2014,415,415.15,405.45,406.5,1967045
22/09/2014,414.5,418.1,409.4,415.15,2150882
19/09/2014,415.5,420,409.15,414.95,3481287
18/09/2014,413.95,419,411.35,415.9,3283524
17/09/2014,416,418.3,412.05,414.35,3945705
16/09/2014,411.5,417.55,409.45,412.3,3913376
15/09/2014,410.55,414.5,408.15,411.55,3262018
12/09/2014,406.95,415.6,406.2,414,4162710
11/09/2014,407.75,413.75,402.1,406.05,7064825
10/09/2014,406.95,411.8,403.65,407.75,4638837
09/09/2014,399.8,410.95,399.7,406.1,3554074
08/09/2014,404.3,407.5,401.55,403.75,3216789
05/09/2014,405.55,407.7,395.5,401.1,2753511
04/09/2014,405.9,407.95,398.3,404.5,6055962
03/09/2014,390.4,408.9,390.4,404.5,12312188
02/09/2014,378.6,394.5,375.85,391.6,5981547
01/09/2014,370,378,369.85,375.8,3107500
28/08/2014,368.15,373.2,368.15,369.8,4315121
27/08/2014,369.5,373.6,365.55,369,3129970
26/08/2014,368.3,375.7,365.15,369.6,2540609
25/08/2014,366.9,370.4,365,369.1,2706905
22/08/2014,370.05,372.4,364.3,365.1,2814687
21/08/2014,372.6,375,368.4,371.1,2307848
20/08/2014,380.5,385.95,373.55,374.55,4358523
19/08/2014,375.35,384.2,375.35,377.15,4986528
18/08/2014,364.9,376.5,363,376.3,2650671
14/08/2014,367.95,369.95,363.2,365.2,2780421
13/08/2014,371.8,378,365.7,368.6,4585824
12/08/2014,379.5,379.5,368.8,369.95,3387181
11/08/2014,376.95,380,372.4,376.45,4166914
08/08/2014,363.85,375.35,361.25,374,5395955
07/08/2014,367,370.95,363.25,365.8,7103871
06/08/2014,375,377.4,365.35,367.65,5248913
05/08/2014,379.65,380.2,373.5,374.75,3093783
04/08/2014,382.55,386.6,373,376.9,6531410
01/08/2014,370.5,387.1,370.05,380.05,8426619
31/07/2014,374,375.2,370.05,372.9,8283453
30/07/2014,358,374.3,358,373.15,11240864
28/07/2014,356.5,357,351.2,353.95,3425122
25/07/2014,355.5,357.9,351.15,354.8,3126528
24/07/2014,354,356,351.15,354.6,2056370
23/07/2014,354.15,356.7,349.75,354.35,5063735
22/07/2014,340,356.8,340,354.15,9764963
21/07/2014,337,340,334.1,337.2,1516465
18/07/2014,335.6,339.05,334.1,336.25,1967395
17/07/2014,336.95,339.8,335.5,336.6,1445570
16/07/2014,333,337.5,330,336.2,4144501
15/07/2014,333.1,335.55,329.55,334.55,2515494
14/07/2014,333.05,335,326.6,332.1,3561550
11/07/2014,333,336.9,330.35,335.5,3805544
10/07/2014,344,345.5,329,334.05,5953186
09/07/2014,340.85,344.8,338.05,341.5,2626259
08/07/2014,344.5,347.35,337.8,340.55,3985510
07/07/2014,340.55,346.9,339.2,344.45,5556875
04/07/2014,341.25,345.2,337.45,339.25,4176636
03/07/2014,340,342.2,336,336.95,3681985
02/07/2014,337.7,339.9,336.05,338.15,2916022
01/07/2014,337.25,341.75,334.65,335.5,2116458
30/06/2014,332,338,332,336.9,4630050
27/06/2014,339.9,339.9,329.15,331.7,6287948
26/06/2014,335.5,341,335.15,338.45,4290862
25/06/2014,338,338.7,332.05,337,5673918
24/06/2014,343,345.4,338.75,340.95,3167113
23/06/2014,337,343.65,337,341.55,4394990
20/06/2014,336.1,339.85,333.3,338.75,2759406
19/06/2014,338.85,344.8,336.4,338.15,4307787
18/06/2014,337,344.9,336.35,340.25,5906866
17/06/2014,333,340.2,333,338.25,3946045
16/06/2014,332.5,335.4,327.95,332.65,4758027
13/06/2014,342.4,343.5,329.25,333.3,6190725
12/06/2014,351,352.65,339.65,342,6284102
11/06/2014,363,365,350.25,355.35,4873863
10/06/2014,362.55,366.5,356.25,361.55,8509462
09/06/2014,359.35,363.5,353.5,356.4,8547764
06/06/2014,359.8,367.15,351.4,355.9,6465082
05/06/2014,354,360,350.5,355.2,7345609
04/06/2014,360,361.2,350.65,353.9,5647351
03/06/2014,364.7,366.15,355.55,360.2,5846835
02/06/2014,345,365,341.25,361.6,6206400
30/05/2014,339,346.9,339,344.1,4357504
29/05/2014,342.2,348.85,335.5,337.55,7234338
28/05/2014,337.5,344,334.25,341.6,5422996
27/05/2014,340,340,333,335.9,3940154
26/05/2014,345.05,349.05,336.2,339.5,6230600
23/05/2014,333.6,348,333.6,343.65,6473546
22/05/2014,339.9,340.5,330.7,332.6,3796339
21/05/2014,348,349.95,335.7,339.3,3426688
20/05/2014,340,349.9,338.35,347.55,7716082
19/05/2014,332.9,344.3,332.3,338.2,4936531
16/05/2014,326,346,326,330.75,13790160
15/05/2014,325.4,326,318.45,321.4,3043188
14/05/2014,322.5,325,320.5,323.2,2746160
13/05/2014,321.15,325.75,314.65,319.2,5290041
12/05/2014,310.15,319.7,310.15,317.55,2842719
09/05/2014,308,313.8,307.5,309.45,4375852
08/05/2014,312,315.3,307,308,3641579
07/05/2014,314.5,316,305.25,311,5881938
06/05/2014,321.75,323,313.35,314.9,3626671
05/05/2014,325,327.6,318.6,320.3,2481756
02/05/2014,328.05,331.55,322.1,325.6,4217395
30/04/2014,339.3,343.6,323.35,328.05,5975894
29/04/2014,340.95,341.6,330.65,335,4399124
28/04/2014,340.35,343.45,334.8,337.65,1858182
25/04/2014,339.25,345.5,337.35,341.7,4735202
23/04/2014,335.25,341.5,334.55,338.8,9125576
22/04/2014,336,337.65,331.6,335.25,3608167
21/04/2014,326,336.4,325.35,334.8,2101270
17/04/2014,325,326.9,321,325.55,2505961
16/04/2014,326,330,321.5,323.7,2359506
15/04/2014,320.6,330.4,320.6,325.25,6342640
11/04/2014,318,323.95,316.15,322.25,5097557
10/04/2014,321,324.75,316.25,319.75,6311897
09/04/2014,318.15,321,317.1,320.1,3851685
07/04/2014,316.2,319.7,314,317.45,3334921
04/04/2014,321.7,322,315,316.2,2253884
03/04/2014,328.7,328.7,319.45,320.7,4399722
02/04/2014,320,328.5,319.05,325.85,6040679
01/04/2014,318,321.4,312,315.35,2850369
31/03/2014,319.5,327.2,315.85,317.75,5887374
28/03/2014,311,319.9,309.6,317.4,5102919
27/03/2014,301.5,315.5,299.55,310.7,12908463
26/03/2014,296.5,299.5,295,298.55,7109047
25/03/2014,294,296.4,289.55,294.85,6894113
24/03/2014,295,297.75,292.2,293.95,4794591
21/03/2014,299.3,300,291.55,292.45,4551519
20/03/2014,299.05,304.1,295,295.5,3228869
19/03/2014,296.95,301.9,295.6,299.7,4696950
18/03/2014,297.5,299,293.7,295.1,3104006
14/03/2014,300.6,302.3,290.35,295,3784387
13/03/2014,301,303.95,298,300.9,2058471
12/03/2014,305,307,298.1,300.15,3709139
11/03/2014,306.75,306.75,298.8,303.05,4009342
10/03/2014,301.95,309.9,300.9,305.15,9133615
07/03/2014,288,305.75,287.55,301.9,12842274
06/03/2014,284,286.5,283.5,285.85,7491046
05/03/2014,290.4,290.4,281.9,282.75,7637920
04/03/2014,288.5,290.9,285.85,287.35,3795552
03/03/2014,290.4,290.9,285.1,286.65,3374224
28/02/2014,290,292.35,283.3,287.6,4542273
26/02/2014,287.25,291.9,285.1,288.2,7257494
25/02/2014,283.8,289.4,283.8,287.1,5313164
24/02/2014,289.9,292,281.9,282.8,6484211
21/02/2014,297.5,298.4,286.1,288.15,5639852
20/02/2014,304,304,296.15,296.9,4313306
19/02/2014,302,305.7,301.35,302.55,2293597
18/02/2014,307,308.65,299.45,302.25,6676786
17/02/2014,310.85,310.9,303,304.65,3485844
14/02/2014,304,317.5,302,305.4,12761731
13/02/2014,307.45,310.1,301.1,302.9,3311192
12/02/2014,305.1,308.5,301.65,307.95,6539715
11/02/2014,305,307.05,299.6,304.6,10065050
10/02/2014,314.8,314.8,305.3,307,9433701
07/02/2014,314.75,318.25,307.45,315.55,8313742
06/02/2014,314.5,319.45,312.5,315.1,6842879
05/02/2014,316.9,317.7,311.4,314.3,4594081
04/02/2014,302.9,317.7,299.45,316.25,6882938
03/02/2014,313.1,313.1,303.8,305.85,3630373
31/01/2014,310,316.25,309.1,315,3312518
30/01/2014,302,310.65,300.1,308.65,8481543
29/01/2014,310,314.75,300.95,301.9,7761126
28/01/2014,306.9,309.5,302.15,306,5189372
27/01/2014,307.9,312.15,303.85,306.9,5018364
24/01/2014,313,314.75,307.75,313.15,4558851
23/01/2014,309,315.9,306.4,314.65,4757394
22/01/2014,305.2,311.8,305.2,309.75,5363524
21/01/2014,311,311,302.65,304.9,7067976
20/01/2014,311.1,312.8,307.15,308.55,4702669
17/01/2014,316,318.55,306.25,310.9,5862244
16/01/2014,332.95,332.95,313.55,315.55,9471235
15/01/2014,329.9,333.2,329.2,331.5,2524252
14/01/2014,331,332,326,327.95,2230254
13/01/2014,330,333.8,329.05,331,2302991
10/01/2014,327,333.15,327,330.55,3413854
09/01/2014,332.4,333,327.25,329.6,3362087
08/01/2014,333,334,327.7,332.4,5683302
07/01/2014,330.5,334.5,326.5,331.7,3704661
06/01/2014,328.5,330.65,325.75,329.35,2437800
03/01/2014,328,331.9,324.05,329.35,4237118
02/01/2014,338,339,326.5,328.7,4755449
01/01/2014,331,339,330.2,337.75,1697629
31/12/2013,329.5,333.3,326.05,330.25,2108156
30/12/2013,329.35,333.7,329,329.65,3257682
27/12/2013,331.5,331.5,327.85,329.2,2529524
26/12/2013,326.65,331.7,323.95,329.55,5098718
24/12/2013,329,331.9,324.25,325.65,2395504
23/12/2013,327.9,330.25,325.65,328.25,2701290
20/12/2013,324,329.9,319.95,327.9,3431338
19/12/2013,326.1,329.6,318.6,323.55,3157436
18/12/2013,327.95,332,323.6,327.75,3601778
17/12/2013,314.15,329.45,314.15,327.35,4246097
16/12/2013,320.85,323.5,311.5,313.35,4481531
13/12/2013,325.3,329.65,319.5,320.85,4530682
12/12/2013,327.05,328.5,315.55,323.6,4083158
11/12/2013,338.65,338.65,326.3,328.1,2851626
10/12/2013,337,341.25,333.05,335.25,3083687
09/12/2013,344,344,334.6,336.35,5334287
06/12/2013,335.8,336,331,332.4,4292182
05/12/2013,338,340,334,335.35,8449237
04/12/2013,329.1,336.75,329.1,332.25,4038479
03/12/2013,332,333.35,329.6,331,2583335
02/12/2013,328,335.6,328,332.6,3457737
29/11/2013,326.9,329.7,323.7,327,6291678
28/11/2013,326.7,326.8,321.3,323.6,5808551
27/11/2013,328,329.4,318.55,321.9,6326212
26/11/2013,336,340.55,325,327.05,6197490
25/11/2013,339.45,341.7,330,336.15,3169334
22/11/2013,339.6,346.9,335,335.9,3294684
21/11/2013,340.95,343.95,336.6,338.65,2233529
20/11/2013,352.1,353.05,341.9,344.4,3844257
19/11/2013,346.5,353.95,346.05,351.6,4973412
18/11/2013,342.4,347,340.8,345.25,3642773
14/11/2013,335.05,344.7,335.05,339.9,2946084
13/11/2013,339.8,340,328.15,332.5,3225546
12/11/2013,340.75,343.95,336.05,337.75,2639867
11/11/2013,341,346.5,339.5,341,4320157
08/11/2013,346.05,352.95,342.85,344,3067373
07/11/2013,354,358.5,346.8,348.25,3359338
06/11/2013,360.3,364.75,352.8,355.6,5280322
05/11/2013,360.6,365.5,356,359.6,5387008
01/11/2013,365,373.8,362.3,367.2,5371490
31/10/2013,357.85,370.5,356.1,367.1,10451477
30/10/2013,340.5,364.5,334.2,360,19754366
29/10/2013,341.9,344.9,336.2,341.2,2270440
28/10/2013,344,348.3,337.1,339.4,2073537
25/10/2013,348.2,349.1,342,343.5,2354292
24/10/2013,349,356.8,347.85,349.65,3009362
23/10/2013,351.75,354.9,345.5,347.85,2405503
22/10/2013,350.5,355.9,349.5,352.15,2870020
21/10/2013,354.55,359.55,350,352.95,2339511
18/10/2013,350,359,348.75,356.75,4647912
17/10/2013,341,350,339.5,348.65,5863086
15/10/2013,336,344,334,339.1,4164374
14/10/2013,336.9,338.5,332,333.1,1675479
11/10/2013,335.65,337.6,331.75,334.55,2069825
10/10/2013,331.25,336.3,329.1,332.9,3310490
09/10/2013,333.7,335.05,323.15,334.15,5236197
08/10/2013,331.2,334.6,323,332.1,4026958
07/10/2013,323.25,325.7,319.4,323.25,2424524
04/10/2013,318.3,332.2,318.3,328.35,3760092
03/10/2013,321.8,325.8,311,324.3,5484088
01/10/2013,319.3,324.3,309,322.6,4194649
30/09/2013,321.8,322.6,312.05,318.65,5563497
27/09/2013,338.5,338.5,323.55,325.3,5038528
26/09/2013,337.5,339.2,329.2,334.75,5169378
25/09/2013,330,338.9,325.1,336,3314606
24/09/2013,334.9,336,328.6,330.3,5446352
23/09/2013,339.9,340.3,330.05,335.15,5286310
20/09/2013,354.3,354.3,341.1,344.2,10258650
19/09/2013,345,358.75,343.05,354.3,8538166
18/09/2013,340,340.3,333.55,337.6,2241487
17/09/2013,336.7,340.8,330.3,337.3,3314431
16/09/2013,329,339.7,327,335.75,3591045
13/09/2013,323.1,332.25,316.4,325.75,4860710
12/09/2013,338.8,339.9,324.55,328.6,3151266
11/09/2013,338.65,344.85,329.25,335.1,5684566
10/09/2013,324,351.4,321.6,338.35,12203818
06/09/2013,302.95,317.8,298.55,313.75,9339071
05/09/2013,303,309,294,296.2,7496830
04/09/2013,285.2,299.2,280.5,297.2,3419257
03/09/2013,306,307.9,283,285,4683710
02/09/2013,303.8,303.8,295.1,300.3,2555875
30/08/2013,302,302.2,290.1,299.1,5440350
29/08/2013,293.4,300.9,290,299.35,8530405
28/08/2013,293,293,279.2,287.8,4485234
27/08/2013,305,306.75,291.1,293.9,6246745
26/08/2013,309.1,316.5,305,307.05,2589277
23/08/2013,313,313.95,303.55,308.95,5727686
22/08/2013,298,317,295.8,313,5191133
21/08/2013,324,324.55,294.5,298.75,4869456
20/08/2013,311,323.75,301.35,318.45,6580724
19/08/2013,334.9,334.95,307.8,317.6,7218354
16/08/2013,346.8,348,331.8,335.65,8437789
14/08/2013,346,351.8,341.2,343.3,2959870
13/08/2013,338,349.45,333.6,346.4,3762623
12/08/2013,342.2,344.45,332.95,341.8,4605380
08/08/2013,326.9,340.1,324,337.3,4476081
07/08/2013,325,332.5,320.5,326.25,4227592
06/08/2013,337.9,337.9,318.05,322.9,5384370
05/08/2013,344.15,346.4,335,336.35,3410480
02/08/2013,343.2,349.4,339.1,345.25,6311866
01/08/2013,347.75,354,339.25,343.25,13362011
31/07/2013,314,348,313.3,344.5,13900401
30/07/2013,332.5,333.85,317.2,321.1,3205834
29/07/2013,337,346.8,331.5,334,5016522
26/07/2013,337.9,339.95,331.05,337.2,2644855
25/07/2013,337,340.8,333.2,337.1,4801747
24/07/2013,327,339,327,337.4,4353761
23/07/2013,336.45,337.4,328.85,330.1,2820493
22/07/2013,328.9,337.3,326.05,336.1,3536186
19/07/2013,323.7,333.9,318.4,329.85,5672291
18/07/2013,314.75,325,314.75,323.65,3459638
17/07/2013,325,327.45,312.1,316.05,6230190
16/07/2013,310,323.55,308.3,321.1,3778621
15/07/2013,304.1,316.15,302.05,314.45,3445497
12/07/2013,301,306.95,296.8,305.5,3406255
11/07/2013,293,301,293,300.05,2685299
10/07/2013,294,294,289.15,290.1,2815323
09/07/2013,294.6,297,290.1,291.65,2551185
08/07/2013,293.2,307.7,290.1,293.6,4546445
05/07/2013,304.6,306.1,292.8,295.85,1934909
04/07/2013,293.1,303.6,293.1,301.15,3076649
03/07/2013,302,306.65,282.8,294.55,4379599
02/07/2013,294.85,305.65,292,302.85,5035140
01/07/2013,291.75,301,291.15,296.15,3167392
28/06/2013,282.25,294.1,281.3,291.75,4067169
27/06/2013,285.9,285.9,278,280.75,5729066
26/06/2013,293,294,276.45,277.7,9111931
25/06/2013,284.5,297.15,280.15,295.3,4286337
24/06/2013,289,291,281.6,283.45,4783222
21/06/2013,288.8,295.55,285.85,291.95,5653537
20/06/2013,295,295,286.6,288.8,7118719
19/06/2013,292,301.75,292,299.55,3432738
18/06/2013,299.1,301.45,289.65,291.95,3410019
17/06/2013,289.45,300,289.45,296,3955786
14/06/2013,290,292.35,287.1,289.45,2580211
13/06/2013,275.2,288.85,275.2,287.7,4613514
12/06/2013,276.25,281.7,274.6,277.75,5215478
11/06/2013,281.55,283.2,274.25,278.7,8138375
10/06/2013,290.5,291.4,281,283.75,4452987
07/06/2013,293.1,296.9,286.7,288.3,4082684
06/06/2013,301.95,302.4,292.3,295.1,5912055
05/06/2013,305.7,306,300.1,302.45,4122132
04/06/2013,305.25,308.5,302.55,304.2,1309904
03/06/2013,302.3,308.45,298.4,303.4,1608555
31/05/2013,314,316.55,297,301.95,2965374
30/05/2013,306.3,319.1,306.3,315.4,2567220
29/05/2013,315.95,316.2,309.6,315,2063617
28/05/2013,310.6,317.4,310,314.8,2575984
27/05/2013,300,310.9,300,309.15,3168322
24/05/2013,304.7,304.7,294.65,298.5,2897762
23/05/2013,308.25,308.85,299.1,300.25,6411926
22/05/2013,306.7,313.9,306,312.05,3838636
21/05/2013,307,311,302.75,304.45,3183905
20/05/2013,319.7,319.8,306.8,307.8,3724937
17/05/2013,322.4,323.5,312.65,315.55,2675844
16/05/2013,321.15,327.85,320.55,321.5,2567538
15/05/2013,315.3,324.6,315.3,322.65,3306969
14/05/2013,314.5,318.9,312.1,317.25,2466898
13/05/2013,321.9,324.8,310.2,311.75,2938891
10/05/2013,325,327,322.65,324.25,2306447
09/05/2013,322,327.8,322,325,3316021
08/05/2013,331,331,322.85,324.2,3653087
07/05/2013,322.25,332.8,318.9,331.2,5984796
06/05/2013,322.05,323.35,318.1,320.5,5012266
03/05/2013,326,331.5,316.1,317.7,7779835
02/05/2013,308,324.8,303.1,316.75,11886408
30/04/2013,324,324.05,313.9,318.75,3415935
29/04/2013,320.7,324.15,312.95,318.2,3315857
26/04/2013,311,321,309.1,318.45,7094560
25/04/2013,302,309.8,298.55,303.85,5039180
23/04/2013,300.7,307.75,296.5,299.45,5835909
22/04/2013,301,305,299,300.75,3260252
18/04/2013,285,302,284.5,299.65,6084934
17/04/2013,285,288.5,283.5,286.05,3100491
16/04/2013,281.8,285.95,278.4,285,3106444
15/04/2013,271,283.8,270.85,279.65,3029345
12/04/2013,273,278.4,271,273.5,2014947
11/04/2013,280.65,281.25,271.65,275.2,4138660
10/04/2013,279.1,282.95,274.4,281.65,3493011
09/04/2013,282,282.5,274,277,4390191
08/04/2013,270,284.4,269.85,280.6,3964800
05/04/2013,273,279.6,266.55,270.25,4321668
04/04/2013,281,284.55,272.05,273.6,6518245
03/04/2013,290.45,292.9,279.6,280.8,5649118
02/04/2013,294,295,290.3,291.8,2705431
01/04/2013,288,294.9,288,293.65,1452020
28/03/2013,296.55,296.9,288.75,291.75,4467333
26/03/2013,286.9,298,285.45,296.9,6637974
25/03/2013,297,297.5,287.6,288.6,5156416
22/03/2013,299.75,299.75,288.85,294.05,6362754
21/03/2013,285,303.6,285,297.9,11023517
20/03/2013,291,297.4,275.6,280.05,20799128
19/03/2013,310,311.9,284,293.4,15992336
18/03/2013,305,310.35,301.15,307.5,5243284
15/03/2013,312.3,317.25,307.2,310.3,6070791
14/03/2013,315.6,317.45,309,314.6,5372321
13/03/2013,313.2,320.35,310.9,317.3,4156246
12/03/2013,321,321,313.9,314.55,2450601
11/03/2013,323.1,326.45,319,321.35,3648074
08/03/2013,323.05,325.95,320.5,322.9,3015108
07/03/2013,319,321.3,316.2,320.25,5028875
06/03/2013,323.25,326.95,318.85,320.45,4746184
05/03/2013,316,323.95,309.6,322.1,5540707
04/03/2013,311,318.15,307.25,316.05,3605048
01/03/2013,323.45,326.3,307.9,311.1,7595738
28/02/2013,326.4,327.8,317.25,322.9,9598857
27/02/2013,317,324.9,315.35,321.75,9599900
26/02/2013,311.9,335.6,302.6,311.8,10760276
25/02/2013,307.5,311.8,305.5,307,3621177
22/02/2013,297.3,311.3,296.15,309.65,6408998
21/02/2013,302.9,307.8,291.5,296.2,7970709
20/02/2013,311.3,311.4,303.05,304,7260463
19/02/2013,314.95,315,304.6,307.55,4557863
18/02/2013,316,317.5,312,313.7,2514586
15/02/2013,311.7,318.25,306.65,316.65,3074733
14/02/2013,326.4,326.5,310.2,311.7,4392038
13/02/2013,323.5,330.35,322.9,325.95,3046771
12/02/2013,314.05,323.5,314.05,322.3,2478887
11/02/2013,320.1,321,314.65,316.2,2276277
08/02/2013,319.8,325.2,317.25,321.8,3692959
07/02/2013,326.6,326.9,316.15,320.1,3302713
06/02/2013,327.45,330.85,324.45,326.6,3838138
05/02/2013,329.55,333.2,322.85,324.75,6294423
04/02/2013,332,334.7,327.8,331.05,4035813
01/02/2013,336.45,346.8,326.7,329.4,15973555
31/01/2013,343.15,347.45,337.4,339.6,4275185
30/01/2013,352.7,352.95,342.55,344.6,3448857
29/01/2013,357.35,363.6,348.3,349.5,4479132
28/01/2013,357.8,362.8,355.5,357.35,2872794
25/01/2013,360,370.6,357.2,360.5,4734763
24/01/2013,368.95,369.6,359.6,361.9,4848135
23/01/2013,351,368.55,350.25,367.35,8519611
22/01/2013,354.65,354.9,349,351.65,5148108
21/01/2013,347.25,359,344.8,355.55,5146996
18/01/2013,351.9,353.4,345.25,348.85,5354557
17/01/2013,341.1,357,338.3,353.5,7430591
16/01/2013,345,348.6,340.8,342.9,4095484
15/01/2013,328.5,350.6,326.3,345.2,9143622
14/01/2013,326.5,330,323.3,328.7,3271242
11/01/2013,329.8,331.05,323.9,325.2,2777058
10/01/2013,333.55,333.95,326.85,330.05,2530888
09/01/2013,331.95,336.5,331.3,333.75,5122162
08/01/2013,326.8,332.75,324.7,330.3,3228335
07/01/2013,329.65,331.15,325.3,326.8,3315377
04/01/2013,327.15,329.8,325.75,327,3282834
03/01/2013,323,328.9,319.3,328,3677588
02/01/2013,322.3,326.3,320,321.05,2809828
01/01/2013,318.55,323,317.5,322.1,1719595
31/12/2012,319,320.9,315.65,317.1,1713356
28/12/2012,316.75,323.5,313.9,319.05,4422304
27/12/2012,318.05,321.55,316,318.65,3451306
26/12/2012,309,318.85,308.7,317.4,3172583
24/12/2012,306.7,311.45,303.4,308.6,1965570
21/12/2012,314.05,314.85,305.9,307.35,3412985
20/12/2012,313.1,318.4,309.35,316.9,3050305
19/12/2012,313.3,318.85,313.3,316.05,4695641
18/12/2012,300.1,314.3,300,313.4,6648870
17/12/2012,309,311.1,299.55,300.55,7154131
14/12/2012,318.05,319.25,308.45,312.45,3633891
13/12/2012,311.5,320,310.35,317.8,6296998
12/12/2012,317.5,317.5,307.7,311.9,6207129
11/12/2012,318.1,321,312,314.2,5482955
10/12/2012,325.5,326,315.6,317.9,3314145
07/12/2012,324.9,330,320.25,322.45,4662395
06/12/2012,334.4,334.4,321.15,324.7,5205750
05/12/2012,330,333.3,326.6,330.4,3956172
04/12/2012,330,333.7,327.65,332.45,4535611
03/12/2012,337.5,340,330.35,331.15,3917151
30/11/2012,333.65,340.7,324.8,337,9948239
29/11/2012,326,332.35,325.5,330.35,9879281
27/11/2012,312.5,331.55,310.5,326.7,11696973
26/11/2012,307.95,311.5,306.7,310.25,3862420
23/11/2012,309.95,312,303.4,305.45,3644296
22/11/2012,307.3,311.55,305.15,307.8,5261752
21/11/2012,309,310.2,303.5,307.4,4747297
20/11/2012,311,312.5,305.5,309,7594597
19/11/2012,303.7,311,303.55,309.5,8406635
16/11/2012,292.15,303.95,292.15,301.4,11860203
15/11/2012,285.25,296.05,285.2,290.3,10584857
13/11/2012,280.4,283.5,280,283,1008682
12/11/2012,273.6,283,272.7,280,3450730
09/11/2012,275.9,279.5,274.95,275.8,2366944
08/11/2012,268,277.9,267.7,277.05,6950757
07/11/2012,271,280.95,269.35,271.1,12240199
06/11/2012,273.4,276.65,270.6,273.75,1922996
05/11/2012,275.5,277.5,271.05,273.5,1356042
02/11/2012,283.05,284,274.5,274.95,2871369
01/11/2012,270.8,281.9,269.2,281.15,4017181
31/10/2012,270,273.25,267,269.65,1959603
30/10/2012,270.75,274.5,268.8,270.2,1946923
29/10/2012,266.65,271,266.1,269.8,3054840
26/10/2012,269,269.35,264.1,266.65,2535161
25/10/2012,271.5,273.65,268.5,269.65,3321429
23/10/2012,271.95,274.7,270.05,271.2,2352518
22/10/2012,266,272.45,264.8,271.9,3136286
19/10/2012,263,267.95,261.2,267.1,4030417
18/10/2012,268.3,269.8,263.2,265.9,5058808
17/10/2012,269.25,272,266.1,270.55,5009932
16/10/2012,260.1,269.7,260.1,267.65,4984994
15/10/2012,260.55,264.5,256.5,264.05,4358898
12/10/2012,267,269,258.2,260.35,3560789
11/10/2012,263,269.45,262,267.3,2728017
10/10/2012,264.5,266.5,261.2,262.05,2853409
09/10/2012,272.55,272.75,264.25,265.3,4150905
08/10/2012,267.05,276.6,266,270.45,6108438
