Date,RPOWER-EQ O,RPOWER-EQ H,RPOWER-EQ L,RPOWER-EQ C,RPOWER-EQ V
27/12/2013,74.4,74.7,73.2,73.75,5592744
26/12/2013,71.8,73.5,71.6,72.6,7156203
24/12/2013,70.8,72.7,70.8,71.6,2492884
23/12/2013,71.95,72.85,71.65,72.05,2898042
20/12/2013,70,71.8,69.75,71.6,4714725
19/12/2013,71.55,71.8,69.5,70,4110610
18/12/2013,69.4,71.8,69.4,71.2,3417828
17/12/2013,70.75,71.2,69.55,69.75,3957124
16/12/2013,70.95,71.4,69.65,70.25,5045996
13/12/2013,72.5,72.95,70.8,71.1,5000482
12/12/2013,72.2,73.95,72.15,72.8,4163443
11/12/2013,73.1,73.6,72.15,72.75,4464252
10/12/2013,76,76,72.4,73.45,5942821
09/12/2013,76.6,76.8,74.65,75.75,7102936
06/12/2013,74,75.6,73.65,74.85,5328920
05/12/2013,74.6,75,73.5,74.1,4945786
04/12/2013,73,74.6,72.8,73.1,5604614
03/12/2013,73.3,74.1,72.75,73,4302148
02/12/2013,72.4,74.4,72.4,73.7,6509875
29/11/2013,70.5,73,70.35,71.9,12400288
28/11/2013,71.5,71.6,69.95,70.1,10816868
27/11/2013,70.6,71.8,70.15,70.8,3180019
26/11/2013,70.65,72.4,70.65,71.15,3825875
25/11/2013,70.2,71.4,70.1,71.2,2481441
22/11/2013,71.4,71.7,69.4,69.85,4047461
21/11/2013,72.4,72.85,70.3,70.8,5319346
20/11/2013,72.2,74.5,72.1,72.8,5316797
19/11/2013,72.3,73.3,72.05,72.55,3096444
18/11/2013,71.65,73.05,71.65,72.8,4178768
14/11/2013,70.25,71.9,70.25,71,3511518
13/11/2013,70.95,72.4,69,69.65,6565947
12/11/2013,73.65,73.8,71,71.25,6053066
11/11/2013,75.2,75.75,73.05,73.4,5095391
08/11/2013,74.3,75.75,74,75.35,5173751
07/11/2013,77.5,78.75,74.25,74.6,8532399
06/11/2013,77.25,78.45,76.1,77.35,7694737
05/11/2013,75,78.9,74.6,77.05,10532732
01/11/2013,72.95,76.1,72.95,75.35,8972702
31/10/2013,73,73.75,72.75,73.15,4173502
30/10/2013,73.4,74.05,72.65,73.05,4849424
29/10/2013,71.3,73.3,70.8,72.95,6087908
28/10/2013,73.3,73.65,71.1,71.3,4218100
25/10/2013,73.95,74.75,72.6,72.9,4661730
24/10/2013,75.85,76.9,73.8,74.15,7039156
23/10/2013,77,77.5,74.55,75.6,9679597
22/10/2013,73.45,77.65,73.1,76.4,15315605
21/10/2013,72.3,73.95,72.2,73.55,6404908
18/10/2013,70.55,72.65,70.55,72.2,5364261
17/10/2013,71.4,72.2,70.1,70.5,5226895
15/10/2013,73.8,74.35,70.85,71.25,8582316
14/10/2013,71.3,74.1,70.7,73.6,8989084
11/10/2013,72.6,72.95,71.2,71.6,5134625
10/10/2013,71.95,72.9,71.6,72.2,6217584
09/10/2013,69.95,72.65,69.7,72,8326314
08/10/2013,70.5,71.25,69.95,70.4,5712403
07/10/2013,69,70.3,68.55,70.05,5685577
04/10/2013,68.6,70.4,68.1,69.55,7534662
03/10/2013,67.6,69.55,67.6,69.1,6325029
01/10/2013,68,68.35,66.6,67.55,6399704
30/09/2013,70,70.2,67.1,67.45,8341498
27/09/2013,71.7,72.9,70.35,70.75,8080194
26/09/2013,71.5,72.5,70.7,71.45,9947106
25/09/2013,73,73.1,70.35,71.7,9252428
24/09/2013,72.45,73.5,71.5,72.35,10042938
23/09/2013,70.65,73.65,70.2,72.35,17636231
20/09/2013,71.5,73.1,68.5,70.85,16714580
19/09/2013,69.15,71.6,68.8,70.85,12975286
18/09/2013,68.6,68.6,67.1,67.65,5614459
17/09/2013,68.1,68.75,67.45,68.2,4320507
16/09/2013,70.55,70.8,67,67.95,9141456
13/09/2013,67.95,70,67.8,69.35,8108514
12/09/2013,69.4,71.75,67.35,67.75,21063989
11/09/2013,68,69.75,68,68.8,10656927
10/09/2013,70,70.75,67.6,68.2,14779248
06/09/2013,70,70,68.05,68.55,13654460
05/09/2013,68.2,70.3,67.85,69.45,10034578
04/09/2013,65.65,67.75,65.5,66.85,5278717
03/09/2013,70,70.4,65.15,65.7,7769259
02/09/2013,67.65,70.1,67.55,69.6,7083823
30/08/2013,66.95,68.4,66.3,67.7,6360259
29/08/2013,66.95,68,66.1,66.95,7300385
28/08/2013,65.7,67.4,63.8,66.4,7287107
27/08/2013,69.75,71.2,66.2,66.65,9993037
26/08/2013,69.55,70.8,68.5,69.65,7156870
23/08/2013,69.1,69.65,66.8,68.75,7351724
22/08/2013,66,69.5,65.1,69.1,7854599
21/08/2013,70.4,71.9,66.1,66.65,7673360
20/08/2013,68,71.35,67.55,69.7,6615995
19/08/2013,68.7,70.5,67.05,69.2,7639579
16/08/2013,75,75.9,67.5,68.95,7910323
14/08/2013,75.1,76.7,73.8,75.75,6201841
13/08/2013,72.6,75.5,72.25,74.85,6464998
12/08/2013,72,74.8,70,73.1,6938788
08/08/2013,72.1,73.45,69.6,71.9,7190752
07/08/2013,66.15,73,66.15,71.75,12011206
06/08/2013,66,71.2,64.25,67,13943127
05/08/2013,65,67.2,64.3,66.75,6185037
02/08/2013,68.15,69,64.15,65.15,9498335
01/08/2013,72.7,74.3,68.1,68.65,8281713
31/07/2013,71.2,73.5,69.4,73,9000283
30/07/2013,74.55,75.15,71.9,72.45,11897991
29/07/2013,77.45,77.6,74.5,74.95,6109028
26/07/2013,76.55,79.75,76.3,78.1,9034838
25/07/2013,78.4,78.95,75.8,76.3,7994342
24/07/2013,79.6,80.45,77.15,78.2,7678294
23/07/2013,79.05,81,79.05,80.05,12839654
22/07/2013,78.2,80.3,77.6,78.75,7875288
19/07/2013,80.05,80.9,77.85,79.95,15387580
18/07/2013,78.7,80.1,77.5,79.75,11287652
17/07/2013,79,81.95,76.55,78.15,26622983
16/07/2013,75.9,79.65,75,78.3,18187564
15/07/2013,76.5,79.25,76.3,77.55,11829302
12/07/2013,75.1,77.6,74.05,76.8,15201186
11/07/2013,74.6,76.1,74.45,74.65,8254743
10/07/2013,76.25,77,73,73.6,17699058
09/07/2013,72.15,77.1,71.85,75.8,27402995
08/07/2013,67,72.4,66.6,71.3,18073049
05/07/2013,68.8,69.35,66.5,67.75,7161183
04/07/2013,65.55,69.2,64.3,67.5,9007173
03/07/2013,66.9,67.2,64.8,65.55,5522975
02/07/2013,68.8,69.9,67.15,67.95,7228537
01/07/2013,64.35,69.6,64.35,68.9,9285983
28/06/2013,61.6,65,61.25,64.6,7068104
27/06/2013,62.85,62.85,60.35,61.15,7286873
26/06/2013,62,62.85,61.2,61.45,4323590
25/06/2013,61.6,63,61.3,61.7,4911186
24/06/2013,63,63.5,61.05,61.55,4703208
21/06/2013,64,66,62,63.5,6392589
20/06/2013,66.75,66.75,64.25,64.6,5004804
19/06/2013,67.05,69,67.05,67.55,5793971
18/06/2013,66.75,68.7,66.1,67.55,6987132
17/06/2013,66,67.15,64.35,66.7,5235337
14/06/2013,65.2,66.8,65.2,66.3,3604537
13/06/2013,64.7,65.95,64.25,64.65,4666003
12/06/2013,65,66.5,64.35,65.2,5753671
11/06/2013,67,68,64.95,65.7,6327631
10/06/2013,70,70.55,67.15,67.9,6365239
07/06/2013,70.8,71.85,69.45,69.65,5232362
06/06/2013,70.1,71.55,69.5,71,6230301
05/06/2013,69,70.9,68.7,70.55,5154951
04/06/2013,69.95,71.05,69,69.35,4640344
03/06/2013,68.75,70.7,67.85,69.75,6325921
31/05/2013,71.9,72.75,68.5,68.85,6973828
30/05/2013,73,73.15,71.55,71.85,5717697
29/05/2013,75.1,75.4,72.6,73.55,5622844
28/05/2013,75.35,76.5,75.05,75.6,5218439
27/05/2013,74.1,75.65,73.7,75.35,4784601
24/05/2013,72.9,74.6,72.5,73.7,6942396
23/05/2013,77,77.5,72.2,72.6,10772703
22/05/2013,81.35,81.9,77.5,78.3,9509812
21/05/2013,80.2,83.1,79.2,80.95,13328992
20/05/2013,81.2,82.95,80.05,80.7,9400525
17/05/2013,80,81.35,79.3,80.95,9275038
16/05/2013,79.95,81.85,79.2,79.75,9041289
15/05/2013,78.1,80.65,78.1,79.5,9275329
14/05/2013,77.5,78.2,76.3,77.7,8477695
13/05/2013,80,80.45,75.95,77.55,14296840
10/05/2013,79.8,81,78.6,79.7,11690318
09/05/2013,77.4,81.5,76.2,79.35,20425100
08/05/2013,78.4,78.4,76.05,77.15,6971438
07/05/2013,77.5,78.9,77.2,77.7,10589383
06/05/2013,73.7,77.3,73.2,76.75,11098607
03/05/2013,73.7,75.45,71.15,73.3,11677112
02/05/2013,71.35,74.45,71.2,73.5,7718143
30/04/2013,74.15,74.5,70.3,71.35,8246692
29/04/2013,71,74.45,70.6,73.55,7697399
26/04/2013,74.1,74.6,70.6,71.05,5684238
25/04/2013,75,75.75,73.55,73.9,9272330
23/04/2013,74.1,77.85,73.3,74.6,14082317
22/04/2013,71.9,74.8,70,73.9,9549220
18/04/2013,69.3,71.25,69.3,70.95,5776069
17/04/2013,71.35,72.5,68.65,69.75,9040183
16/04/2013,67.2,71.2,67.2,70.65,13177648
15/04/2013,65.9,67.9,65.8,66.95,4878299
12/04/2013,64.9,67.2,64.1,66.7,5352163
11/04/2013,66.55,66.8,64.25,65.35,5691808
10/04/2013,64.1,66.35,63.25,66.05,7147349
09/04/2013,66.3,66.65,63.4,63.85,5447510
08/04/2013,64,65.9,64,64.95,4970757
05/04/2013,64.05,65.15,63.5,64.1,4862355
04/04/2013,65.75,66.8,63.65,64,6855295
03/04/2013,66.85,69.65,65.35,66.15,15361941
02/04/2013,63,66.4,62.7,65.6,5984366
01/04/2013,62.45,63.5,61.5,63.05,4253251
28/03/2013,59.2,61.9,58.55,61.5,6777177
26/03/2013,60.5,61.8,58.85,59.15,5964398
25/03/2013,63.55,63.8,60.45,60.9,5632005
22/03/2013,62.5,63.3,61,62.25,5612390
21/03/2013,67,67.55,62.15,62.7,7833065
20/03/2013,70.6,71.35,66.3,66.55,6801568
19/03/2013,73.55,74.1,70.55,70.85,3564335
18/03/2013,73.75,73.9,72.9,73.5,2110276
15/03/2013,75.6,76.15,73.85,74.5,4235514
14/03/2013,73.55,75.95,73.05,75.35,4052300
13/03/2013,74.1,74.7,73.4,73.65,2403079
12/03/2013,76.15,76.4,74.1,74.75,3984714
11/03/2013,75.15,76.5,74.95,75.65,4315782
08/03/2013,74.7,75.5,74.2,75.15,3654939
07/03/2013,73.6,74.5,72.8,74.1,3405982
06/03/2013,73.3,74.6,72.8,74.05,3605785
05/03/2013,71.6,73.2,71.3,72.65,3529552
04/03/2013,72.6,72.8,70.55,71.2,3284387
01/03/2013,72,73.85,71.7,72.7,4447655
28/02/2013,78.5,79.9,71,71.9,12093078
27/02/2013,77.7,78.9,75.6,78,4921259
26/02/2013,78,78.95,77.15,77.35,3280325
25/02/2013,80.25,80.75,78.1,78.65,3772186
22/02/2013,79,80.6,79,79.9,3727665
21/02/2013,80,80.45,79,79.25,4014704
20/02/2013,81.9,82,80.35,80.7,7221532
19/02/2013,80.25,81.75,78.4,81.35,8605001
18/02/2013,79,80.9,78.55,80,4873929
15/02/2013,79,80.3,76.85,78.65,9564016
14/02/2013,82.5,82.9,79.1,79.6,8008908
13/02/2013,85.8,86.3,82.4,82.75,7555994
12/02/2013,86,86.35,83.8,85.55,3853717
11/02/2013,85.5,87.3,85.1,86.1,3483154
08/02/2013,86.2,86.75,84.75,85.1,5495147
07/02/2013,89.35,90.45,86.2,86.45,6276263
06/02/2013,90.1,91.1,89.1,90,2967326
05/02/2013,89.8,90.8,88.5,89.65,3662554
04/02/2013,92.25,93.25,88.7,89.75,4537137
01/02/2013,92.2,93.2,91.25,91.9,2309494
31/01/2013,91.85,92.85,91.55,92.25,3779059
30/01/2013,92,92.95,91.3,91.8,2744853
29/01/2013,93.9,95.5,91.3,91.7,4255426
28/01/2013,95.15,95.35,93.65,94.2,5369471
25/01/2013,89.55,94.9,88.65,94.5,9845325
24/01/2013,94.7,95.2,88.25,89.55,5933061
23/01/2013,95.5,96.25,92.8,94.65,4888900
22/01/2013,97.25,98.5,94.4,95.15,9845097
21/01/2013,93.4,97.45,93.4,97,7080725
18/01/2013,92.75,94.25,92.75,93.35,3010595
17/01/2013,92.25,93.4,91.9,92.85,2467155
16/01/2013,93.75,94.9,91.8,92.15,3639040
15/01/2013,94.1,95.15,93.1,94,3857544
14/01/2013,93.1,94.45,91.4,94.25,4507539
11/01/2013,95.7,95.85,93.05,93.3,4126224
10/01/2013,96.55,96.8,95,95.5,3406780
09/01/2013,96.65,98.1,95.7,96.05,4415217
08/01/2013,96.6,97.4,95.4,96.6,3668207
07/01/2013,96.2,97.65,96.05,96.6,4944236
04/01/2013,95.75,97.1,94.85,96,5677139
03/01/2013,96.3,96.5,94.8,95.75,6015129
02/01/2013,95.5,96,94.75,95.5,6832535
01/01/2013,93.75,95.35,93.75,94.8,5623803
31/12/2012,93,94.2,93,93.35,2423770
28/12/2012,93.85,93.85,93,93.45,3383398
27/12/2012,93.95,94.65,92.55,93,22046933
26/12/2012,92.5,93.7,92.25,93.1,5039680
24/12/2012,91.65,93,91.05,92.2,6662654
21/12/2012,95.65,95.95,91,91.7,11967221
20/12/2012,96,97.25,95.6,96.05,21830662
19/12/2012,98.7,101.25,97.15,98.1,21748579
18/12/2012,98.9,99.95,98,98.5,6872704
17/12/2012,99.85,101.2,99.4,100.15,3542976
14/12/2012,99.75,100.8,99.25,100.05,3815235
13/12/2012,100.7,100.9,98.95,100,6108207
12/12/2012,101.25,101.35,99.3,100.35,4652541
11/12/2012,101.2,102.3,98.5,100.75,8527495
10/12/2012,101.8,102.8,100.2,100.75,5635156
07/12/2012,101.05,102.8,99.85,100.8,8436383
06/12/2012,96.8,100.8,95.85,100.3,11358824
05/12/2012,99.35,100,96.55,97.1,9512057
04/12/2012,97.1,98.8,96.05,98,8814086
03/12/2012,97.45,97.9,95.95,97.3,2971427
30/11/2012,97.25,98.6,95.85,97.2,5299920
29/11/2012,96.7,97.3,95.65,96.85,4936865
27/11/2012,92.8,95.7,92.8,95.25,3661583
26/11/2012,90.25,93,89.85,92.2,3387354
23/11/2012,91.35,91.6,88.55,90.1,2970486
22/11/2012,89.5,92,88.8,90.9,3096807
21/11/2012,89.15,90.2,88.1,89.25,2772490
20/11/2012,91.85,92,87.8,88.7,5028065
19/11/2012,92.6,93.4,90.6,91.05,3894269
16/11/2012,95.2,96.3,92,92.6,3971101
15/11/2012,96.5,97,94.2,95.55,3576232
13/11/2012,95.9,97.6,95.5,97.2,2191236
12/11/2012,95.35,96.5,93.6,95.7,2246519
09/11/2012,97,98.3,94.2,95.25,2980519
08/11/2012,97.7,97.8,96.2,97.05,2199216
07/11/2012,97.45,99.9,97.4,98.7,2906829
06/11/2012,97.2,98.2,96.65,97.65,2593769
05/11/2012,97,98.9,96.5,97.35,5513839
02/11/2012,96.35,98.5,96,97.35,2895536
01/11/2012,92.35,95.5,92.35,95.25,2449802
31/10/2012,93.15,93.7,90.3,92.45,3801726
30/10/2012,95.85,96.9,92.5,93.35,2745114
29/10/2012,95.45,97.2,95,95.85,2061364
26/10/2012,97.5,98.6,95.15,95.55,2962672
25/10/2012,100.4,100.4,98,98.2,2967095
23/10/2012,100.65,101.75,99.3,99.95,2200034
22/10/2012,100.95,101.7,99.8,101.1,2089115
19/10/2012,102,104.45,100.15,101.15,3894932
18/10/2012,101.4,103.9,100.8,103.15,3686723
17/10/2012,101,101.75,99.8,101.1,3312373
16/10/2012,105.1,105.9,99.25,99.95,4589759
15/10/2012,103.55,106.7,103.3,104.5,5438492
12/10/2012,102,104.5,102,103.6,5283332
11/10/2012,100.15,102.3,98.55,101.85,3809704
10/10/2012,102.8,103.1,99.15,99.6,4623884
09/10/2012,101.6,105,100.2,103.8,5997266
08/10/2012,103,103.8,100.7,101.7,4781956
05/10/2012,104.85,104.85,99.5,103.1,6918876
04/10/2012,102.2,104.5,101.5,104,7208905
03/10/2012,98.5,101.9,97.5,101.35,7789545
01/10/2012,98.2,99.5,96.5,98.5,5157672
28/09/2012,99.35,100.5,97.65,98.2,5188520
27/09/2012,95.5,100.55,95.5,97.95,10264867
26/09/2012,97,97.6,94.9,95.8,4750432
25/09/2012,100,100,96.2,97.2,7056178
24/09/2012,95,98.8,94.95,96.2,9513456
21/09/2012,90,96.5,90,95.3,9702198
20/09/2012,90,91.3,87.8,89.3,5035069
18/09/2012,87.55,92.1,86.55,90.55,7564719
17/09/2012,83.3,87.8,83.1,87.15,6937832
14/09/2012,81.4,82.5,81.1,81.9,2979336
13/09/2012,80.6,81.45,79.75,80.25,2757875
12/09/2012,80.6,81.3,79.7,81.05,3718266
11/09/2012,78.15,81,77.55,80.55,4925795
10/09/2012,79,80.85,78.5,79.05,4592354
07/09/2012,79.2,79.9,78.5,79.5,3251427
06/09/2012,77.4,79.45,77.15,78.2,3454597
05/09/2012,78.2,79.2,77.4,77.9,3736862
04/09/2012,77.25,79.45,76.3,78.35,5536736
03/09/2012,76.8,78.65,75.6,77.1,6575513
31/08/2012,77.05,79.15,75.2,76.2,5791289
30/08/2012,79,79.15,77.1,77.75,4702175
29/08/2012,81.25,82.7,79.1,79.45,4153774
28/08/2012,83.05,83.7,80.3,81.95,4779242
27/08/2012,86.5,86.5,83.1,83.5,3586174
24/08/2012,84,86.75,82.8,86.2,7657609
23/08/2012,85,85.6,83.5,84.15,5312977
22/08/2012,88.2,89.35,84.8,85.5,7137788
21/08/2012,88,89.7,87.95,88.85,4831784
17/08/2012,93.75,94.3,86.8,87.65,12071449
16/08/2012,93.8,94.9,92.85,93.15,4090015
14/08/2012,91.85,94.1,91.05,93.15,4759360
13/08/2012,88.6,92.8,88.6,92.3,3369474
10/08/2012,90,90.2,88.3,88.9,2961417
09/08/2012,91.75,92.4,89.05,89.75,3128834
08/08/2012,93.4,94.5,91.2,91.65,4072880
07/08/2012,92.05,94.2,91.5,92.9,4154609
06/08/2012,90.75,93.2,90.75,91.85,4900924
03/08/2012,91.95,91.95,88.7,89.8,4563709
02/08/2012,92.55,93.9,92,92.35,2926514
01/08/2012,91.9,93.5,91.1,92.55,3665569
31/07/2012,92.5,92.95,89.5,91.25,3640777
30/07/2012,88.35,92.2,88,91.85,4184448
27/07/2012,91,92.4,86.7,87.75,4954200
26/07/2012,95.55,95.8,88.4,89,6314397
25/07/2012,97.25,97.9,94.9,95.25,3517480
24/07/2012,99.45,100.7,97.6,98.05,3169906
23/07/2012,102.7,103.3,99.1,99.45,2271817
20/07/2012,103.05,105.3,102.5,103.7,2522826
19/07/2012,105.55,105.85,103.25,103.95,2125196
18/07/2012,102.55,105.2,102.55,104.35,2953737
17/07/2012,106.15,106.7,102.55,103.35,2721513
16/07/2012,105.95,107.5,104.35,105.3,3859768
13/07/2012,106.7,108.45,105.05,105.6,4267253
12/07/2012,106.5,107.35,104.8,106.45,3323634
11/07/2012,109.15,110.2,106.85,107.55,4381646
10/07/2012,105.6,110.9,105.55,110.15,3977847
09/07/2012,107.3,108,105.3,106.05,2864858
06/07/2012,110,110.15,107.35,108.4,3211965
05/07/2012,108.9,111.35,108.2,110.35,5213480
04/07/2012,105.6,110.35,105.1,108.85,5724195
03/07/2012,107.4,107.5,105.1,106.25,3327753
02/07/2012,107.65,107.7,105.25,106.1,3781744
29/06/2012,102.5,108.1,102.35,106.85,6198235
28/06/2012,103.25,103.7,100.8,101.35,2385678
27/06/2012,102.8,104.4,102,103.2,4635229
26/06/2012,99.1,102.25,99.1,101.5,4008916
25/06/2012,102.95,103.8,99.05,99.55,4634259
22/06/2012,97.4,103.35,96.05,102.55,8727602
21/06/2012,96.7,99.8,96.15,99.2,3141632
20/06/2012,96.15,97.45,95.5,97.15,3003834
19/06/2012,94.5,96.5,93.35,96.05,4090143
18/06/2012,100,100.9,95.4,96,3832881
15/06/2012,96.4,99.25,96.35,98.6,3092623
14/06/2012,98.3,98.95,95.55,96.25,3726331
13/06/2012,100,102.2,98.5,99.15,4924811
12/06/2012,96.8,100.4,96.6,99.85,4658484
11/06/2012,99.5,102.45,97,97.9,7538133
08/06/2012,97.2,99.05,95.9,98.3,6615835
07/06/2012,97.15,99.7,94.8,97.9,7690906
06/06/2012,90.4,97.6,90.4,95.85,7978790
05/06/2012,90.65,92.2,89.65,89.95,3094645
04/06/2012,88.9,91.25,87,90.3,3186485
01/06/2012,94,94.9,88.55,89.15,4481583
31/05/2012,92.15,94.15,91.75,93.6,5624677
30/05/2012,92.5,92.75,90.15,90.5,2173902
29/05/2012,94.4,94.75,92.65,93.1,2246192
28/05/2012,93.8,94.3,93.05,94.05,2296742
25/05/2012,93.35,94.6,92.5,93.15,3330761
24/05/2012,90.9,94.65,90.9,93.35,7169261
23/05/2012,89.3,90.9,88.7,90.05,3025613
22/05/2012,94.75,94.95,89.8,90.2,3539162
21/05/2012,91.4,95.4,91,93.65,3864222
18/05/2012,89.4,91.2,88.25,90.75,3929470
17/05/2012,91.2,93.1,90.1,91.25,3032572
16/05/2012,90.3,92.1,88.9,90.35,3612107
15/05/2012,89,93.3,88.65,91.9,4194927
14/05/2012,92.7,93.25,88.6,89.85,4234347
11/05/2012,92.1,94.5,91.65,92.35,4571810
10/05/2012,92.5,96.25,92,92.65,4407933
09/05/2012,94.9,96.85,91.5,92.4,5105302
08/05/2012,102.4,102.7,94.15,95.5,5241202
07/05/2012,95.3,102.5,93,101.8,5153551
04/05/2012,101,101.6,95.8,96.55,4631040
03/05/2012,103.1,104.65,101.45,101.75,2704766
02/05/2012,107.8,108.15,103.15,103.85,3309568
30/04/2012,102.2,108.15,102.2,107.05,8477007
27/04/2012,102.3,104,99.25,100.7,4459636
26/04/2012,104.6,105.6,101.15,102,7382444
25/04/2012,108.8,109,103.5,104.65,6065685
24/04/2012,109.05,111.15,108,108.8,3156906
23/04/2012,114.85,115.9,108.1,109.05,3433590
20/04/2012,117.4,118.3,114.05,115.2,2822178
19/04/2012,117.65,118.45,116.2,117.05,2306043
18/04/2012,119.5,120.6,117,117.55,3983689
17/04/2012,114.5,119.5,114.3,118.8,5015278
16/04/2012,114.5,116.25,113.7,114.6,3235306
13/04/2012,117.2,119.5,114.05,114.85,3797402
12/04/2012,117.4,118.75,115.7,116.25,4074133
11/04/2012,118.2,119,116.2,116.65,3370218
10/04/2012,117.15,120.7,115.5,119.4,4474656
09/04/2012,120.2,120.5,117.2,117.8,3181570
04/04/2012,122.35,123.65,120.55,120.9,5284630
03/04/2012,123.1,123.7,120.4,121,4835269
02/04/2012,118,122.85,118,122.3,6807280
30/03/2012,116.25,117.9,115.65,117.15,3879195
29/03/2012,114,116,112.4,115.25,5225886
28/03/2012,117.4,119.8,114.8,115.4,4540047
27/03/2012,120.7,122.3,118.75,119.9,6706510
26/03/2012,121.95,122.95,118.25,118.8,5836466
23/03/2012,122.4,124.3,118.6,121.85,8955636
22/03/2012,128.5,130.4,120.2,121.15,9353412
21/03/2012,123.7,129.85,121.35,128.8,10761896
20/03/2012,125.4,127.5,122.55,125.75,8861981
19/03/2012,130.8,133.1,124.2,126.1,7189360
16/03/2012,133.7,137.25,129.5,130.6,13741064
15/03/2012,134.5,134.5,130.05,132.9,9452198
14/03/2012,138.65,138.8,134.6,136.25,8149638
13/03/2012,136,138.5,135.2,137.3,10750063
12/03/2012,133,136.7,130.35,135.05,12810700
09/03/2012,135,135.45,129.7,131.1,13974068
07/03/2012,124.45,134.45,123.4,132.95,20431232
06/03/2012,136.2,139.4,124.6,125.7,30244117
05/03/2012,131.45,138,131.1,135.35,28402880
02/03/2012,124.1,125.4,121.3,123.05,7821944
01/03/2012,118.8,124.25,116.35,122.6,9840404
29/02/2012,120,123.55,115.8,119.45,7165638
28/02/2012,111.25,119.65,110.25,118.4,7263254
27/02/2012,118.9,118.9,108.8,110,4570066
24/02/2012,121.75,122.4,116.5,119.15,6078551
23/02/2012,122.6,125.2,118.5,120.4,10896543
22/02/2012,128.8,131.9,121.6,122.65,10386643
21/02/2012,127,130.65,125,128.45,8595090
17/02/2012,124.8,133.5,123.6,126.15,19880433
16/02/2012,122.45,126.7,121.15,123,16739276
15/02/2012,109.9,124.25,107.35,122.6,22878509
14/02/2012,107.65,110,106.8,108.6,7067212
13/02/2012,106.1,108,103.5,106.8,10013693
10/02/2012,107.3,108.5,102.3,105.4,6025037
09/02/2012,101.35,107.5,101.1,107.05,8671906
08/02/2012,100.7,102.3,99.55,101.85,5251103
07/02/2012,101,102.25,97.3,98.65,4053254
06/02/2012,101.3,102.25,99,100.55,3599199
03/02/2012,99.4,101.3,97.75,100.4,5115535
02/02/2012,102.6,102.85,98.25,99.75,5305344
01/02/2012,102,102.85,99.1,101.6,4856364
31/01/2012,96.9,102.8,96.05,101.15,6459859
30/01/2012,98.55,104.7,95.4,96.75,7373226
27/01/2012,98.7,99,95.2,97.25,5175522
25/01/2012,96,97.9,94.6,97.4,4357184
24/01/2012,93,97.25,92.05,95.45,4586512
23/01/2012,91,93.45,90.4,92.85,2894447
20/01/2012,92.5,92.5,90,91.6,4478467
19/01/2012,93.2,94.3,91.55,93.65,5619139
18/01/2012,89.6,92.6,88.75,91.25,7283341
17/01/2012,87.75,90.1,87.3,88.8,4094662
16/01/2012,89.4,89.4,85.75,86.85,4771559
13/01/2012,83.9,91.8,83.5,89.4,11965776
12/01/2012,81,84.45,80.85,83.1,3864039
11/01/2012,79.95,82.75,79.25,81.15,4228471
10/01/2012,75.4,81,75.2,79.75,5886584
09/01/2012,75,76,74.2,75,4789914
06/01/2012,70.7,75.2,69.7,73.45,6876475
05/01/2012,71.5,72.05,70.5,70.8,2058019
04/01/2012,72.9,73.3,70.7,71.1,3309930
03/01/2012,70.8,72.8,70.65,72.45,3328845
02/01/2012,71.4,71.4,69.15,69.95,2287476
30/12/2011,72.55,72.95,70.5,70.95,2075876
29/12/2011,71.9,72.8,70.7,72.2,4076405
28/12/2011,72.8,73.1,71.45,71.9,3121435
27/12/2011,74.85,75.65,71.6,72.2,3956090
26/12/2011,72.1,74.9,72.05,73.8,1814258
23/12/2011,74.4,74.4,71.2,71.95,3673272
22/12/2011,71.95,73.95,71,73.4,3492267
21/12/2011,72.3,73.2,68.5,72.35,4139300
20/12/2011,73.6,74,70,70.3,3853965
19/12/2011,74.45,74.45,72,73.05,2382374
16/12/2011,76.75,79,73.5,74.6,3923979
15/12/2011,75,77.65,73.8,75.75,3870269
14/12/2011,79,80.15,77.2,77.55,2535878
13/12/2011,81,81.6,77.9,78.9,3438278
12/12/2011,84.65,85.55,81.25,81.8,2124332
09/12/2011,82.2,85.7,81.6,84.45,3242943
08/12/2011,86.3,86.9,83.2,83.55,2662516
07/12/2011,88.3,89.6,86.05,86.65,3126719
05/12/2011,90.35,91.95,87.15,87.95,3072473
02/12/2011,88,90.9,87.3,90.15,2450436
01/12/2011,88.2,88.95,87.05,87.95,2169037
30/11/2011,86.8,87.65,84.3,85.45,1905926
29/11/2011,88.1,88.3,85.2,87,2447692
28/11/2011,86.25,88.5,86.25,87.9,1669768
25/11/2011,88,89.15,84.7,85.2,1471443
24/11/2011,90,91,86.55,88.25,2637403
23/11/2011,90.95,93,89.3,90.05,2025271
22/11/2011,89.9,92.95,89.75,91.7,1535770
21/11/2011,89.8,92.6,88.95,89.9,1833128
18/11/2011,89,92,86.55,90.6,2844149
17/11/2011,94.3,95.4,89.15,90.55,2478615
16/11/2011,94.55,96.25,91.8,94.9,2974511
15/11/2011,94.35,97.5,92.75,94.95,3495601
14/11/2011,101.8,103.1,94.3,95.45,3582782
11/11/2011,101.5,102.2,99.8,101.45,3180673
09/11/2011,103,105.9,102,103.15,5403062
08/11/2011,99.45,103.6,99.4,102.95,5420507
04/11/2011,99.95,100.7,98.55,99.55,3884144
