Date,RPOWER-EQ O,RPOWER-EQ H,RPOWER-EQ L,RPOWER-EQ C,RPOWER-EQ V
24/02/2016,44.25,44.9,43.3,43.85,2928936
23/02/2016,44.75,45.55,43.7,44.15,3557608
22/02/2016,45.2,45.25,44.25,44.75,2544332
19/02/2016,44.25,45.3,43.9,44.85,3339692
18/02/2016,44.6,45.35,43.25,44.5,4761150
17/02/2016,44,44.45,42.2,44.2,5031029
16/02/2016,44.95,45.8,43.45,43.75,5601404
15/02/2016,43.9,45.75,43.25,44.4,5523089
12/02/2016,43.5,43.6,40.35,42.8,6871356
11/02/2016,46.05,48,42.25,42.85,6210187
10/02/2016,46.7,46.85,45.05,46.15,4216419
09/02/2016,45.75,47.25,45.65,46.6,3854854
08/02/2016,46.9,48.5,46.45,46.75,5767752
05/02/2016,45.2,47.3,45.1,46.95,4941023
04/02/2016,46.25,46.8,43.95,45.15,8139578
03/02/2016,48.5,48.5,45.45,45.75,6803718
02/02/2016,50.2,51.1,48.7,48.9,4763381
01/02/2016,50.65,50.9,50,50.4,3832987
29/01/2016,50.55,51.4,49.1,50.7,6266009
28/01/2016,50.4,51,49.6,50.35,7700655
27/01/2016,50.35,50.9,49.4,50.35,5443377
25/01/2016,50.95,51.15,49.15,49.75,4457058
22/01/2016,49.45,51,49.05,50.35,6382247
21/01/2016,49.05,50.5,47.25,48.65,12098870
20/01/2016,49.7,50.2,46.65,48.3,13029307
19/01/2016,49.3,51.7,48.8,50.65,12856965
18/01/2016,51,51.5,48.15,48.7,10266093
15/01/2016,55.65,56.4,50.35,51.1,10516953
14/01/2016,55.95,57.2,55.1,55.65,8197412
13/01/2016,59.7,59.7,54.7,57.5,14681450
12/01/2016,61.25,61.25,57.1,58.7,17683368
11/01/2016,57.6,60.4,56.9,60,17366212
08/01/2016,55.65,59,55.65,58.6,12437935
07/01/2016,56,56.7,54.5,55.4,8286270
06/01/2016,58.45,59.4,56.8,57.45,8529871
05/01/2016,57.8,59.35,56.75,58.45,9741518
04/01/2016,58.75,60,55.1,57,14193187
01/01/2016,57.2,59.4,56.85,58.8,11685502
31/12/2015,55.65,59.4,55.45,56.8,32357194
30/12/2015,55.45,56.15,55.2,55.5,5364148
29/12/2015,55,55.9,54.7,55.2,7446084
28/12/2015,55.35,55.45,54.55,54.9,5198535
24/12/2015,53,55,52.3,54.7,11059408
23/12/2015,52.3,53,52,52.5,3029435
22/12/2015,52.4,53.4,51.75,51.95,4743192
21/12/2015,51.45,52.85,51.3,52.5,4701839
18/12/2015,50.45,51.95,50.3,51.25,5175666
17/12/2015,49.8,50.85,49.5,50.65,3449999
16/12/2015,48.95,50.5,48.6,49.4,5034038
15/12/2015,48.55,48.85,47.9,48.55,2492063
14/12/2015,48.2,49.3,47.75,48.65,3413595
11/12/2015,49.2,50.65,47.4,48.2,7426793
10/12/2015,48.65,49.35,48.1,49.2,2768588
09/12/2015,49,49.4,48,48.5,4525318
08/12/2015,52.05,52.2,48.95,49.1,5803817
07/12/2015,52.75,52.9,51.5,52.05,2855034
04/12/2015,52.65,53.9,52,52.3,5857570
03/12/2015,52.45,54.35,52.15,53.15,10058164
02/12/2015,52.6,53.3,52.05,52.55,4964888
01/12/2015,52.95,53.25,51.45,52.45,5954335
30/11/2015,51.5,53.2,51.25,52.55,6838868
27/11/2015,52.45,53.5,50.1,51.15,7577743
26/11/2015,49.3,52.7,48.9,52.25,12738770
24/11/2015,48.1,49.3,48.1,48.9,3628025
23/11/2015,48.15,48.7,48,48.25,2082410
20/11/2015,48.25,49.1,47.55,48.15,4248050
19/11/2015,48.3,49,48.05,48.15,3795095
18/11/2015,49.6,50.45,48.95,49.15,5317673
17/11/2015,50.15,50.75,48.75,49.65,4661697
16/11/2015,48.1,49.9,48.1,49.6,4420846
13/11/2015,47.6,49.8,47.4,48.6,5574797
11/11/2015,47.85,48.2,47.55,48,871458
10/11/2015,49.5,50.2,46.85,47.15,6080739
09/11/2015,47,49.9,46.3,49.4,13288184
06/11/2015,52.25,52.4,47.25,48.5,8071645
05/11/2015,51.5,52.5,51,51.4,8359627
04/11/2015,50.15,52.25,50.1,51.4,11071039
03/11/2015,50.5,51.1,48.55,49.45,9829915
02/11/2015,50.4,50.7,49.05,49.85,3462740
30/10/2015,49.1,52.7,49.05,50.45,10253362
29/10/2015,49,50.05,48.75,49,4682946
28/10/2015,49.55,49.8,48.85,49.15,2893511
27/10/2015,49.2,50.3,48.65,49.7,4341966
26/10/2015,49.85,50.45,49.1,49.3,3645374
23/10/2015,51,51.35,49.3,49.8,3698054
21/10/2015,51.4,51.9,49.65,50.5,6310225
20/10/2015,48.6,52.7,48.5,51.15,13584898
19/10/2015,48.8,48.95,48.1,48.7,2725010
16/10/2015,48.2,49.1,47.85,48.75,4247344
15/10/2015,47.95,48.5,47.6,48.05,2801708
14/10/2015,47.75,48.75,47.25,47.5,3683072
13/10/2015,48,48.55,47.15,47.9,4029495
12/10/2015,46.3,49.65,45.75,47.95,8492688
09/10/2015,46.45,47.2,45.6,46.15,3381242
08/10/2015,46.85,46.9,45.4,46.2,3972585
07/10/2015,45.1,47.3,44.6,46.65,7556312
06/10/2015,44.55,45.4,44.35,45.05,4310133
05/10/2015,43.65,44.65,43.65,44.5,3563642
01/10/2015,44,44.7,43,43.5,6521616
30/09/2015,42.75,43.4,42.4,43,4149272
29/09/2015,41.8,43.45,40.5,42.55,6099251
28/09/2015,41.7,43.55,41.4,42.55,3728270
24/09/2015,41.8,42.6,41.15,41.55,4997394
23/09/2015,40.85,42.45,40.5,41.95,3395254
22/09/2015,42.85,42.95,40.6,41.2,4819545
21/09/2015,40.5,43.5,40.15,42.7,7206225
18/09/2015,40,41.1,40,40.79,7591631
16/09/2015,39.5,40.1,38.79,39.79,3240588
15/09/2015,40,40.25,38.75,39,4468573
14/09/2015,38.2,40.5,37.79,39.95,5305319
11/09/2015,38.4,38.6,37.65,38.25,3381818
10/09/2015,37.15,38.45,36.65,38.25,4337634
09/09/2015,37.25,38.45,36.7,37.9,5665773
08/09/2015,35.5,36.7,34,36.4,5273522
07/09/2015,36,36.2,34.9,35.2,2986405
04/09/2015,37.5,37.5,35,35.6,4030682
03/09/2015,36.7,37.75,36.54,37.54,3308691
02/09/2015,36.75,37.04,36.25,36.5,3554954
01/09/2015,37,37.45,35.95,36.4,3703346
31/08/2015,37.85,38.4,37.1,37.5,3631218
28/08/2015,38,38.9,37,37.7,5434638
27/08/2015,37.54,37.79,36.6,37.35,10256284
26/08/2015,36,37.6,35.04,36.7,5837799
25/08/2015,36.9,37.2,33.1,35.95,9370306
24/08/2015,40,40.25,35.25,35.9,7629867
21/08/2015,40.45,41.75,40,41.35,3339961
20/08/2015,41.9,42.1,40.7,40.9,2974947
19/08/2015,41.9,42.4,41.55,42,2259259
18/08/2015,42.45,42.5,40.85,42,2796170
17/08/2015,42,42.6,40.9,42.2,3547102
14/08/2015,41.3,42.15,40.65,41.85,4497419
13/08/2015,44,44.3,40,40.75,11204268
12/08/2015,45,45.7,43.3,43.65,7689828
11/08/2015,43.75,45.1,42.7,44.55,7706362
10/08/2015,43.9,44.3,43.25,43.5,1749503
07/08/2015,44.3,44.6,43.6,43.9,2957055
06/08/2015,44.05,44.7,43.8,44.4,3262060
05/08/2015,43.5,44.55,43.35,43.95,3991692
04/08/2015,43.3,43.9,42.7,43.55,2804818
03/08/2015,43.5,43.95,42.55,43.3,2603926
31/07/2015,42.6,43.45,42.3,42.65,3400633
30/07/2015,41,42.5,40.75,42.35,4510817
29/07/2015,42.05,42.65,40.29,40.79,5279123
28/07/2015,43.2,43.4,41.7,42.3,3332708
27/07/2015,44.2,44.65,42.95,43.1,3291448
24/07/2015,44.9,45.15,44.05,44.2,2433046
23/07/2015,45.3,45.55,44.75,44.95,2591135
22/07/2015,44.1,45.55,43.85,45.25,3140263
21/07/2015,46.05,46.2,43.85,44.15,3693194
20/07/2015,46.4,46.75,45.6,46.1,2651850
17/07/2015,45.9,46.95,45.5,46.3,5062973
16/07/2015,45.9,46.1,45.5,45.7,3905965
15/07/2015,45,45.9,44.95,45.2,3185919
14/07/2015,45.65,45.85,44.85,44.95,3340455
13/07/2015,44.8,45.55,44.7,45.45,3000301
10/07/2015,46.6,46.6,44.5,44.7,6879163
09/07/2015,44.95,46.7,44.85,45.9,6378652
08/07/2015,45.05,45.45,43.9,44.95,7337438
07/07/2015,45.2,46.2,45.05,45.7,5114518
06/07/2015,44.25,45.75,44,45.35,3980224
03/07/2015,46,46,44.55,44.8,4124141
02/07/2015,45.55,46.2,45,45.2,4199258
01/07/2015,44.75,45.85,44.75,45.35,3733404
30/06/2015,44.9,45.45,44.4,44.85,3965440
29/06/2015,45,45.5,44.2,44.85,4920673
26/06/2015,45,47.7,43.8,46.5,11859311
25/06/2015,44.6,45.25,44.4,45,7665853
24/06/2015,46,46.1,44.4,44.7,6199298
23/06/2015,45.2,45.65,44.55,45.15,2975237
22/06/2015,43.85,45.85,43.85,45.2,4119985
19/06/2015,43.9,44.3,43.2,43.75,3186741
18/06/2015,43.5,44.2,43.1,43.7,2911711
17/06/2015,43.6,44.35,43.2,43.55,3853375
16/06/2015,43,43.7,42.4,43.4,3902536
15/06/2015,43.9,44.6,42.6,43,8093343
12/06/2015,43.8,44.25,43,43.8,3561941
11/06/2015,45.65,45.75,43.4,43.9,4771354
10/06/2015,45.25,46.1,44.65,45.3,4098367
09/06/2015,45.45,46,44.5,45.2,4947083
08/06/2015,46,46,43.05,45.5,11667434
05/06/2015,44.9,45.95,44.45,44.75,4484206
04/06/2015,46,46.35,44.2,45.25,7692931
03/06/2015,51.9,51.9,41.25,45.65,18685831
02/06/2015,53,53.1,51.35,51.55,3471516
01/06/2015,53,53.5,52.7,52.85,2098083
29/05/2015,53.1,53.75,52.7,52.85,3674299
28/05/2015,54.35,54.35,52.7,53,6411754
27/05/2015,54.05,54.95,53.55,54.2,5644451
26/05/2015,53.75,54,53.1,53.5,2402546
25/05/2015,53.25,54.1,52.8,53.7,2907968
22/05/2015,53.8,54.3,52.8,53.2,2635687
21/05/2015,54.45,54.5,53.4,53.7,2109806
20/05/2015,54.6,55.1,53.8,54.15,3361825
19/05/2015,54,54.9,53.6,54.55,3801391
18/05/2015,53.6,54.55,53.5,54.05,3367812
15/05/2015,54.2,54.7,53.05,53.5,3417351
14/05/2015,53.45,54.35,52.9,54.05,3810193
13/05/2015,53,54.05,52.1,53.5,5278523
12/05/2015,54.45,54.55,52.05,52.45,4704958
11/05/2015,54.5,54.75,53.6,54.35,3451530
08/05/2015,54.65,54.65,53.1,53.8,3565747
07/05/2015,55,55.95,52.65,53.25,5083651
06/05/2015,59.25,59.6,55.4,55.7,5298018
05/05/2015,59.2,60.9,58.6,59.4,5075898
04/05/2015,57,59.6,56.95,59.15,4339766
30/04/2015,57.6,57.6,56.3,56.65,6121541
29/04/2015,58.5,58.95,57.3,57.65,2725664
28/04/2015,55.85,58.85,55.15,58.3,4409778
27/04/2015,57.6,57.85,55.5,55.75,3049046
24/04/2015,58.75,58.75,57.25,57.55,2903012
23/04/2015,59.35,59.35,58.1,58.6,2475904
22/04/2015,57.8,58.7,57.15,58.5,3321321
21/04/2015,58.25,58.95,57.45,57.6,2317936
20/04/2015,60.2,60.55,57.8,58.2,3171784
17/04/2015,60.2,61.6,59.95,60.2,3479129
16/04/2015,61,61.25,59.8,60.3,3081913
15/04/2015,61.7,62.75,60.4,61,3976954
13/04/2015,61.5,62.35,61.15,61.7,4904027
10/04/2015,58.5,62.5,58.15,61.35,11428478
09/04/2015,58.2,58.85,57.9,58.4,2998579
08/04/2015,58,58.8,57.55,58.1,2912994
07/04/2015,56.85,57.95,56.25,57.85,3321139
06/04/2015,57.55,57.55,55.95,56.65,2822575
01/04/2015,56.8,57.55,56.4,57.3,2463140
31/03/2015,57.1,57.5,56.1,56.5,3435155
30/03/2015,55.1,56.95,55.1,56.5,3396920
27/03/2015,55.4,55.75,53.7,54.85,3959806
26/03/2015,55.5,55.9,54.5,54.75,4309739
25/03/2015,56,56.3,55.25,55.45,2360511
24/03/2015,56.3,56.85,55.6,55.95,2255530
23/03/2015,56.8,57.3,56.05,56.15,2719487
20/03/2015,57.3,57.75,56.55,56.7,3023253
19/03/2015,58.4,58.75,56.4,56.75,2964548
18/03/2015,58,58.7,57.75,58.05,2636127
17/03/2015,58.15,58.65,57.1,57.95,3181157
16/03/2015,58.85,58.85,57.6,57.8,2539002
13/03/2015,60.3,60.55,58.05,58.25,3772093
12/03/2015,58.55,60,58.3,59.85,4510621
11/03/2015,58,58.75,57.8,58.1,2876121
10/03/2015,58.4,58.9,57.55,57.85,3669558
09/03/2015,60.65,60.65,57.9,58.2,5586215
05/03/2015,60.6,61.4,60,60.95,4100473
04/03/2015,63,63.4,59.85,60.2,5890021
03/03/2015,62.1,63.1,61.4,62.65,4407815
02/03/2015,62.95,63.1,61.15,61.75,3630327
27/02/2015,62.7,64.3,62.65,64.05,4363218
26/02/2015,61.95,63.05,61.4,62.45,8278993
25/02/2015,62.8,63.5,61.95,62.15,3581304
24/02/2015,62.45,63.65,62.2,62.75,5320750
23/02/2015,62.5,63.75,61.65,62.4,6073441
20/02/2015,64,64.45,62.6,63.35,5522400
19/02/2015,61.4,64.2,59.7,63.85,8638748
18/02/2015,60.4,61.7,60.15,61.4,4427992
16/02/2015,59.5,60.85,59.5,60,4873242
13/02/2015,59.75,59.95,59,59.2,3509929
12/02/2015,58.3,59.55,57.95,59.2,5819824
11/02/2015,57,58.1,56.35,57.8,4430249
10/02/2015,55.6,57.6,54.95,56.35,7996502
09/02/2015,59,59.5,56.35,56.55,7180201
06/02/2015,60.65,61,59.05,59.95,6967639
05/02/2015,64.2,64.4,60.15,60.65,5575108
04/02/2015,65,65.5,63.7,64.2,3951173
03/02/2015,66.34,66.59,64.2,64.45,3813390
02/02/2015,65.2,66.84,64.55,66.05,5465876
30/01/2015,63.55,65.75,63.45,65.09,6520420
29/01/2015,62.95,63.7,62.5,63.45,4014695
28/01/2015,63.9,64.45,62.55,63,4208286
27/01/2015,65.8,65.9,63.8,64.09,4867856
23/01/2015,62.5,65.45,60.8,64.8,10157443
22/01/2015,62.1,62.65,61.45,62,2715700
21/01/2015,62.35,62.7,61.55,62,2550213
20/01/2015,62.6,62.85,61.65,62.45,4133744
19/01/2015,61.25,62.9,61.25,62.15,3356857
16/01/2015,61.45,62.1,60.8,61.55,4009799
15/01/2015,60.55,62.1,60.2,61.6,5328930
14/01/2015,60.15,60.8,58.85,60.05,6639163
13/01/2015,61.25,61.5,59.95,60.15,4112746
12/01/2015,61,61.45,60.5,61.25,2574207
09/01/2015,61.65,62.2,60.3,60.95,3501703
08/01/2015,61,61.75,60.6,61.5,3408923
07/01/2015,60.55,61.3,59.4,60.5,4533177
06/01/2015,62.85,62.9,60.6,60.95,4925484
05/01/2015,63.25,63.95,62.8,63.4,3624746
02/01/2015,62.4,63.85,62.4,63.25,4056781
01/01/2015,61.25,63.2,61.25,62.4,2982093
31/12/2014,61.2,61.95,61.2,61.75,2610224
30/12/2014,61.8,62.1,60.7,61.45,3280700
29/12/2014,61.1,63.2,61.1,61.8,5796875
26/12/2014,60.95,61.5,60.35,61.1,5574851
24/12/2014,60.25,61.95,59.65,60.95,12883775
23/12/2014,61.4,62.4,60,60.45,5108303
22/12/2014,61.35,62.15,61.1,61.85,3371371
19/12/2014,62.55,62.8,61,61.45,4577224
18/12/2014,61,62.25,60.85,61.8,4569930
17/12/2014,59.5,60.8,58.35,59.8,5607561
16/12/2014,62.05,62.5,59.2,59.7,8481167
15/12/2014,62.4,63.3,62.25,62.45,2859919
12/12/2014,64,64.3,62.8,63,5032981
11/12/2014,64.65,64.8,63.5,63.7,3821053
10/12/2014,63.7,65.6,63.7,64.7,4256430
09/12/2014,65,66,64.05,64.35,5160115
08/12/2014,66.95,66.95,65,65.55,3993340
05/12/2014,65.7,67.75,65.7,66.3,10116671
04/12/2014,66.55,67.2,65.7,65.9,4681720
03/12/2014,66.3,67.5,66.15,66.7,4916202
02/12/2014,65.35,66.8,65.35,65.95,7610494
01/12/2014,67.5,67.9,65.8,66,5975779
28/11/2014,68.65,69.1,67.5,67.7,6779558
27/11/2014,68.3,68.9,67.45,68.3,5830276
26/11/2014,67.15,68.75,66.4,68,7963636
25/11/2014,70.75,70.8,65.75,67,59307873
24/11/2014,71.55,71.85,70.25,70.45,5630938
21/11/2014,72,73,70.6,71,6968564
20/11/2014,73.5,73.5,71.15,71.9,5860048
19/11/2014,75.95,76.15,72.55,73,9430508
18/11/2014,73.5,75.8,73.2,75.2,13133231
17/11/2014,71.8,73.4,71.5,73.1,7121553
14/11/2014,72.1,72.5,71.55,71.9,4525143
13/11/2014,75,75.4,71.6,72.2,5569907
12/11/2014,76.2,76.4,74.2,74.5,6131189
11/11/2014,74.3,76,73.6,75.8,5327795
10/11/2014,75.4,75.45,73.65,73.9,6849522
07/11/2014,76.05,76.85,74.6,75,4803714
05/11/2014,79.7,80.75,76,76.45,9170052
03/11/2014,76.95,80.25,76.15,79.3,8029730
31/10/2014,73.4,76.8,72.9,76.35,8050031
30/10/2014,72,73.1,71.75,72.75,5417950
29/10/2014,72.55,72.7,71.7,72.35,2747195
28/10/2014,71.5,72.75,70.85,72.3,3047264
27/10/2014,73.25,73.5,71.45,71.75,3270016
23/10/2014,73.35,73.5,72.75,72.95,730119
22/10/2014,72.75,73.45,72.4,72.75,3141158
21/10/2014,71,72.7,70.8,71.7,5154982
20/10/2014,70.3,70.9,69.4,70.3,3596406
17/10/2014,68.7,70,68.65,69.4,3156256
16/10/2014,70.2,70.95,68.3,68.75,3987514
14/10/2014,71.95,72.3,69.8,70.55,4177473
13/10/2014,70.5,72.1,70.5,71.6,3024299
10/10/2014,71.9,72.4,70.7,71,3321046
09/10/2014,70.75,73.5,70.75,72.65,4282520
08/10/2014,69.35,70.7,69.35,70.4,2808062
07/10/2014,69.25,70.6,69.2,69.75,2789390
01/10/2014,70.3,70.85,69,69.65,4442705
30/09/2014,71.3,72.35,69.6,70.3,5005382
29/09/2014,71.2,72.9,70.45,71.5,4059474
26/09/2014,69.5,71.85,68.95,71.5,7577425
25/09/2014,76.8,76.95,69.6,70.15,10975678
24/09/2014,71.5,77.2,68.25,75.95,14845541
23/09/2014,73.1,74.5,71.7,72,4326976
22/09/2014,73.45,74,72.6,73.5,2747233
19/09/2014,75.15,75.55,73,73.7,4505330
18/09/2014,71,75.8,71,74.6,5457110
17/09/2014,72.3,72.75,69.7,71.5,5934486
16/09/2014,75,76.05,71.4,71.85,4864841
15/09/2014,74.7,76.3,74.5,75.2,3034521
12/09/2014,76.45,76.65,75,75.35,3235712
11/09/2014,76.2,77.1,75.3,76.55,3639176
10/09/2014,76.3,77.9,75.65,76.2,4548632
09/09/2014,75.7,77.55,74.5,77.2,4849186
08/09/2014,75.25,76.5,75.05,75.7,3524263
05/09/2014,73.7,76.15,73.7,75.05,5738992
04/09/2014,76,76.05,73.3,74.1,4355992
03/09/2014,77.5,77.65,75.9,76.35,4097791
02/09/2014,78.35,78.75,76.7,77.15,3899182
01/09/2014,75,78.95,73.8,78.15,7331682
28/08/2014,77,77.05,74.1,74.55,7602080
27/08/2014,76.6,77.5,76,76.65,5553499
26/08/2014,79.95,79.95,74.8,76.85,12499879
25/08/2014,86.45,87.2,81.8,82.5,5469408
22/08/2014,86,86.7,85.15,86.05,3037868
21/08/2014,87.5,88,85.1,85.9,4160373
20/08/2014,86.85,88.25,86.1,87.5,4425466
19/08/2014,86.95,87.35,86.25,87,3479010
18/08/2014,84.05,87,84.05,86.4,3845742
14/08/2014,84,84.85,82.8,84.65,3348486
13/08/2014,86.4,86.9,82.15,83.75,5256899
12/08/2014,85.8,87.5,85.8,86.9,4088879
11/08/2014,86.9,87.4,84.8,85.65,4296316
08/08/2014,88.5,88.8,85.55,85.95,4906102
07/08/2014,90.4,91.2,89.25,89.65,4036257
06/08/2014,92.1,93.45,90.2,90.5,4988963
05/08/2014,92,92.6,90.8,92.35,3868429
04/08/2014,90.65,92.35,90.65,91.95,3293906
01/08/2014,91.8,92.6,90.25,90.6,4648704
31/07/2014,93.95,94.8,92.25,92.5,9838709
30/07/2014,94.1,95.05,92.1,94.1,8829671
28/07/2014,92.9,94.8,91.5,94.05,8805821
25/07/2014,94.45,94.95,89.15,90.75,5843699
24/07/2014,94.15,95.95,94.05,94.4,4137370
23/07/2014,95.7,96.35,93.5,94.55,4472122
22/07/2014,95.65,96.9,94.2,95.5,4880186
21/07/2014,97.1,97.6,95,95.35,5807834
18/07/2014,97.6,97.8,96.05,96.8,6600756
17/07/2014,95.95,99,95.65,98.3,7139228
16/07/2014,95.95,96.5,94.3,96.1,5518536
15/07/2014,93.95,95.5,92.5,95.15,6734386
14/07/2014,92.1,94,91.25,92.9,5645360
11/07/2014,97,97.95,91.8,92.3,11425660
10/07/2014,96.75,101.45,92.3,96.95,21880949
09/07/2014,100.3,101.3,95.1,96.3,12545846
08/07/2014,109.3,109.45,99.2,100.65,9116336
07/07/2014,109.2,109.75,108.05,109.2,6211608
04/07/2014,108,109.8,106.35,108.95,7364109
03/07/2014,110,110.25,107,108.15,6882882
02/07/2014,109.45,110.9,108.6,109.5,7213783
01/07/2014,108.8,109.7,106.8,108.4,6827713
30/06/2014,105.1,109.1,104.7,108.35,10303183
27/06/2014,104.8,105.8,102.4,104.95,6463658
26/06/2014,106.1,106.7,103.35,104,5846659
25/06/2014,106.45,107.3,105.35,105.8,7680501
24/06/2014,101.85,106.45,101.85,105.5,9000410
23/06/2014,103.1,103.8,101.1,102.05,5406358
20/06/2014,103.1,104.35,101.8,102.8,7798107
19/06/2014,103.5,104.5,101.65,102.65,6227868
18/06/2014,105.55,106.5,101.45,103.05,10857921
17/06/2014,103.35,105.2,101.4,104.95,8482997
16/06/2014,101.1,104,97.5,103.35,13484861
13/06/2014,107.95,109,100.65,101.95,11148338
12/06/2014,107.3,108.35,105.05,107.1,9025597
11/06/2014,109.7,113.3,106.1,107.35,15600999
10/06/2014,112,112.15,106.7,109.85,11214976
09/06/2014,109.8,112.4,108.55,111.35,16118521
06/06/2014,109.8,110.45,106.1,108.75,18732756
05/06/2014,102.6,108.65,101.2,108.15,25143773
04/06/2014,100.2,102.9,100.2,101.95,12186374
03/06/2014,100.6,101.65,98.3,100,11353100
02/06/2014,95,100.65,95,99.8,15838928
30/05/2014,95.2,96.15,93.7,94.65,8987839
29/05/2014,96.7,97.3,94.1,94.5,10333018
28/05/2014,95.95,97.65,94.15,96.65,11207017
27/05/2014,96.9,99.2,92,95.7,17668688
26/05/2014,98,107.15,92.35,96.95,42026250
23/05/2014,94,96.5,93.5,96,15004377
22/05/2014,89.65,93.95,89.1,92.65,15991799
21/05/2014,88,88.9,85.6,88.45,11121720
20/05/2014,87.6,89.75,85.5,87.3,16341538
19/05/2014,79.7,87.8,79.3,86.15,21697956
16/05/2014,77.5,80.65,76,78.25,17220472
15/05/2014,77.45,77.8,74.5,75.15,6840779
14/05/2014,74.05,77.45,73.5,77,10364446
13/05/2014,72.8,74.8,72.2,73.5,7146591
12/05/2014,70.85,73.2,70.55,72.1,6348032
09/05/2014,67,70.45,66.95,70.1,5032256
08/05/2014,68.45,68.45,67,67.3,2899990
07/05/2014,67.3,69.15,67.3,68.05,3751417
06/05/2014,67.95,68.7,67.3,67.7,2629709
05/05/2014,67.95,68.8,67.2,67.5,4246338
02/05/2014,69,69.5,68,68.35,3528124
30/04/2014,72.1,72.4,67.7,68.45,6197066
29/04/2014,72.4,73.1,71.2,71.65,4408318
28/04/2014,71.5,72.6,71.5,72,2617016
25/04/2014,72.05,73.35,71.6,71.8,3768643
23/04/2014,73.9,73.95,72.05,72.35,3478297
22/04/2014,74.1,74.25,72.65,73.2,3450636
21/04/2014,73,74.3,73,73.7,2694234
17/04/2014,72.55,73.25,72.1,72.95,3694522
16/04/2014,74.1,75.3,71.55,71.95,7071743
15/04/2014,75.1,75.8,73.3,73.85,5222875
11/04/2014,74.6,76.2,73.9,74.9,7364713
10/04/2014,73.6,75.95,72.5,74.6,10576943
09/04/2014,72.1,73.7,71.95,73.25,5699589
07/04/2014,71.65,72.5,70.3,71.6,4799448
04/04/2014,70.5,72.5,70.4,71.55,5694709
03/04/2014,71.7,71.9,70.1,70.85,5049761
02/04/2014,70.5,72,70.2,71.35,5317544
01/04/2014,71.2,71.4,69.05,70.1,5098877
31/03/2014,69.6,71.2,68.45,70.65,9520657
28/03/2014,66.2,69.25,66.2,68.8,7735540
27/03/2014,66.2,66.85,65.65,65.85,3952758
26/03/2014,66.1,67.85,65.7,66.2,6338137
25/03/2014,65.4,66,64.6,65.75,3261914
24/03/2014,64.85,66,64.85,65.35,2762976
21/03/2014,64.3,65.4,64.3,64.55,2991652
20/03/2014,64.8,65.6,63.9,64.1,2988307
19/03/2014,65.1,66.25,65.1,65.35,2794532
18/03/2014,65.25,66.3,64.35,65,3105819
14/03/2014,64.45,65.4,63.8,65.15,3037154
13/03/2014,66.9,67.5,64.5,64.95,3360151
12/03/2014,66.8,67.4,65.8,66.4,2831239
11/03/2014,66.5,68.35,66.2,66.75,6565886
10/03/2014,66.2,67.5,65.95,66.25,4316019
07/03/2014,64.3,67.7,63.8,66.9,9599261
06/03/2014,61.1,64.9,61.1,64.15,8757884
05/03/2014,61.55,61.75,60.1,61,3025326
04/03/2014,60.8,61.35,60.15,61.05,2561540
03/03/2014,61.95,62.05,60.1,60.55,2706365
28/02/2014,62.2,62.55,61.05,61.9,2973272
26/02/2014,62.4,62.9,61.8,62.05,4655542
25/02/2014,64,64.05,62.2,62.4,2132004
24/02/2014,64.05,64.5,63.6,63.85,3064296
21/02/2014,63.2,63.35,62.45,63.2,2687469
20/02/2014,61.8,63.75,61.7,62.65,3814551
19/02/2014,62.7,63.1,61.75,62.35,2988236
18/02/2014,61.1,63.15,61,62.7,3552472
17/02/2014,61.1,61.75,60.5,61.35,2519764
14/02/2014,61.2,61.4,60.2,61.1,2248553
13/02/2014,61.9,62.5,60.8,61,2418136
12/02/2014,62.4,62.95,61.45,62.15,3030195
11/02/2014,63,63.25,61.5,62.3,3165806
10/02/2014,63.2,63.75,62.6,62.85,2291978
07/02/2014,62.6,63.9,62.2,63.2,4746311
06/02/2014,61.35,62.35,61.1,62.1,3825240
05/02/2014,60.75,61.75,60.2,61.35,3639525
04/02/2014,60.1,61.85,60,61,3788505
03/02/2014,62,62.95,60.6,60.9,3448408
31/01/2014,61.4,62.5,61,62.1,3390486
30/01/2014,62.7,62.9,60.5,60.75,6102270
29/01/2014,64.25,64.7,62.8,63.25,3979084
28/01/2014,64,64.5,63.1,63.75,3033014
27/01/2014,65.9,66,63.65,63.9,3641835
24/01/2014,67.4,68.8,66.45,66.7,4463771
23/01/2014,68.1,68.7,67.6,67.95,2212934
22/01/2014,67.95,68.95,67.8,68.5,3565409
21/01/2014,68.4,68.8,67.4,68.15,3000750
20/01/2014,67.7,68.45,67.45,68.2,2092615
17/01/2014,67.1,68.65,67,67.6,3068831
16/01/2014,69,69.45,67.4,68.1,3330969
15/01/2014,67.5,69,67.4,68.75,4084799
14/01/2014,67.15,68.35,67.1,67.45,2753030
13/01/2014,66.65,67.8,66.35,67.25,3479696
10/01/2014,68.2,68.75,66.1,66.5,4209978
09/01/2014,68.55,69.05,67.2,67.7,5814593
08/01/2014,69.25,69.7,68.5,68.85,4063712
07/01/2014,70.6,70.85,68.5,69.15,6481563
06/01/2014,71.7,71.7,70.1,70.4,4439194
03/01/2014,71.75,72.5,70.1,71.3,5054311
02/01/2014,74.5,75.2,71.3,71.65,7174548
01/01/2014,73.5,74.6,73,74.2,3651493
31/12/2013,73.8,73.9,72.5,73.2,3706256
30/12/2013,73.85,74.2,72.35,73,3660689
