Date,LT-EQ O,LT-EQ H,LT-EQ L,LT-EQ C,LT-EQ V
23/02/2011,711.27,722.89,709.78,711.53,2230880
22/02/2011,728.89,728.89,710.27,713.71,2874708
21/02/2011,734.53,746,715.82,734.38,3571400
18/02/2011,756.02,766.67,725.4,728.51,3901320
17/02/2011,740.85,755.55,727.53,753.53,3822981
16/02/2011,726.67,737.69,724.93,735.33,2497788
15/02/2011,742.22,750.65,718.22,722.11,3955644
14/02/2011,694.38,742.22,694.38,737.85,6076605
11/02/2011,664.45,697.2,664.45,691.6,3785904
10/02/2011,655.71,672.45,649.33,662.98,6364115
09/02/2011,669.73,683.55,653.8,658.6,5214849
08/02/2011,687.27,687.95,668.45,669.73,3494621
07/02/2011,702.22,704.45,682.53,684.11,3455388
04/02/2011,726.22,726.22,692.45,697.8,3790091
03/02/2011,696,728.85,693.33,724.71,5758685
02/02/2011,710.22,711.42,695.55,699.33,3391727
01/02/2011,733.33,738.85,696.55,701.55,6206304
31/01/2011,711.07,732.6,698.95,729.38,3201192
28/01/2011,731.11,733.33,708.18,714.35,4194533
27/01/2011,747.55,748.45,726.22,731.27,4441218
25/01/2011,749.33,755.55,737.78,740.75,5373101
24/01/2011,740,742.22,731.87,737.27,3100596
21/01/2011,738.67,742.22,727.55,733.09,3417732
20/01/2011,732.67,741.93,729.38,736.07,3892340
19/01/2011,751.11,753.2,729.47,734,4831410
18/01/2011,750.05,754.33,740,748.45,3374763
17/01/2011,762.67,770.09,737.78,746.53,7212549
14/01/2011,780,781.65,752.85,760.02,6219770
13/01/2011,786.67,793.33,768.89,777,4601600
12/01/2011,800,800,768.09,782.29,7337811
11/01/2011,792.89,801.95,781.35,791.31,5237133
10/01/2011,817.78,818.98,783.27,791.45,4401747
07/01/2011,831.11,834.13,812.45,820.55,2917223
06/01/2011,864.45,864.45,832.89,834.62,4125461
05/01/2011,880.93,888,851.2,857.11,3261449
04/01/2011,884.45,885.47,870.89,878.05,1810299
03/01/2011,882.38,885.91,875.55,880.22,1478535
31/12/2010,883.11,890.22,877.78,879.67,1729929
30/12/2010,864.89,879.95,864.89,877.98,1954529
29/12/2010,865.78,871.82,860.13,869.65,923613
28/12/2010,871.55,871.55,860,862.11,1326836
27/12/2010,872.75,882.67,863.38,866.67,1314827
24/12/2010,857.78,873.2,857.73,871.2,1392830
23/12/2010,869.78,875.31,856.49,860.07,1899059
22/12/2010,880.45,884.13,864.51,868.98,1472376
21/12/2010,880.89,886.67,872.45,877.91,1393944
20/12/2010,884.89,894.15,875.55,879.22,2291855
16/12/2010,891.11,891.11,876.49,881.47,1933482
15/12/2010,887.55,897.78,881.4,888.6,2239245
14/12/2010,876.45,892,875.55,888.82,1793061
13/12/2010,871.11,877.78,852.69,872.15,2777511
10/12/2010,862.13,880.89,853.33,863.89,3772409
09/12/2010,892.89,894.05,858.22,862.38,2073018
08/12/2010,898.45,898.45,882.22,886.29,2058197
07/12/2010,893.33,901.25,878.73,896.22,1552526
06/12/2010,897.78,911.55,888.45,893.07,1496598
03/12/2010,895.55,904.31,887.11,898.38,1680276
02/12/2010,907.69,917.33,891.11,895.58,2625503
01/12/2010,867.55,908.89,864.27,901.91,2268066
30/11/2010,873.29,873.29,852,866.69,2439369
29/11/2010,864.45,879.91,862.22,873.29,1327344
26/11/2010,867.11,876.89,848.89,860.95,2993088
25/11/2010,897.78,898.67,842.11,859.62,4548980
24/11/2010,905.38,906.67,889.38,896.4,2580240
23/11/2010,902.22,914.02,884.45,910.67,2276762
22/11/2010,912.45,917.78,904.67,908.6,1380593
19/11/2010,908.4,923.91,902.33,910.49,3840783
18/11/2010,893.33,911.11,886.89,905.93,2716766
16/11/2010,928,928,888.89,891.35,3144069
15/11/2010,924,929.33,908.89,926.58,1468367
12/11/2010,940,944,921.35,924.55,2681654
11/11/2010,957.82,963.8,943.78,945.95,1658309
10/11/2010,965.78,966.67,953.38,961.53,1012526
09/11/2010,960.89,968.89,950,965.71,1232426
08/11/2010,965.33,972.89,948.45,960.25,1887713
05/11/2010,969.18,974,960.13,965.18,228251
04/11/2010,957.89,983.42,957.78,965.31,2436732
03/11/2010,950.82,957.78,940.89,955.07,2535650
02/11/2010,926.18,950.85,925.15,948.09,4719053
01/11/2010,908.45,930.22,908.45,926.25,3896340
29/10/2010,890.22,905.31,888.93,901.25,2605163
28/10/2010,897.33,906.89,882.82,889.13,4552310
27/10/2010,905.75,905.75,890.13,894.85,1282764
26/10/2010,903.55,910.98,895.55,906.91,1435412
25/10/2010,902.22,908.89,896.89,904.29,2130488
22/10/2010,904.91,907.69,888.95,897.49,995294
21/10/2010,893.33,910.67,891.11,908.09,1909686
20/10/2010,883.55,901.78,882.58,891.11,1966274
19/10/2010,905.78,905.78,882.78,887.02,2547824
18/10/2010,883.82,898.58,856.93,895.73,6507972
15/10/2010,899.33,899.93,878.67,883.82,2230821
14/10/2010,925.78,928.45,890.67,894.25,3678923
13/10/2010,884.45,929.65,882.35,923.6,3789015
12/10/2010,906.73,906.73,882.22,888.67,2013503
11/10/2010,898.22,917.78,863.31,905.78,1192133
08/10/2010,907.33,919.58,900.05,908.15,1945071
07/10/2010,924.45,924.45,900.45,905.22,1826231
06/10/2010,919.95,926.38,917.93,921.07,1010397
05/10/2010,918.89,926.67,908.22,912.6,1689303
04/10/2010,936.89,942.18,913.42,918.89,2183288
01/10/2010,916,936.8,911.11,932.73,3206043
30/09/2010,905.78,920,894.67,912.51,2514470
29/09/2010,911.11,913.65,901.33,906.8,2400584
28/09/2010,902.27,912.2,897.78,909.93,2439473
27/09/2010,913.2,913.2,898,900.8,2639111
24/09/2010,889.45,899.42,882.27,897.4,2791308
23/09/2010,888,895.55,873.33,888.13,2538102
22/09/2010,906.62,914.38,874.85,885.18,4561508
21/09/2010,892,922.22,889.93,906.62,6131043
20/09/2010,872.51,893.33,871.11,888.91,3409790
17/09/2010,863.11,875.55,863.11,872.51,2239937
16/09/2010,852.45,865.33,847.55,859.55,2209728
15/09/2010,855.38,861.73,850.38,852.42,2247960
14/09/2010,852,855.55,844.85,853.42,1916342
13/09/2010,844.45,853.33,842.22,846.45,2837232
09/09/2010,831.55,837.78,825.82,836.22,1592420
08/09/2010,832.62,836.93,823.33,829.58,1481565
07/09/2010,821.78,839.42,820.09,833.89,2665079
06/09/2010,822.22,825.33,812.45,815.07,1504643
03/09/2010,833.2,833.2,811.11,815.58,818981
02/09/2010,819.55,825.33,813.38,818.38,1309944
01/09/2010,808.89,816.89,800.89,814.98,1221299
31/08/2010,811.55,811.55,795.55,806.07,1978730
30/08/2010,822.13,828.89,804.45,808.33,1018056
27/08/2010,831.15,833.31,808.09,817.62,1126497
26/08/2010,823.55,832.89,818.67,828.78,2526669
25/08/2010,827.55,832.27,818.22,822.73,1543352
24/08/2010,833.33,836.73,822.71,826.93,1041077
23/08/2010,831.11,838.45,821.78,834.85,2872218
20/08/2010,811.11,833.29,804.45,830.58,4259985
19/08/2010,800,809.78,800,808.18,1500897
18/08/2010,789.11,800,783.11,796.49,2044403
17/08/2010,796,799.42,786.15,788.25,1806875
16/08/2010,796.45,814.22,792.05,795.51,1765007
13/08/2010,804,810.22,800.05,803.87,1214565
12/08/2010,806,808,798.25,801.15,1762941
11/08/2010,808.89,817.31,802.22,806,2323269
10/08/2010,805.73,815.38,800.69,812.15,2302928
09/08/2010,803.87,807.55,798.6,805.73,1381053
06/08/2010,806.67,813.2,797.85,800.67,1769085
05/08/2010,808.85,810.29,801.78,803.87,2221587
04/08/2010,794.67,807.55,789.29,802.67,2379780
03/08/2010,808.89,810.62,789.4,793.4,2674542
02/08/2010,800.45,810.93,800.45,805.47,1354565
30/07/2010,819.98,819.98,796.05,797.47,2407950
29/07/2010,804.53,816.25,796.45,807.98,4492293
28/07/2010,826.67,835.55,808.4,810.51,3784590
27/07/2010,857.78,857.78,820.05,828.29,10142732
26/07/2010,862.22,866.98,851.11,853.31,1649024
23/07/2010,862.13,864.47,857.78,861.27,2851671
22/07/2010,852.89,858.62,842.53,856.58,2340936
21/07/2010,846.62,853.33,843.27,851.35,2049831
20/07/2010,841.91,852.89,840.13,846.22,2295075
19/07/2010,829.2,843.95,825.05,841.91,2349239
16/07/2010,833.33,837.78,827.38,831.38,2488566
15/07/2010,841.78,843.47,830.35,832.82,2694047
14/07/2010,815.62,842.62,815.62,837.27,4515869
13/07/2010,813.33,821.29,808,817.27,2688161
12/07/2010,804.45,816.42,802.22,811.62,2396165
09/07/2010,813.33,816.93,808,809.85,1404480
08/07/2010,800,812.89,799.95,808.85,2338245
07/07/2010,801.33,802.09,791.11,794.15,1253082
06/07/2010,796.89,802.33,794.22,799.87,1142778
05/07/2010,793.78,802.85,791.18,795.93,955362
02/07/2010,799.2,805.33,791.11,793.78,1035809
01/07/2010,799.82,802.65,793.78,797.4,1386579
30/06/2010,791.11,807.55,789.42,803.98,2708742
29/06/2010,795.4,802.98,791.11,798.58,3150000
28/06/2010,781.78,798.47,781.15,796.85,1676343
25/06/2010,795.55,797.75,778.82,781.82,1729571
24/06/2010,790.22,799,784.69,796.29,3753816
23/06/2010,810.67,811.18,780.91,784.47,5630804
22/06/2010,814.22,817.78,802.82,811.18,3265071
21/06/2010,802.47,819.11,800.55,816.15,3011028
18/06/2010,791.11,807.78,791.11,799.33,5589555
17/06/2010,764.45,792,760.45,789.78,6239169
16/06/2010,773.33,773.33,760.02,764.98,1983833
15/06/2010,766.07,768.22,755.55,766.42,3101675
14/06/2010,747.55,759.91,746.18,757.29,3002204
11/06/2010,747.55,748.89,742.67,745.35,2269412
10/06/2010,732.09,744.45,732,743.29,3062196
09/06/2010,727.11,733.33,718,730.11,2243996
08/06/2010,731.11,734.89,719.55,723.29,2037290
07/06/2010,728.89,735.55,721.69,728.98,1230927
04/06/2010,744.89,744.89,730.75,743.11,1538852
03/06/2010,725.13,742.22,725.13,740.78,2846649
02/06/2010,713.33,728,704.45,725.13,2664165
01/06/2010,723.51,723.51,706.58,708.27,1810872
31/05/2010,722.67,728.85,720,725.05,1919478
28/05/2010,726.67,731.11,718.38,722.91,1934823
27/05/2010,715.55,728.33,713.33,723.93,3673958
26/05/2010,702.22,720,698.35,714.55,2481956
25/05/2010,723.55,723.55,691.22,692.67,4179825
24/05/2010,724.45,732.89,718.35,725.07,2727687
21/05/2010,724.45,724.45,707.78,714.91,3020888
20/05/2010,726.67,740,718.67,729.82,4416093
19/05/2010,733.33,743.49,717.78,726.05,8234838
18/05/2010,717.78,748.75,717.78,738.25,10550367
17/05/2010,677.8,719.89,655.6,714.18,8069405
14/05/2010,693.87,704.45,676,679.71,1718942
13/05/2010,697.78,703.11,689.49,698.22,1618010
12/05/2010,691.11,697.33,686.22,695.07,2177351
11/05/2010,686.78,693.29,682.71,686.33,1915302
10/05/2010,686.22,734.91,676,687.47,2772566
07/05/2010,673.33,681.78,659.55,674.38,3154281
06/05/2010,680.58,684,667.55,678.62,2816105
05/05/2010,684.45,685.98,673.29,683.93,2211420
04/05/2010,708.45,715.55,681.51,688.6,2654396
03/05/2010,712.45,712.89,700.4,707.51,1266999
30/04/2010,715.55,722.22,712,717.8,1467287
29/04/2010,707.55,717.78,704.45,710.91,2317716
28/04/2010,713.33,722.22,703.33,707.85,2194974
27/04/2010,719.11,728.75,716.09,724.25,1749149
26/04/2010,722.22,727.31,716.49,720,1145562
23/04/2010,702.22,720.89,700.02,718.93,3712322
22/04/2010,697.33,713.78,692.51,698.8,3432102
21/04/2010,709.78,710.71,695.55,701.25,2041604
20/04/2010,700,712.91,696.22,706.18,2659089
19/04/2010,696.15,703.73,687.51,700.6,2127879
16/04/2010,697.78,702.67,693.33,699.55,2464407
15/04/2010,715.55,719.49,695.65,698.67,3426603
13/04/2010,714.67,717.2,707.27,710.33,2510946
12/04/2010,731.11,731.11,709.78,713.51,3428637
09/04/2010,723.11,733.33,718.33,729.22,2930468
08/04/2010,730.98,732.35,718.53,722.62,2082293
07/04/2010,735.55,737.33,729.47,731.55,3612732
06/04/2010,733.33,738.6,727.55,734.25,3518420
05/04/2010,736.55,737.33,728.02,731.71,1798536
01/04/2010,729.82,736.22,725.35,733.65,1565477
31/03/2010,728.45,731.11,718.33,724.82,3110622
30/03/2010,742.22,742.22,722.91,727.69,1500987
29/03/2010,728.35,742.22,722.27,739.53,2884734
26/03/2010,728.45,733.18,723.45,725.73,1978740
25/03/2010,717.33,734.13,711.11,729.58,3721785
23/03/2010,720,722.67,712.27,717.85,1728179
22/03/2010,715.55,721.35,705.13,717.49,2033207
19/03/2010,718.27,724.4,713.58,720.58,2263829
18/03/2010,721.78,726.67,711.55,718.13,2314121
17/03/2010,711.71,724.85,707.4,723.09,3615534
16/03/2010,691.11,715.8,689.87,710.75,2171042
15/03/2010,695.11,701.98,685.78,690.58,2918469
12/03/2010,700.11,704.33,691.87,695.45,3276095
11/03/2010,701.55,704.4,693.58,698.93,1944044
10/03/2010,706.22,711.11,696.13,700.51,1706315
09/03/2010,713.78,717.89,703.4,706.18,2392029
08/03/2010,713.33,717.65,706.22,712.53,2874873
05/03/2010,708,717.73,703.27,705.55,2443959
04/03/2010,699.91,707.71,694.4,706.25,1820172
03/03/2010,702.33,706.67,696.22,701.4,1871333
02/03/2010,723.87,723.87,698.22,704.62,2401389
26/02/2010,682.22,703.55,679.55,695.25,4210274
25/02/2010,671.11,685.78,668.25,682.49,5460806
24/02/2010,660,673.78,653.78,667.18,3990597
23/02/2010,660,664.38,651.35,662.05,2109414
22/02/2010,662.22,667.51,656.75,662.91,1523516
19/02/2010,653.25,664,641.47,657.09,2128082
18/02/2010,659.35,659.35,650.22,656.11,1557192
17/02/2010,649,659.55,648.4,655.25,1994553
16/02/2010,628.62,650.22,626.67,642.53,1971356
15/02/2010,648,648.31,632.89,636.91,1660458
11/02/2010,640.45,648.89,640.45,643.6,1173273
10/02/2010,653.78,656.45,636,638.31,2548538
09/02/2010,644,651.05,637,649.71,3634058
08/02/2010,640,649.78,628.22,641.98,3517265
05/02/2010,628.89,641.15,617.73,632.89,4964969
04/02/2010,640,647.51,633.6,642.13,3639272
03/02/2010,622.82,647.55,617.78,644.51,6031119
02/02/2010,635.55,639.11,617.78,620.62,5351228
01/02/2010,642.09,642.09,625.78,629.89,5986397
29/01/2010,633.33,645.11,622.67,632.82,8075183
28/01/2010,653.33,660.71,626.67,636.22,9322476
27/01/2010,656.85,661.78,639.11,648.02,5295819
25/01/2010,654.67,666.22,647.11,662.42,3983744
22/01/2010,677.4,677.4,638.38,654.09,12968555
21/01/2010,726.58,728,674.75,677.38,11137284
20/01/2010,733.78,734.18,724.67,727.09,2281221
19/01/2010,737.78,740.8,726.91,730,2303973
18/01/2010,735.47,743.55,728.89,735.45,1598540
15/01/2010,744.02,744.02,731.11,733.87,3226790
14/01/2010,746.75,746.75,734.67,741.51,3908337
13/01/2010,742.22,750.67,738.53,743.65,1822800
12/01/2010,747.55,754.18,739.11,746.33,3121049
11/01/2010,751.55,755.55,743.65,745.47,2235554
08/01/2010,742.45,754.15,742.45,745.85,2940978
07/01/2010,743.98,750.45,737.8,741.15,2033019
06/01/2010,736.82,758.62,736.82,744.73,3076206
05/01/2010,757.78,760.18,748.51,753.07,2683988
04/01/2010,748,754.15,748,751.73,1060023
31/12/2009,740,752.35,740,745.6,2847860
30/12/2009,748.89,748.89,737.87,739.33,1241291
29/12/2009,748.93,755.55,744.27,748.22,1888928
24/12/2009,751.55,751.55,735.2,747.62,2358243
23/12/2009,720,744.45,715.55,743.11,2902458
22/12/2009,722.22,722.31,715.6,718.62,1548653
21/12/2009,733.33,734.22,714.02,715.58,2306444
18/12/2009,735.55,739.55,730.22,733.35,1648022
17/12/2009,744.45,749.33,732.45,737.73,1617668
16/12/2009,750.67,754.67,736.15,748.02,2825409
15/12/2009,756,764.45,744.45,747.51,3126186
14/12/2009,746.67,761.75,743.6,755.53,2939511
11/12/2009,755.07,756.67,740.2,751.4,3578211
10/12/2009,736.47,751.82,730.73,750.07,3212123
09/12/2009,733.33,743.95,730.67,736.35,2154155
08/12/2009,727.55,737.69,724.89,736.18,2058521
07/12/2009,722.22,729.33,717.33,727.67,1553507
04/12/2009,719.55,728.85,714.49,721.29,1357356
03/12/2009,725.33,727.09,717.82,721.98,2369213
02/12/2009,726.67,728.89,716.11,722.93,2488679
01/12/2009,719.87,727.11,716.69,724.09,2338947
30/11/2009,716.45,724.45,711.11,717.6,2256636
27/11/2009,705.05,714.67,680,706.42,5987631
26/11/2009,733.33,735.67,717.8,724.93,3446748
25/11/2009,731.55,737.33,727.87,733.69,2006811
24/11/2009,726.67,736.35,720.02,733.02,2516160
23/11/2009,726.11,733.29,723.67,726.89,1458426
20/11/2009,712,730,711.11,726.11,3093986
19/11/2009,720.05,726.65,713.78,717.67,2079702
18/11/2009,737.02,737.02,721.05,723.49,2753222
17/11/2009,736.45,739.55,727.62,736.13,2265597
16/11/2009,737.78,742.22,732.85,734.65,2395764
13/11/2009,730.67,740.8,726.89,730.85,2348657
12/11/2009,728.89,737.33,720.98,729.07,3748029
11/11/2009,710.02,730.67,703.2,728.47,3685943
10/11/2009,721.07,721.07,700,709.98,3266429
09/11/2009,711.05,713.55,693.78,711.75,3031340
06/11/2009,693.33,707.55,688.89,702.02,3759746
05/11/2009,685.85,688,660.13,685.47,5514896
04/11/2009,685.11,692,675.55,687.4,4093128
03/11/2009,688.89,711.13,673.4,678.22,4550723
30/10/2009,706.67,715.55,685.02,696.89,4443525
29/10/2009,689.55,705.87,689.55,698.71,7504638
28/10/2009,688.89,714.53,685.89,707.18,4424720
27/10/2009,694.67,713.25,686.53,692.02,4334937
26/10/2009,702.11,717.33,690.22,702.29,4979271
23/10/2009,719.55,723.55,693.38,697.95,10039083
22/10/2009,747.15,747.15,708.53,715.47,7450811
21/10/2009,743.91,753.78,740,743.62,4934733
20/10/2009,759.11,759.87,740.55,743.91,3988400
16/10/2009,754.67,759.38,740.11,753.42,3894657
15/10/2009,757.78,759.11,740.27,752.38,3148097
14/10/2009,740.89,755.11,740,751.13,2253176
12/10/2009,735.55,738.22,724.45,736.45,2437371
09/10/2009,737.78,737.78,722.25,725.91,3073043
08/10/2009,753.33,754.67,724.45,733.69,5536524
07/10/2009,748.89,768.62,741.33,745.45,5869172
06/10/2009,737.33,750.22,720.45,746.93,3003239
05/10/2009,732.75,741.78,727.11,735.33,2522223
01/10/2009,750.09,750.75,734.89,740.09,2496164
30/09/2009,733.25,754.45,729.73,750.75,3439040
29/09/2009,733.33,741.07,728.89,733.13,2215224
25/09/2009,734.22,743.6,727.55,731.71,2222024
24/09/2009,720,742.22,718.27,737.05,4296677
23/09/2009,742.22,746.09,722.95,726.71,2959932
22/09/2009,737.78,745.31,731.11,741.6,2794491
18/09/2009,727.55,737.78,726.22,735.6,2544399
17/09/2009,726.67,739.42,720.31,731.38,2901216
16/09/2009,728.45,735.55,720.09,724.91,3451020
15/09/2009,716,732.33,715.55,724.22,3343569
14/09/2009,720,721.78,708.98,713.27,1897509
11/09/2009,712,725.33,711.11,723.53,3518862
10/09/2009,720,723.55,702.67,711.53,3630020
09/09/2009,717.65,723.87,709.33,712.02,3116034
08/09/2009,717.89,727.07,709.58,718.95,3927722
07/09/2009,706.22,712,700,710.4,2779289
04/09/2009,704.71,704.71,670.49,696.62,3368103
03/09/2009,684.45,689.25,668.22,673.22,2420972
02/09/2009,677.78,690.98,675.75,680.98,2260079
01/09/2009,691.55,708.67,684,689.13,3373530
31/08/2009,712.45,715.55,693.33,696.65,4075407
28/08/2009,708.45,722.22,707.18,719.27,4893200
27/08/2009,693.78,714.85,686.67,711.31,4000554
26/08/2009,700.89,704.13,695.42,700.2,2628638
25/08/2009,682.22,707.55,676.02,699.33,5066187
24/08/2009,666.67,692,664.45,689.02,5436404
21/08/2009,659.55,661.78,644.51,659.25,4656399
20/08/2009,664.45,675.11,656.49,659.09,4613582
19/08/2009,656.89,667.71,640.49,658.67,5537873
18/08/2009,628.42,660,622.22,657.11,5838306
17/08/2009,653.78,653.78,623.55,627.95,3989504
14/08/2009,664.45,674.67,655.55,660.65,3326757
13/08/2009,643.55,666.67,640.05,664.65,3799388
12/08/2009,635.42,636.85,617.78,632.05,4901681
11/08/2009,631.11,648.45,622.67,642.09,4153344
10/08/2009,660.4,663.87,623.73,638.29,3840642
07/08/2009,657.78,661.33,648.89,651.73,3708348
06/08/2009,669.95,683.07,654.22,660.91,4821932
05/08/2009,675.42,680.2,660,673.87,3735074
04/08/2009,679.55,686.09,668.98,675.27,4661462
03/08/2009,666.22,683.95,663.35,675.45,3155130
31/07/2009,671.11,682.62,661.33,669.49,4799495
30/07/2009,648.75,670.67,637.35,663.49,5201741
29/07/2009,657.78,672.89,644.89,651.58,5016431
28/07/2009,667.11,675.55,660.65,663.93,3919862
27/07/2009,669.33,675.55,657.25,666.8,3701183
24/07/2009,667.27,675.07,657.78,666.49,4724327
23/07/2009,653.33,666.22,647.55,662.13,4396682
22/07/2009,656.45,666.65,637,643.87,4959708
21/07/2009,648.89,661.33,636.45,654.47,4781298
20/07/2009,636.45,652.22,635.55,647.95,4977165
17/07/2009,613.33,636.4,613.33,630.87,6598628
16/07/2009,639.95,660.89,608.89,612.93,11484557
15/07/2009,615.55,639.11,613.38,635.85,5571375
14/07/2009,600.69,616.45,597.07,607.82,6078060
13/07/2009,594,602.05,580.18,591.15,4871526
10/07/2009,622.22,632.73,595.55,602.91,6619382
09/07/2009,635.55,640,607.65,617.33,5950038
08/07/2009,661.78,661.78,623.22,628.62,7845543
07/07/2009,658.67,677.25,653.78,666.73,7719239
06/07/2009,718.67,738.62,642.22,650.73,10162100
03/07/2009,688.89,720,684.45,714.47,4331031
02/07/2009,701.78,706.6,683.2,696.47,5237112
01/07/2009,708.87,713.15,687.55,699.45,5039553
30/06/2009,732.45,737.78,689.05,696.8,9098778
29/06/2009,702.78,732.89,702.78,720.8,5011334
26/06/2009,684.55,719.42,684.55,715.73,8213591
25/06/2009,674.05,688,668.89,679.71,6988967
24/06/2009,666.22,677.33,660.93,670.49,5615232
23/06/2009,660,664.45,640,660.62,7336220
22/06/2009,673.31,686.22,662.29,672.51,5315669
19/06/2009,637.75,671.91,635.55,665.35,5325473
18/06/2009,647.13,657.78,623.29,629.22,6450249
17/06/2009,675.55,677.25,646.67,652.82,8521544
16/06/2009,660,686.22,649.47,678,6641024
15/06/2009,700,704.93,664.47,669.47,6220652
12/06/2009,744.89,754.98,690.67,703.02,7893758
11/06/2009,728.93,735.11,704.93,724,9711375
10/06/2009,711.62,746.58,711.62,723.89,10878426
09/06/2009,653.33,705.29,653.33,699.02,8605278
08/06/2009,677.78,698.98,646.73,657.91,10661943
05/06/2009,655.55,688.89,650.07,676.71,8260917
04/06/2009,617.78,651.51,608.89,646.85,6116030
03/06/2009,631.11,638.22,615.78,624.6,6108332
02/06/2009,627.55,634.67,613.93,628.11,7677491
01/06/2009,628.91,637.2,612.45,622.51,6410163
29/05/2009,607.11,630.22,602.22,623.2,7212410
28/05/2009,586.67,611.11,569.02,598.09,11480837
27/05/2009,567.55,585.15,566.67,583.2,4623882
26/05/2009,584.45,587.91,553.45,556.8,4124774
25/05/2009,586.67,592.89,573.38,579.98,4805126
22/05/2009,546.65,581.91,542.25,578.11,8190384
21/05/2009,600,604.45,542.58,550.35,8622203
20/05/2009,595.55,639.55,591.15,605.02,14970716
19/05/2009,577.78,656.45,563.55,596.95,23310629
18/05/2009,506.85,571.11,488.89,547.4,68466
15/05/2009,438.67,443.11,424.45,439.55,5925165
14/05/2009,422.22,428.45,403,420.62,5205768
13/05/2009,440,444.45,427.11,433.93,6420621
12/05/2009,431.11,438.62,415.55,436.62,6959874
11/05/2009,442.67,451.42,423.55,428.35,5489912
08/05/2009,438.22,448.89,426.71,440.62,7600182
07/05/2009,433.33,444,432,438.93,4476107
06/05/2009,440,445.78,427.11,431.53,7292528
05/05/2009,426.58,441.2,424.45,436.2,7809311
04/05/2009,400,426.49,397.78,423.49,8165094
29/04/2009,381.13,395.11,378.67,390.82,7548450
28/04/2009,401.33,410.89,385.89,388.07,9193178
27/04/2009,387.18,406.67,385.87,403.4,8708298
24/04/2009,391.11,397.78,382.35,394.02,5528735
23/04/2009,369.95,388.8,362.22,383.78,6322748
22/04/2009,385,388.45,365.02,367.27,5426165
21/04/2009,382.22,390.18,376.49,379.25,5741367
20/04/2009,395.8,399.55,384.49,393,6806523
17/04/2009,375.55,400.89,370,386.33,14387762
16/04/2009,400,400.45,362.93,369.8,14644266
15/04/2009,364.45,398.22,356.45,390.33,11543912
13/04/2009,374.42,382.22,349.02,367.29,20620044
09/04/2009,373.25,378.67,357.93,369.98,10567170
08/04/2009,332.45,360.89,329.05,358.65,13743515
06/04/2009,326.67,345.33,322.49,342.35,11550995
02/04/2009,304.45,326.93,304.45,319,11436894
01/04/2009,301.78,304.4,293.91,298.87,5407337
31/03/2009,290.67,306.67,290.22,298.4,7538157
30/03/2009,295.55,300.4,287.05,289.62,6225809
27/03/2009,297.65,307.73,294.67,302.4,6607485
26/03/2009,279.55,297.78,279.55,294.29,13953378
25/03/2009,272.45,279.33,268.09,277.15,7555721
24/03/2009,272.67,279.55,268.02,270.15,7690707
23/03/2009,262.67,271.33,261.47,268.78,7009707
20/03/2009,268.89,271.95,257.87,260.05,10652943
19/03/2009,284.42,288.45,269.38,270.85,7903239
18/03/2009,276.58,287.11,275.55,282.55,7764981
17/03/2009,274.22,279.55,271.11,274.49,4717334
16/03/2009,275.07,281.11,270.33,278.62,4788836
13/03/2009,263.11,275.11,258.67,273.42,7093773
12/03/2009,257.78,259.29,253.33,256.05,4060226
09/03/2009,254.67,259.78,247.15,249.8,4425999
06/03/2009,252.45,260.8,247.11,258.15,6585615
05/03/2009,260,260.89,251.33,252.78,5519616
04/03/2009,255.55,260.4,254.69,257.98,5352423
03/03/2009,259.55,263.33,253.33,254.22,6417831
02/03/2009,264.47,270.22,258.38,259.65,5660477
27/02/2009,280,280,265.95,272.78,8016615
26/02/2009,275.11,279.33,269.4,271.07,9112791
25/02/2009,288,288,270.87,271.95,6715502
24/02/2009,273.33,280.45,268.98,277.55,5589926
20/02/2009,282.22,282.67,273.38,276.2,5595812
19/02/2009,292.89,294.53,283.6,284.6,5990492
18/02/2009,291.11,294.89,287.2,289.75,4687836
17/02/2009,292.42,295.49,289.33,292.62,5156639
16/02/2009,311.09,315.55,293.8,296.35,6058407
13/02/2009,305.78,315.75,304.45,312.09,5804652
12/02/2009,302.22,307.91,300.62,303.31,4093353
11/02/2009,302.71,309.98,299.49,306.42,6146937
10/02/2009,297.78,313.11,297.78,310.47,8320091
09/02/2009,288.89,301.33,284.11,299.73,7300430
06/02/2009,284.45,288.8,282.27,283.95,5069987
05/02/2009,292.89,294.98,280.89,282.93,6124886
04/02/2009,295.62,299.95,288.98,291.25,7324442
03/02/2009,297.78,301.78,287.33,292.27,7514223
02/02/2009,301.78,310.22,291.11,293.58,7096971
30/01/2009,290.58,308.89,287.29,306.78,13529528
29/01/2009,302.82,308.75,289.78,293.8,8641824
28/01/2009,286.67,301.25,284.09,298.53,10260017
27/01/2009,284.49,293.33,269.13,283.45,8124359
23/01/2009,293.33,297,283.11,284.91,6345993
22/01/2009,309.78,312.89,289.38,295.4,7262964
21/01/2009,308.89,313.33,302.33,304.51,4640546
20/01/2009,314.25,319.11,312.09,314.98,4352739
19/01/2009,320.89,327.33,317.78,323.4,4500111
16/01/2009,316,324.4,311.27,318.73,5162102
15/01/2009,306.67,319.98,297.78,314.18,5900132
14/01/2009,315.55,319.73,310.09,315.2,4125744
13/01/2009,304.45,317.69,302.22,311.05,3816594
12/01/2009,311.11,324.45,302.22,305.91,10397667
09/01/2009,341.2,341.2,289.87,320.38,14629196
07/01/2009,382.22,382.98,337.65,344.29,8478626
