Date,LT-EQ O,LT-EQ H,LT-EQ L,LT-EQ C,LT-EQ V
29/03/2019,1394.9,1405,1380.5,1385.3,2917356
28/03/2019,1371,1392.5,1364,1386.7,3184285
27/03/2019,1379,1391.1,1363.15,1366.45,2558997
26/03/2019,1379.8,1388.8,1367.75,1372.8,2021089
25/03/2019,1387,1389,1370.1,1376.75,1666203
22/03/2019,1379,1415,1376.2,1394.7,3788604
20/03/2019,1362,1382,1361,1370.9,3871744
19/03/2019,1371,1374.95,1346.5,1357.95,4053209
18/03/2019,1397,1411.7,1370.35,1378.9,2450686
15/03/2019,1386,1410.8,1378.6,1396.5,5723980
14/03/2019,1384.7,1396,1377,1379.75,1838850
13/03/2019,1395.7,1397.55,1372.85,1378.6,2241672
12/03/2019,1355,1403,1355,1388.9,6631152
11/03/2019,1343.55,1351,1340,1346.55,2661353
08/03/2019,1350,1363,1337,1339.4,4868283
07/03/2019,1323.85,1357.3,1310,1352.4,6207580
06/03/2019,1310.5,1327.55,1310.5,1317,2776738
05/03/2019,1302,1310.4,1277.05,1305.8,3948051
01/03/2019,1300.3,1311.95,1297.25,1308.55,2831577
28/02/2019,1293,1302.95,1273.3,1292.95,9321535
27/02/2019,1270.55,1295,1268,1284.7,3555914
26/02/2019,1263.8,1275,1253,1265.85,2417931
25/02/2019,1280.35,1286.45,1264,1275.85,5873730
22/02/2019,1282,1283.4,1265.5,1280.35,2390188
21/02/2019,1282,1291.5,1265.1,1284.1,2392129
20/02/2019,1265,1282.65,1264.2,1276.55,2433082
19/02/2019,1245,1270,1245,1258.3,2389086
18/02/2019,1245,1259.55,1240,1244.5,2186849
15/02/2019,1244,1253.9,1230.9,1243.1,3620228
14/02/2019,1219,1231.75,1201.1,1227.6,6974738
13/02/2019,1248.2,1254.85,1211.9,1216.65,2527941
12/02/2019,1244.5,1264.9,1241.55,1246.85,1571390
11/02/2019,1259,1259,1221,1246.5,2981408
08/02/2019,1295,1298.9,1255.55,1261.75,2993525
07/02/2019,1314,1320.85,1289.2,1296.05,1556295
06/02/2019,1308,1322,1293.05,1314.4,2034886
05/02/2019,1310.7,1323,1300,1304.6,1447400
04/02/2019,1326.85,1326.85,1302.6,1307.4,2308931
01/02/2019,1315.5,1334.55,1313,1324.6,2515736
31/01/2019,1304,1321.7,1296.55,1314.3,5852257
30/01/2019,1284.3,1309,1281,1294.45,2385425
29/01/2019,1304,1308.8,1268.2,1278.05,3685535
28/01/2019,1295.45,1337.9,1291.65,1300.45,8004136
25/01/2019,1300,1314.1,1281.5,1285.45,3136788
24/01/2019,1305,1305.55,1287,1295.35,1654706
23/01/2019,1301,1306.9,1293.55,1301.45,1821323
22/01/2019,1316.9,1321.5,1298.1,1301.15,2544978
21/01/2019,1279,1337.25,1273.45,1314.55,8813681
18/01/2019,1350.85,1352,1313,1317.9,2135781
17/01/2019,1345.1,1351.8,1336.95,1346.05,1610419
16/01/2019,1342.9,1361.5,1336,1342.15,2454470
15/01/2019,1340,1348,1330,1340.9,3079248
14/01/2019,1367.2,1367.2,1331,1333.9,3080984
11/01/2019,1393,1393.9,1361.05,1369.6,2489197
10/01/2019,1388,1398.9,1383.25,1392.6,1063647
09/01/2019,1389.5,1393.55,1372,1386.05,1413005
08/01/2019,1387.5,1393.85,1375,1382.2,1437271
07/01/2019,1397,1408.6,1379.05,1383.8,1851513
04/01/2019,1401.9,1407.6,1373.55,1388.05,2711485
03/01/2019,1426,1429,1391,1395,2290756
02/01/2019,1441,1444.9,1417.1,1425.5,2058504
01/01/2019,1445,1445,1425.2,1441.9,786846
31/12/2018,1445,1450,1431.2,1437.55,1487860
28/12/2018,1426.55,1448,1426.3,1439.4,1918767
27/12/2018,1429.2,1434.35,1408.5,1425.05,1872745
26/12/2018,1398.8,1432,1384.3,1422.65,1712084
24/12/2018,1427.6,1428.7,1400,1404.8,1390194
21/12/2018,1450.8,1459.7,1415.2,1420,1975704
20/12/2018,1430.6,1453,1423.25,1450.8,2782410
19/12/2018,1431,1438,1426.4,1434.75,2073536
18/12/2018,1405,1430,1405,1428.5,1568498
17/12/2018,1395.4,1424.4,1395.05,1408,1610515
14/12/2018,1423.45,1428.55,1405.05,1411.4,2189734
13/12/2018,1413.7,1429,1406,1426.45,1863210
12/12/2018,1368.6,1407.65,1365.5,1400.3,1751549
11/12/2018,1358,1369.85,1343.65,1361.4,2302505
10/12/2018,1374.7,1386.4,1358.2,1367.75,1657418
07/12/2018,1387,1404,1372.1,1399.9,1185686
06/12/2018,1387.8,1397.05,1372.05,1379.5,1574405
05/12/2018,1412,1419,1389.15,1394.8,1582751
04/12/2018,1423.05,1429.75,1415,1419.9,1061729
03/12/2018,1435.05,1439.95,1412,1427.5,1115862
30/11/2018,1425.15,1438.15,1410,1432.5,2018571
29/11/2018,1413.65,1435.5,1407.5,1422.45,2816724
28/11/2018,1431.6,1434,1399,1403.4,1390580
27/11/2018,1419.45,1434,1415.35,1431.6,1956946
26/11/2018,1410.2,1430,1410.2,1422,2630117
22/11/2018,1405,1419.5,1396.2,1410.15,1723570
21/11/2018,1410,1413.75,1393.25,1402.1,1320423
20/11/2018,1410.25,1423.1,1407.7,1413.1,1889461
19/11/2018,1400,1419.85,1395.05,1417.2,1932311
16/11/2018,1402.75,1414,1391.5,1399.05,1732865
15/11/2018,1388,1408,1386.1,1398.5,2890196
14/11/2018,1394,1398,1379,1384.7,1364551
13/11/2018,1364,1395,1358.2,1391.1,2068670
12/11/2018,1372.9,1384.5,1362,1367.2,2174698
09/11/2018,1365.95,1379,1360,1368.6,1247358
07/11/2018,1370,1370,1363.65,1365.95,255086
06/11/2018,1350.15,1369.8,1350.05,1363.85,1616734
05/11/2018,1358.3,1365,1343.55,1350.15,1457946
02/11/2018,1340,1369.85,1340,1358.2,2665756
01/11/2018,1337.45,1384,1321.6,1326.75,8903105
31/10/2018,1266,1304,1249.2,1297.5,3117499
30/10/2018,1258.4,1278.65,1248.25,1271.25,1957735
29/10/2018,1201,1264.5,1198.25,1261.3,2140956
26/10/2018,1200.6,1213,1191.3,1197.45,1101325
25/10/2018,1208,1212.05,1195.15,1201.55,3063065
24/10/2018,1211.2,1222.3,1204.1,1218.9,1484693
23/10/2018,1195.9,1209.05,1182.5,1200.7,2109820
22/10/2018,1214,1218.65,1200.1,1206.6,1452784
19/10/2018,1200,1211.9,1186,1206.05,2006965
17/10/2018,1236.65,1238,1208.7,1211.9,1746801
16/10/2018,1220,1228.95,1215.55,1224.65,2336499
15/10/2018,1230,1236.8,1208.4,1216.4,2945137
12/10/2018,1224.8,1245,1218.75,1235.25,2773440
11/10/2018,1230,1237,1220.1,1225.85,3942878
10/10/2018,1227,1265.9,1223.7,1250.65,4134413
09/10/2018,1222.8,1236.05,1215.45,1221.05,2559815
08/10/2018,1230,1244,1203.1,1215.35,3957900
05/10/2018,1258,1267.7,1215.85,1227.4,4206887
04/10/2018,1258,1292.9,1251.25,1257.9,7398229
03/10/2018,1247.1,1262,1226.65,1245.45,4302314
01/10/2018,1274,1274,1217.55,1248.1,4955435
28/09/2018,1314.5,1316.7,1250.15,1272.1,4301355
27/09/2018,1336.85,1337,1296.5,1309.9,3847372
26/09/2018,1329,1336.8,1309,1332.65,2846089
25/09/2018,1316,1332.7,1308,1319.05,2684511
24/09/2018,1333.3,1338.8,1302.3,1318.35,2425415
21/09/2018,1342.2,1352.45,1309.55,1329.7,2309530
19/09/2018,1332.95,1343,1326,1332.9,867001
18/09/2018,1343.8,1350.15,1325.25,1327.9,1501479
17/09/2018,1351.55,1353.8,1339.6,1344.75,912431
14/09/2018,1356,1367.2,1350.55,1358.85,1462192
12/09/2018,1335,1355.95,1320.5,1352.25,1319469
11/09/2018,1341.55,1347.75,1326.8,1329.65,1617176
10/09/2018,1347.75,1352,1335,1336.8,1228247
07/09/2018,1349,1357,1341,1347.5,1307928
06/09/2018,1349.8,1355.6,1338.8,1347.1,1586350
05/09/2018,1357.9,1363.9,1341.4,1348,2413590
04/09/2018,1365,1371.6,1354.1,1359.3,1517216
03/09/2018,1375,1390,1360.1,1363,2347852
31/08/2018,1348.95,1374,1348.95,1369.55,3549583
30/08/2018,1351.15,1362.9,1344,1346.55,2288925
29/08/2018,1356.8,1356.8,1344.7,1351.55,1435495
28/08/2018,1362.35,1366,1352,1355.6,1889337
27/08/2018,1355,1366,1345.4,1356.1,2595682
24/08/2018,1353.7,1363,1341,1342.9,3506532
23/08/2018,1329.2,1363.9,1318.7,1352.05,8248115
21/08/2018,1335,1335,1315,1322.55,3057182
20/08/2018,1300,1331.9,1282,1323.7,11227838
17/08/2018,1239,1247.8,1231.45,1240.15,1750983
16/08/2018,1247.9,1262.65,1226,1231.65,2292161
14/08/2018,1264.15,1266.7,1250.1,1253.25,2146242
13/08/2018,1264.5,1278.8,1252,1269.05,1627092
10/08/2018,1282.35,1295.4,1262,1264.65,1784956
09/08/2018,1299.95,1303.9,1282.75,1284.7,1035908
08/08/2018,1297.65,1308.8,1290.15,1298.25,1308818
07/08/2018,1296.7,1308,1292.35,1295.3,1458197
06/08/2018,1294,1299.8,1285.8,1290.45,842106
03/08/2018,1285.2,1297.7,1283.05,1290,1279774
02/08/2018,1294.4,1296.95,1280,1282.4,1415162
01/08/2018,1306,1308.85,1292.95,1298,1924210
31/07/2018,1299.95,1310.45,1285,1302.3,2304148
30/07/2018,1312.5,1316.5,1291.2,1295.35,3090391
27/07/2018,1313.7,1319.5,1300.5,1311.45,1785314
26/07/2018,1331.8,1346.9,1293.25,1305.95,7489743
25/07/2018,1331.45,1335.95,1313.65,1320.7,2254936
24/07/2018,1285,1328,1281,1324,4071039
23/07/2018,1270.5,1283,1262.2,1279.15,1229445
20/07/2018,1257.5,1289,1255.55,1270.35,1937969
19/07/2018,1294.3,1296.65,1253,1258.1,1468552
18/07/2018,1295,1308,1283,1292.15,1855985
17/07/2018,1285.05,1291,1268.8,1286.85,1598278
16/07/2018,1300,1301.15,1277.9,1283.1,1593400
13/07/2018,1307,1319,1287.25,1298.4,2360493
12/07/2018,1280.1,1304.5,1275,1299.75,2777124
11/07/2018,1283.55,1285.95,1271.6,1274.75,1326221
10/07/2018,1294.45,1298,1272.75,1284.6,1923397
09/07/2018,1271.8,1291.45,1263.2,1288,2021357
06/07/2018,1251,1278.25,1244.9,1266.3,2064484
05/07/2018,1265,1265,1245.6,1254.45,2006459
04/07/2018,1251.9,1261.4,1243.2,1259.5,1842579
03/07/2018,1259.25,1264,1246.05,1251.5,2096700
02/07/2018,1277.9,1277.95,1242.9,1255.95,3832519
29/06/2018,1235.95,1277.95,1233.05,1275.1,2324572
28/06/2018,1228,1240,1206,1234.95,4677061
27/06/2018,1273,1275,1229,1232.75,2332129
26/06/2018,1268.8,1283.5,1261.1,1270.05,2003243
25/06/2018,1301,1303.75,1264.25,1268.15,1622133
22/06/2018,1288.7,1305,1283.5,1299.85,3364048
21/06/2018,1310,1316,1286,1289.8,2161971
20/06/2018,1311.05,1319.2,1300,1306.75,2207289
19/06/2018,1318.85,1327.5,1307.05,1310.4,1607343
18/06/2018,1331.25,1337.4,1321.05,1323.2,951701
15/06/2018,1341,1343,1323.25,1329.9,2660969
14/06/2018,1354,1359.45,1340,1343,1325652
13/06/2018,1366.8,1368.25,1353,1358.75,1253808
12/06/2018,1348,1368.45,1344.6,1366.4,1853562
11/06/2018,1343,1355,1337,1343.25,1417401
08/06/2018,1349.05,1355,1331.1,1343.95,2483519
07/06/2018,1360.4,1366,1348.95,1355.15,2272271
06/06/2018,1331,1355,1331,1350.55,1581905
05/06/2018,1361.8,1361.8,1326.6,1333.75,1905926
04/06/2018,1375.95,1385,1354,1357.85,1346919
01/06/2018,1375.8,1396,1362.6,1372.4,2234018
31/05/2018,1370.95,1377.45,1356,1370.4,2930988
30/05/2018,1380,1380,1357.15,1365.65,2286366
29/05/2018,1393.7,1424.95,1375.4,1380.6,6814062
28/05/2018,1346,1384.95,1344.1,1376.45,2127978
25/05/2018,1340.95,1347.6,1331.75,1342,1696915
24/05/2018,1336,1347.5,1326.4,1338.05,1482329
23/05/2018,1317,1350,1315,1326.9,1851368
22/05/2018,1317.9,1340.9,1316.1,1320.15,1375132
21/05/2018,1311,1336.85,1311,1313.25,2047129
18/05/2018,1350,1360.6,1312,1315.55,2070654
17/05/2018,1368,1375,1350,1355.95,1833028
16/05/2018,1364.9,1374.05,1358.7,1362.35,1491335
15/05/2018,1381,1403,1368.9,1374.2,1824434
14/05/2018,1381.55,1399,1377,1381.75,1265158
11/05/2018,1367.5,1389.5,1364.3,1387.4,1033691
10/05/2018,1380.1,1385.2,1355.15,1362.2,1262157
09/05/2018,1362.2,1382.6,1361.25,1375.65,1270004
08/05/2018,1391.3,1393,1356.15,1364.9,1604486
07/05/2018,1374,1393.9,1366.3,1389.15,1250082
04/05/2018,1380,1386.75,1362,1368.7,1274703
03/05/2018,1405.7,1406.55,1374.6,1377.75,1278892
02/05/2018,1420,1423.75,1390.1,1403.15,3975516
30/04/2018,1381.3,1405,1381.3,1400.9,1309980
27/04/2018,1353.5,1383,1353.5,1377.75,1746280
26/04/2018,1365.5,1366.25,1330.1,1347.2,4513014
25/04/2018,1375.9,1376.75,1356.95,1362.9,1536003
24/04/2018,1355.7,1382.2,1352,1378,1002866
23/04/2018,1370,1378,1355.5,1360,1364935
20/04/2018,1385,1385,1359,1365.05,1091415
19/04/2018,1365.1,1388.1,1361.8,1385,2229317
18/04/2018,1363.1,1371.45,1351,1360.1,1459202
17/04/2018,1370.5,1377.9,1355.2,1359.55,1058589
16/04/2018,1347.9,1372,1346.15,1368.1,1304778
13/04/2018,1362,1364.35,1340.6,1354.85,1320241
12/04/2018,1356.3,1361.4,1345.55,1357.45,1695410
11/04/2018,1358.4,1359.4,1340,1352.75,1536552
10/04/2018,1328,1355.45,1328,1349.9,2177789
09/04/2018,1318,1333,1317.85,1327.9,1118116
06/04/2018,1305.2,1323,1305.2,1316.55,1492796
05/04/2018,1314,1335.05,1311,1328.8,1758313
04/04/2018,1331,1332.7,1290.2,1296.15,1285513
03/04/2018,1332.75,1339,1318.05,1330.4,1123582
02/04/2018,1313,1339.5,1312.05,1335.95,1302024
28/03/2018,1301.1,1325,1292.4,1310.9,3989865
27/03/2018,1307,1314,1301,1307.55,2003736
26/03/2018,1268,1300.1,1268,1297.4,1697069
23/03/2018,1278.6,1283.3,1261.5,1267.9,2280525
22/03/2018,1314.8,1321.4,1289,1296.25,1834024
21/03/2018,1295,1313.6,1295,1309.35,2835466
20/03/2018,1275,1300,1275,1293.5,2831066
19/03/2018,1280,1292,1265.85,1279.55,4452882
16/03/2018,1299.9,1303.9,1260.4,1269.3,5152611
15/03/2018,1304.9,1309.6,1292.1,1295.1,1178352
14/03/2018,1303,1313,1292,1303.25,1714051
13/03/2018,1311.4,1322.95,1294.05,1302.75,1915199
12/03/2018,1300,1312,1297,1310.05,2267260
09/03/2018,1285.2,1296.05,1280,1290.5,2508919
08/03/2018,1271.9,1289.8,1259.25,1283.8,3588828
07/03/2018,1284,1293.9,1260,1263.3,2156582
06/03/2018,1308.7,1318.9,1275,1283.4,2381856
05/03/2018,1312.7,1312.7,1297.95,1300.7,1302005
01/03/2018,1319,1332.9,1313.1,1315.2,1927606
28/02/2018,1328,1331.6,1310.6,1318.15,2439968
27/02/2018,1347.5,1355.8,1331.3,1338.1,2243499
26/02/2018,1306,1347.7,1306,1344.25,2239306
23/02/2018,1292.6,1305,1280.4,1301.7,2176017
22/02/2018,1278,1298,1276,1292,3028574
21/02/2018,1299,1299.6,1279,1282.8,1584305
20/02/2018,1300,1309.6,1287.25,1290.6,2063972
19/02/2018,1328,1330.95,1287,1295.5,4275673
16/02/2018,1358,1364,1320.45,1328.4,1424576
15/02/2018,1364.4,1370,1346.4,1350.35,1861841
14/02/2018,1354.7,1372.5,1345.6,1361.2,2310144
12/02/2018,1334.55,1355,1334.55,1350.5,1543603
09/02/2018,1324.8,1343,1318.1,1329.25,2029257
08/02/2018,1345,1359.5,1333,1347.4,1932082
07/02/2018,1370,1370,1330,1333.75,2927403
06/02/2018,1319.95,1372.35,1294.25,1353.05,4230633
05/02/2018,1380,1400,1355.1,1363.65,3060688
02/02/2018,1448,1448,1410.05,1415.45,3621563
01/02/2018,1458.9,1470,1405.2,1455.6,8187730
31/01/2018,1431.9,1439.7,1412,1416.5,2614515
30/01/2018,1429.95,1436.7,1406.75,1429.9,1988140
29/01/2018,1418,1441.65,1418,1431.95,2945415
25/01/2018,1392,1427.05,1392,1416.5,6113475
24/01/2018,1407.1,1409.8,1389.8,1401.2,2147973
23/01/2018,1406,1415,1393.1,1410.7,4804202
22/01/2018,1289.2,1403.65,1289.2,1398.85,3067658
19/01/2018,1362,1378.65,1353.5,1371.45,2127776
18/01/2018,1360,1385,1350.45,1360.8,4966982
17/01/2018,1323,1357,1320.25,1353.35,2724814
16/01/2018,1331.05,1339.65,1323.35,1326.2,3139385
15/01/2018,1334.85,1351.2,1323.6,1325.95,2386631
12/01/2018,1325.5,1332.3,1309.75,1329.15,1825056
11/01/2018,1320.2,1326.8,1313.05,1323.55,1232290
10/01/2018,1332.2,1336.5,1317.65,1323.75,1098019
09/01/2018,1340,1343,1326.4,1332.75,1703294
08/01/2018,1316.5,1345.95,1316.5,1338.25,3513256
05/01/2018,1325,1328.95,1308,1314.9,2418902
04/01/2018,1284.95,1320,1280.1,1315.7,4546456
03/01/2018,1255.9,1283.95,1251.5,1275.3,2720736
02/01/2018,1267,1269.9,1242.85,1249.75,1512324
01/01/2018,1261,1274,1255.9,1260.7,2048058
29/12/2017,1262,1270,1247.95,1258.25,1819413
28/12/2017,1257.5,1264.95,1249.45,1252.75,2850194
27/12/2017,1268.9,1275.95,1251.3,1257.85,1675081
26/12/2017,1271.8,1275,1257.3,1269.7,2493302
22/12/2017,1260.4,1270,1253,1266.15,2490561
21/12/2017,1239,1265,1237,1258.8,3664052
20/12/2017,1217.2,1240.45,1209,1232.5,3293207
19/12/2017,1222,1222,1213.35,1219.9,2878543
18/12/2017,1195,1224,1175,1217.9,2851823
15/12/2017,1202,1216.25,1201,1203.55,2161729
14/12/2017,1196.5,1200,1176.1,1188.8,1709762
13/12/2017,1204.5,1210,1185,1189.25,2262858
12/12/2017,1221.2,1221.5,1200.5,1202.9,2009798
11/12/2017,1224,1229,1215.25,1221.85,2227028
08/12/2017,1225,1227,1217.7,1220.35,2316890
07/12/2017,1196,1228.45,1196,1218.4,2476888
06/12/2017,1205.9,1212,1189,1191.25,1696890
05/12/2017,1214.5,1214.5,1191.35,1209.9,2139688
04/12/2017,1217,1225.1,1201.8,1217.5,1796642
01/12/2017,1216.15,1235,1208,1211.65,1772981
30/11/2017,1215,1223.9,1209,1216.55,3419336
29/11/2017,1215.45,1223,1212,1217.85,2046078
28/11/2017,1228,1228,1209,1211.7,4940494
27/11/2017,1215,1234,1215,1224.75,1464649
24/11/2017,1216,1224,1213.5,1218.5,1637839
23/11/2017,1222,1229.2,1211.3,1215.95,1654930
22/11/2017,1225,1232,1215.15,1222.7,2266995
21/11/2017,1235.5,1235.5,1212.25,1222.65,2192795
20/11/2017,1240,1248,1224,1229.8,2799314
17/11/2017,1230,1239.45,1215,1222.8,2261694
16/11/2017,1211.1,1223.9,1209,1219.3,2003168
15/11/2017,1210.5,1225,1206.05,1209.5,1801470
14/11/2017,1235,1238,1207.05,1210.2,2519826
13/11/2017,1229.8,1259.95,1208.2,1240.55,5216845
10/11/2017,1217.65,1274.95,1217,1264.95,5671395
09/11/2017,1220.15,1231.1,1205.9,1215.9,1733475
08/11/2017,1212,1225,1208.2,1218.2,1905789
07/11/2017,1225.55,1233.6,1203.1,1211.05,1658527
06/11/2017,1225,1241.5,1218.5,1224.7,1691967
03/11/2017,1211,1247.15,1211,1235,1797145
02/11/2017,1215.5,1216,1203.75,1210.95,1183382
01/11/2017,1226.1,1236.65,1213.3,1215.3,1929731
31/10/2017,1237,1238.2,1210.8,1222.3,1815888
30/10/2017,1228,1239.9,1224.15,1236.95,1808153
27/10/2017,1232.95,1242,1220.4,1224.65,2036609
26/10/2017,1209.95,1243.5,1209.15,1223.5,5486055
25/10/2017,1150.1,1215,1150.1,1204.2,6377478
24/10/2017,1139,1145.4,1126.1,1142.55,1281327
23/10/2017,1143,1152,1123.2,1135.75,1077546
19/10/2017,1143,1147.05,1137,1139.75,264888
18/10/2017,1150,1156.9,1138.1,1141.4,1263098
17/10/2017,1142,1155,1140,1148.75,1123634
16/10/2017,1143,1150.95,1140.65,1144.7,1189499
13/10/2017,1143.65,1150,1136.15,1138.65,1762307
12/10/2017,1142,1146.1,1134.25,1143.65,1151274
11/10/2017,1147.4,1151.5,1127.35,1133.85,1638071
10/10/2017,1154,1155.25,1138.25,1142.7,2347406
09/10/2017,1142,1158.25,1138.85,1140.95,1737288
06/10/2017,1135,1144.95,1135,1141.8,1814990
05/10/2017,1142,1145.8,1128.5,1132.05,1303081
04/10/2017,1135,1143.85,1133.35,1138.3,1155472
03/10/2017,1155.55,1157.75,1128.05,1134.9,1413186
29/09/2017,1139.95,1154.05,1131.05,1142.05,3193745
28/09/2017,1140.35,1143.7,1128,1133.35,3474398
27/09/2017,1172.9,1172.9,1131.5,1137.2,2317721
26/09/2017,1151,1170,1151,1162.9,1809036
25/09/2017,1187,1187,1145,1165.2,2720490
22/09/2017,1228.05,1229.15,1176.05,1184.8,2968531
21/09/2017,1236.9,1240,1208.75,1228.05,2216227
20/09/2017,1228.15,1250.5,1228.15,1235.95,2347635
19/09/2017,1235,1237.8,1220.5,1225.9,900287
18/09/2017,1218.55,1246,1218.55,1237.95,3005809
15/09/2017,1214,1221.65,1202.05,1212.4,1723247
14/09/2017,1223.55,1234,1211.5,1214.2,1440488
13/09/2017,1222,1229,1207.5,1223.35,2233311
12/09/2017,1219.5,1234,1219.5,1230.25,2451814
11/09/2017,1180,1225,1152.55,1217.85,4364705
08/09/2017,1137.5,1182,1134.05,1172.4,4947759
07/09/2017,1121.1,1130.95,1118.25,1129.1,1038623
06/09/2017,1122,1126.1,1115.9,1117.6,891224
05/09/2017,1131.15,1139,1122.3,1126.65,1110437
04/09/2017,1127.95,1138.95,1122,1130.65,1006945
01/09/2017,1134.95,1144.4,1131.55,1139.2,976551
31/08/2017,1144,1145,1130.5,1136.3,1926054
30/08/2017,1140,1145.9,1133,1139.65,895791
29/08/2017,1135.65,1138.75,1123.35,1130.05,1045267
28/08/2017,1134.7,1155,1128.8,1138.9,1884734
24/08/2017,1130,1135.8,1126,1131.7,1316100
23/08/2017,1120,1128.85,1114.4,1124.15,1710949
22/08/2017,1132,1135,1113.05,1117.7,1361351
21/08/2017,1133.45,1140,1124.6,1127.1,1651344
18/08/2017,1124,1137.65,1123,1130.6,1230709
17/08/2017,1145,1157,1131.05,1134,1508949
16/08/2017,1149,1152.4,1123.25,1142.25,2143899
14/08/2017,1143.25,1153,1119,1146.9,1866838
11/08/2017,1138,1144.05,1125.2,1131.95,2001103
10/08/2017,1151,1166.9,1140,1157.7,1713614
09/08/2017,1171,1171,1148,1153.9,1439328
08/08/2017,1180,1186,1164,1171.2,1531255
07/08/2017,1176.7,1184.6,1172,1179.95,1035670
04/08/2017,1174,1181.95,1169.7,1175.85,1082867
03/08/2017,1179.9,1184.65,1167.65,1174.75,1426006
02/08/2017,1191,1191.85,1172.5,1176.8,2154488
01/08/2017,1198.25,1198.25,1171.7,1190.05,2721660
31/07/2017,1193.7,1207.5,1180.1,1193.95,5000536
28/07/2017,1184,1190.4,1153.5,1161.4,3278658
27/07/2017,1180.8,1194.9,1173,1182.05,3881208
26/07/2017,1169.9,1184,1166,1180.25,1161591
25/07/2017,1178,1179.95,1165.5,1170.85,2182162
24/07/2017,1177,1182.65,1171.1,1178,1313657
21/07/2017,1190,1190,1170.2,1179.25,1912305
20/07/2017,1182,1194.45,1176,1185.65,1845852
19/07/2017,1184,1187,1170.1,1181.3,1827242
18/07/2017,1169.9,1187,1168.1,1177.9,2375324
17/07/2017,1178,1182,1162.4,1171.25,1646087
14/07/2017,1183,1183,1159.55,1171.2,1401864
13/07/2017,1165.1,1182.5,1160,1175.1,1643754
12/07/2017,1165.33,1171.13,1157.13,1159.7,2036904
11/07/2017,1159.6,1166.6,1153.33,1160.73,2123948
10/07/2017,1146.73,1159.33,1140.07,1154.77,324033
07/07/2017,1131.33,1145.27,1126.8,1136.27,1845099
06/07/2017,1132.8,1137.97,1126.87,1131.73,1417581
05/07/2017,1122.67,1132.67,1120.07,1130.2,1034441
04/07/2017,1133.33,1133.33,1114,1122.23,1640039
03/07/2017,1125.33,1140.33,1115.6,1124.83,2170097
30/06/2017,1132.67,1132.67,1107.53,1125.07,3251535
29/06/2017,1136.07,1148.77,1130.37,1135.77,2709552
28/06/2017,1132.57,1138.67,1120.9,1135.5,1578525
27/06/2017,1145.03,1158.63,1123.93,1134.47,2317046
23/06/2017,1160,1162.17,1146,1148.47,1716825
22/06/2017,1173.33,1177.07,1154.87,1157.6,1761759
21/06/2017,1172.33,1188,1167.33,1169.47,3556928
20/06/2017,1172.47,1179.3,1160.13,1167,1565472
19/06/2017,1157.33,1173.33,1154.8,1170.53,1781057
16/06/2017,1156.57,1167.33,1147.13,1151.13,2243153
15/06/2017,1171.43,1174.6,1153.33,1156.9,1481093
14/06/2017,1161.33,1180.9,1156.53,1176.3,2079657
13/06/2017,1163.03,1169.8,1157.7,1159.33,1412274
12/06/2017,1185.2,1185.33,1139.27,1157.73,4068957
09/06/2017,1184.67,1189.27,1174.4,1185.47,1632207
08/06/2017,1192.67,1199.33,1181,1182.83,1428980
07/06/2017,1182.67,1196.33,1182,1192.4,1327541
06/06/2017,1205.13,1205.37,1181.43,1183.43,1431069
05/06/2017,1196.67,1206.27,1189,1203.27,1906419
02/06/2017,1200,1203.33,1185.4,1189.33,1425321
01/06/2017,1173.33,1198.67,1165.33,1195.2,2898185
31/05/2017,1181.67,1190,1167.13,1173.8,3000732
30/05/2017,1210.67,1222.63,1169.33,1178.37,6550440
29/05/2017,1189.27,1206.63,1177.33,1188.27,3033659
26/05/2017,1180,1199.33,1169.23,1191.73,3066081
25/05/2017,1128,1183.33,1128,1179.23,5404772
24/05/2017,1161.4,1171.27,1118.4,1122.97,2173070
23/05/2017,1170,1176.6,1151.6,1160.5,1463805
22/05/2017,1155.33,1172.67,1152.67,1167.97,2839224
19/05/2017,1152.67,1156,1131.7,1149.7,2268141
18/05/2017,1159.77,1166.73,1144.27,1148.4,2155830
17/05/2017,1162.6,1176,1153.67,1170.3,2502879
16/05/2017,1164.67,1165.5,1151.7,1160.47,1654389
15/05/2017,1165.73,1167.7,1157.67,1161.6,1195701
12/05/2017,1158.3,1171.33,1151.07,1160.4,1803768
11/05/2017,1166.67,1169.67,1146.4,1157.9,1270446
10/05/2017,1169.8,1176.67,1154.07,1159.5,2010128
09/05/2017,1141.33,1171.3,1136.67,1163.1,1836462
08/05/2017,1152,1159.2,1136.73,1139.73,1246116
05/05/2017,1153.33,1154.07,1135.47,1149.6,1555142
04/05/2017,1149.33,1161.3,1148,1154.43,1255337
03/05/2017,1157.33,1163.5,1144,1146.8,1296282
02/05/2017,1166.73,1178,1150,1154.7,1861142
28/04/2017,1175.37,1177.17,1160.13,1166.53,1637739
27/04/2017,1165.23,1182.67,1162.67,1177.83,2126127
26/04/2017,1164,1176,1160,1167.53,2885723
25/04/2017,1160,1166.67,1157.33,1164.07,2879795
24/04/2017,1128.67,1157.6,1127.33,1155.13,3238530
21/04/2017,1130,1134.47,1120,1125,2415932
20/04/2017,1115.93,1124.4,1108.8,1120.8,1044189
19/04/2017,1113.33,1116.67,1107.9,1113.7,1158162
18/04/2017,1122.67,1132.63,1108.8,1113,1839489
17/04/2017,1120,1126.4,1113.93,1120.9,1135260
