Date,RELINFRA-EQ O,RELINFRA-EQ H,RELINFRA-EQ L,RELINFRA-EQ C,RELINFRA-EQ V
03/09/2007,782,791.9,775,777.4,1049912
31/08/2007,770,789.9,770,779.4,1551221
30/08/2007,790,795,761,767.4,1930417
29/08/2007,752,785.8,741,782.2,2682600
28/08/2007,761,781.5,751.4,766.45,1835997
27/08/2007,748.6,765,747,762.5,1542490
24/08/2007,715,744,713.15,735.8,1732798
23/08/2007,743.65,752.9,700,704.5,4292068
22/08/2007,699,733.7,668.1,723.5,3364347
21/08/2007,727,731.4,686,691.9,2662682
20/08/2007,740,749,720.25,724.6,2183850
17/08/2007,691.1,737.85,681,718.25,3594729
16/08/2007,739,740,712,717,2716255
14/08/2007,763,770,751,753.65,1667420
13/08/2007,770.8,794.7,745.9,753.3,1546693
10/08/2007,738,753.5,725,748.3,2470073
09/08/2007,795,797,752.55,758.4,2196849
08/08/2007,775,785.95,770.25,783,1986079
07/08/2007,755,771.5,751.05,764.75,2249118
06/08/2007,721,750,721,742.15,2991881
03/08/2007,760,774,750,755,1840714
02/08/2007,740,766.95,735,752.8,2609920
01/08/2007,793,793,730,737.4,4510894
31/07/2007,874.9,874.9,781.15,793.8,4804902
30/07/2007,764.9,815,756,779.3,6302541
27/07/2007,790,817.6,748.15,762.65,6959263
26/07/2007,780.4,815,728,800.9,3373390
25/07/2007,765.05,815.9,756.8,778.7,8360018
24/07/2007,720,783.7,718.5,774.9,4907161
23/07/2007,685,719,682.1,715.3,2308220
20/07/2007,695,698.45,683,688.75,1292913
19/07/2007,698,700,680.3,686,2268888
18/07/2007,703.7,718.8,676.6,688.5,2824030
17/07/2007,704.55,725,694.2,700.2,2220028
16/07/2007,677.25,712.45,675.1,704.55,2197304
13/07/2007,673,694.4,667.35,676.4,2258271
12/07/2007,630,679.5,629.9,669.1,4699788
11/07/2007,602,637,600,625.9,2491536
10/07/2007,618.1,622.9,605.25,615,2139960
09/07/2007,598.15,619.9,598.15,616.05,1025767
06/07/2007,585,609.4,585,598.15,762934
05/07/2007,614.4,617.8,588.5,592.65,1616252
04/07/2007,562,624.8,562,613.55,615000
03/07/2007,630,631.9,612,615.55,895803
02/07/2007,615,634.9,614,624.75,1590867
29/06/2007,580.25,618,580.25,613.55,2029209
28/06/2007,578.8,588,570.1,580.25,1657710
27/06/2007,590.8,590.95,578.05,579.45,804039
26/06/2007,597,597,587.55,590.45,691949
25/06/2007,592,605,585.9,591.55,1977239
22/06/2007,555,597.5,555,590.3,2787049
21/06/2007,538.2,564.1,535,560.5,1021177
20/06/2007,537,547.55,534.55,538.1,637214
19/06/2007,530.05,539,521.1,533.6,531541
18/06/2007,533,534.9,526.2,530.05,306385
15/06/2007,527,540,505,532.8,530449
14/06/2007,526.95,531.5,524,527.05,458502
13/06/2007,518,526.8,512,520.55,577721
12/06/2007,520,522,509.1,517.2,289993
11/06/2007,528.9,531.9,515,516.85,368383
08/06/2007,521,527.5,518,520.65,318263
07/06/2007,536,541.8,526.1,528.5,467451
06/06/2007,552.8,553,534,536.05,382981
05/06/2007,541.25,553,533,550.45,464437
04/06/2007,529,547.95,529,541.15,231960
01/06/2007,545.1,549.75,539.5,541.95,320629
31/05/2007,537,544,530,538.15,599715
30/05/2007,555,555.1,532,534.1,489195
29/05/2007,553.9,563.75,552,555.65,668544
28/05/2007,585,585,548.1,550.6,494885
25/05/2007,549,559.8,516,555.4,920945
24/05/2007,569.7,575.4,547,552,1713905
23/05/2007,553,584.3,540.15,569.7,3743669
22/05/2007,559,566.7,546.05,552.2,1956625
21/05/2007,512.1,555,512,551.6,2478977
18/05/2007,511.9,517.5,504,511.3,600253
17/05/2007,515,515,506.25,509.85,1142832
16/05/2007,548.9,548.9,504.35,506.65,537745
15/05/2007,510,514,505.1,508.6,407565
14/05/2007,511.05,522,506.25,511.35,777962
11/05/2007,506.4,514.9,504.1,508.95,311677
10/05/2007,524,526.5,512.05,515.15,512526
09/05/2007,505,522.5,503.25,520.3,502392
08/05/2007,513.9,515,503.4,505.65,122299
07/05/2007,517,519.8,511,512.55,176352
04/05/2007,518,523.95,513.6,515.7,463422
03/05/2007,510,524,510,513.95,593268
30/04/2007,507.5,511.7,502.35,509.75,222281
27/04/2007,521,521,507.1,508.85,182872
26/04/2007,524,533,511.25,517.25,1230033
25/04/2007,535,535,520.2,524.55,1250966
24/04/2007,525.5,534.05,512.25,524.7,580241
23/04/2007,514.25,527.5,512,524.25,1051861
20/04/2007,512,515.65,508.1,511.35,275825
19/04/2007,508,509.6,501,505.8,171192
18/04/2007,506.5,516,506.5,510.15,279523
17/04/2007,507.4,516.7,505.2,506.5,463486
16/04/2007,505,512.9,502.15,504.65,966228
13/04/2007,505.9,508,499,502.85,412188
12/04/2007,510,514,502.4,504,393189
11/04/2007,511,518,506.2,511.1,378685
10/04/2007,520.4,520.4,507.55,511,700414
09/04/2007,505.4,519.8,505,514.55,589700
05/04/2007,488.9,503.75,485.15,500.55,354695
04/04/2007,496,496,483.45,488.55,105954
03/04/2007,478,485.75,475,481.8,162501
02/04/2007,484,489.8,471.1,475.9,168995
30/03/2007,486,500,486,494.2,312835
29/03/2007,476,491,476,485.8,489168
28/03/2007,455,484.9,455,482.05,502303
26/03/2007,485.6,489.5,460,475.85,345318
23/03/2007,495,495,483.1,485.25,200272
22/03/2007,498.8,498.8,490.5,492,457511
21/03/2007,480,496.2,478.8,491.45,826840
20/03/2007,464,482.3,460.2,477.15,569742
19/03/2007,460,463,455,457.6,145001
16/03/2007,465.75,466.8,450,456.05,289322
15/03/2007,470,489.9,460.15,462.2,618377
14/03/2007,463,463,445,458.85,502299
13/03/2007,476.2,476.95,463.45,466.15,441496
12/03/2007,476,483.95,470,473.25,440706
09/03/2007,494,494,475,480.55,228911
08/03/2007,478.25,491.45,475.1,489.2,280400
07/03/2007,479,482.4,463,478.25,752373
06/03/2007,479.4,484.4,472,475,892003
05/03/2007,467.55,479.95,448.2,469.9,859596
02/03/2007,471.3,486,471,475.5,685785
01/03/2007,488,488,463.05,480.9,579568
28/02/2007,502,502,474,479.65,1026353
27/02/2007,510.5,510.5,500.2,503.2,460020
26/02/2007,504.2,510,498.1,505.9,479378
23/02/2007,516,519.85,501,504.2,456125
22/02/2007,527.3,528.7,510,512.65,992417
21/02/2007,520.7,530,513.5,521.8,572961
20/02/2007,539,539.7,518,520.7,139932
19/02/2007,546,546.9,534.75,535.8,148655
15/02/2007,551,559,535.05,542.6,456662
14/02/2007,540,548,530.5,546.75,413519
13/02/2007,535,557,526,536.9,457401
12/02/2007,560,560,524,534.85,447070
09/02/2007,569.4,579.9,553,555.35,590878
08/02/2007,560,582.9,556.15,565.05,1467441
07/02/2007,562,565,550,559.55,640460
06/02/2007,554,567.35,544,560.5,1281252
05/02/2007,535,553.65,535,549.45,1370895
02/02/2007,526,537.1,525,533.65,1570778
01/02/2007,519.4,527.95,516.25,524.55,703448
31/01/2007,510,522.7,506.45,513.5,1170418
29/01/2007,505,509.95,502.1,505.65,418699
25/01/2007,507,507,499,502.45,1170477
24/01/2007,507.5,511,505,505.7,634500
23/01/2007,508,513.45,501,503.5,568124
22/01/2007,520,521.2,504,506.85,817897
19/01/2007,535,535,511,514.95,602838
18/01/2007,537,541.9,525,528.55,436262
17/01/2007,532,541.9,530.05,535.9,309559
16/01/2007,537,544.5,530,532.45,638401
15/01/2007,514.35,540.45,514.35,533.55,743275
12/01/2007,513,528,513,524.95,703041
11/01/2007,505,515.5,502,512.85,240329
10/01/2007,520,520,502,504.6,385912
09/01/2007,527.7,527.7,513.5,515.45,337313
08/01/2007,525,525,516.2,522.55,261597
05/01/2007,530.5,534,520.55,524.45,269647
04/01/2007,534.5,556.15,526,530.1,579106
03/01/2007,526.95,531,524.5,525.8,495247
02/01/2007,520.05,528.5,516,524,248032
29/12/2006,523,532,518.6,520.05,236312
28/12/2006,533.85,533.85,518.1,520.3,1140077
27/12/2006,528.5,534,523.1,524.85,620481
26/12/2006,535,535,522,527.55,243982
22/12/2006,525.1,529.9,518.7,524,385926
21/12/2006,514.2,529.4,505.1,523.5,918673
20/12/2006,524.9,529.9,510,513.5,347493
19/12/2006,534,536.8,513,522.4,890952
18/12/2006,543.8,548,530,533.45,970286
15/12/2006,536.4,551,520.6,540.2,797172
14/12/2006,515,535.8,515,531.2,390064
13/12/2006,506.85,517,500,515.35,614046
12/12/2006,527.25,529.4,494,506.85,1123508
11/12/2006,522,561,511.25,527.25,666329
08/12/2006,542,568.25,542,554.9,1115406
07/12/2006,544.8,548.9,539.1,542.1,165246
06/12/2006,555,558,535.2,542.65,479484
05/12/2006,562,568,546,553.5,1022288
04/12/2006,540,561.95,540,556.05,829873
01/12/2006,539.4,543.5,530,540.9,336310
30/11/2006,536.8,538.4,523.2,528.55,502131
29/11/2006,533,541,529,534,450083
28/11/2006,530,544.8,529,530.95,388759
27/11/2006,543,552,521.15,546.7,320877
24/11/2006,547.8,553.95,541,543.2,496973
23/11/2006,555,557,540,546.35,666731
22/11/2006,539,555,536.35,552.65,1280913
21/11/2006,519,536.7,516.15,533.05,910864
20/11/2006,520,524,500,516.15,492008
17/11/2006,525.9,534,509,514.95,593995
16/11/2006,529.4,534,518.9,522.95,498902
15/11/2006,538.8,538.8,521.5,525.75,634741
14/11/2006,537.8,545.9,528.15,535.45,1154137
13/11/2006,525,539.5,524,534.45,1156049
10/11/2006,512,531,511.2,521.15,1728235
09/11/2006,511,517.9,508.8,512.05,1110729
08/11/2006,510,518.85,500.2,510.05,1181634
07/11/2006,519,519,504.7,506.85,1304951
06/11/2006,518.35,522.8,512.2,515,1855835
03/11/2006,473.15,516.6,473.15,510.85,2566690
02/11/2006,481.05,483,472.6,478.2,285397
01/11/2006,484.5,485,478.15,479.45,467635
31/10/2006,492,496,481,482.5,760846
30/10/2006,482.9,494.55,476.15,491.75,1171901
27/10/2006,467.5,483,467.5,481.1,876433
26/10/2006,467.8,467.95,462.5,465.4,1099235
23/10/2006,464.7,466.6,459.05,465.05,442894
20/10/2006,460,462,451.15,458.95,867523
19/10/2006,465,465,449.5,452.35,848424
18/10/2006,463.8,464.95,461.1,462.45,240290
17/10/2006,470.1,470.1,460.1,461.5,519164
16/10/2006,467.75,472,461,467.3,722020
13/10/2006,468,471.9,461.9,462.75,518485
12/10/2006,469.7,469.7,456,463.9,280944
11/10/2006,472,472,459.5,460.35,348261
10/10/2006,470,475.4,464.05,465.3,352205
09/10/2006,475,477.5,468.8,469.7,707925
06/10/2006,482.8,486.25,478.25,480.55,868704
05/10/2006,488,492,481.1,482.8,366802
04/10/2006,518,538.8,482,483.6,823863
03/10/2006,485.05,491.25,480,487.05,546362
29/09/2006,452.55,489.8,452.55,484.65,431344
28/09/2006,482.5,486,476.25,478.95,796922
27/09/2006,469,484.8,464,481.65,1619285
26/09/2006,464,468,456.5,463.45,687705
25/09/2006,465.8,466.4,458,459.75,497217
22/09/2006,466.2,469,458.15,462.35,307452
21/09/2006,467.8,472.7,463,468,550629
20/09/2006,456,464.2,448,461.7,198987
19/09/2006,468,471.2,452.4,456.1,229486
18/09/2006,466.4,471.5,462.85,468.05,522833
15/09/2006,458,469,455,464.75,674040
14/09/2006,473.5,475.9,463.15,465.75,911308
13/09/2006,488,488,463.2,470.7,774501
12/09/2006,460,465,448.6,460.1,738436
11/09/2006,490,492.4,456.25,459.25,651430
08/09/2006,480,493.9,479.35,488.1,1372957
07/09/2006,482,485,473.1,479.35,691885
06/09/2006,468,486.45,466,481.3,1641154
05/09/2006,452.5,467.4,450.9,464.85,1626959
04/09/2006,447.9,454.4,446.5,452.2,308542
01/09/2006,442.9,448,438.25,445.1,772165
31/08/2006,441,445.5,435.5,438.45,1719005
30/08/2006,453,453,436.6,439.5,958569
29/08/2006,456,459.2,447.95,448.7,291957
28/08/2006,450,454,415.5,449.8,301319
25/08/2006,459,465.7,445.35,446.55,1126241
24/08/2006,452,459.9,452,456.05,511352
23/08/2006,461,467,456.1,458.55,436805
22/08/2006,453,465.75,449,461.35,625012
21/08/2006,457,459.45,444.05,449,372593
18/08/2006,465,466,453.05,455.9,290654
17/08/2006,483,484.75,460.15,462.7,514207
16/08/2006,481,490,476.1,479.25,323733
14/08/2006,475,486,474.1,480.35,186092
11/08/2006,473.9,475,467.2,473.15,134496
10/08/2006,469,475,466.6,470.75,153990
09/08/2006,496,498.8,462.45,468.25,159662
08/08/2006,465,467,460,463.2,92855
07/08/2006,470,470,460,461.5,87412
04/08/2006,456.1,468.8,455.1,464.45,187110
03/08/2006,464.9,471,453.1,455.15,170021
02/08/2006,445,459.95,445,458.3,106840
01/08/2006,450.4,451.9,443,448.7,64983
31/07/2006,451,456,446.5,452.75,250151
28/07/2006,447.8,454,441.05,447.75,217978
27/07/2006,452.1,456.5,443,447.9,476594
26/07/2006,449.05,454.9,443.05,451.25,274519
25/07/2006,439.6,451,439.6,448.35,366138
24/07/2006,435.1,443.5,425.5,439.6,380205
21/07/2006,435,446.8,425,439.8,416408
20/07/2006,435,440.7,417,438.2,377402
19/07/2006,438,438,405,410.8,358360
18/07/2006,421.6,429.8,417.1,423.25,354483
17/07/2006,445,446,419,421.6,287976
14/07/2006,444,451.5,435.1,448.75,225799
13/07/2006,449,454.9,441.6,443.8,190409
12/07/2006,442,458,422,447.9,217174
11/07/2006,455.1,459.95,450.5,454.2,69623
10/07/2006,447.5,461,444.9,459.2,151665
07/07/2006,470,475,446.1,453.25,223897
06/07/2006,479.9,480,465,469.4,306749
05/07/2006,452.9,483,450.25,479.35,450018
04/07/2006,457,464.8,449,454.5,192719
03/07/2006,456,464,448,455.05,163216
30/06/2006,449.1,461,445,453.5,417206
29/06/2006,449,456.8,434,438.85,982123
28/06/2006,432,450,426.15,443.7,257086
27/06/2006,448.8,448.8,424,436.85,371378
26/06/2006,465,468.8,440.25,444.65,210781
23/06/2006,452,473.75,452,465,622324
22/06/2006,474.9,479.2,462.1,469,534109
21/06/2006,454,470,444.3,465.05,500229
20/06/2006,443,464.8,433,444.3,611252
19/06/2006,440.1,476,435.1,443.45,200480
16/06/2006,452.9,457.45,441,444.25,440002
15/06/2006,440,469,432.05,435.3,748412
14/06/2006,420.6,438,411,428.65,541026
13/06/2006,420.1,422.9,393,414.6,521721
12/06/2006,435,444.4,411.5,425.65,586283
09/06/2006,376,439.75,370,431.45,1406627
08/06/2006,399,405,360,377.15,1827413
07/06/2006,435.45,438,388,404.9,1570641
06/06/2006,449,449,420,426.55,833611
05/06/2006,474,474,453,458.8,689861
02/06/2006,455,464,442.05,458.6,717878
01/06/2006,495,517,401,459.35,300338
31/05/2006,506.4,510,482.25,492.55,314412
30/05/2006,528,532,515,516.65,147506
29/05/2006,550,550,524.15,526.9,219825
26/05/2006,544.9,548,526.1,532.25,267046
25/05/2006,519.8,551,485,539.25,2310755
24/05/2006,551.4,557,520,526.55,266230
23/05/2006,510,556,470.05,549.7,437941
22/05/2006,540,545,455,513.95,823704
19/05/2006,551,579,501,511.25,691360
18/05/2006,590,590,521,536.4,549008
17/05/2006,593.8,598,584,596.45,258231
16/05/2006,575,595,530,588,1004552
15/05/2006,590,607.4,580,584.95,350354
12/05/2006,613.9,620,600.1,603.7,293707
11/05/2006,634.9,635,610,613.05,333017
10/05/2006,628,630.7,624.4,629,332881
09/05/2006,622,636.3,620.1,625.9,339877
08/05/2006,615,626,615,623.1,162592
05/05/2006,622.95,626,612.2,615,186812
04/05/2006,605,628,605,618.8,242296
03/05/2006,621,628.4,615,619.05,422224
02/05/2006,620,626.7,620,621.05,94156
28/04/2006,595.05,615,580,609.35,450055
27/04/2006,628,628,611.35,615.8,750166
26/04/2006,605,626.4,605,621.4,346469
25/04/2006,631.65,633.8,608.1,613.9,235011
24/04/2006,639,643,625.1,631.65,222117
21/04/2006,634.55,648,629,639.55,853527
20/04/2006,642,642,627.05,634.55,722420
19/04/2006,645.4,652.5,621.15,638.7,1255499
18/04/2006,625.4,640.5,620,638.95,519148
17/04/2006,603.1,620.9,590,619.3,459221
13/04/2006,618.6,618.6,577,601.9,804397
12/04/2006,628.25,636.45,610.05,616.55,698033
10/04/2006,629,634,610.55,627.1,450009
07/04/2006,639,650,612.5,620.6,1454394
05/04/2006,625.1,637.9,625.1,629.7,1406292
04/04/2006,620,624.9,612.05,620.1,1120583
03/04/2006,619,622,611.1,615.55,802020
31/03/2006,618.9,634.9,608.4,611.7,1358352
30/03/2006,613.9,622.95,608.4,611.9,458797
29/03/2006,608.45,615,605.35,611.7,451358
28/03/2006,614,615.9,601.05,606.75,319962
27/03/2006,610,620.85,610,613.65,417343
24/03/2006,601.9,610.7,601,608.45,383235
23/03/2006,620.5,621.9,596,600.3,1123522
22/03/2006,643,643,606.5,613.15,531631
21/03/2006,640,651.5,629.1,632.6,490258
20/03/2006,643.5,650,639,639.55,225998
17/03/2006,659.9,670,637.35,640.5,594735
16/03/2006,647,659,643,652.65,1152182
14/03/2006,643,649,638.25,645.1,1136797
13/03/2006,654,656.2,639.05,640.2,632146
10/03/2006,640,651,636,639.5,565747
09/03/2006,640.1,647.9,625.1,638.15,513338
08/03/2006,667.5,668.9,635.1,639.3,1128694
07/03/2006,653.95,660,649.35,653,965052
06/03/2006,639,665.4,638,654.75,1472630
03/03/2006,623.5,640,615.15,633.95,747301
02/03/2006,624,634.4,618.75,623.2,674846
01/03/2006,620,626.5,605.1,621.5,1174215
28/02/2006,615.2,624.45,605.05,620.25,919607
27/02/2006,625,632,610.5,613.9,427630
24/02/2006,625,632.4,611.1,613.05,707441
23/02/2006,608.2,619.85,605.55,610.5,1421492
22/02/2006,604.6,608.95,598.25,606.9,182970
21/02/2006,604.9,607.5,598,600.9,148679
20/02/2006,598.2,604.5,593.25,599.05,227711
17/02/2006,610.7,615.4,598,604.45,300125
16/02/2006,609.8,612,603.15,610.7,211266
15/02/2006,618,618,601,603.7,298249
14/02/2006,618.7,622.5,613.15,614.8,371741
13/02/2006,612,619.4,608.15,615.95,363622
10/02/2006,600.5,613,600.5,610.75,399005
08/02/2006,648.8,648.8,597.25,599.85,693744
07/02/2006,600,605.9,590.55,593.85,451624
06/02/2006,596,609.9,587,599.75,507192
03/02/2006,605,609.7,596,598.6,453981
02/02/2006,618.5,618.5,595.3,603.9,592934
01/02/2006,635.1,635.1,610.4,612.85,510026
31/01/2006,637.4,641.85,631.5,636,729270
30/01/2006,642,647.9,629,630.85,605337
27/01/2006,625,642,625,635.75,563884
25/01/2006,626.95,633.7,615,621.95,589692
24/01/2006,628.9,628.9,617.5,621.7,276573
23/01/2006,627.2,630,615.45,623.45,459558
20/01/2006,625,636.9,622,626.9,688019
19/01/2006,603,622.6,603,621,563696
18/01/2006,603.3,613.9,590.1,600.85,1102421
17/01/2006,613,623.9,589,603.3,748537
16/01/2006,599.7,617,594.1,610.45,832060
13/01/2006,595.8,606.4,592.65,595.5,487791
12/01/2006,595,601,586.4,592.15,668903
10/01/2006,616,616.8,596,600.55,624773
09/01/2006,618,624.4,615,617.8,1113015
06/01/2006,615,624,611.75,614.75,594986
05/01/2006,618.8,618.8,607.1,613.6,385649
04/01/2006,620,622.85,610.55,616.5,389357
03/01/2006,617.4,618.35,608.75,615.35,282997
02/01/2006,613.9,615.95,606,611.6,544493
30/12/2005,603,614.8,596.05,604.95,560090
29/12/2005,597,603.35,592,599.25,436129
28/12/2005,602.1,609.9,590.2,596.15,734114
27/12/2005,574,606.45,574,601.75,588899
26/12/2005,602,602,572.65,578.1,717749
23/12/2005,623.2,625,596.1,599.65,581597
22/12/2005,632.5,632.5,615.05,619.05,576425
21/12/2005,633,639,621.25,625.3,585767
20/12/2005,630,635.9,623,630.35,863734
19/12/2005,636,640.5,624,627,897822
16/12/2005,624.4,637,615.9,633.35,697174
15/12/2005,628,642.95,603,615.2,812189
14/12/2005,643.65,648,623.1,628.5,663716
13/12/2005,642,651,637.55,640.2,806122
12/12/2005,658.1,661.95,641.05,645.4,1149787
09/12/2005,634.8,658.8,632.05,656.2,2367062
08/12/2005,634,637.5,623.35,631.8,737162
07/12/2005,616,634.9,616,632.9,1289358
06/12/2005,605,629.9,586.9,616.4,1818053
05/12/2005,622,627.9,601.15,604.85,750886
02/12/2005,624.4,633.8,617.65,620.95,1271522
01/12/2005,580,622.8,580,619.55,1565826
30/11/2005,594,611.4,581.4,587.55,1409623
29/11/2005,578.5,594.7,571.3,590.1,892764
28/11/2005,583,583,570,578.8,750383
25/11/2005,557.9,560,550,553.75,530780
24/11/2005,555,557,545.2,549.8,679049
23/11/2005,544.5,552,541.4,548.9,426378
22/11/2005,550,560,540.55,544.6,612122
21/11/2005,577.9,578.5,548.4,552.15,434926
18/11/2005,573,583.4,570,574.9,1072191
17/11/2005,563,573.95,560.2,566.75,715545
16/11/2005,549,567.4,540,561.9,746060
14/11/2005,550,553.5,538.1,544.5,515428
11/11/2005,541,554.25,541,546.65,1407211
10/11/2005,535.1,540.1,533,539.7,243936
09/11/2005,538,540,520,534.5,172513
08/11/2005,538,540,533.05,536.95,222437
07/11/2005,529,540,522.25,538.3,237948
02/11/2005,520,530,516.05,527.45,173058
01/11/2005,524.6,531,515,517.3,56549
31/10/2005,508.55,518.05,505,515.75,210049
28/10/2005,520,520,500,503.85,431731
27/10/2005,544.4,544.4,495,504.2,1030712
26/10/2005,510,534.5,510,523,236890
25/10/2005,540,540,520.3,532.25,353263
24/10/2005,540.05,540.05,526.1,531.6,442935
21/10/2005,542.45,542.45,519,538.1,682851
20/10/2005,520,530.8,515,522.25,913170
19/10/2005,523.9,523.9,506.5,512.1,420476
18/10/2005,529.9,537.5,520,524.2,276014
17/10/2005,546.9,566,516.8,528,355332
14/10/2005,556,556,532,534.65,474780
13/10/2005,555.65,562,545.1,548.55,231820
11/10/2005,560,560,544.75,553.15,192178
10/10/2005,557,560.55,549,553.85,169824
07/10/2005,560.15,568,545.15,554.5,437157
06/10/2005,565,576.8,558.55,560.15,412556
05/10/2005,589.9,589.9,576.05,578.85,324981
04/10/2005,555.55,592,555.55,584.2,877164
03/10/2005,587,589,576.25,584.4,495080
30/09/2005,563.95,587,550.1,580.65,587189
29/09/2005,562,567,556,558.4,939427
28/09/2005,564.8,574.9,556.5,560.5,321248
27/09/2005,565,600,555.25,558.55,235921
26/09/2005,551,563,547.3,560.3,216975
23/09/2005,542,554,534,543.7,371929
22/09/2005,582.95,590,531.15,542.55,456204
21/09/2005,592.5,594,561.1,577.1,648731
20/09/2005,600.05,600.05,585.5,590.15,253939
19/09/2005,603,607,598.4,600.45,215775
16/09/2005,602.7,607.8,597.25,601.5,486455
15/09/2005,595,602,595,599.2,306897
14/09/2005,609,612.1,587,593.5,638832
13/09/2005,587,609.45,582.65,606.15,617584
12/09/2005,590,591.9,582.5,584.65,202607
09/09/2005,592.9,595,586.05,588.15,237934
08/09/2005,580.1,593,580,588.85,225479
06/09/2005,586.85,586.85,577.2,580.1,165902
05/09/2005,557,592.45,557,583.4,495770
02/09/2005,565,582.75,564,577.95,693188
01/09/2005,571.25,579,569.3,574.5,741800
31/08/2005,555,575,555,570.1,423041
30/08/2005,573,577,563.5,566.55,611234
29/08/2005,584,584,565,572.65,340057
26/08/2005,568.7,581.8,568.7,579.4,353830
25/08/2005,577,580.25,565,568.7,1090675
24/08/2005,570,577.4,560,572.75,554396
23/08/2005,605,605,565.05,568.05,536855
22/08/2005,598,604.9,581,584.1,603122
19/08/2005,601,605.85,593,595.35,254105
18/08/2005,609,615.8,598,600.7,397763
17/08/2005,603,609.95,593.55,606.25,503753
16/08/2005,622,648,600.1,602.75,552714
12/08/2005,623,623,607.5,609.1,425020
11/08/2005,624,630,615,618.6,432967
10/08/2005,620.1,624,613.05,619.4,539104
09/08/2005,630,643,612,614.85,567566
08/08/2005,647.5,657,627.15,629.4,463454
05/08/2005,637,658.75,588,647.35,1196259
04/08/2005,639.9,651.9,631.05,639.55,997068
03/08/2005,648,654.9,630.4,633.75,911042
02/08/2005,639.4,651.4,632,644.55,845772
01/08/2005,609,633.9,609,630.25,610529
29/07/2005,627.1,634.95,590.15,607.1,1172733
27/07/2005,685,685,627,631.8,223003
26/07/2005,642,642.6,629.05,631.65,198523
25/07/2005,646.05,650,640.2,642.45,218572
22/07/2005,631,647.45,631,645.6,452005
21/07/2005,651,651.9,632.2,634.65,396386
20/07/2005,651.85,659.9,643,645.6,504973
19/07/2005,665,675,645.1,650.5,2007923
18/07/2005,689,689,636.5,656.65,1143777
15/07/2005,624.8,635.9,624,632.45,427729
14/07/2005,621,629.85,615.2,622.65,404640
13/07/2005,628.8,628.9,615.1,619.5,203623
12/07/2005,625,635.9,617.3,624.15,299903
11/07/2005,632.5,636.6,626.05,627.9,294802
08/07/2005,640,641.45,620.3,625.65,521752
07/07/2005,650,652,622.95,628,583490
06/07/2005,659.7,659.7,630,648.2,611934
05/07/2005,655.1,659,636,639.25,638980
04/07/2005,650.1,661,645.5,654.75,855417
01/07/2005,630.05,653.95,629,650.05,1347504
30/06/2005,642,647.95,627.85,632.3,1799014
29/06/2005,631,639.4,623.2,636.65,1210182
28/06/2005,658,658,622.85,625.7,2061994
27/06/2005,648.9,663.6,636.1,640.65,2494120
24/06/2005,649,655,636,644.85,1997545
23/06/2005,652,668.75,642.5,646.2,3323122
22/06/2005,658,662.5,647.6,652.3,1078385
21/06/2005,605,679,567,655.7,3279025
20/06/2005,605,706.9,605,658.1,9511582
17/06/2005,595,596,578.1,592.3,479148
16/06/2005,587.15,599.7,583.1,590.55,526197
15/06/2005,588,589.9,580,587.15,349919
14/06/2005,577.95,587,568,583.15,392047
13/06/2005,573.25,577.9,566.25,572.55,285452
10/06/2005,577,581.55,566.5,572.2,480681
09/06/2005,578.7,578.7,570,574.95,1040379
08/06/2005,551.95,573.9,547.1,567.55,687364
07/06/2005,548,552,541.35,549.5,410366
06/06/2005,550.35,560.8,541.2,546.5,775579
03/06/2005,519.8,532.5,516.8,530.65,312963
02/06/2005,527.5,531.45,512,513.5,236709
01/06/2005,519.8,529.85,516.95,527.3,429742
31/05/2005,502,522.5,501,516.55,1539316
30/05/2005,501,505.5,498,500.6,349318
27/05/2005,489,507.7,485.05,497.05,292852
26/05/2005,485.5,488.4,480.1,484.8,194719
25/05/2005,481.6,489.4,481.6,485.5,138274
24/05/2005,488.9,500,483.5,484.95,99061
23/05/2005,487,504.4,480.6,484.5,98092
20/05/2005,483,485,473,477.1,171662
19/05/2005,514.4,514.4,480.1,482.7,166986
18/05/2005,488.5,491,485.05,488.15,133238
17/05/2005,502.45,503,482,488.35,122721
16/05/2005,499.1,504.3,498.6,499.65,47075
13/05/2005,499.1,501.25,496,499.75,172918
12/05/2005,497.95,501.9,497,497.9,71725
11/05/2005,500,504.8,496.1,498,108027
10/05/2005,497.35,508.5,494.35,498.7,260666
09/05/2005,500.6,503.9,493.15,495.4,256270
06/05/2005,499,499.9,486,495.45,208075
05/05/2005,502,502,489.1,491.2,345186
04/05/2005,482,492.45,482,489.3,66138
03/05/2005,489,491.85,480.15,482.7,56347
02/05/2005,503.9,503.9,475,487.8,75963
29/04/2005,475,494,475,480.55,104160
28/04/2005,490,496,475.6,480.65,239765
27/04/2005,495.2,503.8,475.55,495.4,151481
26/04/2005,498,504.9,498,501.65,93390
25/04/2005,515.6,515.6,496.15,502.2,104194
22/04/2005,513,513,502,504,122908
21/04/2005,500,506.95,496.1,504.25,268421
20/04/2005,500,503.5,494,498.4,177010
19/04/2005,502.1,504,491,495.8,272397
18/04/2005,508.3,508.3,490.8,494.4,246924
15/04/2005,547.95,547.95,503.4,508.2,408550
13/04/2005,526,526,512.25,513.85,377209
12/04/2005,522,525,519.1,523.5,111634
11/04/2005,527.5,528.9,516,519.85,111722
08/04/2005,532,534.5,525,525.7,139997
07/04/2005,535,544.4,530.15,531.95,402617
