Date,RELINFRA-EQ O,RELINFRA-EQ H,RELINFRA-EQ L,RELINFRA-EQ C,RELINFRA-EQ V
06/04/2005,535,538.5,532.25,534.8,199170
05/04/2005,559.9,559.9,530.25,532.85,219741
04/04/2005,544,560,539.15,544.25,361596
01/04/2005,531,543.8,527,540.05,164278
31/03/2005,541,547,525,529.9,773628
30/03/2005,531,544.05,518,537.5,128079
29/03/2005,536,541,525,528.45,96987
28/03/2005,540,542.9,534,536.15,147294
24/03/2005,544,558,528.15,531.95,333304
23/03/2005,530,559.5,515.5,537.25,788897
22/03/2005,535,541.95,527.5,532.8,184135
21/03/2005,539,542.9,533,535.25,112604
18/03/2005,536,540,531,536.55,99278
17/03/2005,539,545,531.15,535.55,116073
16/03/2005,549,555.55,535.6,539.1,336390
15/03/2005,568.7,568.75,547.2,549.5,216891
14/03/2005,578,579.8,564,565.65,52843
11/03/2005,586,595,572,575.7,98100
10/03/2005,582,586.1,575.25,580.1,83918
09/03/2005,598,600.05,575,580.85,252644
08/03/2005,580,601,580,588.75,291668
07/03/2005,563.1,594.85,563.1,586.15,300845
04/03/2005,561,568.8,558,564.8,89116
03/03/2005,551.2,559.95,551,557.55,123487
02/03/2005,557.5,561,550,551.5,100014
01/03/2005,563.25,564.5,553.15,556.7,100115
28/02/2005,556.4,567.5,547.3,564.55,253176
25/02/2005,560.5,568,548.15,551.55,115899
24/02/2005,551,566,551,563,149696
23/02/2005,559,563,551,558.2,151060
22/02/2005,554,559.4,544,558.35,134805
21/02/2005,562,562,546,548.45,129774
18/02/2005,535,562.85,535,558.3,86386
17/02/2005,555,558.9,550,555.15,215412
16/02/2005,565.1,570.8,545.1,553.8,104156
15/02/2005,575,575,563,565.95,140999
14/02/2005,577,582.4,570.1,574.85,115076
11/02/2005,570,581,560.25,573.7,193099
10/02/2005,574.5,576.9,566.5,570.1,49241
09/02/2005,575.25,579.9,572.1,574.5,71841
08/02/2005,572.05,580.5,568.5,575.45,143938
07/02/2005,584.05,586,560.1,570.15,181555
04/02/2005,583.65,587.9,574.1,580.3,338049
03/02/2005,563.55,584.9,563.5,580.45,337662
02/02/2005,562.5,574.95,558.65,563.45,439936
01/02/2005,530.05,565,530.05,562.6,521033
31/01/2005,534,554.8,527.5,552.95,703836
28/01/2005,504,599.25,501.1,519.85,268850
27/01/2005,491.25,502.5,491.25,499.8,268493
25/01/2005,498,498,488.5,490.85,220591
24/01/2005,504.9,510,492.1,498.65,211545
20/01/2005,511,513.8,501,505.65,246411
19/01/2005,500.1,516.8,493.2,507.5,1049665
18/01/2005,499,509.5,495,499,130344
17/01/2005,491,499.9,485.5,497.65,198507
14/01/2005,508,519,483.9,488.15,193490
13/01/2005,509,510.4,501,505.45,98855
12/01/2005,514.1,524.5,495,497.3,186580
11/01/2005,520.1,528.95,512.15,515.35,131904
10/01/2005,540.2,541.4,521,527.15,177302
07/01/2005,549,550,522.3,528.6,545039
06/01/2005,541,548,529.05,544.5,374585
05/01/2005,551,553.8,530.1,540.55,235525
04/01/2005,565,570,552,554.05,431293
03/01/2005,527,566,524.25,558.6,1117709
31/12/2004,526.05,528,522.4,524.75,113485
30/12/2004,535,535,521.25,524.35,365790
29/12/2004,525,534,522.1,530.15,235346
28/12/2004,528,529.95,525,526.9,166732
27/12/2004,549,549,510.55,526.1,535810
24/12/2004,541,543.9,525,530,296960
23/12/2004,531,541,531,535.6,250466
22/12/2004,527.9,541.7,500.05,532.05,598396
21/12/2004,525,530,522,525.8,321078
20/12/2004,518,527.9,452,522.65,619956
17/12/2004,513,537.9,511,517,1256824
16/12/2004,510,516.95,507,512.9,613487
15/12/2004,518,520.9,508.5,514.1,880600
14/12/2004,512.55,519.05,502,514.65,1215874
13/12/2004,504,514.2,435.65,510.75,2254631
10/12/2004,547,547,503,506.2,1439613
09/12/2004,545,547.8,535.35,541.3,348780
08/12/2004,570,574.45,545,546.8,427993
07/12/2004,560,569,555.15,559.2,376964
06/12/2004,580,583.9,565.3,569,271436
03/12/2004,575,584.85,571.55,581.3,457395
02/12/2004,575,576,568,572.9,437806
01/12/2004,574,577,564,566.35,660605
30/11/2004,569.9,576.9,556.7,560.65,2374978
29/11/2004,522,564.95,521.2,555.6,2755420
25/11/2004,583,589.05,541.05,549.25,1878688
24/11/2004,598,598,575,583.15,322253
23/11/2004,606.6,614,590.55,598.7,421009
22/11/2004,604.8,618,581,604.8,1285622
19/11/2004,625.1,627.85,615.25,620.5,260328
18/11/2004,625.5,631.5,622.1,629.2,111670
17/11/2004,630,631.8,624,626.7,186671
16/11/2004,630.1,633.5,625.2,629.95,72019
12/11/2004,639.9,639.9,630.05,634.6,10130
11/11/2004,630,640.7,630,636.65,54429
10/11/2004,631,636.5,629.5,631.9,26208
09/11/2004,635.6,638.95,630.4,633.25,76140
08/11/2004,642,645.5,633.25,635.6,179554
05/11/2004,653,653,636.5,639.1,81454
04/11/2004,645,652,640.25,644.9,645132
03/11/2004,632.1,639,630.15,637.05,114602
02/11/2004,633,634.15,630,631.45,96556
01/11/2004,628,634.7,620.05,632.8,99841
29/10/2004,630,633,625.15,627.15,67463
28/10/2004,638,638,624,631.55,367023
27/10/2004,635,636,623.1,629.4,88428
26/10/2004,617,633,615.1,629.5,98753
25/10/2004,630,635,601.5,620.6,372917
21/10/2004,642,644.9,636.5,638.05,141390
20/10/2004,652,658,636.1,639.1,425097
19/10/2004,649.6,652.5,635,648.65,190061
18/10/2004,644,657.9,643.1,645.3,265447
15/10/2004,644,650.5,644,646.2,181955
14/10/2004,661.5,661.5,641.25,651.05,91979
12/10/2004,655,662,653.6,658.35,130730
11/10/2004,665,667,656.05,659.85,331638
08/10/2004,667.9,668.8,658.4,662.35,229763
07/10/2004,625.85,670,625.85,665.1,288186
06/10/2004,684,688.5,662.5,670.3,348718
05/10/2004,675,690,670,685.05,336958
04/10/2004,642,678.8,642,670.15,283178
01/10/2004,638,643.7,633.5,642.5,52178
30/09/2004,639,642.9,626.4,631.55,279535
29/09/2004,628,641,628,637.1,68942
28/09/2004,632.1,640,629,631.9,85534
27/09/2004,626.1,637.4,626.1,636.15,51976
24/09/2004,640,647,625,636.55,173266
23/09/2004,647.9,684.5,638.1,639.9,123246
22/09/2004,640,653.8,640,647.75,264568
21/09/2004,632,639.95,632,637.55,201886
20/09/2004,634.05,644,630.6,633.45,342349
17/09/2004,625.25,644.5,625.25,635.7,358829
16/09/2004,625.1,635,550,631.6,155879
15/09/2004,634.8,634.8,605,627.45,106266
14/09/2004,623,637.8,623,629.35,128033
13/09/2004,630.25,640,630.25,634.1,70384
10/09/2004,635,640.5,630.1,636.3,103694
09/09/2004,633,639,622,634.75,156919
08/09/2004,578,638,578,631.4,228961
07/09/2004,640,647.8,632,633.55,336676
06/09/2004,644.45,647.8,634.2,636.55,89694
03/09/2004,640,649,631.15,640.25,187570
02/09/2004,647,647,635.05,638.2,142684
01/09/2004,660,660,644.05,647.05,144591
31/08/2004,660,664,645.2,653.3,194106
30/08/2004,648,665,641,659.75,171863
27/08/2004,655.95,656,640.25,643.35,73571
26/08/2004,640.1,660,640.1,655.95,362872
25/08/2004,622,655.9,612,647.35,439190
24/08/2004,624,627,603,621.1,165278
23/08/2004,599,607,590.25,601.95,118156
20/08/2004,606,608.5,597.6,600.65,57901
19/08/2004,604,611,602.25,606.9,167926
18/08/2004,596,607.05,591.2,601.35,254924
17/08/2004,588.95,607.2,582.2,597.45,221767
16/08/2004,583,590,583,587.5,64152
13/08/2004,583,590,583,587.5,64152
12/08/2004,584.15,593.3,584.15,588.3,89682
11/08/2004,590,594.8,583.15,587.85,146860
10/08/2004,588.2,592.95,580.1,591.65,206608
09/08/2004,583.95,591.95,577.1,588.55,65451
06/08/2004,580,588,575,580.25,147764
05/08/2004,576,587.75,556,583.8,120392
04/08/2004,502.3,589.9,502.3,584.1,86225
03/08/2004,585.5,597,582.15,587.3,108443
02/08/2004,585,594.6,578,588,72315
30/07/2004,590,590,576.1,583.75,74332
29/07/2004,571,592.15,571,579,699057
28/07/2004,566,588,566,579.45,111688
27/07/2004,585,593.95,578.05,584.2,192675
26/07/2004,567.5,593,497,588.8,117964
23/07/2004,585.75,594.95,585,589.4,143990
22/07/2004,582,590,571.05,583.65,325799
21/07/2004,572,580,570.6,576.8,147991
20/07/2004,568,574,568,569.5,94775
19/07/2004,569.7,578.8,568.1,571.25,102629
16/07/2004,572,573.9,565,569.65,158320
15/07/2004,572,577.9,568,571.25,277101
14/07/2004,579,582,557,578.75,323993
13/07/2004,573,582.9,555.5,578.3,152373
12/07/2004,551,570.6,531,566,136948
09/07/2004,535.05,565.4,535.05,563.2,120803
08/07/2004,652,652,550.5,558.15,431291
07/07/2004,570.2,585.6,563,566.85,325101
06/07/2004,568.1,575,561.55,573.25,227638
05/07/2004,570,574.9,566.9,568.25,147673
02/07/2004,568,575,564.15,568.2,388828
01/07/2004,565,577.8,560,569.4,557097
30/06/2004,579,580,565,566.85,231158
29/06/2004,562,581.2,555.1,572.9,841634
28/06/2004,554.1,563,548.6,556.35,394933
25/06/2004,548,563,541,559.2,478015
24/06/2004,538,554.95,533,550.35,965941
23/06/2004,532,542.85,532,538.1,729107
21/05/2004,520,544,498.1,521.55,480751
20/05/2004,590,590,510.1,524.45,252276
19/05/2004,575,594.9,558.65,569.1,409181
18/05/2004,484,579,484,567.3,491176
17/05/2004,699,699,425.55,476.5,387641
14/05/2004,720,720,630.1,647.05,299254
13/05/2004,680,743,660.1,708.6,421621
12/05/2004,703.2,720,680.25,701,196089
11/05/2004,723,723,694.5,701.25,238359
10/05/2004,715,740,703,721.85,125328
07/05/2004,728.1,731.05,600,724.3,151997
06/05/2004,742,745,730.25,733.75,67239
05/05/2004,724,739.8,724,733.1,172828
04/05/2004,720,729,716.2,724.9,310395
03/05/2004,716,725,700.4,715.25,184083
30/04/2004,734.4,741.8,714.6,724.1,195029
29/04/2004,750,751.9,728,732.4,520043
28/04/2004,763.25,774.4,746,749.9,213817
27/04/2004,779,779,750,759.2,247450
23/04/2004,790,796.8,771,779.45,299265
22/04/2004,783.05,794,776.15,789.4,224519
21/04/2004,752.25,797.1,752.25,782.85,392493
20/04/2004,762.25,763,725,751.6,154971
19/04/2004,781,784.75,754.65,762.8,159314
16/04/2004,779,788,765,776.35,463923
15/04/2004,779.4,787,766.5,769.3,230268
13/04/2004,773,780,751.25,771.85,330584
12/04/2004,787,795,773,775.3,179331
08/04/2004,778.8,792,772,781.35,197821
07/04/2004,792.5,796,768.5,774.85,165354
06/04/2004,804,815,781.6,788.85,496285
05/04/2004,800,811.9,791,802,327436
02/04/2004,761.15,807.8,761.15,797.9,475772
01/04/2004,769.9,773.8,757.25,763.5,246703
31/03/2004,750,770,744,764,226661
30/03/2004,758,760,746.25,750.45,153667
29/03/2004,758,764,746.2,754,176356
26/03/2004,744.4,762,740,755.1,245212
25/03/2004,737,744.3,731,734.5,359132
24/03/2004,725,748,714.55,735.75,364093
23/03/2004,711,727.4,691.3,721.75,342737
22/03/2004,710,721.7,704,708.15,413413
19/03/2004,700,714.4,694.15,708.8,386300
18/03/2004,710,713.45,693.3,700.4,459178
17/03/2004,727,730,698.3,706.6,459316
16/03/2004,732,738.7,712,719.05,362332
15/03/2004,745,755.9,712,728.05,743895
12/03/2004,736,744,722.5,740.3,577836
11/03/2004,764,779.45,731.35,739.6,528219
10/03/2004,770,786.05,761,771.45,525569
09/03/2004,772,790.9,761.15,773.05,764465
08/03/2004,798.8,810,770.1,773.75,723937
05/03/2004,808.8,814.9,795.15,803.1,757603
04/03/2004,792,818.4,715,810.85,1357035
03/03/2004,789,816.65,778.65,798.9,1596339
01/03/2004,745,795,740.15,775.65,1068941
27/02/2004,718.4,745.5,706.2,742.95,959051
26/02/2004,697,719.7,697,707.45,888414
25/02/2004,705.6,724.7,695.15,706.05,1065335
24/02/2004,698,714,675.4,700.2,1111320
23/02/2004,666,706,656,699.35,1440177
20/02/2004,640,667.3,619.25,655.15,774926
19/02/2004,660.2,673,635.15,639.3,575112
18/02/2004,664,678.5,660,667.75,399707
17/02/2004,666,666,655,663.15,388244
16/02/2004,641,672.7,632.35,666.85,816263
13/02/2004,635,643.85,628,640.95,393243
12/02/2004,630,638,623,628.15,354786
11/02/2004,600,636,544,626.85,702887
10/02/2004,611,635,607.25,629.9,1228443
09/02/2004,587,613.9,581.15,609,774576
06/02/2004,570,583,567,578.45,499720
05/02/2004,579,582.25,556,566.85,495644
04/02/2004,551.5,580.5,547,573.2,613656
03/02/2004,543,551.85,523,544.1,615576
30/01/2004,559,562.4,535.15,538,523917
29/01/2004,536,566,536,550.45,574330
28/01/2004,560,569,530.1,535.1,480986
27/01/2004,518.05,563,507,558.7,463747
23/01/2004,489,520,483,516.1,423469
22/01/2004,524.5,542,473.1,478.3,552374
21/01/2004,537,544.4,491.4,501.5,691618
20/01/2004,540,560.25,520,526.75,539863
19/01/2004,525,542,505.55,536.9,484076
16/01/2004,545.05,561.7,502,522.85,434930
15/01/2004,581.1,584.8,540.25,545.3,312080
14/01/2004,575,582.5,566.6,577.25,634890
13/01/2004,565,571.9,531.25,567.2,221215
12/01/2004,580,585,558,565.8,314199
09/01/2004,547,591,545,572.7,1032749
08/01/2004,521,534.75,515.05,532.3,328833
07/01/2004,508.15,518,505.05,515.1,166305
06/01/2004,505,527.5,505,515.3,269219
05/01/2004,528,529.9,510.5,515.55,251040
02/01/2004,514,527.5,513.1,522.65,596631
01/01/2004,513.5,521,510.25,513.9,474045
31/12/2003,491.05,515.1,491,510.85,532103
30/12/2003,508,515,492,499.05,389559
29/12/2003,501,509.3,498,506.35,298117
26/12/2003,485.5,501.9,483,495.35,330000
24/12/2003,479,488,478,484.7,272795
23/12/2003,494.5,495.85,474,475.5,225788
22/12/2003,475,493,475,490.9,355186
19/12/2003,479,485.8,472,477.6,388002
18/12/2003,473,477.2,466.1,471.05,284147
17/12/2003,478.5,478.5,466,468.6,225008
16/12/2003,465,486,465,472.7,819988
15/12/2003,473,473,461.7,463.2,119581
12/12/2003,472,478,462.6,468.6,132801
11/12/2003,476,478.5,450.05,471.5,289373
10/12/2003,466.8,482.5,457,473.6,885985
09/12/2003,445,468,441.8,465.15,426007
08/12/2003,447.5,450,433,440.9,136750
05/12/2003,460,467.5,445.05,447.05,125721
04/12/2003,465,469.75,455,460.55,294197
03/12/2003,465.25,470.85,462.5,464.9,248571
02/12/2003,470.4,473.9,458.7,465.1,288947
01/12/2003,459.25,469,455.9,465.9,253751
28/11/2003,451,460,450,455.7,342345
27/11/2003,451.85,460.5,444.15,446.05,689541
25/11/2003,450,453.45,445.05,449.45,171684
24/11/2003,449.1,453.9,445.3,447.6,252056
21/11/2003,428,448,425.1,444.95,540315
20/11/2003,452,455,425.1,429.55,491056
19/11/2003,470,470,447.25,449.95,474827
18/11/2003,480,484,466.65,471.1,238342
17/11/2003,471,483,465,477.6,226136
14/11/2003,470.1,473.7,462,467.55,185564
13/11/2003,481,481,465,470.35,218654
12/11/2003,481.9,482.45,472.9,474.6,271589
11/11/2003,485.95,489.9,474.5,477.65,362102
10/11/2003,464.6,480,461.2,473.95,299961
07/11/2003,475.5,477.9,463,467.85,190523
06/11/2003,478,486.35,472,475,458218
05/11/2003,485,489,466.2,473.25,621416
04/11/2003,496.9,498.25,477,483.75,715766
03/11/2003,484,500,483.25,494.45,938439
31/10/2003,451,482,448.85,478.45,942421
30/10/2003,420,452,418.2,446.9,757391
29/10/2003,412.15,430,408.5,416.5,407747
28/10/2003,419,419,408.5,410.85,225300
27/10/2003,432,432,410,412.55,225403
24/10/2003,411.7,432,405,430.1,349779
23/10/2003,413,416.8,407,410.05,345198
22/10/2003,411.5,416.05,405.25,413.5,298577
21/10/2003,419,423,409,412.5,351196
20/10/2003,422,433,417.5,420.25,338437
17/10/2003,418,423,416.1,420,196096
16/10/2003,425,436,417,420.75,361410
15/10/2003,413.1,426,405.15,422.9,1483690
14/10/2003,431,433.9,410,411.7,449489
13/10/2003,439,444,427.5,430.45,296572
10/10/2003,423,441.9,415,439.55,489550
09/10/2003,410.25,423,410.25,421.3,279080
08/10/2003,408,416.95,404,409.2,257714
07/10/2003,410,414.2,392.5,405.6,520926
06/10/2003,387,411,383.15,408.2,849675
03/10/2003,375,384.4,374,382.45,333595
01/10/2003,377,380,370.5,373.7,388696
30/09/2003,380.05,384.75,375.1,377.95,274043
29/09/2003,364.9,379,359.75,376.2,483417
26/09/2003,352.5,361,352.5,359.85,175700
25/09/2003,334,358,334,350.3,574578
24/09/2003,349,358,347,356.15,253565
23/09/2003,335.2,351,330,347.1,240638
22/09/2003,346,346,333,335.2,125103
19/09/2003,329.9,344.8,328,338.65,590866
18/09/2003,341,345,325.6,328.15,197742
17/09/2003,359,362,344.15,347.3,164057
16/09/2003,343,358,330.1,355.2,254640
15/09/2003,361.8,361.8,340,344.05,166599
12/09/2003,373,374.8,355.6,357.2,224282
11/09/2003,371,372.9,364.7,369.7,467195
10/09/2003,360,370,357.45,366.55,397017
09/09/2003,361.95,369,355.25,360.55,714831
08/09/2003,359.1,361.85,354,356.5,280616
05/09/2003,352,358.5,347.2,356.75,329708
04/09/2003,349,353.15,335.1,343.35,256226
03/09/2003,400,400,342.6,345.95,381382
02/09/2003,356.1,364,350.55,357.3,668252
01/09/2003,338.5,354,335,350.95,418012
29/08/2003,328.05,339,326,333.5,658459
28/08/2003,333,333,322,325.05,412938
27/08/2003,370,370,328.1,331.65,525529
26/08/2003,312.55,334.65,312.55,332.3,706018
25/08/2003,329.5,334,303,314.3,942135
22/08/2003,312.25,328.85,311.65,327.05,1231166
21/08/2003,306.95,315.75,305.1,313,401783
20/08/2003,306,309.5,304,305.6,249469
19/08/2003,315.05,317.3,304.1,305.5,473164
18/08/2003,312.5,314.5,309.1,310.4,590841
14/08/2003,314.9,315.7,308.05,310.6,254158
13/08/2003,313.9,315.6,307.05,311.1,418341
12/08/2003,314.1,316.9,309,311.5,597497
11/08/2003,307,316.75,305.6,312.55,1397305
08/08/2003,291.05,308.5,290.25,305.4,1261670
07/08/2003,289.8,290.85,283,289.35,233745
06/08/2003,285.35,292,282.1,283.8,187224
05/08/2003,301,301.9,288,289.35,554946
04/08/2003,285,298.05,285,295.35,350698
01/08/2003,278,287,278,284.95,238868
31/07/2003,288.5,291.05,275.8,282.55,902355
30/07/2003,292,293.4,286,286.9,200951
29/07/2003,290,296,286.1,288,385035
28/07/2003,289,295.55,285,289.1,552077
25/07/2003,278.5,288.5,276.6,287.4,518734
24/07/2003,274.95,279,271.05,277.6,196972
23/07/2003,277.5,279.65,266.1,272.05,147998
22/07/2003,277,282.25,271.5,273.5,148626
21/07/2003,285,287,275.1,277.7,148175
18/07/2003,282.9,289.7,281.15,284.9,198697
17/07/2003,297,301,283.5,287.35,249872
16/07/2003,292,296,288.2,293.5,201317
15/07/2003,300,301.6,284.5,290.7,320601
14/07/2003,293.45,302.4,289.2,298.8,438328
11/07/2003,293,304.2,288.05,293.9,697182
10/07/2003,288.9,294.05,284.55,290.15,495286
09/07/2003,297.9,297.9,286.1,288.65,348669
08/07/2003,294.9,301.25,292.3,296.2,1051107
07/07/2003,284,295.75,279,290.7,1096670
04/07/2003,283.9,285.1,280.1,281.45,272012
03/07/2003,282.05,285.95,280.65,282.3,342145
02/07/2003,282.4,287.4,279.15,280.9,321221
01/07/2003,283,294.35,279.5,282.3,770473
30/06/2003,282,287,279,280.1,370090
27/06/2003,281.4,285,274.1,280,423542
26/06/2003,286.4,288,276.1,277.8,872085
25/06/2003,285,288.7,283,284.85,511279
24/06/2003,286,293,282.5,284.9,659163
23/06/2003,298,301.95,285.55,287.85,791657
20/06/2003,285,298,281.6,295.5,967201
19/06/2003,269.95,287.95,269.35,284.15,2271384
18/06/2003,262,276,261.5,268.9,2257667
17/06/2003,260.3,267.45,258,263,346864
16/06/2003,262,268,258.1,260.1,159972
13/06/2003,270.95,270.95,260.1,261.95,292102
12/06/2003,262,273.5,256.9,270.35,1132963
11/06/2003,231.75,262,231.75,259.1,1717962
10/06/2003,230,234.2,225.8,229.9,325622
09/06/2003,223.5,226.5,221,225.65,110997
06/06/2003,217.6,223.85,217.55,220.4,47305
05/06/2003,218.4,220.9,218.3,219.1,58911
04/06/2003,223,224.75,218,220.8,28512
03/06/2003,223,224.75,221,223.6,124275
02/06/2003,220.45,223.45,219,222.85,112334
30/05/2003,216,222.3,215.5,217.65,104547
29/05/2003,223,223.4,214.05,214.9,162388
28/05/2003,226,227.4,224.1,226,29949
27/05/2003,229.25,229.25,227,227.85,51908
26/05/2003,227.35,230,227.15,228.85,34263
23/05/2003,240,240,228,228.55,27178
22/05/2003,225.25,232.3,225.25,230.9,33802
21/05/2003,232.5,233.5,228.1,230.05,95047
20/05/2003,218.2,233,217.65,230.75,112466
19/05/2003,216.5,218.85,216.3,218.55,28403
16/05/2003,221,222.4,217.5,218.6,26028
15/05/2003,218.4,220.9,216.7,219.85,15771
14/05/2003,217.4,218.35,216.15,217.95,14312
13/05/2003,216.1,219,216.1,217.9,16657
12/05/2003,214.1,218.65,214.1,216.55,21915
09/05/2003,215.1,217,212.15,215.9,14333
08/05/2003,216.9,219,212.9,213.55,32672
07/05/2003,215,219.35,215,216.6,21874
06/05/2003,225,225,218.05,218.65,35532
05/05/2003,220,226,217.8,222.15,41484
02/05/2003,218.3,224,218.3,219.6,60081
30/04/2003,219,223.5,219,222.6,79576
29/04/2003,214.1,224,214.1,221.65,32644
28/04/2003,222.8,222.8,216,218.5,33460
25/04/2003,219,220.5,217,217.8,18627
24/04/2003,218.3,223,215,217.45,103620
23/04/2003,220.5,225.2,220.5,223,54218
22/04/2003,217.1,224.8,212,220.05,67500
21/04/2003,220,225,220,222.45,26864
17/04/2003,222,226.9,217.05,220,37449
16/04/2003,221.15,224.4,220.1,222,15981
15/04/2003,225.2,227,223.55,224.6,14908
11/04/2003,226.8,226.8,219,224.1,43735
10/04/2003,220.75,226.4,218.4,221.05,80256
09/04/2003,221.7,223.45,218.05,219.6,36438
08/04/2003,220,220.85,217.05,220.2,19940
07/04/2003,217,221.2,216.2,220.65,21663
04/04/2003,216.2,221.9,215.5,219.7,28491
03/04/2003,219.85,219.85,215,217.25,12635
02/04/2003,219,222,214.5,216.3,7090
01/04/2003,211.05,217,211.05,215.15,12308
31/03/2003,209,217.45,205.3,215.45,41486
28/03/2003,205,210.95,205,207.35,42368
27/03/2003,216.95,216.95,205.3,208.95,97066
26/03/2003,215.25,217.7,211.3,215.25,21232
25/03/2003,215,218,213.1,215.8,19300
24/03/2003,214.75,217.35,213.7,215.1,14217
21/03/2003,213,218,213,215.3,30181
20/03/2003,221,221,216,218.1,17736
19/03/2003,217.4,224.75,210,220.55,60496
17/03/2003,212.9,214.8,210.55,212.1,26066
13/03/2003,213,217,210,214.7,12664
12/03/2003,212.5,219,210.1,210.6,16290
11/03/2003,212,220,210.15,211.2,25327
10/03/2003,220,224,210,212.05,31861
07/03/2003,220,220,213.5,217.25,24930
06/03/2003,227,227,220,221.3,16516
05/03/2003,229.7,230.95,223.4,224.55,31970
04/03/2003,226.5,231.75,224.5,225.55,30382
03/03/2003,229,232.5,228.5,229,38059
28/02/2003,235,237.95,190,229.2,124384
27/02/2003,236,236,232.05,233.25,57408
26/02/2003,233,235.75,231.4,233.9,146652
25/02/2003,235.9,235.9,232.5,233.25,32346
24/02/2003,227.5,237.5,227.5,234.75,163185
21/02/2003,228.55,231,228,229.7,17186
20/02/2003,233,234,228.1,229.1,36743
19/02/2003,232,234.75,230.4,231.5,44123
18/02/2003,232.55,235,230,230.6,66045
17/02/2003,223.65,233.4,223.65,231.1,104135
14/02/2003,212.85,223.7,212.85,223.05,18340
12/02/2003,220.05,223.3,220.05,221.55,8089
11/02/2003,223.5,225,223.1,223.15,14521
10/02/2003,224,225.5,223,224.95,75745
07/02/2003,222,224.8,221.7,223.95,60407
06/02/2003,221.8,222.7,221.75,222,43025
05/02/2003,224,224.35,221.3,221.9,49474
04/02/2003,225.5,225.5,221.6,222.05,32909
03/02/2003,220,226,220,223.5,45765
31/01/2003,223.4,224,221,221.95,1128670
30/01/2003,222.8,224.8,220.25,221.05,75913
29/01/2003,224.8,225,221,222.95,937969
28/01/2003,222.8,226,222.8,225.55,52364
27/01/2003,221.1,225.95,221.1,224.95,41685
24/01/2003,224.5,226.25,224.25,224.7,28957
23/01/2003,227.2,227.2,223.55,224.45,29257
22/01/2003,227.4,227.95,225.45,227,152688
21/01/2003,228,228,224.5,226.8,124012
20/01/2003,222,230.85,220,226.45,173663
17/01/2003,223.2,224.5,221.7,222.4,52392
16/01/2003,223.45,223.45,221.25,222.25,28709
15/01/2003,221.1,222.4,220.75,221.9,22571
14/01/2003,224,224,221.25,221.8,34570
13/01/2003,223.9,223.9,222,222.15,12521
10/01/2003,223,265.45,221,222.85,24215
09/01/2003,221,223,220.2,222.4,17660
08/01/2003,219,224,219,221.05,35123
07/01/2003,217.2,220.25,217.2,219.2,16602
06/01/2003,220,222.5,219.3,219.85,45766
03/01/2003,220,224.15,218,218.25,34427
02/01/2003,221.9,222.95,221.6,221.7,12105
01/01/2003,221.6,223.5,221.1,222.3,13536
