Date,WONDERLA-EQ O,WONDERLA-EQ H,WONDERLA-EQ L,WONDERLA-EQ C,WONDERLA-EQ V
10/11/2014,311.7,316.3,307.5,308.3,444351
07/11/2014,329.7,334.65,308,310.9,1209081
05/11/2014,317.4,330,316,327.9,967008
03/11/2014,309.4,317.35,307.65,315.55,311464
31/10/2014,310.3,313.45,305,306.6,277250
30/10/2014,312.1,316.7,305.1,308.55,144539
29/10/2014,319,319.9,309.5,311.8,144074
28/10/2014,316.1,320.8,315.45,316.9,152279
27/10/2014,319.95,324.9,314.2,316.6,364091
23/10/2014,317.9,319.9,317.05,318.4,111601
22/10/2014,318,318.85,313.2,314.95,119456
21/10/2014,315,319.95,312.25,314.55,373220
20/10/2014,316,319.8,311.6,314.65,283093
17/10/2014,309.95,317.3,308.15,310.3,323691
16/10/2014,304.75,323,301.3,305,889750
14/10/2014,293.1,315.6,293.1,307.4,942576
13/10/2014,290,296.9,290,292.7,166880
10/10/2014,292.55,294.65,288.5,290.15,151009
09/10/2014,289.65,302.3,289.65,295.55,526038
08/10/2014,291.85,294.85,288,289.5,109260
07/10/2014,285,296.4,284.15,291.85,239386
01/10/2014,288,292.5,286.55,287.55,151717
30/09/2014,297.4,297.4,285.6,287.95,174186
29/09/2014,290.1,301,288.5,295.4,571805
26/09/2014,285.45,299.8,284,288.1,589483
25/09/2014,287.2,290.5,285,285.75,386305
24/09/2014,306.1,307.25,285.1,287.8,442174
23/09/2014,318.55,321.7,304,305.1,307949
22/09/2014,320.2,328.8,315.65,318.95,453439
19/09/2014,301.4,324.85,296,317.95,1006384
18/09/2014,291,303.4,285,299.1,374929
17/09/2014,298.65,299.7,282.65,291.05,347719
16/09/2014,314.65,316.6,280.1,294.9,593292
15/09/2014,312.1,321.8,310.5,313.8,353238
12/09/2014,321.7,323,312,314.1,292015
11/09/2014,318.8,325.8,316.5,320.4,378214
10/09/2014,314.65,331.65,311.55,319,1028147
09/09/2014,321.5,322,313,315.3,281171
08/09/2014,317.5,322.7,315,319.6,417490
05/09/2014,308.1,320,307.55,315.45,585230
04/09/2014,310,315,303,307.55,382194
03/09/2014,314.35,321.7,308,310.75,569020
02/09/2014,319.95,323.9,311.35,312.9,469203
01/09/2014,323.8,329.4,314.5,318.8,517362
28/08/2014,335,343,311.6,321.35,785241
27/08/2014,329.2,341,327.1,333.75,793080
26/08/2014,341.5,355.5,324,326.8,2115101
25/08/2014,312.3,349.8,311.55,338.45,2144539
22/08/2014,314.4,316.7,305.55,311.45,691512
21/08/2014,298.6,315,295,311.9,999735
20/08/2014,284.5,311.9,283.7,297.75,1358113
19/08/2014,291.4,293.7,282.5,284.1,344070
18/08/2014,286.9,294.4,282,290.05,728765
14/08/2014,264.25,298.8,264.25,287.05,2423521
13/08/2014,249.2,265.65,246.5,260.6,974798
12/08/2014,238.35,252.5,238.35,249.25,995595
11/08/2014,235,243.6,233.4,236.7,610901
08/08/2014,223.5,234.7,214.3,230.75,1139867
07/08/2014,222.1,229.9,222,226.05,162282
06/08/2014,217.7,224.8,217.5,223.7,250454
05/08/2014,220.7,222,216.1,217.35,99935
04/08/2014,218.25,224.45,218,219.1,100583
01/08/2014,217,227.9,213.55,216.7,234291
31/07/2014,221.7,222,217.5,218.35,56986
30/07/2014,219.95,222.95,217.5,220.4,77840
28/07/2014,221.3,222.3,217.5,219.25,65047
25/07/2014,223.35,226.9,218.5,219.95,125414
24/07/2014,222.85,228,221.5,225.05,102551
23/07/2014,228,229.55,217.5,221.75,192323
22/07/2014,231.5,233.85,224.75,226.75,120208
21/07/2014,231.45,233.95,228.6,229.55,65878
18/07/2014,229,237.35,227.2,229.7,216471
17/07/2014,226.65,233.05,224.2,231.15,207587
16/07/2014,225.1,229.9,224,225.15,148874
15/07/2014,218,225,217.5,223.45,160929
14/07/2014,217.45,221.75,213,216.25,119479
11/07/2014,222.8,227,213,215.2,200754
10/07/2014,215.2,233,209,221.2,366424
09/07/2014,224.3,225.5,213,215.8,290532
08/07/2014,245.9,245.9,220.1,223.2,422100
07/07/2014,240.5,253.8,238.25,245.3,1084776
04/07/2014,222.6,242.4,220.6,238.9,1626900
03/07/2014,214.35,227.9,212.5,220.6,1115916
02/07/2014,215.45,217,212.1,213.15,172607
01/07/2014,214.95,218.4,212.5,213.75,240257
30/06/2014,200.85,217,200.2,213.4,813777
27/06/2014,201.85,202.95,198.1,199.4,60656
26/06/2014,202.7,205,200.2,200.8,92395
25/06/2014,203.4,205,200.6,201.65,56455
24/06/2014,203,207.4,201.85,202.3,103816
23/06/2014,202.6,203.6,200,202.15,81191
20/06/2014,202,203.7,200,201.95,125540
19/06/2014,205,206.65,200.05,202.15,125214
18/06/2014,205,208.75,200.1,204,212023
17/06/2014,201.4,206.2,199,204.2,227130
16/06/2014,205.65,205.65,194.4,198.4,249029
13/06/2014,212.4,214.9,202.3,204.15,259361
12/06/2014,209.5,215.9,206.2,210.3,275639
11/06/2014,215.4,220,204.3,209.6,506516
10/06/2014,217,217.9,210.5,213.9,359634
09/06/2014,214.45,222.5,213,216.15,615591
06/06/2014,203.65,219,200,212.85,1463552
05/06/2014,201,202.95,198.5,200.3,296875
04/06/2014,204.95,206.7,198.15,200.05,226793
03/06/2014,203.45,209.65,200.15,203.95,309009
02/06/2014,204.85,204.9,196,201.05,464566
30/05/2014,214.8,216.75,202.5,203.95,471776
29/05/2014,214.5,221.4,205.65,212.6,969082
28/05/2014,216.8,226,208.65,209.9,1248363
27/05/2014,194.6,223,187,215.7,2749751
26/05/2014,195,206.9,184,193.85,902637
23/05/2014,206.2,207.95,191,193.7,1066598
22/05/2014,188.4,193,188,192.85,302617
21/05/2014,183.7,183.85,175.35,183.85,239704
20/05/2014,165.15,175.1,163,175.1,396483
19/05/2014,171,174.5,163,166.8,575598
16/05/2014,184.7,186.9,169.35,170.7,368799
15/05/2014,182,185.3,176,178.25,769972
14/05/2014,174.9,176.5,169,176.5,262239
13/05/2014,160.05,168.1,159.05,168.1,498789
12/05/2014,159.8,163.65,157.5,160.1,365222
09/05/2014,160,168,152.2,157.8,3454392
