Date,TATAMTRDVR-EQ O,TATAMTRDVR-EQ H,TATAMTRDVR-EQ L,TATAMTRDVR-EQ C,TATAMTRDVR-EQ V
18/03/2011,127.07,128.56,123.51,124.69,1333190
17/03/2011,127.27,129.38,125.9,126.7,765410
16/03/2011,127.69,130.63,126.7,129.19,414509
15/03/2011,128.65,129.34,125.69,126.22,777445
14/03/2011,131.63,131.63,128.87,130.43,1261003
11/03/2011,131.07,135.92,128.65,131.54,1786971
10/03/2011,132.62,133.79,130.83,132.25,532192
09/03/2011,130.63,134.54,128.85,133.68,1318786
08/03/2011,126.27,130,126.27,129.35,1018469
07/03/2011,128.66,128.95,124.7,126.88,838244
04/03/2011,132.22,133.6,128.46,131.12,2075588
03/03/2011,127.07,132.59,122.77,130.66,2245935
01/03/2011,120.48,128.46,120.44,127.75,2249159
28/02/2011,120.97,125.08,116.11,119.14,3442477
25/02/2011,119.15,121.73,117.02,120.61,5606521
24/02/2011,124.7,125.27,114.13,116.44,5469998
23/02/2011,126.61,129.34,124.1,124.88,987877
22/02/2011,130.93,130.93,125.51,127.12,1677402
21/02/2011,135.78,135.78,128.07,131.47,835389
18/02/2011,142.02,143.08,134.1,134.71,1011795
17/02/2011,141.94,142.31,140.13,141.32,1004312
16/02/2011,144.47,145.08,140.33,141.95,1655511
15/02/2011,146.31,146.32,140.18,144.02,2313070
14/02/2011,149.44,149.44,140.53,143.92,2196140
11/02/2011,134.59,141.12,131.82,138.25,696765
10/02/2011,131.62,135.27,128.88,133.39,580779
09/02/2011,130.25,133.98,126.68,129.88,816645
08/02/2011,137.18,137.94,131.1,131.73,949975
07/02/2011,137.56,139.62,132.61,137.41,783699
04/02/2011,138.55,143.7,136.97,138.22,1654248
03/02/2011,136.56,139.58,132.81,138.58,697255
02/02/2011,131.62,136.71,131.23,133.77,1349252
01/02/2011,137.57,138.16,128.87,130.14,1751565
31/01/2011,132.59,141.11,129.07,138.43,2770539
28/01/2011,140.93,141.32,131.84,135.36,5531904
27/01/2011,141.19,145.06,139.57,140.63,1987825
25/01/2011,147.26,147.26,141.74,142.77,1724510
24/01/2011,145.49,146.07,143.33,145.47,1688977
21/01/2011,144.09,145.48,142.5,145.22,1753601
20/01/2011,141.92,144.69,138.96,144.35,2454019
19/01/2011,144.12,144.46,141.92,142.63,627720
18/01/2011,144.89,146.67,142.9,143.65,3318833
17/01/2011,143.47,145.28,140.03,143.69,730620
14/01/2011,149.04,149.44,142.37,143.34,2466841
13/01/2011,150.43,151.88,146.72,150.02,1070937
12/01/2011,145.64,152.37,142.33,150.01,1623944
11/01/2011,144.29,146.66,140.53,142.54,638391
10/01/2011,147.66,147.66,138.97,143.83,1674376
07/01/2011,150.43,150.82,142.93,144.33,1899248
06/01/2011,155.57,155.72,148.91,151.33,1277156
05/01/2011,156.37,156.63,153.59,154.51,2109039
04/01/2011,156.76,157.35,153.4,154.52,2959151
03/01/2011,157.16,158.94,155.78,156.17,626543
31/12/2010,154.18,156.76,153.01,155.53,1605251
30/12/2010,153.2,154.56,152.08,152.92,3344463
29/12/2010,154.58,155.33,151.06,152.96,1831340
28/12/2010,159.72,159.73,153.79,154.6,653931
27/12/2010,160.75,162.28,157.95,159.22,529655
24/12/2010,163.49,163.68,160.54,161.29,793076
23/12/2010,166.26,166.33,162.52,164.34,1235136
22/12/2010,163.89,166.6,163.29,164.57,3319338
21/12/2010,163,164.68,162.1,163.35,2582953
20/12/2010,162.26,164.52,159.36,162.12,1734453
16/12/2010,163.89,163.89,157.97,162.4,3177869
15/12/2010,161.71,163.71,157.1,159.99,2009650
14/12/2010,163.28,164.46,160.59,162.35,1515098
13/12/2010,156.37,162.68,156.25,161.76,2540615
10/12/2010,153.65,158.05,147.16,155.91,2965987
09/12/2010,162.32,163.89,151.44,153.74,4924200
08/12/2010,165.39,165.39,158.66,161.46,5286565
07/12/2010,168.24,170.1,164.71,165.22,2778749
06/12/2010,167.84,171.8,166.31,168.21,3999714
03/12/2010,168.24,170.3,164.91,166.14,2163846
02/12/2010,164.31,170.79,164.04,169.19,3479005
01/12/2010,157.15,165.47,157.15,162.93,2743489
30/11/2010,151.42,160.11,149.65,158.59,2416066
29/11/2010,154.37,154.74,147.46,153.21,1670304
26/11/2010,158.74,159.11,146.5,152.11,4832415
25/11/2010,160.32,162.7,155.11,156.58,3677050
24/11/2010,160.32,164.44,156.93,158.7,3392844
23/11/2010,161.39,161.39,151.42,158.63,2170343
22/11/2010,158.54,162.1,157.07,161.39,2588834
19/11/2010,162.34,164.4,154.38,156.52,2876920
18/11/2010,164.88,165.67,155.97,162.01,6199067
16/11/2010,170.02,171.01,154.03,163.71,3674650
15/11/2010,170.73,173.07,166.33,169.48,2988348
12/11/2010,177.31,180.84,170.62,171.45,3114306
11/11/2010,180.92,186.05,174.71,177.31,6416831
10/11/2010,179.13,185.72,177.15,180.05,7496665
09/11/2010,179.5,180.31,172.28,172.99,3215615
08/11/2010,175.17,179.73,173.14,178.12,2768958
05/11/2010,173.19,175.49,171.86,174.12,742725
04/11/2010,167.46,173.19,165.7,171.92,5748970
03/11/2010,168.15,168.25,164.71,167.21,4630501
02/11/2010,168.44,168.44,163.52,164.28,2538336
01/11/2010,168.22,170.7,167.36,168.38,1046175
29/10/2010,174.07,174.13,163.79,166.34,4310196
28/10/2010,170.73,174.86,169.07,172.41,4869156
27/10/2010,171.01,176.06,169.23,169.96,3769350
26/10/2010,165.87,174.18,163.64,170.02,5948651
25/10/2010,165.55,167.72,164.38,165.59,4264948
22/10/2010,165.94,166.6,163.14,164.33,8029575
21/10/2010,160.8,165.32,157.59,164.43,6592559
20/10/2010,150.44,163.29,150.44,159.69,10293219
19/10/2010,152.01,152.4,148.45,149.26,1365899
18/10/2010,147.26,151.93,147.26,150.44,2553988
15/10/2010,155.38,156.37,151.42,152.01,373075
14/10/2010,159.33,160.72,155.21,155.71,684962
13/10/2010,156.37,159.31,154.19,158.39,799912
12/10/2010,157.24,158.23,154.41,155.41,800230
11/10/2010,151.81,156.94,151.42,156.23,890419
08/10/2010,154.98,155.85,147.85,151.09,1553889
07/10/2010,157.55,157.84,153.4,154.51,459424
06/10/2010,160.3,160.72,155.18,156.12,1141785
05/10/2010,160.01,160.13,157.65,158.4,578556
04/10/2010,159.73,162.62,156.63,158.61,2435310
01/10/2010,157.55,163.41,156.98,158.74,2092629
30/09/2010,155.18,159.33,151.65,158.18,3436111
29/09/2010,151.44,156.81,151.28,154.56,2701282
28/09/2010,152.6,154.22,148.89,150.77,676470
27/09/2010,150.03,155.38,150.03,153,1212466
24/09/2010,148.93,150.07,147.89,148.96,701640
23/09/2010,146.67,149.42,146.07,147.91,514605
22/09/2010,150.82,151.97,146.15,147.16,1000472
21/09/2010,150.25,153,148.86,150.57,1766812
20/09/2010,150.38,151.38,148.15,150.25,896102
17/09/2010,149.24,151.02,147.46,148.03,329464
16/09/2010,151.58,152.21,145.49,147.03,664991
15/09/2010,153.4,156.17,146.29,147.23,2429995
14/09/2010,149.62,154.78,149.54,152.77,2192058
13/09/2010,144.49,150.18,143.5,149.67,1203569
09/09/2010,148.51,149.54,144.89,146.05,1114174
08/09/2010,148.25,150.03,147.02,148.41,578834
07/09/2010,147.85,152.77,147.85,148.48,1098259
06/09/2010,146.25,148.84,145.87,147.67,697891
03/09/2010,144.49,146.27,143.3,144.91,1592711
02/09/2010,145.22,147.26,142.51,144.11,1905114
01/09/2010,144.65,144.98,141.76,142.55,991080
31/08/2010,139.74,144.92,139.64,143.06,2756979
30/08/2010,142.92,145.28,140.33,142.42,295891
27/08/2010,144.49,146.19,140.73,141.74,556998
26/08/2010,144.69,147.85,142.72,143.63,1381152
25/08/2010,148.05,148.05,141.95,144.53,1054810
24/08/2010,148.05,148.98,146.69,147.38,648419
23/08/2010,146.67,149.81,146.67,148,570210
20/08/2010,148.45,149.54,143.9,148.07,1475670
19/08/2010,152.41,154.39,146.97,147.63,2929863
18/08/2010,143.19,152.8,142.91,151.4,3722561
17/08/2010,143.5,145.66,141.42,141.79,2173476
16/08/2010,145.97,147.26,139.1,140.72,1343800
13/08/2010,147.66,149.2,144.52,145.67,1159033
12/08/2010,146.86,150.72,144.59,149.49,3786467
11/08/2010,135.53,157.55,135.53,146.65,14475361
10/08/2010,129.84,137.54,123.11,136.12,7151347
09/08/2010,120.77,132.61,120.77,132.28,1700703
06/08/2010,122.62,129.53,121.93,128.36,2173546
05/08/2010,119.95,122.72,119.75,121.95,663935
04/08/2010,119.75,120.46,118.81,119.79,199241
03/08/2010,121.51,121.51,119.75,120.27,300519
02/08/2010,119.75,122.69,119.75,120.29,198574
30/07/2010,120.44,121.69,118.98,119.7,112569
29/07/2010,120.34,121.93,119.95,120.79,617484
28/07/2010,122.37,125.1,119.81,120.86,585690
27/07/2010,118.96,121.48,116.78,120.45,790439
26/07/2010,116.6,120.44,116.6,118.62,3328857
23/07/2010,115.05,116.38,113.81,114.42,492188
22/07/2010,113.02,115.59,111.24,115.21,818449
21/07/2010,112.42,113.81,111.63,113.26,1083310
20/07/2010,110.84,112.78,110.28,112.02,1302503
19/07/2010,109.4,111.63,109.4,110.58,883997
16/07/2010,106.88,110.78,106.49,109.84,1259649
15/07/2010,102.53,107.35,101.24,106.8,3111270
14/07/2010,100.55,103.38,100.35,102.54,2680209
13/07/2010,98.37,100.15,97.99,99.56,757144
12/07/2010,98.93,98.98,97.18,97.72,857124
09/07/2010,97.95,97.95,96.52,96.99,1311632
08/07/2010,98.57,98.57,96.62,96.94,178855
07/07/2010,98.19,98.19,80.63,96.83,392986
06/07/2010,97.58,98.74,97.38,97.74,237972
05/07/2010,98.8,99.26,96.2,97.12,409441
02/07/2010,98.57,99.74,97.98,98.53,185337
01/07/2010,99.06,99.52,97.18,98.21,728235
30/06/2010,99.95,100.15,98.21,99.04,901549
29/06/2010,102.92,102.92,99.95,100.77,98322
28/06/2010,100.14,104.26,100.14,103.64,193315
25/06/2010,101.36,102.33,99.76,100.14,196543
24/06/2010,102.92,102.92,101.36,101.65,124245
23/06/2010,102.92,104.51,101.66,102.03,144480
22/06/2010,104.88,104.88,102.34,103.01,124437
21/06/2010,106.04,106.68,103.91,104.23,437214
18/06/2010,103.99,105.68,103.02,104.77,289677
17/06/2010,103.3,105.22,102.44,104.26,466320
16/06/2010,102.92,105.25,102.33,102.81,729418
15/06/2010,102.31,103.22,99.76,101.86,174753
14/06/2010,102.92,104.11,101.2,102.31,323563
11/06/2010,101.93,103.1,100.98,102.09,458130
10/06/2010,98.77,102.53,97.78,101.08,599311
09/06/2010,97.58,99.76,96.82,97.42,238629
08/06/2010,97.98,102.86,97.74,98.2,313165
07/06/2010,100.75,100.75,97.82,98.55,722976
04/06/2010,103.12,104.29,101.54,103.25,240463
03/06/2010,102.59,103.86,102.59,103.18,335506
02/06/2010,100.94,106.09,98.57,100.54,550456
01/06/2010,101.93,102.82,98.17,98.76,523835
31/05/2010,101.93,102.86,100.55,101.97,802393
28/05/2010,102.9,105.69,101.34,101.8,799776
27/05/2010,98.57,102.92,97.98,100.16,901756
26/05/2010,96.59,98.17,93.03,97.38,290384
25/05/2010,95.01,95.01,89.13,92.88,2484661
24/05/2010,97.98,100.91,95.01,95.77,273803
21/05/2010,99.95,100.34,95.01,95.71,2684595
20/05/2010,100.94,102.21,97.48,100.61,464713
19/05/2010,107.22,107.22,97.98,99.73,1531134
18/05/2010,106.11,107.87,105.11,105.92,428686
17/05/2010,108.86,108.86,104.8,107.09,988792
14/05/2010,112.6,113.02,109.16,110,333101
13/05/2010,111.83,113.22,111.43,111.89,715266
12/05/2010,108.86,111.53,107.36,110.99,398680
11/05/2010,113.41,114.3,106.9,108.22,1021202
10/05/2010,108.07,113.61,108.07,112.87,716948
07/05/2010,109.85,109.85,103.96,106.84,1232200
06/05/2010,113.22,114.6,108.08,110.64,1039946
05/05/2010,112.82,112.82,108.47,111.56,1032085
04/05/2010,117.77,118.24,113.02,113.54,622870
03/05/2010,118.36,119.89,115.27,116.37,474343
30/04/2010,117.57,120.32,117.57,118.9,1855621
29/04/2010,115,118.76,115,117.42,1244659
28/04/2010,114.8,120.14,114.8,117.05,1914415
27/04/2010,115,118.76,115,118.03,4914808
26/04/2010,114.56,116.19,113.24,113.6,1183102
23/04/2010,113.81,115.79,112.85,113.83,3966525
22/04/2010,107.87,116.76,107.87,113.47,12471040
21/04/2010,108.17,109.06,106.51,108.38,1440612
20/04/2010,108.62,108.8,107.16,107.57,1113992
19/04/2010,106.88,108.85,103.37,107.33,1645219
16/04/2010,106.61,112.79,105.89,108.2,18920287
15/04/2010,98.23,108.81,98.23,105.74,7270808
13/04/2010,93.42,98.75,92.1,96.28,19486834
12/04/2010,94.02,97.78,93.24,93.97,2346248
09/04/2010,93.13,95.53,92.45,94.61,1354410
08/04/2010,94.61,94.61,91.05,92.36,158419
07/04/2010,92.83,94,91.1,93.13,46758
06/04/2010,92.26,93.03,90.45,91.32,638386
05/04/2010,91.06,92.33,90.06,91.78,110776
01/04/2010,89.28,92.04,88.77,89.08,4992734
31/03/2010,87.88,90.99,87.88,90.23,75420
30/03/2010,85.57,89.01,85.57,87.34,129434
29/03/2010,85.51,87.09,84.23,85.48,136775
26/03/2010,83.15,87.05,82.93,86.47,168953
25/03/2010,85.12,85.12,80.21,83.58,284781
23/03/2010,89.07,89.36,84.71,85.12,833449
22/03/2010,91.05,92.43,87.49,87.88,126271
19/03/2010,92.04,92.89,90.9,91.42,83221
18/03/2010,92.96,92.96,91.43,91.84,459095
17/03/2010,93.03,94.41,92.06,92.47,350507
16/03/2010,93.58,93.58,92.24,93.11,158954
15/03/2010,91.05,92.24,89.27,91.44,841033
12/03/2010,93.23,93.23,90.67,90.91,10963
11/03/2010,91.56,92.83,91.14,92.04,1220413
10/03/2010,92.61,94.02,91.34,92.01,181664
09/03/2010,92.43,92.43,89.37,90.67,288495
08/03/2010,96.39,96.39,93.05,94.06,238114
05/03/2010,96,96,93.42,93.79,1376241
04/03/2010,95.2,98.17,94.21,95.24,577127
03/03/2010,96,98.46,93.32,95,1105651
02/03/2010,86.89,96.97,86.89,95.91,1127669
26/02/2010,78.97,83.03,75.63,81.38,473499
25/02/2010,78.58,78.58,75.32,77.38,391289
24/02/2010,80.04,90.89,76.99,77.41,630090
23/02/2010,81.94,81.94,79.52,80.21,395815
22/02/2010,79.37,81.88,79.19,79.91,439063
19/02/2010,80.76,81.55,77.61,79.6,90016
18/02/2010,82.34,83.33,80.56,81.34,179482
17/02/2010,80.18,83.52,80.16,81.67,373211
16/02/2010,79.57,82.09,79.15,81.31,124250
15/02/2010,80.76,81.89,78.29,78.81,119653
11/02/2010,77.83,79.37,77.83,78.91,708597
10/02/2010,77.48,81.15,76.6,77.11,414787
09/02/2010,78.06,79.77,76.6,78.18,1112289
08/02/2010,76.2,78.58,74.03,77.77,649405
05/02/2010,77.19,77.59,73.23,75.08,720475
04/02/2010,83.13,83.13,77.19,78,142125
03/02/2010,85.11,85.11,82.15,83.02,470933
02/02/2010,84.32,85.7,82.14,82.78,254185
01/02/2010,85.11,85.11,81.15,83.2,127287
29/01/2010,81.15,85.11,80.56,82.15,346788
28/01/2010,88.64,89.66,82.34,83.88,133294
27/01/2010,90.8,90.85,83.18,85.38,601974
25/01/2010,92.04,94.21,91.64,92.51,126453
22/01/2010,91.59,94.02,91.05,92.73,703378
21/01/2010,96.97,97.36,93.42,93.74,75546
20/01/2010,97.98,98.17,97.03,97.91,30480
19/01/2010,98.67,99.76,97.4,98.25,106865
18/01/2010,98.97,99.71,97.98,98.7,352861
15/01/2010,97.51,99.36,97.23,98.62,373166
14/01/2010,98.97,99.32,97.19,98.03,166139
13/01/2010,97.58,99.91,96.19,98.35,423184
12/01/2010,99.95,99.95,98,98.33,194790
11/01/2010,98.37,99.91,97.98,98.89,404323
08/01/2010,99.76,100.1,97.98,98.22,356448
07/01/2010,101.74,101.93,98.17,98.69,421400
06/01/2010,100.94,103.89,99.66,101.21,2721340
05/01/2010,101.28,101.88,98.97,99.79,1692226
04/01/2010,99.95,100.32,98.97,100.01,3008335
31/12/2009,98.89,99.35,97.23,98.11,436769
30/12/2009,97.98,98.97,97.59,98.89,1099270
29/12/2009,98.57,100.75,96.19,96.98,934313
24/12/2009,97.58,99.36,97.23,98.57,982926
23/12/2009,95.4,97.83,95.11,97.03,645984
22/12/2009,95.05,95.59,94.21,95.16,66983
21/12/2009,96.37,96.99,93.54,94.17,402889
18/12/2009,94.02,96.29,93.67,94.58,986331
17/12/2009,98.37,98.37,93.21,94,262299
16/12/2009,95.4,95.92,93.03,94.56,301262
15/12/2009,98.31,98.31,92.35,93.5,495936
14/12/2009,98.75,98.75,97.09,97.38,175243
11/12/2009,99.34,99.56,97.04,97.52,240049
10/12/2009,97.18,98.97,97.18,98.1,182826
09/12/2009,98.92,99.16,96.41,97.91,577278
08/12/2009,98.77,99.56,96.29,98.84,596406
07/12/2009,100.55,100.55,95.61,96.16,221006
04/12/2009,96,100.55,96,97.92,439502
03/12/2009,102.33,102.71,98.42,99.09,485408
02/12/2009,100.89,103.42,100.89,101.65,1352111
01/12/2009,98.03,100.75,98.03,100.4,2507669
30/11/2009,96.39,99.57,96.39,97.87,1055886
27/11/2009,91.44,95.76,91.44,94.7,232556
26/11/2009,97.05,97.05,92.22,94.83,391162
25/11/2009,98.74,99.34,96.32,96.97,171595
24/11/2009,98.57,100.52,97.26,98,857250
23/11/2009,97.97,98.77,96.59,97.55,233208
20/11/2009,95.62,98.33,94.62,97.67,1077762
19/11/2009,98.91,100.89,95.2,95.89,1388483
18/11/2009,94.02,97.98,93.04,97.4,4704972
17/11/2009,95.4,96.18,92.5,94.45,459873
16/11/2009,94.39,96,93.03,95.12,6748175
13/11/2009,92.83,94.35,92.04,92.92,329403
12/11/2009,90.06,95.16,87.71,92.6,24142774
11/11/2009,88.08,92.43,87.49,88.37,17538766
10/11/2009,87.57,89.07,85.11,85.87,220754
09/11/2009,87.38,87.49,85.72,87.09,15758
06/11/2009,88.28,89.07,84.36,85.41,1685102
05/11/2009,84.12,88.03,84.12,87.42,59753
04/11/2009,84.63,87.06,84.27,86.79,40847
03/11/2009,82.54,88.82,82.54,85.63,112185
30/10/2009,87.01,88.67,84.2,86.7,15055
29/10/2009,84.32,86.1,82.98,85.31,348137
28/10/2009,84.14,87.93,81.62,86.81,38452
27/10/2009,85.11,87.68,84.12,85.5,52245
26/10/2009,84.68,85.12,81.35,83.76,62996
23/10/2009,85.29,85.29,81.19,81.89,5183
22/10/2009,86.67,86.67,80.43,82.06,74202
21/10/2009,89.83,89.83,83.75,84.65,16985
20/10/2009,85.11,88.08,85.11,87.39,39266
16/10/2009,90.03,90.03,84.91,86.32,21290
15/10/2009,87.09,87.09,85.11,86.36,1141941
14/10/2009,84.74,87.49,84.74,86.99,409093
12/10/2009,84.52,85.64,82.73,84.46,37725
09/10/2009,90.06,90.06,84.6,84.6,38776
08/10/2009,85.53,89.64,85.53,89.04,1424702
07/10/2009,85.21,86.1,84.32,85.37,2199081
06/10/2009,86.08,86.08,84.12,84.86,3038714
05/10/2009,85.7,85.87,84.14,85.28,431095
01/10/2009,86.1,87.48,85.7,86.12,2487849
30/09/2009,85.51,86.89,85.51,86.09,54771
29/09/2009,87.88,87.88,86.1,86.68,9771
25/09/2009,86.3,88.07,85.11,85.43,14757
24/09/2009,86.67,87.03,85.76,86.4,46915
23/09/2009,86.1,87.09,86.1,86.55,5041767
22/09/2009,86.1,87.88,85.11,85.98,291698
18/09/2009,86.11,87.09,85.33,85.83,240367
17/09/2009,88.07,88.08,85.7,86.14,656892
16/09/2009,87.49,87.49,84.12,86.11,819874
15/09/2009,84.31,85.11,82.73,84.94,8851
14/09/2009,84.13,84.51,82.34,84.15,14858
11/09/2009,87.29,87.29,82.18,83.93,42413
10/09/2009,85.68,85.68,83.16,84.7,413721
09/09/2009,87.07,87.07,82.36,82.9,43778
08/09/2009,86.1,86.87,83.72,84.68,108861
07/09/2009,79.98,84.17,79.98,83.65,914548
04/09/2009,79.77,81.13,79.37,80.16,37300
03/09/2009,81.15,82.13,79.62,79.97,607622
02/09/2009,77.19,79.17,76.4,78.81,592612
01/09/2009,72.44,75.89,72.24,75.82,1678064
31/08/2009,71.25,73.04,69.87,72.26,5943584
28/08/2009,70.26,70.26,66.71,69.6,70388
27/08/2009,64.18,69.67,64.18,68.29,1048307
26/08/2009,67.29,68.29,66.56,67.29,37083
25/08/2009,63.35,67.31,63.35,66.68,14004
24/08/2009,63.93,64.27,62.35,64.15,2015
21/08/2009,59.58,62.94,59.58,61.2,212
20/08/2009,60.37,62.36,59.4,62.24,2824
19/08/2009,59.97,62.15,57.8,59.39,0
18/08/2009,59.97,62.15,57.8,59.39,141
17/08/2009,59.78,59.97,59.78,59.97,55
14/08/2009,61.76,65.22,61.76,62.42,1182
13/08/2009,61.56,65.47,61.56,64.43,2010
12/08/2009,59.77,63.54,59.77,62.35,889
11/08/2009,61.06,62.34,60.07,62.34,227
10/08/2009,60.56,60.56,59.98,59.98,101
07/08/2009,62.8,63.35,61.13,63.12,54332
06/08/2009,69.26,69.26,64.33,64.33,44899
05/08/2009,70.64,70.64,67.1,67.1,46142
04/08/2009,69.28,70.44,66.5,68.76,133597
03/08/2009,69.28,70.26,66.52,69.28,47289
31/07/2009,69.07,69.83,68.48,69.44,72070
30/07/2009,66.5,66.5,61.42,66.5,11645
29/07/2009,63.34,63.34,62.37,63.34,363
28/07/2009,60.76,62.15,60.76,61.95,146
27/07/2009,59.19,59.19,59.19,59.19,50
24/07/2009,56.42,59.47,56.42,59.44,65
23/07/2009,59.22,59.23,56.63,56.63,55
22/07/2009,56.45,56.64,56.45,56.45,106
21/07/2009,55.03,56.41,55.03,56.41,181
20/07/2009,53.92,53.92,53.92,53.92,0
17/07/2009,53.92,53.92,53.92,53.92,35
16/07/2009,51.34,51.34,51.34,51.34,45
15/07/2009,48.9,48.9,48.9,48.9,60
14/07/2009,46.56,46.56,46.56,46.56,252
13/07/2009,49.48,49.48,48.3,48.3,242
10/07/2009,50.48,50.48,50.47,50.47,95
09/07/2009,52.95,52.95,52.95,52.95,5
08/07/2009,49.29,52.95,49.29,52.95,560
07/07/2009,50.48,50.48,50.48,50.48,50
06/07/2009,50.89,52.85,50.89,52.85,0
03/07/2009,50.89,52.85,50.89,52.85,10
02/07/2009,50.47,50.47,50.47,50.47,5
01/07/2009,55.42,55.42,50.47,52.45,303
30/06/2009,55.02,57.45,52.85,52.85,570
29/06/2009,54.87,54.87,54.87,54.87,55
26/06/2009,57.4,57.4,55.76,57.4,60
25/06/2009,57.4,58.51,56.81,58.48,368
24/06/2009,55.72,55.72,55.72,55.72,5
23/06/2009,54.63,54.63,54.63,54.63,116
22/06/2009,53.48,53.48,53.48,53.48,5
19/06/2009,53.44,55.42,53.44,55.42,156
18/06/2009,53.44,53.44,53.44,53.44,25
17/06/2009,53.44,55.42,53.44,55.42,45
16/06/2009,55.33,55.33,54.83,55.21,272
15/06/2009,55.83,56.19,55.83,56.19,0
12/06/2009,55.83,56.19,55.83,56.19,90
11/06/2009,54.03,54.03,54.03,54.03,5
10/06/2009,56.65,56.65,56.65,56.65,10
09/06/2009,59.18,59.18,59.18,59.18,80
08/06/2009,60.37,63.34,60.37,60.73,510
05/06/2009,63.34,63.34,63.34,63.34,277
04/06/2009,63.34,63.34,60.37,61.36,126
03/06/2009,60.71,60.71,60.17,60.37,2662
02/06/2009,57.6,62.94,57.6,57.83,242
01/06/2009,58.39,61.52,56.41,60.37,12443
29/05/2009,55.68,58.59,55.68,58.59,95
28/05/2009,58.61,58.61,58.61,58.61,0
27/05/2009,58.61,58.61,58.61,58.61,0
26/05/2009,58.61,58.61,58.61,58.61,0
25/05/2009,58.61,58.61,58.61,58.61,35
22/05/2009,55.82,55.82,55.82,55.82,25
21/05/2009,53.15,53.15,53.15,53.15,10
20/05/2009,50.63,50.63,50.63,50.63,5
19/05/2009,45.92,48.22,45.92,48.22,20
18/05/2009,45.92,45.92,45.92,45.92,0
15/05/2009,45.92,45.92,45.92,45.92,0
14/05/2009,45.92,45.92,45.92,45.92,0
13/05/2009,45.92,45.92,45.92,45.92,0
12/05/2009,45.92,45.92,45.92,45.92,0
11/05/2009,45.92,45.92,45.92,45.92,5
08/05/2009,45.52,47.49,45.52,47.49,55
07/05/2009,44.53,47.8,43.59,45.72,227
06/05/2009,45.52,45.52,45.52,45.52,70
05/05/2009,42.57,43.58,42.57,43.58,50
04/05/2009,39.59,41.6,39.59,41.6,409
29/04/2009,39.59,39.62,39.59,39.62,90
28/04/2009,39.61,40.13,39.61,40.13,60
27/04/2009,40.88,40.88,40.88,40.88,20
24/04/2009,44.34,44.34,42.56,42.56,0
23/04/2009,44.34,44.34,42.56,42.56,0
22/04/2009,44.34,44.34,42.56,42.56,2106
21/04/2009,42.22,42.22,42.22,42.22,0
20/04/2009,42.22,42.22,42.22,42.22,20
17/04/2009,40.2,40.2,40.2,40.2,0
16/04/2009,40.2,40.2,40.2,40.2,85
15/04/2009,38.28,38.28,38.28,38.28,65
13/04/2009,36.45,36.45,36.45,36.45,505
09/04/2009,34.71,34.71,34.71,34.71,95
08/04/2009,33.05,33.05,33.05,33.05,0
06/04/2009,33.05,33.05,33.05,33.05,0
02/04/2009,33.05,33.05,33.05,33.05,0
01/04/2009,33.05,33.05,33.05,33.05,0
31/03/2009,33.05,33.05,33.05,33.05,0
30/03/2009,33.05,33.05,33.05,33.05,0
27/03/2009,33.05,33.05,33.05,33.05,10
26/03/2009,33.05,33.05,33.05,33.05,10
25/03/2009,33.05,33.05,33.05,33.05,5
24/03/2009,34.69,34.69,34.69,34.69,50
23/03/2009,34.64,34.64,34.64,34.64,25
20/03/2009,33.65,33.65,33.65,33.65,15
19/03/2009,32.06,32.06,32.06,32.06,20
18/03/2009,32.84,33.65,32.84,33.65,116
17/03/2009,32.84,32.84,32.84,32.84,0
16/03/2009,32.84,32.84,32.84,32.84,20
13/03/2009,31.27,31.27,31.27,31.27,0
12/03/2009,31.27,31.27,31.27,31.27,0
09/03/2009,31.27,31.27,31.27,31.27,0
06/03/2009,31.27,31.27,31.27,31.27,0
05/03/2009,31.27,31.27,31.27,31.27,0
04/03/2009,31.27,31.27,31.27,31.27,0
03/03/2009,31.27,31.27,31.27,31.27,0
02/03/2009,31.27,31.27,31.27,31.27,80
27/02/2009,31.27,31.27,31.27,31.27,10
26/02/2009,31.27,31.27,31.27,31.27,0
25/02/2009,31.27,31.27,31.27,31.27,15
