Date,TATAMTRDVR-EQ O,TATAMTRDVR-EQ H,TATAMTRDVR-EQ L,TATAMTRDVR-EQ C,TATAMTRDVR-EQ V
24/01/2017,333.9,339,332.2,338.6,791547
23/01/2017,328,334.75,327.05,333.9,1570332
20/01/2017,334.6,335.9,326.2,327.7,1888683
19/01/2017,329,339.5,327.5,337.45,2205655
18/01/2017,329.75,330.75,326.85,328.1,1046908
17/01/2017,330,332.4,327.3,328.5,911004
16/01/2017,325,331,324.5,329.8,1106751
13/01/2017,329,329.4,319.65,323.95,829993
12/01/2017,328.7,329.4,322.65,325.65,881393
11/01/2017,330,330,325,326.35,1278052
10/01/2017,320,327.05,320,326.3,1548530
09/01/2017,319.8,323,313.8,317.7,1201180
06/01/2017,323,325.3,317.5,318.7,700519
05/01/2017,317,324,315.85,322.95,1886492
04/01/2017,308.55,313.95,308.55,310.25,850924
03/01/2017,309.5,315.1,306.6,308.4,1558343
02/01/2017,301,309.35,297.25,308.55,894288
30/12/2016,297.5,300,295.2,299.1,1039978
29/12/2016,288.25,297.9,288.25,295.75,1274075
28/12/2016,296.85,297.15,291,291.4,922462
27/12/2016,290,298.65,288.8,296.7,1316809
26/12/2016,292,293.65,286.75,287.75,533729
23/12/2016,294,296,290.3,293.7,1183879
22/12/2016,296.1,298.8,294.3,295.55,1349822
21/12/2016,298.6,299.5,296.35,297.1,977914
20/12/2016,297.65,299.7,297.1,298.6,1223002
19/12/2016,297.05,301,293.1,297.65,1120441
16/12/2016,298,302.25,295.4,297.7,2783424
15/12/2016,299,305.55,295.35,296.25,1270980
14/12/2016,301.95,305.95,297.55,304.6,2614969
13/12/2016,311,313.1,300.55,303.45,2612003
12/12/2016,304,304,294.6,297.2,647820
09/12/2016,309,309.75,302.35,303.85,1550370
08/12/2016,294,305.6,294,304.2,1771800
07/12/2016,292.75,295.75,290.05,291.15,661752
06/12/2016,291.7,296,290.15,292.25,640202
05/12/2016,287.1,291.7,283.1,290.5,968936
02/12/2016,290.2,297.7,285.35,288.1,2502560
01/12/2016,299.3,299.3,290.75,292.5,1030715
30/11/2016,293.3,299.4,293.3,297.9,1930120
29/11/2016,295,299.9,292.1,297.5,3084109
28/11/2016,288.4,295.5,288.4,293,1513840
25/11/2016,285.25,291.65,280.5,288.15,1711339
24/11/2016,292.9,302.2,283.5,286.55,4096470
23/11/2016,293.95,299.25,290,296.5,2579193
22/11/2016,289,294.85,283.05,291.4,1840611
21/11/2016,298.85,300.05,283.2,285.3,2162914
18/11/2016,299.8,300.75,292.5,298.85,1361492
17/11/2016,290.55,300.75,290.1,297.25,2308717
16/11/2016,303.5,305.6,286.5,292.65,5501598
15/11/2016,318.45,320.85,295,297.05,3799609
11/11/2016,339.85,339.85,327.4,328.65,1991326
10/11/2016,350.5,354.25,341.8,343.05,1811895
09/11/2016,320,349.3,311,345.1,3462500
08/11/2016,331.6,347,331.6,345.55,3518640
07/11/2016,337.4,341.45,326.5,327.85,1306018
04/11/2016,329,338.95,325,335.65,1833642
03/11/2016,330.2,338.6,328.5,331.85,1393926
02/11/2016,339,344.05,333.7,335.05,1623967
01/11/2016,349,352.1,344.6,348.55,1657506
30/10/2016,350.2,350.5,344.8,345.85,127395
28/10/2016,339.6,350.3,335.2,348.7,1623379
27/10/2016,331.2,341.05,330.05,338.8,5460169
26/10/2016,360.1,362,341.05,344.5,1368028
25/10/2016,357.5,364.2,355.35,363.25,1181635
24/10/2016,357.4,364.6,357,363.6,1160731
21/10/2016,359.4,360.7,355,356.45,579320
20/10/2016,362.1,363.55,358.3,358.85,619656
19/10/2016,362.75,363,356.75,361.25,713427
18/10/2016,359.1,365.2,357.5,364.05,1302650
17/10/2016,363.85,363.85,356.5,358.35,2133046
14/10/2016,355.4,362.65,354.1,361.95,1218502
13/10/2016,361.8,361.8,350,354,2498769
10/10/2016,372,372.6,365.1,365.65,2241664
07/10/2016,353.75,367.35,353.7,366.15,1811691
06/10/2016,361,364.1,351,353.05,1790554
05/10/2016,352.65,361.1,350.5,359.4,2255349
04/10/2016,349.9,351.25,344.7,349.05,1477528
03/10/2016,344,349.35,343.1,346.1,1381744
30/09/2016,335,342.5,331.9,340.5,645064
29/09/2016,344.5,345.3,328.2,335.1,3894456
28/09/2016,336.1,345.4,336.1,341.1,1586837
27/09/2016,344.95,345.75,336.5,337.65,1742807
26/09/2016,350.25,350.55,340.65,342.25,2167827
23/09/2016,355.85,358.4,348.5,350.85,833671
22/09/2016,353.45,357.4,351.7,355.35,1413376
21/09/2016,347.9,353.7,345,347.85,1081269
20/09/2016,351.15,351.15,345.35,346.95,1563349
19/09/2016,353.15,356.1,349.25,350.65,2015166
16/09/2016,357.4,360.85,350.65,352.55,1833461
15/09/2016,359,364,351.8,354.3,1786716
14/09/2016,354,362,346.15,358.35,2362520
12/09/2016,353,360,345,350.5,2168850
09/09/2016,368.3,369.55,362,363.25,1244048
08/09/2016,374.1,376.3,365.05,370.15,2275014
07/09/2016,374.9,378.15,369.55,372.2,2260432
06/09/2016,355,376.2,354.1,373.5,3354583
02/09/2016,348.05,352.9,347.2,351.9,1726214
01/09/2016,345,347.2,342,344.3,1287340
31/08/2016,338.5,351.35,338.5,343.55,4389201
30/08/2016,338.9,340.85,335.7,339.65,1539719
29/08/2016,339.8,339.8,333.15,337.95,2725457
26/08/2016,322,337.7,314,329.55,3477685
25/08/2016,323.4,325,318.1,319,2202417
24/08/2016,327,330,320,322.9,1153702
23/08/2016,331.75,332.25,325.6,327.9,2477632
22/08/2016,338.4,339.25,330.9,331.75,631597
19/08/2016,336.55,342.55,336.1,337.85,993684
18/08/2016,334.5,340,332.55,337.7,764942
17/08/2016,332.9,334.7,330.7,333.55,795373
16/08/2016,337,337,326.5,331.5,1460134
12/08/2016,330,337.5,330,336.5,992433
11/08/2016,333,334.3,325.7,329.2,962902
10/08/2016,336.35,337.95,329.6,333.5,1759550
09/08/2016,337,339.35,330.85,336.35,1492336
08/08/2016,335.9,338.1,333.85,334.75,1561056
05/08/2016,325,332.7,322.05,331.25,1742139
04/08/2016,314.2,324.35,314.2,322,2900196
03/08/2016,324.9,327.8,312.2,313.4,1322928
02/08/2016,331,334.8,321.25,322.8,2885984
01/08/2016,328,333.95,325.6,330.55,1150689
29/07/2016,327.7,331.7,322.6,323.45,1159594
28/07/2016,331,331.65,323.3,327.75,4335354
27/07/2016,327.8,331.7,322.65,330.65,1875507
26/07/2016,333,334,324.45,325.7,1341273
25/07/2016,330.5,333,328.2,330.15,1849153
22/07/2016,321,330.95,319.25,329.4,1627600
21/07/2016,321.7,326.35,317.25,319,1778687
20/07/2016,319.8,322.8,318.95,319.95,1166301
19/07/2016,314.3,322,314.3,320.9,1585590
18/07/2016,314.9,322.25,312.55,314.9,2215229
15/07/2016,311.25,318.7,303.5,311.55,2679487
14/07/2016,304.6,312.3,304.6,311.15,1095984
13/07/2016,311.25,312,303.2,306.25,1797658
12/07/2016,310.5,313.4,308.1,309.5,1936852
11/07/2016,300,308.85,299,307.55,2025590
08/07/2016,294.8,297.8,292.75,296.2,2483303
07/07/2016,295.35,298.25,290.15,290.95,2189969
05/07/2016,303,303.4,295.1,296.55,1407106
04/07/2016,296,304.4,295.1,303.5,3205282
01/07/2016,294,297.4,290.3,291.45,2412068
30/06/2016,290.25,294.8,289.3,291.75,6763831
29/06/2016,291,292.75,286.6,287.8,4997896
28/06/2016,295.8,295.9,286.4,287.55,3563300
27/06/2016,296.5,300.7,294.05,295.9,2723624
24/06/2016,288,299.65,280.2,298.25,7806703
23/06/2016,313.5,320.45,313.5,319.45,3344752
22/06/2016,321.65,322.55,312,314.8,1630358
21/06/2016,323,325.4,318.95,324.7,3476951
20/06/2016,311.5,321.9,311.25,320.15,3260277
17/06/2016,309.15,313.9,309.15,312.15,3534877
16/06/2016,307.25,307.25,301.1,305.85,2278584
15/06/2016,307.9,310.25,305.05,308,1621821
14/06/2016,302.5,306.8,301.15,304.95,2585356
13/06/2016,308,308.6,297.4,301.75,4371937
10/06/2016,321.3,321.9,310.6,312.65,3125984
09/06/2016,322.15,325.4,321.8,323.3,1193910
08/06/2016,321.4,324.45,320.2,322.95,1824450
07/06/2016,322,323.6,318,319.6,3156909
06/06/2016,319,322,311.25,318.05,4114002
03/06/2016,312.9,323.9,312.9,317.05,4222654
02/06/2016,307.25,314.5,305.1,311.7,2392412
01/06/2016,318,318,308,309.15,2368671
31/05/2016,300,317.8,298.7,314.5,16105059
30/05/2016,272.95,282.35,272.95,281.45,6293847
27/05/2016,272.35,273.25,269,271.7,2637422
26/05/2016,273,273.7,268.25,269.6,2369211
25/05/2016,264,271.2,264,270.55,1455056
24/05/2016,260,263.6,258.8,261.35,1440860
23/05/2016,265.7,266.35,259.1,259.9,1332245
20/05/2016,266.3,268.45,262,263.1,2076504
19/05/2016,270,273.5,264.3,266.1,2096870
18/05/2016,268.8,270.3,265.8,268.65,1253146
17/05/2016,277.7,277.7,271,271.7,2150249
16/05/2016,277.25,279.75,272.1,275.55,1601418
13/05/2016,276.95,280.95,274.65,276.95,1707115
12/05/2016,275.65,279.25,274.5,277.65,1155366
11/05/2016,277,281.9,271.45,273.85,2112122
10/05/2016,290.7,290.7,280,281,1362651
09/05/2016,289.7,291,285.25,289.3,1066084
06/05/2016,281.8,288,278.45,286.8,1042991
05/05/2016,283.8,287.05,280.05,283.05,1209444
04/05/2016,299.35,299.35,280.05,281.35,1530918
03/05/2016,299.35,311.9,298.2,300.35,2811881
02/05/2016,297,297.55,291.65,295.35,1247168
29/04/2016,301.75,305.25,294.85,297.8,1598500
28/04/2016,305.9,307.2,300.2,301.85,1501711
27/04/2016,306.9,309.75,303.15,304.3,798597
26/04/2016,295.7,307.3,293.25,306.5,2437405
25/04/2016,303,304.3,295.35,296.15,1978752
22/04/2016,300,305,298.8,303.55,808944
21/04/2016,303.5,307.7,296.85,300.75,1572054
20/04/2016,301.6,305.85,298.7,301.9,1489032
18/04/2016,299,302.3,296.7,300.85,1060041
13/04/2016,298.45,300.7,294.55,299.95,3362057
12/04/2016,290,295,289.2,294.15,2589842
11/04/2016,276.2,289.05,275.7,287.05,1995547
08/04/2016,276.85,280.75,275.85,277,1264658
07/04/2016,277.9,281.9,269.05,276.35,2801263
06/04/2016,273.65,277.5,271.8,276.6,1578537
05/04/2016,284,284,269.8,271.25,2883464
04/04/2016,288.8,289.45,281.8,285.6,2518938
01/04/2016,289.7,289.7,281.2,286.05,1989344
31/03/2016,287,304,282.6,288.35,9149583
30/03/2016,282,287.5,280.8,284.85,2032833
29/03/2016,273,279.95,271.5,276.85,2533882
28/03/2016,284.45,285.45,269.75,272.05,3183411
23/03/2016,278.9,283,276.7,281.8,1589429
22/03/2016,273.7,280.65,271.5,278.6,2800727
21/03/2016,266.15,275,264.3,274.05,2325717
18/03/2016,264,267.8,262.5,266.55,2358580
17/03/2016,264.95,266.9,261.35,263.1,1115624
16/03/2016,265,265,258.25,261.2,1038087
15/03/2016,265.7,266.5,262.6,264.85,1526162
14/03/2016,258.25,265.55,257.5,263.55,2290574
11/03/2016,251.7,255.85,247,254.85,1641082
10/03/2016,253.7,254.5,247.8,250.2,1696917
09/03/2016,247.85,253.5,244.15,250.3,2083383
08/03/2016,247,256.5,247,249.95,2079878
04/03/2016,249,250.85,245.7,247.85,2536924
03/03/2016,242.55,249.3,241.15,247.1,2569598
02/03/2016,248.7,248.8,236.65,237.85,2875914
01/03/2016,234.3,243.45,234.3,240.45,2685092
29/02/2016,232.85,236.45,224.3,234.05,1987197
26/02/2016,236.1,238.3,230,233.4,2023464
25/02/2016,241.6,244.2,231.6,232.85,4077610
24/02/2016,245.9,248.45,240.1,241.2,1753397
23/02/2016,256.2,259.7,245.25,246.75,3997573
22/02/2016,246.7,247.7,238.1,242.1,819900
19/02/2016,237.9,245.95,235.5,244.75,1493012
18/02/2016,241.8,242.75,232.6,239.2,1651723
17/02/2016,230,240,226.25,239.15,1625782
16/02/2016,241,243.15,227.3,229.25,1941721
15/02/2016,230.8,239.5,227,237.85,1869821
12/02/2016,214.7,230.5,212.55,226.15,3129794
11/02/2016,224,227.8,210.1,214.8,1565637
10/02/2016,229.7,229.7,215.5,223.95,3800378
09/02/2016,237.8,242.15,229.1,230.6,3495905
08/02/2016,248,248.95,240.1,241.15,827940
05/02/2016,243.9,251.8,243.9,248.75,1793182
04/02/2016,244.5,246.3,239.5,242.95,2205619
03/02/2016,252.6,252.6,240.5,243,2740603
02/02/2016,264.5,264.95,251.7,253.35,3769028
01/02/2016,265.55,266.95,261.25,263.2,1109835
29/01/2016,266.8,267.95,260.1,265.45,1917242
28/01/2016,266.3,276.3,264.1,267.5,3184953
27/01/2016,257.8,266.35,257.8,265.45,1531779
25/01/2016,260.8,263.5,255.95,257.6,1088619
22/01/2016,252.95,262.3,251,257.45,1182214
21/01/2016,258,261,246.9,248.25,3015745
20/01/2016,260.5,261.9,251.6,258.6,2119862
19/01/2016,260.4,268.9,258.5,263.95,1386001
18/01/2016,257.5,260.95,252.05,257,1343187
15/01/2016,268.85,268.85,256.75,257.9,963039
14/01/2016,265,270.25,261.6,267.75,1685205
13/01/2016,272.6,278.9,266.75,273.7,1965963
12/01/2016,273,275,266.35,270.25,1170573
11/01/2016,259.75,274.4,258.4,271.8,1944294
08/01/2016,260,267.55,259,264.7,2081245
07/01/2016,267.9,267.9,254.5,257,2837932
06/01/2016,280,280.45,272.45,273.45,1646527
05/01/2016,281.4,283,276.4,278.95,2346499
04/01/2016,294.8,294.8,275.25,278.1,2359770
01/01/2016,289.4,298.25,289.35,296.6,1131233
31/12/2015,291.2,291.95,287.1,289.35,2127834
30/12/2015,289.35,291.39,287.3,289.89,935887
29/12/2015,290.6,291.3,285.75,288.75,1135723
28/12/2015,282.5,292.64,282.05,289.05,1587388
24/12/2015,282.2,284.5,280.64,282.05,819053
23/12/2015,281.45,282.2,279.5,281.75,893590
22/12/2015,281.64,282,278.35,279.1,670969
21/12/2015,277.25,281.64,276.3,280.64,1313855
18/12/2015,284,284.5,277.39,278.35,2517430
17/12/2015,281,285.05,278.5,282.75,1108336
16/12/2015,280.05,283.45,278.2,279.89,1384417
15/12/2015,271.89,282.2,269.85,281.25,2285689
14/12/2015,274.1,274.64,267.64,270.64,2007005
11/12/2015,284.64,285.39,273.8,276.3,1710693
10/12/2015,286.39,286.39,278.5,284.64,2285886
09/12/2015,284,286.39,277.55,281.1,1954533
08/12/2015,281.89,288.89,281.5,283.89,2039754
07/12/2015,288,288,279.3,280.25,1635701
04/12/2015,281,285.95,279,284.95,2026474
03/12/2015,285.1,286,279.05,280,1716022
02/12/2015,291,294,283.89,286.95,2807303
01/12/2015,299.95,299.95,287.8,290.6,2811814
30/11/2015,300.55,304.39,294.1,298.8,33636745
27/11/2015,303,303.75,298.3,299.05,3227282
26/11/2015,294.7,302.64,294,299.75,9022318
24/11/2015,296.39,297.25,289.39,293.85,2971912
23/11/2015,295,301.55,290.8,296.85,5002302
20/11/2015,295.8,300.25,295,295.95,3738571
19/11/2015,294,297,292.75,294.39,3848886
18/11/2015,289.7,293.85,285.1,290.25,3703702
17/11/2015,291.5,292.45,285.5,287.25,5450882
16/11/2015,290,295.3,285.1,287.8,5106265
13/11/2015,287,294,287,290.1,13268767
11/11/2015,275,279,274,277.5,284567
10/11/2015,269.8,278.89,269,271.55,2666522
09/11/2015,250,271.85,249,270.89,4351399
06/11/2015,264.89,266.5,260.5,261.89,1494961
05/11/2015,270,271.8,265.2,265.89,2960404
04/11/2015,263.75,272.8,263.75,268.95,3998220
03/11/2015,264.55,265.89,258.25,259.64,709692
02/11/2015,264.2,265.35,260.5,262.89,1361417
30/10/2015,268.8,270.25,255,260.1,1450222
29/10/2015,268.8,270,262.55,268.8,2574507
28/10/2015,269.89,271.14,265,268.75,1520384
27/10/2015,272.1,272.85,269.39,269.95,2010725
26/10/2015,275.39,276.55,270.8,272.64,1613964
23/10/2015,272.89,273.7,270.05,272.8,1582263
21/10/2015,269.75,272.7,267.39,269.25,1745140
20/10/2015,264,272.7,262.5,270.05,3028020
19/10/2015,260.7,265.95,258.39,264.55,3394311
16/10/2015,265,266,256.14,260.7,3028081
15/10/2015,244,260,244,259.55,5131700
14/10/2015,244.5,247.25,240.55,241.6,788656
13/10/2015,246.4,252.35,243.3,245.75,1462030
12/10/2015,246.7,252.9,243.8,245.9,2578946
09/10/2015,244.8,246.7,241.2,244.75,1524252
08/10/2015,242.15,246.9,240.15,242.25,1352157
07/10/2015,240.5,245.35,237.25,241.9,1573727
06/10/2015,236.05,243.8,235.15,242.15,3323481
05/10/2015,222,235,221.8,233.8,4276462
01/10/2015,218.9,220.5,214.65,218.6,1326375
30/09/2015,215,218.25,211.5,216.45,2184921
29/09/2015,202,217.4,200.2,212.7,2207297
28/09/2015,221.15,222.25,204.9,206.85,3593452
24/09/2015,223,225.75,219.7,220.7,2086693
23/09/2015,222.9,227.6,221.1,222.95,2285507
22/09/2015,238.95,239.55,225,226.85,2267221
21/09/2015,233.85,240.9,232.95,237.1,1942093
18/09/2015,234,246.75,233.6,236.65,17540204
16/09/2015,242,243,235.3,240.5,2145694
15/09/2015,249.4,251.7,236,239.55,2644578
14/09/2015,243.65,249.65,240.8,248.65,2591725
11/09/2015,247.45,250.5,240.1,242.35,1695024
10/09/2015,234.3,247,230.1,245.45,2192715
09/09/2015,239.5,245.45,235.25,239.45,2483798
08/09/2015,226.4,236.2,219.45,235.05,2941220
07/09/2015,227.7,232.4,222.15,223.4,2371300
04/09/2015,233.75,233.75,221.1,223.8,3606590
03/09/2015,223,245.7,223,234.95,4868284
02/09/2015,224,226.65,218.55,220.3,2198232
01/09/2015,232.7,232.8,222,223.4,3315841
31/08/2015,243.1,247.5,236.25,237.75,1888682
28/08/2015,243.1,247.55,239.7,245.5,2734828
27/08/2015,233.95,242.7,226.9,240.65,4746030
26/08/2015,225,233,217.4,226.1,4307662
25/08/2015,222.75,225.9,205.5,222.45,6621089
24/08/2015,226.4,231.7,213.65,219.25,6086105
21/08/2015,238,239.25,234.6,237.3,2078211
20/08/2015,247.55,247.55,240.2,243.1,2325185
19/08/2015,243.65,250.4,240.55,247.9,2724217
18/08/2015,241.85,247.5,241.5,243.55,1736661
17/08/2015,244.65,246,236.1,240.2,2175051
14/08/2015,240.25,247.4,234.5,244.8,1969422
13/08/2015,241.2,244.95,231.1,235.25,3000003
12/08/2015,249.1,249.1,237.25,239,4200677
11/08/2015,264.95,266,248.9,249.95,4491491
10/08/2015,262.2,272.7,261.89,264.35,3235634
07/08/2015,265.5,272.45,264,267.85,4959082
06/08/2015,260.55,266,257,263.7,3372060
05/08/2015,262,268,259,260.35,2580186
04/08/2015,261.5,262.8,254.9,260.8,4053354
03/08/2015,261,265.3,257.35,261.85,3658864
31/07/2015,251,262.8,249.65,260.05,3252614
30/07/2015,244.35,251,243.5,249.8,2983781
29/07/2015,238.4,244,238.4,241.85,2047040
28/07/2015,239.4,240.5,233.5,237,2236053
27/07/2015,245.4,246.3,237.1,238.4,2362429
24/07/2015,255.2,256.95,245,245.55,3177332
23/07/2015,240.4,256.39,238.75,254.5,5514931
22/07/2015,233,241,233,240,2769141
21/07/2015,235,238.9,232.95,234.2,2725386
20/07/2015,240.05,240.3,233.25,234.9,2115767
17/07/2015,237.05,239.95,233.8,238.2,4270553
16/07/2015,242,242.9,235.55,236.25,2817212
15/07/2015,232.6,241,232.1,240.5,3075160
14/07/2015,243,243.5,228.05,232.1,2495603
13/07/2015,239.5,246.65,235.65,241.75,1770086
10/07/2015,238.1,240.7,236.3,238.55,2034432
09/07/2015,239,239.9,233.55,234.4,3186109
08/07/2015,250.45,250.45,237,239.45,3496396
07/07/2015,255.9,258.6,252,252.45,3442553
06/07/2015,256,257,251.25,254.9,1994335
03/07/2015,260.1,261.39,257.35,259.85,1412872
02/07/2015,268,268,259,260.05,1018260
01/07/2015,261.1,266.5,259,263.8,2511965
30/06/2015,260.5,261.64,255,260.7,2917580
29/06/2015,263.35,264.6,258.5,260.6,1596134
26/06/2015,266,270,266,268.6,1073767
25/06/2015,271.39,271.39,265,265.8,3144042
24/06/2015,272.95,273.75,268.89,270.25,1505794
23/06/2015,274.45,275.89,271.89,272.45,2070800
22/06/2015,272.7,275.75,271,273,2237706
19/06/2015,274.5,274.5,268,269.45,2309862
18/06/2015,271.25,274.2,268,272.55,2739015
17/06/2015,275,275.89,267.5,268.35,2507616
16/06/2015,265.6,272.55,263,269,1728400
15/06/2015,265.5,269.7,262.25,263.95,1940080
12/06/2015,267.6,268.5,260.64,266,2876676
11/06/2015,283.05,283.2,267.75,269.64,2514885
10/06/2015,281,286.1,279,281.89,1819952
09/06/2015,279.2,283,276.1,281.14,2106460
08/06/2015,284.89,284.89,278.7,280.1,1425333
05/06/2015,282.5,289.14,280.8,285.64,3365978
04/06/2015,282.89,284.85,275.75,282.14,1490882
03/06/2015,287.95,288.8,274.95,281.85,1985146
02/06/2015,292.5,294.89,285.89,286.8,1481417
01/06/2015,302.5,302.5,290,290.64,1726843
29/05/2015,300,303.2,297.1,301.05,674090
28/05/2015,299.8,304,297.39,298.95,1418312
27/05/2015,294,300.14,290,297.89,3146553
26/05/2015,307.89,310,301,308.39,1890323
25/05/2015,318.75,319.3,306.3,307.14,1154902
22/05/2015,316.45,318.8,314.05,315.35,1322347
21/05/2015,308.14,316.39,308.14,315.85,1006706
20/05/2015,315.8,316.05,308,309.89,2038038
19/05/2015,316.8,316.8,312.2,313.64,854795
18/05/2015,314.6,318.25,311.1,317.35,1724908
15/05/2015,317.8,318.1,312.6,313.85,1551686
14/05/2015,318.7,319,310,315,1271293
13/05/2015,315,319.45,311.1,317.85,1086359
12/05/2015,322.14,322.14,312.1,313.25,1718725
11/05/2015,313.35,324.14,311.8,322.75,2640034
08/05/2015,301,310.89,301,309.35,2461737
07/05/2015,301,305,290.3,295.1,1676241
06/05/2015,315,315,303.1,304.89,1475210
05/05/2015,313.89,317.39,310.7,315.75,1893197
04/05/2015,316.7,316.7,309.25,312.25,3325718
30/04/2015,319.8,319.8,309,310.7,3497186
29/04/2015,323.8,323.8,315,318.45,2143144
28/04/2015,318,324.8,314.55,322.5,1864985
27/04/2015,321.64,323.2,311.5,315.95,1954650
24/04/2015,320.39,323,315,319.95,4296398
23/04/2015,331.8,331.8,318,319.14,2674416
22/04/2015,328,329.9,319.64,328.1,972271
21/04/2015,330,333.35,325.1,327.64,763574
20/04/2015,343.35,343.35,324.14,328.75,1500415
17/04/2015,349,349.5,338.5,340.5,1147088
16/04/2015,348,358,341,348.9,2580149
15/04/2015,354,354,341.7,344.15,1257299
13/04/2015,352.95,356.45,347.2,354.65,1504187
10/04/2015,344,352.5,339.3,351.1,1272284
09/04/2015,345.6,346.8,339.75,343.4,1300156
08/04/2015,347,347.6,343.2,345.4,1109766
07/04/2015,341.9,345.85,339.65,342.95,2084925
06/04/2015,339,344.4,337.3,341.45,929224
01/04/2015,331.4,338.9,328.6,338.05,1664959
31/03/2015,325.8,338.85,321.64,331.55,2604153
30/03/2015,319.8,324.95,314.35,324.39,1032105
27/03/2015,309.2,318.7,305.45,316.5,1131212
26/03/2015,315,319.55,304.95,308.75,3682342
25/03/2015,316,317.8,312.05,316.14,2668863
24/03/2015,320.05,323.85,310.55,312.8,2083050
23/03/2015,327.7,329.5,320.1,321.5,954574
20/03/2015,333.95,335.6,326,327.35,1912636
19/03/2015,343.45,343.75,332.1,336.65,1461568
18/03/2015,345.45,345.45,338.2,339.9,1204888
17/03/2015,341.1,347.25,340.15,345.8,1775741
16/03/2015,340.2,342,334,338.95,1262141
13/03/2015,344.9,345.5,335.55,337.6,2835320
12/03/2015,344.7,346.5,342.9,344,1750183
11/03/2015,344,346.9,336.35,339.65,1854857
10/03/2015,346.4,350.85,339,343.7,2645066
09/03/2015,352,353.95,338.5,342.75,2908585
05/03/2015,363.65,365.95,353.3,354.9,1808297
04/03/2015,374.9,375,361,362.6,1783795
03/03/2015,370.6,370.6,364,367,1453914
02/03/2015,377,377,359.3,369.55,2232316
27/02/2015,354,361.2,352.45,359,899983
26/02/2015,367.55,367.55,347.75,350.2,1758673
25/02/2015,367.2,372.9,364,365.75,659314
24/02/2015,371.05,373.6,362.65,365.75,548799
23/02/2015,381.65,384.5,370.65,372.25,976523
20/02/2015,374.9,385.8,370.6,381.65,3065964
19/02/2015,373,383.95,367,373.3,5492008
18/02/2015,350.1,354.25,343.25,350.15,2330841
16/02/2015,347.25,351.65,344.45,350.6,2448156
13/02/2015,339.25,347.3,333.55,345.85,1521114
12/02/2015,342.75,342.75,334.65,338.25,855706
11/02/2015,336.85,339.8,333.6,338.9,1043316
10/02/2015,328,341.6,323.6,336.45,1215069
09/02/2015,333.8,339.6,328,329.55,2753473
06/02/2015,345.2,346.8,327,337.35,3465733
05/02/2015,358,364.4,353.05,356.4,1094935
04/02/2015,360.4,361.2,353,355,1848761
03/02/2015,360,366.6,355.5,358.3,1586558
02/02/2015,362,363.95,354,356.65,1479086
30/01/2015,367.45,368.2,360.25,363.95,1328189
29/01/2015,364.25,369.95,358.2,364.15,2851910
28/01/2015,384,384.9,364.55,365.95,2462647
27/01/2015,376.15,383.2,374.5,380.5,2097895
23/01/2015,369.8,374.85,364.45,373.75,2876418
22/01/2015,357,368,355.5,364.45,2303755
21/01/2015,355.9,362.25,352.55,360.25,4703615
20/01/2015,348.3,356.45,347.4,355,3190516
19/01/2015,342.5,348.5,340.15,346.35,1543709
16/01/2015,340.25,344.8,336.7,339.9,2564358
15/01/2015,335.75,345.65,332.65,341.85,1786117
14/01/2015,336,338.2,327.64,330.3,1306790
13/01/2015,340,341,332.7,334.4,1291592
12/01/2015,343,343,335.55,337.4,1174215
09/01/2015,344,351.95,339.5,342.65,2879302
08/01/2015,335.7,341.8,330.5,340.7,2563503
07/01/2015,327.8,336.5,325.55,330.65,1882988
06/01/2015,340.9,342,327.7,328.75,1457991
05/01/2015,343.2,347.9,340.65,344.45,1206820
02/01/2015,334,346.6,334,342.25,1628269
01/01/2015,335.7,337.8,333.2,334.65,403716
31/12/2014,325.99,333.17,325.69,332.23,848790
30/12/2014,337.47,338.16,327.67,329.8,1128926
29/12/2014,327.28,336.48,326.29,334.6,1254680
26/12/2014,326.59,328.27,322.18,324.8,523090
24/12/2014,326.49,329.55,321.88,323.42,2984188
23/12/2014,326.39,328.86,321.04,325.69,1042132
22/12/2014,326.59,330,321.54,324.21,1452756
19/12/2014,330.94,331.53,324.95,326.68,1916785
18/12/2014,320.65,328.47,318.67,324.7,1623829
17/12/2014,319.86,325.89,307.39,314.76,1826446
16/12/2014,327.08,334.7,318.67,321.24,2252821
15/12/2014,329.65,338.96,326.59,332.37,2127836
12/12/2014,329.8,340.29,329.8,333.36,2760845
11/12/2014,329.8,335.99,321.64,332.72,1584375
10/12/2014,318.87,333.36,317.93,332.37,1571895
09/12/2014,338.26,340.94,318.96,320.99,1696910
08/12/2014,346.28,346.28,335.74,337.27,1113283
05/12/2014,344.89,348.36,340.04,342.67,1036441
04/12/2014,352.51,354.64,341.83,344.7,1692627
03/12/2014,350.34,356.67,344.15,351.57,3317132
02/12/2014,348.95,351.43,345.24,347.76,2399215
01/12/2014,339.7,348.11,332.08,345.93,2993326
28/11/2014,324.8,338.26,321.24,336.18,2828289
27/11/2014,324.51,328.02,321.64,322.92,1345552
26/11/2014,319.86,327.53,317.98,325.35,809998
25/11/2014,332.23,333.31,318.67,320.5,2056751
24/11/2014,330.54,334.4,329.55,333.12,1271344
21/11/2014,325.79,335.49,325.79,328.02,2059147
20/11/2014,320.45,327.82,317.18,325.5,1362057
19/11/2014,329.06,331.24,318.67,321.54,1934944
18/11/2014,334.7,337.47,327.82,329.36,2084239
17/11/2014,316.59,334.3,316.24,333.31,3221564
