Date,OIL-EQ O,OIL-EQ H,OIL-EQ L,OIL-EQ C,OIL-EQ V
21/04/2011,261.67,269.6,258,268.08,496805
20/04/2011,258.6,265.51,257.6,262.27,197810
19/04/2011,258.7,260.2,255.06,257.77,303899
18/04/2011,259.39,264.5,256.31,257.58,438654
15/04/2011,262,262.99,256.33,262.05,81134
13/04/2011,258,263.97,258,263.07,104775
11/04/2011,265,265,257.04,257.8,60774
08/04/2011,272,272,259,260.31,270479
07/04/2011,271.6,271.96,267.23,268.91,193724
06/04/2011,269.27,272,263.99,269.15,471990
05/04/2011,271.76,271.76,262.42,264.5,324395
04/04/2011,262.2,268.62,262.2,268.03,379449
01/04/2011,264.98,264.98,258.2,262.81,811830
31/03/2011,254.2,268,254.2,262.45,227570
30/03/2011,259,261.2,256.4,259.83,367029
29/03/2011,262.89,265.97,257.41,258.27,106944
28/03/2011,260.6,264.98,258.4,263.22,80969
25/03/2011,255.6,262.2,255.6,260.65,263510
24/03/2011,257.4,259.8,256.02,257.55,164459
23/03/2011,254.02,260,254.02,258.48,132789
22/03/2011,235.32,260.84,235.32,253.61,192129
21/03/2011,250.74,257.5,248.01,248.89,73610
18/03/2011,250.63,255.57,250,251.52,147440
17/03/2011,256,258.97,251.76,255.23,92225
16/03/2011,254.16,259.2,250.63,255.78,96035
15/03/2011,254.2,254.2,250.6,251.44,410259
14/03/2011,256.76,259.24,252,256.91,166550
11/03/2011,250,256,249,255.04,484400
10/03/2011,248,256.76,245.02,250.86,176840
09/03/2011,244.25,250.76,244.25,246.01,251750
08/03/2011,247,250.79,247,248.93,199734
07/03/2011,248.42,251.39,245.2,248.18,101160
04/03/2011,248.8,250.6,247.03,248.42,173429
03/03/2011,242.6,251.47,242.6,248.66,363584
01/03/2011,243.41,249.72,243.41,247.53,328685
28/02/2011,245,250.8,243.4,247.32,254294
25/02/2011,243,246.97,241,243.88,225600
24/02/2011,248,248,244,245.05,728474
23/02/2011,246.6,249.57,242.83,248.03,178865
22/02/2011,256.76,256.76,244.04,246.81,648134
21/02/2011,258.4,258.4,254,254.99,498099
18/02/2011,259.94,259.94,255,256.54,398250
17/02/2011,259.16,261,255.22,256.95,48170
16/02/2011,258.16,259,254.8,257.56,43970
15/02/2011,259.94,260.05,257,257.36,277895
14/02/2011,256.54,259.89,254.74,257.6,275064
11/02/2011,259,259.9,252,253.51,330065
10/02/2011,255,261.94,255,258.1,749465
09/02/2011,265.8,265.8,250.45,260.18,136359
08/02/2011,265,268.4,259.21,260.25,930450
07/02/2011,262,269,258.23,265.93,194819
04/02/2011,254.46,263,254.45,261.04,208929
03/02/2011,257.78,260,254,258.32,206505
02/02/2011,257.08,258.8,251.32,257.64,229239
01/02/2011,251,263.97,251,255.73,129944
31/01/2011,246.22,261.1,246.22,257.64,647619
28/01/2011,252.4,253.98,247.6,250.92,800280
27/01/2011,250.41,256.59,250.41,252.45,75744
25/01/2011,253,303.99,252.04,254.77,316835
24/01/2011,210,254,210,253.33,53855
21/01/2011,256.98,258.5,249.6,250.46,137189
20/01/2011,258,263.91,255.46,256.97,351974
19/01/2011,262.8,264,261.2,261.99,1156094
18/01/2011,260.2,265.16,260.2,261.54,131334
17/01/2011,254.6,265.1,254.6,261.94,61844
14/01/2011,264.4,265.2,260.23,262.42,80945
13/01/2011,262.6,264.22,261.42,263.61,86075
12/01/2011,268.54,269.18,260.6,261.92,253239
11/01/2011,263,269,261.43,266.65,215145
10/01/2011,269.8,296.64,262.2,263.67,235899
07/01/2011,273.8,277.38,263,266.86,174209
06/01/2011,279,281.46,273,273.6,700374
05/01/2011,280.2,283.72,278.43,279.11,136424
04/01/2011,283.36,285.78,282,283.86,201065
03/01/2011,281.59,283.6,278.05,282.63,185234
31/12/2010,277.61,284.4,277.61,282.24,383525
30/12/2010,280.01,281.57,278.2,279.71,92195
29/12/2010,283.8,283.8,279.08,279.99,198830
28/12/2010,278.8,283.81,278.8,279.87,251594
27/12/2010,280,280.6,277.6,278.71,52689
24/12/2010,276.8,280.8,274.43,279.98,163055
23/12/2010,280,283.8,276.25,278.81,238920
22/12/2010,278,280.8,274.23,276.99,150749
21/12/2010,272,279.37,271.02,276.83,1081145
20/12/2010,275.8,277,271,272.88,886464
16/12/2010,279.8,283.6,274.42,277.64,229250
15/12/2010,282,285.65,275.25,276.89,293690
14/12/2010,279,283.1,276.45,277.18,194999
13/12/2010,281,281,275.43,277.27,123719
10/12/2010,267,278.6,267,276.98,1277784
09/12/2010,278.2,287,277,278.77,127940
08/12/2010,285.6,287.94,282,283.34,992424
07/12/2010,289.56,289.56,281.3,285.29,263384
06/12/2010,286.19,290,282.72,283.69,127259
03/12/2010,286.34,287.91,282.51,283.77,342155
02/12/2010,290,294.8,283,284.08,211670
01/12/2010,278.7,284.14,275.42,281.58,182324
30/11/2010,275,277.58,273.42,275.44,79079
29/11/2010,276.01,279,272.23,276.17,149345
26/11/2010,273.02,280,268,276.21,221199
25/11/2010,271.1,281.7,271.1,277.87,150714
24/11/2010,268.04,281.94,268.04,279.98,456735
23/11/2010,267,279.78,267,275.75,98850
22/11/2010,285,290,278.44,279.34,76554
19/11/2010,283.6,283.6,278,280.21,3174510
18/11/2010,281.07,284,277.4,279.55,467510
16/11/2010,282.8,285.97,278,280.95,495224
15/11/2010,281,285.57,281,283.57,526494
12/11/2010,290.98,292.6,277,278.56,772049
11/11/2010,292,292.7,283.06,284.12,111909
10/11/2010,290.4,292.94,288,288.76,201615
09/11/2010,294.58,294.58,287.7,290.24,95780
08/11/2010,292,292.7,287.6,290.54,76235
05/11/2010,292,292.98,290.51,291.97,30809
04/11/2010,291.99,293.2,288,290.44,279905
03/11/2010,293.48,293.58,289,290.09,140324
02/11/2010,290,294,285,291.23,208284
01/11/2010,290.1,295.4,284,286.5,184764
29/10/2010,279.62,294,279.02,290.01,305129
28/10/2010,280.6,284.94,267.32,282.76,429515
27/10/2010,286.8,288.93,280.2,280.79,236094
26/10/2010,291.21,292.41,287,287.37,255474
25/10/2010,278.23,293.96,278.23,293.15,115430
22/10/2010,291.02,292.78,290.21,291.95,64280
21/10/2010,292.79,292.79,288.53,290.01,65660
20/10/2010,294,294.98,289,290.43,93039
19/10/2010,284.04,295.4,284.04,292.79,435945
18/10/2010,289.53,289.53,279.22,284.38,209685
15/10/2010,290,291,285.29,286.91,135339
14/10/2010,294.66,296.8,268.73,288.93,361415
13/10/2010,296,297.99,294,294.66,1807755
12/10/2010,299.8,299.94,291.05,293.13,157514
11/10/2010,299.75,300,295.2,296.02,170934
08/10/2010,298.06,301.99,295,297.18,157100
07/10/2010,294.02,299.75,293.11,298.06,343385
06/10/2010,299.99,303.79,295,296.08,1898775
05/10/2010,298,303.2,297,298.52,638564
04/10/2010,306,308.19,297.02,299.66,817059
01/10/2010,303,307.4,302.9,305.94,236115
30/09/2010,306,308,298.2,300.44,229569
29/09/2010,309.74,309.74,304.36,306.02,291434
28/09/2010,306.39,310.4,300.6,308.87,273539
27/09/2010,304.8,308,303.3,305.22,459960
24/09/2010,302,305.77,296.47,302.06,618819
23/09/2010,303,304.4,297.11,300.9,507774
22/09/2010,303.64,309.55,297.46,301.9,758090
21/09/2010,311,315.8,300.6,303.35,956600
20/09/2010,319.87,319.87,307.74,309.5,443709
17/09/2010,318.4,318.8,311.2,313.66,401945
16/09/2010,311.05,324.8,310,316.51,571445
15/09/2010,320.8,326,317,323.99,687434
14/09/2010,318,323.8,312.44,316.95,755870
13/09/2010,311.6,318.58,308.51,316.3,553505
09/09/2010,309.6,309.6,304,307.2,172644
08/09/2010,296,313.4,296,309.35,685199
07/09/2010,297.6,305,292.23,298.12,510515
06/09/2010,292.96,295.6,290.02,294.18,164229
03/09/2010,290.8,294.4,289.02,290.42,103455
02/09/2010,292.43,295,287.2,288.98,85100
01/09/2010,289,296.8,288.44,294.23,280379
31/08/2010,289.98,294,289.01,290.93,139674
30/08/2010,292,297.42,290.02,291.2,196109
27/08/2010,286.42,295.03,286.42,293.84,681654
26/08/2010,286.05,292,286.05,289.12,234144
25/08/2010,284.2,288.4,278,285.25,283265
24/08/2010,296,296.8,282.23,285.36,624215
23/08/2010,289,296,285.03,295.12,1093340
20/08/2010,285.2,290.2,284.02,288.23,149169
19/08/2010,287.2,290.59,283.8,287.93,363854
18/08/2010,291.76,294.4,284.22,286.48,1005159
17/08/2010,279.6,290.98,277.25,289.28,1593255
16/08/2010,279.8,279.8,275.01,278.1,123254
13/08/2010,278.02,281.8,276.22,278.01,182934
12/08/2010,275,281.4,270.62,280.03,337709
11/08/2010,275.16,278.6,273.24,274.74,225905
10/08/2010,277,277.4,272.23,273.44,159125
09/08/2010,280.03,282.75,275.8,277.09,158549
06/08/2010,277,284,274,279.76,450459
05/08/2010,279.8,283.6,276.05,278.03,207459
04/08/2010,275.02,281,275.02,279.11,443475
03/08/2010,278,280,275,276.96,130334
02/08/2010,281.93,285,275.03,276.96,255219
30/07/2010,272.05,283.54,272.05,281.93,385889
29/07/2010,272,276.94,270.42,275.72,320334
28/07/2010,268,274,267,273.37,354504
27/07/2010,266.6,272.04,266.01,269.19,583085
26/07/2010,268.02,271.96,267.08,267.86,180114
23/07/2010,268,272.4,266.8,270.44,919655
22/07/2010,267.96,268,265.22,267.66,258639
21/07/2010,268.56,269.8,265,266.91,480050
20/07/2010,269.4,269.4,265.4,267.09,617045
19/07/2010,268.8,270.76,266,266.77,747639
16/07/2010,268,272.6,267.22,269.95,1050719
15/07/2010,274,274.15,263.1,269.16,851255
14/07/2010,275.22,280,269.02,271.33,1320219
13/07/2010,272.79,280,266.42,274.76,607344
12/07/2010,279.78,280.8,271,272.52,716420
09/07/2010,283.6,285.54,276.4,277.48,837080
08/07/2010,282,288.4,279.4,281.32,909240
07/07/2010,285.4,285.94,278.24,279.17,616989
06/07/2010,282.2,286.2,281,284.78,724479
05/07/2010,288.8,288.8,281,282.18,509060
02/07/2010,289.76,295.4,282.2,285.93,1072209
01/07/2010,286.8,295,286.01,288.69,3249440
30/06/2010,281.1,295.46,280.31,288.48,5182644
29/06/2010,277.8,288.66,273.2,286.17,5529384
28/06/2010,274,312,268.02,276.17,11079369
25/06/2010,262,278.6,258.8,271.93,2559324
24/06/2010,260,262.5,257.2,260.96,373049
23/06/2010,255.87,262.6,255.87,259.71,258669
22/06/2010,252.4,261.59,252.4,255.87,304299
21/06/2010,255,258,252.4,253.09,235854
18/06/2010,252.05,255.92,251.21,253.37,136034
17/06/2010,252.04,258,250.81,253.25,231675
16/06/2010,258.02,261,252,253.47,341829
15/06/2010,268.8,268.8,256.8,257.66,311675
14/06/2010,254.64,270,251,268.8,1386584
11/06/2010,258.12,261.6,254,256.09,670094
10/06/2010,259.8,262.99,257.06,259.26,223239
09/06/2010,253,265,251,260.72,1399445
08/06/2010,251.19,256.8,248.3,254.31,156699
07/06/2010,257,263,248.02,254.22,1088075
04/06/2010,265,270,255.31,259.72,685100
03/06/2010,257.89,264.8,250.6,262.86,503469
02/06/2010,252,256.18,252,255.33,1255644
01/06/2010,254,254,252,253.16,203460
31/05/2010,252,254.4,250,252.88,475620
28/05/2010,253.58,254,249.21,251.79,124674
27/05/2010,253,255.6,249.57,253.2,526175
26/05/2010,249.4,250.52,244.42,247.6,299709
25/05/2010,240.22,248.2,240.22,247.13,739719
24/05/2010,249.03,259.8,243.8,245.47,118335
21/05/2010,245,255,240,250.71,2515194
20/05/2010,244.16,254,244.16,251.95,2752794
19/05/2010,233.96,234.2,227.37,232.54,88109
18/05/2010,234,235.4,232.83,234.27,72204
17/05/2010,231.78,236.4,229.55,234.77,297549
14/05/2010,239,239,230.02,235.22,335405
13/05/2010,233,234.6,230.01,233.56,114870
12/05/2010,226,233.79,225,232.83,1046240
11/05/2010,226.98,228,224,227.22,108965
10/05/2010,225.4,228,225.17,225.97,101075
07/05/2010,227,231,224.4,225.74,218570
06/05/2010,224,232,223.6,228.39,3789315
05/05/2010,221.2,224.98,221.2,224.39,87564
04/05/2010,225.78,226.8,223.37,225.03,329229
03/05/2010,222.2,225.54,221.24,223.86,64319
30/04/2010,226.4,226.4,222.6,223.44,194210
29/04/2010,224,225.8,224,224.42,30545
28/04/2010,225,227.36,223,224.32,61749
27/04/2010,226.56,227.61,224.06,226.41,81359
26/04/2010,224,228,209.52,224.06,107325
23/04/2010,229.6,229.6,222.2,224.72,571694
22/04/2010,229,229.8,224.5,225.11,124175
21/04/2010,224,229.8,224,227.76,219465
20/04/2010,223.5,226.39,222.25,223.54,361205
19/04/2010,228,228,223,223.63,135440
16/04/2010,224.02,230.4,224.02,228.16,438414
15/04/2010,229.1,230.36,227.21,229.19,1018835
13/04/2010,225.2,228.8,224.62,228.42,168920
12/04/2010,226.4,229.65,223.8,225.3,723414
09/04/2010,230,230.4,228,229.39,426744
08/04/2010,229.26,231.2,228.41,229.82,505539
07/04/2010,232.59,233,229,229.83,313379
06/04/2010,231,233.61,230,230.49,262229
05/04/2010,227,231.45,226.26,231.01,706199
01/04/2010,226.2,232.8,226.2,229.99,420725
31/03/2010,230.45,233,223,230.95,360264
30/03/2010,229.66,231.6,228,231.15,218124
29/03/2010,223.61,229.1,223.6,228.57,323180
26/03/2010,224.02,227.05,222.42,225.72,265289
25/03/2010,222.4,224.19,222.06,223.67,932079
23/03/2010,223.8,224.8,220.05,221.67,338889
22/03/2010,222,222,220.22,221.29,714335
19/03/2010,222.02,224.98,221.2,222.37,752199
18/03/2010,223.4,226.66,223.04,223.56,217950
17/03/2010,228.2,229.77,223,223.31,345204
16/03/2010,226.02,230.4,225.41,228.13,1543514
15/03/2010,225.4,229.1,223.6,227.36,742730
12/03/2010,225.6,227.6,225.02,225.39,393924
11/03/2010,225.4,227,224.23,226.2,135834
10/03/2010,228,229.6,224.2,225.09,249804
09/03/2010,226.6,228,224,224.37,1347909
08/03/2010,230.56,230.76,226,226.67,1892615
05/03/2010,231.32,231.32,225.9,227.9,687794
04/03/2010,230,232.76,227,228.03,2078615
03/03/2010,228,235.6,227.59,229.87,1435625
02/03/2010,232.02,232.02,227,227.69,304634
26/02/2010,231,233,229.4,231.58,255119
25/02/2010,230.4,231.8,228.63,230.48,67319
24/02/2010,227.61,233,226.6,229.32,91274
23/02/2010,226.3,230.8,226.3,227.34,122060
22/02/2010,230.2,233,229.25,229.46,82194
19/02/2010,226.4,230.73,226.4,229.51,391374
18/02/2010,230,231.2,229.03,229.61,132924
17/02/2010,231.4,233.99,227.77,228.98,776139
16/02/2010,229,231.4,228.85,229.89,196800
15/02/2010,233,233.82,228.25,229.49,361679
11/02/2010,235,235,232,232.86,63635
10/02/2010,236.06,237,232.28,233.36,135035
09/02/2010,230.86,238.2,230,237.41,233030
08/02/2010,230.46,234.4,230,231,181595
05/02/2010,234,234,230.4,232.37,265700
04/02/2010,238.8,247.72,235.12,237.19,821090
03/02/2010,233.2,239.4,233.2,238.29,740009
02/02/2010,230,233,230,232.08,434480
01/02/2010,225,230.8,225,229.14,891840
29/01/2010,234.42,234.42,223.4,224.44,580379
28/01/2010,235,243.12,232.43,233.88,701150
27/01/2010,236.88,238,233.24,234.1,270489
25/01/2010,238.02,238.3,233.43,236.88,362525
22/01/2010,238,239.6,232,238.45,550520
21/01/2010,245.52,247.4,238.2,239.63,216630
20/01/2010,247,249.47,243.41,244.02,149129
19/01/2010,247.94,248.51,245.2,245.67,98400
18/01/2010,250,250,245.4,246.72,189449
15/01/2010,251,253.59,248,248.1,182864
14/01/2010,250.02,254,249.6,251.81,484505
13/01/2010,245.26,251.8,245.26,249.13,159069
12/01/2010,252,253,246.99,248.01,180050
11/01/2010,253.4,254.94,250,251.95,272255
08/01/2010,249.78,253.6,246,252.59,321684
07/01/2010,249.22,251,246.26,248.28,181044
06/01/2010,251.02,253.6,248.5,249.76,315644
05/01/2010,251.91,253,247.41,250.11,648995
04/01/2010,251.98,251.98,247,248.06,208845
31/12/2009,252.6,253,247.8,248.38,123194
30/12/2009,252.8,253.98,246,248.25,120245
29/12/2009,250.8,254.38,249.06,252.78,789840
24/12/2009,249.79,251.58,249.02,250.43,104070
23/12/2009,246.08,251,246,248.43,163539
22/12/2009,248,248,244,246.08,158274
21/12/2009,250.45,251.8,244.45,246.61,166079
18/12/2009,247.2,253.8,246.06,250.37,228174
17/12/2009,248.8,248.8,247,247.71,330834
16/12/2009,248,251,246.05,247.11,97299
15/12/2009,249,249.96,240,248.03,1181240
14/12/2009,249.96,251.2,242.2,248.01,168785
11/12/2009,249.58,250.8,246.2,248.32,183515
10/12/2009,249,251,244.45,247.51,643490
09/12/2009,252.82,257,249.25,249.82,320069
08/12/2009,255,257,252.4,253.64,221330
07/12/2009,252.2,256.1,250.2,255.21,383919
04/12/2009,260,261.98,250.35,251.07,866730
03/12/2009,270.34,271.8,256.2,258.44,1551134
02/12/2009,266.7,274.8,250.05,269.66,1424504
01/12/2009,256,268.76,255,264.63,1722515
30/11/2009,249.1,257.76,249,254.38,878165
27/11/2009,247.98,250.8,242.4,248.66,859500
26/11/2009,248.4,249.2,247.2,248.48,674495
25/11/2009,239.64,252.69,238,249.33,3626604
24/11/2009,245.98,245.98,238,240.12,182585
23/11/2009,242,243.48,241.2,241.98,212919
20/11/2009,242.82,243.4,240.4,242.63,1094099
19/11/2009,242,244.02,240.22,243.39,415404
18/11/2009,240.4,244.18,239.8,242.19,765005
17/11/2009,240,241.8,239,240.91,521784
16/11/2009,240,241,236.65,240.11,570564
13/11/2009,235,244.74,233.6,238.89,2200235
12/11/2009,238,238.6,234,236.52,717834
11/11/2009,229.4,238.2,229.08,236.27,1626630
10/11/2009,231.4,233.98,228.4,229.55,1430654
09/11/2009,230.01,233.4,230.01,233.01,469850
06/11/2009,231,233.71,229.25,231.3,1475444
05/11/2009,225.4,230.8,225.4,229.78,249065
04/11/2009,224.98,231.8,224,230.17,1422729
03/11/2009,220.4,225.5,220.4,224,899844
30/10/2009,229,229,222,224.12,585500
29/10/2009,225.05,227.58,223.02,226.45,326229
28/10/2009,228.2,228.2,222.2,226.04,1215704
27/10/2009,230.01,230.01,222.84,228.07,2037969
26/10/2009,230.26,235,229,231.28,1047764
23/10/2009,234.98,235.89,232.24,232.94,1084644
22/10/2009,233,236.88,231.6,232.99,1692065
21/10/2009,236.8,238.8,231.4,233.22,1545489
20/10/2009,239.2,240.7,234.4,235.57,784704
16/10/2009,237.73,240.6,236.4,238.2,1565054
15/10/2009,239.6,240.98,236.01,236.91,1508949
14/10/2009,239.6,245.55,237,238.09,2906105
12/10/2009,236.8,242,235.2,239.14,2323484
09/10/2009,235.2,242,233,239.13,5237084
08/10/2009,229,235.96,228.4,234.04,3940865
07/10/2009,230.76,232.14,228,228.32,3491079
06/10/2009,229.96,231.44,226.42,228.98,3139784
05/10/2009,230.4,233.18,227.32,228.11,4599159
01/10/2009,220.4,234.74,220.4,233.27,15371270
30/09/2009,219.2,231.34,218,228.24,98740059
