Date,OIL-EQ O,OIL-EQ H,OIL-EQ L,OIL-EQ C,OIL-EQ V
12/01/2017,230.77,237.33,226.67,231.27,2274125
11/01/2017,242.61,248.12,235.24,243.11,4447407
10/01/2017,240.6,243.11,240.27,241.81,1729035
09/01/2017,240.6,242.33,238.09,239.73,1902396
06/01/2017,236.54,240.98,234.59,238.15,2244165
05/01/2017,229.05,236.34,229.05,234.16,1176045
04/01/2017,231.61,233.08,227.87,228.82,1518510
03/01/2017,228.49,231.95,227.97,229.8,1153212
02/01/2017,226.92,231.48,226.89,228.19,820655
30/12/2016,222.43,227.32,221.73,226.61,435528
29/12/2016,219.35,224.39,219.35,222.63,2163530
28/12/2016,218.87,220.55,217.72,219.07,726296
27/12/2016,214.91,220.05,213.76,218.59,943344
26/12/2016,219.4,220.5,215.04,215.71,488541
23/12/2016,220.2,221.53,218.75,219.07,445857
22/12/2016,220.05,222.55,218.67,219.93,392036
21/12/2016,220.55,222.25,219.15,220.45,863885
20/12/2016,221.58,222.68,218.65,219.17,588501
19/12/2016,220.6,224.03,220.6,221.23,710406
16/12/2016,220.55,222.55,218.55,220.57,666588
15/12/2016,221.61,225.69,218.7,220.37,742547
14/12/2016,222.51,226.59,220.93,223.99,1271016
13/12/2016,223.06,224.56,221.65,222.61,892031
12/12/2016,225.31,227.12,221.41,222.31,846866
09/12/2016,223.06,223.66,221.55,221.88,619509
08/12/2016,218.55,221.95,218.25,220.98,1168586
07/12/2016,219.05,219.75,216.94,218.92,636054
06/12/2016,219.67,220.55,217.97,219,723260
05/12/2016,214.29,220.75,214.03,218.9,1348724
02/12/2016,214.61,216.94,213.16,213.81,639009
01/12/2016,213.79,218.27,212.11,214.61,2201312
30/11/2016,209.53,211.18,206.09,210.2,1385088
29/11/2016,212.91,214.49,207.09,208.02,1757918
28/11/2016,218.8,222.93,212.96,214.66,2995962
25/11/2016,220.8,223.03,218.37,218.97,899067
24/11/2016,220.83,223.56,219.15,220.23,2872706
23/11/2016,215.59,216.27,211.81,214.13,1040370
22/11/2016,210.53,215.04,210.03,213.46,2050883
21/11/2016,210.43,213.91,207.82,209.15,1284980
18/11/2016,205.67,210.95,204.06,209.8,826944
17/11/2016,204.76,206.51,202.21,205.39,269622
16/11/2016,206.51,208.02,203.11,205.59,976517
15/11/2016,203.06,204.26,199.05,202.96,618579
11/11/2016,205.26,206.09,201.51,204.26,1060100
10/11/2016,204.99,206.77,203.96,205.99,248094
09/11/2016,200.45,202.83,190,202.21,942303
08/11/2016,204.46,206.27,203.51,205.31,286173
07/11/2016,202.01,206.01,202.01,204.29,256428
04/11/2016,205.51,205.79,199.5,201.81,863471
03/11/2016,205.11,206.51,203.31,204.66,1108139
02/11/2016,208.02,209.27,204.51,205.59,821102
01/11/2016,209.02,210.25,207.04,209.53,453948
30/10/2016,209.93,210.27,207.52,209.17,65870
28/10/2016,206.47,209.57,204.33,208.52,763856
27/10/2016,205.54,209.25,205.54,206.72,1174770
26/10/2016,207.57,208.65,205.61,206.49,270887
25/10/2016,209.02,210.4,207.17,207.97,272034
24/10/2016,206.92,210.93,206.51,209.15,1008581
21/10/2016,207.85,208.62,205.91,207.72,284951
20/10/2016,207.72,209.8,206.84,207.65,481764
19/10/2016,205.64,208.52,204.26,207.45,398765
18/10/2016,207.95,210.5,202.81,205.37,651501
17/10/2016,209.75,211.15,207.02,207.67,557121
14/10/2016,208.97,211.28,207.79,209.47,883923
13/10/2016,206.51,210.53,206.27,207.89,1155644
10/10/2016,210.03,210.45,206.17,206.82,782046
07/10/2016,206.51,210.17,206.51,208.19,697644
06/10/2016,207.52,211.13,204.13,206.57,1661255
05/10/2016,208.05,209.43,204.89,205.81,641543
04/10/2016,208.22,211,207.27,208.02,1159997
03/10/2016,202.05,209.4,201.68,207.95,1282458
30/09/2016,199.02,203.46,197.62,200.55,1168818
29/09/2016,203.51,205.01,196.39,199.75,1034010
28/09/2016,204.16,204.63,200.8,201.71,1173053
27/09/2016,203.01,206.01,202.68,204.16,623511
26/09/2016,202.51,203.01,196.57,202.35,1514088
23/09/2016,203.96,203.96,201.58,202.38,1209270
22/09/2016,203.66,204.89,203.03,203.91,404307
21/09/2016,202.93,204.39,201.75,202.83,566532
20/09/2016,201.3,203.51,199.9,202.96,1153256
19/09/2016,202.48,202.51,199,201.3,628050
16/09/2016,196.49,203.31,196.49,202.11,2387663
15/09/2016,195.99,197.39,193.73,196.47,852398
14/09/2016,197.04,199.53,195.51,198.87,665462
12/09/2016,199,199.45,195.31,198.47,1267506
09/09/2016,199,202.21,196.49,200.8,1808016
08/09/2016,199,200,197.37,198.85,1294809
07/09/2016,196.74,201.51,194.49,198.45,4478285
06/09/2016,196.39,196.49,193.53,194.26,885678
02/09/2016,192.33,194.94,191.93,193.39,716060
01/09/2016,191.3,195.11,191.3,192.65,1020399
31/08/2016,192.98,196.39,191.13,192.73,853599
30/08/2016,193.08,194.23,192.51,193.36,725705
29/08/2016,192.96,193.71,191.15,192.61,410354
26/08/2016,193.21,194.89,190.75,192.83,1107807
25/08/2016,194.43,194.94,190.73,192.35,1882976
24/08/2016,186.47,194.49,186.47,193.63,2272601
23/08/2016,187.19,187.19,185.59,186.34,320130
22/08/2016,187.97,189.25,186.34,187.39,450672
19/08/2016,187.99,189.12,187.22,187.95,1023914
18/08/2016,185.47,187.97,185.01,187.72,527229
17/08/2016,185.97,186.27,184.66,185.44,1049352
16/08/2016,185.44,186.47,184.03,184.86,451047
12/08/2016,184.36,186.01,183.79,184.91,358086
11/08/2016,182.43,184.06,180.45,183.39,295077
10/08/2016,186.97,187.32,181.58,182.45,592064
09/08/2016,190.17,190.17,185.51,186.17,1118771
08/08/2016,188.52,188.77,183.06,187.42,394580
05/08/2016,185.59,188.35,184.63,187.95,573629
04/08/2016,184.21,186.47,183.31,184.53,175542
03/08/2016,186.94,187.27,183.46,183.79,259127
02/08/2016,184.29,187.47,182.71,185.79,739002
01/08/2016,184.96,187.45,183.53,185.34,427922
29/07/2016,185.57,186.31,183.13,184.74,314235
28/07/2016,186.89,187.92,184.46,185.61,514542
27/07/2016,187.47,188.25,186.04,186.94,941948
26/07/2016,187.97,188.19,185.47,186.69,790124
25/07/2016,188.17,188.97,187.22,187.95,1170221
22/07/2016,188.65,189.85,186.34,187.95,2266917
21/07/2016,187.72,189.93,186.97,187.87,2346755
20/07/2016,184.96,187.87,184.96,186.77,483492
19/07/2016,181.45,185.97,180.2,185.34,733521
18/07/2016,185.06,185.09,180.15,181.81,1178478
15/07/2016,185.47,189.43,183.89,187.69,877730
14/07/2016,184.74,185.94,183.01,184.71,544968
13/07/2016,186.37,190.47,185.47,186.21,1592796
12/07/2016,182.88,185.24,182.25,183.18,466407
11/07/2016,181.95,187.97,180.98,182.63,373725
08/07/2016,184.46,184.46,179.55,180.78,435374
07/07/2016,186.99,188.95,184.21,184.63,486815
05/07/2016,186.72,189.73,185.51,187.62,743378
04/07/2016,185.47,190.43,184.36,186.77,1092437
01/07/2016,176.69,185.89,175.77,182.23,668315
30/06/2016,176.79,177.87,174.19,176.54,821661
29/06/2016,175.29,177.39,174.43,176.24,1128621
28/06/2016,175.84,177.77,172.45,173.46,859460
27/06/2016,174.94,178.7,173.79,174.66,563175
24/06/2016,176.57,178.92,173.43,174.56,1113912
23/06/2016,179.4,180.83,177.97,180.07,370743
22/06/2016,177.52,180.83,177.52,179.4,470124
21/06/2016,176.24,179.95,176.24,178.87,456107
20/06/2016,175.44,177.82,175.01,176.59,240369
17/06/2016,176.24,177.45,173.43,175.37,759558
16/06/2016,175.44,177.27,173.59,176.24,618633
15/06/2016,175.94,176.21,174.74,175.24,264434
14/06/2016,174.94,176.82,174.94,175.44,508352
13/06/2016,177.24,179.43,174.96,175.44,429138
10/06/2016,180.35,181.45,178.65,179.43,348858
09/06/2016,176.51,181.95,176.51,179.77,651717
08/06/2016,176.69,178.45,175.54,176.09,447870
07/06/2016,175.51,176.99,174.56,176.44,240767
06/06/2016,176.01,177.35,174.43,174.99,277998
03/06/2016,176.51,178.17,175.49,176.01,323972
02/06/2016,174.43,177.85,174.16,176.77,429051
01/06/2016,175.44,177.79,173.71,176.61,598353
31/05/2016,175.44,178.77,174.01,175.44,951081
30/05/2016,176.39,177.92,171.98,175.26,587649
27/05/2016,174.56,177.65,173.43,174.79,844482
26/05/2016,172.93,176.07,172.53,174.29,1330277
25/05/2016,171.58,173.23,170.83,171.75,631485
24/05/2016,171.33,173.59,169.57,171.23,510956
23/05/2016,170,171.81,169.07,170.2,390416
20/05/2016,171.23,172.51,169.2,170,200009
19/05/2016,173.16,173.16,169,170.93,376697
18/05/2016,171.38,173.81,170.93,172.93,1085805
17/05/2016,166.04,172.55,166.04,171.03,1482614
16/05/2016,165.16,165.67,163.08,165.24,169800
13/05/2016,163.11,165.69,161.55,164.71,1389317
12/05/2016,166.41,166.41,162.41,162.88,1681434
11/05/2016,162.91,165.01,161.41,163.93,626241
10/05/2016,166.41,166.72,162.28,163.59,1318616
09/05/2016,164.96,167.19,164.61,166.39,1056548
06/05/2016,160.85,165.91,160.4,164.71,1007142
05/05/2016,164.41,164.66,160.2,160.6,597564
04/05/2016,167.97,168.09,163.66,164.61,796632
03/05/2016,167.92,170.53,167.47,169.22,1371660
02/05/2016,166.67,169.17,165.41,168.07,831405
29/04/2016,165.41,168.92,165.06,166.44,624764
28/04/2016,164.69,167.14,164.69,165.81,1438355
27/04/2016,159.85,166.54,159.45,164.36,1722050
26/04/2016,158.39,160.4,157.92,159.85,340670
25/04/2016,159.95,160,157.39,158.39,820374
22/04/2016,159.25,159.73,158.39,158.9,873737
21/04/2016,159.37,159.9,158.17,158.92,535082
20/04/2016,157.89,158.29,156.89,157.35,580737
18/04/2016,159.25,159.25,156.49,157.12,817595
13/04/2016,160.9,161.83,159.85,160.23,2148138
12/04/2016,159.77,160.63,158.45,159.43,770844
11/04/2016,159.9,160.95,158.39,159.15,274577
08/04/2016,158.9,159.85,158.49,158.97,89970
07/04/2016,160.9,162.15,158.45,159.43,474350
06/04/2016,157.14,162.18,155.89,159.75,1180749
05/04/2016,156.64,158.35,156.39,157.24,1623804
04/04/2016,160.88,160.88,157.39,157.77,557694
01/04/2016,157.59,159.05,156.67,158.55,279963
31/03/2016,157.95,157.95,155.89,156.89,604187
30/03/2016,156.72,158.65,155.69,157.95,644585
29/03/2016,157.85,157.92,154.61,156.67,296567
28/03/2016,159.35,159.4,156.59,157.92,523542
23/03/2016,158.92,159.8,157.55,158.95,484838
22/03/2016,158.92,161.35,158.15,159.1,1094211
21/03/2016,157.14,160.4,156.47,159.22,1071311
18/03/2016,154.33,157.69,154.23,157.07,1139385
17/03/2016,153.89,155.14,153.01,153.51,1384332
16/03/2016,154.61,155.39,150.9,152.05,1461467
15/03/2016,155.06,155.81,153.89,154.46,461124
14/03/2016,156.34,157.59,154.89,155.37,390704
11/03/2016,156.39,156.84,155.29,155.84,561776
10/03/2016,156.89,157.65,154.69,155.19,1686276
09/03/2016,154.89,156.89,153.99,155.26,535989
08/03/2016,156.39,159.12,155.39,156.04,728931
04/03/2016,155.79,157.29,154.23,154.89,676512
03/03/2016,154.23,157.69,151.55,154.76,932280
02/03/2016,151.85,154.63,151.83,153.69,680241
01/03/2016,154.89,155.01,150.55,151.1,1195587
29/02/2016,159.9,161.65,153.16,155.01,636756
26/02/2016,160.35,161.41,159.43,159.85,320675
25/02/2016,161.28,161.78,158.62,159.3,579374
24/02/2016,158.39,161.41,158.02,159.6,466001
23/02/2016,162.63,163.39,159.4,160.13,571485
22/02/2016,160.43,162.38,160.03,160.6,525893
19/02/2016,161.71,162.48,158.22,161.2,808857
18/02/2016,159.5,164.16,159.15,162.13,1193796
17/02/2016,159.5,160.55,155.41,158.22,763392
16/02/2016,162.91,165.37,158.59,159.65,348842
15/02/2016,162.91,163.16,158.9,161.91,654707
12/02/2016,164.16,164.16,156.44,158.27,1052133
11/02/2016,165.41,167.42,159.4,163.79,460011
10/02/2016,167.42,168.92,165.57,166.24,308808
09/02/2016,165.41,171.18,165.14,169.97,478079
08/02/2016,171.93,172.38,167.17,168.35,502370
05/02/2016,172.81,172.81,168.97,171.18,2072636
04/02/2016,172.43,176.09,169.53,171.2,518415
03/02/2016,170.98,175.16,167.62,170.37,468971
02/02/2016,176.94,177.27,172.03,174.13,635384
01/02/2016,176.72,180.35,174.31,178.47,304118
29/01/2016,175.94,177.89,171.83,176.21,1898583
28/01/2016,174.94,175.57,171.45,174.56,1378196
27/01/2016,171.33,174.31,170.65,173.96,511329
25/01/2016,175.41,175.41,171.08,173.46,1177665
22/01/2016,168.92,173.66,166.69,172.43,627408
21/01/2016,170.35,171.43,166.04,167.27,4211271
20/01/2016,168.22,171.43,167.42,170.35,707276
19/01/2016,172.83,172.83,166.31,172.01,1117919
18/01/2016,177.39,177.62,171.93,173.93,760257
15/01/2016,180.4,181.95,176.99,178.02,922406
14/01/2016,177.95,182.41,177.95,179.47,1635990
13/01/2016,188.02,189.73,180.07,181.85,2913011
12/01/2016,187.92,189.53,184.86,187.67,1464027
11/01/2016,192.98,194.76,187.97,188.59,1173705
08/01/2016,194.99,198.49,194.49,197.42,1597259
07/01/2016,199.45,199.45,193.63,194.69,1300119
06/01/2016,201.51,206.72,199.3,200.37,986094
05/01/2016,200.5,203.31,199,201.65,718362
04/01/2016,194.49,201.95,194.49,199.97,1364612
01/01/2016,195.54,197.47,192.98,195.01,561219
31/12/2015,196.99,197.45,182.65,191.98,20644014
30/12/2015,196.51,199.2,194.51,196.94,1254033
29/12/2015,202.01,202.01,192.08,195.99,1791770
28/12/2015,194.63,203.83,193.31,200.35,2104322
24/12/2015,188.97,195.49,188.97,194.26,1078220
23/12/2015,187.52,189.43,186.64,188.7,479337
22/12/2015,188.05,190.37,186.72,187.47,983703
21/12/2015,186.79,189.65,186.17,188.49,1140125
18/12/2015,188.22,190.73,186.92,188.05,803555
17/12/2015,188.57,191.65,187.67,188.8,645920
16/12/2015,183.96,189.9,182.96,188.57,1038759
15/12/2015,185.41,186.21,180.45,181.95,2378613
14/12/2015,184.56,187.27,183.33,184.29,747930
11/12/2015,184.96,188.57,183.06,187.37,1531902
10/12/2015,187.97,188.47,180.95,183.89,1400658
09/12/2015,187.57,188.92,183.99,187.07,1238472
08/12/2015,191.53,193.49,185.69,187.57,1076474
07/12/2015,196.31,200.45,191.51,194.03,4069959
04/12/2015,190.57,198.82,190.57,197.75,2898837
03/12/2015,191.48,196.79,190.83,193.73,3861227
02/12/2015,194.63,195.11,189.17,193.36,680343
01/12/2015,190.43,194.99,189.8,194.63,1520978
30/11/2015,190.27,191.15,185.71,189.22,24864024
27/11/2015,191.23,191.23,187.29,189.77,1767578
26/11/2015,187.17,191.98,183.76,190.68,2415086
24/11/2015,186.31,187.67,182.21,185.94,2055908
23/11/2015,181.95,185.87,181.95,185.39,1249724
20/11/2015,180.98,182.78,179.45,181.91,1701960
19/11/2015,184.46,184.79,180.2,181.98,1866807
18/11/2015,182.05,183.41,180.53,182.63,916950
17/11/2015,181.91,182.81,179.95,182.05,4382652
16/11/2015,185.04,185.04,170.98,179.53,6903861
13/11/2015,194.74,194.74,180.98,185.04,4341009
11/11/2015,195.99,201.83,195.99,197.07,159354
10/11/2015,200.4,201.51,194.76,195.97,1393611
09/11/2015,198.77,202.61,197.52,199.95,959939
06/11/2015,202.25,202.86,199.55,201.53,390206
05/11/2015,202.13,204.99,201.03,202.91,834842
04/11/2015,203.51,204.41,202.25,202.73,220532
03/11/2015,202.98,204.43,201.18,202.53,271514
02/11/2015,202.76,203.76,199.02,201.48,800465
30/10/2015,202.01,204.26,202.01,203.46,1164633
29/10/2015,203.01,206.01,200.3,202.08,1400951
28/10/2015,205.01,205.01,199.57,200.95,1236182
27/10/2015,210.05,210.05,203.83,204.59,1171713
26/10/2015,216.69,217.52,208.55,209.1,998774
23/10/2015,218.05,221.28,216.99,217.92,419784
21/10/2015,219.55,219.83,216.29,218.22,325197
20/10/2015,221.55,223.08,218.07,219.97,435672
19/10/2015,223.31,225.06,221.18,222.03,227951
16/10/2015,222.05,223.56,221.18,222.03,378063
15/10/2015,221.95,224.51,221.08,221.53,351884
14/10/2015,225.04,225.91,221.55,222.51,278837
13/10/2015,223.66,227.07,222.55,225.21,364910
12/10/2015,227.85,230.57,220.63,224.21,422525
09/10/2015,233.69,234.09,226.82,228.02,380678
08/10/2015,230.57,232.58,227.19,232.28,339027
07/10/2015,224.91,230.27,223.71,228.29,677316
06/10/2015,220.9,224.91,219.55,222.98,434004
05/10/2015,216.69,222.41,215.44,220.88,527732
01/10/2015,213.28,216.54,212.28,216.17,245009
30/09/2015,215.51,215.51,206.54,212.21,936189
29/09/2015,211.48,215.24,209.57,214.13,916086
28/09/2015,216.54,216.54,211.03,211.48,467174
24/09/2015,215.54,218.05,213.03,216.69,381735
23/09/2015,216.54,216.54,213.53,214.39,492848
22/09/2015,220.8,220.8,215.79,217.49,439304
21/09/2015,217.09,220.47,215.69,217.82,354302
18/09/2015,220.05,223.06,217.14,218.05,605424
16/09/2015,219.8,222.55,217.09,221.48,352497
15/09/2015,224.06,225.89,223.36,224.56,767523
14/09/2015,224.51,225.04,219.85,223.93,266433
11/09/2015,224.51,225.57,222.08,222.76,881525
10/09/2015,219.02,224.01,217.29,222.58,1377945
09/09/2015,220.5,223.08,218.09,219.02,512843
08/09/2015,217.12,221.45,214.03,217.99,370739
07/09/2015,221.53,225.01,215.69,216.89,718535
04/09/2015,230.07,230.57,217.14,218.42,1483052
03/09/2015,228.49,234.09,228.09,229.55,1052597
02/09/2015,225.61,232.48,222.68,228.19,719420
01/09/2015,226.44,230.33,223.99,226.77,542327
31/08/2015,235.09,238.05,222.28,225.29,712748
28/08/2015,233.03,237.09,231.83,234.63,1232144
27/08/2015,229.53,231.08,225.57,227.97,2081853
26/08/2015,218.02,228.12,215.14,225.26,1013775
25/08/2015,218.05,225.57,212.73,222.08,738551
24/08/2015,221.05,226.94,213.03,214.96,3419490
21/08/2015,226.34,232.23,223.11,228.49,1076552
20/08/2015,231.58,237.02,228.07,230.37,614690
19/08/2015,231.08,232.08,230.1,231.18,223587
18/08/2015,233.08,233.08,230.07,231.15,300576
17/08/2015,229.45,232.33,226.07,230.9,336914
14/08/2015,226.57,228.57,225.06,227.82,223458
13/08/2015,225.26,227.47,223.56,225.64,647046
12/08/2015,226.99,231.58,222.55,225.77,903011
11/08/2015,229.07,230.43,224.51,226.49,427589
10/08/2015,228.57,233.08,227.65,228.95,347438
07/08/2015,227.14,233.69,226.37,228.75,611910
06/08/2015,226.01,230.93,224.21,228.77,676952
05/08/2015,220.8,227.57,220.07,225.26,573957
04/08/2015,220.57,222.93,218.87,220.7,436142
03/08/2015,215.54,222.76,213.81,221.51,463928
31/07/2015,213.03,218.05,212.13,216.72,658827
30/07/2015,214.51,215.79,210.57,211.81,1587362
29/07/2015,216.54,217.49,210.53,211.43,1534223
28/07/2015,218.05,218.65,212.53,215.31,513753
27/07/2015,223.56,223.56,217.92,219.53,630708
24/07/2015,222.01,225.31,221.28,223.59,445629
23/07/2015,219.05,222.43,216.84,221.55,412047
22/07/2015,218.29,220.75,217.14,218.7,312833
21/07/2015,220.53,221.13,217.29,220.23,290744
20/07/2015,222.03,222.51,220.05,220.35,388988
17/07/2015,223.79,223.79,221.33,222.03,297810
16/07/2015,222.55,224.06,220.05,223.08,308873
15/07/2015,220.95,223.56,220.55,222.18,369093
14/07/2015,219.3,220.95,218.87,219.73,417882
13/07/2015,220.55,222.51,218.47,220.57,396473
10/07/2015,213.13,221.05,210.25,220,1148891
09/07/2015,215.67,216.54,210.78,211.43,1065942
08/07/2015,223.46,223.46,214.06,215.29,1104674
07/07/2015,225.57,226.07,223.08,223.46,1237793
06/07/2015,225.57,226.51,222.61,225.51,490671
03/07/2015,229.07,229.5,226.61,226.94,219561
02/07/2015,226.51,230.53,225.21,227.65,408720
01/07/2015,224.84,227.02,224.06,225.19,565196
30/06/2015,224.56,226.41,223.11,223.96,703266
29/06/2015,229.67,231.53,223.61,224.84,815790
26/06/2015,235.34,235.34,232.05,232.51,348302
25/06/2015,237.07,237.07,233.18,235.37,544274
24/06/2015,237.69,239.35,235.59,236.27,425925
23/06/2015,236.01,239.5,235.14,237.32,663890
22/06/2015,236.89,237.75,233.59,235.94,309933
19/06/2015,233.83,236.94,233.59,236.19,463715
18/06/2015,231.2,236.59,231.2,233.59,816812
17/06/2015,234.84,235.99,231.83,232.43,288666
16/06/2015,234.09,238.29,233.59,234.06,299408
15/06/2015,233.59,235.57,233.59,234.16,934041
12/06/2015,234.09,237.85,234.09,235.64,550794
11/06/2015,236.59,238.09,233.23,234.49,400497
10/06/2015,233.59,237.09,232.58,236.09,387975
09/06/2015,234.61,237.57,232.08,233.31,330156
08/06/2015,236.54,239.1,233.63,234.11,604865
05/06/2015,237.59,239.57,233.63,236.24,590879
04/06/2015,238.09,239.57,232.18,235.89,262821
03/06/2015,237.62,238.75,233.99,237.35,509427
02/06/2015,243.51,244.23,237.14,238.8,611582
01/06/2015,235.59,244.39,234.09,242.13,751226
29/05/2015,239.8,239.85,230.9,233.06,1411940
28/05/2015,237.95,240.07,237.47,238.62,361583
27/05/2015,238.07,239.1,236.11,237.55,247956
26/05/2015,241.05,241.35,238.57,239,359348
25/05/2015,240,242.61,239.6,240.63,195845
22/05/2015,245.61,247.62,239.65,240,723329
21/05/2015,246.59,248.12,238.09,239.85,445787
20/05/2015,250.63,252.13,243.16,244.86,305441
19/05/2015,250.63,250.63,243.69,248.92,317225
18/05/2015,250.1,252.53,247.57,250.78,383571
15/05/2015,245.67,250.57,245.24,248.92,497573
14/05/2015,240.1,245.41,238.67,244.84,345105
13/05/2015,243.61,243.61,234.61,238.65,1786209
12/05/2015,245.57,245.57,238.27,241.28,369962
11/05/2015,237.45,245.71,236.59,243.89,277739
08/05/2015,235.04,238.59,234.59,236.99,313619
07/05/2015,235.59,237.77,231.35,232.98,237722
06/05/2015,245.74,247.09,231.41,235.01,1017173
05/05/2015,244.11,245.54,241.1,242.81,472185
04/05/2015,230.83,245.61,230.83,244.46,571689
30/04/2015,233.59,233.59,228.57,229.47,558662
29/04/2015,234.59,234.59,230.07,232.41,622652
28/04/2015,233.69,236.09,231.33,234.43,313550
27/04/2015,235.61,237.59,230.57,233.69,487296
24/04/2015,238.55,238.55,233.59,235.16,419261
23/04/2015,235.54,238.35,234.59,237.17,328533
22/04/2015,245.61,248.12,231.63,233.69,2328224
21/04/2015,249.63,249.63,241.88,244.26,483021
20/04/2015,260.1,260.1,241.53,250.85,703128
17/04/2015,258.15,264.66,256.64,261.1,2423828
16/04/2015,250.57,258.59,246.97,256.14,845130
15/04/2015,242.55,257.87,242.11,251.33,1076616
13/04/2015,235.59,242.61,233.08,241.53,819083
10/04/2015,228.9,235.29,228.57,234.41,1999098
09/04/2015,228.02,230.07,227.12,228.9,568865
08/04/2015,230.13,230.57,225.89,226.57,813974
07/04/2015,231.08,232.58,228.07,229.4,303813
06/04/2015,230.27,231.81,226.69,230.5,397151
01/04/2015,227.57,230.57,226.34,229.47,192899
31/03/2015,230.47,231.98,226.79,228.05,553064
30/03/2015,230.57,233.08,228.07,229,367788
27/03/2015,235.57,236.84,225.61,229.22,798591
26/03/2015,235.59,237.04,234.09,234.74,314003
25/03/2015,238.95,241.08,234.01,236.24,395114
24/03/2015,239.95,239.95,235.09,236.31,299850
23/03/2015,242.11,245.09,240.98,242.73,285654
20/03/2015,242.61,244.16,237.32,241.1,523428
19/03/2015,240.6,254.63,239.5,242.53,1016627
18/03/2015,241.61,242.11,239.1,239.73,463869
17/03/2015,240.5,243.18,239.7,240.68,1402208
16/03/2015,244.03,244.69,238.19,239.3,1102146
13/03/2015,244.61,245.51,241.61,244.03,599141
12/03/2015,243.66,245.91,242.21,243.69,412541
11/03/2015,248.12,250.55,241.73,243.03,1070232
10/03/2015,245.61,249.07,244.51,247.57,323312
09/03/2015,247.62,248.07,243.13,246.84,482045
05/03/2015,247.12,248.45,243.16,246.94,137877
04/03/2015,246.39,248.87,244.19,244.74,868824
03/03/2015,252.63,253.13,244.13,245.39,806661
02/03/2015,250.68,254.46,245.61,249.93,487941
27/02/2015,238.55,257.39,237.55,252.03,940338
26/02/2015,241.05,241.58,235.14,237.49,479678
25/02/2015,236.84,242.61,236.61,240.1,908769
24/02/2015,245.11,245.87,234.79,235.71,1084460
23/02/2015,250.63,250.63,243.21,244.26,387272
20/02/2015,250.13,252.08,247.12,247.82,439167
19/02/2015,252.28,253.63,247.69,249.27,322823
18/02/2015,251.53,253.89,247.82,251.18,522606
16/02/2015,253.13,257.59,248.12,250.13,756431
13/02/2015,261.15,263.61,248.17,250.73,1786059
12/02/2015,267.99,268.67,264.66,266.49,377867
11/02/2015,266.67,268.87,265.21,266.14,231971
10/02/2015,270.68,273.91,264.16,266.09,651936
09/02/2015,273.18,277.57,265.67,272.18,1213605
06/02/2015,268.92,277.14,268.92,274.19,714867
05/02/2015,275.11,275.19,269.8,270.7,1750559
04/02/2015,271.18,275.91,268.87,275.06,969158
03/02/2015,270.57,271.18,263.79,266.34,1842770
02/02/2015,268.77,271.13,265.79,267.29,402399
30/01/2015,277.69,279.15,265.99,267.92,506786
29/01/2015,281.2,282.63,274.94,276.37,328394
28/01/2015,273.69,282.25,273.23,281.75,716022
27/01/2015,277.29,279.9,270.68,272.51,728048
23/01/2015,274.69,278.19,273.28,277.29,453428
22/01/2015,268.29,273.79,268.29,272.76,365622
21/01/2015,268.29,270.35,266.67,268.52,323564
20/01/2015,269.67,270.68,266.92,269.25,479457
19/01/2015,263.66,270.13,263.66,266.54,606065
16/01/2015,265.91,271.18,261.8,264.16,979499
15/01/2015,269.17,270.57,265.67,266.74,706365
14/01/2015,271.1,271.68,264.16,265.56,1670736
13/01/2015,273.49,274.74,267.67,268.27,2102049
12/01/2015,284.71,284.71,275.69,276.11,703269
09/01/2015,276.69,296.74,272.18,283.31,2124284
08/01/2015,268.17,277.65,268.17,275.83,319985
07/01/2015,268.67,271.68,265.67,267.06,1326888
06/01/2015,280.63,281.2,266.94,268.27,971865
05/01/2015,288.22,290.68,281,282.63,506547
02/01/2015,290.73,293.73,289.1,290.2,222800
01/01/2015,286.84,290.23,286.72,288.99,129705
31/12/2014,282.5,289.5,282.5,288.2,425049
30/12/2014,284.5,286.5,282.5,283.63,295935
29/12/2014,283,285,282.23,283.6,405716
26/12/2014,285.33,286,280.67,284.95,288693
24/12/2014,284.97,288.5,282.25,285.33,726104
23/12/2014,283.87,287.13,282.05,284.85,217083
22/12/2014,281.33,288.9,279.33,283.1,296121
19/12/2014,282.5,284.25,276.05,282.23,767702
18/12/2014,275,283.95,273.75,280.9,521552
17/12/2014,269.97,274.77,266.5,272.73,906642
16/12/2014,265,273.47,262.5,270.1,603315
15/12/2014,272.45,272.45,262.7,267.55,332342
12/12/2014,283.07,284.9,271.85,273.53,569811
11/12/2014,284.73,285.95,282.25,282.97,529299
10/12/2014,285.67,287.6,283.5,285.97,673467
09/12/2014,287.5,289.07,285,286.53,756219
08/12/2014,287.67,292.13,287.2,288.85,356667
05/12/2014,295.97,296,287.57,288.37,334716
04/12/2014,293.6,297.17,292.5,294.5,294110
03/12/2014,290,296.2,289.53,292.67,804536
02/12/2014,288,293.45,285.5,289.07,1413393
01/12/2014,295.5,298.43,284.45,285.47,1443726
28/11/2014,305,306.8,293.5,296.05,885189
27/11/2014,308.4,313.85,301.5,304.35,691662
26/11/2014,300,311.47,298.53,308.4,673119
25/11/2014,297.5,303.35,295.07,300.07,900926
24/11/2014,295.03,298.75,293,298.33,344498
21/11/2014,289.83,296.7,287.63,294.93,525446
20/11/2014,290.9,292.5,285.6,289.83,587943
19/11/2014,294,298,288.77,290.27,618320
