Date,TCS-EQ O,TCS-EQ H,TCS-EQ L,TCS-EQ C,TCS-EQ V
04/10/2006,250.1,250.1,242.07,243.06,6947628
03/10/2006,254.78,254.78,248.38,249.68,1632712
29/09/2006,251.6,254.81,251.09,251.59,1752804
28/09/2006,257.25,258.23,249.36,251.2,6121572
27/09/2006,258.47,259.7,255.06,256.66,3352740
26/09/2006,253.55,258.47,252.29,257.07,3717008
25/09/2006,257.73,258.47,251.64,252.47,1349580
22/09/2006,257.24,259.42,253.57,255.9,2488644
21/09/2006,254.04,260.42,250.6,259.21,5107184
20/09/2006,248.87,254.53,244.71,253.56,2695896
19/09/2006,245.43,251.09,243.8,248.64,3973944
18/09/2006,247.89,248.87,244.22,245.22,1390388
15/09/2006,249.61,249.61,245.35,246.83,2359700
14/09/2006,248.38,250.1,246.63,249.46,2388728
13/09/2006,241.98,248.13,241.49,246.15,2307632
12/09/2006,235.09,241.24,234.35,240.72,1835256
11/09/2006,245.92,245.92,233.61,234.71,4073480
08/09/2006,247.64,247.64,242.47,243.95,1570564
07/09/2006,241.32,244.93,241.32,242.89,1583584
06/09/2006,250.47,250.47,243.97,244.59,2800432
05/09/2006,251.83,253.55,246.41,247.59,3945288
04/09/2006,245.92,251.09,245.92,250.39,2010492
01/09/2006,245.18,246.41,243.97,245.98,1728728
31/08/2006,242.23,247.15,242.23,245.68,6076856
30/08/2006,243.97,244.93,241.5,242.18,2744772
29/08/2006,242.47,244.2,241.98,243.73,2679596
28/08/2006,240.01,242.55,238.36,241.51,2300316
25/08/2006,239.03,240.48,238.2,239.86,2611752
24/08/2006,238.78,239.99,234.66,238.88,2369852
23/08/2006,240.26,240.93,236.34,237.08,2497736
22/08/2006,239.27,241.98,238.78,240.11,2178096
21/08/2006,240.26,240.26,235.58,238.61,2414088
18/08/2006,237.55,239.4,236.32,238.71,1803640
17/08/2006,240.01,241.98,235.83,236.36,2497168
16/08/2006,241,242.35,238.29,239.32,3804268
14/08/2006,239.7,240.01,236.07,237.46,1721428
11/08/2006,238.76,239.73,235.58,238.19,1893972
10/08/2006,236.56,240.01,236.32,237.73,2279124
09/08/2006,233.86,240.01,232.26,237.82,2052120
08/08/2006,231.4,235.83,230.16,235.04,1178400
07/08/2006,234.1,234.35,229.18,230.43,1719964
04/08/2006,236.32,237.25,232.13,233.5,2674200
03/08/2006,232.01,234.35,230.68,232.55,3010272
02/08/2006,227.7,232.01,226.47,231.44,1784732
01/08/2006,212.44,231.33,212.44,229.43,1762508
31/07/2006,230.16,237.55,228.93,230.45,1724700
28/07/2006,231.42,240,227.46,228.55,3019608
27/07/2006,233.24,236.31,230.84,233.82,7399848
26/07/2006,228.69,233.24,225.55,232.48,5908720
25/07/2006,226.47,228.32,224.63,227.37,4636600
24/07/2006,220.93,225.49,213.55,223.77,6825088
21/07/2006,221.3,222.14,215.71,217.55,4391664
20/07/2006,218.58,224.01,217.86,222.31,6312720
19/07/2006,231.64,233.24,214.85,216.32,14046384
18/07/2006,228.93,240.01,223.46,225.79,11043936
17/07/2006,231.99,235.58,227.83,228.81,8996832
14/07/2006,226.47,233.36,224.64,230.69,4949808
13/07/2006,232.87,233.7,227.73,229.84,5383576
12/07/2006,219.09,234.96,219.09,232.66,9521616
11/07/2006,221.55,223.39,217.01,217.85,3618984
10/07/2006,214.16,223.71,214.16,221.35,3859312
07/07/2006,223.97,225.46,214.16,214.99,2928672
06/07/2006,224.99,225.49,220.58,222.08,2310920
05/07/2006,223.64,229.18,221.55,226.79,4245072
04/07/2006,222.9,225.36,222.16,223.41,3584768
03/07/2006,214.41,222.47,213.23,221.57,4285520
30/06/2006,213.55,217.49,209.94,214.01,5449760
29/06/2006,210.47,211.7,205.55,206.88,6318576
28/06/2006,199.39,210.79,197.67,209.07,4785400
27/06/2006,204.07,204.07,196.93,202.42,5002632
26/06/2006,211.7,211.7,199.15,201.06,6575056
23/06/2006,203.09,209.24,200.01,208.61,3304720
22/06/2006,203.09,208.01,203.09,206.38,3668104
21/06/2006,199.39,202.72,196.32,202.02,5963496
20/06/2006,207.76,207.76,196.93,197.84,3687920
19/06/2006,206.78,207.39,201.39,205.34,4294088
16/06/2006,195.21,211.09,194.52,207.39,8390168
15/06/2006,195.21,195.21,184.75,190.85,5967360
14/06/2006,192.25,200,178.62,182.61,12786016
13/06/2006,199.52,200.55,192.13,193.28,2736984
12/06/2006,209.12,209.12,199.52,201.7,3591904
09/06/2006,206.1,208.26,200.01,205.69,4061912
08/06/2006,212.32,212.32,198.31,202.83,5360992
07/06/2006,221.55,221.55,208.41,209.73,5410536
06/06/2006,214.75,220.05,208.01,215.26,2971136
05/06/2006,220.81,222.09,215.92,217.56,3211680
02/06/2006,211.07,221.55,207.76,220.81,4213560
01/06/2006,224.63,224.63,208.01,210.39,5942760
31/05/2006,226.61,226.61,212.93,219.44,5769856
30/05/2006,229.55,233.25,225.86,228.98,4516056
29/05/2006,229.55,229.55,226.51,227.77,2802688
26/05/2006,232.63,233.86,226.59,229.71,2208184
25/05/2006,219.09,233.66,214.78,231.02,5839048
24/05/2006,230.16,231.4,216.63,220.4,5705568
23/05/2006,221.55,230.66,209.36,225.27,5388136
22/05/2006,236.32,236.32,214.66,219.15,4699416
19/05/2006,240.01,241.22,227.89,232.92,4868216
18/05/2006,244.93,246.15,233.86,237.01,4542360
17/05/2006,245.55,248.63,244.93,248.2,1343368
16/05/2006,241.24,245.55,236.29,243.05,2671568
15/05/2006,243.7,246.29,236.32,241.35,4034504
12/05/2006,247.52,249.22,242.51,245.69,2777136
11/05/2006,249.77,249.77,246.83,248.47,1964024
10/05/2006,251.63,251.95,246.45,248.84,1978192
09/05/2006,250.1,251.63,246.78,249.22,1800392
08/05/2006,248.75,257.49,247.4,248.56,1484712
05/05/2006,252.93,252.93,245.55,246.98,2710520
04/05/2006,249.61,253.29,248.79,251.54,3929824
03/05/2006,249.12,251.08,248.02,250.05,3148160
02/05/2006,244.2,249.17,243.7,247.78,6239280
28/04/2006,234.72,245.06,225.28,243.46,5292360
27/04/2006,239.07,246.53,237.55,239.5,7164848
26/04/2006,237.3,240.75,235.09,239.07,7071136
25/04/2006,243.69,243.69,233.73,237.17,5702208
24/04/2006,245.92,246.12,241.86,243.61,5234808
21/04/2006,246.16,249.85,241.86,246.05,4973000
20/04/2006,248.61,249.24,243.09,244.92,6296944
19/04/2006,249.73,252.32,245.92,247.73,9803312
18/04/2006,243.46,257,243.46,247.33,14778488
17/04/2006,224.63,235.21,223.43,234.66,9688752
13/04/2006,222.16,225.2,217.86,221.2,8601672
12/04/2006,233.64,233.86,216.99,219.19,13157376
10/04/2006,233.86,236.31,231.4,233.13,7034440
07/04/2006,239.76,245.8,230.78,232.53,7385560
05/04/2006,240.02,241.88,236.32,237.8,2776928
04/04/2006,240.06,241.24,238.79,239.83,2971608
03/04/2006,237.18,240.75,236.32,240.1,3105672
31/03/2006,240.98,240.98,235.09,235.76,2920168
30/03/2006,234.21,247.4,234.21,242.24,5784168
29/03/2006,231.27,234.21,229.79,233.63,4284296
28/03/2006,233.86,235.21,231.52,232.33,3751272
27/03/2006,233.24,235.09,232.08,232.74,2928432
24/03/2006,232.26,234.47,230.05,232.8,2917384
23/03/2006,233.86,236.2,229.95,230.68,2644488
22/03/2006,236.32,236.32,231.54,233.04,5121168
21/03/2006,234.84,238.16,233.69,235.73,5301384
20/03/2006,230.66,235.7,229.61,234.84,7012872
17/03/2006,226.47,231.46,226.47,229.06,5932240
16/03/2006,223.64,226.46,222.32,225.91,4600064
14/03/2006,224.61,224.96,220.45,221.94,3477456
13/03/2006,218.32,227.41,218.32,225.07,7178552
10/03/2006,208.26,218.47,208.01,217.07,6434944
09/03/2006,211.7,212.69,208.01,212.3,4662712
08/03/2006,213.18,214.16,209.86,212.02,3813488
07/03/2006,214.18,215.39,211.7,212.28,1985168
06/03/2006,211.21,215.76,210.47,214.69,3631584
03/03/2006,214.41,214.41,208.91,209.95,2124440
02/03/2006,214.83,215.89,211.75,214.39,3277696
01/03/2006,209.24,214.83,207.67,214.19,4506152
28/02/2006,208.63,209.73,205.55,209.34,2821744
27/02/2006,205.18,208.63,205.1,208.05,2521112
24/02/2006,205.58,206.78,203.86,205.55,1097336
23/02/2006,204.32,208,204.32,205.62,4141584
22/02/2006,205.55,205.55,203.25,204.54,1156592
21/02/2006,203.7,205.67,203.22,205.06,2301240
20/02/2006,201.73,203.7,200.3,203.07,2643608
17/02/2006,203.09,203.87,199.39,200.01,2923448
16/02/2006,200.01,201.83,198.41,200.52,5284488
15/02/2006,202.83,202.83,197.55,199.31,4209320
14/02/2006,205.55,205.55,198.66,199.22,6962064
13/02/2006,205.5,205.55,202.84,203.21,2020544
10/02/2006,205.57,206.53,202.48,205.5,2728200
08/02/2006,205.06,205.81,203.38,204.62,3332648
07/02/2006,206.78,208.44,202.38,206.05,7002784
06/02/2006,200.61,207.15,200.18,206.66,2894976
03/02/2006,201.84,202.82,198.46,200.72,4357520
02/02/2006,205.55,206.29,200.58,201.46,3135736
01/02/2006,203.82,206.53,203.14,205.14,3896696
31/01/2006,206.73,206.73,203.38,205.6,1503160
30/01/2006,204.98,206.73,203.34,204.18,1383144
27/01/2006,206.78,206.78,203.16,204.21,3003816
25/01/2006,202.96,204.31,202.29,203.23,6365736
24/01/2006,201.24,202.96,200.67,202.18,1890064
23/01/2006,201.24,201.24,198.32,199.66,2280272
20/01/2006,203.7,205.53,201.24,202.35,3294240
19/01/2006,199.86,203.66,199.86,203.13,3574728
18/01/2006,199.17,199.86,197.19,199.34,3165120
17/01/2006,198.29,201.86,198.16,199.81,3753056
16/01/2006,203.21,203.21,197.25,198.01,4804912
13/01/2006,206.78,208.01,202.35,203.3,3608568
12/01/2006,203.46,207.89,198.78,206,13919696
10/01/2006,208.01,209.22,204.44,205.86,3972648
09/01/2006,210.49,212.93,206.9,207.88,3883272
06/01/2006,213.55,214.15,208.26,209.93,2965744
05/01/2006,214.78,214.9,211.94,213.22,1431824
04/01/2006,214.16,215.38,211.97,214.55,3545616
03/01/2006,207.42,214.16,207.02,213.33,3396936
02/01/2006,210.23,210.58,206.94,207.71,1653504
30/12/2005,206.78,211.69,206.78,209.59,2380248
29/12/2005,208.01,211.69,206.98,210.48,3461784
28/12/2005,208.63,210.47,206.37,207.47,2582056
27/12/2005,204.66,209.61,202.22,209.01,1565208
26/12/2005,206.04,206.04,203.86,204.67,1625280
23/12/2005,207.64,209.86,204.93,205.76,2455032
22/12/2005,208.01,209.2,206.65,207.36,2519208
21/12/2005,209.86,211.04,205.67,207.53,3282432
20/12/2005,215.39,215.39,207.64,208.44,4628568
19/12/2005,212.44,215.76,211.33,213.49,4701168
16/12/2005,208.01,212.44,207.15,211.01,7907432
15/12/2005,208,209.06,205.35,207.12,4249016
14/12/2005,204.32,209.24,201.86,207.26,4819208
13/12/2005,203.33,206.53,202.47,205.25,6027072
12/12/2005,203.13,209.86,202.1,203.11,6191488
09/12/2005,199.15,208.58,198.32,207.11,6194224
08/12/2005,196.32,199.97,195.98,198.97,9585192
07/12/2005,192.26,196.93,192.05,196.38,5618952
06/12/2005,188.93,193.24,187.86,191.27,3233064
05/12/2005,191.02,191.28,187.86,188.48,1913080
02/12/2005,191.35,193.78,189.68,190.78,4784360
01/12/2005,187.09,191.35,186.93,190.79,4161968
30/11/2005,188.56,191.09,186.47,187.22,4023376
29/11/2005,190.14,190.78,187.15,190.21,3303424
28/11/2005,189.4,190.78,189.06,190.49,2535248
25/11/2005,187.61,189.55,185.9,188.77,3344264
24/11/2005,186.59,188.71,186.59,187.61,4544088
23/11/2005,184.62,187.33,184.5,186.67,6054776
22/11/2005,186.35,187.68,183.15,184.61,4751000
21/11/2005,188.24,189.39,185.36,186.92,6597336
18/11/2005,186.1,188.44,186.1,187.94,8707720
17/11/2005,184.62,186.84,183.69,185.57,4878464
16/11/2005,186.01,186.72,184.9,186.06,6742576
14/11/2005,183.39,186.43,183.39,185.89,8040360
11/11/2005,180.32,183.15,180.32,182.49,5919888
10/11/2005,179.33,181.78,179.33,180.9,3095696
09/11/2005,181.79,182.54,178.5,179.31,5000792
08/11/2005,181.42,182.69,180.98,181.79,5782184
07/11/2005,173.3,180.65,173.3,180.29,4188480
02/11/2005,172.48,176.75,170.89,175.89,2852888
01/11/2005,178.31,178.31,172.32,173.5,532000
31/10/2005,168.01,173.3,167.44,172.47,2851968
28/10/2005,173.42,173.42,166.78,167.66,4501496
27/10/2005,175.15,175.87,171.09,172.48,6771944
26/10/2005,177.24,177.85,174.67,175.05,4142808
25/10/2005,174.57,178.59,173.36,177.24,5420312
24/10/2005,176.28,177.73,172.45,173.24,3149632
21/10/2005,175.89,176.85,173.42,175.79,5923416
20/10/2005,174.17,176.62,171.21,174.33,6352952
19/10/2005,179.69,179.7,168.89,172.51,10058832
18/10/2005,177.49,180.29,176.14,177.36,10941600
17/10/2005,176.01,177.49,175.26,176.52,4388816
14/10/2005,178.47,178.72,174.16,175.28,5226192
13/10/2005,180.93,182.78,176.05,177.4,13605792
11/10/2005,179.7,181.52,175.02,180.65,11565120
10/10/2005,178.45,181.55,177.65,178.29,5371728
07/10/2005,175.39,178.96,174.19,177.83,6206624
06/10/2005,180.32,180.32,174.43,175.35,8233792
05/10/2005,182.65,183.27,180.32,180.93,6577720
04/10/2005,184.6,184.87,182.57,183.36,6350472
03/10/2005,179.13,185.23,179.13,184.37,4472520
30/09/2005,182.16,183.61,180.22,182.45,4982976
29/09/2005,182.16,183.93,180.32,181.28,8421888
28/09/2005,180.19,181.53,178.1,180.87,5900064
27/09/2005,181.55,182.29,178.01,179.98,6404008
26/09/2005,174.78,181.3,174.29,180.43,2290048
23/09/2005,172.36,175.98,172.36,173.85,3815824
22/09/2005,181.67,183.02,171.95,172.49,6482408
21/09/2005,181.42,181.67,172.32,178.92,6215320
20/09/2005,179.09,182.16,174.78,180.99,6293424
19/09/2005,181.88,182.16,177.61,178.98,2877448
16/09/2005,179.05,181.88,176.77,179.41,5480184
15/09/2005,172.56,179.05,172.56,178.46,11040736
14/09/2005,174.78,175.64,170.72,172.33,3890080
13/09/2005,176.13,176.13,173.62,175.07,2244984
12/09/2005,175.89,201.61,173.12,176.03,6631072
09/09/2005,166.29,174.04,166.29,171.33,3741776
08/09/2005,172.32,174.16,171.73,173.07,2878192
06/09/2005,174.16,174.77,170.84,172.13,5023440
05/09/2005,177.24,180.55,173.1,173.58,7254784
02/09/2005,176.01,177.24,174.17,175.66,4920864
01/09/2005,173.53,176.5,173.42,175.3,7600184
31/08/2005,169.95,174.21,169.85,172.91,7408896
30/08/2005,166.86,171.21,166.86,170.39,5807592
29/08/2005,168.62,169.61,163.7,166.82,4081336
26/08/2005,163.51,168.62,163.08,167.98,8198664
25/08/2005,160.62,163.7,160.01,162.92,6341224
24/08/2005,161.98,162.22,158.04,159.48,4036760
23/08/2005,163.33,163.78,161.61,161.98,4686416
22/08/2005,163.08,165.97,153.24,162.2,4492016
19/08/2005,161.85,163.95,161.37,163.13,4966272
18/08/2005,160.87,163.08,160.66,161.69,7813656
17/08/2005,157.55,160.25,155.24,159.9,5637488
16/08/2005,158.78,158.78,155.7,156.2,3653408
12/08/2005,163.5,163.5,157,157.9,3821832
11/08/2005,162.06,163.58,160.82,161.59,3645312
10/08/2005,158.24,162.06,158.24,161.61,6958080
09/08/2005,156.93,158.41,155.58,158.09,4743752
08/08/2005,158.78,158.78,155.98,157.92,4109360
05/08/2005,160.01,160.99,157.2,158.21,3162848
04/08/2005,160.62,162.44,158.53,159.42,6346936
03/08/2005,159.7,160.92,157.92,160.1,7274320
02/08/2005,159.02,159.76,154.84,158.81,4821520
01/08/2005,155.95,156.93,152.95,154.12,5430792
29/07/2005,156.93,158.78,155.33,156.17,8358552
27/07/2005,155.7,158.53,155.7,158.1,2597408
26/07/2005,158.27,159.02,155.08,155.73,5229680
25/07/2005,159.59,160.3,156.96,158.08,5433024
22/07/2005,158.16,159.74,156.36,159.26,5179296
21/07/2005,162.59,162.59,157.55,158.81,4198984
20/07/2005,164.32,164.32,160.64,161.02,3494304
19/07/2005,165.97,167.15,155.08,162.36,4677744
18/07/2005,154.1,182.04,154.1,162.74,14475608
15/07/2005,151.52,155.32,149.55,153.66,9341720
14/07/2005,157.38,158.49,149.71,150.78,8860408
13/07/2005,158.16,160.01,155.95,156.41,6469840
12/07/2005,162.3,162.59,156.6,158.27,6150600
11/07/2005,161.37,163.7,161.37,163.21,3791264
08/07/2005,161.31,163.63,159.21,161.37,6088000
07/07/2005,162.85,164.93,160.41,161.2,3488888
06/07/2005,163.21,164.02,162,162.85,3057216
05/07/2005,168.59,168.59,161.56,162.49,5187376
04/07/2005,167.25,168.86,163.82,167.28,3951648
01/07/2005,166.16,166.99,164.97,166.46,4820568
30/06/2005,164.78,168.01,164.78,167.16,7189000
29/06/2005,163.08,167.14,162.73,164.01,6446640
28/06/2005,162.22,163.45,161.74,162.91,5776112
27/06/2005,162.43,164.07,160.99,162.03,3548128
24/06/2005,160.01,164.72,159.39,163.18,6021320
23/06/2005,163.7,164.65,160.62,160.92,3676944
22/06/2005,161.12,164.81,161.12,164.11,11537376
21/06/2005,160.01,161.53,157.95,160.64,10463544
20/06/2005,156.93,160.25,156.35,159.5,6412672
17/06/2005,157.88,158.34,155.47,156.03,3067992
16/06/2005,157.28,158.52,155.68,157.26,4593552
15/06/2005,156.28,157.29,155.86,156.58,2791072
14/06/2005,157.18,157.53,155.11,155.83,3452384
13/06/2005,156.93,157.92,155.11,156.52,2590032
10/06/2005,157.55,160.01,155.22,155.84,6642624
09/06/2005,159.27,159.88,156.48,157.21,3598336
08/06/2005,157.55,159.52,157.07,159.04,4832512
07/06/2005,158.63,158.63,156.2,157.26,3698192
06/06/2005,159.39,160.22,156.35,157.6,5792512
03/06/2005,156.14,159.6,155.21,159.16,6548528
02/06/2005,160.99,161.12,155.71,156.14,11076624
01/06/2005,163.7,163.7,159.71,160.56,7530088
31/05/2005,162.47,165.29,160.69,164.22,10365568
30/05/2005,156.22,164.08,155.58,162.36,17893184
27/05/2005,157.92,159.88,154.5,156.22,7363480
26/05/2005,154.84,159.52,154,158.78,9782096
25/05/2005,151.36,156.24,149.55,155.15,7894472
24/05/2005,153.2,153.2,148.35,151.99,6128856
23/05/2005,144.01,152,144.01,150.63,10362016
20/05/2005,143.39,144.59,141.2,143.96,3265616
19/05/2005,141.97,144.25,141.94,143.08,3659448
18/05/2005,142.04,142.04,138.22,140.65,4588224
17/05/2005,142.91,143.36,140.86,141.61,4666576
16/05/2005,140.93,142.64,140.59,142.08,5775200
13/05/2005,141.42,141.67,140.33,141.37,2388752
12/05/2005,142.65,142.99,140.7,141.15,3608944
11/05/2005,141.3,141.87,140.06,141.44,3213288
10/05/2005,144.99,144.99,141.08,141.85,7075952
09/05/2005,144.01,145.52,143.55,144.65,4739040
06/05/2005,140.31,144.22,139.35,143.7,8188664
05/05/2005,141.54,141.55,138.54,139.93,6495064
04/05/2005,136.19,138.41,136.19,137.96,4792144
03/05/2005,139.08,139.7,136.05,136.45,5503048
02/05/2005,141.55,144.99,137.62,138.95,5129600
29/04/2005,138.94,140.89,137.49,139.22,11065704
28/04/2005,137.25,139.08,135.04,137.21,8728872
27/04/2005,140.45,140.45,136.75,137.32,6537368
26/04/2005,142.41,143.24,139.59,139.91,5539000
25/04/2005,143.37,143.75,141.3,142.4,6880584
22/04/2005,142.78,144.21,140.35,143.61,12958672
21/04/2005,138.47,141.3,136.62,140.61,13252336
20/04/2005,147.7,147.7,134.57,137.39,47498256
19/04/2005,163.7,166.03,145,148.77,27235152
18/04/2005,160.01,166,158.9,162.3,6024304
15/04/2005,171.7,171.7,161.85,162.35,9862480
13/04/2005,171.58,173.18,170.54,172.51,4638600
12/04/2005,172.19,172.19,168.01,170.1,4112696
11/04/2005,171.95,172.32,167.41,167.84,2822992
08/04/2005,176.09,176.61,171.09,171.52,4052280
07/04/2005,177.36,178.47,175.02,175.42,2483216
06/04/2005,175.64,178.22,175.64,177.41,1953408
05/04/2005,175.89,177.55,174.3,175.45,3367832
04/04/2005,178.72,179.31,175.18,175.73,5257360
01/04/2005,176.38,179.33,174.04,178.59,5562672
31/03/2005,172.87,177.87,171.98,176.26,6914640
30/03/2005,168.76,172.32,167.39,171.15,4115256
29/03/2005,171.7,172.07,167.66,168.73,3053400
28/03/2005,171.21,173.41,170.35,171.38,3699728
24/03/2005,176.01,176.99,169.57,170.39,5954576
23/03/2005,177.24,178.22,173.96,174.93,3439416
22/03/2005,179.06,179.34,177.25,177.68,2684432
21/03/2005,180.95,181.55,177.81,179.26,4354120
18/03/2005,179.58,181.24,175.39,180.77,6123464
17/03/2005,178.22,181.39,177.24,179.82,6805328
16/03/2005,177.24,180.64,177.24,178.72,5473416
15/03/2005,178.59,179.95,176.01,177.57,4146480
14/03/2005,175.76,179.7,174.78,178.7,6534032
11/03/2005,173.05,176.61,172.93,175.69,5205744
10/03/2005,173.55,173.55,171.12,172.26,2302280
09/03/2005,173.42,175.58,171.71,173.24,5422088
08/03/2005,172.81,174.89,171.74,174.03,5027680
07/03/2005,171.7,173.3,171.58,172.34,3658032
04/03/2005,171.58,172.75,170.1,171.36,4017872
03/03/2005,168.62,171.7,167.89,171.03,2891160
02/03/2005,169.24,169.24,167.59,168.38,2658112
01/03/2005,169.98,177.24,166.29,167.08,4958152
28/02/2005,169.73,170.47,164.93,169.97,6402408
25/02/2005,169.46,169.73,166.55,167.89,5070896
24/02/2005,169.23,171.81,167.54,168.37,10806440
23/02/2005,167.82,170.11,166.8,169.23,5166816
22/02/2005,167.97,168.62,166.29,167.82,2139040
21/02/2005,168.75,169.34,165.56,168.08,1777152
18/02/2005,169.85,171.33,166.78,169.24,2545144
17/02/2005,168.4,170.59,166.24,170.08,4124976
16/02/2005,172.19,172.19,167.52,168.4,3126832
15/02/2005,173.55,174.16,169.12,170.02,3976720
14/02/2005,171.21,174.53,171.21,173.5,8875264
11/02/2005,164.69,170.72,164.69,170.07,10367096
10/02/2005,163.7,165.36,162.84,164.03,4376648
09/02/2005,162.59,165.37,162.56,164.05,5537936
08/02/2005,161.7,162.84,160.99,161.98,3284432
07/02/2005,161.56,163.79,160.13,161.7,5944216
04/02/2005,161.24,162.72,160.08,160.8,2684040
03/02/2005,161.48,161.82,160.25,161.37,3327616
02/02/2005,162.35,162.89,160.38,161.11,4870456
01/02/2005,160.87,162.47,158.41,161.88,8019840
31/01/2005,159.76,161.46,158.81,160.06,5853384
28/01/2005,152.97,159.37,152.93,158.68,8393816
27/01/2005,153.02,154.32,152.04,152.69,5455344
25/01/2005,149.52,152.61,148.57,152.06,4465928
24/01/2005,153.08,153.53,149.59,150.24,3628192
20/01/2005,154.47,154.47,151.39,153.08,4536200
19/01/2005,155.82,156.77,153.99,154.52,3538488
18/01/2005,156.89,158.04,154.78,155.56,6183264
17/01/2005,161.19,161.19,152.65,155.48,13651184
14/01/2005,160.59,162.21,157.18,159.56,15757776
13/01/2005,161.24,164.77,156.93,159.13,27757952
12/01/2005,163.2,168.37,158.37,159.77,20720032
11/01/2005,163.7,164.35,160.13,161.7,7986376
10/01/2005,166,167.32,162.72,163.39,7521568
07/01/2005,163.7,165.55,161.56,164.93,7623136
06/01/2005,162.47,165.67,159.08,162.52,8006888
05/01/2005,164.96,164.96,157.58,163.08,9604320
04/01/2005,166.16,166.65,164.09,165.09,4979104
03/01/2005,164.37,166.99,164.37,166.56,4734168
31/12/2004,160.01,164.78,159.6,164.37,4899312
30/12/2004,162.22,163.45,159,159.6,5626792
29/12/2004,162.09,164.55,161.63,162.5,6633224
28/12/2004,156.56,161.73,155.85,161.16,9614448
27/12/2004,156.32,158.16,155.36,156.38,4400504
24/12/2004,151.76,156.56,150.35,156.06,6661856
23/12/2004,153.57,153.57,150.78,151.13,3948912
22/12/2004,156.94,156.94,151.39,152.64,6001712
21/12/2004,155.69,157.18,155.47,156.65,3458512
20/12/2004,155.08,156.13,154.65,155.4,2268424
17/12/2004,155.08,156.91,154.11,154.65,5509752
16/12/2004,153.66,155.7,152.38,155.41,4350464
15/12/2004,153.12,154.44,152.38,153.3,5772672
14/12/2004,152.87,153.2,151.43,151.78,3083504
13/12/2004,150.9,152.83,150.81,152.15,4996232
10/12/2004,150.16,152.07,149.42,150.86,6216808
09/12/2004,148.31,149.79,148.3,149.11,3801224
08/12/2004,149.92,150.97,147.21,147.8,7329408
07/12/2004,149.67,151.75,149.55,149.95,7863224
06/12/2004,152.62,153.85,148.75,149.49,11473872
03/12/2004,153.76,154.58,150.35,152.22,9777216
02/12/2004,155.7,157.18,152.51,152.94,9657704
01/12/2004,157.67,157.67,154.72,155.28,8481864
30/11/2004,153.63,158.28,153.24,156.89,10508144
29/11/2004,149.67,153.57,148.38,153.1,5281488
25/11/2004,151.88,153.12,148.76,149.77,6310872
24/11/2004,152.5,153.24,151.41,151.87,3223304
23/11/2004,151.47,152.87,150.67,152.08,4312792
22/11/2004,148.66,150.9,147.08,150.46,4738272
19/11/2004,151.76,152.25,149.07,149.8,6812760
18/11/2004,148.86,151.95,148.5,151.52,7472128
17/11/2004,146.65,148.92,146.65,148.36,5467936
16/11/2004,147.45,147.45,145.73,146.58,4005504
12/11/2004,148.19,148.68,146.49,147.3,1813408
11/11/2004,147.58,148.12,146.6,147.24,5235128
10/11/2004,146.59,147.58,146.48,147,5734392
09/11/2004,146.1,147.44,144.87,146.27,7338712
08/11/2004,143.39,146.33,142.28,145.75,10291728
05/11/2004,144.49,145.24,142.78,143.45,5023848
04/11/2004,145.45,146.21,143.72,144.06,6555808
03/11/2004,142.9,145.73,142.9,144.65,8978136
02/11/2004,139.08,145.21,138.47,142.74,8864040
01/11/2004,141.55,144.56,140.6,144.09,6137568
29/10/2004,143.76,143.76,140.95,142.32,8661776
28/10/2004,140.93,144.6,140.93,143.51,18591416
27/10/2004,140.59,141.3,139.72,140.3,7837656
26/10/2004,137.31,140.43,137.31,139.97,6932760
25/10/2004,138.47,138.71,136.71,137.53,9390272
21/10/2004,139.98,140.19,138.1,138.54,6413520
20/10/2004,140.91,141.53,138.96,139.48,7206832
19/10/2004,140.33,141.39,139.83,140.71,11767128
18/10/2004,139.58,140.56,138.5,139.98,13693344
15/10/2004,138.06,140.44,137.51,138.59,17799744
14/10/2004,135.76,138.35,133.92,137.39,19225984
12/10/2004,136.62,137.24,132.64,133.48,15600512
11/10/2004,135.39,136.81,133.55,134.07,9332056
08/10/2004,135.15,136.75,134.78,135.15,8558920
07/10/2004,133.3,135.39,133.3,135.03,10080128
06/10/2004,133.05,135.74,132.32,133.13,17670664
05/10/2004,132.97,134.04,132.38,133.02,14341288
04/10/2004,130.1,133.05,129.79,132.5,15129824
01/10/2004,126.65,130.03,126.33,128.95,10968888
30/09/2004,127.47,128.12,125.63,126.42,12521432
29/09/2004,125.45,127.15,125.07,126.9,11737176
28/09/2004,125.05,126.46,124.62,125,6339416
27/09/2004,126.47,127.08,124.93,125.64,8229512
24/09/2004,126.67,128.01,126.28,126.63,8083208
23/09/2004,128.99,129.11,126.41,126.81,15819680
22/09/2004,129.04,129.98,127.65,129.49,15371584
21/09/2004,126.14,129.05,125.79,128.72,13897080
20/09/2004,127.07,127.63,125.56,125.9,8552224
17/09/2004,124.56,126.76,124.35,126.1,14627896
16/09/2004,123.95,124.93,123.39,124.12,7358224
15/09/2004,125.3,125.55,123.23,123.83,11988288
14/09/2004,123.7,125.4,123.45,125.01,15335472
13/09/2004,121.98,124.99,121.98,123.51,20904912
10/09/2004,121.85,121.85,120.13,121.71,6415072
09/09/2004,122.71,122.83,120.43,120.62,7947184
08/09/2004,122.59,123.18,121.99,122.31,6593984
07/09/2004,127.39,127.39,122.47,122.54,5772232
06/09/2004,127.99,127.99,122.21,122.45,9038672
