Date,TCS-EQ O,TCS-EQ H,TCS-EQ L,TCS-EQ C,TCS-EQ V
04/11/2008,146.86,146.86,120.62,125.18,9422540
03/11/2008,137.84,143.52,129.74,134.75,7532020
31/10/2008,140.07,146.47,130.41,132.31,10375980
29/10/2008,138.35,141.55,130.53,133.13,10955572
28/10/2008,125.82,135.37,125.55,132.99,665712
27/10/2008,118.41,127.51,102.25,122.28,8972576
24/10/2008,123.99,132.04,108.31,122.8,8479936
23/10/2008,129.15,144.75,123.39,134.73,10501016
22/10/2008,136.62,136.62,125.82,134.57,6020668
21/10/2008,132.54,139.8,121.45,137.63,11804900
20/10/2008,122.26,124.31,112.07,120.95,12413060
17/10/2008,123.08,130.22,109.54,111.72,9743540
16/10/2008,129.24,130.15,115.18,121.85,8031800
15/10/2008,144.01,144.91,131.77,133.69,5308752
14/10/2008,147.45,152.48,143.11,145.9,7424624
13/10/2008,129.96,148.41,129.19,141.02,13866024
10/10/2008,132.93,135.39,118.26,129.19,13742076
08/10/2008,136.62,138.58,125.05,134.55,8301380
07/10/2008,155.37,163.7,139.33,141.77,8884604
06/10/2008,160.32,160.32,147.7,152.38,5882984
03/10/2008,163.69,163.69,158.12,161.85,4172404
01/10/2008,164.83,168.6,158.86,165.36,6017916
30/09/2008,145.73,166.58,145.24,163.85,8391372
29/09/2008,167.1,167.1,150.65,152.62,5578636
26/09/2008,172.32,172.32,164,166.46,4217244
25/09/2008,175.54,177.2,165.19,169.46,15122632
24/09/2008,178.36,184.13,169.93,175.53,7380724
23/09/2008,176.09,188.98,176.09,177.49,2966120
22/09/2008,213.67,213.67,185.36,188.76,4472944
19/09/2008,191.94,191.94,179.73,188.77,9544368
18/09/2008,179.21,184.38,165.18,177.52,6357104
17/09/2008,184.13,188.23,179.21,179.73,4200868
16/09/2008,184.5,184.87,178.47,184.34,5072364
15/09/2008,192.01,196.69,183.39,187.78,8550948
12/09/2008,212.93,212.93,197.17,199.53,3573964
11/09/2008,209.46,213.67,204.07,205.97,1908976
10/09/2008,211.99,214.21,208.77,209.46,3063456
09/09/2008,210.47,214.58,206.78,212.88,2815328
08/09/2008,211.7,215.25,207.27,210.89,5170432
05/09/2008,209.24,209.24,203.09,206.38,2445368
04/09/2008,208.01,210.42,204.9,207.81,2461676
02/09/2008,200.61,209.98,200.61,208.95,2647848
01/09/2008,200.62,201.86,198.66,200.61,1527432
29/08/2008,196.93,201.84,196.93,199.94,1998500
28/08/2008,201.86,202.9,192.66,195.05,6580688
27/08/2008,201.88,205.79,200.16,201.47,2131788
26/08/2008,199.38,206.03,199.38,205.31,2205004
25/08/2008,202.84,205.55,200.87,201.41,942244
22/08/2008,201.61,203.02,197.79,201.61,2645284
21/08/2008,205.79,207.27,200.67,201.33,1976516
20/08/2008,207.44,208.99,205.55,207.17,1127256
19/08/2008,207.89,209.49,205.57,207.09,1953300
18/08/2008,206.78,209.83,205.55,207.16,1956648
14/08/2008,204.07,207.92,199.64,205.1,3741508
13/08/2008,196.93,206.21,196.93,203.9,3697968
12/08/2008,205.55,207.69,200.62,201.67,3323504
11/08/2008,209.73,211.16,202.96,205.29,3405100
08/08/2008,208,210.96,205.15,208.03,2086672
07/08/2008,211.46,214.14,208.01,210.07,3072320
06/08/2008,206.75,214.15,205.89,211.84,5009932
05/08/2008,200.72,205.55,198.22,204.24,4768200
04/08/2008,200.62,206.78,199.64,200.71,5238928
01/08/2008,203.09,210.95,199.7,206.94,4011724
31/07/2008,206.78,207.27,202.22,205.24,5195580
30/07/2008,208.26,208.26,196.93,206.52,4420076
29/07/2008,198.58,200.33,194.96,199.14,2472192
28/07/2008,196.93,201.1,193.24,198.47,1969372
25/07/2008,196.74,209.12,192.5,196.74,8842536
24/07/2008,215.27,215.27,195.05,197.56,11742336
23/07/2008,204.32,214.16,201.58,211.84,5971420
22/07/2008,200.87,207.75,198.42,204.77,4241164
21/07/2008,196.69,200.62,192.75,200.08,3582068
18/07/2008,192.01,197.42,184.38,195.42,8339496
17/07/2008,180.93,193.71,179.71,192.81,10350716
16/07/2008,185.77,190.45,176.23,179.23,5739900
15/07/2008,189.02,193.6,181.46,184.78,4509844
14/07/2008,196.93,196.93,187.33,189.02,4559896
11/07/2008,225.73,232.13,193.34,196.59,5523784
10/07/2008,214.16,218.84,209.82,213.77,3504368
09/07/2008,209.24,219.07,209.24,215.83,3578548
08/07/2008,204.35,208.01,201.36,204.37,3947624
07/07/2008,208.01,212.69,204.81,209.79,1794132
04/07/2008,214.14,214.18,205.67,207.89,3939584
03/07/2008,216.87,216.87,201.99,210.88,4172528
02/07/2008,209.24,218.59,206.78,215.76,8141112
01/07/2008,212.93,214.66,205.56,208.67,5059616
30/06/2008,214.41,216.13,209.24,211.26,3258044
27/06/2008,216.96,216.96,209.52,213.06,6260948
26/06/2008,217.61,221.06,211.8,216.96,7028316
25/06/2008,206.78,217.86,204.64,215.84,5914196
24/06/2008,209.24,213.6,202.69,207.86,9287176
23/06/2008,212.65,216.49,207.52,211.32,3572312
20/06/2008,221.52,221.52,207.16,212.65,8157760
19/06/2008,216.69,221.06,216.63,218.59,3289068
18/06/2008,226.67,226.72,219.33,221.77,6431336
17/06/2008,222.78,228.19,222.78,226.79,3504824
16/06/2008,226.23,228.44,222.35,224.21,6541784
13/06/2008,216.63,226.94,216.63,223.91,6732432
12/06/2008,220.07,222.14,210.96,218.66,2464004
11/06/2008,219.09,224.01,216.63,219.17,4113368
10/06/2008,224.01,226.23,213.43,216.38,6155372
09/06/2008,222.1,237.52,219.09,225.02,6140140
06/06/2008,243.7,245.83,235.78,237.84,4137784
05/06/2008,237.33,245.38,237.3,241.7,5905256
04/06/2008,243.65,243.65,232.96,235.52,3787856
03/06/2008,236.32,243.7,230.94,240.05,4900256
02/06/2008,249.86,260.29,237.55,242.19,7054764
30/05/2008,243.95,258.23,240.75,255.8,15485284
29/05/2008,248.38,253.14,242.23,244.85,8258940
28/05/2008,238.8,249.92,238.8,248.49,5469588
27/05/2008,241.24,244.69,232.87,238.51,5682072
26/05/2008,226.47,237.03,225.49,235.2,5457272
23/05/2008,239.99,241.17,227.97,229.52,5401384
22/05/2008,235.46,242.6,234.1,236.6,5445200
21/05/2008,228.44,238.29,225.24,237.57,3140184
20/05/2008,240.01,243.7,233.18,235.36,4946904
16/05/2008,244.69,244.69,238.41,241.5,3838648
15/05/2008,239.52,246.66,236.34,242.41,7177896
14/05/2008,222.78,240.98,219.37,239.06,9373188
13/05/2008,228.93,231.74,218.84,222.79,4462876
12/05/2008,225.73,230.13,224.08,228.17,3898508
09/05/2008,236.07,236.07,224.01,225.73,4492296
08/05/2008,237.52,237.55,225.98,233.12,10845832
07/05/2008,233.86,241.22,233.86,237.98,12585540
06/05/2008,224.01,233.86,214.8,230.67,3982796
05/05/2008,232.63,233.73,226.75,228.31,3613764
02/05/2008,227.7,236.81,227.46,232.32,5298780
30/04/2008,225.51,230.35,223.15,226.72,9487980
29/04/2008,217.13,228.93,214.2,224.15,16209848
28/04/2008,199.15,220.56,177.24,217.04,6598136
25/04/2008,224.5,224.5,217.86,218.91,6828568
24/04/2008,222.53,222.75,212.69,219.27,15290096
23/04/2008,218.35,222.95,216.64,218.88,6326156
22/04/2008,242.46,242.46,217.12,218.4,13785196
21/04/2008,248.38,254.78,242.87,244.54,3399296
17/04/2008,246.09,248.63,241.13,246.39,3999556
16/04/2008,242.47,246.66,236.81,239.25,6438768
15/04/2008,226.96,242.47,216.72,239.8,5703772
11/04/2008,222.3,227.7,219.89,223.52,2189264
10/04/2008,216.63,226.39,215.89,221.44,2925932
09/04/2008,216.63,219.58,213.92,215.7,1482600
08/04/2008,222.78,223.27,215.39,218.43,4055352
07/04/2008,220.32,226.5,216.18,222.56,3659528
04/04/2008,218.1,219.06,211.71,214.88,2020844
03/04/2008,209.24,219.58,209.24,217.95,3287172
02/04/2008,209.24,213.92,209.06,209.55,1428844
01/04/2008,201.86,209.95,199.39,204.9,2086728
31/03/2008,214.42,214.42,196.19,199.5,4051860
28/03/2008,209.98,215.32,209.73,214.42,3633696
27/03/2008,214.66,215.64,207.05,209.86,6151152
26/03/2008,231.4,231.4,209.62,216.22,2171768
25/03/2008,206.78,221.51,205.55,215.76,2928896
24/03/2008,199.75,206.16,199.75,202.77,3301984
19/03/2008,203.82,206.78,198.3,199.75,4361924
18/03/2008,194.47,204.02,189.55,201.29,3596080
17/03/2008,190.78,196.37,189.24,194.93,1958904
14/03/2008,192.01,200.11,184.62,197.88,2216056
13/03/2008,200.62,200.62,187.33,191.94,3408600
12/03/2008,206.53,209.24,199.46,202.73,1884412
11/03/2008,206.78,206.78,201.86,202.72,4043520
10/03/2008,208.29,210.23,204.32,205.22,2494168
07/03/2008,212.34,213.2,207.33,208.29,1996828
05/03/2008,208.01,217.31,208.01,215.47,2209348
04/03/2008,211.21,214.16,208.53,211.41,3010532
03/03/2008,213.18,213.84,206.78,208.9,3141328
29/02/2008,216.63,219.51,212.56,215.99,3416480
28/02/2008,217.86,219.09,214.66,216.85,5579004
27/02/2008,223.52,225.2,215.16,216.02,2364056
26/02/2008,227.46,227.46,220.32,221.15,4999584
25/02/2008,228.44,228.69,219.15,221.73,3255460
22/02/2008,226.47,226.69,217.86,221.68,2401516
21/02/2008,221.06,229.18,217.12,225.15,3562052
20/02/2008,216.6,220.23,214.96,218.13,3060624
19/02/2008,210.72,217.61,210.47,215.51,1947288
18/02/2008,214.83,215.39,209.24,210.03,1723160
15/02/2008,211.7,218.36,211.7,214.83,2213044
14/02/2008,217.86,221.55,211.95,215.1,2246480
13/02/2008,215.39,220.81,209.56,213.91,2185376
12/02/2008,222.78,227.7,211.7,212.85,5161328
11/02/2008,221.15,229.43,211.73,223.05,3200988
08/02/2008,217.61,227.7,216.63,221.15,2576820
07/02/2008,223.05,223.05,214.42,216.39,2574652
06/02/2008,228.93,228.93,220.19,223.05,4007952
05/02/2008,236.32,240.01,230.32,235.1,1722872
04/02/2008,232.63,243.46,231.15,240.17,3730520
01/02/2008,217.86,231.67,214.98,228.81,4169520
31/01/2008,214.16,219.09,205.63,215.09,5966956
30/01/2008,217.12,219.58,211.7,214.13,3032856
29/01/2008,210.72,217.76,210.47,213.6,3258712
28/01/2008,214.16,214.16,203.09,210.3,2485660
25/01/2008,209.98,220.98,209.27,217.76,2243116
24/01/2008,214.16,218.59,203.27,207.58,2013336
23/01/2008,211.46,219.09,198.16,214.64,5359120
22/01/2008,200.55,243.7,178.47,196.5,6376872
21/01/2008,222.53,222.71,198.22,204.58,4840032
18/01/2008,228.81,231.4,220.83,222.34,4333816
17/01/2008,237.75,237.8,226.23,227.14,6302096
16/01/2008,231.4,237.97,227.7,232.61,3131956
15/01/2008,237.55,238.29,229.92,231.4,2935588
14/01/2008,246.12,246.12,235.24,236.6,4158864
11/01/2008,225.33,247.15,225.33,243.64,2149188
10/01/2008,245.67,248.5,236.81,241.65,3342376
09/01/2008,244.88,247.64,243.68,245.25,2450128
08/01/2008,241.24,244.2,238.61,243.17,3207732
07/01/2008,246.16,248.33,239.4,240.16,3647344
04/01/2008,248.88,251.8,246.73,247.44,2318868
03/01/2008,253.57,257.24,247.48,248.88,5168280
02/01/2008,260.93,261.18,253.92,258.47,2864924
01/01/2008,265.12,265.12,258.97,259.59,928388
31/12/2007,266.6,269.81,258.97,265.22,2156168
28/12/2007,270.78,270.78,260.93,266.39,2196596
27/12/2007,272.04,275.7,267.47,273.43,4008568
26/12/2007,274.47,275.63,267.37,270.85,2905996
24/12/2007,265.86,275.7,258.47,273.17,4655664
20/12/2007,253.43,259.45,251.83,257.33,3036020
19/12/2007,249.12,253.25,248.13,252.2,2671020
18/12/2007,248.63,256.01,246.98,248.74,3845860
17/12/2007,263.99,263.99,247.4,249.22,3203328
14/12/2007,249.93,259.7,249.93,256.11,2720436
13/12/2007,258.47,261.87,252.39,253.45,4651436
12/12/2007,253.11,260.93,252.59,259.31,3718608
11/12/2007,258.23,258.23,252.38,256.33,2907456
10/12/2007,263.42,264.38,253.55,254.93,3864020
07/12/2007,256.01,263.9,252.63,261.57,4805808
06/12/2007,256.01,258.89,253.85,254.92,4163452
05/12/2007,253.55,257.24,251.21,254.34,2069240
04/12/2007,258.45,258.47,252.33,253.48,1783824
03/12/2007,250.1,262.41,248.72,258.45,6516348
30/11/2007,237.81,250.76,237.81,249.17,5338664
29/11/2007,246.16,246.58,234.1,237.81,5029688
28/11/2007,241.49,247.15,238.78,240.38,3037584
27/11/2007,243.7,245.92,238.8,245.17,1504508
26/11/2007,241.24,244.69,238.78,242.5,2254868
23/11/2007,238.78,238.78,233.59,236.55,2324064
22/11/2007,238.71,239.27,230.16,233.91,2591776
21/11/2007,236.81,241.44,230.31,232.58,3413792
20/11/2007,244.2,244.2,235.63,236.64,4199016
19/11/2007,236.34,247.99,236.34,244.56,3010252
16/11/2007,241.24,245.67,238.08,241.96,3666816
15/11/2007,243.95,245.65,238.78,241.29,2295396
14/11/2007,236.32,257.27,236.32,242.89,3588368
13/11/2007,237.27,239.44,228.11,233.2,4697988
12/11/2007,242.53,242.53,236.32,237.27,5280988
09/11/2007,249.86,249.86,242,242.53,339100
08/11/2007,243.73,246.12,241.24,243.62,2686964
07/11/2007,247.42,248.42,242.74,245.44,3504016
06/11/2007,249.86,251.04,246.16,247.22,2198988
05/11/2007,251.33,253.75,247.46,248.95,1876468
02/11/2007,248.63,253.55,246.9,251.38,3494680
01/11/2007,259.7,259.7,250.96,251.84,5518404
31/10/2007,257.73,261.85,250.35,255.52,47216528
30/10/2007,263.89,264.63,256.09,258.1,3145804
29/10/2007,268.07,268.32,261.28,262.9,3536052
26/10/2007,258.47,266.84,256.55,263.72,2960060
25/10/2007,260.69,260.93,255.56,258.37,4925272
24/10/2007,270.78,270.78,256.82,257.98,4100988
23/10/2007,262.9,270.78,260.69,261.82,5862364
22/10/2007,274.97,274.97,262.19,263.88,3836808
19/10/2007,282.56,283.09,266.45,272.96,8094132
18/10/2007,279.4,283.06,265.19,276.65,13645436
17/10/2007,260.93,274.47,246.16,269.48,6925240
16/10/2007,270.78,274.47,261.18,263,7060528
15/10/2007,263.4,268.73,260.87,264.42,6871600
12/10/2007,258.97,264.63,253.62,261.8,4912920
11/10/2007,279.4,279.5,260.93,263.89,5598340
10/10/2007,271.94,278.23,270.39,277.06,3983236
09/10/2007,265.86,271.96,264.7,269.54,3707640
08/10/2007,266.12,270.49,261.48,265.45,2662144
05/10/2007,265.69,265.69,260.27,264.09,1744048
04/10/2007,267.09,267.09,259.46,265.69,4359804
03/10/2007,258.47,269.55,258.45,265.66,5122872
01/10/2007,261.18,261.18,251.83,256.42,2176580
28/09/2007,252.32,265.86,252.32,260.97,6249532
27/09/2007,258.47,262.78,257.73,261.55,8602140
26/09/2007,248.63,258.18,247.4,256.2,8340892
25/09/2007,248.63,249.61,245.23,246.58,5400496
24/09/2007,251.09,253.64,246.21,247.95,3715044
21/09/2007,246.67,252.81,240.75,250.55,7928704
20/09/2007,251.09,251.6,245.48,246.67,2355156
19/09/2007,252.32,254.46,250.4,251.84,4642668
18/09/2007,245.43,248.06,244.44,246.77,4942808
17/09/2007,252.32,253.99,245.11,245.59,5086176
14/09/2007,258.47,258.47,250.62,251.69,1900228
13/09/2007,252.29,254.78,248.72,253.75,2153072
12/09/2007,253.55,255.46,249.49,250,2344104
11/09/2007,269.41,269.41,251.09,251.91,3386556
10/09/2007,264.93,264.93,257,257.8,2201060
07/09/2007,265.12,266.97,263.4,264.93,1691576
06/09/2007,262.17,266.1,261.18,265.37,1871860
05/09/2007,262.66,266.58,262.19,263.97,3516964
04/09/2007,262.17,267.75,261.18,262.44,2182756
03/09/2007,263.4,264.63,259.31,261.24,2496264
31/08/2007,258.97,263.32,257.73,262.01,2377496
30/08/2007,256.5,260.69,252.32,257.49,7003172
29/08/2007,251.09,255.96,246.41,253.94,3196688
28/08/2007,255.03,255.77,248.87,253.24,2263504
27/08/2007,252.31,255.72,251.1,252.69,2666856
24/08/2007,249.86,252.69,246.04,250.69,1926972
23/08/2007,254.04,257.98,247.15,248.11,3113748
22/08/2007,251.09,254.21,245.18,252.54,3826620
21/08/2007,265,265,247.27,249.92,4363364
20/08/2007,266.72,270.63,258.74,259.84,4386844
17/08/2007,267.83,269.06,255.81,259.99,6901104
16/08/2007,270.78,275.61,267.09,267.83,6663120
14/08/2007,279.4,280.63,275.7,278.23,1222796
13/08/2007,283.09,283.09,276.97,279.27,1205524
10/08/2007,274.47,283.95,265.96,281.74,6290560
09/08/2007,285.55,292.65,279.45,282.03,5074436
08/08/2007,283.09,287.77,275.21,283.73,4055164
07/08/2007,274.01,275.16,269.33,273.07,2985212
06/08/2007,268.32,275.21,264.38,270.65,2737548
03/08/2007,274.23,274.23,266.62,270.02,1993756
02/08/2007,275.7,276.81,268.32,269.59,1912008
01/08/2007,280.63,281.86,273.32,274.51,4403436
31/07/2007,283.34,286.04,278.17,284.64,3218540
30/07/2007,283.09,288.01,278.23,279.75,1835848
27/07/2007,285.55,289.24,277.18,283.83,3203236
26/07/2007,284.32,297.86,281.88,292.71,6002804
25/07/2007,287.52,288.26,281.86,282.65,2670172
24/07/2007,292.91,293.43,287.27,288.48,3127176
23/07/2007,287.96,294.17,286.07,293.17,4716456
20/07/2007,292.69,292.92,287.37,289.46,3744932
19/07/2007,287.27,291.7,286.9,291.02,4075512
18/07/2007,284.81,288.01,282.44,287.19,4371180
17/07/2007,289.44,289.44,283.09,284.5,6164688
16/07/2007,279.4,280.14,274.23,277.75,3990240
13/07/2007,304.28,310.54,278.23,279.64,5784648
12/07/2007,284.32,287.77,279.15,286.18,5763944
11/07/2007,290.97,291.7,270.78,282.82,6062124
10/07/2007,291.7,295.4,287.52,291.25,7492968
09/07/2007,287.62,291.06,286.78,289.67,5359768
06/07/2007,274.47,286.76,270.81,285.22,7605684
05/07/2007,277.72,277.72,270.98,273.65,3179204
04/07/2007,277.67,280.63,274.72,275.13,2415464
03/07/2007,283.09,283.09,276.69,277.58,1829368
02/07/2007,283.83,283.83,278.41,279.26,1477152
29/06/2007,280.87,284.57,280.64,282.93,3004456
28/06/2007,281.6,281.6,276.94,279.85,4342792
27/06/2007,278.14,280.31,276.69,278.94,2956696
26/06/2007,278.41,280.63,275.17,276.14,2832744
25/06/2007,280.62,283.09,275.4,277.12,2803776
22/06/2007,281.86,284.32,279.27,280.62,2677304
21/06/2007,281.86,283.29,278.17,282.01,3043728
20/06/2007,285.8,288.75,280.87,282.35,4024968
19/06/2007,286.81,286.9,281.44,285.55,3495436
18/06/2007,293.67,294.17,285.55,286.19,2874456
15/06/2007,300.32,300.32,290.47,291.56,4983152
14/06/2007,297.86,300.32,295.72,296.52,4176068
13/06/2007,300.07,300.32,293.75,296.2,1768488
12/06/2007,297.86,302.78,295.4,299.67,1402072
11/06/2007,304.39,305.1,299.84,300.65,2648136
08/06/2007,297,302.91,292.94,300.35,6019076
07/06/2007,295.4,298.94,286.86,297.12,2008940
06/06/2007,299.09,299.58,290.03,295.48,3832020
05/06/2007,299.78,299.78,295.4,297.38,1751600
04/06/2007,302.29,307.71,295.89,297.39,1853384
01/06/2007,302.56,302.56,298.14,300,1728988
31/05/2007,302.54,302.54,295.4,297.45,5176492
30/05/2007,307.71,307.71,297.91,299.25,2600056
29/05/2007,301.53,304.01,300.32,303.07,2967280
28/05/2007,307.71,307.71,301.19,301.67,2585172
25/05/2007,300.55,304.01,297.37,302.77,5244168
24/05/2007,307.71,307.71,300.57,301.49,4552804
23/05/2007,305.61,305.61,301.58,303.62,1271812
22/05/2007,304.63,306.23,300.58,302.94,6160224
21/05/2007,312.63,312.63,302.78,304.52,2856844
18/05/2007,310.15,314.11,307.71,308.41,2921004
17/05/2007,303.55,308.62,302.78,307.71,2931260
16/05/2007,311.4,311.4,297.99,301.35,6523616
15/05/2007,310.17,310.17,301.55,304.76,4203120
14/05/2007,314.72,314.72,306.75,307.77,1260376
11/05/2007,307.71,309.92,297.86,308.33,3867656
10/05/2007,306.47,317.53,301.8,302.71,3044200
09/05/2007,320.01,320.01,301.55,305.12,4699828
08/05/2007,312.63,315.09,309.49,311.78,8191004
07/05/2007,315.58,316.3,311.43,313.34,5553328
04/05/2007,319.77,327.37,312.38,313.38,7101200
03/05/2007,313.81,318.73,313.26,317.6,6643028
30/04/2007,305.5,312.6,296.63,311.64,3888052
27/04/2007,304.01,304.38,299.64,303.89,4805284
26/04/2007,302.04,307.61,300.32,305.34,5941756
25/04/2007,301.55,302.02,297.37,300.65,21752404
24/04/2007,306.23,310.66,300.07,301.51,6922516
23/04/2007,308.94,312.58,306.47,307.16,2265224
20/04/2007,308.2,312.12,307.73,309.59,2870752
19/04/2007,302.78,307.21,296.65,305.96,3164652
18/04/2007,308.69,311.4,305.49,307.09,2853584
17/04/2007,316.49,323.71,304.75,307.77,10464964
16/04/2007,316.07,321.47,312.69,315.15,9986220
13/04/2007,297.86,312.23,293.92,310.66,9778848
12/04/2007,292.44,297.61,288.5,295.63,3694956
11/04/2007,296.73,297.72,292.2,293.07,3826336
10/04/2007,299.63,301.55,294.25,294.74,3480240
09/04/2007,295.52,301.98,295.52,299.63,2284524
05/04/2007,295.26,296.87,291.98,293.97,2533992
04/04/2007,299.83,301.48,293.03,295,2402496
03/04/2007,294.17,299.53,292.44,296.05,3256852
02/04/2007,297.86,300.32,291.7,292.74,3875896
30/03/2007,307.3,308.89,300.38,303.73,2807056
29/03/2007,292.68,309.38,292.68,307.3,10266624
28/03/2007,312.6,312.6,293.93,295.64,8818048
26/03/2007,316.32,319.69,309,310.5,6098736
23/03/2007,322.97,324.94,315.09,317.11,5265296
22/03/2007,314.35,321.74,314.35,320.76,4125592
21/03/2007,310.41,312.48,305.24,311.89,1970036
20/03/2007,310.17,314.23,307.21,308.44,2775592
19/03/2007,299.41,311.34,295.84,310.39,1213696
16/03/2007,305.59,309.64,299.13,304.67,4224284
15/03/2007,302.78,307.95,302.29,303.84,3823288
14/03/2007,301.55,305.71,296.63,298.73,3824948
13/03/2007,301.67,312.36,295.42,311.5,2032088
12/03/2007,301.48,308.62,298.1,304.01,3636936
09/03/2007,302.36,303.52,294.9,298.39,3232148
08/03/2007,292.94,302.71,292.94,299.93,2274988
07/03/2007,295.89,301.48,284.91,293.38,4440632
06/03/2007,297.86,328.63,285.82,294.72,3623920
05/03/2007,292.94,295.15,283.09,284.46,5120880
02/03/2007,308.89,310.17,295.64,297.5,5311752
01/03/2007,295.4,312.14,293.03,308.85,7858564
28/02/2007,303.52,306.46,288.5,293.77,9347956
27/02/2007,308.69,318.59,308.69,311.19,4709968
26/02/2007,313.12,318.5,303.4,316.59,4677684
23/02/2007,318.78,319.89,313.37,314.44,3167688
22/02/2007,320.01,323.07,316.57,318.61,6939112
21/02/2007,320.01,322.91,315.09,316.04,3938188
20/02/2007,323.44,325.87,318.78,319.9,5400148
19/02/2007,320.36,324.62,318.83,322.43,4738696
15/02/2007,311.4,320.01,301.58,318.11,3673556
14/02/2007,308.44,311.89,305.24,310.35,3137876
13/02/2007,309.18,316.3,304.01,308.42,4130352
12/02/2007,307.71,319.69,307.71,309.13,1786388
09/02/2007,322.33,324.31,315.87,316.91,1993360
08/02/2007,322.82,323.68,319.36,321.12,2650024
07/02/2007,320.01,323.07,318.83,321.56,2599984
06/02/2007,323.21,323.44,317.56,319.62,3411964
05/02/2007,321.24,323.44,318.54,321.44,3010736
02/02/2007,319.77,321.74,318.79,320.14,4274616
01/02/2007,317.54,318.78,313.86,318.06,1859904
31/01/2007,319.3,323.44,313.12,314.57,4865928
29/01/2007,323.71,323.71,317.8,319.46,2982324
25/01/2007,326.17,337,320.73,323.82,5553976
24/01/2007,322.84,323.46,319.56,321.77,2355148
23/01/2007,323.24,323.45,320.01,320.68,3124152
22/01/2007,320.04,325.53,317.56,323.32,3180956
19/01/2007,323.82,326.54,318.08,319.56,2882056
18/01/2007,321.24,326.4,321.24,323.82,2719816
17/01/2007,327.37,328.63,320.01,321.16,2633828
16/01/2007,341.91,341.91,324.69,325.95,7625964
15/01/2007,332.32,336.75,320.03,326.5,12255832
12/01/2007,317.59,327.15,317.59,325.91,6175748
11/01/2007,295.13,319.52,295.13,314.51,7400664
10/01/2007,306.36,308.94,302.78,304.11,2931428
09/01/2007,307.19,310.62,301.61,309.28,4020568
08/01/2007,309.92,309.92,299.09,306.18,4951892
05/01/2007,311.4,312.28,308.47,310.91,2718740
04/01/2007,316.32,316.32,307.73,309.93,3970700
03/01/2007,308.44,317.06,305.03,315.13,4384972
02/01/2007,302.63,309.67,299.34,307.34,1545060
29/12/2006,298.71,302.63,296.01,300.81,1874468
28/12/2006,296.73,300.32,292.44,298.33,2418308
27/12/2006,294.17,296.87,290.73,294.41,2394400
26/12/2006,283.83,294.02,283.83,293.28,1797392
22/12/2006,279.4,285.55,277.7,284.06,1750016
21/12/2006,279.89,283.09,273.49,279.88,2255816
20/12/2006,283.09,287.48,274.49,277.86,3755660
19/12/2006,290.72,291.41,276.94,281.08,3623628
18/12/2006,284.32,292.54,276.69,290.78,2351424
15/12/2006,287.62,287.62,282.6,285.6,2305716
14/12/2006,272.02,285.55,272.02,282.99,2916024
13/12/2006,275.83,280.87,265.94,275.91,3617220
12/12/2006,288.01,290.47,272.01,275.83,5118300
11/12/2006,289.24,292.69,279.15,288.86,4279432
08/12/2006,295.15,295.15,288.84,289.71,1887268
07/12/2006,296.63,303.88,292.22,293.99,2872872
06/12/2006,288.55,297.12,288.55,295.05,3180856
05/12/2006,297.78,297.78,291.7,293.4,2116476
04/12/2006,295.4,298.1,292.94,293.53,2234092
01/12/2006,295.4,295.4,290.78,292.78,3762140
30/11/2006,288.7,296.63,287.03,295.1,6254552
29/11/2006,285.55,287.72,283.09,286.67,2603156
28/11/2006,283.09,284.57,273.53,283.05,2682960
27/11/2006,283.09,286.54,283.09,285.75,2933708
24/11/2006,283.09,284.79,279.68,283.09,3205304
23/11/2006,284.57,287.86,280.63,281.65,3870324
22/11/2006,284.07,288.26,279.48,282.62,5591464
21/11/2006,274.77,283.58,274.23,282.73,4158152
20/11/2006,267.1,275.95,262.3,275.17,5174936
17/11/2006,269.3,270.17,266.15,269.59,2221684
16/11/2006,270.78,272.26,266.72,267.67,2101688
15/11/2006,274.47,276.2,268.45,269.99,2698040
14/11/2006,266.1,273.24,266.1,272.32,6003860
13/11/2006,263.59,265.86,262.44,264.81,2023316
10/11/2006,263.4,269.48,262.19,263.08,3313476
09/11/2006,263.15,264.63,259.3,261.82,3365420
08/11/2006,262.17,263.62,258.76,261.75,2436760
07/11/2006,264.38,267.06,260.98,262.2,3219180
06/11/2006,262.53,263.37,259.95,260.79,2536892
03/11/2006,267.09,267.83,260.44,262.65,3144440
02/11/2006,268.32,268.32,263.89,265.87,2204376
01/11/2006,270.04,272.23,265.93,266.65,1910904
31/10/2006,265.86,270.49,264.65,267.61,3430936
30/10/2006,264.87,267.83,260.98,265.7,4154172
27/10/2006,266.14,268.32,261.53,264.54,3126408
26/10/2006,266.1,268.79,264.63,265.67,5140212
23/10/2006,269.53,269.53,261.28,265.88,1327904
20/10/2006,270.78,271.27,267.36,268.22,2129404
19/10/2006,272.26,273.92,266.51,268.91,3103620
18/10/2006,273.27,274.97,271.03,272.32,4995084
17/10/2006,281.12,287.95,273.24,274.94,8749216
16/10/2006,276.94,283.09,274.47,278.09,9727060
13/10/2006,268.17,275.7,266.37,271.67,4874112
12/10/2006,258.47,267.09,256.26,266.49,5052848
11/10/2006,253.55,265.71,253.55,257.18,6773716
10/10/2006,246.9,250.55,246.9,249,2769780
09/10/2006,242.47,248.38,241.38,246.69,1546832
06/10/2006,246.41,247.89,243.21,244.74,2766944
05/10/2006,245.67,248.38,244.44,246.1,5849400
