Date,TORNTPOWER-EQ O,TORNTPOWER-EQ H,TORNTPOWER-EQ L,TORNTPOWER-EQ C,TORNTPOWER-EQ V
30/08/2010,335,340.5,332.25,338.8,79729
27/08/2010,339,339,330.75,334.45,111683
26/08/2010,336.8,339.75,324.15,337.6,121944
25/08/2010,341.7,341.7,331.8,334.25,71834
24/08/2010,341.75,342,337.25,339.95,84988
23/08/2010,340,343,336.55,339.95,142937
20/08/2010,333.3,342,333.3,340.45,73587
19/08/2010,340.5,340.5,333,335.05,80918
18/08/2010,348,349.75,335.05,337.05,276599
17/08/2010,340,341,331.2,337.95,150261
16/08/2010,343.35,343.35,336.6,338.1,98402
13/08/2010,338.8,347,337.05,341.9,98015
12/08/2010,335.1,338.7,334.5,337.5,63031
11/08/2010,348.3,348.3,338,339.4,182929
10/08/2010,348,350,343,348.95,254295
09/08/2010,350.45,353.1,346,347.75,68453
06/08/2010,342,353.8,342,350.5,311130
05/08/2010,341,345.7,340.35,343.75,114216
04/08/2010,345.2,347,338.5,340.05,147410
03/08/2010,347.8,351.9,344.25,346.45,93869
02/08/2010,349.75,355,345.25,346.75,181745
30/07/2010,342.5,353,342.5,344.4,145755
29/07/2010,338,346.8,336.1,344.5,145100
28/07/2010,343,346.85,336,340.7,53376
27/07/2010,344,346.1,339.5,343.2,314242
26/07/2010,346,347.9,340.1,342.1,49761
23/07/2010,353,355,345,345.95,61838
22/07/2010,346.8,354.9,341.5,350.85,274199
21/07/2010,352,353,345,345.4,110094
20/07/2010,351.5,354.7,348,350.5,46844
19/07/2010,345.25,351.6,345.25,349,57781
16/07/2010,354.05,356,345.25,347.25,294195
15/07/2010,354,358,351,352.7,969256
14/07/2010,354.3,362,352,353.6,107586
13/07/2010,355.2,359.4,349.5,351.1,91763
12/07/2010,361,361,351,355,53074
09/07/2010,366,366,353,359.25,162414
08/07/2010,367.5,370,362.05,363.3,104805
07/07/2010,360.4,366,359.1,365.2,145915
06/07/2010,356,365,355,361.45,239771
05/07/2010,351.1,375,351.1,354.3,645685
02/07/2010,342,351.25,337.05,348.95,398982
01/07/2010,332.45,342.3,328,340.65,118019
30/06/2010,330.55,336.25,330,332.45,120333
29/06/2010,333.85,338.4,331.95,335.6,49192
28/06/2010,331,335.9,330.85,333.25,55888
25/06/2010,340,340.9,329,330.85,66177
24/06/2010,342,344,338.2,339.45,55446
23/06/2010,338.5,345.25,336.2,340.05,612246
22/06/2010,336,345.55,336,338.25,723808
21/06/2010,339.9,344.95,337.25,339.55,151748
18/06/2010,337.5,342.4,335.3,338.35,92009
17/06/2010,334.3,340.5,332.05,337.5,56497
16/06/2010,339.35,339.35,334.05,336.7,71298
15/06/2010,337.75,338.4,334.05,336.55,45572
14/06/2010,345,345,332,335.35,53718
11/06/2010,340,344.5,335.35,337.95,81824
10/06/2010,334.9,341.9,333,339.5,116881
09/06/2010,330.4,336.75,329.1,334.35,153381
08/06/2010,335,335,328.05,330.25,108967
07/06/2010,323.4,334.95,320.25,331.15,79537
04/06/2010,327,332,325.05,330.4,63321
03/06/2010,325.9,333.8,325,328.2,101939
02/06/2010,322.8,325,320.15,323.5,99379
01/06/2010,324.5,327.7,317.05,319.55,108307
31/05/2010,316,324.75,316,323.5,77410
28/05/2010,324.75,328,317,320.3,144925
27/05/2010,315.3,324.1,315,319.5,203963
26/05/2010,309.75,320,308.4,319.05,243909
25/05/2010,313.9,316,303,304.35,229622
24/05/2010,323,328.95,310.25,314.95,124540
21/05/2010,320.25,324,315.75,317.6,152776
20/05/2010,336.1,336.1,323.15,326.25,125113
19/05/2010,348,348,329.05,330.75,288929
18/05/2010,339,350.7,337,342.4,619925
17/05/2010,330,338,326.05,336.55,247361
14/05/2010,322.1,339.95,321.65,335.15,694218
13/05/2010,327.5,332.7,322.65,324.55,190907
12/05/2010,332.8,334.65,318.6,326,306115
11/05/2010,331.55,343,330,332.8,844843
10/05/2010,316,334.75,316,331.55,1103260
07/05/2010,310,320.2,302.55,308.8,591842
06/05/2010,305.2,322,305.2,319,492253
05/05/2010,300.25,308.4,296,307.15,279296
04/05/2010,317.5,319.75,308.1,310.65,283439
03/05/2010,301.4,318,300,313.75,306072
30/04/2010,310,310.9,301.1,303.65,141369
29/04/2010,298.85,309,298.85,308.1,349813
28/04/2010,300,306,294.85,296.7,111452
27/04/2010,307,309.1,301.8,302.8,83428
26/04/2010,312.5,315,306,307.5,84749
23/04/2010,311,317.7,309.2,311.35,140005
22/04/2010,317,322,309,310.6,373288
21/04/2010,305.9,321,305.25,317.85,713452
20/04/2010,297.1,306,296.05,304.95,532670
19/04/2010,291.2,298.95,286.55,296.8,71060
16/04/2010,295.85,299.8,295.85,296.65,72817
15/04/2010,305.4,306.8,296.15,297.4,107742
13/04/2010,305.55,307.75,303.8,304.75,77822
12/04/2010,308.4,311.5,304.4,306.7,172697
09/04/2010,305,312.6,305,307,214205
08/04/2010,311,311,302.25,304.15,172519
07/04/2010,298.15,309.9,298.15,308.25,352944
06/04/2010,304,304.65,297.05,298.15,108973
05/04/2010,303.8,307,298.65,300.95,200387
01/04/2010,293,302,292,300.6,296718
31/03/2010,286.8,294,277.35,288.85,477943
30/03/2010,290.9,292.8,276.5,282.55,983740
29/03/2010,302,302,285,288.05,385170
26/03/2010,300.75,304.5,299,300.8,141934
25/03/2010,302.95,304.65,297.4,298,118825
23/03/2010,304.8,310,300.4,302.05,223615
22/03/2010,306.15,311,301,301.35,201825
19/03/2010,299,314.4,298.65,310.1,632514
18/03/2010,300.15,302,298.05,300.25,114761
17/03/2010,304.95,306,298,299.6,180548
16/03/2010,297.55,304.5,297.5,303.35,169976
15/03/2010,296,303.5,293.15,296.1,146934
12/03/2010,300.8,304.7,292.75,295.3,208285
11/03/2010,306,306,291.15,298.1,305995
10/03/2010,317.7,324,300.35,312.25,772362
09/03/2010,314,321.45,312,314.05,384978
08/03/2010,305.9,318,302.3,312.95,286714
05/03/2010,307.7,308.85,302.7,303.55,128284
04/03/2010,303,310.9,303,305.45,211304
03/03/2010,294.1,309.4,294.1,303.4,359177
02/03/2010,298.75,298.75,291.5,294.1,84599
26/02/2010,299,299.95,292,294.35,76446
25/02/2010,292,299,292,297.15,113656
24/02/2010,291.1,295.8,291.1,294.6,72877
23/02/2010,294.9,296.7,292,295,78744
22/02/2010,297.05,299.7,293,296.05,103878
19/02/2010,293.8,298.5,293.8,296.25,88874
18/02/2010,302.3,303.6,293.5,295.45,84950
17/02/2010,295.7,302,295.7,299.95,196352
16/02/2010,298.75,300.5,294.05,295.7,232496
15/02/2010,299.65,301.9,295,295.95,121916
11/02/2010,294.05,301,294.05,298.3,123904
10/02/2010,296,300,292.5,295.55,281978
09/02/2010,291.9,296.05,290.3,293.9,273127
08/02/2010,296.3,303.7,280.15,289.35,349990
05/02/2010,287.5,294,281,291.85,221167
04/02/2010,292.1,301.8,292.1,295.35,131428
03/02/2010,290,302.5,290,298.85,170447
02/02/2010,301,304.2,292,294.35,238202
01/02/2010,289.7,301.9,287,297,247257
29/01/2010,289.8,295,276.2,290.25,571474
28/01/2010,277.5,293.9,277.5,292.15,367397
27/01/2010,279.9,284.5,268,275.2,239265
25/01/2010,275.5,287.4,271,281.3,192801
22/01/2010,295,295.8,280,284,417030
21/01/2010,304,305,295.6,299.05,403952
20/01/2010,315,316.9,301.2,303.1,435712
19/01/2010,316.1,319.8,311.1,313.25,395972
18/01/2010,309.6,316.9,308.1,314.8,345514
15/01/2010,321.4,321.9,307.1,309.6,354246
14/01/2010,321,324.9,318.15,319.95,155260
13/01/2010,317.8,321.9,315,319.9,235721
12/01/2010,315,324.4,311.1,319,793860
11/01/2010,316.4,318,313.05,313.95,168550
08/01/2010,311.65,322.85,311.5,313.55,574138
07/01/2010,314,316,310,310.4,228748
06/01/2010,323.5,324.9,310.9,313.05,483516
05/01/2010,319.7,335.5,312.4,320,872636
04/01/2010,321,325.5,313.1,315.2,249026
31/12/2009,316,324.6,310.6,322.7,291093
30/12/2009,318.4,319.4,309.9,313.75,133538
29/12/2009,322.45,324.85,315.5,317,135011
24/12/2009,314.75,325,311.2,320.2,551805
23/12/2009,307.3,314.8,306.75,312,211659
22/12/2009,303,308.5,303,306.7,100380
21/12/2009,303,309,300,300.75,71426
18/12/2009,311,316.9,302.15,304.85,285899
17/12/2009,297.95,314,292.9,311.6,537667
16/12/2009,298,298.9,291.45,295.45,154889
15/12/2009,307,309.65,294.1,297.95,138328
14/12/2009,310.2,316,305.15,306.2,190395
11/12/2009,318,319.4,306.1,308.6,193232
10/12/2009,310,318,310,314.6,220633
09/12/2009,312.8,317.55,308.1,309.85,205840
08/12/2009,316.6,316.6,310.2,312.7,129539
07/12/2009,318,320.85,312.1,314.3,100070
04/12/2009,319.15,323.7,316.15,317.35,181166
03/12/2009,322.9,325.6,316.6,318.3,239759
02/12/2009,320,331.45,319,320.6,520422
01/12/2009,324,324.8,317.15,319.5,327697
30/11/2009,325.05,335,318.3,321.3,197193
27/11/2009,320,324.9,312,322.4,260846
26/11/2009,325,328.8,321,324.5,344052
25/11/2009,325.45,332,320.1,323.6,177602
24/11/2009,332.85,333.8,320.15,322.1,197684
23/11/2009,321,333.75,320,330.4,408032
20/11/2009,313,324,310,321,296678
19/11/2009,319.4,324.35,311,313.35,265524
18/11/2009,316.55,321,313.1,316.8,170413
17/11/2009,323,328,314.3,316.5,287684
16/11/2009,324.9,332.4,319.5,321.75,707694
13/11/2009,328.9,328.9,317,319.6,314937
12/11/2009,332.9,335,323.6,326.55,188921
11/11/2009,334,342,328,331.8,333303
10/11/2009,368.7,368.7,330.3,332.7,279686
09/11/2009,346.4,350.85,337,338.65,425969
06/11/2009,316,345,313.5,340.05,1540849
05/11/2009,296,315.95,288.15,312.8,782662
04/11/2009,279,299,277.15,295.5,687778
03/11/2009,284,291,270.1,273.75,369026
30/10/2009,296.9,304.4,280.3,284.6,350198
29/10/2009,288.5,294,283,291.15,200207
28/10/2009,284.95,294.15,284.95,291.85,187993
27/10/2009,290.3,296.7,279.6,289.6,387584
26/10/2009,308.5,308.5,292.1,294.1,249787
23/10/2009,306.5,315.9,304.1,306.15,337856
22/10/2009,306,321.65,301.3,304.6,1641793
21/10/2009,299,310,293.1,306.55,554408
20/10/2009,302.45,302.45,296,300.05,191256
16/10/2009,301,302.9,296.5,298.15,273229
15/10/2009,297.9,304.9,296,299.65,297534
14/10/2009,300,304.4,293.1,294.65,338823
12/10/2009,299,300.95,294.2,297.25,221909
09/10/2009,305,306.6,294.15,297.1,429420
08/10/2009,311,313.6,297.1,299.5,383383
07/10/2009,298.9,317.7,297.65,306.3,758218
06/10/2009,298.9,301.45,280.05,295.35,516302
05/10/2009,304.8,304.8,294.35,295.75,500902
01/10/2009,318.55,318.55,303.8,306.1,503440
30/09/2009,306.4,320.95,304.5,318.55,882716
29/09/2009,299.9,307,298,303.4,389525
25/09/2009,293,300.95,290.75,297.3,872599
24/09/2009,277,296.2,275,294.05,993680
23/09/2009,286.6,290.3,277,279.95,447933
22/09/2009,279.5,288.5,278.7,286.2,620447
18/09/2009,271,284.95,266.5,279.7,1146786
17/09/2009,272.8,279.65,268,269.95,827981
16/09/2009,264.8,274.7,263.1,271.35,943861
15/09/2009,259.8,267.4,258,263.75,630722
14/09/2009,260,263.35,252.05,257.65,451491
11/09/2009,264.7,268.35,254.1,261.65,1822188
10/09/2009,241.8,269.6,236.15,261.15,3756315
09/09/2009,238.5,239.75,234.15,238.7,387460
08/09/2009,239.85,244.5,235,238.15,394855
07/09/2009,237.9,240.65,236.5,239.1,258056
04/09/2009,237,244.8,233.05,236.3,723679
03/09/2009,228,240.95,226,236.25,653125
02/09/2009,228,231.9,225.7,226.65,163070
01/09/2009,229.85,237.4,222.5,228.25,356857
31/08/2009,233,233,223.5,227.55,245308
28/08/2009,231,236.9,231,233.4,300574
27/08/2009,233,239.4,230.6,231.55,351465
26/08/2009,236,239,232.5,233.55,217609
25/08/2009,239.4,240.25,234.35,235.25,301008
24/08/2009,238.9,244,236.1,238.4,486080
21/08/2009,237,241,234.05,237.3,309264
20/08/2009,241.9,245.45,235,236.5,324349
19/08/2009,237,243.9,230.25,238.55,571099
18/08/2009,235.1,243.9,233.5,236.55,366139
17/08/2009,242.9,244.6,234.15,236.45,433136
14/08/2009,240.9,251.95,238,243.3,699886
13/08/2009,245,247.5,237.5,239.45,487834
12/08/2009,235,243.8,234.1,238.05,712477
11/08/2009,225,248.5,222.05,240.8,1172388
10/08/2009,218.5,227.5,215.55,225.45,566930
07/08/2009,218,226.5,212.2,213.7,371240
06/08/2009,234.95,234.95,220.1,223.65,292963
05/08/2009,234.5,239.9,228.5,232.85,398793
04/08/2009,227.9,236.5,222.45,233.9,615329
03/08/2009,222.5,230.4,215,227.85,841689
31/07/2009,222.5,222.5,213.5,220.45,880761
30/07/2009,211.9,222.4,211,220.1,820390
29/07/2009,212.5,221,208,212.45,951915
28/07/2009,218.4,218.4,208.1,212.15,670991
27/07/2009,196.5,216.45,193.4,214.5,1753137
24/07/2009,199.1,200.95,195.1,196.35,177991
23/07/2009,196.2,200.75,196,198.45,355099
22/07/2009,198.2,201.9,193,194.3,294480
21/07/2009,189,205,189,197.65,463977
20/07/2009,199.8,207.1,199,201.4,907765
17/07/2009,188,200.75,188,197.75,460543
16/07/2009,199.95,201,191.3,193.55,513255
15/07/2009,195.9,200,184.2,197,1074303
14/07/2009,184,195.5,183.2,191.05,1057166
13/07/2009,177.5,184.8,167.3,180.2,551256
10/07/2009,187,191.7,182.1,183.9,598986
09/07/2009,182.95,188,174,185.45,487466
08/07/2009,186.75,188.9,178,181.8,595770
07/07/2009,176,191.8,176,188.65,824672
06/07/2009,192,196.4,170.5,174.05,910122
03/07/2009,192.75,196.5,184.5,189.65,2054661
02/07/2009,173.9,194.8,169,191.75,3376644
01/07/2009,168.5,173.9,166.5,172.7,473679
30/06/2009,172,175,165.85,167.4,423501
29/06/2009,170.1,176.5,164,169.15,1101031
26/06/2009,162.2,171.3,160,169.2,1096432
25/06/2009,167.45,172.7,151.1,156.75,2492969
24/06/2009,143,169.3,141.2,164.45,3053090
23/06/2009,140,143.9,139.75,141.1,205470
22/06/2009,148.6,150,142.2,143.95,147434
19/06/2009,145.5,147,140.6,145.1,219319
18/06/2009,151,153,137.5,141,298120
17/06/2009,161.25,164,152,152.9,261444
16/06/2009,148,163,147,160.6,590165
15/06/2009,161.9,161.95,148.4,150.25,331309
12/06/2009,169.75,177.7,156,162.5,997259
11/06/2009,165,170,163.7,168.15,882612
10/06/2009,162,167.75,162,165.1,1372988
09/06/2009,158,164.4,152,159.9,792531
08/06/2009,156,174.4,154.2,158.45,2100621
05/06/2009,160,165.9,150,154.65,1200298
04/06/2009,140.3,162,140.3,157.8,1372900
03/06/2009,147.8,148.45,137.6,142.6,311349
02/06/2009,149,150,142.5,143.9,367548
01/06/2009,146,153.6,144.1,147.35,1401715
29/05/2009,144.45,145.9,143,143.2,509883
28/05/2009,144.9,145,141.15,143.15,808984
27/05/2009,144,144.9,139,142.5,351480
26/05/2009,144.9,149.95,136,137.75,614815
25/05/2009,141,144.25,138.6,140.95,353554
22/05/2009,142,143.9,133.3,138.35,376556
21/05/2009,142.15,149,137,141.15,419162
20/05/2009,131,149,131,142.15,730936
19/05/2009,118,137,107.1,134.65,1471334
18/05/2009,112.5,118.9,112.5,115.85,3425
15/05/2009,105,108.45,104.1,106.05,448311
14/05/2009,103,105.5,100.1,104.1,165589
13/05/2009,103,107,102.6,104.8,418918
12/05/2009,97.8,103,97.05,101.85,340266
11/05/2009,106.9,107.65,98.1,99.75,343583
08/05/2009,109,112,104.1,104.85,465394
07/05/2009,110.4,113.4,108.1,108.8,446794
06/05/2009,107,115.4,105.15,107.45,1347609
05/05/2009,104.9,107.95,103.1,105.15,272064
04/05/2009,103.9,105.4,102.2,104.45,409652
29/04/2009,101.9,103.8,97.05,98.8,410806
28/04/2009,107,107,96.25,97.2,252991
27/04/2009,104,108.5,102.5,104.3,602855
24/04/2009,100.1,110.9,99.7,103.85,1330900
23/04/2009,101.1,101.75,95.9,99.7,199411
22/04/2009,102.15,107.1,98,99.75,221284
21/04/2009,99.4,109.4,99.4,104.85,458517
20/04/2009,104,108.5,102,103.95,338110
17/04/2009,100.95,107.5,99.7,104.15,365408
16/04/2009,110,111.85,98,99.9,394788
15/04/2009,101.5,112.9,101.5,108.45,805659
13/04/2009,108,111,102,105,1510620
09/04/2009,86.9,109.45,86,104.95,3465756
08/04/2009,77.25,84.95,77.1,84.05,295361
06/04/2009,81,82,78.5,80.7,126194
02/04/2009,77.5,79.6,76.3,78.9,166769
01/04/2009,75.4,76.9,74,76.35,90242
31/03/2009,72.25,76,72.25,74.4,116159
30/03/2009,73.45,74.95,72.05,72.75,119666
27/03/2009,73,74.8,71.55,74.05,130644
26/03/2009,71.8,72.8,71.1,71.5,72377
25/03/2009,71.8,71.8,69.2,70.9,56423
24/03/2009,71.85,73.65,69.95,70.1,104123
23/03/2009,72.5,72.5,70.6,71.85,77014
20/03/2009,69.85,71.75,69,70.6,56201
19/03/2009,69.25,71.35,69.25,70.35,44605
18/03/2009,70,71.3,69.2,69.55,59297
17/03/2009,69,71,68,68.75,72406
16/03/2009,69,71.25,66.85,68.65,115293
13/03/2009,67.05,68.4,66.5,68.05,73298
12/03/2009,60.1,68.35,60.1,66.95,110286
09/03/2009,65.95,65.95,64.6,65.3,44020
06/03/2009,66,66.35,63.5,65.15,78719
05/03/2009,70.05,70.35,66.25,66.8,56029
04/03/2009,69.5,71.1,68.65,69.3,43920
03/03/2009,70.15,71.45,69.7,70.05,45085
02/03/2009,72.8,73.6,70.8,71.25,48430
27/02/2009,72.8,75.6,71.25,73.2,251951
26/02/2009,71.7,73.4,71.05,71.8,98873
25/02/2009,72.5,74.5,72.25,72.75,80069
24/02/2009,71.45,72.35,69.4,71.6,84967
20/02/2009,71.95,72.5,70.75,71.85,85744
19/02/2009,71.5,72.4,70.6,72.05,68484
18/02/2009,70.1,71.4,69,70.4,61174
17/02/2009,73,73,70,70.35,76321
16/02/2009,75.3,84.8,72,73,663738
13/02/2009,74.4,76.35,73.4,74.45,170273
12/02/2009,72.7,74.4,72.6,73.05,108645
11/02/2009,71.5,73.7,71.5,72.25,79377
10/02/2009,72.45,75.25,71.85,72.5,187176
09/02/2009,72,73.25,70.8,72.2,120596
06/02/2009,71.35,72.5,70.5,71.2,58163
05/02/2009,70.05,72.45,65.5,70.15,76256
04/02/2009,72.5,72.95,71.1,71.6,42418
03/02/2009,71.8,73.15,71,71.7,72658
02/02/2009,71,73.75,71,71.6,98986
30/01/2009,69.9,72.85,69.9,72.3,86351
29/01/2009,73,74.05,70.5,71.2,84637
28/01/2009,71.8,72.5,71.25,72,72481
27/01/2009,71,73.6,71,71.45,131395
23/01/2009,71,71,68.5,69.85,85736
22/01/2009,73.8,74.4,69.65,70.4,195670
21/01/2009,76.5,79.65,71,72.05,320514
20/01/2009,72.5,80.75,72,78.25,396352
19/01/2009,74.5,75.9,72.55,73.8,99723
16/01/2009,72.35,74.2,71.5,73.35,80212
15/01/2009,70.05,72.5,69.55,71,41231
14/01/2009,71.85,73.5,71.8,72.45,35550
13/01/2009,71.3,74.8,70.15,71.1,115398
12/01/2009,73,74,70.65,73.1,196171
09/01/2009,74,76.9,70.25,75.15,243709
07/01/2009,78.5,79.9,72.5,75.05,388729
06/01/2009,80,82.4,76.35,78,462964
05/01/2009,80,82.3,79,79.8,356429
02/01/2009,76.9,81.4,75.35,78.8,1116299
01/01/2009,74,76.5,73.75,74.5,424446
31/12/2008,73.55,76,72.65,74.15,282664
30/12/2008,74,74.5,72,73.65,45191
29/12/2008,70.35,74.75,68.5,73.55,82199
26/12/2008,71.25,73.5,70,70.3,54736
24/12/2008,71.75,73.8,70.8,71.1,48198
23/12/2008,75.1,75.8,72.8,73.2,101955
22/12/2008,74.9,77,74.4,75.25,164108
19/12/2008,74.05,77.1,72.25,74.4,235247
18/12/2008,74.8,77,73.8,74.5,234989
17/12/2008,77.9,82.45,73,73.85,529761
16/12/2008,74.75,76.65,73.3,75.65,165013
15/12/2008,72.05,76.9,72,74.5,156307
12/12/2008,70,71.85,69.15,71,236375
11/12/2008,70.8,74,70.25,71,149162
10/12/2008,71.05,72.3,70.05,70.8,70578
08/12/2008,72.3,73.8,69.5,70.45,62428
05/12/2008,71.85,74.4,70.15,70.8,49509
04/12/2008,69.65,72.5,69.1,71.85,31059
03/12/2008,70,70.9,68.6,69.45,18692
02/12/2008,65.25,69.75,65.25,68.4,22863
01/12/2008,69.95,71.95,68.2,68.55,70437
28/11/2008,68,70.8,68,69.85,73444
26/11/2008,72,72.5,69,70.5,45454
25/11/2008,73,75,70.15,71.4,96369
24/11/2008,70,72.8,66.5,70.05,69382
21/11/2008,69.75,71.4,66.1,68.1,90869
20/11/2008,62.6,68.35,62.6,66.45,71088
19/11/2008,73.85,73.85,68,68.75,53194
18/11/2008,73,74,70.1,71.05,50943
17/11/2008,76,78,73.75,74.95,51769
14/11/2008,81,82.7,76.55,77.15,111502
12/11/2008,80,81.75,76.1,80.15,178266
11/11/2008,84,86.6,78.65,81.05,321819
10/11/2008,77,89.45,76.1,83.2,523902
07/11/2008,72,76.75,72,75.65,116940
06/11/2008,72.9,73,67.5,70.25,66283
05/11/2008,77.8,78.7,72.65,73.9,143701
04/11/2008,75,76.3,69.9,75.7,106327
03/11/2008,66.85,78.8,66.2,72.35,149212
31/10/2008,64.85,64.9,61.3,63.65,79660
29/10/2008,67,68.95,59.25,60.75,77143
28/10/2008,68,68,63,65.05,33654
27/10/2008,56.25,65,50.25,61.6,170042
24/10/2008,64,64,57.1,58,88754
23/10/2008,63.3,65.5,62,63,45447
22/10/2008,66,67.95,65.5,65.95,36603
21/10/2008,68.3,69.4,66.75,68.1,54037
20/10/2008,69.55,72,66,66.65,71910
17/10/2008,74.1,75.5,69.05,69.65,54525
16/10/2008,70.05,75,67,73.1,99453
15/10/2008,75.6,76.5,72.3,72.95,51930
14/10/2008,80.75,82,76.2,77.15,98456
13/10/2008,75,78,74.05,76.75,101756
10/10/2008,75,78.55,72,73.4,103752
08/10/2008,82,84,76,80.4,146053
07/10/2008,88,89.75,83.5,84.35,96507
06/10/2008,93.2,94.65,86,86.95,133351
03/10/2008,91.25,99.7,91.25,95.7,203177
01/10/2008,95.2,97.75,93.1,95.75,122533
30/09/2008,88.25,95.5,83.15,93.55,180013
29/09/2008,100.8,101.45,92.3,93.4,166210
26/09/2008,100.85,101.4,98,98.95,138504
25/09/2008,101.35,102.75,95,100.25,223605
24/09/2008,101,103.2,100.05,102.4,145671
23/09/2008,98.2,102,98.2,99.95,124710
22/09/2008,105,105,100.2,101.05,143753
19/09/2008,97.95,104.9,96.3,101.65,291998
18/09/2008,90,95,82.05,93.6,148048
17/09/2008,96,99.95,96,97.2,170094
16/09/2008,95,97.5,92.55,96.55,128800
15/09/2008,106.05,106.05,94.6,98.65,242033
12/09/2008,111,111.75,106.1,107.2,144362
11/09/2008,113,113.9,109.25,109.75,127091
10/09/2008,113.6,118.1,113.2,114,219699
09/09/2008,117.9,117.9,114.3,115.9,247315
08/09/2008,115,122,115,116.95,677748
05/09/2008,109.9,114.8,107.55,112.65,312474
04/09/2008,111.95,113,109.9,111.75,106617
02/09/2008,111.5,113.2,110,112.3,133804
01/09/2008,110,111.7,108.55,109.85,64321
29/08/2008,109.65,112.3,109.5,110.8,118657
28/08/2008,111.7,112.5,106.2,107.35,151944
27/08/2008,113.9,114.9,111,111.7,130107
26/08/2008,112.8,113.8,111.25,113.25,135566
25/08/2008,117,118,112.6,113.2,153042
22/08/2008,114.4,116.8,113.15,115.5,222699
21/08/2008,120,124.7,115,115.8,671604
20/08/2008,114.7,121.8,114.45,120.3,486427
19/08/2008,113.8,115,112.15,113.75,239265
18/08/2008,118,118,113,113.5,156736
14/08/2008,119.5,123.35,115.05,116.1,596630
13/08/2008,116.55,122.95,115,119.95,1104060
12/08/2008,114.5,114.85,110.4,111.15,124769
11/08/2008,116.5,117.5,113.2,113.9,297927
08/08/2008,108.1,115.8,106.05,114.05,586164
07/08/2008,109.5,111.8,106.15,107.35,250160
06/08/2008,114.95,116.2,107,108.8,225369
05/08/2008,113.5,116.4,110.05,112.55,619792
04/08/2008,101.5,113.95,101.5,111.1,763429
01/08/2008,100.05,103.3,99.55,102.4,120287
31/07/2008,101.45,104,100.05,101.75,158291
30/07/2008,101,103.55,99.1,100.5,191084
29/07/2008,101,103.5,99,99.75,75745
28/07/2008,102,105.5,102,102.95,122710
25/07/2008,99.9,104.3,98,102.45,211509
24/07/2008,104.05,107.7,100.25,101.6,204741
23/07/2008,101,105.9,101,103.65,326404
22/07/2008,94.4,97.5,92.6,96.4,249423
21/07/2008,94,95,90.5,94,119047
18/07/2008,93.95,96.4,92.85,93.6,119586
17/07/2008,96,97.85,92.1,93.3,94187
16/07/2008,95,97.3,92,93.2,60975
15/07/2008,95.05,97,94,94.3,59252
14/07/2008,97,101.2,94.6,97.05,117963
11/07/2008,100.1,103,96.55,97.4,96824
10/07/2008,100.6,104,99.1,101.55,130170
09/07/2008,100,104,99.25,100.85,185817
08/07/2008,92,101.4,89.5,97.65,250357
07/07/2008,92.9,98.05,92.9,94.15,119064
04/07/2008,90.6,94.4,88.5,91.6,146004
03/07/2008,91.2,93,87,89.35,93398
02/07/2008,89.1,94.5,82.6,92.3,143377
01/07/2008,95,99.95,88.5,89.3,148145
30/06/2008,101.45,101.45,95.55,96.3,75662
27/06/2008,98.7,101.25,97.5,99.5,93808
26/06/2008,102.9,106,101.35,102.4,89231
25/06/2008,98,102.85,97.4,101.35,132424
24/06/2008,102.9,105,99.3,100.55,128836
23/06/2008,102.1,104.6,99.6,101.55,139403
20/06/2008,112,113.7,103.5,105.1,303618
19/06/2008,118.8,118.8,111,112.25,416791
18/06/2008,108.8,124.95,108,120.15,1278398
17/06/2008,104,108,103.1,107.15,94941
16/06/2008,104.8,105.95,103.55,104.1,55310
13/06/2008,102.55,105.9,101.8,102.75,86461
12/06/2008,99.5,102.95,96.5,102.15,102812
11/06/2008,102.5,105.7,99,99.65,102357
10/06/2008,104.9,105.15,100,102.1,51891
09/06/2008,100.05,106,91.5,102.85,91671
06/06/2008,108.4,109.45,105.5,106.2,51097
05/06/2008,106,108.9,104,107.35,79694
04/06/2008,110,112.4,105.5,106.45,65298
03/06/2008,110,112,105.25,109.55,105966
02/06/2008,118.3,118.4,110,110.75,63294
30/05/2008,118.45,120.95,115,115.5,69026
29/05/2008,115,122.25,115,117.3,59677
28/05/2008,98.1,120.75,98.1,118.7,74547
27/05/2008,122.55,124.65,118.8,119.45,61039
26/05/2008,123.05,123.5,120.1,121.6,74827
23/05/2008,112,131.5,112,125.35,122712
22/05/2008,131,132.8,125.8,129.2,94502
21/05/2008,126.2,134.5,126.15,132.55,190452
20/05/2008,130,131.95,128,129.1,125095
16/05/2008,134.9,134.9,129.1,130.05,204360
15/05/2008,132.95,137,132.5,133.2,376555
14/05/2008,129,132.25,126,130.55,129149
13/05/2008,129.95,133.3,127.55,128.4,155868
12/05/2008,128.5,129,122.1,126.5,133826
09/05/2008,135,136.9,128.2,129.9,149149
08/05/2008,133.6,139.5,130.05,136.1,306251
07/05/2008,135.05,137.8,133,135.35,164387
06/05/2008,136.05,139.9,132.75,135.55,208170
05/05/2008,138,143.75,135.1,139,396599
02/05/2008,132.95,141.8,131.25,138.3,624137
30/04/2008,130.2,134.65,128.1,130.7,157582
29/04/2008,117,132,117,130.2,119011
28/04/2008,131,133.3,127.5,129.85,222164
25/04/2008,132,132.9,125.65,129.55,172027
24/04/2008,135.95,137.7,130.1,131.4,216693
23/04/2008,134.8,137.4,130.15,134.95,643009
