Date,TORNTPOWER-EQ O,TORNTPOWER-EQ H,TORNTPOWER-EQ L,TORNTPOWER-EQ C,TORNTPOWER-EQ V
29/03/2019,251,258.3,250.7,257.5,1219793
28/03/2019,251.85,254.25,248.2,250,720088
27/03/2019,255,257.25,250,251.85,836966
26/03/2019,254.2,256.8,250.9,254.1,941683
25/03/2019,253.5,256,251.5,253.5,461820
22/03/2019,258.95,261.75,254.4,255.05,543330
20/03/2019,265.85,265.85,259.5,260.25,644061
19/03/2019,267.25,269.4,262.05,264.1,1506411
18/03/2019,256.8,262.7,255.75,261.3,664308
15/03/2019,256.2,258.45,254.45,256.7,348927
14/03/2019,256.8,257.7,253.45,256.2,366886
13/03/2019,256.75,259.3,254.55,255.7,541890
12/03/2019,258,260,254.55,256.55,1033450
11/03/2019,249.4,257.75,248.3,256.7,1275655
08/03/2019,248.9,251.75,243.75,249.35,1042565
07/03/2019,248.5,250.55,244.25,249.05,1464502
06/03/2019,250.15,253.5,247.1,248.15,889091
05/03/2019,246.85,251.7,246,248.95,1486682
01/03/2019,244.9,247.85,242.95,245.45,681309
28/02/2019,244,246.8,242.15,242.95,864971
27/02/2019,243.75,247.7,236.9,242.7,3038061
26/02/2019,237,246.7,237,244.7,3590167
25/02/2019,234.7,245.1,230.2,240.55,2213736
22/02/2019,231.55,235.35,230.65,232.7,992579
21/02/2019,239,239.45,233.6,234.35,878392
20/02/2019,234.7,240.8,234.7,239.05,1711771
19/02/2019,232.05,238.2,232.05,233.6,558643
18/02/2019,237.9,241.35,232,233.2,843945
15/02/2019,234.75,240,232.35,237.7,1078885
14/02/2019,237.5,241.25,233.65,234.95,880666
13/02/2019,236,240.05,235.55,238.55,900920
12/02/2019,233.15,240.3,233.15,235.4,893704
11/02/2019,242,243.7,235,235.95,1186958
08/02/2019,244,249.15,240.25,242.05,655511
07/02/2019,242.3,248.25,241.05,245.35,1114210
06/02/2019,245.05,253.5,238.05,244.8,1861940
05/02/2019,244,248.9,241.65,247.6,1638872
04/02/2019,246.7,246.85,237.6,243.55,868024
01/02/2019,245.2,252.45,245.2,246.75,839941
31/01/2019,247.5,248.85,244.1,247.3,701329
30/01/2019,246.6,249.9,244.45,246.5,547517
29/01/2019,246.25,247.5,242.8,246.8,720834
28/01/2019,252.5,252.95,243.9,246.5,628086
25/01/2019,258,261.95,250,251.4,1071678
24/01/2019,262.95,264.35,257.1,258.5,902166
23/01/2019,256.65,264.2,254.6,262.75,2403131
22/01/2019,257.35,260.3,255.5,256.95,668522
21/01/2019,264,265,257.9,258.55,843557
18/01/2019,262.9,268.45,259.4,264.95,2065303
17/01/2019,264.5,265.95,260.7,261.6,923753
16/01/2019,269.2,269.9,262.2,263.3,1065781
15/01/2019,261.2,272,260.75,267.7,2659149
14/01/2019,257.05,263.2,255.2,260.25,1631227
11/01/2019,261.7,262.7,256.1,257.4,1679794
10/01/2019,261,264.9,259.15,260.25,838857
09/01/2019,263.05,265.25,258.6,261.65,856853
08/01/2019,264.4,266.5,260.8,262.75,681268
07/01/2019,262,269.9,262,264.05,1847402
04/01/2019,264,264.8,259.3,261.7,2193261
03/01/2019,254.1,263.9,254.1,260.5,3187049
02/01/2019,258.3,259.9,253.95,255.75,736827
01/01/2019,262.7,262.7,257.55,259.5,537488
31/12/2018,261.15,263.55,259.1,261.8,605373
28/12/2018,261.3,264.2,256.7,258.65,860480
27/12/2018,258.9,265.4,257.4,259,1432931
26/12/2018,256.35,259.85,252.35,255.85,789883
24/12/2018,256.5,262.3,256,257.95,1006585
21/12/2018,267.3,268.2,255.35,256.5,999159
20/12/2018,268.25,270.9,263.5,264.7,1126634
19/12/2018,256.95,272,255.4,269.25,3552397
18/12/2018,259,262.5,255.2,255.95,1118284
17/12/2018,254,263,251.5,258.75,3801459
14/12/2018,261.6,264.95,252.35,253.45,1284834
13/12/2018,258.3,275.05,258.3,265.85,5439812
12/12/2018,249.2,261.25,248.1,259.9,1508377
11/12/2018,238.7,250.45,238.7,246.35,1260462
10/12/2018,253,255,244.05,245.6,1484974
07/12/2018,263.25,265.5,254.45,256.75,1481852
06/12/2018,260,265.9,257.7,261.65,1249497
05/12/2018,263,267.8,258.45,260.15,748936
04/12/2018,270,272.55,261.65,264.45,612044
03/12/2018,271.5,276.95,267.4,270.85,1850457
30/11/2018,261.25,275.3,260.5,270.9,3136436
29/11/2018,253,261.8,253,259.65,935641
28/11/2018,255,257.8,250.6,252.85,950963
27/11/2018,254.5,258.7,249.2,255.4,779049
26/11/2018,261.2,261.9,251.55,255.7,749020
22/11/2018,262,269.25,258.05,260.4,1621766
21/11/2018,258.8,265.4,258.3,261.65,861393
20/11/2018,256.75,265.2,256.25,257.55,1180713
19/11/2018,264.25,265.45,258.1,260.5,554994
16/11/2018,266.4,271.4,260,262.45,1270980
15/11/2018,268.45,268.45,260.1,266.6,713688
14/11/2018,263.4,272.8,263.4,266,1364589
13/11/2018,258.1,267.8,255.1,265.65,1103217
12/11/2018,268.6,269,257.5,259,773981
09/11/2018,263.95,272,263.5,268.9,1145665
07/11/2018,262,265.9,262,265.25,106565
06/11/2018,265.75,268.5,260.8,263.2,1041358
05/11/2018,253.8,269.3,253.8,265.2,2032245
02/11/2018,259.7,261.7,254.2,256.35,1012251
01/11/2018,258.95,264.15,254.55,259.75,2111941
31/10/2018,237.6,260.7,233.2,257.75,7675539
30/10/2018,233.2,239.7,226.5,227.75,1334249
29/10/2018,226.75,240.9,225.8,235.45,1743028
26/10/2018,223,230.65,223,225.35,1290762
25/10/2018,218.8,227.9,218.5,224.6,1289263
24/10/2018,227.2,229.95,219,221.1,1136057
23/10/2018,222.2,229.35,221.55,225.45,894037
22/10/2018,235,237.35,225.25,226.7,1314950
19/10/2018,230,242.95,228.25,235.45,1444964
17/10/2018,247,249.9,231,234,997862
16/10/2018,235.65,246.1,234.65,245.05,1563096
15/10/2018,236,237.75,232.45,235.1,558239
12/10/2018,231.2,237.9,228.8,236,1423951
11/10/2018,227,235.75,222.6,228.1,905845
10/10/2018,227,237,225.3,233.8,671557
09/10/2018,222.05,230.4,217,227.45,1002879
08/10/2018,223.2,229.4,216.55,223.2,1437374
05/10/2018,223.8,227.9,219,224.35,1176895
04/10/2018,225.7,226.9,219.15,223.95,913021
03/10/2018,222,238.1,220.3,229.2,1495455
01/10/2018,218.1,224.95,211.5,224.15,932571
28/09/2018,224.2,226,215.55,220.4,838759
27/09/2018,232.5,233.4,220.55,223.2,1386494
26/09/2018,228.8,231,222.3,229.55,885761
25/09/2018,230.2,232.5,224,228.15,1378260
24/09/2018,225.2,235,214,229.35,2235730
21/09/2018,243.55,245.95,220,222.6,2209297
19/09/2018,243.25,248.5,240.5,241.75,1102769
18/09/2018,248.1,254.8,241.1,242.75,999195
17/09/2018,247.8,253.9,244.05,248.95,891222
14/09/2018,244.8,251.2,244.65,249.3,600617
12/09/2018,246.1,247.85,235.25,243.15,1282701
11/09/2018,255.2,257.65,244,245.15,1332751
10/09/2018,270,273.3,252.05,253.6,2308277
07/09/2018,264.45,276.05,263.35,269.6,3348532
06/09/2018,249.9,265,248.3,264.4,2374153
05/09/2018,251.3,253.75,243.05,248.95,720901
04/09/2018,259.45,259.9,249.1,250.65,832278
03/09/2018,263.95,269.7,256.55,258.1,1210731
31/08/2018,263.95,270.55,260.1,263.6,1087250
30/08/2018,265.05,267.95,261,264.1,1111220
29/08/2018,264,267.25,259.7,263.95,1457096
28/08/2018,260,264.7,252.35,263.15,2375098
27/08/2018,249.05,260.95,249,257.7,3120599
24/08/2018,249,257,244.6,247.4,1754867
23/08/2018,249.95,253.75,245.05,248.7,1979875
21/08/2018,233.85,250.5,233.35,249.65,2668028
20/08/2018,228.35,236,227.2,233.9,859784
17/08/2018,230.8,234.35,226.5,227.9,917363
16/08/2018,224.7,233.65,224.7,231.8,962242
14/08/2018,224.75,228.9,222.5,228.15,619852
13/08/2018,225,228.5,222.6,224.7,403190
10/08/2018,230.5,232.9,226.6,227.6,417905
09/08/2018,230.2,233.5,229.4,231.5,413536
08/08/2018,232.75,233.85,228.85,231.25,517689
07/08/2018,230.95,233.55,225,231.6,687504
06/08/2018,232,235.7,228.3,230.2,683275
03/08/2018,228.65,234.8,228.65,233.6,744148
02/08/2018,236.5,238.35,225.4,228.25,1795968
01/08/2018,242.4,246,232.05,236.15,1717698
31/07/2018,237.9,242.1,235.35,240.45,606916
30/07/2018,235,241.85,233.65,237.05,662461
27/07/2018,239.9,242.35,233.75,235.85,739480
26/07/2018,239.9,241.45,232.6,238.25,1481271
25/07/2018,233,247.15,229.2,242.95,1942064
24/07/2018,225.5,233,225.5,231.45,678911
23/07/2018,222,227.55,219.7,225.5,532468
20/07/2018,220.5,222.9,218.5,221.95,532713
19/07/2018,221.95,224.55,216.6,222.8,742947
18/07/2018,225.05,227.95,218.15,221.45,348462
17/07/2018,217.3,228.05,216.7,226.15,436949
16/07/2018,225.65,226.45,218.5,219.35,373031
13/07/2018,225.05,227.5,219.6,225.6,420368
12/07/2018,229.9,232.4,224.45,226.35,426865
11/07/2018,232.9,235.25,227.55,229.6,571992
10/07/2018,230.5,236.7,230.5,233.75,667745
09/07/2018,226,231.5,226,230.35,666073
06/07/2018,218,228.95,218,225.3,582818
05/07/2018,218,221.9,217.6,219.75,321465
04/07/2018,221.4,222.9,215.1,218.25,826769
03/07/2018,223.95,224.5,218.5,220.4,748009
02/07/2018,226.05,227.15,220.3,223.95,990795
29/06/2018,226.15,232.7,225.55,227.15,811187
28/06/2018,219.8,230.5,217.35,228.25,1697958
27/06/2018,225.7,227.15,215.6,219.95,1161757
26/06/2018,231,232.35,225.1,227.8,703379
25/06/2018,238.5,239.7,231.4,233.45,378396
22/06/2018,238.5,239.2,233.35,238.15,1064939
21/06/2018,243,244.3,236.35,238.8,818606
20/06/2018,236.4,243.25,233.45,240.75,1574414
19/06/2018,239,244.45,234.75,237.15,837727
18/06/2018,253,253.55,239.25,240.5,1369497
15/06/2018,256.3,258.3,249.5,253.6,685662
14/06/2018,259.6,261.2,256.3,257.35,602574
13/06/2018,265.4,266,256.75,258.8,904985
12/06/2018,257,265.8,254.25,264.35,1465209
11/06/2018,259,261.7,256.25,257.45,534376
08/06/2018,260.25,260.7,254.5,257.4,774983
07/06/2018,261.3,265.5,258.15,264.2,654846
06/06/2018,249.25,263.75,248,261.4,1654778
05/06/2018,258.1,259.65,247.9,249.25,1066897
04/06/2018,269,271,257.15,261,784816
01/06/2018,264.7,270.4,252.2,268.4,3370094
31/05/2018,255,276.4,250.25,262.3,3343579
30/05/2018,241,255.45,239,254.25,3050462
29/05/2018,239,243.8,234,242.1,1088680
28/05/2018,230,238.95,230,237.75,658855
25/05/2018,216.4,231.4,216.35,230.05,723111
24/05/2018,214.6,217.9,212.8,216.35,502324
23/05/2018,219.5,224.35,211.9,214,921794
22/05/2018,217.75,225.35,215.25,222.6,642495
21/05/2018,224.65,227.45,217.25,218.6,517327
18/05/2018,231.35,232.9,223.85,224.65,343681
17/05/2018,226.3,234.8,224.35,232.9,816964
16/05/2018,225,230.6,222.7,226.1,472378
15/05/2018,228,233.5,226.3,227.9,526034
14/05/2018,234,235.65,226.3,228.8,762677
11/05/2018,234.8,239,232.75,235.05,632209
10/05/2018,241.05,244,233.1,234.75,340993
09/05/2018,240.4,244.9,239.3,242.5,524624
08/05/2018,240.65,243.9,238.35,242.6,710613
07/05/2018,241.3,243.85,239.1,241.1,382935
04/05/2018,241.85,244.5,240.2,241.55,589903
03/05/2018,239.1,245.3,239.1,242.75,456451
02/05/2018,247.1,250.5,240.8,241.6,449433
30/04/2018,241.5,248.7,240.5,247.05,759368
27/04/2018,239.5,243.75,238.65,241.2,381688
26/04/2018,234.2,241,232.3,237.65,1673348
25/04/2018,240,240,234.55,235.4,725366
24/04/2018,240.6,245.25,239.65,240.35,942536
23/04/2018,232.4,242,231.8,240.2,2374664
20/04/2018,237.95,238.1,231.35,232.75,887306
19/04/2018,239.1,240.4,236.65,238.45,553698
18/04/2018,242,242.3,236.3,238.3,582080
17/04/2018,242,244.45,238.95,240.25,625990
16/04/2018,243.35,244.35,240.5,241.75,511506
13/04/2018,245.4,249.6,242,243.8,577061
12/04/2018,247.9,249.15,245.1,246.6,533991
11/04/2018,249,249.75,245.2,247.9,310478
10/04/2018,251,252,247.05,249.15,562306
09/04/2018,248.95,252.75,244.25,250.9,822816
06/04/2018,242.5,249.5,239.55,247.9,746772
05/04/2018,238.7,244.2,237.45,242.5,697257
04/04/2018,240.9,243.25,232.65,234.6,1247226
03/04/2018,234,240.65,231.25,239.85,815521
02/04/2018,230,234.9,227,234.1,591771
28/03/2018,229.9,232.55,226.15,229.25,2148981
27/03/2018,234.8,236.7,230.8,232.75,995986
26/03/2018,224,235.9,216,234,2123312
23/03/2018,226.2,227,221.45,224,680048
22/03/2018,237.3,238.45,230.1,231.5,763575
21/03/2018,240.1,243.6,236,237.05,877119
20/03/2018,237.7,242.35,235.15,238.35,384759
19/03/2018,250.5,251.75,239.1,240,1368083
16/03/2018,252.7,255.75,249,251.15,481182
15/03/2018,250.7,256,249.4,252.65,708131
14/03/2018,253.35,255.35,249.1,250.95,943674
13/03/2018,253.65,258.7,252.95,254.65,604191
12/03/2018,254.9,255.85,249.25,254.05,624702
09/03/2018,256.3,257,250.3,252.25,703784
08/03/2018,257.1,258.3,248.6,254.9,1570624
07/03/2018,257.7,260.5,250.1,253.5,1455078
06/03/2018,259,266.3,257.5,258.7,2256273
05/03/2018,266.45,266.45,255.65,258.05,1588224
01/03/2018,264,272.6,263.6,266.15,950377
28/02/2018,268,268.75,262.3,264.65,858778
27/02/2018,280.2,280.7,269,269.8,1403888
26/02/2018,264.8,280.05,262.35,278.15,2107058
23/02/2018,255.7,265.5,254.75,263.8,1153410
22/02/2018,257.25,260.4,252.85,254.35,1513731
21/02/2018,263.85,266.1,258.25,260.65,1372569
20/02/2018,259.5,265.95,257.35,262.15,1904616
19/02/2018,265,266.15,257.1,259.75,409325
16/02/2018,270.9,273.9,263.8,265.65,432799
15/02/2018,278.7,278.7,265.8,269.55,1576373
14/02/2018,271.35,275.95,270.1,271.8,1070510
12/02/2018,271.95,275.4,268.1,270.1,1149505
09/02/2018,249,269.25,248.05,268.5,2067974
08/02/2018,256,263.4,251.15,257.5,3375631
07/02/2018,246.7,249.75,239.6,245.75,1096471
06/02/2018,240,246.3,230,242.55,1747168
05/02/2018,251.5,257.6,244.85,252.75,1378836
02/02/2018,275.5,275.5,256.05,261.45,888189
01/02/2018,284.5,285,273.7,277.5,875146
31/01/2018,279,290.75,275.25,285.45,1416923
30/01/2018,279,283.75,277.4,279.5,963267
29/01/2018,284,286.9,279,280.7,1047030
25/01/2018,292.8,296.4,283,284.25,1518962
24/01/2018,296.95,297.4,290.25,292.45,683576
23/01/2018,303.5,305.9,295.55,297.3,1114639
22/01/2018,303,307.35,296.6,305.6,1204860
19/01/2018,292.4,305.3,287.5,302.8,2871058
18/01/2018,292.35,295.7,282.2,292.95,2972725
17/01/2018,281.5,292.7,274.1,291.45,1434468
16/01/2018,291.55,292.65,280,281.55,759804
15/01/2018,295,297.15,290.15,291.6,719755
12/01/2018,292.85,303.85,290.4,294.55,3863749
11/01/2018,292,296.7,289.5,291.8,1217681
10/01/2018,292,299.75,291.1,293.65,3622501
09/01/2018,283.75,291.95,280.05,290.1,2228895
08/01/2018,280,285,279.6,283.75,1634150
05/01/2018,278.8,285.7,278.1,280.45,1060647
04/01/2018,279.2,282.35,276.8,280.6,731877
03/01/2018,279.95,281.7,276.6,278.25,895484
02/01/2018,285.25,286.9,275.7,277.85,1251589
01/01/2018,284,293.25,279.15,284.95,2175223
29/12/2017,272.15,284.5,272.15,283.25,2249297
28/12/2017,274.3,276.3,270.6,271.5,726539
27/12/2017,273.6,281,272.55,274.85,1509906
26/12/2017,273.9,277,272.7,273.9,906433
22/12/2017,280,280.9,273.05,274.1,1570805
21/12/2017,267.5,279,266.25,277.15,1715562
20/12/2017,265.05,272.2,265.05,268.8,1192538
19/12/2017,263.65,269.45,263.4,266.45,587437
18/12/2017,263.5,267.45,249.8,263,1041618
15/12/2017,267.05,268.75,262.4,264.25,793079
14/12/2017,258.9,265.3,252.5,263.45,961857
13/12/2017,264.5,267,255.1,257.65,896892
12/12/2017,271.5,271.75,264.9,266.2,389492
11/12/2017,273.25,276.75,270.35,271.75,753322
08/12/2017,275.5,278.9,271.5,272.8,995184
07/12/2017,265.8,272,264.4,270.5,662843
06/12/2017,268.5,274,263.5,264.65,1023584
05/12/2017,269.05,272.85,265.5,271.9,665458
04/12/2017,275,278.6,266.7,271.7,862015
01/12/2017,283.7,286.85,273.6,274.85,1648093
30/11/2017,278,288.45,275.55,286.4,3142851
29/11/2017,284.6,287.6,278.2,279.75,957272
28/11/2017,277,289,275.9,286.1,2828699
27/11/2017,270.5,279.05,270.05,278,1292242
24/11/2017,268.5,273.85,268.5,272.1,1010646
23/11/2017,267.95,273.8,266.1,270.4,1157412
22/11/2017,268.4,269.7,264,267.85,688834
21/11/2017,270,273,265.25,267.25,965599
20/11/2017,262.95,271.85,262.15,269,1261309
17/11/2017,265,266.5,260.55,262.85,956436
16/11/2017,250.55,262.9,249.6,261.7,1381554
15/11/2017,251.4,255.65,245.6,248.9,863211
14/11/2017,255.1,259,249.85,250.8,1392706
13/11/2017,262.9,265.3,253.8,254.95,595829
10/11/2017,264.95,269.05,260.5,262.45,1189862
09/11/2017,270.9,272.9,259.85,266.05,1209696
08/11/2017,276.9,278.4,267.2,269.95,716299
07/11/2017,285.95,288.55,271.3,274.15,4137723
06/11/2017,274.4,276.2,269.1,272.1,1400545
03/11/2017,280.85,283,273,273.9,1220405
02/11/2017,285,285.6,275.55,280.3,1734986
01/11/2017,273,285.3,270.6,283.1,2552028
31/10/2017,275,277.15,268.3,271.3,1223021
30/10/2017,268.8,278.5,266.95,276.55,1300024
27/10/2017,266.8,274,265.5,270.35,1348094
26/10/2017,269.4,270.1,262.95,265.05,2095735
25/10/2017,267.6,273,261.55,268.85,2269446
24/10/2017,271,277.95,264.05,266.8,4012762
23/10/2017,249.95,272.5,248.15,265.4,3870616
19/10/2017,244,249.75,243,248.15,757624
18/10/2017,243,246.3,240.8,243.45,1280802
17/10/2017,235.9,244.25,231,242.1,1473422
16/10/2017,236,236.75,228.6,234.75,1869197
13/10/2017,227.35,234.9,225.25,233.1,2233325
12/10/2017,215.7,227.35,214.05,226.1,1937586
11/10/2017,215,219.15,211.4,213.9,633054
10/10/2017,217.25,217.3,213,215,348452
09/10/2017,219.6,220.25,214,215.95,586216
06/10/2017,218.7,220.9,217.05,218.9,569162
05/10/2017,212.95,217.4,212.5,216.5,403625
04/10/2017,212.25,215.4,210.5,212.55,1020057
03/10/2017,212.2,214.5,210.5,211.85,440358
29/09/2017,210.1,214,209.55,210.6,965460
28/09/2017,210.05,216.15,207.7,208.8,1132214
27/09/2017,217.7,218.05,208.75,210.05,606655
26/09/2017,218.3,221.6,216.9,217.6,741237
25/09/2017,214.7,221.7,209.2,219.7,1888111
22/09/2017,227.05,227.1,214.3,215.7,1145602
21/09/2017,230.4,232.5,225.75,227.65,1600639
20/09/2017,230.5,232.85,228,229.6,2520698
19/09/2017,223,228.1,222.65,226,918059
18/09/2017,221.9,224.75,221.7,222.7,664842
15/09/2017,223,224.35,218.5,220.2,915004
14/09/2017,222.9,226.55,222.8,223.95,1253548
13/09/2017,228.25,231.9,221.75,222.7,2342078
12/09/2017,226.5,229.3,225.6,227.9,1640215
11/09/2017,225,228.2,223.7,226.15,1235056
08/09/2017,218.9,226.9,218.3,223.6,2707449
07/09/2017,220,221.9,217.4,218,557197
06/09/2017,218,222,217,219.05,1099911
05/09/2017,219,223.3,217.5,220.5,2426127
04/09/2017,210,219.1,207.5,217.25,2235549
01/09/2017,210.4,213.1,210.15,211.15,512468
31/08/2017,212.5,214,209.3,210.15,1872653
30/08/2017,211.6,215.4,211.3,211.9,1049800
29/08/2017,212.4,214.4,209.1,210.4,852495
28/08/2017,211.4,215.4,210.05,213.65,1024247
24/08/2017,209.7,212,208.7,209.95,726706
23/08/2017,210.15,211.45,207.65,209.35,782745
22/08/2017,217,217,207.4,208.55,1419907
21/08/2017,215.55,218.9,210.5,211.6,1373741
18/08/2017,209.95,215.5,206.1,214.1,1736659
17/08/2017,212.8,216.8,210.3,211.25,1665613
16/08/2017,205.85,213.9,205.7,211.1,3546280
14/08/2017,197.35,204.9,196.1,203.05,1916983
11/08/2017,186.9,195.4,183.4,194.1,1853074
10/08/2017,193.5,197.4,186.7,189.3,1286165
09/08/2017,197,201.85,194,195.5,1416685
08/08/2017,203,203.7,193.1,197.9,2375567
07/08/2017,195,203.75,193,201.6,5062608
04/08/2017,183,189.45,183,187.25,3249090
03/08/2017,183.7,186.95,181.9,183.7,2521679
02/08/2017,183.35,186.35,182,183.15,1843166
01/08/2017,182,190.35,180.2,181.9,7090360
31/07/2017,183.05,183.9,180,181.95,513209
28/07/2017,179.7,183.8,178.5,182.2,535113
27/07/2017,179.15,182.9,178.5,179.4,2313909
26/07/2017,178.1,181.2,177.3,179.25,462505
25/07/2017,180.1,180.3,176.65,178.1,507820
24/07/2017,180.5,181.7,179,179.65,327637
21/07/2017,182.2,183.45,179.8,180.5,591117
20/07/2017,183.9,184.5,180.45,181.15,348548
19/07/2017,181,183.9,180.4,183.15,236229
18/07/2017,181,182.95,179.3,180.7,566386
17/07/2017,183,184.9,181.05,181.65,355810
14/07/2017,185.25,186.35,181.4,182,590608
13/07/2017,188,189.75,184.25,185.35,451332
12/07/2017,187,189.6,185.55,186.8,266454
11/07/2017,189,191.4,186.2,187.15,570112
10/07/2017,190,190.05,184,189.1,248505
07/07/2017,187.45,189,184.8,185.95,467344
06/07/2017,191,192.15,186.75,187.45,525403
05/07/2017,185.5,191,184.5,189.95,959562
04/07/2017,178.3,185.6,177.6,184.1,1007768
03/07/2017,179.95,179.95,177,178.3,310039
30/06/2017,176.8,178.45,175,177.65,268544
29/06/2017,175.6,180.2,174.6,177.25,1727408
28/06/2017,174,176.6,172.3,174.2,456158
27/06/2017,177.7,177.7,171.5,174.5,432028
23/06/2017,181,181.85,175.3,176.3,414909
22/06/2017,183.4,184.55,179.5,180.45,461691
21/06/2017,186.7,187.95,182.5,183.2,705927
20/06/2017,182,187.45,181.7,187.1,593268
19/06/2017,184.5,184.75,179.5,181.55,800312
16/06/2017,186.15,187.4,183.25,184.25,402769
15/06/2017,184,188.8,182.9,186.15,542115
14/06/2017,184,186.4,178.7,184.65,2050118
13/06/2017,186.9,186.9,182.7,183.45,343040
12/06/2017,186.95,192.35,183.3,185.3,1157007
09/06/2017,190.9,191.5,186.5,187.6,416701
08/06/2017,187.75,192.3,186.5,190.65,541914
07/06/2017,189.4,191.8,186.05,189.85,365104
06/06/2017,190.95,191.1,185.95,189.15,400371
05/06/2017,192,193,188.85,190.6,481556
02/06/2017,190.5,192.35,189.1,190.2,247772
01/06/2017,192.8,193.25,188.1,190.3,432685
31/05/2017,187.55,192,186.5,190.8,792726
30/05/2017,185,189.85,181.5,187.75,1012052
29/05/2017,194.75,195.35,185.05,186.15,829481
26/05/2017,197.95,198.05,193.2,194.6,684351
25/05/2017,196.15,199.9,191.9,198.7,799812
24/05/2017,192.4,201.8,191,194.8,2329608
23/05/2017,198.7,198.7,187.1,188.85,1071159
22/05/2017,205.8,207.15,196,198.15,963566
19/05/2017,205,208.9,201.45,204.8,716598
18/05/2017,213,214.7,201,202.6,889149
17/05/2017,213.95,217.1,213.5,214.35,458404
16/05/2017,214.4,217.6,210.55,213.7,1137060
15/05/2017,214,215.65,211.6,214.1,684175
12/05/2017,223,226.35,211.15,213.7,1374613
11/05/2017,226.95,228.8,222.25,223.5,682458
10/05/2017,228,229.8,225.4,226.5,657613
09/05/2017,225.75,228.85,224,226,1154638
08/05/2017,219.75,227.5,217.55,224.5,1460821
05/05/2017,220,223.2,217.55,218.9,940671
04/05/2017,222.5,224.65,218.35,220,861286
03/05/2017,224.1,227,220.45,222.45,471533
02/05/2017,227.45,228.95,221.1,223.85,609629
28/04/2017,227,229.85,225.5,227.25,427422
27/04/2017,227,233.2,222.15,227.35,1390952
26/04/2017,231.9,235.4,223.65,227.1,1177896
25/04/2017,232.5,232.9,226.4,231.3,962120
24/04/2017,220.9,235,219.6,232.25,1868792
21/04/2017,224.9,229,218.1,219.65,1011168
20/04/2017,222,225.7,219.5,224.45,1244441
19/04/2017,214.95,221.95,213.2,221.4,950721
18/04/2017,213.6,222.9,212.9,214.3,753154
17/04/2017,216,220.25,212,212.8,644185
13/04/2017,214.9,217.5,209.5,215.45,1198520
12/04/2017,221.5,222.45,213.4,214.8,932795
11/04/2017,222.55,225.55,216.9,222.15,1374863
10/04/2017,229.5,230.9,220.3,221.55,919360
07/04/2017,231.5,233.3,226.2,229.75,845494
06/04/2017,233.95,237.65,230.5,231.6,442310
05/04/2017,235.4,237.75,232.85,234,473577
03/04/2017,230.2,238.85,223.5,236.4,1492653
31/03/2017,233.1,239.65,226.75,230.35,2156050
30/03/2017,225.9,241.95,223.8,236.5,1384323
29/03/2017,218.4,228.4,218.05,224.35,1889996
28/03/2017,215.35,219,215.1,217,485271
27/03/2017,216,218.05,213.75,215.05,506108
24/03/2017,220.35,223.85,216.15,216.75,655199
23/03/2017,215.1,222.25,215.1,218.65,1471500
22/03/2017,212.2,217.55,211.1,215.1,1249508
21/03/2017,216,218.75,214.25,215.6,1337188
20/03/2017,207.75,217,207.75,215.05,1310713
17/03/2017,204,211.45,202.2,210.15,2706819
16/03/2017,192.8,204,191.8,200.95,2347922
15/03/2017,196.35,198.3,190.5,191.2,1020717
14/03/2017,201,201.5,195.25,195.95,632244
10/03/2017,196.1,197.65,193.25,194.4,433195
09/03/2017,198.7,201.3,194.45,194.95,623140
08/03/2017,201,202.2,197.85,199.5,591011
07/03/2017,201.55,204.95,200.15,200.65,563346
06/03/2017,201,203.9,198.8,200.25,1055691
03/03/2017,199.5,202.65,199.5,200.85,515606
02/03/2017,208.5,208.95,200.05,201,404428
01/03/2017,205.2,211.9,204.95,207.5,764289
28/02/2017,202.8,208.1,202.75,205.3,607380
27/02/2017,201.2,204.85,201,202.6,617853
23/02/2017,203.95,206.7,199.45,200.35,1065586
22/02/2017,206.2,213.15,203.65,205.3,1270518
21/02/2017,206.2,207.2,204.1,205.85,217871
20/02/2017,206.25,208.5,204.3,206.25,259646
17/02/2017,205,207.9,202.95,206.55,315023
16/02/2017,202.2,205.15,201.25,204.2,273723
15/02/2017,206.65,207.4,199.8,201.1,497574
14/02/2017,206.95,211.2,205,206.95,615576
13/02/2017,208,208.85,201.7,206.55,592801
10/02/2017,194.5,211,194.5,208.5,4407707
09/02/2017,210.25,214.2,207.75,208.3,583867
08/02/2017,210,211.85,207.5,209.9,949220
07/02/2017,198,211.45,196.65,209.5,2622143
06/02/2017,198.75,200.5,197.25,198,248408
03/02/2017,196.95,199.95,195.85,198.1,498284
02/02/2017,197.35,201.45,195.5,196.35,569642
01/02/2017,194.95,199.7,193,198.35,631920
31/01/2017,197,200.95,192.25,194.05,755423
30/01/2017,203,203.95,195.35,196.1,1068821
27/01/2017,196.15,204.95,194.2,203.45,1946165
25/01/2017,196.65,197,194,194.8,957529
24/01/2017,195.15,198.35,194.05,196.35,825448
23/01/2017,193.5,197.7,193.25,194.5,552538
20/01/2017,199.4,200.8,191.65,192.7,2428314
19/01/2017,186,201,185.2,197.75,15133951
18/01/2017,186.25,188.9,185.35,186,293068
17/01/2017,186.3,187.2,183.2,186.05,342879
16/01/2017,185.1,187.9,184.1,186.05,250517
13/01/2017,187.4,188.3,184.3,186,756601
12/01/2017,179.45,189.85,178.6,185.95,1965271
11/01/2017,180,181.4,178.3,179.05,370361
