Date,LUPIN-EQ O,LUPIN-EQ H,LUPIN-EQ L,LUPIN-EQ C,LUPIN-EQ V
29/03/2019,731,745.45,730,739.6,2556737
28/03/2019,728.8,733,719.8,724.85,2916948
27/03/2019,735.5,740.85,722.3,723.7,1881343
26/03/2019,733,738.65,731.15,734.8,1444465
25/03/2019,743.8,745.95,727,729.05,2523406
22/03/2019,755,758,740.25,743.2,1414802
20/03/2019,758,759.9,747.05,753.4,1204781
19/03/2019,753.9,765.8,751.5,755.05,1909056
18/03/2019,762.2,762.85,740,754.2,4929178
15/03/2019,767,789.6,767,785.15,3651344
14/03/2019,757.6,782,755.5,764.2,3897827
13/03/2019,802,805.45,757,763.3,3638081
12/03/2019,794.55,810.8,794.55,800.6,2029769
11/03/2019,780.8,797,779.25,795.3,1413263
08/03/2019,797.9,799.8,775.35,779.15,1971916
07/03/2019,788,803.5,785.3,792,1852651
06/03/2019,786,794.6,781.05,789.05,1395812
05/03/2019,791.55,791.6,778.1,784.6,1220769
01/03/2019,771.2,790.55,768.45,786.6,2349879
28/02/2019,765.05,773.5,761.05,763.75,2419997
27/02/2019,778,787,765,768,1370928
26/02/2019,777,781,764.1,776.1,1303086
25/02/2019,778,784.8,770.5,777.45,1069147
22/02/2019,771.95,782.65,767.05,777.7,1503832
21/02/2019,760.55,772,755,769.8,1554032
20/02/2019,766,768.45,752.6,762.65,1452620
19/02/2019,776,776,761.1,763.1,1382541
18/02/2019,778.1,785,760.5,770.9,2332485
15/02/2019,809,809.95,767.1,774.75,2939666
14/02/2019,793.05,812,790.5,810.2,1848763
13/02/2019,816,820,782.55,791.4,2906224
12/02/2019,822.55,824.75,806.25,810.95,1711425
11/02/2019,821.5,829.75,808,820.5,1689390
08/02/2019,822,836.3,805.1,830.75,2050927
07/02/2019,832,844.55,810.4,822.8,3613894
06/02/2019,838,851.5,805,842.1,6429178
05/02/2019,855.5,855.5,830.35,837.7,1344930
04/02/2019,882.95,888.65,848.55,855.9,1352120
01/02/2019,879.7,888,870.3,883.1,1032450
31/01/2019,868.15,885.95,866,875.7,2347389
30/01/2019,861,872.5,861,866.9,930968
29/01/2019,863.7,875,855,860.65,1468995
28/01/2019,849.15,870.65,844.3,865.25,2416180
25/01/2019,870,879.4,855.1,865.05,1345215
24/01/2019,866,870.95,858.2,868.4,701634
23/01/2019,866,873.6,859.25,864.6,837289
22/01/2019,866,872.4,851,865.45,1258723
21/01/2019,857,879.7,857,866.65,1712240
18/01/2019,861.1,867.35,851.85,862.3,1824696
17/01/2019,863.65,875,860.1,868.75,1995674
16/01/2019,850.4,865.5,845.1,863.2,1681645
15/01/2019,836.5,853,833.05,849.7,1071980
14/01/2019,837.8,840.95,828.5,834.75,922667
11/01/2019,838.5,842,828.1,839.35,824260
10/01/2019,836.6,842.9,833.5,838,737445
09/01/2019,844,844.9,830.05,838.15,928337
08/01/2019,823.8,843.75,821.15,841.7,1404676
07/01/2019,834.05,835,818.5,820.45,948727
04/01/2019,824,832,820.3,828.9,1279403
03/01/2019,836,840.75,818.3,821.05,987539
02/01/2019,842,847,826.05,832.8,1115202
01/01/2019,848.7,852.7,839,841.45,1122895
31/12/2018,846,850.8,836.65,844.3,1149648
28/12/2018,841,852,836.8,840.3,1133640
27/12/2018,837,841.9,830.1,838.7,1217908
26/12/2018,828,840.4,817.05,833.2,1441827
24/12/2018,874,876.85,832.2,838.25,3541535
21/12/2018,855.15,868.7,853.05,858.45,1800180
20/12/2018,840,859.7,839.5,855.05,1520946
19/12/2018,848,850.65,838.1,842,1037755
18/12/2018,846.35,848.5,836.8,845,892197
17/12/2018,848,855.5,840.5,847.45,1213014
14/12/2018,850.9,857,830.5,843.85,2701885
13/12/2018,815,855,806.2,847.3,4847312
12/12/2018,837,847.7,813,821.65,2342740
11/12/2018,803,842,802.3,835,2004151
10/12/2018,834,840,808.9,812.75,2738848
07/12/2018,853,859,832.2,841.3,2335261
06/12/2018,852,869,845.4,847,1720427
05/12/2018,888,889.8,848,859.35,3255984
04/12/2018,901,906,878.3,887.65,1450362
03/12/2018,886.55,905,870.25,901.3,2378359
30/11/2018,870,891.6,866,886.75,2419585
29/11/2018,867,894,861.3,868.25,4806533
28/11/2018,832,870,830,866.6,4459561
27/11/2018,849,857.7,842,851,1956636
26/11/2018,851,854.8,833.65,844.9,1522060
22/11/2018,852,855.9,844.5,850.7,961754
21/11/2018,852.5,857.55,845.5,849.55,1226962
20/11/2018,854.55,861.45,843,848.6,875924
19/11/2018,868,875,851.7,855.5,1287405
16/11/2018,857.9,869.9,855.45,864.7,1154745
15/11/2018,841,855,840.2,853.75,829607
14/11/2018,858,860.3,831.1,840.25,1465487
13/11/2018,859.75,865.6,847,853.7,1001954
12/11/2018,858,876.8,853.1,859.9,1952831
09/11/2018,850,861,848.5,854.9,1443200
07/11/2018,855,855,850.25,852.05,97306
06/11/2018,839.95,856.4,839,850.95,1369770
05/11/2018,849.7,860.65,843,853.7,1225002
02/11/2018,858,864,845.1,849.9,1361060
01/11/2018,875,880.25,848.1,852.05,2610053
31/10/2018,879.6,914.9,867.55,885.45,4917307
30/10/2018,889,889.35,871.8,876.65,1182970
29/10/2018,853,894.85,853,888.35,2001176
26/10/2018,850.1,862.5,838.6,855.15,1517769
25/10/2018,853.55,874.7,847.05,851.3,2299649
24/10/2018,855.1,865.95,842,860.95,1447748
23/10/2018,880.95,880.95,848.05,851,1655570
22/10/2018,885,893.45,876.2,882.45,1526383
19/10/2018,888,905.8,859.2,880.25,2574321
17/10/2018,900,909.35,885,896.65,1609068
16/10/2018,889,911.05,889,896.45,2574095
15/10/2018,849,892.45,849,886.8,2996361
12/10/2018,841,853,836.05,846.25,1554768
11/10/2018,840,862.4,831.6,836.55,1733915
10/10/2018,874.95,885,855,858.1,2151667
09/10/2018,859,882.5,846,868.9,2676148
08/10/2018,835,855,818.05,850,2049160
05/10/2018,851,866.55,830,838.75,2351664
04/10/2018,890,894.9,842.1,854.75,2757822
03/10/2018,897,913.9,892.55,898.05,2085452
01/10/2018,905.55,905.55,879.5,895.9,2129770
28/09/2018,898.35,918,882,900.95,4432773
27/09/2018,892,904,873,896.35,6167183
26/09/2018,891,910,885.9,891.75,2762045
25/09/2018,860.7,887.75,857.5,882.55,2487594
24/09/2018,896,903,851.6,860.75,2679422
21/09/2018,919.8,931.5,853.6,890.25,4484082
19/09/2018,937.95,939.6,901.6,909.35,3617661
18/09/2018,953.5,963.15,926.4,929.35,2383441
17/09/2018,958.45,978,945.55,950.2,2575256
14/09/2018,973.9,981.5,962.05,968.75,4037498
12/09/2018,939,963.15,922,959.35,4140290
11/09/2018,953.65,959.5,933.25,940.3,4039123
10/09/2018,965,986.1,940.2,944.4,7326442
07/09/2018,920,962.7,906.8,959.4,8389509
06/09/2018,909.6,922.5,903.25,917.95,3319935
05/09/2018,915.4,926.5,895.2,902.85,3295519
04/09/2018,941,944.6,908,916.8,3294233
03/09/2018,936.5,957.9,931.55,936.1,4911304
31/08/2018,896.8,939.8,895.75,931.45,6888252
30/08/2018,885,900,880,893.65,2421826
29/08/2018,897,905.45,883,887.1,2692725
28/08/2018,913,918.7,898,901.75,1776205
27/08/2018,914.8,919,906,910.8,1908650
24/08/2018,904.8,914.7,885.5,907.2,3452744
23/08/2018,902,917.8,890,903.3,5023344
21/08/2018,872,891.9,865,888.6,3430538
20/08/2018,882,892,867,869.25,2288649
17/08/2018,853.7,884.75,850.5,881.25,4311564
16/08/2018,833.9,851.7,826,849.75,2434628
14/08/2018,815,840,807.55,836.75,3243237
13/08/2018,804.5,819,801,811.95,1985586
10/08/2018,825.3,827.9,806,809.45,4015679
09/08/2018,812.1,844,804.45,822.85,9891077
08/08/2018,868.1,884.8,818.55,825.55,13275336
07/08/2018,877.4,890,856.6,866.6,2701966
06/08/2018,896.6,897.35,864.5,873.15,2530276
03/08/2018,870,895.8,863.4,886,4137701
02/08/2018,845.4,867,844.25,864.85,3951505
01/08/2018,825.05,847.7,824.95,844.2,3182314
31/07/2018,825,830,815,824.4,2219822
30/07/2018,815.4,836,810,820.1,2759758
27/07/2018,818,825.7,810.5,815.25,1673216
26/07/2018,797.05,815.8,793,812.85,3883354
25/07/2018,822.9,823.05,790,796.95,1812670
24/07/2018,802,826,799,820.95,2200804
23/07/2018,803,806,793.5,800.1,2280600
20/07/2018,798.95,802.4,792.5,800.65,3233608
19/07/2018,813.75,814.7,787.15,794.55,2616898
18/07/2018,820,827,800,811,5728347
17/07/2018,821,831.5,810.35,827.4,2386757
16/07/2018,867,867,814.3,818.15,2929578
13/07/2018,887,892.65,862.8,865.6,1884162
12/07/2018,903.9,906.4,881.7,884.5,1816416
11/07/2018,903,914.4,895.5,900.45,2598037
10/07/2018,919.9,921,900,902.85,1846761
09/07/2018,922.45,929.9,908.55,911.5,1890208
06/07/2018,921.8,939.45,910.95,915.8,2783374
05/07/2018,940,946.2,920,922.65,3051351
04/07/2018,907.95,939,907.65,934.2,5674097
03/07/2018,890,907,881,903.1,2304392
02/07/2018,904.5,906,884,889.45,1483033
29/06/2018,903.8,913.8,893.6,903.8,2418127
28/06/2018,893.6,909.8,881.4,897.75,4162515
27/06/2018,902.6,907.4,877.6,893.6,2802734
26/06/2018,916.9,921.6,899.55,902.35,2312136
25/06/2018,904.6,920,904.15,913.45,3544163
22/06/2018,898,909.3,881.65,902.9,3661231
21/06/2018,907.6,907.6,891,899.65,2196762
20/06/2018,905.95,912.95,896,899.85,2626824
19/06/2018,902,921,894.05,897.85,4731384
18/06/2018,910.8,917,887.2,902.2,3507092
15/06/2018,910,924.5,901.25,913.2,8180351
14/06/2018,877.95,904.5,863.2,899.6,6617748
13/06/2018,865,882,862,871.9,6576519
12/06/2018,815,861.9,811,855,8989742
11/06/2018,811,829.9,804.3,809.5,3448600
08/06/2018,764.8,824,763.05,810.05,4904878
07/06/2018,771.6,776,761.6,767.35,957228
06/06/2018,760,776.85,756.25,770.05,1131792
05/06/2018,775.45,778.4,745.1,760.25,1363084
04/06/2018,766.7,780,753.4,773.95,1801475
01/06/2018,770.75,781.9,761.6,764.45,1297715
31/05/2018,784.95,784.95,765.65,770.35,1994980
30/05/2018,770,790.4,770,779.2,1236513
29/05/2018,782.5,798.9,768.95,781.05,2602320
28/05/2018,747.5,785.95,747.5,782.5,2532534
25/05/2018,743.05,747.35,733.1,745.6,1431158
24/05/2018,738,747,729.9,742.35,1013294
23/05/2018,745.2,749.9,733.1,734.9,744439
22/05/2018,735,745.45,725.2,740.1,1078032
21/05/2018,744.4,745.3,735,736.25,984687
18/05/2018,764,768.05,741.8,743.7,1185047
17/05/2018,767.75,771.8,754.5,762.95,1404732
16/05/2018,751.5,772,750.1,766.5,3129549
15/05/2018,755,773,723.65,750.8,5816366
14/05/2018,752.5,777,750,754.2,1709787
11/05/2018,761.5,761.5,743.55,752.45,1188722
10/05/2018,765.6,773.5,751.15,755.55,1388309
09/05/2018,775,779.5,759.1,762.15,1058888
08/05/2018,782.8,786.8,772.5,774.85,1360778
07/05/2018,785,787,763,773.9,1945747
04/05/2018,799,805.25,788.6,795.6,870956
03/05/2018,800,801.45,785.25,797.95,641614
02/05/2018,814,819.45,796,800.55,685644
30/04/2018,805,819.9,803,811.55,990926
27/04/2018,794,805.8,787.1,801.45,1357939
26/04/2018,813,819.95,789.7,792.7,2498590
25/04/2018,814.2,825,811.5,814.7,739684
24/04/2018,815.85,832.95,814,819.75,2164708
23/04/2018,799,817.9,797.4,811.85,2168704
20/04/2018,790,801.6,785.1,799.9,1414151
19/04/2018,792.15,795,783,790.35,892965
18/04/2018,810,813.05,787.5,790.55,1273598
17/04/2018,795.1,809,795.1,805.05,2205548
16/04/2018,771,797.5,770.8,794.4,1703440
13/04/2018,774,782.75,773.95,779.85,1070284
12/04/2018,785.35,788.75,772,773.35,1138426
11/04/2018,792,798.9,781.1,789.65,1208659
10/04/2018,799,805,785.65,789.7,1135605
09/04/2018,809.8,818.2,791,793.85,1897323
06/04/2018,788,842.8,785.3,809.05,5616503
05/04/2018,783,790,779.55,786.7,660905
04/04/2018,792,796.3,771.1,775.2,1480947
03/04/2018,773,799,766.35,788.5,2357152
02/04/2018,742.8,779.9,740,777.1,2124403
28/03/2018,749.2,755.7,732.85,735.85,2223129
27/03/2018,740.8,752.8,740.8,748.75,949924
26/03/2018,734.5,744,727.1,740.15,1276440
23/03/2018,751,752.95,731.45,734.5,1701513
22/03/2018,769,775,757,758.5,729009
21/03/2018,771.7,780,765,767.85,758910
20/03/2018,760,774,757.25,771.75,975082
19/03/2018,766.4,772.6,759.3,766.6,1196025
16/03/2018,776.5,783.9,760,761.85,1419793
15/03/2018,781,792,773.8,776.65,834688
14/03/2018,779.9,786.8,777.55,781.55,698211
13/03/2018,770,784.9,768.6,780.6,881387
12/03/2018,768,773.7,761.2,769.8,1174238
09/03/2018,775,781,762,764.5,813679
08/03/2018,765,774.4,750.15,771.15,1345222
07/03/2018,772,773.4,756,761.75,1288034
06/03/2018,792,795,768.4,773.4,2526715
05/03/2018,804,806,789,790.15,1944252
01/03/2018,820,824.25,802.3,803.9,1311644
28/02/2018,823.9,828.9,815.1,819.95,882036
27/02/2018,824.7,831.45,819.15,826.3,976292
26/02/2018,813,824.5,810.15,821.3,1034951
23/02/2018,803.1,814.8,803.1,807.5,1754473
22/02/2018,813,815.5,796.25,800.05,1669008
21/02/2018,816.8,827.95,811.5,813.95,1184810
20/02/2018,812,822.4,810,815.8,740252
19/02/2018,825.9,835,807,814.4,1260233
16/02/2018,823.5,829.8,821.2,825.1,589728
15/02/2018,830,832.3,819,822.3,872676
14/02/2018,847.65,847.65,825,827.6,1135323
12/02/2018,828.8,847,825.5,840.45,1781070
09/02/2018,804,829.3,799,822.15,2767071
08/02/2018,809.9,816,800,812.45,2057573
07/02/2018,796,813.5,781.8,806.05,5037897
06/02/2018,824,834.9,789.4,800.9,4675402
05/02/2018,843,857.5,834,849.1,1407031
02/02/2018,860.8,878.5,845,847,2532888
01/02/2018,883.95,886.25,852.2,860.4,1834018
31/01/2018,900,901.7,876,883.75,1590192
30/01/2018,911.4,913.55,897.65,902.75,941196
29/01/2018,949.65,954,908,912.2,1520775
25/01/2018,966,970,945.15,949.65,2611485
24/01/2018,937,962,933.35,959.05,1976531
23/01/2018,930.1,941.4,926.1,937.35,1507345
22/01/2018,925,933,918.55,930.05,1132432
19/01/2018,925,926,906.4,924.1,1343268
18/01/2018,923.85,927,915.35,921.05,2318124
17/01/2018,908,920.5,894.45,919.35,1479797
16/01/2018,920,924.1,905,906.75,963028
15/01/2018,919.9,924.7,914,916.55,614597
12/01/2018,931,937,908.25,919.1,1291426
11/01/2018,929.65,934.95,925.65,929.2,915764
10/01/2018,923.25,933,915.05,925.8,1583387
09/01/2018,924.45,932.5,915.15,923.25,1729594
08/01/2018,906.4,927,905,923.3,3798830
05/01/2018,880,904.4,876,900.15,2694063
04/01/2018,880.25,882.7,870.05,878.15,1924978
03/01/2018,878.7,884.85,872.85,878.95,3960088
02/01/2018,887.9,888,871.25,875.15,1199522
01/01/2018,889.5,892,880.2,883.25,1032734
29/12/2017,895,899.9,881.55,885.1,2616172
28/12/2017,877.9,889,875.15,880.55,2380146
27/12/2017,872.95,885.2,870,875.1,3710542
26/12/2017,872,876.4,864.35,872.2,1383753
22/12/2017,880,883,868,871.65,1536820
21/12/2017,878.45,885.6,876,878.85,1039753
20/12/2017,867,888.8,863.1,874.3,2218529
19/12/2017,869.7,872,860.1,867.05,984692
18/12/2017,865,875,843.1,867.15,1539705
15/12/2017,858.5,869,855,860.3,3114671
14/12/2017,845.65,855.95,843.6,852.8,1607943
13/12/2017,848.75,856,841.05,845.25,2061866
12/12/2017,841.6,853.45,840,846.8,2487565
11/12/2017,828,842,825.05,839.15,1633544
08/12/2017,814.5,829,811,822.85,1754006
07/12/2017,811,824,810.4,818.9,1536602
06/12/2017,808.8,813.4,806.25,809.35,833724
05/12/2017,812.8,819,807,808.95,1034003
04/12/2017,819.7,819.9,809.05,814.45,1037841
01/12/2017,822.1,823.25,811.1,814.2,1747415
30/11/2017,832.8,833.9,815,817.7,3637833
29/11/2017,833.1,839.45,832.5,834.65,788695
28/11/2017,831.45,839.9,831,832.3,1044438
27/11/2017,829,834.85,828,831.45,1052203
24/11/2017,830,835.5,828,829.35,1257977
23/11/2017,832,835.85,825.35,827.35,1680075
22/11/2017,838.6,841.75,825.2,827.4,1577310
21/11/2017,830,849.5,829,837.45,2340880
20/11/2017,830,832,822.65,826.15,2005483
17/11/2017,834,839.9,827.1,829.55,1582945
16/11/2017,825.7,834.7,820,829,2007600
15/11/2017,825,834.35,818.5,823.65,1762158
14/11/2017,829.9,845,829,835,2956627
13/11/2017,840.2,841,823.5,827.15,2045817
10/11/2017,835,845.9,830.6,833.3,2761475
09/11/2017,851,854,827.65,830.45,5008246
08/11/2017,862.5,882,836.7,841.25,12540687
07/11/2017,1037,1041.55,845.45,859.9,25028579
06/11/2017,1044.5,1055.7,1031.25,1034.55,470881
03/11/2017,1065,1069.6,1041.15,1047.7,780125
02/11/2017,1031.7,1064.7,1031.7,1061.3,1711143
01/11/2017,1028.05,1039,1025.25,1028.15,591994
31/10/2017,1025,1037.9,1010,1028.05,2036136
30/10/2017,1009.2,1090,992.5,1025.95,8196443
27/10/2017,1002,1021.45,999,1001.1,1163414
26/10/2017,1010,1011.85,990.3,993,2312486
25/10/2017,1035.1,1036.85,999.1,1003.15,1086901
24/10/2017,1036,1043.7,1023.3,1026.35,370317
23/10/2017,1058,1058.3,1028,1038.45,545519
19/10/2017,1055,1057,1046.3,1051.2,94104
18/10/2017,1068.7,1068.7,1046.55,1049.2,599551
17/10/2017,1065,1069.55,1060.8,1066.2,602214
16/10/2017,1067.1,1075,1063.75,1070.3,686446
13/10/2017,1055,1068.6,1055,1062.1,625422
12/10/2017,1057,1064,1052.45,1061.25,851033
11/10/2017,1067,1069.45,1038.5,1046.05,1432162
10/10/2017,1054.4,1071,1041.7,1062,2413682
09/10/2017,1047.85,1047.85,1033.8,1039.95,388342
06/10/2017,1036,1044.9,1025.1,1038.9,1107877
05/10/2017,1031,1038.5,1023.05,1029.2,491692
04/10/2017,1024.7,1037.4,1018.65,1027.5,1012019
03/10/2017,1020,1024.8,1014.5,1021.35,1499941
29/09/2017,1013.7,1017.8,1006.8,1014,1198488
28/09/2017,1001.9,1008.9,996,1004.85,2447775
27/09/2017,1010,1011.8,995.5,1000.35,2086318
26/09/2017,995,1012.4,993,1006,1967659
25/09/2017,1014.5,1016.45,982.2,991.7,1824414
22/09/2017,1030,1044.7,1006.1,1014.4,2128564
21/09/2017,1006,1039.9,1004.45,1030.4,4073455
20/09/2017,1009.9,1009.9,997,1002.25,1900325
19/09/2017,1010,1021.7,1001.5,1005.2,1593299
18/09/2017,1015.95,1016,1000.1,1010.1,1321720
15/09/2017,991.75,1015,990.05,1009.55,2254311
14/09/2017,997.9,1017.75,995.55,1004.2,2388352
13/09/2017,985.7,1009,974,992.4,2392504
12/09/2017,979,988,976.15,981.85,1076841
11/09/2017,975,982.95,968.15,977.3,799559
08/09/2017,978.5,986.5,960.2,969.95,714426
07/09/2017,975.9,981.7,970.35,978.5,936915
06/09/2017,987,991.35,967,971.35,1338780
05/09/2017,1005,1005.05,986.05,992.65,713041
04/09/2017,995,1006.45,985.05,997.55,907385
01/09/2017,985,1009.4,982,995.55,1558803
31/08/2017,979,995.75,974.6,979.45,1957294
30/08/2017,995,998.4,985.85,988,700248
29/08/2017,987.7,998.95,983.05,989.3,1024339
28/08/2017,1003,1008,986,991.2,1659832
24/08/2017,958.5,999.8,955,992.5,2451008
23/08/2017,948,959.7,941,955.85,1452649
22/08/2017,948,950.95,935,944.4,2324978
21/08/2017,943.9,944,920,923.4,1160593
18/08/2017,951,951,934.4,938.35,1834424
17/08/2017,964,968.45,951,953.95,1127740
16/08/2017,974,974.05,950.5,961,1973545
14/08/2017,943.5,969.8,943.05,966.85,1380569
11/08/2017,930,954.85,920,940.9,1617852
10/08/2017,950.8,971.85,917.55,936.7,2148029
09/08/2017,974,977.8,950,952.95,1347325
08/08/2017,988.8,992.45,970.4,974.5,1097894
07/08/2017,993.8,1004,980.55,985.05,1416550
04/08/2017,989.5,997.8,963,992.8,4195398
03/08/2017,1032,1060,985,993.4,7852897
02/08/2017,1026.1,1055,1020,1034.95,7625546
01/08/2017,1038,1038.8,1016.1,1017.9,2668911
31/07/2017,1089.9,1089.9,1030,1032,4692583
28/07/2017,1110.4,1111.05,1055.35,1063.9,2321289
27/07/2017,1132.2,1132.25,1105,1110.05,1625717
26/07/2017,1121.6,1128.65,1115.5,1123.6,1114455
25/07/2017,1140,1141.95,1114.15,1120.45,1757281
24/07/2017,1165.75,1175.2,1138,1141.5,1549104
21/07/2017,1157.15,1157.15,1131.25,1142.9,1439189
20/07/2017,1172,1175.95,1162.55,1166.05,406805
19/07/2017,1168.9,1177.45,1164.1,1172.3,794526
18/07/2017,1148,1164.75,1147.3,1156.35,1073451
17/07/2017,1145,1150.45,1137,1146.75,523872
14/07/2017,1143,1156.1,1135.3,1139.15,855906
13/07/2017,1152,1152,1138.5,1142.05,1249863
12/07/2017,1145,1152.8,1136.75,1140.6,768916
11/07/2017,1157,1166.75,1136.05,1139.95,1914881
10/07/2017,1150.8,1229,1130,1148.85,516676
07/07/2017,1082.9,1137,1082.9,1117.3,4984299
06/07/2017,1099,1108.8,1076.55,1081.3,2336293
05/07/2017,1040.5,1096,1036.2,1084,5148183
04/07/2017,1059.8,1061,1040,1043.9,1052402
03/07/2017,1064,1065,1051.4,1054.5,1001764
30/06/2017,1059.9,1069.55,1051.5,1059.85,1555017
29/06/2017,1068.75,1069.8,1053,1055.6,4352668
28/06/2017,1062,1069.4,1051.1,1064.7,1667010
27/06/2017,1060,1068.2,1047.6,1062.35,2630627
23/06/2017,1066,1085,1058.05,1060,2050708
22/06/2017,1085.1,1088.95,1064,1066.95,3041268
21/06/2017,1111,1112,1089,1095,2025842
20/06/2017,1129.9,1129.9,1110,1112.85,1777105
19/06/2017,1136,1141.5,1113.2,1131.7,1172788
16/06/2017,1186,1189.45,1104.55,1131.05,3285283
15/06/2017,1178.9,1194,1174.05,1182.35,1034068
14/06/2017,1182.95,1193.5,1175.5,1181,970978
13/06/2017,1163,1182.95,1163,1179.7,953734
12/06/2017,1150,1167,1150,1160.2,608687
09/06/2017,1173,1176,1152.3,1160.1,769777
08/06/2017,1159.75,1178.4,1151.75,1167.7,1599054
07/06/2017,1152.15,1165.95,1145,1154.45,928260
06/06/2017,1162.9,1165,1141.75,1151,1352183
05/06/2017,1160,1170,1148,1156.2,1345701
02/06/2017,1158.9,1173,1152,1167.1,1059875
01/06/2017,1150,1188.9,1142.5,1146.3,1498211
31/05/2017,1145,1185,1137.5,1161,2459672
30/05/2017,1110.2,1142.25,1110.2,1129.9,1442595
29/05/2017,1113.95,1128.4,1080.1,1110.2,2573360
26/05/2017,1131,1163,1100,1112.55,3585744
25/05/2017,1172.05,1180,1107,1140.2,8375080
24/05/2017,1232.2,1274.95,1167.6,1228.5,4063564
23/05/2017,1265,1265,1231.4,1250.6,2071339
22/05/2017,1320.1,1327,1258,1265.95,2143969
19/05/2017,1318,1321.95,1304.95,1318.2,954830
18/05/2017,1290,1322.35,1284.25,1305.85,1137197
17/05/2017,1299,1306.1,1287,1299.25,1423295
16/05/2017,1277.6,1299.95,1277.6,1292.9,863382
15/05/2017,1253.95,1292.95,1252,1284.5,951808
12/05/2017,1263,1265.2,1245,1253.95,900384
11/05/2017,1263,1273.9,1256.7,1259.7,575036
10/05/2017,1255,1272.95,1251.7,1258.9,1092939
09/05/2017,1283.5,1283.85,1243.1,1250.15,1761286
08/05/2017,1254.8,1285,1248.15,1279.8,1359954
05/05/2017,1265,1272.5,1249.95,1252.35,779255
04/05/2017,1270,1284.45,1259,1261.75,1359127
03/05/2017,1308,1312.35,1261.4,1264.9,1825156
02/05/2017,1354,1354,1301,1303.8,1289019
28/04/2017,1340,1372,1318.7,1338.35,2257402
27/04/2017,1369,1369.9,1332,1336.2,1850221
26/04/2017,1377.35,1382,1366.85,1371.05,470446
25/04/2017,1366.05,1381.1,1361.5,1377.35,937866
24/04/2017,1405,1405,1356,1361.5,1326184
21/04/2017,1427.45,1431.4,1406.2,1407.85,402801
20/04/2017,1411,1430.15,1410,1427.45,479647
19/04/2017,1422.85,1422.85,1408.05,1410.25,345971
18/04/2017,1420,1428.95,1411.55,1414.95,387950
17/04/2017,1434.8,1442.45,1411.15,1416.95,539429
13/04/2017,1447.5,1454.9,1430,1434.65,747073
12/04/2017,1428,1444.45,1408.05,1439.45,782828
11/04/2017,1422.45,1433.45,1416,1429.45,728077
10/04/2017,1405,1419.5,1397,1415.35,1263154
07/04/2017,1445.65,1448,1406.1,1410.05,1036712
06/04/2017,1457,1457,1439.35,1448.4,468167
05/04/2017,1444,1457.05,1440,1454.95,614057
03/04/2017,1450,1454,1430.05,1434.6,968565
31/03/2017,1453,1455,1441.05,1445.2,538488
30/03/2017,1457,1457,1445,1446.95,1258490
29/03/2017,1460.8,1463.4,1447.5,1454.35,616204
28/03/2017,1473.9,1473.9,1451.55,1455.7,337687
27/03/2017,1486.9,1486.9,1455,1457.75,714403
24/03/2017,1494.9,1498,1475,1487.8,423331
23/03/2017,1479,1495.35,1466.55,1490.25,927873
22/03/2017,1450.05,1475,1443,1468.15,808660
21/03/2017,1464,1465,1448,1454.4,481477
20/03/2017,1467,1469,1457.6,1464.7,469478
17/03/2017,1467.9,1475.45,1452.15,1456.55,1149979
16/03/2017,1452.95,1459.3,1450,1455.4,1092308
15/03/2017,1449,1455.75,1443.55,1449.85,413467
14/03/2017,1463,1463.05,1440,1446.95,683469
10/03/2017,1456,1457.35,1440,1447.1,369219
09/03/2017,1450.35,1458.4,1443,1453.45,703101
08/03/2017,1460,1463.3,1442,1449.65,766037
07/03/2017,1479.95,1480,1440.05,1457.3,966032
06/03/2017,1474.95,1482.45,1470,1477.25,457610
03/03/2017,1462.4,1479,1457.55,1476.1,465086
02/03/2017,1478,1483.45,1454.05,1460.9,1559024
01/03/2017,1479.4,1479.4,1466.35,1469.8,1381676
28/02/2017,1466.95,1478,1461.25,1474.1,1456387
27/02/2017,1452.1,1469,1450.3,1464.1,867741
23/02/2017,1450,1465.65,1444.85,1450,1225360
22/02/2017,1471,1476,1446.25,1452.8,680057
21/02/2017,1468,1473,1457.95,1471,1196203
20/02/2017,1460,1467,1448.6,1464.55,2218830
17/02/2017,1456.95,1464.95,1445.05,1458.7,1093407
16/02/2017,1433,1449,1424.7,1440.95,1169195
15/02/2017,1432.05,1442,1428.5,1432.9,1298433
14/02/2017,1448.3,1455.95,1425.55,1431.45,797448
13/02/2017,1479,1479,1445,1447.6,863549
10/02/2017,1509,1509,1461,1466.05,1510360
09/02/2017,1498.95,1520,1475.75,1491.35,3701844
08/02/2017,1474,1491,1467,1486.75,955712
07/02/2017,1495,1511.8,1461,1466.15,1101632
06/02/2017,1501,1573.6,1484.8,1496.15,2848834
03/02/2017,1478,1505.95,1478,1492,472175
02/02/2017,1482.7,1492.4,1450,1481.45,1006697
01/02/2017,1471,1484.8,1435.7,1474.1,894488
31/01/2017,1510,1510.05,1466.35,1470.7,688000
30/01/2017,1494.1,1508.85,1487,1499.7,452570
27/01/2017,1518,1518.7,1488.15,1492.3,727852
25/01/2017,1515,1529.8,1502.3,1519.25,846726
24/01/2017,1477.5,1509.8,1477.5,1504.7,432795
23/01/2017,1460,1496,1450.05,1483.25,812744
20/01/2017,1483,1488.45,1455.25,1465.35,573900
19/01/2017,1493,1505,1470.55,1479.15,444368
18/01/2017,1492.1,1510.75,1490.5,1496.9,451242
17/01/2017,1503,1509.15,1490.05,1494,427552
