Date,LUPIN-EQ O,LUPIN-EQ H,LUPIN-EQ L,LUPIN-EQ C,LUPIN-EQ V
16/08/2010,367.02,369.6,360.6,361.46,1182284
13/08/2010,363,370.4,358.43,367.09,618179
12/08/2010,364,366,361.02,362.35,997569
11/08/2010,372.2,372.78,366,366.73,863809
10/08/2010,376.53,380.8,371,372.14,1127274
09/08/2010,376.06,380.36,375.6,379.27,477694
06/08/2010,375.7,379.8,373,378.14,702834
05/08/2010,383.66,385.2,375,377.58,322494
04/08/2010,385.1,386,381.4,383.66,393564
03/08/2010,380.4,385.72,378.6,384.23,495639
02/08/2010,379.02,381.78,374.2,380.97,568179
30/07/2010,383.36,383.98,373.7,375.59,762829
29/07/2010,383.26,388.8,378.42,380.46,3127954
28/07/2010,391.02,396.98,382.87,385.18,2248354
27/07/2010,393.22,395.32,387.2,390.71,1421484
26/07/2010,379.8,395.5,378.55,393.13,2146999
23/07/2010,375,381.87,373.4,379.44,1067699
22/07/2010,374.8,376.98,369.2,372.44,620239
21/07/2010,374.4,377.6,371.65,375.57,1646949
20/07/2010,374.2,376.29,371.8,374.3,390619
19/07/2010,373.6,375.53,371.6,373.85,583759
16/07/2010,365.1,379.6,365.1,375.01,917159
15/07/2010,376,377.56,367.6,370.63,535114
14/07/2010,382,382,372.8,374.95,530899
13/07/2010,381.75,381.75,372,375.92,829744
12/07/2010,380.46,386.96,378.5,380.7,298349
09/07/2010,387.9,387.9,382.6,384.26,275974
08/07/2010,386.4,387.38,383,384.89,687379
07/07/2010,382.41,387.6,381,385.34,420529
06/07/2010,384.4,386.96,382.59,383.56,227194
05/07/2010,386,387.6,383,385.06,307444
02/07/2010,386,389.8,384.4,386.45,509039
01/07/2010,392.8,394.4,384.2,386,780484
30/06/2010,380.5,394.8,380.5,393.57,2394914
29/06/2010,386.6,389.8,380.82,385.1,355354
28/06/2010,383.4,387.6,382.02,386.28,401619
25/06/2010,384.17,387.58,381.65,382.73,507434
24/06/2010,378.2,387.6,377.61,384.17,1294524
23/06/2010,377.4,381.98,376.05,378.64,487269
22/06/2010,375,379.7,373,377.27,364924
21/06/2010,377.2,379.39,375.1,376.85,427204
18/06/2010,375.22,382.1,375.22,376.26,380404
17/06/2010,376,379.8,373.4,375.98,321589
16/06/2010,374,378.94,373.41,376.42,633904
15/06/2010,370,378.8,364.05,375.81,742089
14/06/2010,374.46,377.4,368.38,369.92,691949
11/06/2010,381.33,381.33,372.8,373.88,308729
10/06/2010,372,379.96,372,377.55,1246309
09/06/2010,368.8,373.5,368.7,371.6,470354
08/06/2010,373.2,373.98,366.6,368.53,275939
07/06/2010,361,372.39,360.72,371.4,329609
04/06/2010,371.4,373.6,368.25,370.24,685454
03/06/2010,374,374,368.2,369.04,573694
02/06/2010,375,375,364.45,368.58,524279
01/06/2010,371.6,376.2,367,370.86,751759
31/05/2010,365.4,374.8,363,372.04,276934
28/05/2010,361.8,367,361.21,365.31,682039
27/05/2010,363,363,355.61,357.9,707559
26/05/2010,364,366.8,360.2,361.73,273934
25/05/2010,361.75,364.2,356,361.56,1516394
24/05/2010,365,368.75,359.24,361.32,595914
21/05/2010,357,364.02,351.4,362.84,1619739
20/05/2010,355,360.6,353.01,358.86,1412474
19/05/2010,359.6,359.6,352.03,353.98,1158644
18/05/2010,353.6,362.7,353.6,361.07,1196819
17/05/2010,354,357.6,346.64,353.7,817794
14/05/2010,360.8,363,357,359.25,497699
13/05/2010,357.58,363.37,356.12,360.12,698134
12/05/2010,362.5,362.5,348.26,356.25,753069
11/05/2010,374.4,374.4,353.4,355.05,704609
10/05/2010,355,368.79,350.24,359.12,1170479
07/05/2010,359.99,360,356.01,359.39,771864
06/05/2010,364.2,366.8,354.42,363.44,3606784
05/05/2010,348,366.98,345.11,363.89,2265534
04/05/2010,353,355.59,348.4,349.62,544159
03/05/2010,344.77,354.78,339.4,353.29,1243364
30/04/2010,337,345.6,333.62,341.27,727469
29/04/2010,337.4,339.59,333.04,336.46,401214
28/04/2010,331.6,340,330.41,337.09,755144
27/04/2010,326.17,335,326.17,334.41,538064
26/04/2010,333.38,333.8,327.62,329.7,421864
23/04/2010,328.38,334.18,325.6,331.36,692144
22/04/2010,330,330.96,324.2,327.58,574744
21/04/2010,335,340.96,326.18,329.06,1309964
20/04/2010,331.78,337,330.92,334.36,764909
19/04/2010,328.43,336,327.1,330.86,1223299
16/04/2010,323.6,333.32,321.6,331.95,609304
15/04/2010,322.42,327,321,323.54,567774
13/04/2010,325.6,326,320.46,321.42,437114
12/04/2010,327,328,321.46,324.91,290629
09/04/2010,324,326.96,322.24,326.04,600874
08/04/2010,326,328.79,320.2,322.35,466514
07/04/2010,320,326,314.68,324.92,493019
06/04/2010,329.8,329.99,319.4,320.8,538444
05/04/2010,327,329,324.41,327.64,680459
01/04/2010,325.47,328.8,322.62,323.48,357819
31/03/2010,319.6,326.94,315.62,325.47,677369
30/03/2010,331.36,331.36,313.2,318.6,988529
29/03/2010,330,331.39,327.01,328.64,478899
26/03/2010,312.6,332,312.6,328.7,420044
25/03/2010,328,336.2,327.8,329.05,491559
23/03/2010,331,334.47,330.6,332.43,528929
22/03/2010,323,331.26,320,329.32,1188824
19/03/2010,321.4,325.2,320.6,322.86,569889
18/03/2010,325.4,326.94,318.54,320.9,1371324
17/03/2010,318.97,326.2,316,325.02,1599904
16/03/2010,322,323,314.22,315.58,590669
15/03/2010,342,342,313.27,319.73,496264
12/03/2010,317.61,318.1,313.61,317.24,362604
11/03/2010,314.4,318.38,311.62,317.21,466299
10/03/2010,318.4,319.8,310.22,314.13,546814
09/03/2010,318.6,320.94,315.24,317.78,783769
08/03/2010,309.58,319.46,307.3,317.56,1475164
05/03/2010,307.5,309.92,305.26,306.89,621359
04/03/2010,304.54,308,302.98,306.9,815564
03/03/2010,301.01,305.6,299.22,302.28,892299
02/03/2010,306,306,299.4,300.6,931934
26/02/2010,301,305,297.84,300.14,835659
25/02/2010,292.4,301.97,289.4,299.59,906779
24/02/2010,294,297.75,291,292.13,621189
23/02/2010,299.39,300.6,294.01,295.57,630034
22/02/2010,308,309.8,298.3,299.16,452939
19/02/2010,308.54,311.2,303.76,305.54,307174
18/02/2010,314.4,317.58,307.02,308.54,504769
17/02/2010,314.65,318.7,313.02,313.89,1099794
16/02/2010,317.89,317.89,310.6,311.75,374224
15/02/2010,315,321.98,314.08,315.28,647829
11/02/2010,310,319,310,314.77,467384
10/02/2010,316,319.5,310.7,316.26,1446829
09/02/2010,304.6,315,303.02,313.08,1674499
08/02/2010,310.4,311.5,300.74,302.76,1121194
05/02/2010,302.01,311.99,295.01,307.19,1643854
04/02/2010,310,314,300.42,305.16,391039
03/02/2010,313,316.86,305.4,310,1057484
02/02/2010,315,321.6,306.27,311.15,1567614
01/02/2010,287,317.2,285,314.56,3173039
29/01/2010,281.94,297.76,276.4,284.53,1290384
28/01/2010,284,286,279.53,280.8,1585109
27/01/2010,284.6,286.48,278.8,282.24,1031914
25/01/2010,285.25,291,276.41,286.48,1806589
22/01/2010,279.4,289,262.02,285.82,784229
21/01/2010,284.98,287.56,280.61,282.26,533834
20/01/2010,286,290.62,283.42,284.87,1986099
19/01/2010,283.2,286,281.4,282.83,421974
18/01/2010,284.22,288.78,281.8,284.24,677949
15/01/2010,279,286.82,278.4,284.22,774524
14/01/2010,281,282.56,276.27,278.53,1287704
13/01/2010,280.02,282.7,276.24,279.81,1063249
12/01/2010,280,284.59,277.99,281.02,1650774
11/01/2010,288.44,289.94,281.4,282.88,1421424
08/01/2010,291.34,292,286.6,287.88,552699
07/01/2010,294.6,296.18,287.2,288.13,662049
06/01/2010,289.78,295.8,288,293.84,1172209
05/01/2010,294.8,294.8,286.24,287.68,939229
04/01/2010,296,298.96,290.52,291.94,749579
31/12/2009,294,297.88,288.08,294.82,1191099
30/12/2009,295.6,295.6,291,292.58,545824
29/12/2009,294.8,300,291.1,293.03,595434
24/12/2009,295.98,295.98,287.6,292.9,766249
23/12/2009,290.08,298,289.68,290.86,1539314
22/12/2009,301.94,301.94,287.56,289.27,2434194
21/12/2009,305,307,298,299.86,1538204
18/12/2009,295.16,310.94,291,303.8,3475234
17/12/2009,287.7,292.82,287,291.17,711049
16/12/2009,287.96,289.95,285.42,286.59,260964
15/12/2009,290,290.39,284.6,287.93,488149
14/12/2009,290,290.4,275,289.22,551839
11/12/2009,290,293,288.12,289.46,1570929
10/12/2009,283.8,288.4,282.4,287.55,1291989
09/12/2009,282.88,286,279.03,281.46,718309
08/12/2009,282.6,284.8,278.8,282.89,630054
07/12/2009,289.6,290.38,279,281.11,1040849
04/12/2009,279.98,290.37,277.36,287.73,1361589
03/12/2009,284.78,284.78,274.31,281.03,2252719
02/12/2009,281,284.78,274.2,276.47,1386244
01/12/2009,275.06,282.6,274.4,280.07,1685344
30/11/2009,275,280,274.03,275.06,689019
27/11/2009,277.6,280.44,268.81,272.23,1522229
26/11/2009,273,278.9,266.6,275.32,2672054
25/11/2009,267.39,270.6,265,266.04,449059
24/11/2009,265.5,274.48,265,267.39,566269
23/11/2009,266.58,269.6,263.4,265.92,350359
20/11/2009,266.6,269.6,264.23,266.09,430554
19/11/2009,271.2,272,265.6,268.13,623699
18/11/2009,270.2,273.6,264.23,270.74,999444
17/11/2009,278,278,269,270.65,692529
16/11/2009,266.97,274.78,265,270.86,1143669
13/11/2009,265,268.2,263.62,264.33,302574
12/11/2009,268.4,270.94,263.4,264.32,278979
11/11/2009,266,271.97,265,268.4,553684
10/11/2009,261.1,275.6,261.1,265.97,695129
09/11/2009,264.4,272.42,263,270.05,1575234
06/11/2009,265.02,270.4,256,264.01,666604
05/11/2009,251.6,268.96,250.2,263.86,1919154
04/11/2009,248,253.99,239.2,251.75,811184
03/11/2009,246,253.6,243.21,245.63,1150639
30/10/2009,252.4,257,236.35,245.99,1229244
29/10/2009,233.8,251,225.8,245.95,7606234
28/10/2009,250,252.74,231.44,233.78,1610199
27/10/2009,255.54,255.54,244.05,250.79,1321834
26/10/2009,256.49,261.79,244.22,247.47,1812904
23/10/2009,244,257.74,242.44,250.43,1157164
22/10/2009,246.22,250,236.41,239.54,801614
21/10/2009,256.6,256.99,246.25,249.14,702554
20/10/2009,259.96,261.38,254.8,256.63,1053109
16/10/2009,254,258,250.6,255.9,394999
15/10/2009,254,258.58,251.01,253.65,469934
14/10/2009,261,261.04,249.32,252.03,932219
12/10/2009,246.6,261.99,246,260.19,1323439
09/10/2009,254.92,259.6,244.41,246.68,721469
08/10/2009,256.2,258.98,251,252.46,1060879
07/10/2009,244,257.56,244,254.97,2060074
06/10/2009,236.7,247.8,235.8,242.39,3630004
05/10/2009,225.99,235.94,225.94,234.67,2886294
01/10/2009,227,229.99,225.8,226.96,942564
30/09/2009,233.98,233.98,224.86,227,1967434
29/09/2009,232,237.68,226.8,228.52,1677094
25/09/2009,225,237.4,224.8,226.65,1261269
24/09/2009,195.2,227.98,195.2,225.21,1252779
23/09/2009,215,217.4,210.02,212.19,903809
22/09/2009,216,221,213.08,214.02,611544
18/09/2009,215.8,221,215.8,217.83,687119
17/09/2009,223,223,213.12,215.92,653114
16/09/2009,218.4,222.8,216.46,220.51,946489
15/09/2009,210.4,217.6,210.08,216.09,805404
14/09/2009,206.8,210.4,205,209.28,134624
11/09/2009,213.78,215,208,208.83,238784
10/09/2009,215.2,215.38,208.8,212.62,689124
09/09/2009,187.08,209.98,187.08,208.63,1012259
08/09/2009,203.98,205.15,200.51,202.83,508064
07/09/2009,197,206,196.8,202.69,560694
04/09/2009,198,198,194.56,196.58,265784
03/09/2009,195.9,197.74,190.2,193.3,810744
02/09/2009,191,198.8,191,193.04,666464
01/09/2009,205.59,205.98,193.2,195.08,543809
31/08/2009,180.61,208.9,180.61,203.03,286274
28/08/2009,207.93,209.78,204.22,207.73,373999
27/08/2009,209.47,209.47,204.1,207.98,286169
26/08/2009,209,211.8,206.2,207.48,996679
25/08/2009,198,209.8,196,207.6,1632894
24/08/2009,196.8,203.8,196.8,200.04,1202069
21/08/2009,198,201.56,197.2,198.03,971879
20/08/2009,193.76,201,192.2,197.86,563934
19/08/2009,196.93,198,188.25,193.76,503024
18/08/2009,197.6,198.84,192.62,194.77,603434
17/08/2009,192.2,199.2,192.02,195.22,878219
14/08/2009,202.01,202.01,195.02,196.02,523934
13/08/2009,199.6,203.8,199.6,200.67,918289
12/08/2009,196,201.98,196,199.75,845884
11/08/2009,199,200.58,196,198.92,1300869
10/08/2009,197,202,195.12,196.1,1132264
07/08/2009,188,196.97,188,194.58,2317499
06/08/2009,187.4,195,185,187.29,1191824
05/08/2009,187,189.16,184.3,187.87,663889
04/08/2009,188,191.19,184,185.25,835864
03/08/2009,192.23,193.59,187.4,187.91,162064
31/07/2009,183,192,183,190.08,1115554
30/07/2009,188,194,180,183.07,1586684
29/07/2009,193.8,193.8,184.21,188.64,1119004
28/07/2009,191.8,193.9,187.6,189.74,224784
27/07/2009,186,193,185,190.78,372484
24/07/2009,190.2,197.99,187.2,189.1,822339
23/07/2009,188.6,195.28,187,193.03,1711494
22/07/2009,181.59,189.6,180.2,186.85,1419244
21/07/2009,180,183.2,177.21,179.73,372499
20/07/2009,181,188.9,179.4,181.83,1427774
17/07/2009,178.77,188,178.6,180.49,1505794
16/07/2009,170,180,170,178.11,513179
15/07/2009,163,174.2,163,172.37,1094324
14/07/2009,161.99,166.6,160.6,164.81,380374
13/07/2009,156,160.98,154.01,159.75,254814
10/07/2009,155.23,162.05,155.23,158.75,1078514
09/07/2009,156.5,162,153.58,160,1159389
08/07/2009,167.96,169.6,156.67,161.93,839544
07/07/2009,167.2,168.98,165.44,167.76,69654
06/07/2009,172,172.2,163.6,166.08,226649
03/07/2009,168,170.78,166.03,169.74,586239
02/07/2009,166.6,168.2,164.8,166.71,252239
01/07/2009,164.2,166.79,164.01,165.5,175539
30/06/2009,166.6,167.6,162.2,163.24,572224
29/06/2009,171,171.58,162.21,164.79,794729
26/06/2009,180,180,167.6,168.79,1802509
25/06/2009,175.6,181,170.45,178.95,1557244
24/06/2009,169.7,174.78,169.5,173.56,278119
23/06/2009,164.2,170.2,163,169.48,238644
22/06/2009,166.21,167.6,162.2,166.13,278739
19/06/2009,168.95,168.95,161.96,163.27,320174
18/06/2009,170,172,163.02,164.93,457989
17/06/2009,167,173.56,166.8,170.29,623319
16/06/2009,167.2,174.38,166.56,167.53,499454
15/06/2009,168.8,175.6,166,171.97,549294
12/06/2009,175.72,179.28,166.02,167.87,407044
11/06/2009,176.96,179.78,170.42,174.36,630144
10/06/2009,170,178.27,169.2,175.7,837889
09/06/2009,165.6,169.78,163.8,168.74,287814
08/06/2009,171.6,173.8,163.82,165.47,274054
05/06/2009,166,174,166,170.98,909064
04/06/2009,166,170.4,166,168.8,464719
03/06/2009,165.98,170.4,164.82,167.45,440219
02/06/2009,161.7,167.78,158.43,163.07,714124
01/06/2009,166,171.79,160.8,161.64,462649
29/05/2009,169.75,171.1,165.13,167.23,865284
28/05/2009,174.58,174.58,167,168.17,910019
27/05/2009,174.2,178,167,170.95,1098479
26/05/2009,173,178,170,173.24,164444
25/05/2009,175.43,177.79,171.8,173,425769
22/05/2009,175,178,170,171.6,332864
21/05/2009,175,179.6,173.82,175.42,399174
20/05/2009,167,181.2,162.93,173.07,1008609
19/05/2009,164,171,150.62,164.07,2667459
18/05/2009,160.45,165,160.45,162.93,274
15/05/2009,151,158.2,150.41,156.31,1771124
14/05/2009,158,159.2,144.91,149.97,3931214
13/05/2009,157,159.8,155,156.66,379164
12/05/2009,155.6,158.73,153.33,155.63,469349
11/05/2009,157,162.4,153.4,155.15,455804
08/05/2009,154,164.42,152.6,158.37,1194279
07/05/2009,146,154.35,146,152.62,1034059
06/05/2009,145.61,147.8,145.05,146.47,1400019
05/05/2009,144,147.46,144,145.61,151879
04/05/2009,146,147.74,143,146.13,469999
29/04/2009,145.05,148.8,140.42,143.71,1100454
28/04/2009,147.6,149.6,142,143.47,404244
27/04/2009,138.23,148.98,138.23,147.05,705324
24/04/2009,141.78,143,138.6,141.4,181734
23/04/2009,137,141.2,135.63,138.2,170074
22/04/2009,141,145,137.03,137.46,536044
21/04/2009,139.98,142.2,137.8,141.83,498519
20/04/2009,137,142,136.6,139.3,245714
17/04/2009,138.97,144.82,133.2,136.35,512589
16/04/2009,137.98,144.94,134,139.27,639939
15/04/2009,134.8,138.4,132.44,135.24,594969
13/04/2009,130.2,134.8,130.2,133.69,1764119
09/04/2009,131,135.2,128.6,129.99,130514
08/04/2009,124.21,131.98,124.21,130.76,270194
06/04/2009,136.02,139,127.4,128.11,1806339
02/04/2009,135.8,136.7,133.07,134.54,352919
01/04/2009,136.98,138,132,132.64,231244
31/03/2009,133.2,138,130.62,136.91,602689
30/03/2009,130.2,136.98,126.22,132.27,314689
27/03/2009,123.2,129.98,121.01,128.96,153514
26/03/2009,122.4,127.4,122.4,126.57,186384
25/03/2009,126,126.2,122.02,123.17,78799
24/03/2009,124,128.39,123.32,126.84,434594
23/03/2009,121,125,120.03,123.23,1442999
20/03/2009,125.4,125.5,118.08,119.76,632359
19/03/2009,129.94,129.94,124.2,125.38,371599
18/03/2009,123.6,129,123.6,127.79,630604
17/03/2009,120.2,123.78,119.2,123.16,599924
16/03/2009,117,120.2,116.6,119.03,1437634
13/03/2009,119.76,120.6,116,116.9,2716914
12/03/2009,118.8,121.18,117.01,118.54,279169
09/03/2009,114.73,120.19,114.73,118.71,311504
06/03/2009,117.6,118.2,113,117.39,227794
05/03/2009,126,126.39,116.4,118.26,1922374
04/03/2009,128.4,128.4,124.05,125.07,233589
03/03/2009,126.44,128.6,124.4,125.35,290844
02/03/2009,128.61,130.4,126.01,127.34,324119
27/02/2009,126.99,131.6,123.6,129.86,749484
26/02/2009,129.1,132,124.22,126.11,1185159
25/02/2009,126,129.96,123.61,128.72,945994
24/02/2009,120.21,125,117.21,124.34,377679
20/02/2009,120.97,124.6,120,122.61,562364
19/02/2009,116.03,128.98,116.03,120.97,187174
18/02/2009,123.8,123.8,120.21,120.82,94344
17/02/2009,123.71,130,119.13,122.01,506974
16/02/2009,127.68,127.95,125.01,125.54,176349
13/02/2009,126.2,129.2,120.51,127.94,362184
12/02/2009,124.2,128.2,124.02,127.46,235369
11/02/2009,124.69,126.79,122.4,125.5,267844
10/02/2009,122.78,127.8,121.6,124.87,466239
09/02/2009,121,123,118.8,122.32,252304
06/02/2009,117.5,121.8,117.5,120.96,536769
05/02/2009,114.09,118,114.03,117.54,242539
04/02/2009,115,116,111.4,114.64,417019
03/02/2009,113,114.79,110,113.92,206884
02/02/2009,114.2,117.78,111.41,112.89,213459
30/01/2009,110.2,115,110.2,113.95,384149
29/01/2009,112.4,114.4,109,112.34,1132714
28/01/2009,114,114,106.01,112.57,498134
27/01/2009,116,117.78,112.27,113.12,170259
23/01/2009,117.6,120,114.2,116.9,112254
22/01/2009,119.58,119.58,116.07,117.87,204169
21/01/2009,120.05,123.58,116.2,117.07,269679
20/01/2009,118.59,121.8,117.45,120.55,87804
19/01/2009,121.18,121.18,118.65,119.22,31864
16/01/2009,116.7,121.58,116,121.18,227889
15/01/2009,116,117.8,114.83,116.56,63579
14/01/2009,117.16,122.2,114.12,117.74,195529
13/01/2009,115.6,118.4,112.6,113.83,186074
12/01/2009,113.2,119.79,113.2,115.7,620794
09/01/2009,118,118.2,111.6,115.91,207504
07/01/2009,124.08,125.98,115.02,117.01,152899
06/01/2009,126.6,128.56,121.11,122.83,221609
05/01/2009,124.03,132.93,124.03,126.46,215889
02/01/2009,128,138.88,127.4,131.42,630794
01/01/2009,123.6,125.6,122.33,124.45,152404
31/12/2008,119,124.2,118,123.57,300869
30/12/2008,116.8,120.8,116.8,118.43,757469
29/12/2008,117.02,118.8,116.2,118.07,56584
26/12/2008,121.6,121.6,116.45,117.95,84919
24/12/2008,118.03,121.2,117.02,118.41,502579
23/12/2008,117.6,121,114.6,119.84,270069
22/12/2008,120.3,123.4,118,119.07,772624
19/12/2008,115.62,121.8,115.6,120.43,771419
18/12/2008,117,117,111.04,115.3,317259
17/12/2008,115.59,118,109.25,110.82,205059
16/12/2008,109.94,117.58,109.03,115.12,354109
15/12/2008,112.8,112.8,108.45,109.51,349614
12/12/2008,106.84,113.98,106.84,108.9,306099
11/12/2008,113.2,115.6,106.2,109.48,603514
10/12/2008,109.26,115.6,109.26,113.34,333844
08/12/2008,116.5,118.98,110.1,111.28,295664
05/12/2008,116,118.6,115.4,115.93,139264
04/12/2008,117.6,118.8,114.67,117.3,251014
03/12/2008,114,118.01,114,117.17,348524
02/12/2008,107.2,117.4,107.2,116.45,288344
01/12/2008,118.6,119.98,110.04,111.54,278139
28/11/2008,114.4,120.8,113.05,117.17,993404
26/11/2008,110.01,117,109,114.37,527284
25/11/2008,113.6,113.6,108.05,109.86,793864
24/11/2008,108.4,110.8,108.27,109.39,826169
21/11/2008,106,111,106,109.59,255959
20/11/2008,109,109.2,105.2,107.04,246089
19/11/2008,108.2,111,107.62,110.26,523309
18/11/2008,107.4,110,106.5,108.04,828214
17/11/2008,114,116.97,103.6,111.67,1053134
14/11/2008,121,121.2,114,116.44,1094539
12/11/2008,123.8,124.9,117.02,120.95,3693304
11/11/2008,137,137,121.74,123.8,1329834
10/11/2008,139.89,141.6,137,138.02,247799
07/11/2008,133.6,139.41,133.6,138.25,255264
06/11/2008,132,140.39,132,139.06,117709
05/11/2008,149,149,135.8,138.77,171044
04/11/2008,138.02,145.6,138.02,143.34,285929
03/11/2008,132,144.8,132,143.01,599014
31/10/2008,132.4,135.4,130.6,132.98,717004
29/10/2008,129,138.89,128.5,132.92,1725314
28/10/2008,130,133.8,127.3,131.38,13479
27/10/2008,120,129,116,126.38,744789
24/10/2008,125,129,122,125.49,1253664
23/10/2008,132,132.12,126,127.38,722414
22/10/2008,134,138,132,132.61,367614
21/10/2008,130.2,141.5,127.1,138.89,807134
20/10/2008,128.6,132.6,120.4,129.73,338729
17/10/2008,132,132,118.04,124.65,1824404
16/10/2008,129,134.76,124.25,130.67,2277994
15/10/2008,140.4,141,131.2,136.21,253354
14/10/2008,140,146,136.25,143.03,1089529
13/10/2008,129.8,140.8,128.8,135.51,2031029
10/10/2008,139.6,141.78,121.4,124.3,1720224
08/10/2008,145,147,140.8,145.65,431669
07/10/2008,149.1,152.01,144.58,148.88,915179
06/10/2008,152.8,153.89,148.59,148.91,587299
03/10/2008,150,156.12,148.4,154.04,1920639
01/10/2008,145.2,151.8,143,150.92,685279
30/09/2008,141,145,139.03,143.96,155834
29/09/2008,144.4,145.99,138,142.14,555504
26/09/2008,144,144.59,141.8,143.44,174959
25/09/2008,145,145.4,141.2,143.31,197614
24/09/2008,142.61,146,142.61,143.35,141044
23/09/2008,143.4,145.6,140,144.06,185094
22/09/2008,145,146.93,143.01,144.08,52789
19/09/2008,145,153.79,143.22,144.35,564414
18/09/2008,138,145.8,138,144.02,206484
17/09/2008,149,151,146.2,147.73,339999
16/09/2008,143,149.8,142.23,148.28,790029
15/09/2008,154,154,142.7,144.94,369449
12/09/2008,147.01,148,145.01,146.21,134529
11/09/2008,148.9,150,143.6,145.79,207534
10/09/2008,149.4,152.4,146.4,150.14,397409
09/09/2008,149.4,150.9,149,149.2,1516634
08/09/2008,155.6,156.4,150.4,151.48,2003424
05/09/2008,149.94,151,147.01,150.06,229804
04/09/2008,148.6,150.8,146.2,150.36,749519
02/09/2008,146.82,148.8,146.4,147.99,173184
01/09/2008,146.6,146.99,145.42,146.21,44294
29/08/2008,146.4,147.6,145.2,146.34,117654
28/08/2008,145.8,147.99,144.2,146.34,292769
27/08/2008,146.4,147,144.02,144.75,240914
26/08/2008,147,147.2,145.53,146.31,159274
25/08/2008,148.2,149.18,146.6,147.08,711689
22/08/2008,145.4,148.78,145.02,148.08,383799
21/08/2008,148.37,148.37,145,145.75,243469
20/08/2008,148.38,149,147.2,147.8,122784
19/08/2008,148.38,148.59,146,147.17,70704
18/08/2008,147.6,150.58,146.02,147.67,450244
14/08/2008,151.79,151.79,148.3,149.1,315114
13/08/2008,150.2,154.58,148.45,150.91,904979
12/08/2008,148.2,151.2,146.41,149.87,463529
11/08/2008,148.82,148.82,146.21,147.69,262529
08/08/2008,146.98,150,145.03,145.69,310859
07/08/2008,147.2,149.8,146.4,147.14,216254
06/08/2008,153.1,153.1,148,148.68,445739
05/08/2008,152.8,152.96,147.81,151,365269
04/08/2008,148,153.9,147.8,151.59,939074
01/08/2008,147.4,149.58,146.62,148.26,1775424
31/07/2008,148.02,149,147,147.52,508679
30/07/2008,144.02,149.8,144.02,146.75,2219734
29/07/2008,144.4,145,143,143.89,144329
28/07/2008,145,147.41,141,145.45,674374
25/07/2008,143.8,146.32,141.24,143.87,462494
24/07/2008,148.8,148.8,142.8,143.94,650239
23/07/2008,152,152,145.72,146.65,1258834
22/07/2008,140.19,146.4,140.19,145.38,2778534
21/07/2008,136.98,140.6,134.01,139.82,504159
18/07/2008,139,139,135.25,136.98,457539
17/07/2008,138.58,139.96,136.32,137.41,511064
16/07/2008,139,139,134.2,136.46,388259
15/07/2008,139,143.57,136.25,136.83,132259
14/07/2008,141.98,142.72,138.02,139.25,611254
11/07/2008,136,141.69,135,139.71,2054039
10/07/2008,134.2,137.58,134.2,135.2,171364
09/07/2008,138,139.6,136.4,136.94,177144
08/07/2008,130.7,137.96,130.7,136.95,465524
07/07/2008,137.02,139.76,124.16,133.37,265619
04/07/2008,138.4,138.99,135.4,136.67,76404
03/07/2008,139.8,139.8,135.02,137.66,528064
02/07/2008,134.2,140,134.2,139.82,1133509
01/07/2008,136.6,136.6,131.21,134.07,374399
30/06/2008,134.2,136.4,130.8,133.32,338819
27/06/2008,132.26,137.6,130.26,135.09,568524
26/06/2008,139.99,141,130.32,135.81,1188609
25/06/2008,129.97,139.77,128.62,138.67,725939
24/06/2008,137.8,138.2,127.8,130.93,1257074
23/06/2008,137.81,139.95,134.6,135.93,599839
20/06/2008,138,140.4,136,137.81,985144
19/06/2008,141,141,136,137.54,1796259
18/06/2008,145.4,145.58,139.22,140.6,646174
17/06/2008,146,147.36,143.23,143.97,2823909
16/06/2008,143.2,146,142.23,145.06,2063204
13/06/2008,146,148.4,140.01,141.17,3854294
12/06/2008,137.2,146.2,134,145.1,2905729
11/06/2008,137.8,142.8,134.81,137.76,2825154
10/06/2008,140,142.98,136,136.53,1000274
09/06/2008,126.66,142.39,122.4,140.16,2021184
06/06/2008,134.88,139.96,129.01,129.8,371449
05/06/2008,134.32,136.6,132,133.33,1980564
04/06/2008,139.62,139.89,133,134.32,301054
03/06/2008,133,141.14,130.2,139.62,1065669
02/06/2008,134,144,134,136.3,628094
30/05/2008,142.6,146.5,139.6,143.41,2309719
29/05/2008,134.2,144.8,134.2,141.69,4672644
28/05/2008,134.68,135.99,124,135.01,965624
27/05/2008,135,136.4,132.02,132.83,823019
26/05/2008,135.99,136.6,132.2,133.51,476359
23/05/2008,134.89,138.49,132.8,136.76,1473044
22/05/2008,133.3,136.8,131.22,133.38,611559
21/05/2008,130.02,136.98,130,134.51,766414
20/05/2008,134,137.6,130.43,133.06,1605854
16/05/2008,130,137.98,124.9,135.14,5070094
15/05/2008,118.94,132.34,116.2,128.91,4749579
14/05/2008,113.83,117.99,111.06,116.35,1276484
13/05/2008,110.8,114,110.8,113.01,191889
12/05/2008,110.47,112.78,109,110.55,100669
09/05/2008,111.27,113.1,111,111.92,129509
08/05/2008,111.4,113,110.4,112.83,107834
07/05/2008,111.4,113.2,111,111.46,131689
06/05/2008,112.2,113.74,110.24,111.67,114539
05/05/2008,114.4,114.79,112.02,112.53,85044
02/05/2008,115.6,115.8,112,113.21,430379
30/04/2008,116.14,117.6,112,112.95,481724
29/04/2008,115.4,116.7,114,115.04,478669
